time,"I(L0)","I(LQ|XO1)"
1.376800e-09,7.415350e-06,-1.023695e-04
1.377000e-09,7.382578e-06,-1.024411e-04
1.377200e-09,7.348638e-06,-1.025042e-04
1.377400e-09,7.314302e-06,-1.025638e-04
1.377600e-09,7.280286e-06,-1.026236e-04
1.377800e-09,7.247177e-06,-1.026867e-04
1.378000e-09,7.215383e-06,-1.027544e-04
1.378200e-09,7.185102e-06,-1.028268e-04
1.378400e-09,7.156315e-06,-1.029029e-04
1.378600e-09,7.128802e-06,-1.029804e-04
1.378800e-09,7.102177e-06,-1.030566e-04
1.379000e-09,7.075937e-06,-1.031280e-04
1.379200e-09,7.049515e-06,-1.031915e-04
1.379400e-09,7.022335e-06,-1.032439e-04
1.379600e-09,6.993863e-06,-1.032829e-04
1.379800e-09,6.963645e-06,-1.033066e-04
1.380000e-09,6.931338e-06,-1.033140e-04
1.380200e-09,6.896722e-06,-1.033047e-04
1.380400e-09,6.859707e-06,-1.032792e-04
1.380600e-09,6.820320e-06,-1.032383e-04
1.380800e-09,6.778689e-06,-1.031832e-04
1.381000e-09,6.735017e-06,-1.031152e-04
1.381200e-09,6.689555e-06,-1.030356e-04
1.381400e-09,6.642574e-06,-1.029457e-04
1.381600e-09,6.594333e-06,-1.028463e-04
1.381800e-09,6.545062e-06,-1.027382e-04
1.382000e-09,6.494942e-06,-1.026216e-04
1.382200e-09,6.444100e-06,-1.024968e-04
1.382400e-09,6.392600e-06,-1.023636e-04
1.382600e-09,6.340451e-06,-1.022220e-04
1.382800e-09,6.287611e-06,-1.020716e-04
1.383000e-09,6.234002e-06,-1.019121e-04
1.383200e-09,6.179513e-06,-1.017431e-04
1.383400e-09,6.124016e-06,-1.015644e-04
1.383600e-09,6.067369e-06,-1.013753e-04
1.383800e-09,6.009417e-06,-1.011754e-04
1.384000e-09,5.950001e-06,-1.009639e-04
1.384200e-09,5.888950e-06,-1.007402e-04
1.384400e-09,5.826091e-06,-1.005033e-04
1.384600e-09,5.761240e-06,-1.002520e-04
1.384800e-09,5.694219e-06,-9.998535e-05
1.385000e-09,5.624856e-06,-9.970206e-05
1.385200e-09,5.552997e-06,-9.940105e-05
1.385400e-09,5.478524e-06,-9.908135e-05
1.385600e-09,5.401362e-06,-9.874220e-05
1.385800e-09,5.321499e-06,-9.838316e-05
1.386000e-09,5.238990e-06,-9.800413e-05
1.386200e-09,5.153967e-06,-9.760545e-05
1.386400e-09,5.066645e-06,-9.718787e-05
1.386600e-09,4.977317e-06,-9.675258e-05
1.386800e-09,4.886350e-06,-9.630119e-05
1.387000e-09,4.794182e-06,-9.583571e-05
1.387200e-09,4.701310e-06,-9.535853e-05
1.387400e-09,4.608281e-06,-9.487239e-05
1.387600e-09,4.515681e-06,-9.438033e-05
1.387800e-09,4.424125e-06,-9.388571e-05
1.388000e-09,4.334245e-06,-9.339215e-05
1.388200e-09,4.246674e-06,-9.290356e-05
1.388400e-09,4.162035e-06,-9.242407e-05
1.388600e-09,4.080918e-06,-9.195800e-05
1.388800e-09,4.003864e-06,-9.150979e-05
1.389000e-09,3.931337e-06,-9.108388e-05
1.389200e-09,3.863705e-06,-9.068459e-05
1.389400e-09,3.801211e-06,-9.031591e-05
1.389600e-09,3.743954e-06,-8.998129e-05
1.389800e-09,3.691874e-06,-8.968343e-05
1.390000e-09,3.644735e-06,-8.942396e-05
1.390200e-09,3.602133e-06,-8.920326e-05
1.390400e-09,3.563496e-06,-8.902024e-05
1.390600e-09,3.528111e-06,-8.887220e-05
1.390800e-09,3.495151e-06,-8.875477e-05
1.391000e-09,3.463718e-06,-8.866201e-05
1.391200e-09,3.432890e-06,-8.858657e-05
1.391400e-09,3.401772e-06,-8.852005e-05
1.391600e-09,3.369555e-06,-8.845340e-05
1.391800e-09,3.335559e-06,-8.837753e-05
1.392000e-09,3.299286e-06,-8.828391e-05
1.392200e-09,3.260448e-06,-8.816516e-05
1.392400e-09,3.218994e-06,-8.801573e-05
1.392600e-09,3.175110e-06,-8.783231e-05
1.392800e-09,3.129216e-06,-8.761425e-05
1.393000e-09,3.081934e-06,-8.736367e-05
1.393200e-09,3.034044e-06,-8.708545e-05
1.393400e-09,2.986432e-06,-8.678694e-05
1.393600e-09,2.940015e-06,-8.647746e-05
1.393800e-09,2.895676e-06,-8.616771e-05
1.394000e-09,2.854183e-06,-8.586893e-05
1.394200e-09,2.816131e-06,-8.559213e-05
1.394400e-09,2.781885e-06,-8.534719e-05
1.394600e-09,2.751548e-06,-8.514212e-05
1.394800e-09,2.724945e-06,-8.498237e-05
1.395000e-09,2.701644e-06,-8.487033e-05
1.395200e-09,2.680986e-06,-8.480505e-05
1.395400e-09,2.662146e-06,-8.478223e-05
1.395600e-09,2.644208e-06,-8.479441e-05
1.395800e-09,2.626239e-06,-8.483148e-05
1.396000e-09,2.607378e-06,-8.488142e-05
1.396200e-09,2.586902e-06,-8.493121e-05
1.396400e-09,2.564286e-06,-8.496789e-05
1.396600e-09,2.539240e-06,-8.497966e-05
1.396800e-09,2.511720e-06,-8.495689e-05
1.397000e-09,2.481920e-06,-8.489298e-05
1.397200e-09,2.450241e-06,-8.478497e-05
1.397400e-09,2.417244e-06,-8.463380e-05
1.397600e-09,2.383592e-06,-8.444425e-05
1.397800e-09,2.349986e-06,-8.422449e-05
1.398000e-09,2.317103e-06,-8.398534e-05
1.398200e-09,2.285541e-06,-8.373931e-05
1.398400e-09,2.255775e-06,-8.349948e-05
1.398600e-09,2.228125e-06,-8.327836e-05
1.398800e-09,2.202742e-06,-8.308683e-05
1.399000e-09,2.179610e-06,-8.293322e-05
1.399200e-09,2.158556e-06,-8.282263e-05
1.399400e-09,2.139279e-06,-8.275661e-05
1.399600e-09,2.121380e-06,-8.273303e-05
1.399800e-09,2.104398e-06,-8.274639e-05
1.400000e-09,2.087853e-06,-8.278830e-05
1.400200e-09,2.071271e-06,-8.284832e-05
1.400400e-09,2.054223e-06,-8.291484e-05
1.400600e-09,2.036343e-06,-8.297614e-05
1.400800e-09,2.017349e-06,-8.302141e-05
1.401000e-09,1.997052e-06,-8.304163e-05
1.401200e-09,1.975366e-06,-8.303033e-05
1.401400e-09,1.952308e-06,-8.298400e-05
1.401600e-09,1.927995e-06,-8.290233e-05
1.401800e-09,1.902643e-06,-8.278808e-05
1.402000e-09,1.876552e-06,-8.264668e-05
1.402200e-09,1.850096e-06,-8.248564e-05
1.402400e-09,1.823698e-06,-8.231385e-05
1.402600e-09,1.797804e-06,-8.214072e-05
1.402800e-09,1.772851e-06,-8.197541e-05
1.403000e-09,1.749228e-06,-8.182610e-05
1.403200e-09,1.727236e-06,-8.169939e-05
1.403400e-09,1.707062e-06,-8.159990e-05
1.403600e-09,1.688746e-06,-8.152998e-05
1.403800e-09,1.672172e-06,-8.148963e-05
1.404000e-09,1.657073e-06,-8.147667e-05
1.404200e-09,1.643051e-06,-8.148692e-05
1.404400e-09,1.629616e-06,-8.151462e-05
1.404600e-09,1.616240e-06,-8.155289e-05
1.404800e-09,1.602411e-06,-8.159427e-05
1.405000e-09,1.587693e-06,-8.163131e-05
1.405200e-09,1.571775e-06,-8.165707e-05
1.405400e-09,1.554502e-06,-8.166567e-05
1.405600e-09,1.535896e-06,-8.165272e-05
1.405800e-09,1.516138e-06,-8.161559e-05
1.406000e-09,1.495546e-06,-8.155361e-05
1.406200e-09,1.474527e-06,-8.146808e-05
1.406400e-09,1.453523e-06,-8.136214e-05
1.406600e-09,1.432954e-06,-8.124049e-05
1.406800e-09,1.413174e-06,-8.110897e-05
1.407000e-09,1.394431e-06,-8.097405e-05
1.407200e-09,1.376858e-06,-8.084234e-05
1.407400e-09,1.360474e-06,-8.071999e-05
1.407600e-09,1.345208e-06,-8.061220e-05
1.407800e-09,1.330928e-06,-8.052283e-05
1.408000e-09,1.317488e-06,-8.045405e-05
1.408200e-09,1.304754e-06,-8.040627e-05
1.408400e-09,1.292637e-06,-8.037807e-05
1.408600e-09,1.281105e-06,-8.036638e-05
1.408800e-09,1.270174e-06,-8.036681e-05
1.409000e-09,1.259899e-06,-8.037401e-05
1.409200e-09,1.250338e-06,-8.038213e-05
1.409400e-09,1.241531e-06,-8.038537e-05
1.409600e-09,1.233465e-06,-8.037841e-05
1.409800e-09,1.226057e-06,-8.035684e-05
1.410000e-09,1.219148e-06,-8.031747e-05
1.410200e-09,1.212510e-06,-8.025855e-05
1.410400e-09,1.205857e-06,-8.017981e-05
1.410600e-09,1.198874e-06,-8.008243e-05
1.410800e-09,1.191230e-06,-7.996883e-05
1.411000e-09,1.182601e-06,-7.984246e-05
1.411200e-09,1.172663e-06,-7.970741e-05
1.411400e-09,1.161089e-06,-7.956811e-05
1.411600e-09,1.147514e-06,-7.942896e-05
1.411800e-09,1.131508e-06,-7.929399e-05
1.412000e-09,1.112530e-06,-7.916656e-05
1.412200e-09,1.089908e-06,-7.904916e-05
1.412400e-09,1.062818e-06,-7.894328e-05
1.412600e-09,1.030301e-06,-7.884926e-05
1.412800e-09,9.913104e-07,-7.876640e-05
1.413000e-09,9.447900e-07,-7.869294e-05
1.413200e-09,8.897850e-07,-7.862627e-05
1.413400e-09,8.255736e-07,-7.856311e-05
1.413600e-09,7.518031e-07,-7.849978e-05
1.413800e-09,6.686132e-07,-7.843244e-05
1.414000e-09,5.767217e-07,-7.835743e-05
1.414200e-09,4.774572e-07,-7.827147e-05
1.414400e-09,3.727223e-07,-7.817193e-05
1.414600e-09,2.648853e-07,-7.805699e-05
1.414800e-09,1.566088e-07,-7.792573e-05
1.415000e-09,5.063319e-08,-7.777816e-05
1.415200e-09,-5.045653e-08,-7.761516e-05
1.415400e-09,-1.444524e-07,-7.743836e-05
1.415600e-09,-2.297086e-07,-7.724996e-05
1.415800e-09,-3.052730e-07,-7.705247e-05
1.416000e-09,-3.709594e-07,-7.684855e-05
1.416200e-09,-4.273640e-07,-7.664073e-05
1.416400e-09,-4.758353e-07,-7.643120e-05
1.416600e-09,-5.184081e-07,-7.622172e-05
1.416800e-09,-5.577087e-07,-7.601344e-05
1.417000e-09,-5.968338e-07,-7.580688e-05
1.417200e-09,-6.392003e-07,-7.560191e-05
1.417400e-09,-6.883611e-07,-7.539785e-05
1.417600e-09,-7.477878e-07,-7.519344e-05
1.417800e-09,-8.206258e-07,-7.498708e-05
1.418000e-09,-9.094418e-07,-7.477684e-05
1.418200e-09,-1.015995e-06,-7.456065e-05
1.418400e-09,-1.141071e-06,-7.433640e-05
1.418600e-09,-1.284413e-06,-7.410209e-05
1.418800e-09,-1.444785e-06,-7.385587e-05
1.419000e-09,-1.620172e-06,-7.359619e-05
1.419200e-09,-1.808100e-06,-7.332177e-05
1.419400e-09,-2.006032e-06,-7.303174e-05
1.419600e-09,-2.211802e-06,-7.272555e-05
1.419800e-09,-2.424008e-06,-7.240300e-05
1.420000e-09,-2.642329e-06,-7.206419e-05
1.420200e-09,-2.867729e-06,-7.170947e-05
1.420400e-09,-3.102547e-06,-7.133937e-05
1.420600e-09,-3.350468e-06,-7.095450e-05
1.420800e-09,-3.616408e-06,-7.055552e-05
1.421000e-09,-3.906325e-06,-7.014300e-05
1.421200e-09,-4.226978e-06,-6.971745e-05
1.421400e-09,-4.585636e-06,-6.927921e-05
1.421600e-09,-4.989750e-06,-6.882844e-05
1.421800e-09,-5.446558e-06,-6.836512e-05
1.422000e-09,-5.962625e-06,-6.788903e-05
1.422200e-09,-6.543266e-06,-6.739977e-05
1.422400e-09,-7.191814e-06,-6.689676e-05
1.422600e-09,-7.908649e-06,-6.637928e-05
1.422800e-09,-8.689931e-06,-6.584645e-05
1.423000e-09,-9.526000e-06,-6.529726e-05
1.423200e-09,-1.039962e-05,-6.473054e-05
1.423400e-09,-1.128445e-05,-6.414497e-05
1.423600e-09,-1.214463e-05,-6.353900e-05
1.423800e-09,-1.293631e-05,-6.291086e-05
1.424000e-09,-1.361199e-05,-6.225845e-05
1.424200e-09,-1.412739e-05,-6.157928e-05
1.424400e-09,-1.444947e-05,-6.087042e-05
1.424600e-09,-1.456335e-05,-6.012840e-05
1.424800e-09,-1.447581e-05,-5.934918e-05
1.425000e-09,-1.421436e-05,-5.852813e-05
1.425200e-09,-1.382221e-05,-5.766014e-05
1.425400e-09,-1.335085e-05,-5.673967e-05
1.425600e-09,-1.285251e-05,-5.576100e-05
1.425800e-09,-1.237451e-05,-5.471843e-05
1.426000e-09,-1.195625e-05,-5.360656e-05
1.426200e-09,-1.162881e-05,-5.242054e-05
1.426400e-09,-1.141599e-05,-5.115625e-05
1.426600e-09,-1.133550e-05,-4.981043e-05
1.426800e-09,-1.139922e-05,-4.838073e-05
1.427000e-09,-1.161195e-05,-4.686560e-05
1.427200e-09,-1.196896e-05,-4.526417e-05
1.427400e-09,-1.245296e-05,-4.357603e-05
1.427600e-09,-1.303196e-05,-4.180099e-05
1.427800e-09,-1.365929e-05,-3.993892e-05
1.428000e-09,-1.427715e-05,-3.798952e-05
1.428200e-09,-1.482368e-05,-3.595232e-05
1.428400e-09,-1.524269e-05,-3.382669e-05
1.428600e-09,-1.549361e-05,-3.161203e-05
1.428800e-09,-1.555890e-05,-2.930807e-05
1.429000e-09,-1.544691e-05,-2.691527e-05
1.429200e-09,-1.518931e-05,-2.443532e-05
1.429400e-09,-1.483423e-05,-2.187177e-05
1.429600e-09,-1.443724e-05,-1.923061e-05
1.429800e-09,-1.405273e-05,-1.652095e-05
1.430000e-09,-1.372728e-05,-1.375563e-05
1.430200e-09,-1.349609e-05,-1.095187e-05
1.430400e-09,-1.338174e-05,-8.131720e-06
1.430600e-09,-1.339463e-05,-5.322436e-06
1.430800e-09,-1.353373e-05,-2.556551e-06
1.431000e-09,-1.378706e-05,1.283261e-07
1.431200e-09,-1.413193e-05,2.690115e-06
1.431400e-09,-1.453555e-05,5.083288e-06
1.431600e-09,-1.495693e-05,7.260323e-06
1.431800e-09,-1.535090e-05,9.173550e-06
1.432000e-09,-1.567399e-05,1.077730e-05
1.432200e-09,-1.589122e-05,1.203024e-05
1.432400e-09,-1.598201e-05,1.289774e-05
1.432600e-09,-1.594347e-05,1.335415e-05
1.432800e-09,-1.579036e-05,1.338481e-05
1.433000e-09,-1.555176e-05,1.298769e-05
1.433200e-09,-1.526563e-05,1.217461e-05
1.433400e-09,-1.497270e-05,1.097187e-05
1.433600e-09,-1.471106e-05,9.420364e-06
1.433800e-09,-1.451215e-05,7.575034e-06
1.434000e-09,-1.439819e-05,5.503688e-06
1.434200e-09,-1.438077e-05,3.285122e-06
1.434400e-09,-1.446022e-05,1.006569e-06
1.434600e-09,-1.462556e-05,-1.239507e-06
1.434800e-09,-1.485526e-05,-3.359186e-06
1.435000e-09,-1.511927e-05,-5.261261e-06
1.435200e-09,-1.538250e-05,-6.861623e-06
1.435400e-09,-1.560976e-05,-8.087610e-06
1.435600e-09,-1.577121e-05,-8.882094e-06
1.435800e-09,-1.584730e-05,-9.207090e-06
1.436000e-09,-1.583186e-05,-9.046679e-06
1.436200e-09,-1.573267e-05,-8.409053e-06
1.436400e-09,-1.556946e-05,-7.327489e-06
1.436600e-09,-1.537001e-05,-5.860030e-06
1.436800e-09,-1.516536e-05,-4.087684e-06
1.437000e-09,-1.498522e-05,-2.111020e-06
1.437200e-09,-1.485427e-05,-4.512505e-08
1.437400e-09,-1.478953e-05,1.986877e-06
1.437600e-09,-1.479898e-05,3.861410e-06
1.437800e-09,-1.488102e-05,5.462572e-06
1.438000e-09,-1.502484e-05,6.690197e-06
1.438200e-09,-1.521169e-05,7.467208e-06
1.438400e-09,-1.541707e-05,7.745716e-06
1.438600e-09,-1.561395e-05,7.511390e-06
1.438800e-09,-1.577656e-05,6.785731e-06
1.439000e-09,-1.588429e-05,5.625920e-06
1.439200e-09,-1.592479e-05,4.121995e-06
1.439400e-09,-1.589562e-05,2.391249e-06
1.439600e-09,-1.580428e-05,5.699746e-07
1.439800e-09,-1.566638e-05,-1.196955e-06
1.440000e-09,-1.550285e-05,-2.767852e-06
1.440200e-09,-1.533651e-05,-4.016234e-06
1.440400e-09,-1.518895e-05,-4.841947e-06
1.440600e-09,-1.507788e-05,-5.180327e-06
1.440800e-09,-1.501534e-05,-5.008559e-06
1.441000e-09,-1.500667e-05,-4.348598e-06
1.441200e-09,-1.505023e-05,-3.266235e-06
1.441400e-09,-1.513785e-05,-1.866103e-06
1.441600e-09,-1.525598e-05,-2.827315e-07
1.441800e-09,-1.538751e-05,1.331781e-06
1.442000e-09,-1.551415e-05,2.822382e-06
1.442200e-09,-1.561901e-05,4.046455e-06
1.442400e-09,-1.568897e-05,4.888269e-06
1.442600e-09,-1.571641e-05,5.270903e-06
1.442800e-09,-1.569997e-05,5.164380e-06
1.443000e-09,-1.564428e-05,4.589149e-06
1.443200e-09,-1.555879e-05,3.614447e-06
1.443400e-09,-1.545602e-05,2.351473e-06
1.443600e-09,-1.534962e-05,9.417741e-07
1.443800e-09,-1.525256e-05,-4.581268e-07
1.444000e-09,-1.517562e-05,-1.694196e-06
1.444200e-09,-1.512628e-05,-2.632375e-06
1.444400e-09,-1.510802e-05,-3.173919e-06
1.444600e-09,-1.512015e-05,-3.266745e-06
1.444800e-09,-1.515805e-05,-2.911450e-06
1.445000e-09,-1.521391e-05,-2.161266e-06
1.445200e-09,-1.527793e-05,-1.115801e-06
1.445400e-09,-1.533974e-05,9.093624e-08
1.445600e-09,-1.538986e-05,1.306999e-06
1.445800e-09,-1.542102e-05,2.381480e-06
1.446000e-09,-1.542897e-05,3.183518e-06
1.446200e-09,-1.541278e-05,3.618791e-06
1.446400e-09,-1.537462e-05,3.641286e-06
1.446600e-09,-1.531914e-05,3.258871e-06
1.446800e-09,-1.525260e-05,2.531914e-06
1.447000e-09,-1.518199e-05,1.565042e-06
1.447200e-09,-1.511413e-05,4.929360e-07
1.447400e-09,-1.505490e-05,-5.380943e-07
1.447600e-09,-1.500869e-05,-1.390237e-06
1.447800e-09,-1.497793e-05,-1.953136e-06
1.448000e-09,-1.496292e-05,-2.158917e-06
1.448200e-09,-1.496193e-05,-1.991139e-06
1.448400e-09,-1.497154e-05,-1.486456e-06
1.448600e-09,-1.498719e-05,-7.287223e-07
1.448800e-09,-1.500396e-05,1.636570e-07
1.449000e-09,-1.501723e-05,1.055436e-06
1.449200e-09,-1.502322e-05,1.814696e-06
1.449400e-09,-1.501941e-05,2.332415e-06
1.449600e-09,-1.500457e-05,2.538399e-06
1.449800e-09,-1.497871e-05,2.411156e-06
1.450000e-09,-1.494284e-05,1.980249e-06
1.450200e-09,-1.489872e-05,1.320860e-06
1.450400e-09,-1.484857e-05,5.413709e-07
1.450600e-09,-1.479488e-05,-2.341202e-07
1.450800e-09,-1.474010e-05,-8.856276e-07
1.451000e-09,-1.468653e-05,-1.316248e-06
1.451200e-09,-1.463606e-05,-1.467163e-06
1.451400e-09,-1.459006e-05,-1.326261e-06
1.451600e-09,-1.454932e-05,-9.290302e-07
1.451800e-09,-1.451400e-05,-3.516928e-07
1.452000e-09,-1.448377e-05,3.022577e-07
1.452200e-09,-1.445788e-05,9.198440e-07
1.452400e-09,-1.443528e-05,1.397720e-06
1.452600e-09,-1.441474e-05,1.659344e-06
1.452800e-09,-1.439488e-05,1.667260e-06
1.453000e-09,-1.437420e-05,1.428453e-06
1.453200e-09,-1.435109e-05,9.919546e-07
1.453400e-09,-1.432392e-05,4.392429e-07
1.453600e-09,-1.429117e-05,-1.307974e-07
1.453800e-09,-1.425149e-05,-6.196716e-07
1.454000e-09,-1.420399e-05,-9.466412e-07
1.454200e-09,-1.414827e-05,-1.062559e-06
1.454400e-09,-1.408459e-05,-9.577289e-07
1.454600e-09,-1.401386e-05,-6.624726e-07
1.454800e-09,-1.393762e-05,-2.404472e-07
1.455000e-09,-1.385792e-05,2.239378e-07
1.455200e-09,-1.377719e-05,6.415940e-07
1.455400e-09,-1.369795e-05,9.352965e-07
1.455600e-09,-1.362264e-05,1.053612e-06
1.455800e-09,-1.355330e-05,9.796569e-07
1.456000e-09,-1.349131e-05,7.331364e-07
1.456200e-09,-1.343717e-05,3.654457e-07
1.456400e-09,-1.339032e-05,-5.109293e-08
1.456600e-09,-1.334915e-05,-4.376684e-07
1.456800e-09,-1.331105e-05,-7.242535e-07
1.457000e-09,-1.327263e-05,-8.627570e-07
1.457200e-09,-1.323007e-05,-8.355595e-07
1.457400e-09,-1.317951e-05,-6.578827e-07
1.457600e-09,-1.311748e-05,-3.736875e-07
1.457800e-09,-1.304136e-05,-4.607234e-08
1.458000e-09,-1.294965e-05,2.557907e-07
1.458200e-09,-1.284226e-05,4.705086e-07
1.458400e-09,-1.272059e-05,5.563397e-07
1.458600e-09,-1.258744e-05,4.987717e-07
1.458800e-09,-1.244677e-05,3.124127e-07
1.459000e-09,-1.230330e-05,3.697888e-08
1.459200e-09,-1.216197e-05,-2.716354e-07
1.459400e-09,-1.202735e-05,-5.532463e-07
1.459600e-09,-1.190307e-05,-7.557225e-07
1.459800e-09,-1.179134e-05,-8.452482e-07
1.460000e-09,-1.169255e-05,-8.124766e-07
1.460200e-09,-1.160518e-05,-6.734440e-07
1.460400e-09,-1.152586e-05,-4.652349e-07
1.460600e-09,-1.144970e-05,-2.374732e-07
1.460800e-09,-1.137076e-05,-4.155458e-08
1.461000e-09,-1.128275e-05,8.006038e-08
1.461200e-09,-1.117969e-05,1.022563e-07
1.461400e-09,-1.105661e-05,2.170229e-08
1.461600e-09,-1.091016e-05,-1.434617e-07
1.461800e-09,-1.073898e-05,-3.584399e-07
1.462000e-09,-1.054388e-05,-5.799010e-07
1.462200e-09,-1.032777e-05,-7.655465e-07
1.462400e-09,-1.009525e-05,-8.830296e-07
1.462600e-09,-9.852096e-06,-9.163457e-07
1.462800e-09,-9.604484e-06,-8.684309e-07
1.463000e-09,-9.358258e-06,-7.595735e-07
1.463200e-09,-9.118178e-06,-6.221628e-07
1.463400e-09,-8.887331e-06,-4.930734e-07
1.463600e-09,-8.666759e-06,-4.054456e-07
1.463800e-09,-8.455335e-06,-3.816775e-07
1.464000e-09,-8.249921e-06,-4.291068e-07
1.464200e-09,-8.045763e-06,-5.392029e-07
1.464400e-09,-7.837082e-06,-6.902848e-07
1.464600e-09,-7.617768e-06,-8.529995e-07
1.464800e-09,-7.382105e-06,-9.972198e-07
1.465000e-09,-7.125415e-06,-1.098767e-06
1.465200e-09,-6.844556e-06,-1.144469e-06
1.465400e-09,-6.538211e-06,-1.134517e-06
1.465600e-09,-6.206940e-06,-1.081714e-06
1.465800e-09,-5.853011e-06,-1.007948e-06
1.466000e-09,-5.480026e-06,-9.388059e-07
1.466200e-09,-5.092433e-06,-8.976424e-07
1.466400e-09,-4.694964e-06,-9.004533e-07
1.466600e-09,-4.292108e-06,-9.526768e-07
1.466800e-09,-3.887670e-06,-1.048540e-06
1.467000e-09,-3.484481e-06,-1.172973e-06
1.467200e-09,-3.084278e-06,-1.305515e-06
1.467400e-09,-2.687768e-06,-1.425227e-06
1.467600e-09,-2.294845e-06,-1.515440e-06
1.467800e-09,-1.904928e-06,-1.567267e-06
1.468000e-09,-1.517356e-06,-1.581135e-06
1.468200e-09,-1.131775e-06,-1.566114e-06
1.468400e-09,-7.484788e-07,-1.537301e-06
1.468600e-09,-3.686225e-07,-1.511971e-06
1.468800e-09,5.690225e-09,-1.505459e-06
1.469000e-09,3.714766e-07,-1.527709e-06
1.469200e-09,7.250814e-07,-1.581279e-06
1.469400e-09,1.062494e-06,-1.661142e-06
1.469600e-09,1.379730e-06,-1.756268e-06
1.469800e-09,1.673234e-06,-1.852474e-06
1.470000e-09,1.940246e-06,-1.935854e-06
1.470200e-09,2.179092e-06,-1.995932e-06
1.470400e-09,2.389373e-06,-2.027842e-06
1.470600e-09,2.572016e-06,-2.033095e-06
1.470800e-09,2.729206e-06,-2.018826e-06
1.471000e-09,2.864187e-06,-1.995816e-06
1.471200e-09,2.980962e-06,-1.975794e-06
1.471400e-09,3.083920e-06,-1.968723e-06
1.471600e-09,3.177420e-06,-1.980669e-06
1.471800e-09,3.265368e-06,-2.012733e-06
1.472000e-09,3.350828e-06,-2.061201e-06
1.472200e-09,3.435690e-06,-2.118809e-06
1.472400e-09,3.520425e-06,-2.176744e-06
1.472600e-09,3.603952e-06,-2.226848e-06
1.472800e-09,3.683605e-06,-2.263521e-06
1.473000e-09,3.755222e-06,-2.284867e-06
1.473200e-09,3.813321e-06,-2.292890e-06
1.473400e-09,3.851337e-06,-2.292738e-06
1.473600e-09,3.861898e-06,-2.291267e-06
1.473800e-09,3.837073e-06,-2.295289e-06
1.474000e-09,3.768557e-06,-2.309959e-06
1.474200e-09,3.647729e-06,-2.337663e-06
1.474400e-09,3.465541e-06,-2.377648e-06
1.474600e-09,3.212202e-06,-2.426431e-06
1.474800e-09,2.876623e-06,-2.478833e-06
1.475000e-09,2.445633e-06,-2.529364e-06
1.475200e-09,1.902995e-06,-2.573611e-06
1.475400e-09,1.228311e-06,-2.609293e-06
1.475600e-09,3.960214e-07,-2.636782e-06
1.475800e-09,-6.251434e-07,-2.658986e-06
1.476000e-09,-1.871531e-06,-2.680690e-06
1.476200e-09,-3.381530e-06,-2.707521e-06
1.476400e-09,-5.188040e-06,-2.744825e-06
1.476600e-09,-7.303342e-06,-2.796680e-06
1.476800e-09,-9.692853e-06,-2.865241e-06
1.477000e-09,-1.223844e-05,-2.950477e-06
1.477200e-09,-1.470758e-05,-3.050228e-06
1.477400e-09,-1.676610e-05,-3.160475e-06
1.477600e-09,-1.806174e-05,-3.275648e-06
1.477800e-09,-1.834895e-05,-3.388878e-06
1.478000e-09,-1.758581e-05,-3.492181e-06
1.478200e-09,-1.595340e-05,-3.576670e-06
1.478400e-09,-1.379277e-05,-3.632963e-06
1.478600e-09,-1.149275e-05,-3.651984e-06
1.478800e-09,-9.378782e-06,-3.626213e-06
1.479000e-09,-7.644566e-06,-3.551328e-06
1.479200e-09,-6.340600e-06,-3.427933e-06
1.479400e-09,-5.407185e-06,-3.262957e-06
1.479600e-09,-4.726915e-06,-3.070215e-06
1.479800e-09,-4.174208e-06,-2.869721e-06
1.480000e-09,-3.649448e-06,-2.685573e-06
1.480200e-09,-3.095497e-06,-2.542583e-06
1.480400e-09,-2.500443e-06,-2.462152e-06
1.480600e-09,-1.891940e-06,-2.458217e-06
1.480800e-09,-1.327038e-06,-2.534160e-06
1.481000e-09,-8.796452e-07,-2.681468e-06
1.481200e-09,-6.268971e-07,-2.880612e-06
1.481400e-09,-6.355888e-07,-3.104098e-06
1.481600e-09,-9.490651e-07,-3.321180e-06
1.481800e-09,-1.573709e-06,-3.503289e-06
1.482000e-09,-2.465348e-06,-3.629030e-06
1.482200e-09,-3.521060e-06,-3.687718e-06
1.482400e-09,-4.585795e-06,-3.680673e-06
1.482600e-09,-5.478433e-06,-3.620085e-06
1.482800e-09,-6.030379e-06,-3.525744e-06
1.483000e-09,-6.121939e-06,-3.420451e-06
1.483200e-09,-5.703307e-06,-3.325164e-06
1.483400e-09,-4.794844e-06,-3.254960e-06
1.483600e-09,-3.469853e-06,-3.216643e-06
1.483800e-09,-1.828725e-06,-3.208387e-06
1.484000e-09,2.532627e-08,-3.221311e-06
1.484200e-09,2.001673e-06,-3.242457e-06
1.484400e-09,4.026849e-06,-3.258330e-06
1.484600e-09,6.041048e-06,-3.258140e-06
1.484800e-09,7.991729e-06,-3.236000e-06
1.485000e-09,9.829012e-06,-3.191710e-06
1.485200e-09,1.150512e-05,-3.130084e-06
1.485400e-09,1.297733e-05,-3.059181e-06
1.485600e-09,1.421241e-05,-2.988014e-06
1.485800e-09,1.519045e-05,-2.924369e-06
1.486000e-09,1.590720e-05,-2.873275e-06
1.486200e-09,1.637440e-05,-2.836436e-06
1.486400e-09,1.661840e-05,-2.812628e-06
1.486600e-09,1.667716e-05,-2.798850e-06
