time,"I(L0)","I(LQ|XO1)"
0.000000e+00,1.009806e-06,1.599499e-06
2.000000e-13,1.158416e-06,1.821289e-06
4.000000e-13,1.426862e-06,2.224287e-06
6.000000e-13,1.848253e-06,2.868316e-06
8.000000e-13,2.463548e-06,3.828082e-06
1.000000e-12,3.327494e-06,5.207258e-06
1.200000e-12,4.512417e-06,7.151082e-06
1.400000e-12,6.109115e-06,9.860885e-06
1.600000e-12,8.218822e-06,1.361214e-05
1.800000e-12,1.092308e-05,1.877477e-05
2.000000e-12,1.421409e-05,2.582881e-05
2.200000e-12,1.788976e-05,3.535772e-05
2.400000e-12,2.148959e-05,4.798376e-05
2.600000e-12,2.439107e-05,6.419159e-05
2.800000e-12,2.604603e-05,8.399510e-05
3.000000e-12,2.618031e-05,1.064866e-04
3.200000e-12,2.485800e-05,1.294961e-04
3.400000e-12,2.243325e-05,1.497509e-04
3.600000e-12,1.942862e-05,1.637182e-04
3.800000e-12,1.637710e-05,1.687729e-04
4.000000e-12,1.368920e-05,1.640774e-04
4.200000e-12,1.159762e-05,1.507709e-04
4.400000e-12,1.017893e-05,1.314322e-04
4.600000e-12,9.413646e-06,1.091408e-04
4.800000e-12,9.246370e-06,8.661491e-05
5.000000e-12,9.625604e-06,6.574929e-05
5.200000e-12,1.051863e-05,4.758566e-05
5.400000e-12,1.190253e-05,3.254730e-05
5.600000e-12,1.373488e-05,2.073590e-05
5.800000e-12,1.591420e-05,1.216060e-05
6.000000e-12,1.825219e-05,6.859816e-06
6.200000e-12,2.048163e-05,4.936368e-06
6.400000e-12,2.230343e-05,6.545390e-06
6.600000e-12,2.345278e-05,1.186274e-05
6.800000e-12,2.375975e-05,2.103805e-05
7.000000e-12,2.318628e-05,3.411520e-05
7.200000e-12,2.182943e-05,5.089883e-05
7.400000e-12,1.988988e-05,7.077036e-05
7.600000e-12,1.761744e-05,9.249314e-05
7.800000e-12,1.525339e-05,1.140787e-04
8.000000e-12,1.298845e-05,1.328755e-04
8.200000e-12,1.094516e-05,1.460833e-04
8.400000e-12,9.183443e-06,1.515875e-04
8.600000e-12,7.720394e-06,1.486493e-04
8.800000e-12,6.553592e-06,1.380697e-04
9.000000e-12,5.678187e-06,1.218007e-04
9.200000e-12,5.092224e-06,1.022681e-04
9.400000e-12,4.790117e-06,8.174165e-05
9.600000e-12,4.750103e-06,6.197541e-05
9.800000e-12,4.925057e-06,4.414874e-05
1.000000e-11,5.244341e-06,2.899364e-05
1.020000e-11,5.627965e-06,1.695453e-05
1.040000e-11,6.007470e-06,8.283065e-06
1.060000e-11,6.344789e-06,3.060422e-06
1.080000e-11,6.641549e-06,1.191888e-06
1.100000e-11,6.935179e-06,2.411626e-06
1.120000e-11,7.282956e-06,6.301359e-06
1.140000e-11,7.739330e-06,1.230749e-05
1.160000e-11,8.333958e-06,1.975166e-05
1.180000e-11,9.056924e-06,2.785409e-05
1.200000e-11,9.854478e-06,3.579453e-05
1.220000e-11,1.063486e-05,4.280716e-05
1.240000e-11,1.128105e-05,4.827021e-05
1.260000e-11,1.166670e-05,5.174978e-05
1.280000e-11,1.167236e-05,5.298996e-05
1.300000e-11,1.120126e-05,5.187520e-05
1.320000e-11,1.019484e-05,4.840140e-05
1.340000e-11,8.647312e-06,4.267940e-05
1.360000e-11,6.616973e-06,3.496894e-05
1.380000e-11,4.229752e-06,2.571487e-05
1.400000e-11,1.671521e-06,1.554643e-05
1.420000e-11,-8.311943e-07,5.218229e-06
1.440000e-11,-3.038699e-06,-4.492651e-06
1.460000e-11,-4.728684e-06,-1.289387e-05
1.480000e-11,-5.725389e-06,-1.945372e-05
1.500000e-11,-5.924439e-06,-2.383559e-05
1.520000e-11,-5.311135e-06,-2.590324e-05
1.540000e-11,-3.969350e-06,-2.571439e-05
1.560000e-11,-2.077521e-06,-2.351046e-05
1.580000e-11,1.104077e-07,-1.969759e-05
1.600000e-11,2.297340e-06,-1.480873e-05
1.620000e-11,4.182822e-06,-9.442545e-06
1.640000e-11,5.503133e-06,-4.186888e-06
1.660000e-11,6.066402e-06,4.558234e-07
1.680000e-11,5.779976e-06,4.124638e-06
1.700000e-11,4.667794e-06,6.628519e-06
1.720000e-11,2.874299e-06,7.947589e-06
1.740000e-11,6.508130e-07,8.212203e-06
1.760000e-11,-1.677195e-06,7.664907e-06
1.780000e-11,-3.758428e-06,6.609561e-06
1.800000e-11,-5.270772e-06,5.353796e-06
1.820000e-11,-5.971754e-06,4.154273e-06
1.840000e-11,-5.735196e-06,3.175656e-06
1.860000e-11,-4.569513e-06,2.471730e-06
1.880000e-11,-2.617266e-06,1.991711e-06
1.900000e-11,-1.376371e-07,1.608882e-06
1.920000e-11,2.526671e-06,1.164339e-06
1.940000e-11,4.996840e-06,5.163863e-07
1.960000e-11,6.915736e-06,-4.144429e-07
1.980000e-11,8.006328e-06,-1.614238e-06
2.000000e-11,8.117137e-06,-2.965774e-06
2.020000e-11,7.235251e-06,-4.263286e-06
2.040000e-11,5.506224e-06,-5.254264e-06
2.060000e-11,3.195743e-06,-5.696218e-06
2.080000e-11,6.434072e-07,-5.412553e-06
2.100000e-11,-1.789447e-06,-4.334620e-06
2.120000e-11,-3.771946e-06,-2.523985e-06
2.140000e-11,-5.049602e-06,-1.738724e-07
2.160000e-11,-5.477551e-06,2.410865e-06
2.180000e-11,-5.035519e-06,4.855924e-06
2.200000e-11,-3.822486e-06,6.778169e-06
2.220000e-11,-2.034101e-06,7.853338e-06
2.240000e-11,7.091743e-08,7.875046e-06
2.260000e-11,2.209186e-06,6.792497e-06
2.280000e-11,4.111010e-06,4.722074e-06
2.300000e-11,5.554338e-06,1.933918e-06
2.320000e-11,6.389885e-06,-1.183994e-06
2.340000e-11,6.554096e-06,-4.181533e-06
2.360000e-11,6.069421e-06,-6.615748e-06
2.380000e-11,5.034031e-06,-8.121926e-06
2.400000e-11,3.603965e-06,-8.471732e-06
2.420000e-11,1.970238e-06,-7.607488e-06
2.440000e-11,3.333143e-07,-5.649103e-06
2.460000e-11,-1.121821e-06,-2.875753e-06
2.480000e-11,-2.246078e-06,3.141024e-07
2.500000e-11,-2.939318e-06,3.460534e-06
2.520000e-11,-3.155555e-06,6.111165e-06
2.540000e-11,-2.901794e-06,7.890083e-06
2.560000e-11,-2.232407e-06,8.553322e-06
2.580000e-11,-1.240252e-06,8.021242e-06
2.600000e-11,-4.519952e-08,6.385011e-06
2.620000e-11,1.219079e-06,3.889692e-06
2.640000e-11,2.418773e-06,8.977670e-07
2.660000e-11,3.432785e-06,-2.163082e-06
2.680000e-11,4.163838e-06,-4.862333e-06
2.700000e-11,4.547096e-06,-6.829651e-06
2.720000e-11,4.555455e-06,-7.807081e-06
2.740000e-11,4.200824e-06,-7.681509e-06
2.760000e-11,3.531347e-06,-6.494329e-06
2.780000e-11,2.625428e-06,-4.430207e-06
2.800000e-11,1.583685e-06,-1.788508e-06
2.820000e-11,5.194561e-07,1.059288e-06
2.840000e-11,-4.521682e-07,3.721960e-06
2.860000e-11,-1.226650e-06,5.843630e-06
2.880000e-11,-1.722357e-06,7.152279e-06
2.900000e-11,-1.890600e-06,7.493510e-06
2.920000e-11,-1.721106e-06,6.845715e-06
2.940000e-11,-1.242035e-06,5.317258e-06
2.980000e-11,3.709445e-07,5.801729e-07
3.000000e-11,1.312770e-06,-1.985784e-06
3.020000e-11,2.201534e-06,-4.233961e-06
3.040000e-11,2.936948e-06,-5.879259e-06
3.060000e-11,3.439426e-06,-6.722786e-06
3.080000e-11,3.659813e-06,-6.673877e-06
3.100000e-11,3.584425e-06,-5.757157e-06
3.120000e-11,3.234812e-06,-4.105858e-06
3.140000e-11,2.663078e-06,-1.943116e-06
3.160000e-11,1.944197e-06,4.471284e-07
3.180000e-11,1.166508e-06,2.757036e-06
3.200000e-11,4.211379e-07,4.694931e-06
3.220000e-11,-2.087903e-07,6.022366e-06
3.240000e-11,-6.578836e-07,6.582630e-06
3.260000e-11,-8.855631e-07,6.317586e-06
3.280000e-11,-8.793545e-07,5.272241e-06
3.300000e-11,-6.541668e-07,3.587666e-06
3.320000e-11,-2.482611e-07,1.483052e-06
3.340000e-11,2.829615e-07,-7.719109e-07
3.360000e-11,8.742987e-07,-2.891588e-06
3.380000e-11,1.458415e-06,-4.611188e-06
3.400000e-11,1.973178e-06,-5.720145e-06
3.420000e-11,2.367980e-06,-6.087426e-06
3.440000e-11,2.608366e-06,-5.676183e-06
3.460000e-11,2.678463e-06,-4.546981e-06
3.480000e-11,2.581109e-06,-2.849695e-06
3.500000e-11,2.335995e-06,-8.045813e-07
3.520000e-11,1.976368e-06,1.325957e-06
3.540000e-11,1.544889e-06,3.271596e-06
3.560000e-11,1.089074e-06,4.789307e-06
3.580000e-11,6.566391e-07,5.694228e-06
3.600000e-11,2.910085e-07,5.882032e-06
3.620000e-11,2.730652e-08,5.340557e-06
3.640000e-11,-1.108178e-07,4.150010e-06
3.660000e-11,-1.132079e-07,2.471903e-06
3.680000e-11,1.612603e-08,5.276786e-07
3.700000e-11,2.597013e-07,-1.430743e-06
3.720000e-11,5.885163e-07,-3.154547e-06
3.740000e-11,9.650789e-07,-4.430679e-06
3.760000e-11,1.347278e-06,-5.108701e-06
3.780000e-11,1.692807e-06,-5.118388e-06
3.800000e-11,1.963770e-06,-4.476455e-06
3.820000e-11,2.130980e-06,-3.282191e-06
3.840000e-11,2.177413e-06,-1.702759e-06
3.860000e-11,2.100303e-06,5.011893e-08
3.880000e-11,1.911511e-06,1.749123e-06
3.900000e-11,1.636056e-06,3.181793e-06
3.920000e-11,1.308995e-06,4.177870e-06
3.940000e-11,9.710704e-07,4.629661e-06
3.960000e-11,6.636560e-07,4.503085e-06
3.980000e-11,4.236226e-07,3.838703e-06
4.000000e-11,2.786973e-07,2.743243e-06
4.020000e-11,2.439259e-07,1.373041e-06
4.040000e-11,3.197757e-07,-8.836015e-08
4.060000e-11,4.922542e-07,-1.455336e-06
4.080000e-11,7.350960e-07,-2.564359e-06
4.100000e-11,1.013679e-06,-3.293770e-06
4.120000e-11,1.290016e-06,-3.576613e-06
4.140000e-11,1.528018e-06,-3.405427e-06
4.160000e-11,1.698309e-06,-2.829109e-06
4.180000e-11,1.781968e-06,-1.942921e-06
4.200000e-11,1.772756e-06,-8.733434e-07
4.220000e-11,1.677527e-06,2.400019e-07
4.240000e-11,1.514722e-06,1.262771e-06
4.260000e-11,1.311190e-06,2.082111e-06
4.280000e-11,1.097877e-06,2.618593e-06
4.300000e-11,9.051355e-07,2.832709e-06
4.320000e-11,7.584307e-07,2.725723e-06
4.340000e-11,6.750120e-07,2.335493e-06
4.360000e-11,6.619345e-07,1.728382e-06
4.380000e-11,7.156059e-07,9.886897e-07
4.400000e-11,8.228828e-07,2.071757e-07
4.420000e-11,9.635544e-07,-5.297909e-07
4.440000e-11,1.113819e-06,-1.149162e-06
4.460000e-11,1.250156e-06,-1.597385e-06
4.480000e-11,1.352924e-06,-1.843520e-06
4.500000e-11,1.409105e-06,-1.879507e-06
4.520000e-11,1.413829e-06,-1.718105e-06
4.540000e-11,1.370580e-06,-1.389188e-06
4.560000e-11,1.290116e-06,-9.351092e-07
4.580000e-11,1.188357e-06,-4.057495e-07
4.600000e-11,1.083564e-06,1.462514e-07
4.620000e-11,9.932822e-07,6.697589e-07
4.640000e-11,9.315684e-07,1.118756e-06
4.660000e-11,9.069532e-07,1.455290e-06
4.680000e-11,9.214303e-07,1.651821e-06
4.700000e-11,9.705434e-07,1.692995e-06
4.720000e-11,1.044458e-06,1.576820e-06
4.740000e-11,1.129786e-06,1.315103e-06
4.760000e-11,1.211847e-06,9.329846e-07
4.780000e-11,1.277045e-06,4.673715e-07
4.800000e-11,1.314973e-06,-3.581374e-08
4.820000e-11,1.319940e-06,-5.255423e-07
4.840000e-11,1.291687e-06,-9.505303e-07
4.860000e-11,1.235212e-06,-1.264621e-06
4.880000e-11,1.159793e-06,-1.432119e-06
4.900000e-11,1.077410e-06,-1.432379e-06
4.920000e-11,1.000829e-06,-1.262978e-06
4.940000e-11,9.416615e-07,-9.408834e-07
4.960000e-11,9.086496e-07,-5.012882e-07
4.980000e-11,9.064519e-07,5.927809e-09
5.000000e-11,9.350779e-07,5.218030e-07
5.020000e-11,9.900453e-07,9.853359e-07
5.040000e-11,1.063197e-06,1.341078e-06
5.060000e-11,1.144014e-06,1.546254e-06
5.080000e-11,1.221196e-06,1.576416e-06
5.100000e-11,1.284269e-06,1.428792e-06
5.120000e-11,1.324993e-06,1.122824e-06
5.140000e-11,1.338404e-06,6.977664e-07
5.160000e-11,1.323361e-06,2.076153e-07
5.180000e-11,1.282541e-06,-2.859434e-07
5.200000e-11,1.221922e-06,-7.216234e-07
5.220000e-11,1.149842e-06,-1.046532e-06
5.240000e-11,1.075787e-06,-1.222957e-06
5.260000e-11,1.009105e-06,-1.233019e-06
5.280000e-11,9.578115e-07,-1.080570e-06
5.300000e-11,9.276376e-07,-7.901316e-07
5.320000e-11,9.214298e-07,-4.030872e-07
5.340000e-11,9.389474e-07,2.828947e-08
5.360000e-11,9.770674e-07,4.480823e-07
5.380000e-11,1.030340e-06,8.042193e-07
5.400000e-11,1.091804e-06,1.055148e-06
5.420000e-11,1.153929e-06,1.174804e-06
5.440000e-11,1.209562e-06,1.155270e-06
5.460000e-11,1.252744e-06,1.006854e-06
5.480000e-11,1.279317e-06,7.557281e-07
5.500000e-11,1.287268e-06,4.395761e-07
5.520000e-11,1.276791e-06,1.019546e-07
5.540000e-11,1.250087e-06,-2.137758e-07
5.560000e-11,1.210958e-06,-4.700911e-07
5.580000e-11,1.164254e-06,-6.397653e-07
5.600000e-11,1.115260e-06,-7.086229e-07
5.620000e-11,1.069108e-06,-6.763354e-07
5.640000e-11,1.030259e-06,-5.553099e-07
5.660000e-11,1.002129e-06,-3.679814e-07
5.680000e-11,9.868511e-07,-1.430177e-07
5.700000e-11,9.852007e-07,8.894850e-08
5.720000e-11,9.966432e-07,2.994323e-07
5.740000e-11,1.019498e-06,4.655063e-07
5.760000e-11,1.051177e-06,5.721156e-07
5.780000e-11,1.088465e-06,6.130988e-07
5.800000e-11,1.127818e-06,5.909260e-07
5.820000e-11,1.165652e-06,5.153424e-07
5.840000e-11,1.198614e-06,4.012377e-07
5.860000e-11,1.223817e-06,2.661321e-07
5.880000e-11,1.239042e-06,1.276712e-07
5.900000e-11,1.242909e-06,1.468526e-09
5.920000e-11,1.234995e-06,-1.004629e-07
5.940000e-11,1.215897e-06,-1.705692e-07
5.960000e-11,1.187233e-06,-2.059076e-07
5.980000e-11,1.151559e-06,-2.076939e-07
6.000000e-11,1.112196e-06,-1.804227e-07
6.020000e-11,1.072973e-06,-1.307628e-07
6.040000e-11,1.037884e-06,-6.642779e-08
6.060000e-11,1.010695e-06,4.818880e-09
6.080000e-11,9.945275e-07,7.592115e-08
6.100000e-11,9.914776e-07,1.410091e-07
6.120000e-11,1.002306e-06,1.956164e-07
6.140000e-11,1.026265e-06,2.366941e-07
6.160000e-11,1.061086e-06,2.624984e-07
6.180000e-11,1.103157e-06,2.724290e-07
6.200000e-11,1.147879e-06,2.668773e-07
6.220000e-11,1.190168e-06,2.471131e-07
6.240000e-11,1.225051e-06,2.152105e-07
6.260000e-11,1.248278e-06,1.739870e-07
6.280000e-11,1.256883e-06,1.269180e-07
6.300000e-11,1.249595e-06,7.798775e-08
6.320000e-11,1.227054e-06,3.145187e-08
6.340000e-11,1.191788e-06,-8.491633e-09
6.360000e-11,1.147936e-06,-3.809832e-08
6.380000e-11,1.100759e-06,-5.449353e-08
6.400000e-11,1.055990e-06,-5.604543e-08
6.420000e-11,1.019103e-06,-4.262898e-08
6.440000e-11,9.946114e-07,-1.572459e-08
6.460000e-11,9.854782e-07,2.168212e-08
6.480000e-11,9.927282e-07,6.540281e-08
6.500000e-11,1.015314e-06,1.105217e-07
6.520000e-11,1.050257e-06,1.519842e-07
6.540000e-11,1.093045e-06,1.852193e-07
6.560000e-11,1.138231e-06,2.067072e-07
6.580000e-11,1.180151e-06,2.144102e-07
6.600000e-11,1.213667e-06,2.080056e-07
6.620000e-11,1.234820e-06,1.888864e-07
6.640000e-11,1.241325e-06,1.599326e-07
6.660000e-11,1.232819e-06,1.250895e-07
6.680000e-11,1.210866e-06,8.881648e-08
6.700000e-11,1.178684e-06,5.548779e-08
6.720000e-11,1.140678e-06,2.883226e-08
6.740000e-11,1.101822e-06,1.148885e-08
6.760000e-11,1.066989e-06,4.735515e-09
6.780000e-11,1.040323e-06,8.420589e-09
6.800000e-11,1.024732e-06,2.109461e-08
6.820000e-11,1.021572e-06,4.031115e-08
6.840000e-11,1.030550e-06,6.304211e-08
6.860000e-11,1.049852e-06,8.613945e-08
6.880000e-11,1.076467e-06,1.067730e-07
6.900000e-11,1.106644e-06,1.227824e-07
6.920000e-11,1.136430e-06,1.328983e-07
6.940000e-11,1.162189e-06,1.368120e-07
6.960000e-11,1.181052e-06,1.350964e-07
6.980000e-11,1.191229e-06,1.290034e-07
7.000000e-11,1.192156e-06,1.201816e-07
7.020000e-11,1.184471e-06,1.103656e-07
7.040000e-11,1.169831e-06,1.010886e-07
7.060000e-11,1.150615e-06,9.346296e-08
7.080000e-11,1.129550e-06,8.805788e-08
7.100000e-11,1.109337e-06,8.488650e-08
7.120000e-11,1.092305e-06,8.349438e-08
7.140000e-11,1.080159e-06,8.312604e-08
7.160000e-11,1.073825e-06,8.293389e-08
7.180000e-11,1.073421e-06,8.218900e-08
7.200000e-11,1.078335e-06,8.045489e-08
7.220000e-11,1.087386e-06,7.769344e-08
7.240000e-11,1.099040e-06,7.428517e-08
7.260000e-11,1.111650e-06,7.096135e-08
7.280000e-11,1.123670e-06,6.866102e-08
7.300000e-11,1.133833e-06,6.833879e-08
7.320000e-11,1.141266e-06,7.075801e-08
7.340000e-11,1.145538e-06,7.630634e-08
7.360000e-11,1.146639e-06,8.486796e-08
7.380000e-11,1.144920e-06,9.577701e-08
7.400000e-11,1.140983e-06,1.078648e-07
7.420000e-11,1.135572e-06,1.195971e-07
7.440000e-11,1.129454e-06,1.292849e-07
7.460000e-11,1.123335e-06,1.353363e-07
7.480000e-11,1.117785e-06,1.365137e-07
7.500000e-11,1.113213e-06,1.321546e-07
7.520000e-11,1.109851e-06,1.223197e-07
7.540000e-11,1.107779e-06,1.078420e-07
7.560000e-11,1.106953e-06,9.026399e-08
7.580000e-11,1.107242e-06,7.166638e-08
7.600000e-11,1.108461e-06,5.440829e-08
7.620000e-11,1.110404e-06,4.081313e-08
7.640000e-11,1.112857e-06,3.284309e-08
7.660000e-11,1.115615e-06,3.180904e-08
7.680000e-11,1.118484e-06,3.815898e-08
7.700000e-11,1.121281e-06,5.137849e-08
7.720000e-11,1.123833e-06,7.002140e-08
7.740000e-11,1.125985e-06,9.187124e-08
7.760000e-11,1.127604e-06,1.142148e-07
7.780000e-11,1.128587e-06,1.341930e-07
7.800000e-11,1.128873e-06,1.491819e-07
7.820000e-11,1.128450e-06,1.571516e-07
7.840000e-11,1.127367e-06,1.569528e-07
7.860000e-11,1.125726e-06,1.484878e-07
7.880000e-11,1.123678e-06,1.327430e-07
7.900000e-11,1.121414e-06,1.116719e-07
7.920000e-11,1.119137e-06,8.794690e-08
7.940000e-11,1.117051e-06,6.460810e-08
7.960000e-11,1.115331e-06,4.466047e-08
7.980000e-11,1.114112e-06,3.067187e-08
8.000000e-11,1.113473e-06,2.442892e-08
8.020000e-11,1.113433e-06,2.669804e-08
8.040000e-11,1.113954e-06,3.712492e-08
8.060000e-11,1.114950e-06,5.428657e-08
8.080000e-11,1.116302e-06,7.588812e-08
8.100000e-11,1.117871e-06,9.907697e-08
8.120000e-11,1.119516e-06,1.208299e-07
8.140000e-11,1.121110e-06,1.383596e-07
8.160000e-11,1.122542e-06,1.494832e-07
8.180000e-11,1.123731e-06,1.529044e-07
8.200000e-11,1.124622e-06,1.483691e-07
8.220000e-11,1.125181e-06,1.366773e-07
8.240000e-11,1.125396e-06,1.195510e-07
8.260000e-11,1.125266e-06,9.938000e-08
8.280000e-11,1.124803e-06,7.888332e-08
8.300000e-11,1.124029e-06,6.073503e-08
8.320000e-11,1.122976e-06,4.720739e-08
8.340000e-11,1.121688e-06,3.987992e-08
8.360000e-11,1.120230e-06,3.945255e-08
8.380000e-11,1.118685e-06,4.568523e-08
8.400000e-11,1.117158e-06,5.746782e-08
8.420000e-11,1.115769e-06,7.300576e-08
8.440000e-11,1.114650e-06,9.009120e-08
8.460000e-11,1.113930e-06,1.064185e-07
8.480000e-11,1.113719e-06,1.198987e-07
8.500000e-11,1.114091e-06,1.289290e-07
8.520000e-11,1.115071e-06,1.325830e-07
8.540000e-11,1.116622e-06,1.306983e-07
8.560000e-11,1.118639e-06,1.238555e-07
8.580000e-11,1.120954e-06,1.132565e-07
8.600000e-11,1.123346e-06,1.005263e-07
8.620000e-11,1.125563e-06,8.746758e-08
8.640000e-11,1.127349e-06,7.580744e-08
8.660000e-11,1.128473e-06,6.697033e-08
8.680000e-11,1.128762e-06,6.190743e-08
8.700000e-11,1.128129e-06,6.100213e-08
8.720000e-11,1.126586e-06,6.405971e-08
8.740000e-11,1.124255e-06,7.037635e-08
8.760000e-11,1.121358e-06,7.887230e-08
8.780000e-11,1.118199e-06,8.826594e-08
8.800000e-11,1.115131e-06,9.726139e-08
8.820000e-11,1.112515e-06,1.047229e-07
8.840000e-11,1.110675e-06,1.098126e-07
8.860000e-11,1.109858e-06,1.120770e-07
8.880000e-11,1.110198e-06,1.114725e-07
8.900000e-11,1.111697e-06,1.083346e-07
8.920000e-11,1.114213e-06,1.032985e-07
8.940000e-11,1.117480e-06,9.718678e-08
8.960000e-11,1.121128e-06,9.088332e-08
8.980000e-11,1.124734e-06,8.521157e-08
9.000000e-11,1.127868e-06,8.083321e-08
9.020000e-11,1.130145e-06,7.817896e-08
9.040000e-11,1.131281e-06,7.741708e-08
9.060000e-11,1.131124e-06,7.845968e-08
9.080000e-11,1.129676e-06,8.100149e-08
9.100000e-11,1.127100e-06,8.458210e-08
9.120000e-11,1.123696e-06,8.866058e-08
9.140000e-11,1.119870e-06,9.269130e-08
9.160000e-11,1.116080e-06,9.619087e-08
9.180000e-11,1.112782e-06,9.878908e-08
9.200000e-11,1.110371e-06,1.002597e-07
9.220000e-11,1.109134e-06,1.005300e-07
9.240000e-11,1.109210e-06,9.967202e-08
9.260000e-11,1.110580e-06,9.787763e-08
9.280000e-11,1.113065e-06,9.542482e-08
9.300000e-11,1.116350e-06,9.263890e-08
9.320000e-11,1.120030e-06,8.985406e-08
9.340000e-11,1.123657e-06,8.737893e-08
9.360000e-11,1.126795e-06,8.546860e-08
9.380000e-11,1.129082e-06,8.430444e-08
9.400000e-11,1.130262e-06,8.398218e-08
9.420000e-11,1.130225e-06,8.450781e-08
9.440000e-11,1.129009e-06,8.580090e-08
9.460000e-11,1.126794e-06,8.770457e-08
9.480000e-11,1.123876e-06,9.000122e-08
9.500000e-11,1.120623e-06,9.243333e-08
9.520000e-11,1.117434e-06,9.472804e-08
9.540000e-11,1.114681e-06,9.662406e-08
9.560000e-11,1.112672e-06,9.789885e-08
9.580000e-11,1.111609e-06,9.839363e-08
9.600000e-11,1.111577e-06,9.803345e-08
9.620000e-11,1.112530e-06,9.683956e-08
9.640000e-11,1.114313e-06,9.493180e-08
9.660000e-11,1.116677e-06,9.251968e-08
9.680000e-11,1.119320e-06,8.988201e-08
9.700000e-11,1.121925e-06,8.733662e-08
9.720000e-11,1.124197e-06,8.520305e-08
9.740000e-11,1.125897e-06,8.376260e-08
9.760000e-11,1.126864e-06,8.322073e-08
9.780000e-11,1.127034e-06,8.367712e-08
9.800000e-11,1.126436e-06,8.510786e-08
9.820000e-11,1.125183e-06,8.736303e-08
9.840000e-11,1.123453e-06,9.018093e-08
9.860000e-11,1.121468e-06,9.321779e-08
9.880000e-11,1.119458e-06,9.608993e-08
9.900000e-11,1.117644e-06,9.842281e-08
9.920000e-11,1.116206e-06,9.990083e-08
9.940000e-11,1.115275e-06,1.003109e-07
9.960000e-11,1.114915e-06,9.957361e-08
9.980000e-11,1.115128e-06,9.775732e-08
1.000000e-10,1.115854e-06,9.507273e-08
1.002000e-10,1.127452e-06,9.075244e-08
1.004000e-10,1.143950e-06,8.542075e-08
1.006000e-10,1.162169e-06,7.946134e-08
1.008000e-10,1.180863e-06,7.315306e-08
1.010000e-10,1.198929e-06,6.686481e-08
1.012000e-10,1.215264e-06,6.107583e-08
1.014000e-10,1.229227e-06,5.630303e-08
1.016000e-10,1.240906e-06,5.300044e-08
1.018000e-10,1.251003e-06,5.146171e-08
1.020000e-10,1.260466e-06,5.174560e-08
1.022000e-10,1.270118e-06,5.363843e-08
1.024000e-10,1.280460e-06,5.666193e-08
1.026000e-10,1.291701e-06,6.012654e-08
1.028000e-10,1.303926e-06,6.322306e-08
1.030000e-10,1.317238e-06,6.513892e-08
1.032000e-10,1.331780e-06,6.518157e-08
1.034000e-10,1.347619e-06,6.288947e-08
1.036000e-10,1.364581e-06,5.811286e-08
1.038000e-10,1.382164e-06,5.105052e-08
1.040000e-10,1.399587e-06,4.223581e-08
1.042000e-10,1.415989e-06,3.247299e-08
1.044000e-10,1.430679e-06,2.273283e-08
1.046000e-10,1.443344e-06,1.402227e-08
1.048000e-10,1.454115e-06,7.246954e-09
1.050000e-10,1.463502e-06,3.086376e-09
1.052000e-10,1.472215e-06,1.899747e-09
1.054000e-10,1.480981e-06,3.676073e-09
1.056000e-10,1.490392e-06,8.035475e-09
1.058000e-10,1.500830e-06,1.428112e-08
1.060000e-10,1.512456e-06,2.149376e-08
1.062000e-10,1.525227e-06,2.865505e-08
1.064000e-10,1.538920e-06,3.478221e-08
1.066000e-10,1.553170e-06,3.905551e-08
1.068000e-10,1.567511e-06,4.092161e-08
1.070000e-10,1.581452e-06,4.015926e-08
1.072000e-10,1.594570e-06,3.689967e-08
1.074000e-10,1.606606e-06,3.159986e-08
1.076000e-10,1.617526e-06,2.497405e-08
1.078000e-10,1.627532e-06,1.789384e-08
1.080000e-10,1.637002e-06,1.127140e-08
1.082000e-10,1.646391e-06,5.942299e-09
1.084000e-10,1.656107e-06,2.563545e-09
1.086000e-10,1.666420e-06,1.540167e-09
1.088000e-10,1.677408e-06,2.989067e-09
1.090000e-10,1.688957e-06,6.743445e-09
1.092000e-10,1.700802e-06,1.239520e-08
1.094000e-10,1.712601e-06,1.936747e-08
1.096000e-10,1.724005e-06,2.700568e-08
1.098000e-10,1.734727e-06,3.467312e-08
1.100000e-10,1.744590e-06,4.183765e-08
1.102000e-10,1.753555e-06,4.813763e-08
1.104000e-10,1.761724e-06,5.341909e-08
1.106000e-10,1.769317e-06,5.774062e-08
1.108000e-10,1.776625e-06,6.134738e-08
1.110000e-10,1.783952e-06,6.461982e-08
1.112000e-10,1.791553e-06,6.800639e-08
1.114000e-10,1.799580e-06,7.195123e-08
1.116000e-10,1.808060e-06,7.682802e-08
1.118000e-10,1.816894e-06,8.288988e-08
1.120000e-10,1.825893e-06,9.024226e-08
1.122000e-10,1.834821e-06,9.884187e-08
1.124000e-10,1.843448e-06,1.085207e-07
1.126000e-10,1.851595e-06,1.190303e-07
1.128000e-10,1.859155e-06,1.300977e-07
1.130000e-10,1.866098e-06,1.414850e-07
1.132000e-10,1.872459e-06,1.530408e-07
1.134000e-10,1.878311e-06,1.647370e-07
1.136000e-10,1.883738e-06,1.766854e-07
1.138000e-10,1.888809e-06,1.891310e-07
1.140000e-10,1.893559e-06,2.024252e-07
1.142000e-10,1.897985e-06,2.169835e-07
1.144000e-10,1.902044e-06,2.332343e-07
1.146000e-10,1.905669e-06,2.515681e-07
1.148000e-10,1.908783e-06,2.722946e-07
1.150000e-10,1.911316e-06,2.956144e-07
