time,"I(RIN1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(LQ|XBFR5)","I(LQ|XBFR6)","I(LQ|XBFR7)","I(LQ|XBFR8)"
0.000000e+00,5.954404e-09,2.448111e-06,2.571312e-06,2.605014e-06,2.493454e-06,2.193007e-06,1.690040e-06,1.010445e-06
2.000000e-13,-9.621480e-07,2.801634e-06,2.931985e-06,2.967489e-06,2.839406e-06,2.495578e-06,1.923203e-06,1.149460e-06
4.000000e-13,-1.953760e-06,3.446597e-06,3.587603e-06,3.626283e-06,3.467502e-06,3.045240e-06,2.346329e-06,1.401909e-06
6.000000e-13,-2.933565e-06,4.487039e-06,4.636079e-06,4.679214e-06,4.470153e-06,3.923255e-06,3.021463e-06,1.805032e-06
8.000000e-13,-3.905536e-06,6.056154e-06,6.200038e-06,6.247801e-06,5.962279e-06,5.230470e-06,4.025940e-06,2.405206e-06
1.000000e-12,-4.867553e-06,8.339451e-06,8.448672e-06,8.498789e-06,8.101705e-06,7.105538e-06,5.466549e-06,3.266585e-06
1.200000e-12,-4.839469e-06,1.158437e-05,1.161431e-05,1.166048e-05,1.110490e-05,9.739463e-06,7.491422e-06,4.478586e-06
1.400000e-12,-4.768675e-06,1.613676e-05,1.600775e-05,1.603629e-05,1.526068e-05,1.338951e-05,1.030273e-05,6.164465e-06
1.600000e-12,-4.687370e-06,2.242910e-05,2.202458e-05,2.201095e-05,2.093860e-05,1.839151e-05,1.417125e-05,8.492571e-06
1.800000e-12,-4.590588e-06,3.096173e-05,3.012681e-05,3.003196e-05,2.857743e-05,2.516133e-05,1.945003e-05,1.169102e-05
2.000000e-12,-4.487322e-06,4.219445e-05,4.075469e-05,4.052485e-05,3.861728e-05,3.415974e-05,2.657578e-05,1.606448e-05
2.200000e-12,-4.402024e-06,5.627975e-05,5.410262e-05,5.367921e-05,5.131408e-05,4.576850e-05,3.602943e-05,2.200746e-05
2.400000e-12,-4.373407e-06,7.263618e-05,6.974000e-05,6.908534e-05,6.639728e-05,6.001462e-05,4.820192e-05,2.999969e-05
2.600000e-12,-4.436187e-06,8.962124e-05,8.627173e-05,8.540170e-05,8.270034e-05,7.616733e-05,6.310383e-05,4.055496e-05
2.800000e-12,-4.596334e-06,1.047360e-04,1.014328e-04,1.004326e-04,9.813444e-05,9.248122e-05,7.994578e-05,5.407913e-05
3.000000e-12,-4.825343e-06,1.153890e-04,1.127313e-04,1.117435e-04,1.102328e-04,1.064832e-04,9.685892e-05,7.059914e-05
3.200000e-12,-5.073956e-06,1.197489e-04,1.182590e-04,1.174537e-04,1.169643e-04,1.157728e-04,1.111711e-04,8.939415e-05
3.400000e-12,-5.290062e-06,1.172893e-04,1.172648e-04,1.168012e-04,1.173621e-04,1.188315e-04,1.202782e-04,1.087159e-04
3.600000e-12,-5.434346e-06,1.088915e-04,1.103287e-04,1.103189e-04,1.117635e-04,1.154588e-04,1.225963e-04,1.259146e-04
3.800000e-12,-5.491164e-06,9.649951e-05,9.911727e-05,9.960502e-05,1.016387e-04,1.067586e-04,1.180765e-04,1.381132e-04
4.000000e-12,-5.469427e-06,8.246823e-05,8.581864e-05,8.678449e-05,8.908405e-05,9.472735e-05,1.081334e-04,1.431391e-04
4.200000e-12,-5.392976e-06,6.891004e-05,7.251386e-05,7.390069e-05,7.620115e-05,8.161479e-05,9.509844e-05,1.402330e-04
4.400000e-12,-5.287906e-06,5.731223e-05,6.075333e-05,6.249634e-05,6.463266e-05,6.934097e-05,8.145647e-05,1.302285e-04
4.600000e-12,-5.174242e-06,4.848370e-05,5.143903e-05,5.348552e-05,5.539008e-05,5.919130e-05,6.920410e-05,1.151623e-04
4.800000e-12,-5.063711e-06,4.271519e-05,4.493620e-05,4.725015e-05,4.892595e-05,5.181198e-05,5.956058e-05,9.753845e-05
5.000000e-12,-4.961425e-06,4.000072e-05,4.127643e-05,4.382983e-05,4.531881e-05,4.738169e-05,5.302320e-05,7.961339e-05
5.200000e-12,-4.868871e-06,4.021995e-05,4.034655e-05,4.310256e-05,4.445880e-05,4.581938e-05,4.960003e-05,6.297851e-05
5.400000e-12,-4.786948e-06,4.324278e-05,4.201516e-05,4.490724e-05,4.617694e-05,4.694357e-05,4.905354e-05,4.849291e-05
5.600000e-12,-4.718798e-06,4.894783e-05,4.618411e-05,4.909405e-05,5.030117e-05,5.055526e-05,5.106986e-05,3.645084e-05
5.800000e-12,-4.671855e-06,5.714770e-05,5.275917e-05,5.549826e-05,5.663529e-05,5.644201e-05,5.534042e-05,2.682601e-05
6.000000e-12,-4.657225e-06,6.742038e-05,6.153199e-05,6.383649e-05,6.486197e-05,6.430620e-05,6.157242e-05,1.948093e-05
6.200000e-12,-4.684891e-06,7.890550e-05,7.199160e-05,7.355369e-05,7.439945e-05,7.363527e-05,6.944472e-05,1.429516e-05
6.400000e-12,-4.756991e-06,9.022657e-05,8.316126e-05,8.371111e-05,8.430071e-05,8.357858e-05,7.852299e-05,1.121597e-05
6.600000e-12,-4.864231e-06,9.969725e-05,9.361962e-05,9.303764e-05,9.331218e-05,9.294400e-05,8.816280e-05,1.025857e-05
6.800000e-12,-4.987979e-06,1.057655e-04,1.017820e-04,1.001827e-04,1.001259e-04,1.003927e-04,9.745661e-05,1.148455e-05
7.000000e-12,-5.106124e-06,1.074655e-04,1.063261e-04,1.040651e-04,1.037184e-04,1.047771e-04,1.052891e-04,1.497513e-05
7.200000e-12,-5.199404e-06,1.046734e-04,1.065593e-04,1.041577e-04,1.036202e-04,1.054609e-04,1.105239e-04,2.079931e-05
7.400000e-12,-5.256043e-06,9.809510e-05,1.025845e-04,1.006031e-04,1.000145e-04,1.024796e-04,1.122702e-04,2.896776e-05
7.600000e-12,-5.273651e-06,8.901660e-05,9.522704e-05,9.413608e-05,9.365039e-05,9.649414e-05,1.101251e-04,3.936796e-05
7.800000e-12,-5.258052e-06,7.892192e-05,8.576252e-05,8.585349e-05,8.561236e-05,8.857642e-05,1.042969e-04,5.169563e-05
8.000000e-12,-5.219869e-06,6.912971e-05,7.555591e-05,7.691989e-05,7.703649e-05,7.991477e-05,9.556624e-05,6.540835e-05
8.200000e-12,-5.170574e-06,6.056949e-05,6.575097e-05,6.831484e-05,6.887101e-05,7.154648e-05,8.511344e-05,7.970200e-05
8.400000e-12,-5.119514e-06,5.373097e-05,5.710426e-05,6.069408e-05,6.174723e-05,6.419552e-05,7.428836e-05,9.348905e-05
8.600000e-12,-5.072499e-06,4.874213e-05,4.997523e-05,5.437531e-05,5.596838e-05,5.823737e-05,6.439100e-05,1.054208e-04
8.800000e-12,-5.031813e-06,4.550444e-05,4.442236e-05,4.941251e-05,5.158140e-05,5.376120e-05,5.648877e-05,1.140667e-04
9.000000e-12,-4.997232e-06,4.382602e-05,4.033826e-05,4.570720e-05,4.848320e-05,5.067879e-05,5.128141e-05,1.182600e-04
9.200000e-12,-4.967498e-06,4.351765e-05,3.757012e-05,4.311206e-05,4.651998e-05,4.883488e-05,4.903781e-05,1.174340e-04
9.400000e-12,-4.941678e-06,4.443910e-05,3.599693e-05,4.150053e-05,4.555437e-05,4.808838e-05,4.961976e-05,1.117622e-04
9.600000e-12,-4.919962e-06,4.649846e-05,3.555798e-05,4.079492e-05,4.549242e-05,4.835061e-05,5.257675e-05,1.020497e-04
9.800000e-12,-4.903710e-06,4.961673e-05,3.624258e-05,4.096033e-05,4.627628e-05,4.958101e-05,5.727149e-05,8.946016e-05
1.000000e-11,-4.894854e-06,5.367539e-05,3.805639e-05,4.197871e-05,4.785672e-05,5.175225e-05,6.299524e-05,7.520970e-05
1.020000e-11,-4.894961e-06,5.846810e-05,4.097941e-05,4.381818e-05,5.016150e-05,5.480262e-05,6.904924e-05,6.033570e-05
1.040000e-11,-4.904408e-06,6.367739e-05,4.492897e-05,4.640993e-05,5.307327e-05,5.859429e-05,7.478844e-05,4.560251e-05
1.060000e-11,-4.922049e-06,6.888954e-05,4.973993e-05,4.964077e-05,5.642567e-05,6.289287e-05,7.963853e-05,3.154636e-05
1.080000e-11,-4.945509e-06,7.364407e-05,5.516798e-05,5.336239e-05,6.001744e-05,6.737624e-05,8.310439e-05,1.860212e-05
1.100000e-11,-4.971918e-06,7.749964e-05,6.091010e-05,5.740904e-05,6.363566e-05,7.166975e-05,8.478659e-05,7.212279e-06
1.120000e-11,-4.998691e-06,8.009718e-05,6.662528e-05,6.160927e-05,6.707522e-05,7.539625e-05,8.441168e-05,-2.162853e-06
1.140000e-11,-5.024050e-06,8.120879e-05,7.194382e-05,6.578171e-05,7.014651e-05,7.822544e-05,8.186172e-05,-9.130326e-06
1.160000e-11,-5.047165e-06,8.076530e-05,7.647193e-05,6.971793e-05,7.267367e-05,7.991030e-05,7.717935e-05,-1.346622e-05
1.180000e-11,-5.067967e-06,7.885456e-05,7.981179e-05,7.316827e-05,7.449215e-05,8.030259e-05,7.053751e-05,-1.515946e-05
1.200000e-11,-5.086789e-06,7.568800e-05,8.160773e-05,7.584759e-05,7.545329e-05,7.934509e-05,6.218859e-05,-1.438595e-05
1.220000e-11,-5.104048e-06,7.154448e-05,8.160706e-05,7.746673e-05,7.543660e-05,7.704297e-05,5.242532e-05,-1.145563e-05
1.240000e-11,-5.120090e-06,6.670949e-05,7.970946e-05,7.778004e-05,7.436430e-05,7.342212e-05,4.158147e-05,-6.783526e-06
1.260000e-11,-5.135271e-06,6.142519e-05,7.598239e-05,7.663030e-05,7.220912e-05,6.848693e-05,3.007420e-05,-9.020402e-07
1.280000e-11,-5.150159e-06,5.585885e-05,7.063453e-05,7.397200e-05,6.898753e-05,6.219322e-05,1.845140e-05,5.520941e-06
1.300000e-11,-5.165689e-06,5.008984e-05,6.395334e-05,6.986140e-05,6.473422e-05,5.445390e-05,7.386759e-06,1.171910e-05
1.320000e-11,-5.183096e-06,4.411425e-05,5.622539e-05,6.441377e-05,5.946085e-05,4.519033e-05,-2.407511e-06,1.694009e-05
1.340000e-11,-5.203566e-06,3.786683e-05,4.766747e-05,5.774092e-05,5.311210e-05,3.442937e-05,-1.031752e-05,2.058127e-05
1.360000e-11,-5.227597e-06,3.126003e-05,3.840117e-05,4.989424e-05,4.554586e-05,2.241993e-05,-1.594298e-05,2.227324e-05
1.380000e-11,-5.254241e-06,2.423581e-05,2.849610e-05,4.084671e-05,3.657593e-05,9.707848e-06,-1.914125e-05,2.188069e-05
1.400000e-11,-5.280453e-06,1.681790e-05,1.807881e-05,3.054759e-05,2.610421e-05,-2.902347e-06,-2.000435e-05,1.945279e-05
1.420000e-11,-5.301032e-06,9.145792e-06,7.451104e-06,1.906089e-05,1.430464e-05,-1.451099e-05,-1.880964e-05,1.518263e-05
1.440000e-11,-5.309651e-06,1.474683e-06,-2.881612e-06,6.730133e-06,1.732632e-06,-2.432886e-05,-1.598167e-05,9.414626e-06
1.460000e-11,-5.301017e-06,-5.860354e-06,-1.232401e-05,-5.767695e-06,-1.076208e-05,-3.181311e-05,-1.207021e-05,2.681974e-06
1.480000e-11,-5.273129e-06,-1.250331e-05,-2.037316e-05,-1.757482e-05,-2.228977e-05,-3.668415e-05,-7.717440e-06,-4.294393e-06
1.500000e-11,-5.228064e-06,-1.813629e-05,-2.673966e-05,-2.792446e-05,-3.216918e-05,-3.885614e-05,-3.586531e-06,-1.070035e-05
1.520000e-11,-5.170682e-06,-2.251565e-05,-3.134416e-05,-3.633771e-05,-4.001901e-05,-3.835369e-05,-2.572717e-07,-1.579066e-05
1.540000e-11,-5.106272e-06,-2.547611e-05,-3.422123e-05,-4.263526e-05,-4.567421e-05,-3.527884e-05,1.872043e-06,-1.903142e-05
1.560000e-11,-5.038743e-06,-2.691252e-05,-3.540660e-05,-4.680128e-05,-4.901615e-05,-2.985285e-05,2.638519e-06,-2.015674e-05
1.580000e-11,-4.970287e-06,-2.676006e-05,-3.487277e-05,-4.881213e-05,-4.983192e-05,-2.250374e-05,2.115295e-06,-1.914426e-05
1.600000e-11,-4.902440e-06,-2.499228e-05,-3.254279e-05,-4.852641e-05,-4.778794e-05,-1.392311e-05,5.769471e-07,-1.616567e-05
1.620000e-11,-4.837814e-06,-2.164441e-05,-2.837438e-05,-4.568127e-05,-4.255179e-05,-5.017779e-06,-1.548597e-06,-1.156571e-05
1.640000e-11,-4.781432e-06,-1.685511e-05,-2.247272e-05,-3.999853e-05,-3.403048e-05,3.248063e-06,-3.736973e-06,-5.872440e-06
1.660000e-11,-4.740532e-06,-1.090596e-05,-1.517028e-05,-3.137846e-05,-2.261790e-05,1.004439e-05,-5.444026e-06,2.133772e-07
1.680000e-11,-4.722314e-06,-4.232253e-06,-7.022555e-06,-2.012435e-05,-9.295959e-06,1.481146e-05,-6.205633e-06,5.903299e-06
1.700000e-11,-4.730694e-06,2.613120e-06,1.283606e-06,-7.080719e-06,4.516187e-06,1.730443e-05,-5.738668e-06,1.046974e-05
1.720000e-11,-4.764387e-06,9.036311e-06,9.055819e-06,6.453352e-06,1.730444e-05,1.756913e-05,-4.006996e-06,1.338716e-05
1.740000e-11,-4.817750e-06,1.449007e-05,1.569296e-05,1.903991e-05,2.779513e-05,1.589246e-05,-1.229836e-06,1.440271e-05
1.760000e-11,-4.883530e-06,1.853887e-05,2.072987e-05,2.945834e-05,3.512023e-05,1.275286e-05,2.163623e-06,1.352989e-05
1.780000e-11,-4.955364e-06,2.088658e-05,2.384450e-05,3.689866e-05,3.879874e-05,8.765109e-06,5.612762e-06,1.100537e-05
1.800000e-11,-5.028578e-06,2.137559e-05,2.485123e-05,4.094035e-05,3.863714e-05,4.598940e-06,8.517748e-06,7.249234e-06
1.820000e-11,-5.099224e-06,1.998069e-05,2.369993e-05,4.140474e-05,3.467270e-05,8.697553e-07,1.033583e-05,2.830782e-06
1.840000e-11,-5.162361e-06,1.681802e-05,2.049210e-05,3.821617e-05,2.722928e-05,-1.969732e-06,1.067675e-05,-1.591076e-06
1.860000e-11,-5.211133e-06,1.217020e-05,1.551037e-05,3.140066e-05,1.705239e-05,-3.698002e-06,9.385417e-06,-5.370974e-06
1.880000e-11,-5.237870e-06,6.502686e-06,9.233855e-06,2.129168e-05,5.374898e-06,-4.334562e-06,6.590137e-06,-7.997938e-06
1.900000e-11,-5.237048e-06,4.359588e-07,2.305458e-06,8.821394e-06,-6.237221e-06,-4.099446e-06,2.695894e-06,-9.184237e-06
1.920000e-11,-5.208045e-06,-5.338721e-06,-4.548452e-06,-4.437700e-06,-1.623285e-05,-3.341404e-06,-1.682326e-06,-8.892475e-06
1.940000e-11,-5.155570e-06,-1.017198e-05,-1.061561e-05,-1.664775e-05,-2.342085e-05,-2.450292e-06,-5.831029e-06,-7.309015e-06
1.960000e-11,-5.087662e-06,-1.355245e-05,-1.528704e-05,-2.623475e-05,-2.714003e-05,-1.766788e-06,-9.066736e-06,-4.791626e-06
1.980000e-11,-5.013104e-06,-1.515873e-05,-1.811947e-05,-3.220941e-05,-2.723608e-05,-1.505746e-06,-1.085433e-05,-1.809534e-06
2.000000e-11,-4.940023e-06,-1.487165e-05,-1.886450e-05,-3.416031e-05,-2.395430e-05,-1.711112e-06,-1.089758e-05,1.125675e-06
2.020000e-11,-4.875932e-06,-1.277183e-05,-1.747806e-05,-3.205845e-05,-1.787014e-05,-2.253956e-06,-9.192906e-06,3.542652e-06
2.040000e-11,-4.828737e-06,-9.148552e-06,-1.413745e-05,-2.614255e-05,-9.889406e-06,-2.877068e-06,-6.040954e-06,5.097326e-06
2.060000e-11,-4.804907e-06,-4.486309e-06,-9.242143e-06,-1.700729e-05,-1.198893e-06,-3.268581e-06,-1.995702e-06,5.633265e-06
2.080000e-11,-4.807481e-06,5.929549e-07,-3.378110e-06,-5.790673e-06,6.918029e-06,-3.146328e-06,2.244806e-06,5.191863e-06
2.100000e-11,-4.834689e-06,5.430512e-06,2.751692e-06,5.860403e-06,1.335192e-05,-2.333913e-06,5.975662e-06,3.975503e-06
2.120000e-11,-4.880623e-06,9.440436e-06,8.418748e-06,1.617517e-05,1.738700e-05,-8.143342e-07,8.611985e-06,2.286353e-06
2.140000e-11,-4.937474e-06,1.218889e-05,1.296829e-05,2.374227e-05,1.877164e-05,1.249998e-06,9.778801e-06,4.631197e-07
2.160000e-11,-4.997683e-06,1.342693e-05,1.590170e-05,2.777901e-05,1.764984e-05,3.538040e-06,9.356681e-06,-1.174938e-06
2.180000e-11,-5.054847e-06,1.308875e-05,1.692297e-05,2.809658e-05,1.444027e-05,5.630199e-06,7.487454e-06,-2.376207e-06
2.200000e-11,-5.103420e-06,1.127875e-05,1.595153e-05,2.490393e-05,9.741868e-06,7.094627e-06,4.543318e-06,-2.993982e-06
2.220000e-11,-5.138259e-06,8.260355e-06,1.311814e-05,1.867563e-05,4.276315e-06,7.578916e-06,1.059293e-06,-3.003934e-06
2.240000e-11,-5.155035e-06,4.437265e-06,8.755921e-06,1.019359e-05,-1.178530e-06,6.886619e-06,-2.365473e-06,-2.495114e-06
2.260000e-11,-5.151538e-06,3.094138e-07,3.384828e-06,6.305084e-07,-5.897946e-06,5.024661e-06,-5.178529e-06,-1.637576e-06
2.280000e-11,-5.128811e-06,-3.599319e-06,-2.327566e-06,-8.566247e-06,-9.337766e-06,2.214698e-06,-6.969827e-06,-6.383057e-07
2.300000e-11,-5.091070e-06,-6.821391e-06,-7.649786e-06,-1.601586e-05,-1.121955e-05,-1.134301e-06,-7.530772e-06,3.017777e-07
2.320000e-11,-5.044413e-06,-9.007466e-06,-1.190463e-05,-2.075016e-05,-1.153402e-05,-4.490998e-06,-6.870262e-06,1.022041e-06
2.340000e-11,-4.995267e-06,-9.956445e-06,-1.457707e-05,-2.236023e-05,-1.047579e-05,-7.294946e-06,-5.193889e-06,1.424851e-06
2.360000e-11,-4.949435e-06,-9.618861e-06,-1.537417e-05,-2.092144e-05,-8.357568e-06,-9.059318e-06,-2.855876e-06,1.485652e-06
2.380000e-11,-4.911890e-06,-8.088095e-06,-1.423453e-05,-1.683265e-05,-5.545439e-06,-9.460303e-06,-2.914317e-07,1.249181e-06
2.400000e-11,-4.886747e-06,-5.587828e-06,-1.131357e-05,-1.072362e-05,-2.422927e-06,-8.395559e-06,2.062091e-06,8.123274e-07
2.420000e-11,-4.876841e-06,-2.451035e-06,-6.971138e-06,-3.456537e-06,6.364757e-07,-6.003822e-06,3.841945e-06,2.978164e-07
2.440000e-11,-4.882979e-06,9.187031e-07,-1.758950e-06,3.901960e-06,3.306449e-06,-2.645287e-06,4.818211e-06,-1.742152e-07
2.460000e-11,-4.903485e-06,4.102838e-06,3.625664e-06,1.024866e-05,5.349458e-06,1.154352e-06,4.921293e-06,-5.099649e-07
2.480000e-11,-4.934578e-06,6.726918e-06,8.443352e-06,1.469591e-05,6.640437e-06,4.790161e-06,4.236284e-06,-6.569643e-07
2.500000e-11,-4.971421e-06,8.506772e-06,1.204625e-05,1.675741e-05,7.157833e-06,7.681575e-06,2.970722e-06,-6.092189e-07
2.520000e-11,-5.009200e-06,9.273350e-06,1.398523e-05,1.637764e-05,6.950277e-06,9.372733e-06,1.405791e-06,-4.030702e-07
2.540000e-11,-5.043722e-06,8.978899e-06,1.405634e-05,1.383648e-05,6.102640e-06,9.608040e-06,-1.594620e-07,-1.052600e-07
2.560000e-11,-5.071495e-06,7.692773e-06,1.229512e-05,9.631600e-06,4.720658e-06,8.369453e-06,-1.462173e-06,2.042092e-07
2.580000e-11,-5.089695e-06,5.591978e-06,8.953565e-06,4.410610e-06,2.934576e-06,5.873195e-06,-2.319090e-06,4.505523e-07
2.600000e-11,-5.096387e-06,2.944436e-06,4.481387e-06,-1.066924e-06,9.062791e-07,2.530724e-06,-2.651348e-06,5.797366e-07
2.620000e-11,-5.091005e-06,8.036503e-08,-5.045908e-07,-6.008388e-06,-1.175302e-06,-1.119269e-06,-2.486414e-06,5.678850e-07
2.640000e-11,-5.074674e-06,-2.648360e-06,-5.295894e-06,-9.727923e-06,-3.111953e-06,-4.499578e-06,-1.938955e-06,4.233869e-07
2.660000e-11,-5.050059e-06,-4.914336e-06,-9.213633e-06,-1.178575e-05,-4.716782e-06,-7.090703e-06,-1.177268e-06,1.823875e-07
2.680000e-11,-5.020747e-06,-6.456164e-06,-1.173214e-05,-1.205230e-05,-5.828548e-06,-8.516142e-06,-3.838563e-07,-1.006574e-07
2.700000e-11,-4.990546e-06,-7.107354e-06,-1.255650e-05,-1.067747e-05,-6.320548e-06,-8.599072e-06,2.818677e-07,-3.652469e-07
2.720000e-11,-4.962979e-06,-6.810501e-06,-1.163902e-05,-8.006416e-06,-6.111873e-06,-7.381066e-06,7.123314e-07,-5.575097e-07
2.740000e-11,-4.941059e-06,-5.619463e-06,-9.156936e-06,-4.499058e-06,-5.185841e-06,-5.103957e-06,8.673435e-07,-6.407281e-07
2.760000e-11,-4.927119e-06,-3.692459e-06,-5.480964e-06,-6.759619e-07,-3.610246e-06,-2.162488e-06,7.741578e-07,-6.015600e-07
2.780000e-11,-4.922567e-06,-1.276015e-06,-1.140580e-06,2.930304e-06,-1.546596e-06,9.632724e-07,5.130587e-07,-4.509284e-07
2.800000e-11,-4.927603e-06,1.322250e-06,3.234876e-06,5.843367e-06,7.617440e-07,3.786521e-06,1.928037e-07,-2.199738e-07
2.820000e-11,-4.941121e-06,3.772129e-06,7.012417e-06,7.721899e-06,3.021870e-06,5.891921e-06,-7.771918e-08,4.745940e-08
2.840000e-11,-4.960952e-06,5.765648e-06,9.667681e-06,8.413424e-06,4.934196e-06,6.999511e-06,-2.151758e-07,3.039075e-07
2.860000e-11,-4.984333e-06,7.058762e-06,1.087181e-05,7.957130e-06,6.234730e-06,7.002009e-06,-1.797535e-07,5.071398e-07
2.880000e-11,-5.008402e-06,7.501158e-06,1.052623e-05,6.541564e-06,6.730893e-06,5.969915e-06,1.768681e-08,6.272604e-07
2.900000e-11,-5.030504e-06,7.050874e-06,8.750448e-06,4.446181e-06,6.330021e-06,4.127059e-06,3.202413e-07,6.509096e-07
2.920000e-11,-5.048328e-06,5.775855e-06,5.846712e-06,1.992558e-06,5.059555e-06,1.804621e-06,6.400577e-07,5.819687e-07
2.940000e-11,-5.060003e-06,3.845710e-06,2.257960e-06,-4.900142e-07,3.073923e-06,-6.170107e-07,8.802970e-07,4.389239e-07
2.980000e-11,-5.060777e-06,-9.104139e-07,-4.838333e-06,-4.378434e-06,-1.895390e-06,-4.354118e-06,8.278773e-07,4.613333e-08
3.000000e-11,-5.050080e-06,-3.105475e-06,-7.333298e-06,-5.382786e-06,-4.168962e-06,-5.181004e-06,4.865321e-07,-1.428790e-07
3.020000e-11,-5.033701e-06,-4.781625e-06,-8.654943e-06,-5.659695e-06,-5.850578e-06,-5.192716e-06,-1.793620e-08,-2.945628e-07
3.040000e-11,-5.013790e-06,-5.724180e-06,-8.682622e-06,-5.255871e-06,-6.697890e-06,-4.459943e-06,-5.982031e-07,-3.951677e-07
3.060000e-11,-4.992799e-06,-5.821077e-06,-7.488696e-06,-4.287464e-06,-6.589633e-06,-3.158112e-06,-1.143851e-06,-4.401427e-07
3.080000e-11,-4.973189e-06,-5.073961e-06,-5.308095e-06,-2.911658e-06,-5.542413e-06,-1.529803e-06,-1.543487e-06,-4.326980e-07
3.100000e-11,-4.957216e-06,-3.594973e-06,-2.495537e-06,-1.306043e-06,-3.710141e-06,1.587713e-07,-1.707628e-06,-3.812647e-07
3.120000e-11,-4.946723e-06,-1.592183e-06,5.234644e-07,3.450419e-07,-1.364713e-06,1.660057e-06,-1.587566e-06,-2.966460e-07
3.140000e-11,-4.942916e-06,6.560954e-07,3.310718e-06,1.863903e-06,1.143227e-06,2.780330e-06,-1.186303e-06,-1.896235e-07
3.160000e-11,-4.946164e-06,2.838614e-06,5.481087e-06,3.096102e-06,3.439700e-06,3.403156e-06,-5.594055e-07,-6.955947e-08
3.180000e-11,-4.955926e-06,4.656700e-06,6.762589e-06,3.926775e-06,5.188366e-06,3.498242e-06,1.941745e-07,5.582792e-08
3.200000e-11,-4.970842e-06,5.869038e-06,7.033363e-06,4.290387e-06,6.143442e-06,3.115398e-06,9.494244e-07,1.797280e-07
3.220000e-11,-4.988985e-06,6.325502e-06,6.326863e-06,4.171347e-06,6.184364e-06,2.366319e-06,1.577488e-06,2.950452e-07
3.240000e-11,-5.008139e-06,5.984235e-06,4.810255e-06,3.598759e-06,5.328817e-06,1.399081e-06,1.968761e-06,3.933797e-07
3.260000e-11,-5.026040e-06,4.912366e-06,2.748053e-06,2.640824e-06,3.725806e-06,3.709392e-07,2.052637e-06,4.647303e-07
3.280000e-11,-5.040576e-06,3.273876e-06,4.601933e-07,1.401269e-06,1.631452e-06,-5.758340e-07,1.810251e-06,4.982316e-07
3.300000e-11,-5.049982e-06,1.307074e-06,-1.722674e-06,1.502675e-08,-6.303538e-07,-1.331851e-06,1.277862e-06,4.839143e-07
3.320000e-11,-5.053066e-06,-7.077593e-07,-3.505378e-06,-1.361536e-06,-2.718763e-06,-1.830614e-06,5.404205e-07,4.151679e-07
3.340000e-11,-5.049416e-06,-2.488687e-06,-4.670148e-06,-2.567529e-06,-4.330370e-06,-2.050341e-06,-2.832852e-07,2.913476e-07
3.360000e-11,-5.039505e-06,-3.794336e-06,-5.104774e-06,-3.458276e-06,-5.246276e-06,-2.008589e-06,-1.061042e-06,1.198377e-07
3.380000e-11,-5.024645e-06,-4.459143e-06,-4.810129e-06,-3.924301e-06,-5.362295e-06,-1.751735e-06,-1.669501e-06,-8.310098e-08
3.400000e-11,-5.006780e-06,-4.414425e-06,-3.887616e-06,-3.904813e-06,-4.698228e-06,-1.342188e-06,-2.014515e-06,-2.932029e-07
3.420000e-11,-4.988217e-06,-3.693107e-06,-2.513349e-06,-3.395338e-06,-3.387705e-06,-8.462352e-07,-2.046080e-06,-4.809486e-07
3.440000e-11,-4.971331e-06,-2.420239e-06,-9.068227e-07,-2.450638e-06,-1.652834e-06,-3.247254e-07,-1.765489e-06,-6.159126e-07
3.460000e-11,-4.958290e-06,-7.926286e-07,7.011355e-07,-1.182612e-06,2.320743e-07,1.723750e-07,-1.223677e-06,-6.720035e-07
3.480000e-11,-4.950789e-06,9.500143e-07,2.099069e-06,2.491995e-07,1.983412e-06,6.077275e-07,-5.113846e-07,-6.326171e-07
3.500000e-11,-4.949803e-06,2.560017e-06,3.121839e-06,1.656428e-06,3.351977e-06,9.556214e-07,2.568652e-07,-4.946679e-07
3.520000e-11,-4.955425e-06,3.818323e-06,3.669792e-06,2.848371e-06,4.159946e-06,1.199520e-06,9.619793e-07,-2.706210e-07
3.540000e-11,-4.966839e-06,4.566065e-06,3.716299e-06,3.660716e-06,4.324120e-06,1.329418e-06,1.499385e-06,1.204349e-08
3.560000e-11,-4.982454e-06,4.724912e-06,3.302866e-06,3.980081e-06,3.861909e-06,1.340055e-06,1.794863e-06,3.140801e-07
3.580000e-11,-5.000158e-06,4.303272e-06,2.524720e-06,3.760185e-06,2.881019e-06,1.230634e-06,1.814716e-06,5.901007e-07
3.600000e-11,-5.017615e-06,3.389327e-06,1.511639e-06,3.028582e-06,1.556817e-06,1.006133e-06,1.568904e-06,7.957415e-07
3.620000e-11,-5.032557e-06,2.134072e-06,4.080526e-07,1.884306e-06,1.021130e-07,6.796640e-07,1.107079e-06,8.951695e-07
3.640000e-11,-5.043041e-06,7.275127e-07,-6.454602e-07,4.863180e-07,-1.266218e-06,2.747796e-07,5.085861e-07,8.675732e-07
3.660000e-11,-5.047691e-06,-6.292580e-07,-1.528160e-06,-9.674844e-07,-2.359366e-06,-1.735137e-07,-1.315278e-07,7.114165e-07
3.680000e-11,-5.045900e-06,-1.752917e-06,-2.151434e-06,-2.269146e-06,-3.042770e-06,-6.200360e-07,-7.179813e-07,4.456169e-07
