time,"I(RINA)","I(RINB)","I(LQ|XCOUT)","I(LQ|XSUM)"
0.000000e+00,-4.019559e-09,-4.019559e-09,3.983215e-07,9.266012e-07
2.000000e-13,-9.947005e-07,-9.947005e-07,4.535443e-07,1.055903e-06
4.000000e-13,-2.003426e-06,-2.003426e-06,5.536568e-07,1.290998e-06
6.000000e-13,-3.007327e-06,-3.007327e-06,7.132351e-07,1.666667e-06
8.000000e-13,-4.010993e-06,-4.010993e-06,9.506282e-07,2.226532e-06
1.000000e-12,-5.015289e-06,-5.015289e-06,1.291410e-06,3.031025e-06
1.200000e-12,-5.036528e-06,-5.036528e-06,1.771587e-06,4.164511e-06
1.400000e-12,-5.044042e-06,-5.044042e-06,2.441483e-06,5.743555e-06
1.600000e-12,-5.062574e-06,-5.062574e-06,3.371008e-06,7.927436e-06
1.800000e-12,-5.090551e-06,-5.090551e-06,4.656908e-06,1.093090e-05
2.000000e-12,-5.131026e-06,-5.131026e-06,6.432430e-06,1.503704e-05
2.200000e-12,-5.187758e-06,-5.187758e-06,8.879635e-06,2.060431e-05
2.400000e-12,-5.264064e-06,-5.264064e-06,1.224406e-05,2.805579e-05
2.600000e-12,-5.360519e-06,-5.360519e-06,1.685018e-05,3.783191e-05
2.800000e-12,-5.470516e-06,-5.470516e-06,2.311348e-05,5.028298e-05
3.000000e-12,-5.573873e-06,-5.573873e-06,3.153884e-05,6.548129e-05
3.200000e-12,-5.633104e-06,-5.633104e-06,4.268447e-05,8.295813e-05
3.400000e-12,-5.603972e-06,-5.603972e-06,5.705361e-05,1.014386e-04
3.600000e-12,-5.463172e-06,-5.463172e-06,7.486565e-05,1.187589e-04
3.800000e-12,-5.227993e-06,-5.227993e-06,9.568776e-05,1.321891e-04
4.000000e-12,-4.949241e-06,-4.949241e-06,1.180322e-04,1.391660e-04
4.200000e-12,-4.690023e-06,-4.690023e-06,1.392308e-04,1.381069e-04
4.400000e-12,-4.503090e-06,-4.503090e-06,1.559212e-04,1.288790e-04
4.600000e-12,-4.412871e-06,-4.412871e-06,1.650651e-04,1.127033e-04
4.800000e-12,-4.411434e-06,-4.411434e-06,1.649729e-04,9.157647e-05
5.000000e-12,-4.470408e-06,-4.470408e-06,1.558256e-04,6.752899e-05
5.200000e-12,-4.558304e-06,-4.558304e-06,1.394880e-04,4.207172e-05
5.400000e-12,-4.652168e-06,-4.652168e-06,1.187611e-04,1.603079e-05
5.600000e-12,-4.740641e-06,-4.740641e-06,9.647984e-05,-1.022643e-05
5.800000e-12,-4.821390e-06,-4.821390e-06,7.486016e-05,-3.633509e-05
6.000000e-12,-4.896876e-06,-4.896876e-06,5.527484e-05,-6.149613e-05
6.200000e-12,-4.970984e-06,-4.970984e-06,3.838195e-05,-8.425765e-05
6.400000e-12,-5.047264e-06,-5.047264e-06,2.441019e-05,-1.026037e-04
6.600000e-12,-5.128388e-06,-5.128388e-06,1.342423e-05,-1.144133e-04
6.800000e-12,-5.215843e-06,-5.215843e-06,5.482170e-06,-1.181693e-04
7.000000e-12,-5.308970e-06,-5.308970e-06,6.872919e-07,-1.135116e-04
7.200000e-12,-5.402973e-06,-5.402973e-06,-8.191703e-07,-1.012942e-04
7.400000e-12,-5.486477e-06,-5.486477e-06,1.117482e-06,-8.316546e-05
7.600000e-12,-5.540045e-06,-5.540045e-06,6.636788e-06,-6.097462e-05
7.800000e-12,-5.537968e-06,-5.537968e-06,1.581860e-05,-3.633634e-05
8.000000e-12,-5.457828e-06,-5.457828e-06,2.860378e-05,-1.051432e-05
8.200000e-12,-5.297382e-06,-5.297382e-06,4.468084e-05,1.544052e-05
8.400000e-12,-5.082821e-06,-5.082821e-06,6.337602e-05,4.050044e-05
8.600000e-12,-4.858880e-06,-4.858880e-06,8.358235e-05,6.356342e-05
8.800000e-12,-4.670523e-06,-4.670523e-06,1.037124e-04,8.343301e-05
9.000000e-12,-4.547258e-06,-4.547258e-06,1.217054e-04,9.886272e-05
9.200000e-12,-4.496099e-06,-4.496099e-06,1.352711e-04,1.087416e-04
9.400000e-12,-4.504779e-06,-4.504779e-06,1.424501e-04,1.123968e-04
9.600000e-12,-4.551829e-06,-4.551829e-06,1.422210e-04,1.098307e-04
9.800000e-12,-4.617009e-06,-4.617009e-06,1.347949e-04,1.017456e-04
1.000000e-11,-4.687218e-06,-4.687218e-06,1.214702e-04,8.936883e-05
1.020000e-11,-4.756915e-06,-4.756915e-06,1.041786e-04,7.418873e-05
1.040000e-11,-4.825089e-06,-4.825089e-06,8.495970e-05,5.771230e-05
1.060000e-11,-4.891828e-06,-4.891828e-06,6.557247e-05,4.130868e-05
1.080000e-11,-4.956552e-06,-4.956552e-06,4.733984e-05,2.614590e-05
1.100000e-11,-5.017980e-06,-5.017980e-06,3.119113e-05,1.318238e-05
1.120000e-11,-5.074604e-06,-5.074604e-06,1.777886e-05,3.160285e-06
1.140000e-11,-5.124732e-06,-5.124732e-06,7.553666e-06,-3.424801e-06
1.160000e-11,-5.166130e-06,-5.166130e-06,7.625933e-07,-6.362991e-06
1.180000e-11,-5.196012e-06,-5.196012e-06,-2.585354e-06,-5.749087e-06
1.200000e-11,-5.211992e-06,-5.211992e-06,-2.731867e-06,-1.970383e-06
1.220000e-11,-5.213468e-06,-5.213468e-06,-1.462663e-07,4.325388e-06
1.240000e-11,-5.202058e-06,-5.202058e-06,4.512294e-06,1.227072e-05
1.260000e-11,-5.180422e-06,-5.180422e-06,1.042932e-05,2.083738e-05
1.280000e-11,-5.150465e-06,-5.150465e-06,1.667708e-05,2.893452e-05
1.300000e-11,-5.112469e-06,-5.112469e-06,2.229119e-05,3.554253e-05
1.320000e-11,-5.065768e-06,-5.065768e-06,2.638498e-05,3.984191e-05
1.340000e-11,-5.010247e-06,-5.010247e-06,2.826433e-05,4.129067e-05
1.360000e-11,-4.947553e-06,-4.947553e-06,2.749759e-05,3.963800e-05
1.380000e-11,-4.881225e-06,-4.881225e-06,2.392910e-05,3.490159e-05
1.400000e-11,-4.815743e-06,-4.815743e-06,1.766578e-05,2.735177e-05
1.420000e-11,-4.755121e-06,-4.755121e-06,9.076681e-06,1.752604e-05
1.440000e-11,-4.702111e-06,-4.702111e-06,-1.187929e-06,6.248861e-06
1.460000e-11,-4.658757e-06,-4.658757e-06,-1.220451e-05,-5.410215e-06
1.480000e-11,-4.627993e-06,-4.627993e-06,-2.287230e-05,-1.628204e-05
1.500000e-11,-4.614548e-06,-4.614548e-06,-3.209422e-05,-2.530252e-05
1.520000e-11,-4.623216e-06,-4.623216e-06,-3.895859e-05,-3.167692e-05
1.540000e-11,-4.655188e-06,-4.655188e-06,-4.283570e-05,-3.494164e-05
1.560000e-11,-4.706198e-06,-4.706198e-06,-4.337591e-05,-3.494172e-05
1.580000e-11,-4.768695e-06,-4.768695e-06,-4.046589e-05,-3.178862e-05
1.600000e-11,-4.835961e-06,-4.835961e-06,-3.421556e-05,-2.585069e-05
1.620000e-11,-4.904694e-06,-4.904694e-06,-2.501045e-05,-1.777433e-05
1.640000e-11,-4.974751e-06,-4.974751e-06,-1.359145e-05,-8.477617e-06
1.660000e-11,-5.046991e-06,-5.046991e-06,-1.062631e-06,9.460416e-07
1.680000e-11,-5.120864e-06,-5.120864e-06,1.124767e-05,9.409140e-06
1.700000e-11,-5.193014e-06,-5.193014e-06,2.203241e-05,1.601811e-05
1.720000e-11,-5.257390e-06,-5.257390e-06,3.022962e-05,2.018942e-05
1.740000e-11,-5.306616e-06,-5.306616e-06,3.512933e-05,2.167668e-05
1.760000e-11,-5.333824e-06,-5.333824e-06,3.637105e-05,2.054698e-05
1.780000e-11,-5.334312e-06,-5.334312e-06,3.390895e-05,1.715053e-05
1.800000e-11,-5.306781e-06,-5.306781e-06,2.801450e-05,1.209045e-05
1.820000e-11,-5.253902e-06,-5.253902e-06,1.932114e-05,6.163578e-06
1.840000e-11,-5.181700e-06,-5.181700e-06,8.840979e-06,2.474534e-07
1.860000e-11,-5.097891e-06,-5.097891e-06,-2.131371e-06,-4.848042e-06
1.880000e-11,-5.010086e-06,-5.010086e-06,-1.223413e-05,-8.512742e-06
1.900000e-11,-4.924889e-06,-4.924889e-06,-2.028112e-05,-1.041070e-05
1.920000e-11,-4.848208e-06,-4.848208e-06,-2.542706e-05,-1.049305e-05
1.940000e-11,-4.786188e-06,-4.786188e-06,-2.722390e-05,-8.970678e-06
1.960000e-11,-4.745505e-06,-4.745505e-06,-2.561293e-05,-6.264786e-06
1.980000e-11,-4.731931e-06,-4.731931e-06,-2.091218e-05,-2.936500e-06
2.000000e-11,-4.747722e-06,-4.747722e-06,-1.381186e-05,4.077354e-07
2.020000e-11,-4.789985e-06,-4.789985e-06,-5.332217e-06,3.221984e-06
2.040000e-11,-4.851378e-06,-4.851378e-06,3.310972e-06,5.116913e-06
2.060000e-11,-4.922632e-06,-4.922632e-06,1.092730e-05,5.913246e-06
2.080000e-11,-4.995503e-06,-4.995503e-06,1.656920e-05,5.645123e-06
2.100000e-11,-5.063919e-06,-5.063919e-06,1.965668e-05,4.521820e-06
2.120000e-11,-5.123269e-06,-5.123269e-06,1.999505e-05,2.866687e-06
2.140000e-11,-5.169093e-06,-5.169093e-06,1.773512e-05,1.048861e-06
2.160000e-11,-5.196747e-06,-5.196747e-06,1.332724e-05,-5.832980e-07
2.180000e-11,-5.202691e-06,-5.202691e-06,7.474500e-06,-1.759581e-06
2.200000e-11,-5.186356e-06,-5.186356e-06,1.052394e-06,-2.326985e-06
2.220000e-11,-5.150849e-06,-5.150849e-06,-5.023650e-06,-2.262900e-06
2.240000e-11,-5.101857e-06,-5.101857e-06,-9.952282e-06,-1.661791e-06
2.260000e-11,-5.045785e-06,-5.045785e-06,-1.316602e-05,-7.022241e-07
2.280000e-11,-4.988493e-06,-4.988493e-06,-1.438412e-05,3.956478e-07
2.300000e-11,-4.935138e-06,-4.935138e-06,-1.360814e-05,1.413239e-06
2.320000e-11,-4.890541e-06,-4.890541e-06,-1.109006e-05,2.170852e-06
2.340000e-11,-4.859155e-06,-4.859155e-06,-7.289971e-06,2.554279e-06
2.360000e-11,-4.844258e-06,-4.844258e-06,-2.816534e-06,2.527150e-06
2.380000e-11,-4.846912e-06,-4.846912e-06,1.660741e-06,2.127969e-06
2.400000e-11,-4.865597e-06,-4.865597e-06,5.518199e-06,1.454213e-06
2.420000e-11,-4.896828e-06,-4.896828e-06,8.274366e-06,6.385533e-07
2.440000e-11,-4.936272e-06,-4.936272e-06,9.649129e-06,-1.770389e-07
2.460000e-11,-4.979591e-06,-4.979591e-06,9.579733e-06,-8.646683e-07
2.480000e-11,-5.022707e-06,-5.022707e-06,8.205293e-06,-1.328296e-06
2.500000e-11,-5.061703e-06,-5.061703e-06,5.832732e-06,-1.514213e-06
2.520000e-11,-5.092846e-06,-5.092846e-06,2.887591e-06,-1.413669e-06
2.540000e-11,-5.113002e-06,-5.113002e-06,-1.517031e-07,-1.058378e-06
2.560000e-11,-5.120259e-06,-5.120259e-06,-2.830502e-06,-5.108813e-07
2.580000e-11,-5.114376e-06,-5.114376e-06,-4.789489e-06,1.475896e-07
2.600000e-11,-5.096772e-06,-5.096772e-06,-5.813738e-06,8.292935e-07
2.620000e-11,-5.070118e-06,-5.070118e-06,-5.851273e-06,1.450575e-06
2.640000e-11,-5.037801e-06,-5.037801e-06,-5.004233e-06,1.940196e-06
2.660000e-11,-5.003489e-06,-5.003489e-06,-3.500083e-06,2.245316e-06
2.680000e-11,-4.970809e-06,-4.970809e-06,-1.648392e-06,2.335249e-06
2.700000e-11,-4.943072e-06,-4.943072e-06,2.129472e-07,2.203122e-06
2.720000e-11,-4.922947e-06,-4.922947e-06,1.775416e-06,1.865616e-06
2.740000e-11,-4.912142e-06,-4.912142e-06,2.810698e-06,1.361074e-06
2.760000e-11,-4.911201e-06,-4.911201e-06,3.203831e-06,7.461784e-07
2.780000e-11,-4.919506e-06,-4.919506e-06,2.963200e-06,9.121703e-08
2.800000e-11,-4.935481e-06,-4.935481e-06,2.208492e-06,-5.262361e-07
2.820000e-11,-4.956890e-06,-4.956890e-06,1.141483e-06,-1.029326e-06
2.840000e-11,-4.981159e-06,-4.981159e-06,5.270019e-09,-1.351182e-06
2.860000e-11,-5.005648e-06,-5.005648e-06,-9.620314e-07,-1.444359e-06
2.880000e-11,-5.027890e-06,-5.027890e-06,-1.571590e-06,-1.288886e-06
2.900000e-11,-5.045802e-06,-5.045802e-06,-1.717692e-06,-8.973350e-07
2.920000e-11,-5.057867e-06,-5.057867e-06,-1.394344e-06,-3.156793e-07
2.940000e-11,-5.063266e-06,-5.063266e-06,-6.921575e-07,3.807586e-07
2.980000e-11,-5.054537e-06,-5.054537e-06,1.141460e-06,1.727938e-06
3.000000e-11,-5.042301e-06,-5.042301e-06,1.855496e-06,2.181077e-06
3.020000e-11,-5.026863e-06,-5.026863e-06,2.195500e-06,2.384817e-06
3.040000e-11,-5.010034e-06,-5.010034e-06,2.066132e-06,2.304620e-06
3.060000e-11,-4.993592e-06,-4.993592e-06,1.465482e-06,1.949510e-06
3.080000e-11,-4.979106e-06,-4.979106e-06,4.866993e-07,1.372347e-06
3.100000e-11,-4.967800e-06,-4.967800e-06,-6.984383e-07,6.627721e-07
3.120000e-11,-4.960467e-06,-4.960467e-06,-1.870509e-06,-6.640016e-08
3.140000e-11,-4.957433e-06,-4.957433e-06,-2.802269e-06,-6.973579e-07
3.160000e-11,-4.958572e-06,-4.958572e-06,-3.300547e-06,-1.127106e-06
3.180000e-11,-4.963372e-06,-4.963372e-06,-3.243024e-06,-1.285414e-06
3.200000e-11,-4.971036e-06,-4.971036e-06,-2.603141e-06,-1.147554e-06
3.220000e-11,-4.980603e-06,-4.980603e-06,-1.458173e-06,-7.393375e-07
3.240000e-11,-4.991060e-06,-4.991060e-06,2.137404e-08,-1.333652e-07
3.260000e-11,-5.001444e-06,-5.001444e-06,1.599228e-06,5.630541e-07
3.280000e-11,-5.010912e-06,-5.010912e-06,3.012792e-06,1.226390e-06
3.300000e-11,-5.018789e-06,-5.018789e-06,4.017744e-06,1.738649e-06
3.320000e-11,-5.024592e-06,-5.024592e-06,4.430249e-06,2.008555e-06
3.340000e-11,-5.028040e-06,-5.028040e-06,4.159649e-06,1.988245e-06
3.360000e-11,-5.029047e-06,-5.029047e-06,3.225961e-06,1.682327e-06
3.380000e-11,-5.027707e-06,-5.027707e-06,1.758965e-06,1.147530e-06
3.400000e-11,-5.024265e-06,-5.024265e-06,-2.122926e-08,4.829124e-07
3.420000e-11,-5.019084e-06,-5.019084e-06,-1.839069e-06,-1.877290e-07
3.440000e-11,-5.012617e-06,-5.012617e-06,-3.408116e-06,-7.381904e-07
3.460000e-11,-5.005373e-06,-5.005373e-06,-4.477726e-06,-1.062967e-06
3.480000e-11,-4.997889e-06,-4.997889e-06,-4.873951e-06,-1.096916e-06
3.500000e-11,-4.990712e-06,-4.990712e-06,-4.527912e-06,-8.278061e-07
3.520000e-11,-4.984363e-06,-4.984363e-06,-3.487166e-06,-2.993574e-07
3.540000e-11,-4.979320e-06,-4.979320e-06,-1.908443e-06,3.958915e-07
3.560000e-11,-4.975977e-06,-4.975977e-06,-3.294269e-08,1.132695e-06
3.580000e-11,-4.974621e-06,-4.974621e-06,1.851981e-06,1.775386e-06
3.600000e-11,-4.975399e-06,-4.975399e-06,3.458575e-06,2.202382e-06
3.620000e-11,-4.978296e-06,-4.978296e-06,4.544253e-06,2.328507e-06
3.640000e-11,-4.983123e-06,-4.983123e-06,4.949255e-06,2.121051e-06
3.660000e-11,-4.989518e-06,-4.989518e-06,4.620386e-06,1.606597e-06
3.680000e-11,-4.996967e-06,-4.996967e-06,3.617507e-06,8.673185e-07
3.700000e-11,-5.004833e-06,-5.004833e-06,2.102393e-06,2.731281e-08
3.720000e-11,-5.012408e-06,-5.012408e-06,3.120535e-07,-7.686963e-07
3.740000e-11,-5.018973e-06,-5.018973e-06,-1.479283e-06,-1.380574e-06
3.760000e-11,-5.023866e-06,-5.023866e-06,-3.003499e-06,-1.697471e-06
3.780000e-11,-5.026554e-06,-5.026554e-06,-4.040073e-06,-1.657599e-06
3.800000e-11,-5.026699e-06,-5.026699e-06,-4.448812e-06,-1.259574e-06
3.820000e-11,-5.024206e-06,-5.024206e-06,-4.188757e-06,-5.633098e-07
3.840000e-11,-5.019248e-06,-5.019248e-06,-3.320975e-06,3.197036e-07
3.860000e-11,-5.012263e-06,-5.012263e-06,-1.995697e-06,1.245065e-06
3.880000e-11,-5.003916e-06,-5.003916e-06,-4.263878e-07,2.059869e-06
3.900000e-11,-4.995039e-06,-4.995039e-06,1.145007e-06,2.628638e-06
3.920000e-11,-4.986545e-06,-4.986545e-06,2.486163e-06,2.856261e-06
3.940000e-11,-4.979330e-06,-4.979330e-06,3.409602e-06,2.703983e-06
3.960000e-11,-4.974179e-06,-4.974179e-06,3.799337e-06,2.195762e-06
3.980000e-11,-4.971670e-06,-4.971670e-06,3.624971e-06,1.414000e-06
4.000000e-11,-4.972107e-06,-4.972107e-06,2.941823e-06,4.855022e-07
4.020000e-11,-4.975479e-06,-4.975479e-06,1.878039e-06,-4.398817e-07
4.040000e-11,-4.981457e-06,-4.981457e-06,6.114042e-07,-1.214283e-06
4.060000e-11,-4.989427e-06,-4.989427e-06,-6.601950e-07,-1.716199e-06
4.080000e-11,-4.998555e-06,-4.998555e-06,-1.749932e-06,-1.870106e-06
4.100000e-11,-5.007878e-06,-5.007878e-06,-2.509849e-06,-1.658023e-06
4.120000e-11,-5.016398e-06,-5.016398e-06,-2.850936e-06,-1.121291e-06
4.140000e-11,-5.023193e-06,-5.023193e-06,-2.752712e-06,-3.524893e-07
4.160000e-11,-5.027516e-06,-5.027516e-06,-2.261526e-06,5.209020e-07
4.180000e-11,-5.028881e-06,-5.028881e-06,-1.478801e-06,1.358209e-06
4.200000e-11,-5.027126e-06,-5.027126e-06,-5.417555e-07,2.028883e-06
4.220000e-11,-5.022432e-06,-5.022432e-06,3.999706e-07,2.433467e-06
4.240000e-11,-5.015313e-06,-5.015313e-06,1.207983e-06,2.518747e-06
4.260000e-11,-5.006552e-06,-5.006552e-06,1.775367e-06,2.284708e-06
4.280000e-11,-4.997116e-06,-4.997116e-06,2.040464e-06,1.782470e-06
4.300000e-11,-4.988045e-06,-4.988045e-06,1.992425e-06,1.103885e-06
4.320000e-11,-4.980337e-06,-4.980337e-06,1.668375e-06,3.648568e-07
4.340000e-11,-4.974836e-06,-4.974836e-06,1.143383e-06,-3.146319e-07
4.360000e-11,-4.972137e-06,-4.972137e-06,5.154858e-07,-8.303372e-07
4.380000e-11,-4.972516e-06,-4.972516e-06,-1.115191e-07,-1.110076e-06
4.400000e-11,-4.975900e-06,-4.975900e-06,-6.446376e-07,-1.123939e-06
4.420000e-11,-4.981886e-06,-4.981886e-06,-1.015040e-06,-8.869486e-07
4.440000e-11,-4.989782e-06,-4.989782e-06,-1.186325e-06,-4.540854e-07
4.460000e-11,-4.998700e-06,-4.998700e-06,-1.156800e-06,9.108338e-08
4.480000e-11,-5.007647e-06,-5.007647e-06,-9.559837e-07,6.519506e-07
4.500000e-11,-5.015640e-06,-5.015640e-06,-6.364855e-07,1.135768e-06
4.520000e-11,-5.021807e-06,-5.021807e-06,-2.630626e-07,1.468967e-06
4.540000e-11,-5.025485e-06,-5.025485e-06,9.911423e-08,1.608352e-06
4.560000e-11,-5.026295e-06,-5.026295e-06,3.950041e-07,1.546467e-06
4.580000e-11,-5.024183e-06,-5.024183e-06,5.874446e-07,1.310516e-06
4.600000e-11,-5.019425e-06,-5.019425e-06,6.610956e-07,9.554145e-07
4.620000e-11,-5.012596e-06,-5.012596e-06,6.223048e-07,5.524878e-07
4.640000e-11,-5.004494e-06,-5.004494e-06,4.953494e-07,1.760256e-07
4.660000e-11,-4.996048e-06,-4.996048e-06,3.160825e-07,-1.098767e-07
4.680000e-11,-4.988211e-06,-4.988211e-06,1.243426e-07,-2.619085e-07
4.700000e-11,-4.981847e-06,-4.981847e-06,-4.345470e-08,-2.638462e-07
4.720000e-11,-4.977641e-06,-4.977641e-06,-1.602978e-07,-1.276906e-07
4.740000e-11,-4.976017e-06,-4.976017e-06,-2.122507e-07,1.102782e-07
4.760000e-11,-4.977098e-06,-4.977098e-06,-1.994126e-07,3.975477e-07
4.780000e-11,-4.980697e-06,-4.980697e-06,-1.342718e-07,6.758686e-07
4.800000e-11,-4.986349e-06,-4.986349e-06,-3.801056e-08,8.922105e-07
4.820000e-11,-4.993372e-06,-4.993372e-06,6.438186e-08,1.008198e-06
4.840000e-11,-5.000949e-06,-5.000949e-06,1.492034e-07,1.006417e-06
4.860000e-11,-5.008224e-06,-5.008224e-06,1.984210e-07,8.926092e-07
4.880000e-11,-5.014394e-06,-5.014394e-06,2.026274e-07,6.935435e-07
4.900000e-11,-5.018799e-06,-5.018799e-06,1.621731e-07,4.511639e-07
4.920000e-11,-5.020991e-06,-5.020991e-06,8.642800e-08,2.142180e-07
4.940000e-11,-5.020780e-06,-5.020780e-06,-8.541722e-09,2.898967e-08
4.960000e-11,-5.018257e-06,-5.018257e-06,-1.033420e-07,-6.916636e-08
4.980000e-11,-5.013770e-06,-5.013770e-06,-1.789901e-07,-6.200155e-08
5.000000e-11,-5.007880e-06,-5.007880e-06,-2.203447e-07,4.875664e-08
5.020000e-11,-5.001294e-06,-5.001294e-06,-2.186597e-07,2.422337e-07
5.040000e-11,-4.994774e-06,-4.994774e-06,-1.728870e-07,4.826536e-07
5.060000e-11,-4.989051e-06,-4.989051e-06,-8.959666e-08,7.261236e-07
5.080000e-11,-4.984742e-06,-4.984742e-06,1.837736e-08,9.286674e-07
5.100000e-11,-4.982286e-06,-4.982286e-06,1.342540e-07,1.054046e-06
5.120000e-11,-4.981893e-06,-4.981893e-06,2.401394e-07,1.080000e-06
5.140000e-11,-4.983535e-06,-4.983535e-06,3.198872e-07,1.001866e-06
5.160000e-11,-4.986953e-06,-4.986953e-06,3.615315e-07,8.330417e-07
5.180000e-11,-4.991699e-06,-4.991699e-06,3.589469e-07,6.022956e-07
5.200000e-11,-4.997194e-06,-4.997194e-06,3.125376e-07,3.485200e-07
5.220000e-11,-5.002796e-06,-5.002796e-06,2.289253e-07,1.138940e-07
5.240000e-11,-5.007876e-06,-5.007876e-06,1.197567e-07,-6.330681e-08
5.260000e-11,-5.011886e-06,-5.011886e-06,-1.314567e-10,-1.550209e-07
5.280000e-11,-5.014417e-06,-5.014417e-06,-1.148768e-07,-1.477927e-07
5.300000e-11,-5.015241e-06,-5.015241e-06,-2.097606e-07,-4.457738e-08
5.320000e-11,-5.014330e-06,-5.014330e-06,-2.730869e-07,1.362453e-07
5.340000e-11,-5.011853e-06,-5.011853e-06,-2.975482e-07,3.643719e-07
5.360000e-11,-5.008152e-06,-5.008152e-06,-2.809441e-07,6.029055e-07
5.380000e-11,-5.003692e-06,-5.003692e-06,-2.262165e-07,8.145532e-07
5.400000e-11,-4.999007e-06,-4.999007e-06,-1.408536e-07,9.676291e-07
5.420000e-11,-4.994632e-06,-4.994632e-06,-3.578466e-08,1.040883e-06
5.440000e-11,-4.991047e-06,-4.991047e-06,7.606571e-08,1.026418e-06
5.460000e-11,-4.988621e-06,-4.988621e-06,1.813731e-07,9.303171e-07
5.480000e-11,-4.987577e-06,-4.987577e-06,2.679708e-07,7.709950e-07
5.500000e-11,-4.987971e-06,-4.987971e-06,3.262026e-07,5.756581e-07
5.520000e-11,-4.989693e-06,-4.989693e-06,3.499379e-07,3.755606e-07
5.540000e-11,-4.992489e-06,-4.992489e-06,3.371604e-07,2.008824e-07
5.560000e-11,-4.995996e-06,-4.995996e-06,2.900856e-07,7.608416e-08
5.580000e-11,-4.999788e-06,-4.999788e-06,2.148102e-07,1.645618e-08
5.600000e-11,-5.003424e-06,-5.003424e-06,1.205430e-07,2.634351e-08
5.620000e-11,-5.006503e-06,-5.006503e-06,1.850343e-08,9.922194e-08
5.640000e-11,-5.008705e-06,-5.008705e-06,-7.938935e-08,2.194878e-07
5.660000e-11,-5.009821e-06,-5.009821e-06,-1.618952e-07,3.655543e-07
5.680000e-11,-5.009776e-06,-5.009776e-06,-2.197452e-07,5.136647e-07
5.700000e-11,-5.008631e-06,-5.008631e-06,-2.467008e-07,6.417550e-07
5.720000e-11,-5.006569e-06,-5.006569e-06,-2.402547e-07,7.327438e-07
5.740000e-11,-5.003871e-06,-5.003871e-06,-2.018871e-07,7.767618e-07
5.760000e-11,-5.000874e-06,-5.000874e-06,-1.368398e-07,7.720474e-07
5.780000e-11,-4.997936e-06,-4.997936e-06,-5.343359e-08,7.244743e-07
5.800000e-11,-4.995391e-06,-4.995391e-06,3.799254e-08,6.459005e-07
5.820000e-11,-4.993507e-06,-4.993507e-06,1.263852e-07,5.517101e-07
5.840000e-11,-4.992466e-06,-4.992466e-06,2.013576e-07,4.580168e-07
5.860000e-11,-4.992342e-06,-4.992342e-06,2.544669e-07,3.790165e-07
5.880000e-11,-4.993099e-06,-4.993099e-06,2.802193e-07,3.249101e-07
5.900000e-11,-4.994601e-06,-4.994601e-06,2.766717e-07,3.006853e-07
5.920000e-11,-4.996632e-06,-4.996632e-06,2.455536e-07,3.058820e-07
5.940000e-11,-4.998929e-06,-4.998929e-06,1.919029e-07,3.352853e-07
5.960000e-11,-5.001209e-06,-5.001209e-06,1.232772e-07,3.803449e-07
5.980000e-11,-5.003210e-06,-5.003210e-06,4.866176e-08,4.310106e-07
6.000000e-11,-5.004716e-06,-5.004716e-06,-2.276154e-08,4.776348e-07
6.020000e-11,-5.005580e-06,-5.005580e-06,-8.280656e-08,5.126090e-07
6.040000e-11,-5.005741e-06,-5.005741e-06,-1.252696e-07,5.314782e-07
6.060000e-11,-5.005223e-06,-5.005223e-06,-1.465810e-07,5.333872e-07
6.080000e-11,-5.004130e-06,-5.004130e-06,-1.460499e-07,5.208415e-07
6.100000e-11,-5.002629e-06,-5.002629e-06,-1.256929e-07,4.988858e-07
6.120000e-11,-5.000926e-06,-5.000926e-06,-8.970675e-08,4.738945e-07
6.140000e-11,-4.999236e-06,-4.999236e-06,-4.368955e-08,4.522213e-07
6.160000e-11,-4.997761e-06,-4.997761e-06,6.246770e-09,4.389611e-07
6.180000e-11,-4.996662e-06,-4.996662e-06,5.432966e-08,4.370367e-07
6.200000e-11,-4.996046e-06,-4.996046e-06,9.581691e-08,4.467528e-07
6.220000e-11,-4.995951e-06,-4.995951e-06,1.274376e-07,4.658653e-07
6.240000e-11,-4.996350e-06,-4.996350e-06,1.475463e-07,4.901248e-07
6.260000e-11,-4.997155e-06,-4.997155e-06,1.560067e-07,5.141682e-07
6.280000e-11,-4.998237e-06,-4.998237e-06,1.538677e-07,5.325821e-07
6.300000e-11,-4.999439e-06,-4.999439e-06,1.429248e-07,5.409422e-07
6.320000e-11,-5.000603e-06,-5.000603e-06,1.252708e-07,5.366450e-07
6.340000e-11,-5.001586e-06,-5.001586e-06,1.029269e-07,5.193953e-07
6.360000e-11,-5.002280e-06,-5.002280e-06,7.761915e-08,4.912759e-07
6.380000e-11,-5.002622e-06,-5.002622e-06,5.072351e-08,4.564021e-07
6.400000e-11,-5.002599e-06,-5.002599e-06,2.336114e-08,4.202300e-07
6.420000e-11,-5.002249e-06,-5.002249e-06,-3.409746e-09,3.886446e-07
6.440000e-11,-5.001645e-06,-5.001645e-06,-2.838185e-08,3.669834e-07
6.460000e-11,-5.000893e-06,-5.000893e-06,-5.004647e-08,3.591570e-07
6.480000e-11,-5.000105e-06,-5.000105e-06,-6.656598e-08,3.670055e-07
6.500000e-11,-4.999393e-06,-4.999393e-06,-7.590566e-08,3.899884e-07
6.520000e-11,-4.998844e-06,-4.998844e-06,-7.611977e-08,4.252492e-07
