time,"I(LQ|XBFR1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(LOUT|XBFR1)","I(RX1)","I(RX2)","I(RIN)","I(LYOUT)"
0.000000e+00,2.158748e-07,2.518728e-07,2.298156e-07,1.547840e-07,-2.654435e-08,-2.821754e-13,-6.049409e-14,-4.517593e-10,5.409535e-08
2.000000e-13,5.136223e-08,2.707422e-07,2.591676e-07,1.743580e-07,3.246634e-08,-1.262061e-11,-1.033958e-12,-9.858780e-07,6.081735e-08
4.000000e-13,-2.092182e-07,3.007812e-07,3.106173e-07,2.097781e-07,1.263951e-07,-1.794904e-11,-1.905733e-12,-1.987727e-06,7.305156e-08
6.000000e-13,-6.522993e-07,3.342907e-07,3.890947e-07,2.659061e-07,2.836660e-07,-2.951563e-11,-3.776480e-12,-2.983080e-06,9.252387e-08
8.000000e-13,-1.384439e-06,3.557534e-07,4.995913e-07,3.483953e-07,5.383528e-07,-4.693555e-11,-7.147174e-12,-3.975710e-06,1.212106e-07
1.000000e-12,-2.528187e-06,3.398559e-07,6.475078e-07,4.646339e-07,9.286395e-07,-6.797127e-11,-1.262991e-11,-4.965360e-06,1.616924e-07
1.200000e-12,-4.034196e-06,2.597177e-07,8.391002e-07,6.244170e-07,1.434777e-06,-7.206740e-11,-2.011753e-11,-4.966749e-06,2.173922e-07
1.400000e-12,-6.148814e-06,5.888251e-08,1.079579e-06,8.404691e-07,2.132509e-06,-5.797944e-11,-3.098695e-11,-4.947340e-06,2.927572e-07
1.600000e-12,-8.988656e-06,-3.323044e-07,1.373054e-06,1.129155e-06,3.052202e-06,2.398113e-11,-4.495684e-11,-4.929046e-06,3.935069e-07
1.800000e-12,-1.269794e-05,-1.010900e-06,1.720347e-06,1.511151e-06,4.229775e-06,2.309734e-10,-6.293390e-11,-4.906696e-06,5.268676e-07
2.000000e-12,-1.746285e-05,-2.109970e-06,2.116170e-06,2.012032e-06,5.710262e-06,6.597529e-10,-8.753337e-11,-4.878817e-06,7.017776e-07
2.200000e-12,-2.351286e-05,-3.808633e-06,2.544856e-06,2.662538e-06,7.546741e-06,1.501148e-09,-1.259683e-10,-4.844081e-06,9.289805e-07
2.400000e-12,-3.110888e-05,-6.343417e-06,2.974193e-06,3.498231e-06,9.794552e-06,3.136998e-09,-1.987329e-10,-4.801441e-06,1.220904e-06
2.600000e-12,-4.050578e-05,-1.001926e-05,3.347059e-06,4.558227e-06,1.249683e-05,6.226251e-09,-3.638130e-10,-4.750820e-06,1.591219e-06
2.800000e-12,-5.187185e-05,-1.521687e-05,3.570820e-06,5.882803e-06,1.565596e-05,1.160062e-08,-7.715025e-10,-4.694248e-06,2.054002e-06
3.000000e-12,-6.514854e-05,-2.239039e-05,3.504870e-06,7.509846e-06,1.918607e-05,1.967691e-08,-1.760900e-09,-4.637409e-06,2.622494e-06
3.200000e-12,-7.985233e-05,-3.204395e-05,2.947113e-06,9.470139e-06,2.284892e-05,2.929077e-08,-3.982452e-09,-4.591051e-06,3.307455e-06
3.400000e-12,-9.488126e-05,-4.466417e-05,1.620882e-06,1.178100e-05,2.619710e-05,3.678758e-08,-8.461893e-09,-4.570636e-06,4.114936e-06
3.600000e-12,-1.084861e-04,-6.056785e-05,-8.341424e-07,1.443708e-05,2.858408e-05,3.728698e-08,-1.637564e-08,-4.591895e-06,5.043073e-06
3.800000e-12,-1.185938e-04,-7.961182e-05,-4.859720e-06,1.739695e-05,2.931146e-05,2.862582e-08,-2.810373e-08,-4.662513e-06,6.077385e-06
4.000000e-12,-1.234796e-04,-1.007663e-04,-1.095582e-05,2.056483e-05,2.791250e-05,1.430374e-08,-4.133414e-08,-4.775694e-06,7.184395e-06
4.200000e-12,-1.224775e-04,-1.217646e-04,-1.963258e-05,2.376873e-05,2.443958e-05,1.377448e-09,-4.980260e-08,-4.911338e-06,8.303988e-06
4.400000e-12,-1.163078e-04,-1.392712e-04,-3.134379e-05,2.673857e-05,1.955444e-05,-5.335994e-09,-4.633821e-08,-5.043479e-06,9.341772e-06
4.600000e-12,-1.068214e-04,-1.497821e-04,-4.639566e-05,2.909152e-05,1.432635e-05,-7.756006e-09,-2.951153e-08,-5.148916e-06,1.016394e-05
4.800000e-12,-9.633394e-05,-1.508592e-04,-6.478843e-05,3.033479e-05,9.851274e-06,-1.393531e-08,-6.150416e-09,-5.213461e-06,1.059829e-05
5.000000e-12,-8.690752e-05,-1.420658e-04,-8.594178e-05,2.989516e-05,6.898293e-06,-3.167609e-08,1.352226e-08,-5.234075e-06,1.044448e-05
5.200000e-12,-7.987369e-05,-1.252203e-04,-1.083367e-04,2.717532e-05,5.732495e-06,-5.926738e-08,2.290579e-08,-5.217014e-06,9.493775e-06
5.400000e-12,-7.571716e-05,-1.039111e-04,-1.293068e-04,2.162065e-05,6.150628e-06,-8.143620e-08,2.202733e-08,-5.173743e-06,7.552337e-06
5.600000e-12,-7.424704e-05,-8.247883e-05,-1.453834e-04,1.276510e-05,7.659379e-06,-7.950757e-08,1.531803e-08,-5.116774e-06,4.457279e-06
5.800000e-12,-7.488315e-05,-6.486808e-05,-1.533077e-04,2.430510e-07,9.679296e-06,-4.864991e-08,7.916561e-09,-5.056745e-06,8.082344e-08
6.000000e-12,-7.691313e-05,-5.377819e-05,-1.512053e-04,-1.619258e-05,1.169196e-05,-2.408724e-09,4.172792e-09,-5.001118e-06,-5.663392e-06
6.200000e-12,-7.966357e-05,-5.032652e-05,-1.392783e-04,-3.656741e-05,1.331288e-05,3.880358e-08,8.407723e-09,-4.954200e-06,-1.278432e-05
6.400000e-12,-8.259156e-05,-5.416727e-05,-1.197478e-04,-6.044098e-05,1.431253e-05,6.176442e-08,2.456844e-08,-4.917982e-06,-2.112804e-05
6.600000e-12,-8.532165e-05,-6.386346e-05,-9.620989e-05,-8.655992e-05,1.461322e-05,6.541021e-08,5.093177e-08,-4.893230e-06,-3.025649e-05
6.800000e-12,-8.764841e-05,-7.729900e-05,-7.279521e-05,-1.125731e-04,1.427678e-05,5.625092e-08,7.317314e-08,-4.880384e-06,-3.934800e-05
7.000000e-12,-8.951519e-05,-9.201205e-05,-5.343426e-05,-1.351243e-04,1.348470e-05,4.149655e-08,6.985503e-08,-4.879899e-06,-4.722953e-05
7.200000e-12,-9.097010e-05,-1.054707e-04,-4.127149e-05,-1.506468e-04,1.250119e-05,2.538036e-08,3.332906e-08,-4.891986e-06,-5.265459e-05
7.400000e-12,-9.209732e-05,-1.153902e-04,-3.820857e-05,-1.566108e-04,1.161025e-05,8.833534e-09,-1.937125e-08,-4.915946e-06,-5.473901e-05
7.600000e-12,-9.293882e-05,-1.201265e-04,-4.463407e-05,-1.524478e-04,1.103562e-05,-9.348215e-09,-6.086475e-08,-4.949586e-06,-5.328420e-05
7.800000e-12,-9.344102e-05,-1.190431e-04,-5.937575e-05,-1.396362e-04,1.087492e-05,-3.032642e-08,-7.526523e-08,-4.989143e-06,-4.880681e-05
8.000000e-12,-9.345619e-05,-1.126973e-04,-7.984868e-05,-1.210089e-04,1.107877e-05,-5.176055e-08,-6.638842e-08,-5.029801e-06,-4.229693e-05
8.200000e-12,-9.279817e-05,-1.027385e-04,-1.023865e-04,-9.975645e-05,1.148274e-05,-6.567494e-08,-4.897862e-08,-5.066611e-06,-3.486958e-05
8.400000e-12,-9.132246e-05,-9.150313e-05,-1.228300e-04,-7.862945e-05,1.187348e-05,-6.272690e-08,-3.506407e-08,-5.095462e-06,-2.748608e-05
8.600000e-12,-8.899286e-05,-8.140305e-05,-1.373931e-04,-5.958071e-05,1.205890e-05,-4.116977e-08,-2.748281e-08,-5.113782e-06,-2.082890e-05
8.800000e-12,-8.591155e-05,-7.431454e-05,-1.435589e-04,-4.377765e-05,1.191934e-05,-1.001415e-08,-2.245096e-08,-5.120789e-06,-1.530604e-05
9.000000e-12,-8.231167e-05,-7.118322e-05,-1.406124e-04,-3.177812e-05,1.143128e-05,1.798596e-08,-1.571660e-08,-5.117273e-06,-1.111249e-05
9.200000e-12,-7.852474e-05,-7.194866e-05,-1.295858e-04,-2.370507e-05,1.066626e-05,3.594676e-08,-6.622875e-09,-5.105100e-06,-8.291196e-06
9.400000e-12,-7.493594e-05,-7.575339e-05,-1.126839e-04,-1.936295e-05,9.772087e-06,4.588400e-08,2.003551e-09,-5.086646e-06,-6.773821e-06
9.600000e-12,-7.193391e-05,-8.130364e-05,-9.249941e-05,-1.831163e-05,8.941990e-06,5.373859e-08,6.786479e-09,-5.064396e-06,-6.406543e-06
9.800000e-12,-6.985708e-05,-8.722861e-05,-7.137371e-05,-1.992805e-05,8.376460e-06,6.236713e-08,6.791546e-09,-5.040765e-06,-6.971608e-06
1.000000e-11,-6.893994e-05,-9.233577e-05,-5.110587e-05,-2.346989e-05,8.243318e-06,6.857675e-08,4.452191e-09,-5.018091e-06,-8.209583e-06
1.020000e-11,-6.926715e-05,-9.573742e-05,-3.297689e-05,-2.814060e-05,8.643416e-06,6.572870e-08,4.041401e-09,-4.998665e-06,-9.842086e-06
1.040000e-11,-7.074687e-05,-9.688131e-05,-1.790861e-05,-3.315233e-05,9.589572e-06,4.945550e-08,8.897313e-09,-4.984676e-06,-1.159378e-05
1.060000e-11,-7.311257e-05,-9.553209e-05,-6.581044e-06,-3.778641e-05,1.100350e-05,2.225014e-08,1.921816e-08,-4.978000e-06,-1.321349e-05
1.080000e-11,-7.595566e-05,-9.173221e-05,5.512570e-07,-4.145009e-05,1.273043e-05,-6.606168e-09,3.171667e-08,-4.979880e-06,-1.449407e-05
1.100000e-11,-7.878269e-05,-8.575082e-05,3.296389e-06,-4.372347e-05,1.456615e-05,-2.602005e-08,4.123506e-08,-4.990605e-06,-1.528874e-05
1.120000e-11,-8.108404e-05,-7.802690e-05,1.751743e-06,-4.438631e-05,1.628843e-05,-2.963504e-08,4.332269e-08,-5.009342e-06,-1.552054e-05
1.140000e-11,-8.239926e-05,-6.911805e-05,-3.697452e-06,-4.341866e-05,1.768580e-05,-1.978073e-08,3.637796e-08,-5.034209e-06,-1.518249e-05
1.160000e-11,-8.236714e-05,-5.966332e-05,-1.238857e-05,-4.097787e-05,1.857912e-05,-6.604098e-09,2.235902e-08,-5.062623e-06,-1.432959e-05
1.180000e-11,-8.075428e-05,-5.035348e-05,-2.339444e-05,-3.736233e-05,1.883516e-05,-2.808228e-09,5.882087e-09,-5.091799e-06,-1.306612e-05
1.200000e-11,-7.746199e-05,-4.188850e-05,-3.557186e-05,-3.297356e-05,1.837291e-05,-1.643263e-08,-7.758834e-09,-5.119259e-06,-1.153243e-05
1.220000e-11,-7.251683e-05,-3.490656e-05,-4.768262e-05,-2.828091e-05,1.716497e-05,-4.545828e-08,-1.477213e-08,-5.143159e-06,-9.892532e-06
1.240000e-11,-6.605315e-05,-2.989549e-05,-5.856535e-05,-2.378382e-05,1.523628e-05,-7.786049e-08,-1.437315e-08,-5.162369e-06,-8.320991e-06
1.260000e-11,-5.829668e-05,-2.711786e-05,-6.728231e-05,-1.996386e-05,1.266276e-05,-9.772078e-08,-8.986712e-09,-5.176312e-06,-6.986104e-06
1.280000e-11,-4.955439e-05,-2.657524e-05,-7.318547e-05,-1.722693e-05,9.570498e-06,-9.386043e-08,-2.995570e-09,-5.184664e-06,-6.029725e-06
1.300000e-11,-4.021017e-05,-2.801579e-05,-7.590713e-05,-1.584613e-05,6.134568e-06,-6.575666e-08,-5.193767e-10,-5.187082e-06,-5.547293e-06
1.320000e-11,-3.071986e-05,-3.097479e-05,-7.531724e-05,-1.591789e-05,2.574512e-06,-2.340444e-08,-3.242279e-09,-5.183099e-06,-5.572512e-06
1.340000e-11,-2.159672e-05,-3.483385e-05,-7.148577e-05,-1.733898e-05,-8.564313e-07,1.828792e-08,-9.395949e-09,-5.172263e-06,-6.069303e-06
1.360000e-11,-1.337984e-05,-3.888558e-05,-6.467033e-05,-1.980683e-05,-3.889983e-06,4.677402e-08,-1.451731e-08,-5.154478e-06,-6.931931e-06
1.380000e-11,-6.584800e-06,-4.239403e-05,-5.532621e-05,-2.284549e-05,-6.268300e-06,5.665445e-08,-1.372453e-08,-5.130396e-06,-7.994053e-06
1.400000e-11,-1.643115e-06,-4.464845e-05,-4.411413e-05,-2.585881e-05,-7.772615e-06,5.010120e-08,-4.412019e-09,-5.101650e-06,-9.047327e-06
1.420000e-11,1.157707e-06,-4.501555e-05,-3.187197e-05,-2.820721e-05,-8.250179e-06,3.390641e-08,1.205573e-08,-5.070827e-06,-9.868224e-06
1.440000e-11,1.722367e-06,-4.299740e-05,-1.953440e-05,-2.929451e-05,-7.635851e-06,1.560670e-08,3.057261e-08,-5.041170e-06,-1.024838e-05
1.460000e-11,1.782997e-07,-3.830000e-05,-8.015171e-06,-2.864665e-05,-5.967353e-06,7.418754e-10,4.426735e-08,-5.016130e-06,-1.002212e-05
1.480000e-11,-3.113126e-06,-3.091262e-05,1.913435e-06,-2.597008e-05,-3.395054e-06,-8.079013e-09,4.714066e-08,-4.998841e-06,-9.086831e-06
1.500000e-11,-7.567641e-06,-2.118469e-05,9.713035e-06,-2.119002e-05,-1.849086e-07,-1.079450e-08,3.627189e-08,-4.991589e-06,-7.416385e-06
1.520000e-11,-1.242138e-05,-9.859915e-06,1.512972e-05,-1.447634e-05,3.293447e-06,-9.004053e-09,1.323251e-08,-4.995351e-06,-5.070145e-06
1.540000e-11,-1.681867e-05,1.989157e-06,1.820233e-05,-6.257916e-06,6.605084e-06,-5.076228e-09,-1.538787e-08,-5.009539e-06,-2.198012e-06
1.560000e-11,-1.994058e-05,1.314417e-05,1.923091e-05,2.790345e-06,9.316137e-06,-1.353191e-09,-3.921225e-08,-5.032014e-06,9.641373e-07
1.580000e-11,-2.114322e-05,2.247709e-05,1.870663e-05,1.181240e-05,1.106953e-05,5.649351e-10,-4.798356e-08,-5.059310e-06,4.117115e-06
1.600000e-11,-2.006450e-05,2.913506e-05,1.721030e-05,1.989197e-05,1.164270e-05,3.419476e-10,-3.686409e-08,-5.086994e-06,6.940685e-06
1.620000e-11,-1.667591e-05,3.261653e-05,1.529985e-05,2.619613e-05,1.097218e-05,-1.010597e-09,-9.734675e-09,-5.110097e-06,9.143750e-06
1.640000e-11,-1.128149e-05,3.275956e-05,1.341415e-05,3.009101e-05,9.149065e-06,-1.666995e-09,2.201941e-08,-5.123705e-06,1.050480e-05
1.660000e-11,-4.478039e-06,2.970476e-05,1.181351e-05,3.120109e-05,6.398941e-06,-3.641351e-11,4.472118e-08,-5.123729e-06,1.089259e-05
1.680000e-11,2.911701e-06,2.388324e-05,1.056259e-05,2.942199e-05,3.057193e-06,4.139448e-09,4.868880e-08,-5.107805e-06,1.027067e-05
1.700000e-11,9.928499e-06,1.602792e-05,9.549168e-06,2.491911e-05,-4.587304e-07,9.302472e-09,3.249181e-08,-5.075969e-06,8.696838e-06
1.720000e-11,1.558971e-05,7.150058e-06,8.528649e-06,1.813263e-05,-3.688400e-06,1.264768e-08,3.578267e-09,-5.030791e-06,6.324921e-06
1.740000e-11,1.902393e-05,-1.583362e-06,7.188064e-06,9.775194e-06,-6.187170e-06,1.157833e-08,-2.484511e-08,-4.976891e-06,3.403971e-06
1.760000e-11,1.961155e-05,-9.065213e-06,5.228167e-06,7.813157e-07,-7.599194e-06,5.298889e-09,-3.976029e-08,-4.920247e-06,2.605789e-07
1.780000e-11,1.710362e-05,-1.446841e-05,2.457114e-06,-7.816294e-06,-7.724281e-06,-4.335464e-09,-3.468149e-08,-4.867663e-06,-2.744341e-06
1.800000e-11,1.169216e-05,-1.737605e-05,-1.126652e-06,-1.505510e-05,-6.557608e-06,-1.325585e-08,-1.293670e-08,-4.826361e-06,-5.274389e-06
1.820000e-11,4.012822e-06,-1.779269e-05,-5.293685e-06,-2.019101e-05,-4.292434e-06,-1.689752e-08,1.412551e-08,-4.803182e-06,-7.069502e-06
1.840000e-11,-4.933271e-06,-1.607393e-05,-9.604471e-06,-2.277902e-05,-1.286574e-06,-1.257545e-08,3.297380e-08,-4.803078e-06,-7.974145e-06
1.860000e-11,-1.393488e-05,-1.282785e-05,-1.348528e-05,-2.268738e-05,1.999369e-06,-1.299732e-09,3.464018e-08,-4.827433e-06,-7.942260e-06
1.880000e-11,-2.176886e-05,-8.812914e-06,-1.633190e-05,-2.007892e-05,5.077853e-06,1.223065e-08,1.906563e-08,-4.873412e-06,-7.030760e-06
1.900000e-11,-2.738688e-05,-4.824595e-06,-1.761352e-05,-1.538665e-05,7.507992e-06,2.171639e-08,-5.028316e-09,-4.934919e-06,-5.390980e-06
1.920000e-11,-3.005004e-05,-1.561677e-06,-1.696466e-05,-9.278451e-06,8.954988e-06,2.230951e-08,-2.480779e-08,-5.004377e-06,-3.256355e-06
1.940000e-11,-2.940490e-05,5.077160e-07,-1.426564e-05,-2.584851e-06,9.230988e-06,1.297501e-08,-3.024328e-08,-5.074058e-06,-9.171513e-07
1.960000e-11,-2.552092e-05,1.238325e-06,-9.706100e-06,3.820502e-06,8.318830e-06,-2.901436e-09,-1.941794e-08,-5.136341e-06,1.321298e-06
1.980000e-11,-1.890554e-05,8.229745e-07,-3.805461e-06,9.159600e-06,6.380239e-06,-1.876145e-08,8.357131e-10,-5.183475e-06,3.187093e-06
2.000000e-11,-1.048095e-05,-2.765826e-07,2.642179e-06,1.286165e-05,3.742924e-06,-2.751542e-08,1.911851e-08,-5.208112e-06,4.480760e-06
2.020000e-11,-1.480245e-06,-1.461311e-06,8.702619e-06,1.461923e-05,8.553641e-07,-2.479417e-08,2.582895e-08,-5.205181e-06,5.094986e-06
2.040000e-11,6.768046e-06,-2.157438e-06,1.349347e-05,1.440664e-05,-1.799545e-06,-1.143340e-08,1.819499e-08,-5.174871e-06,5.020696e-06
2.060000e-11,1.310734e-05,-1.957406e-06,1.634928e-05,1.245259e-05,-3.805206e-06,6.583349e-09,1.320437e-09,-5.122827e-06,4.337794e-06
2.080000e-11,1.676151e-05,-7.126054e-07,1.691628e-05,9.181629e-06,-4.890523e-06,2.099498e-08,-1.516571e-08,-5.058224e-06,3.194645e-06
2.100000e-11,1.741524e-05,1.437186e-06,1.517609e-05,5.137718e-06,-4.960965e-06,2.524019e-08,-2.264614e-08,-4.990531e-06,1.781349e-06
2.120000e-11,1.518718e-05,4.091804e-06,1.142939e-05,9.003451e-07,-4.087798e-06,1.749867e-08,-1.799172e-08,-4.927752e-06,3.004286e-07
2.140000e-11,1.056101e-05,6.665355e-06,6.258020e-06,-2.995287e-06,-2.477804e-06,1.565760e-09,-4.656090e-09,-4.876479e-06,-1.061065e-06
2.160000e-11,4.312187e-06,8.501103e-06,4.520677e-07,-6.122244e-06,-4.375652e-07,-1.475269e-08,9.803906e-09,-4.842395e-06,-2.153916e-06
2.180000e-11,-2.587071e-06,9.016233e-06,-5.116242e-06,-8.201506e-06,1.671537e-06,-2.328941e-08,1.803902e-08,-4.829679e-06,-2.880604e-06
2.200000e-11,-9.116839e-06,7.847874e-06,-9.653404e-06,-9.114897e-06,3.495481e-06,-1.971410e-08,1.657745e-08,-4.839374e-06,-3.199823e-06
2.220000e-11,-1.439601e-05,4.957222e-06,-1.258621e-05,-8.894843e-06,4.758002e-06,-5.899191e-09,7.056375e-09,-4.868423e-06,-3.122908e-06
2.240000e-11,-1.783726e-05,6.574795e-07,-1.363759e-05,-7.697949e-06,5.313407e-06,1.109133e-08,-5.250942e-09,-4.910628e-06,-2.704595e-06
2.260000e-11,-1.920894e-05,-4.439419e-06,-1.283060e-05,-5.769690e-06,5.160622e-06,2.272098e-08,-1.443873e-08,-4.958872e-06,-2.030680e-06
2.280000e-11,-1.859986e-05,-9.534302e-06,-1.044688e-05,-3.405800e-06,4.418951e-06,2.324989e-08,-1.676257e-08,-5.006998e-06,-1.204524e-06
2.300000e-11,-1.633349e-05,-1.377839e-05,-6.964991e-06,-9.143732e-07,3.284201e-06,1.246647e-08,-1.194409e-08,-5.050350e-06,-3.338014e-07
2.320000e-11,-1.288252e-05,-1.641360e-05,-2.983794e-06,1.418163e-06,1.985215e-06,-4.268449e-09,-2.717908e-09,-5.085313e-06,4.813863e-07
2.340000e-11,-8.802113e-06,-1.690221e-05,8.743916e-07,3.354355e-06,7.489208e-07,-1.869115e-08,6.767132e-09,-5.108885e-06,1.158056e-06
2.360000e-11,-4.666809e-06,-1.503195e-05,4.071341e-06,4.724207e-06,-2.298057e-07,-2.383805e-08,1.275273e-08,-5.118991e-06,1.636799e-06
2.380000e-11,-9.944727e-07,-1.097562e-05,6.242128e-06,5.434198e-06,-8.175079e-07,-1.760841e-08,1.316452e-08,-5.115250e-06,1.884932e-06
2.400000e-11,1.832376e-06,-5.283113e-06,7.238194e-06,5.467969e-06,-9.656073e-07,-3.671624e-09,8.136545e-09,-5.099341e-06,1.896739e-06
2.420000e-11,3.616609e-06,1.203348e-06,7.118313e-06,4.880683e-06,-7.164398e-07,1.070492e-08,-1.670634e-10,-5.074511e-06,1.691497e-06
2.440000e-11,4.345678e-06,7.496308e-06,6.102664e-06,3.788706e-06,-1.856222e-07,1.852647e-08,-8.313890e-09,-5.044571e-06,1.309871e-06
2.460000e-11,4.146739e-06,1.263616e-05,4.510254e-06,2.355169e-06,4.730560e-07,1.652453e-08,-1.283303e-08,-5.013056e-06,8.088691e-07
2.480000e-11,3.225549e-06,1.584885e-05,2.692292e-06,7.715700e-07,1.105915e-06,6.533381e-09,-1.161915e-08,-4.982919e-06,2.554173e-07
2.500000e-11,1.814416e-06,1.666040e-05,9.677924e-07,-7.637981e-07,1.588924e-06,-5.762027e-09,-4.969405e-09,-4.956591e-06,-2.811835e-07
2.520000e-11,1.366129e-07,1.495984e-05,-4.305484e-07,-2.068565e-06,1.845303e-06,-1.397013e-08,4.302055e-09,-4.936046e-06,-7.371944e-07
2.540000e-11,-1.618978e-06,1.101265e-05,-1.388628e-06,-2.997370e-06,1.854075e-06,-1.431088e-08,1.190432e-08,-4.922677e-06,-1.061809e-06
2.560000e-11,-3.317359e-06,5.424481e-06,-1.913009e-06,-3.458671e-06,1.651472e-06,-7.319455e-09,1.398394e-08,-4.917103e-06,-1.223031e-06
2.580000e-11,-4.885343e-06,-9.496457e-07,-2.104461e-06,-3.425298e-06,1.322536e-06,2.849226e-09,9.124182e-09,-4.919139e-06,-1.211362e-06
2.600000e-11,-6.299186e-06,-7.147107e-06,-2.113681e-06,-2.937265e-06,9.800419e-07,1.089515e-08,-6.382501e-10,-4.928002e-06,-1.040791e-06
2.620000e-11,-7.553564e-06,-1.226448e-05,-2.092630e-06,-2.095874e-06,7.341331e-07,1.313767e-08,-1.056127e-08,-4.942614e-06,-7.467247e-07
2.640000e-11,-8.626961e-06,-1.560651e-05,-2.152395e-06,-1.048949e-06,6.629572e-07,9.141549e-09,-1.553673e-08,-4.961774e-06,-3.808310e-07
2.660000e-11,-9.461671e-06,-1.678177e-05,-2.335216e-06,3.141106e-08,7.947979e-07,1.533933e-09,-1.280427e-08,-4.984130e-06,-3.259289e-09
2.680000e-11,-9.966746e-06,-1.573501e-05,-2.605619e-06,9.754246e-07,1.105539e-06,-5.680810e-09,-3.515763e-09,-5.008037e-06,3.266546e-07
2.700000e-11,-1.003878e-05,-1.272868e-05,-2.862295e-06,1.642254e-06,1.527973e-06,-9.272755e-09,7.743629e-09,-5.031496e-06,5.596936e-07
2.720000e-11,-9.589210e-06,-8.289491e-06,-2.967529e-06,1.942192e-06,1.967098e-06,-8.242180e-09,1.527327e-08,-5.052287e-06,6.645117e-07
2.740000e-11,-8.570180e-06,-3.126010e-06,-2.786441e-06,1.850692e-06,2.318224e-06,-3.933796e-09,1.524390e-08,-5.068249e-06,6.325336e-07
2.760000e-11,-6.996791e-06,1.982153e-06,-2.226286e-06,1.411769e-06,2.487492e-06,1.029967e-09,7.767654e-09,-5.077582e-06,4.791417e-07
2.780000e-11,-4.964278e-06,6.311833e-06,-1.267034e-06,7.298479e-07,2.413123e-06,4.247243e-09,-3.144009e-09,-5.079078e-06,2.408278e-07
2.800000e-11,-2.654447e-06,9.312520e-06,2.313964e-08,-4.902685e-08,2.082075e-06,4.636270e-09,-1.177299e-08,-5.072264e-06,-3.137249e-08
2.820000e-11,-3.239715e-07,1.068107e-05,1.491221e-06,-7.637170e-07,1.535820e-06,2.669980e-09,-1.379314e-08,-5.057507e-06,-2.811471e-07
2.840000e-11,1.727870e-06,1.038156e-05,2.922131e-06,-1.267636e-06,8.627170e-07,-1.923576e-10,-8.516243e-09,-5.036084e-06,-4.572663e-07
2.860000e-11,3.205906e-06,8.618087e-06,4.077179e-06,-1.456088e-06,1.800199e-07,-2.421194e-09,9.045583e-10,-5.010158e-06,-5.231372e-07
2.880000e-11,3.868797e-06,5.778338e-06,4.740137e-06,-1.286253e-06,-3.885876e-07,-3.144584e-09,9.319209e-09,-4.982585e-06,-4.637893e-07
2.900000e-11,3.571380e-06,2.361481e-06,4.760711e-06,-7.861000e-07,-7.350088e-07,-2.370850e-09,1.239779e-08,-4.956575e-06,-2.889942e-07
2.920000e-11,2.293794e-06,-1.102731e-06,4.086335e-06,-5.045408e-08,-7.858094e-07,-7.301938e-10,8.878991e-09,-4.935282e-06,-3.189057e-08
2.940000e-11,1.542845e-07,-4.136441e-06,2.776525e-06,7.754446e-07,-5.166195e-07,9.934522e-10,1.056859e-09,-4.921392e-06,2.567594e-07
2.980000e-11,-5.609964e-06,-7.655205e-06,-1.001617e-06,2.028401e-06,8.026508e-07,2.766432e-09,-1.033460e-08,-4.922124e-06,6.946648e-07
3.000000e-11,-8.478810e-06,-7.929975e-06,-2.929536e-06,2.170894e-06,1.646576e-06,2.607850e-09,-8.372830e-09,-4.936919e-06,7.444629e-07
3.020000e-11,-1.080959e-05,-7.333791e-06,-4.500645e-06,1.890470e-06,2.435269e-06,1.878299e-09,-2.303377e-09,-4.959320e-06,6.464520e-07
3.040000e-11,-1.227816e-05,-6.091386e-06,-5.483850e-06,1.205083e-06,3.040433e-06,7.254507e-10,4.396139e-09,-4.986496e-06,4.069102e-07
3.060000e-11,-1.267851e-05,-4.475155e-06,-5.740742e-06,2.098618e-07,3.364132e-06,-6.493445e-10,8.275981e-09,-5.015037e-06,5.908754e-08
3.080000e-11,-1.195142e-05,-2.756329e-06,-5.246626e-06,-9.369930e-07,3.353770e-06,-1.942766e-09,7.696701e-09,-5.041417e-06,-3.417253e-07
3.100000e-11,-1.019276e-05,-1.164411e-06,-4.091546e-06,-2.040244e-06,3.009856e-06,-2.771735e-09,3.479526e-09,-5.062406e-06,-7.272956e-07
3.120000e-11,-7.641919e-06,1.408722e-07,-2.462528e-06,-2.901290e-06,2.386155e-06,-2.804083e-09,-1.804441e-09,-5.075426e-06,-1.028217e-06
3.140000e-11,-4.650430e-06,1.081299e-06,-6.109366e-07,-3.353591e-06,1.581637e-06,-1.946149e-09,-5.377125e-09,-5.078878e-06,-1.186288e-06
3.160000e-11,-1.632199e-06,1.654278e-06,1.189582e-06,-3.293388e-06,7.244043e-07,-4.683776e-10,-5.707771e-09,-5.072408e-06,-1.165247e-06
3.180000e-11,9.985040e-07,1.912384e-06,2.687599e-06,-2.700084e-06,-5.019763e-08,1.043801e-09,-3.123615e-09,-5.057023e-06,-9.578965e-07
3.200000e-11,2.889997e-06,1.935195e-06,3.693034e-06,-1.642582e-06,-6.228301e-07,1.933025e-09,6.240008e-10,-5.034948e-06,-5.883143e-07
3.220000e-11,3.804459e-06,1.801687e-06,4.103723e-06,-2.703595e-07,-9.097603e-07,1.798198e-09,3.462750e-09,-5.009252e-06,-1.087401e-07
3.240000e-11,3.648731e-06,1.569840e-06,3.914983e-06,1.209404e-06,-8.751700e-07,7.272914e-10,4.104352e-09,-4.983350e-06,4.084208e-07
