time,"I(LQ|XBFR1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(LOUT|XBFR1)","I(RX1)","I(RX2)","I(RIN)","I(LYOUT)"
1.599000e-09,3.672755e-06,-3.820962e-06,-7.267077e-06,8.115713e-05,-7.436666e-07,2.581473e-05,-8.105890e-04,4.999102e-06,2.911051e-05
1.599200e-09,3.714363e-06,-3.776808e-06,-7.413986e-06,8.095581e-05,-7.571576e-07,2.072115e-05,-8.107352e-04,4.999063e-06,2.904029e-05
1.599400e-09,3.756914e-06,-3.735589e-06,-7.561093e-06,8.080248e-05,-7.706747e-07,1.562676e-05,-8.108494e-04,4.999030e-06,2.898681e-05
1.599600e-09,3.800059e-06,-3.697682e-06,-7.707688e-06,8.070172e-05,-7.840530e-07,1.053175e-05,-8.109315e-04,4.999001e-06,2.895167e-05
1.599800e-09,3.843500e-06,-3.663303e-06,-7.852230e-06,8.065438e-05,-7.971398e-07,5.436319e-06,-8.109817e-04,4.998975e-06,2.893517e-05
1.600000e-09,3.887048e-06,-3.632464e-06,-7.992692e-06,8.065764e-05,-8.098235e-07,3.406757e-07,-8.109998e-04,4.998950e-06,2.893633e-05
1.600200e-09,3.930667e-06,-3.604953e-06,-8.126974e-06,8.070543e-05,-8.220583e-07,-4.754981e-06,-8.109860e-04,4.998922e-06,2.895302e-05
1.600400e-09,3.974499e-06,-3.580324e-06,-8.253332e-06,8.078895e-05,-8.338830e-07,-9.850448e-06,-8.109401e-04,4.998890e-06,2.898217e-05
1.600600e-09,4.018861e-06,-3.557921e-06,-8.370740e-06,8.089739e-05,-8.454279e-07,-1.494552e-05,-8.108622e-04,4.998851e-06,2.901999e-05
1.600800e-09,4.064212e-06,-3.536921e-06,-8.479122e-06,8.101876e-05,-8.569095e-07,-2.004000e-05,-8.107523e-04,4.998805e-06,2.906231e-05
1.601000e-09,4.111105e-06,-3.516398e-06,-8.579417e-06,8.114073e-05,-8.686114e-07,-2.513369e-05,-8.106104e-04,4.998753e-06,2.910480e-05
1.601200e-09,4.160106e-06,-3.495410e-06,-8.673464e-06,8.125147e-05,-8.808537e-07,-3.022637e-05,-8.104364e-04,4.998696e-06,2.914334e-05
1.601400e-09,4.211724e-06,-3.473088e-06,-8.763727e-06,8.134043e-05,-8.939548e-07,-3.531786e-05,-8.102305e-04,4.998637e-06,2.917424e-05
1.601600e-09,4.266327e-06,-3.448726e-06,-8.852898e-06,8.139902e-05,-9.081910e-07,-4.040794e-05,-8.099926e-04,4.998580e-06,2.919449e-05
1.601800e-09,4.324090e-06,-3.421848e-06,-8.943461e-06,8.142105e-05,-9.237584e-07,-4.549643e-05,-8.097227e-04,4.998529e-06,2.920193e-05
1.602000e-09,4.384958e-06,-3.392258e-06,-9.037271e-06,8.140311e-05,-9.407456e-07,-5.058311e-05,-8.094209e-04,4.998486e-06,2.919538e-05
1.602200e-09,4.448648e-06,-3.360049e-06,-9.135237e-06,8.134468e-05,-9.591184e-07,-5.566780e-05,-8.090871e-04,4.998454e-06,2.917465e-05
1.602400e-09,4.514683e-06,-3.325590e-06,-9.237161e-06,8.124801e-05,-9.787230e-07,-6.075030e-05,-8.087213e-04,4.998433e-06,2.914052e-05
1.602600e-09,4.582453e-06,-3.289465e-06,-9.341761e-06,8.111794e-05,-9.993054e-07,-6.583040e-05,-8.083237e-04,4.998422e-06,2.909469e-05
1.602800e-09,4.651310e-06,-3.252399e-06,-9.446886e-06,8.096146e-05,-1.020546e-06,-7.090790e-05,-8.078941e-04,4.998419e-06,2.903960e-05
1.603000e-09,4.720667e-06,-3.215166e-06,-9.549878e-06,8.078717e-05,-1.042107e-06,-7.598262e-05,-8.074326e-04,4.998419e-06,2.897825e-05
1.603200e-09,4.790092e-06,-3.178499e-06,-9.648039e-06,8.060468e-05,-1.063681e-06,-8.105434e-05,-8.069393e-04,4.998417e-06,2.891401e-05
1.603400e-09,4.859398e-06,-3.143004e-06,-9.739102e-06,8.042395e-05,-1.085037e-06,-8.612286e-05,-8.064141e-04,4.998408e-06,2.885035e-05
1.603600e-09,4.928689e-06,-3.109106e-06,-9.821639e-06,8.025464e-05,-1.106065e-06,-9.118798e-05,-8.058570e-04,4.998386e-06,2.879066e-05
1.603800e-09,4.998377e-06,-3.077020e-06,-9.895331e-06,8.010548e-05,-1.126791e-06,-9.624951e-05,-8.052682e-04,4.998346e-06,2.873798e-05
1.604000e-09,5.069158e-06,-3.046751e-06,-9.961040e-06,7.998373e-05,-1.147381e-06,-1.013072e-04,-8.046475e-04,4.998286e-06,2.869484e-05
1.604200e-09,5.141941e-06,-3.018126e-06,-1.002068e-05,7.989467e-05,-1.168128e-06,-1.063610e-04,-8.039951e-04,4.998205e-06,2.866310e-05
1.604400e-09,5.217756e-06,-2.990841e-06,-1.007690e-05,7.984134e-05,-1.189412e-06,-1.114105e-04,-8.033110e-04,4.998104e-06,2.864382e-05
1.604600e-09,5.297636e-06,-2.964518e-06,-1.013263e-05,7.982428e-05,-1.211654e-06,-1.164556e-04,-8.025951e-04,4.997986e-06,2.863719e-05
1.604800e-09,5.382501e-06,-2.938764e-06,-1.019059e-05,7.984158e-05,-1.235259e-06,-1.214961e-04,-8.018475e-04,4.997855e-06,2.864253e-05
1.605000e-09,5.473062e-06,-2.913211e-06,-1.025281e-05,7.988896e-05,-1.260573e-06,-1.265318e-04,-8.010683e-04,4.997717e-06,2.865836e-05
1.605200e-09,5.569740e-06,-2.887550e-06,-1.032031e-05,7.996010e-05,-1.287832e-06,-1.315625e-04,-8.002575e-04,4.997578e-06,2.868246e-05
1.605400e-09,5.672639e-06,-2.861531e-06,-1.039291e-05,8.004712e-05,-1.317145e-06,-1.365880e-04,-7.994151e-04,4.997443e-06,2.871208e-05
1.605600e-09,5.781560e-06,-2.834963e-06,-1.046928e-05,8.014110e-05,-1.348490e-06,-1.416082e-04,-7.985411e-04,4.997318e-06,2.874411e-05
1.605800e-09,5.896047e-06,-2.807689e-06,-1.054721e-05,8.023281e-05,-1.381728e-06,-1.466227e-04,-7.976356e-04,4.997205e-06,2.877531e-05
1.606000e-09,6.015481e-06,-2.779570e-06,-1.062398e-05,8.031335e-05,-1.416641e-06,-1.516315e-04,-7.966986e-04,4.997106e-06,2.880257e-05
1.606200e-09,6.139182e-06,-2.750466e-06,-1.069685e-05,8.037483e-05,-1.452974e-06,-1.566342e-04,-7.957301e-04,4.997020e-06,2.882315e-05
1.606400e-09,6.266523e-06,-2.720230e-06,-1.076355e-05,8.041094e-05,-1.490486e-06,-1.616308e-04,-7.947302e-04,4.996945e-06,2.883483e-05
1.606600e-09,6.397024e-06,-2.688719e-06,-1.082259e-05,8.041740e-05,-1.528993e-06,-1.666210e-04,-7.936990e-04,4.996878e-06,2.883612e-05
1.606800e-09,6.530429e-06,-2.655807e-06,-1.087355e-05,8.039225e-05,-1.568402e-06,-1.716046e-04,-7.926364e-04,4.996815e-06,2.882634e-05
1.607000e-09,6.666739e-06,-2.621411e-06,-1.091706e-05,8.033588e-05,-1.608724e-06,-1.765815e-04,-7.915426e-04,4.996749e-06,2.880561e-05
1.607200e-09,6.806214e-06,-2.585515e-06,-1.095462e-05,8.025093e-05,-1.650074e-06,-1.815514e-04,-7.904175e-04,4.996678e-06,2.877486e-05
1.607400e-09,6.949343e-06,-2.548189e-06,-1.098831e-05,8.014200e-05,-1.692653e-06,-1.865141e-04,-7.892612e-04,4.996595e-06,2.873570e-05
1.607600e-09,7.096784e-06,-2.509586e-06,-1.102038e-05,8.001520e-05,-1.736713e-06,-1.914694e-04,-7.880737e-04,4.996498e-06,2.869028e-05
1.607800e-09,7.249295e-06,-2.469934e-06,-1.105282e-05,7.987765e-05,-1.782525e-06,-1.964172e-04,-7.868551e-04,4.996385e-06,2.864106e-05
1.608000e-09,7.407671e-06,-2.429503e-06,-1.108704e-05,7.973683e-05,-1.830348e-06,-2.013572e-04,-7.856054e-04,4.996252e-06,2.859067e-05
1.608200e-09,7.572690e-06,-2.388564e-06,-1.112372e-05,7.960010e-05,-1.880402e-06,-2.062893e-04,-7.843248e-04,4.996100e-06,2.854168e-05
1.608400e-09,7.745082e-06,-2.347348e-06,-1.116269e-05,7.947414e-05,-1.932859e-06,-2.112132e-04,-7.830132e-04,4.995929e-06,2.849643e-05
1.608600e-09,7.925524e-06,-2.306002e-06,-1.120316e-05,7.936452e-05,-1.987849e-06,-2.161288e-04,-7.816706e-04,4.995737e-06,2.845686e-05
1.608800e-09,8.114659e-06,-2.264560e-06,-1.124389e-05,7.927542e-05,-2.045479e-06,-2.210359e-04,-7.802972e-04,4.995525e-06,2.842443e-05
1.609000e-09,8.313131e-06,-2.222932e-06,-1.128357e-05,7.920934e-05,-2.105857e-06,-2.259342e-04,-7.788930e-04,4.995294e-06,2.840001e-05
1.609200e-09,8.521619e-06,-2.180909e-06,-1.132109e-05,7.916711e-05,-2.169122e-06,-2.308237e-04,-7.774580e-04,4.995044e-06,2.838391e-05
1.609400e-09,8.740881e-06,-2.138186e-06,-1.135581e-05,7.914782e-05,-2.235473e-06,-2.357040e-04,-7.759924e-04,4.994774e-06,2.837579e-05
1.609600e-09,8.971763e-06,-2.094399e-06,-1.138764e-05,7.914901e-05,-2.305179e-06,-2.405750e-04,-7.744961e-04,4.994486e-06,2.837480e-05
1.609800e-09,9.215213e-06,-2.049162e-06,-1.141704e-05,7.916686e-05,-2.378583e-06,-2.454365e-04,-7.729692e-04,4.994179e-06,2.837960e-05
1.610000e-09,9.472252e-06,-2.002104e-06,-1.144486e-05,7.919642e-05,-2.456088e-06,-2.502883e-04,-7.714118e-04,4.993853e-06,2.838847e-05
1.610200e-09,9.743950e-06,-1.952894e-06,-1.147207e-05,7.923205e-05,-2.538137e-06,-2.551302e-04,-7.698240e-04,4.993509e-06,2.839943e-05
1.610400e-09,1.003138e-05,-1.901251e-06,-1.149952e-05,7.926768e-05,-2.625179e-06,-2.599620e-04,-7.682058e-04,4.993146e-06,2.841037e-05
1.610600e-09,1.033557e-05,-1.846943e-06,-1.152767e-05,7.929730e-05,-2.717638e-06,-2.647836e-04,-7.665572e-04,4.992766e-06,2.841917e-05
1.610800e-09,1.065752e-05,-1.789772e-06,-1.155642e-05,7.931530e-05,-2.815897e-06,-2.695947e-04,-7.648784e-04,4.992368e-06,2.842388e-05
1.611000e-09,1.099812e-05,-1.729551e-06,-1.158509e-05,7.931683e-05,-2.920279e-06,-2.743952e-04,-7.631694e-04,4.991950e-06,2.842281e-05
1.611200e-09,1.135828e-05,-1.666089e-06,-1.161253e-05,7.929815e-05,-3.031059e-06,-2.791848e-04,-7.614303e-04,4.991511e-06,2.841465e-05
1.611400e-09,1.173888e-05,-1.599172e-06,-1.163730e-05,7.925683e-05,-3.148479e-06,-2.839635e-04,-7.596611e-04,4.991050e-06,2.839855e-05
1.611600e-09,1.214088e-05,-1.528560e-06,-1.165794e-05,7.919192e-05,-3.272780e-06,-2.887309e-04,-7.578619e-04,4.990561e-06,2.837418e-05
1.611800e-09,1.256541e-05,-1.453995e-06,-1.167327e-05,7.910397e-05,-3.404243e-06,-2.934869e-04,-7.560329e-04,4.990042e-06,2.834172e-05
1.612000e-09,1.301380e-05,-1.375213e-06,-1.168263e-05,7.899495e-05,-3.543228e-06,-2.982313e-04,-7.541739e-04,4.989486e-06,2.830187e-05
1.612200e-09,1.348771e-05,-1.291960e-06,-1.168598e-05,7.886810e-05,-3.690204e-06,-3.029639e-04,-7.522852e-04,4.988888e-06,2.825577e-05
1.612400e-09,1.398911e-05,-1.204007e-06,-1.168393e-05,7.872762e-05,-3.845773e-06,-3.076846e-04,-7.503668e-04,4.988241e-06,2.820487e-05
1.612600e-09,1.452036e-05,-1.111153e-06,-1.167762e-05,7.857836e-05,-4.010682e-06,-3.123931e-04,-7.484188e-04,4.987537e-06,2.815088e-05
1.612800e-09,1.508419e-05,-1.013215e-06,-1.166853e-05,7.842541e-05,-4.185818e-06,-3.170893e-04,-7.464412e-04,4.986769e-06,2.809556e-05
1.613000e-09,1.568371e-05,-9.100030e-07,-1.165819e-05,7.827374e-05,-4.372195e-06,-3.217730e-04,-7.444341e-04,4.985930e-06,2.804067e-05
1.613200e-09,1.632239e-05,-8.012858e-07,-1.164789e-05,7.812783e-05,-4.570944e-06,-3.264439e-04,-7.423977e-04,4.985009e-06,2.798776e-05
1.613400e-09,1.700406e-05,-6.867479e-07,-1.163853e-05,7.799137e-05,-4.783297e-06,-3.311020e-04,-7.403319e-04,4.984000e-06,2.793813e-05
1.613600e-09,1.773292e-05,-5.659486e-07,-1.163043e-05,7.786702e-05,-5.010582e-06,-3.357469e-04,-7.382369e-04,4.982891e-06,2.789271e-05
1.613800e-09,1.851355e-05,-4.382877e-07,-1.162335e-05,7.775627e-05,-5.254231e-06,-3.403786e-04,-7.361128e-04,4.981673e-06,2.785201e-05
1.614000e-09,1.935099e-05,-3.029868e-07,-1.161655e-05,7.765939e-05,-5.515796e-06,-3.449969e-04,-7.339596e-04,4.980334e-06,2.781613e-05
1.614200e-09,2.025079e-05,-1.590857e-07,-1.160899e-05,7.757547e-05,-5.796978e-06,-3.496015e-04,-7.317774e-04,4.978862e-06,2.778475e-05
1.614400e-09,2.121905e-05,-5.456653e-09,-1.159953e-05,7.750251e-05,-6.099664e-06,-3.541922e-04,-7.295663e-04,4.977242e-06,2.775717e-05
1.614600e-09,2.226260e-05,1.591712e-07,-1.158707e-05,7.743763e-05,-6.425967e-06,-3.587690e-04,-7.273265e-04,4.975460e-06,2.773239e-05
1.614800e-09,2.338896e-05,3.361806e-07,-1.157079e-05,7.737730e-05,-6.778251e-06,-3.633316e-04,-7.250579e-04,4.973500e-06,2.770918e-05
1.615000e-09,2.460650e-05,5.270390e-07,-1.155012e-05,7.731758e-05,-7.159168e-06,-3.678798e-04,-7.227607e-04,4.971343e-06,2.768615e-05
1.615200e-09,2.592445e-05,7.332788e-07,-1.152481e-05,7.725439e-05,-7.571662e-06,-3.724135e-04,-7.204350e-04,4.968970e-06,2.766188e-05
1.615400e-09,2.735290e-05,9.564929e-07,-1.149480e-05,7.718379e-05,-8.018974e-06,-3.769324e-04,-7.180808e-04,4.966364e-06,2.763500e-05
1.615600e-09,2.890285e-05,1.198343e-06,-1.146010e-05,7.710220e-05,-8.504625e-06,-3.814364e-04,-7.156983e-04,4.963503e-06,2.760424e-05
1.615800e-09,3.058608e-05,1.460580e-06,-1.142068e-05,7.700660e-05,-9.032396e-06,-3.859252e-04,-7.132876e-04,4.960370e-06,2.756857e-05
1.616000e-09,3.241514e-05,1.745067e-06,-1.137630e-05,7.689472e-05,-9.606278e-06,-3.903988e-04,-7.108487e-04,4.956947e-06,2.752718e-05
1.616200e-09,3.440317e-05,2.053792e-06,-1.132650e-05,7.676513e-05,-1.023042e-05,-3.948569e-04,-7.083817e-04,4.953221e-06,2.747957e-05
1.616400e-09,3.656363e-05,2.388872e-06,-1.127061e-05,7.661729e-05,-1.090906e-05,-3.992993e-04,-7.058868e-04,4.949185e-06,2.742556e-05
1.616600e-09,3.890996e-05,2.752517e-06,-1.120781e-05,7.645157e-05,-1.164636e-05,-4.037259e-04,-7.033640e-04,4.944842e-06,2.736527e-05
1.616800e-09,4.145495e-05,3.146962e-06,-1.113723e-05,7.626918e-05,-1.244628e-05,-4.081365e-04,-7.008134e-04,4.940212e-06,2.729914e-05
1.617000e-09,4.420995e-05,3.574345e-06,-1.105816e-05,7.607209e-05,-1.331228e-05,-4.125309e-04,-6.982352e-04,4.935336e-06,2.722783e-05
1.617200e-09,4.718357e-05,4.036530e-06,-1.097012e-05,7.586283e-05,-1.424697e-05,-4.169089e-04,-6.956294e-04,4.930288e-06,2.715225e-05
1.617400e-09,5.038007e-05,4.534865e-06,-1.087298e-05,7.564435e-05,-1.525154e-05,-4.212704e-04,-6.929961e-04,4.925185e-06,2.707342e-05
1.617600e-09,5.379707e-05,5.069860e-06,-1.076703e-05,7.541981e-05,-1.632509e-05,-4.256153e-04,-6.903355e-04,4.920200e-06,2.699245e-05
1.617800e-09,5.742278e-05,5.640793e-06,-1.065293e-05,7.519231e-05,-1.746374e-05,-4.299434e-04,-6.876476e-04,4.915577e-06,2.691042e-05
1.618000e-09,6.123268e-05,6.245227e-06,-1.053172e-05,7.496476e-05,-1.865957e-05,-4.342547e-04,-6.849326e-04,4.911637e-06,2.682834e-05
1.618200e-09,6.518601e-05,6.878462e-06,-1.040474e-05,7.473961e-05,-1.989952e-05,-4.385490e-04,-6.821905e-04,4.908788e-06,2.674708e-05
1.618400e-09,6.922244e-05,7.532960e-06,-1.027361e-05,7.451870e-05,-2.116436e-05,-4.428263e-04,-6.794215e-04,4.907504e-06,2.666727e-05
1.618600e-09,7.325997e-05,8.197813e-06,-1.014021e-05,7.430312e-05,-2.242803e-05,-4.470865e-04,-6.766257e-04,4.908304e-06,2.658930e-05
1.618800e-09,7.719488e-05,8.858395e-06,-1.000674e-05,7.409308e-05,-2.365771e-05,-4.513296e-04,-6.738031e-04,4.911680e-06,2.651325e-05
1.619000e-09,8.090508e-05,9.496348e-06,-9.875746e-06,7.388787e-05,-2.481489e-05,-4.555555e-04,-6.709540e-04,4.918022e-06,2.643885e-05
1.619200e-09,8.425764e-05,1.009011e-05,-9.750212e-06,7.368583e-05,-2.585792e-05,-4.597639e-04,-6.680783e-04,4.927505e-06,2.636554e-05
1.619400e-09,8.712050e-05,1.061610e-05,-9.633531e-06,7.348434e-05,-2.674570e-05,-4.639547e-04,-6.651763e-04,4.939999e-06,2.629240e-05
1.619600e-09,8.937741e-05,1.105074e-05,-9.529396e-06,7.327988e-05,-2.744252e-05,-4.681275e-04,-6.622481e-04,4.955004e-06,2.621819e-05
1.619800e-09,9.094345e-05,1.137299e-05,-9.441534e-06,7.306814e-05,-2.792283e-05,-4.722820e-04,-6.592936e-04,4.971653e-06,2.614142e-05
1.620000e-09,9.177837e-05,1.156732e-05,-9.373275e-06,7.284413e-05,-2.817540e-05,-4.764177e-04,-6.563132e-04,4.988799e-06,2.606033e-05
1.620200e-09,9.189457e-05,1.162659e-05,-9.326984e-06,7.260237e-05,-2.820553e-05,-4.805344e-04,-6.533069e-04,5.005153e-06,2.597301e-05
1.620400e-09,9.135793e-05,1.155415e-05,-9.303445e-06,7.233714e-05,-2.803504e-05,-4.846317e-04,-6.502747e-04,5.019472e-06,2.587747e-05
1.620600e-09,9.028138e-05,1.136484e-05,-9.301297e-06,7.204275e-05,-2.769996e-05,-4.887093e-04,-6.472169e-04,5.030721e-06,2.577171e-05
1.620800e-09,8.881286e-05,1.108437e-05,-9.316679e-06,7.171383e-05,-2.724651e-05,-4.927671e-04,-6.441336e-04,5.038196e-06,2.565386e-05
1.621000e-09,8.712013e-05,1.074712e-05,-9.343196e-06,7.134572e-05,-2.672631e-05,-4.968050e-04,-6.410249e-04,5.041568e-06,2.552229e-05
1.621200e-09,8.537564e-05,1.039252e-05,-9.372303e-06,7.093476e-05,-2.619179e-05,-5.008227e-04,-6.378909e-04,5.040870e-06,2.537572e-05
1.621400e-09,8.374343e-05,1.006065e-05,-9.394101e-06,7.047861e-05,-2.569234e-05,-5.048201e-04,-6.347317e-04,5.036426e-06,2.521334e-05
1.621600e-09,8.236936e-05,9.787844e-06,-9.398475e-06,6.997645e-05,-2.527175e-05,-5.087971e-04,-6.315475e-04,5.028775e-06,2.503485e-05
1.621800e-09,8.137466e-05,9.602914e-06,-9.376408e-06,6.942915e-05,-2.496653e-05,-5.127537e-04,-6.283383e-04,5.018581e-06,2.484056e-05
1.622000e-09,8.085209e-05,9.524780e-06,-9.321225e-06,6.883923e-05,-2.480502e-05,-5.166898e-04,-6.251044e-04,5.006584e-06,2.463135e-05
1.622200e-09,8.086339e-05,9.561670e-06,-9.229553e-06,6.821071e-05,-2.480667e-05,-5.206054e-04,-6.218457e-04,4.993561e-06,2.440863e-05
1.622400e-09,8.143727e-05,9.711871e-06,-9.101771e-06,6.754888e-05,-2.498132e-05,-5.245005e-04,-6.185625e-04,4.980321e-06,2.417424e-05
1.622600e-09,8.256731e-05,9.965581e-06,-8.941862e-06,6.685984e-05,-2.532818e-05,-5.283751e-04,-6.152549e-04,4.967699e-06,2.393033e-05
1.622800e-09,8.420986e-05,1.030724e-05,-8.756685e-06,6.615009e-05,-2.583486e-05,-5.322291e-04,-6.119229e-04,4.956554e-06,2.367915e-05
1.623000e-09,8.628286e-05,1.071772e-05,-8.554804e-06,6.542600e-05,-2.647662e-05,-5.360624e-04,-6.085668e-04,4.947743e-06,2.342293e-05
1.623200e-09,8.866674e-05,1.117580e-05,-8.345135e-06,6.469332e-05,-2.721638e-05,-5.398750e-04,-6.051867e-04,4.942070e-06,2.316369e-05
1.623400e-09,9.120906e-05,1.165897e-05,-8.135683e-06,6.395677e-05,-2.800616e-05,-5.436667e-04,-6.017826e-04,4.940196e-06,2.290308e-05
1.623600e-09,9.373405e-05,1.214345e-05,-7.932646e-06,6.321967e-05,-2.879026e-05,-5.474376e-04,-5.983548e-04,4.942524e-06,2.264226e-05
1.623800e-09,9.605757e-05,1.260418e-05,-7.740024e-06,6.248376e-05,-2.951025e-05,-5.511873e-04,-5.949033e-04,4.949081e-06,2.238182e-05
1.624000e-09,9.800627e-05,1.301520e-05,-7.559776e-06,6.174900e-05,-3.011138e-05,-5.549157e-04,-5.914284e-04,4.959436e-06,2.212177e-05
1.624200e-09,9.943843e-05,1.335096e-05,-7.392378e-06,6.101362e-05,-3.054943e-05,-5.586225e-04,-5.879301e-04,4.972681e-06,2.186147e-05
1.624400e-09,1.002626e-04,1.358864e-05,-7.237564e-06,6.027418e-05,-3.079675e-05,-5.623073e-04,-5.844086e-04,4.987511e-06,2.159974e-05
1.624600e-09,1.004502e-04,1.371142e-05,-7.094961e-06,5.952566e-05,-3.084600e-05,-5.659698e-04,-5.808640e-04,5.002397e-06,2.133481e-05
1.624800e-09,1.000389e-04,1.371182e-05,-6.964386e-06,5.876175e-05,-3.071093e-05,-5.696097e-04,-5.772965e-04,5.015798e-06,2.106448e-05
1.625000e-09,9.912654e-05,1.359453e-05,-6.845673e-06,5.797497e-05,-3.042394e-05,-5.732267e-04,-5.737063e-04,5.026390e-06,2.078614e-05
1.625200e-09,9.785707e-05,1.337769e-05,-6.738065e-06,5.715701e-05,-3.003108e-05,-5.768206e-04,-5.700934e-04,5.033237e-06,2.049688e-05
1.625400e-09,9.640115e-05,1.309208e-05,-6.639368e-06,5.629902e-05,-2.958568e-05,-5.803913e-04,-5.664580e-04,5.035872e-06,2.019361e-05
1.625600e-09,9.493603e-05,1.277810e-05,-6.545157e-06,5.539187e-05,-2.914190e-05,-5.839387e-04,-5.628003e-04,5.034302e-06,1.987313e-05
1.625800e-09,9.362753e-05,1.248086e-05,-6.448351e-06,5.442656e-05,-2.874931e-05,-5.874627e-04,-5.591204e-04,5.028943e-06,1.953231e-05
1.626000e-09,9.261603e-05,1.224417e-05,-6.339418e-06,5.339450e-05,-2.844899e-05,-5.909633e-04,-5.554184e-04,5.020511e-06,1.916814e-05
1.626200e-09,9.200707e-05,1.210459e-05,-6.207298e-06,5.228785e-05,-2.827118e-05,-5.944403e-04,-5.516946e-04,5.009923e-06,1.877788e-05
1.626400e-09,9.186599e-05,1.208659e-05,-6.040930e-06,5.109979e-05,-2.823419e-05,-5.978937e-04,-5.479490e-04,4.998205e-06,1.835915e-05
1.626600e-09,9.221539e-05,1.219962e-05,-5.831117e-06,4.982473e-05,-2.834404e-05,-6.013235e-04,-5.441818e-04,4.986424e-06,1.790999e-05
1.626800e-09,9.303474e-05,1.243762e-05,-5.572282e-06,4.845834e-05,-2.859445e-05,-6.047297e-04,-5.403931e-04,4.975632e-06,1.742890e-05
1.627000e-09,9.426172e-05,1.278068e-05,-5.263725e-06,4.699758e-05,-2.896712e-05,-6.081123e-04,-5.365831e-04,4.966817e-06,1.691480e-05
1.627200e-09,9.579585e-05,1.319851e-05,-4.910019e-06,4.544055e-05,-2.943252e-05,-6.114713e-04,-5.327519e-04,4.960835e-06,1.636704e-05
1.627400e-09,9.750524e-05,1.365481e-05,-4.520404e-06,4.378623e-05,-2.995157e-05,-6.148065e-04,-5.288996e-04,4.958325e-06,1.578525e-05
1.627600e-09,9.923738e-05,1.411178e-05,-4.107268e-06,4.203427e-05,-3.047858e-05,-6.181178e-04,-5.250264e-04,4.959615e-06,1.516932e-05
1.627800e-09,1.008341e-04,1.453417e-05,-3.684006e-06,4.018463e-05,-3.096564e-05,-6.214050e-04,-5.211324e-04,4.964637e-06,1.451924e-05
1.628000e-09,1.021493e-04,1.489245e-05,-3.262708e-06,3.823742e-05,-3.136810e-05,-6.246679e-04,-5.172178e-04,4.972885e-06,1.383503e-05
1.628200e-09,1.030672e-04,1.516497e-05,-2.852152e-06,3.619275e-05,-3.165030e-05,-6.279063e-04,-5.132827e-04,4.983441e-06,1.311675e-05
1.628400e-09,1.035176e-04,1.533931e-05,-2.456514e-06,3.405072e-05,-3.179048e-05,-6.311199e-04,-5.093274e-04,4.995082e-06,1.236441e-05
1.628600e-09,1.034853e-04,1.541276e-05,-2.075031e-06,3.181166e-05,-3.178382e-05,-6.343084e-04,-5.053519e-04,5.006448e-06,1.157815e-05
1.628800e-09,1.030110e-04,1.539230e-05,-1.702627e-06,2.947643e-05,-3.164288e-05,-6.374718e-04,-5.013564e-04,5.016242e-06,1.075826e-05
1.629000e-09,1.021847e-04,1.529384e-05,-1.331309e-06,2.704696e-05,-3.139540e-05,-6.406097e-04,-4.973411e-04,5.023414e-06,9.905420e-06
1.629200e-09,1.011322e-04,1.514091e-05,-9.520008e-07,2.452687e-05,-3.108007e-05,-6.437222e-04,-4.933061e-04,5.027288e-06,9.020889e-06
1.629400e-09,9.999765e-05,1.496257e-05,-5.563830e-07,2.192220e-05,-3.074109e-05,-6.468089e-04,-4.892516e-04,5.027615e-06,8.106775e-06
1.629600e-09,9.892622e-05,1.479070e-05,-1.384097e-07,1.924211e-05,-3.042258e-05,-6.498699e-04,-4.851777e-04,5.024563e-06,7.166287e-06
1.629800e-09,9.804777e-05,1.465667e-05,3.047584e-07,1.649964e-05,-3.016373e-05,-6.529050e-04,-4.810846e-04,5.018645e-06,6.203978e-06
1.630000e-09,9.746460e-05,1.458794e-05,7.724657e-07,1.371229e-05,-2.999506e-05,-6.559142e-04,-4.769724e-04,5.010631e-06,5.225970e-06
1.630200e-09,9.724304e-05,1.460476e-05,1.260835e-06,1.090253e-05,-2.993604e-05,-6.588974e-04,-4.728414e-04,5.001449e-06,4.240109e-06
1.630400e-09,9.740893e-05,1.471765e-05,1.763402e-06,8.098000e-06,-2.999382e-05,-6.618546e-04,-4.686916e-04,4.992094e-06,3.256059e-06
1.630600e-09,9.794676e-05,1.492598e-05,2.271862e-06,5.331542e-06,-3.016319e-05,-6.647857e-04,-4.645233e-04,4.983549e-06,2.285297e-06
1.630800e-09,9.880201e-05,1.521789e-05,2.776730e-06,2.640867e-06,-3.042725e-05,-6.676908e-04,-4.603367e-04,4.976704e-06,1.341004e-06
1.631000e-09,9.988683e-05,1.557167e-05,3.267784e-06,6.789879e-08,-3.075921e-05,-6.705698e-04,-4.561319e-04,4.972278e-06,4.378304e-07
1.631200e-09,1.010889e-04,1.595826e-05,3.734279e-06,-2.342233e-06,-3.112498e-05,-6.734225e-04,-4.519092e-04,4.970745e-06,-4.084504e-07
1.631400e-09,1.022834e-04,1.634472e-05,4.165042e-06,-4.542554e-06,-3.148680e-05,-6.762488e-04,-4.476688e-04,4.972264e-06,-1.181421e-06
1.631600e-09,1.033471e-04,1.669806e-05,4.548581e-06,-6.485903e-06,-3.180744e-05,-6.790486e-04,-4.434108e-04,4.976638e-06,-1.864599e-06
