time,"I(RIN1)","I(LQ|XBFR1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(RX1)","I(RX2)"
0.000000e+00,-4.517593e-10,2.158748e-07,2.518728e-07,2.298156e-07,1.547840e-07,2.848955e-13,6.224557e-14
2.000000e-13,-9.858813e-07,5.094524e-08,2.710911e-07,2.588195e-07,1.747866e-07,1.383975e-11,1.128388e-12
4.000000e-13,-1.987732e-06,-2.100558e-07,3.014362e-07,3.099633e-07,2.106237e-07,1.890497e-11,1.988574e-12
6.000000e-13,-2.983088e-06,-6.533823e-07,3.350154e-07,3.883690e-07,2.669565e-07,3.021046e-11,3.741818e-12
8.000000e-13,-3.975722e-06,-1.385505e-06,3.561994e-07,4.991371e-07,3.493303e-07,4.760351e-11,6.773782e-12
1.000000e-12,-4.965377e-06,-2.528890e-06,3.395725e-07,6.477652e-07,4.650288e-07,7.330934e-11,1.171865e-11
1.200000e-12,-4.966773e-06,-4.034103e-06,2.581558e-07,8.405991e-07,6.237333e-07,1.042377e-10,1.889347e-11
1.400000e-12,-4.947373e-06,-6.147401e-06,5.540310e-08,1.082926e-06,8.380472e-07,1.844260e-10,3.106372e-11
1.600000e-12,-4.929088e-06,-8.985307e-06,-3.384187e-07,1.378912e-06,1.124206e-06,3.379885e-10,4.978531e-11
1.800000e-12,-4.906749e-06,-1.269195e-05,-1.020433e-06,1.729415e-06,1.502742e-06,6.255811e-10,7.756453e-11
2.000000e-12,-4.878882e-06,-1.745343e-05,-2.123755e-06,2.129154e-06,1.999073e-06,1.147030e-09,1.159613e-10
2.200000e-12,-4.844159e-06,-2.349916e-05,-3.827544e-06,2.562429e-06,2.643759e-06,2.093928e-09,1.627013e-10
2.400000e-12,-4.801531e-06,-3.109008e-05,-6.368342e-06,2.996950e-06,3.472158e-06,3.845731e-09,2.029184e-10
2.600000e-12,-4.750916e-06,-4.048120e-05,-1.005108e-05,3.375449e-06,4.523161e-06,7.052901e-09,1.845247e-10
2.800000e-12,-4.694338e-06,-5.184125e-05,-1.525644e-05,3.605060e-06,5.836793e-06,1.252814e-08,-3.744855e-11
3.000000e-12,-4.637471e-06,-6.511247e-05,-2.243847e-05,3.544848e-06,7.450661e-06,2.065355e-08,-7.987462e-10
3.200000e-12,-4.591053e-06,-7.981261e-05,-3.210109e-05,2.992272e-06,9.395220e-06,3.021036e-08,-2.750819e-09
3.400000e-12,-4.570545e-06,-9.484124e-05,-4.473044e-05,1.670110e-06,1.168741e-05,3.747285e-08,-6.929171e-09
3.600000e-12,-4.591695e-06,-1.084504e-04,-6.064219e-05,-7.826009e-07,1.432143e-05,3.749443e-08,-1.453682e-08
3.800000e-12,-4.662222e-06,-1.185675e-04,-7.969092e-05,-4.808315e-06,1.725537e-05,2.809819e-08,-2.601005e-08
4.000000e-12,-4.775368e-06,-1.234668e-04,-1.008434e-04,-1.090771e-05,2.039298e-05,1.287170e-08,-3.913658e-08
4.200000e-12,-4.911054e-06,-1.224807e-04,-1.218293e-04,-1.959168e-05,2.356186e-05,-9.415018e-10,-4.779214e-08
4.400000e-12,-5.043305e-06,-1.163267e-04,-1.393117e-04,-3.131484e-05,2.649169e-05,-8.318840e-09,-4.493468e-08
4.600000e-12,-5.148893e-06,-1.068525e-04,-1.497889e-04,-4.638409e-05,2.879952e-05,-1.105907e-08,-2.915788e-08
4.800000e-12,-5.213590e-06,-9.637103e-05,-1.508286e-04,-6.479938e-05,2.999245e-05,-1.721633e-08,-7.147666e-09
5.000000e-12,-5.234328e-06,-8.694281e-05,-1.420013e-04,-8.597756e-05,2.949706e-05,-3.465654e-08,1.115034e-08
5.200000e-12,-5.217342e-06,-7.989953e-05,-1.251326e-04,-1.083926e-04,2.671555e-05,-6.169066e-08,1.945422e-08
5.400000e-12,-5.174093e-06,-7.572754e-05,-1.038160e-04,-1.293675e-04,2.109215e-05,-8.299772e-08,1.803914e-08
5.600000e-12,-5.117097e-06,-7.423872e-05,-8.239431e-05,-1.454236e-04,1.215893e-05,-7.990536e-08,1.142619e-08
5.800000e-12,-5.056999e-06,-7.485594e-05,-6.480985e-05,-1.532995e-04,-4.518147e-07,-4.774076e-08,4.669938e-09
6.000000e-12,-5.001265e-06,-7.686971e-05,-5.375653e-05,-1.511271e-04,-1.698731e-05,-2.994201e-10,1.931006e-09
6.200000e-12,-4.954213e-06,-7.960906e-05,-5.034433e-05,-1.391232e-04,-3.746689e-05,4.179481e-08,7.315739e-09
6.400000e-12,-4.917847e-06,-8.253298e-05,-5.421989e-05,-1.195282e-04,-6.143188e-05,6.521105e-08,2.451115e-08
6.600000e-12,-4.892953e-06,-8.526724e-05,-6.393999e-05,-9.595846e-05,-8.759513e-05,6.885977e-08,5.139274e-08
6.800000e-12,-4.879993e-06,-8.760663e-05,-7.738437e-05,-7.256199e-05,-1.135604e-04,5.925857e-08,7.325528e-08
7.000000e-12,-4.879451e-06,-8.949341e-05,-9.208954e-05,-5.327765e-05,-1.359358e-04,4.364875e-08,6.887731e-08
7.200000e-12,-4.891556e-06,-9.097296e-05,-1.055248e-04,-4.124192e-05,-1.511576e-04,2.635651e-08,3.152743e-08
7.400000e-12,-4.915617e-06,-9.212534e-05,-1.154105e-04,-3.833125e-05,-1.567450e-04,8.488324e-09,-2.101770e-08
7.600000e-12,-4.949430e-06,-9.298772e-05,-1.201102e-04,-4.489913e-05,-1.522038e-04,-1.093475e-08,-6.149089e-08
7.800000e-12,-4.989199e-06,-9.350230e-05,-1.189972e-04,-5.973919e-05,-1.390799e-04,-3.284617e-08,-7.475381e-08
8.000000e-12,-5.030070e-06,-9.351896e-05,-1.126373e-04,-8.024317e-05,-1.202444e-04,-5.472148e-08,-6.528613e-08
8.200000e-12,-5.067053e-06,-9.285158e-05,-1.026843e-04,-1.027386e-04,-9.889160e-05,-6.851773e-08,-4.792356e-08
8.400000e-12,-5.096010e-06,-9.135800e-05,-9.147250e-05,-1.230791e-04,-7.775300e-05,-6.499953e-08,-3.430122e-08
8.600000e-12,-5.114360e-06,-8.900580e-05,-8.140581e-05,-1.375066e-04,-5.875442e-05,-4.263819e-08,-2.679758e-08
8.800000e-12,-5.121324e-06,-8.590128e-05,-7.434945e-05,-1.435367e-04,-4.303996e-05,-1.063138e-08,-2.143707e-08
9.000000e-12,-5.117715e-06,-8.228113e-05,-7.123907e-05,-1.404813e-04,-3.115168e-05,1.817602e-08,-1.410938e-08
9.200000e-12,-5.105420e-06,-7.847928e-05,-7.200862e-05,-1.293862e-04,-2.320300e-05,3.686225e-08,-4.483468e-09
9.400000e-12,-5.086840e-06,-7.488190e-05,-7.580051e-05,-1.124564e-04,-1.899251e-05,4.739361e-08,4.321053e-09
9.600000e-12,-5.064475e-06,-7.187737e-05,-8.132528e-05,-9.227450e-05,-1.807607e-05,5.564446e-08,8.822273e-09
9.800000e-12,-5.040746e-06,-6.980295e-05,-8.721850e-05,-7.116981e-05,-1.982747e-05,6.442845e-08,8.196573e-09
1.000000e-11,-5.017990e-06,-6.889141e-05,-9.229384e-05,-5.093218e-05,-2.350152e-05,7.056678e-08,5.123409e-09
1.020000e-11,-4.998499e-06,-6.922569e-05,-9.566830e-05,-3.283849e-05,-2.829843e-05,6.749377e-08,4.125427e-09
1.040000e-11,-4.984455e-06,-7.071255e-05,-9.679257e-05,-1.781023e-05,-3.342653e-05,5.094494e-08,8.678334e-09
1.060000e-11,-4.977733e-06,-7.308451e-05,-9.543287e-05,-6.528426e-06,-3.816321e-05,2.349455e-08,1.895476e-08
1.080000e-11,-4.979573e-06,-7.593249e-05,-9.163228e-05,5.517115e-07,-4.191280e-05,-5.565009e-09,3.151090e-08
1.100000e-11,-4.990264e-06,-7.876286e-05,-8.565998e-05,3.238405e-06,-4.425426e-05,-2.520766e-08,4.099787e-08
1.120000e-11,-5.008969e-06,-8.106593e-05,-7.795484e-05,1.629850e-06,-4.496802e-05,-2.918171e-08,4.284800e-08
1.140000e-11,-5.033803e-06,-8.238131e-05,-6.907449e-05,-3.887187e-06,-4.403570e-05,-1.989284e-08,3.548005e-08
1.160000e-11,-5.062177e-06,-8.234808e-05,-5.965836e-05,-1.264758e-05,-4.161596e-05,-7.477548e-09,2.099685e-08
1.180000e-11,-5.091301e-06,-8.073344e-05,-5.039767e-05,-2.372086e-05,-3.800760e-05,-4.515463e-09,4.206399e-09
1.200000e-11,-5.118689e-06,-7.743988e-05,-4.199224e-05,-3.596075e-05,-3.361169e-05,-1.883273e-08,-9.456573e-09
1.220000e-11,-5.142491e-06,-7.249569e-05,-3.507890e-05,-4.812724e-05,-2.889711e-05,-4.818915e-08,-1.617981e-08
1.240000e-11,-5.161576e-06,-6.603747e-05,-3.014280e-05,-5.905817e-05,-2.436371e-05,-8.044204e-08,-1.528486e-08
1.260000e-11,-5.175365e-06,-5.829351e-05,-2.744308e-05,-6.781464e-05,-2.049484e-05,-9.972851e-08,-9.374524e-09
1.280000e-11,-5.183544e-06,-4.957326e-05,-2.697774e-05,-7.374588e-05,-1.769944e-05,-9.508048e-08,-2.996751e-09
1.300000e-11,-5.185784e-06,-4.026249e-05,-2.849160e-05,-7.648039e-05,-1.625443e-05,-6.624051e-08,-3.530764e-10
1.320000e-11,-5.181645e-06,-3.081777e-05,-3.151679e-05,-7.588492e-05,-1.626025e-05,-2.339297e-08,-3.100943e-09
1.340000e-11,-5.170709e-06,-2.175134e-05,-3.543191e-05,-7.202861e-05,-1.761732e-05,1.852851e-08,-9.363723e-09
1.360000e-11,-5.152915e-06,-1.359938e-05,-3.952671e-05,-6.517117e-05,-2.002604e-05,4.710843e-08,-1.455086e-08
1.380000e-11,-5.128943e-06,-6.872854e-06,-4.306276e-05,-5.577221e-05,-2.301250e-05,5.713820e-08,-1.369932e-08
1.400000e-11,-5.100441e-06,-1.997478e-06,-4.532752e-05,-4.449733e-05,-2.598176e-05,5.091802e-08,-4.203625e-09
1.420000e-11,-5.069995e-06,7.453971e-07,-4.568676e-05,-3.218840e-05,-2.829472e-05,3.522810e-08,1.250222e-08
1.440000e-11,-5.040833e-06,1.266301e-06,-4.364212e-05,-1.978282e-05,-2.935520e-05,1.745757e-08,3.122150e-08
1.460000e-11,-5.016382e-06,-3.024679e-07,-3.889905e-05,-8.196399e-06,-2.868874e-05,2.939502e-09,4.502313e-08
1.480000e-11,-4.999747e-06,-3.596072e-06,-3.144583e-05,1.796291e-06,-2.600095e-05,-5.879319e-09,4.789956e-08
1.500000e-11,-4.993170e-06,-8.028343e-06,-2.163119e-05,9.654280e-06,-2.121573e-05,-8.977423e-09,3.695114e-08
1.520000e-11,-4.997580e-06,-1.283494e-05,-1.020041e-05,1.512138e-05,-1.450106e-05,-7.855410e-09,1.375941e-08
1.540000e-11,-5.012334e-06,-1.716091e-05,1.768442e-06,1.823524e-05,-6.283625e-06,-4.690412e-09,-1.509593e-08
1.560000e-11,-5.035242e-06,-2.018944e-05,1.304806e-05,1.929609e-05,2.763797e-06,-1.622447e-09,-3.922743e-08
1.580000e-11,-5.062798e-06,-2.128071e-05,2.250071e-05,1.879637e-05,1.178677e-05,-1.168973e-10,-4.830523e-08
1.600000e-11,-5.090530e-06,-2.007923e-05,2.926606e-05,1.731854e-05,1.986989e-05,-4.826753e-10,-3.736989e-08
1.620000e-11,-5.113444e-06,-1.656564e-05,3.283837e-05,1.542204e-05,2.618040e-05,-1.776532e-09,-1.019837e-08
1.640000e-11,-5.126609e-06,-1.105474e-05,3.305370e-05,1.354678e-05,3.008417e-05,-2.287504e-09,2.184082e-08
1.660000e-11,-5.125955e-06,-4.153874e-06,3.005087e-05,1.195368e-05,3.120507e-05,-5.305741e-10,4.497794e-08
1.680000e-11,-5.109170e-06,3.305899e-06,2.425794e-05,1.070769e-05,2.943799e-05,3.692792e-09,4.936382e-08
1.700000e-11,-5.076378e-06,1.036057e-05,1.640404e-05,9.696588e-06,2.494738e-05,8.822514e-09,3.339153e-08
1.720000e-11,-5.030234e-06,1.602605e-05,7.498162e-06,8.675477e-06,1.817232e-05,1.209864e-08,4.389540e-09
1.740000e-11,-4.975429e-06,1.943162e-05,-1.291009e-06,7.330620e-06,9.824260e-06,1.099040e-08,-2.444669e-08
1.760000e-11,-4.917989e-06,1.995955e-05,-8.850217e-06,5.361585e-06,8.364961e-07,4.760869e-09,-3.998328e-08
1.780000e-11,-4.864765e-06,1.736420e-05,-1.434362e-05,2.575210e-06,-7.759292e-06,-4.701193e-09,-3.552808e-08
1.800000e-11,-4.823045e-06,1.184370e-05,-1.734542e-05,-1.030943e-06,-1.500130e-05,-1.332473e-08,-1.419442e-08
1.820000e-11,-4.799748e-06,4.043461e-06,-1.785251e-05,-5.227330e-06,-2.014577e-05,-1.657944e-08,1.280698e-08
1.840000e-11,-4.799873e-06,-5.022774e-06,-1.621413e-05,-9.573155e-06,-2.274757e-05,-1.185932e-08,3.195788e-08
1.860000e-11,-4.824776e-06,-1.413110e-05,-1.303256e-05,-1.349244e-05,-2.267426e-05,-2.919737e-10,3.418212e-08
1.880000e-11,-4.871523e-06,-2.204868e-05,-9.061083e-06,-1.637814e-05,-2.008740e-05,1.330700e-08,1.923763e-08
1.900000e-11,-4.933903e-06,-2.772166e-05,-5.091499e-06,-1.769636e-05,-1.541798e-05,2.258218e-08,-4.341990e-09
1.920000e-11,-5.004259e-06,-3.040871e-05,-1.821752e-06,-1.707823e-05,-9.331360e-06,2.272915e-08,-2.384656e-08
1.940000e-11,-5.074826e-06,-2.975543e-05,2.775150e-07,-1.440046e-05,-2.655377e-06,1.284636e-08,-2.926550e-08
1.960000e-11,-5.137954e-06,-2.583105e-05,1.055811e-06,-9.849216e-06,3.738617e-06,-3.508566e-09,-1.860529e-08
1.980000e-11,-5.185825e-06,-1.914487e-05,6.993866e-07,-3.941473e-06,9.074086e-06,-1.962912e-08,1.420335e-09
2.000000e-11,-5.210972e-06,-1.062529e-05,-3.366629e-07,2.529086e-06,1.278075e-05,-2.835119e-08,1.950612e-08
2.020000e-11,-5.208202e-06,-1.516229e-06,-1.459716e-06,8.626555e-06,1.455046e-05,-2.533596e-08,2.607535e-08
2.040000e-11,-5.177669e-06,6.839136e-06,-2.100869e-06,1.346404e-05,1.435694e-05,-1.155366e-08,1.831545e-08
2.060000e-11,-5.125085e-06,1.327082e-05,-1.856594e-06,1.637069e-05,1.242743e-05,6.827489e-09,1.262264e-09
2.080000e-11,-5.059748e-06,1.699321e-05,-5.810411e-07,1.698729e-05,9.184365e-06,2.140096e-08,-1.549314e-08
2.100000e-11,-4.991233e-06,1.768569e-05,1.584819e-06,1.529018e-05,5.169009e-06,2.556777e-08,-2.330228e-08
2.120000e-11,-4.927608e-06,1.546459e-05,4.241163e-06,1.157512e-05,9.578307e-07,1.758692e-08,-1.893720e-08
2.140000e-11,-4.875513e-06,1.081342e-05,6.803592e-06,6.419886e-06,-2.916991e-06,1.401077e-09,-5.727039e-09
2.160000e-11,-4.840703e-06,4.510241e-06,8.617454e-06,6.122123e-07,-6.031109e-06,-1.504528e-08,8.859332e-09
2.180000e-11,-4.827466e-06,-2.466093e-06,9.102130e-06,-4.975407e-06,-8.107261e-06,-2.352194e-08,1.747341e-08
2.200000e-11,-4.836937e-06,-9.084984e-06,7.896944e-06,-9.546499e-06,-9.027953e-06,-1.973906e-08,1.654569e-08
2.220000e-11,-4.866083e-06,-1.445285e-05,4.965490e-06,-1.252303e-05,-8.825115e-06,-5.686780e-09,7.554088e-09
2.240000e-11,-4.908648e-06,-1.797115e-05,6.237988e-07,-1.362241e-05,-7.653705e-06,1.144319e-08,-4.381880e-09
2.260000e-11,-4.957426e-06,-1.940032e-05,-4.512994e-06,-1.286243e-05,-5.756506e-06,2.304344e-08,-1.344237e-08
2.280000e-11,-5.006182e-06,-1.882474e-05,-9.642513e-06,-1.051996e-05,-3.425774e-06,2.338941e-08,-1.587439e-08
2.300000e-11,-5.050206e-06,-1.656603e-05,-1.391319e-05,-7.069494e-06,-9.657298e-07,1.235541e-08,-1.131476e-08
2.320000e-11,-5.085837e-06,-1.309716e-05,-1.656474e-05,-3.106821e-06,1.340952e-06,-4.585510e-09,-2.386009e-09
2.340000e-11,-5.110009e-06,-8.975977e-06,-1.705768e-05,7.472859e-07,3.259942e-06,-1.908069e-08,6.850076e-09
2.360000e-11,-5.120569e-06,-4.782691e-06,-1.517844e-05,3.954303e-06,4.623326e-06,-2.413819e-08,1.266565e-08
2.380000e-11,-5.117069e-06,-1.043492e-06,-1.109932e-05,6.147326e-06,5.338394e-06,-1.770127e-08,1.296060e-08
2.400000e-11,-5.101166e-06,1.849715e-06,-5.371307e-06,7.174703e-06,5.388240e-06,-3.533620e-09,7.816328e-09
2.420000e-11,-5.076130e-06,3.691404e-06,1.160282e-06,7.091594e-06,4.826194e-06,1.099987e-08,-6.393061e-10
2.440000e-11,-5.045823e-06,4.463000e-06,7.503050e-06,6.114442e-06,3.765673e-06,1.884934e-08,-8.959490e-09
2.460000e-11,-5.013842e-06,4.288300e-06,1.269159e-05,4.558590e-06,2.366079e-06,1.675262e-08,-1.360430e-08
2.480000e-11,-4.983192e-06,3.372025e-06,1.594627e-05,2.771860e-06,8.148430e-07,6.598878e-09,-1.237693e-08
2.500000e-11,-4.956354e-06,1.947480e-06,1.678843e-05,1.070477e-06,-6.936104e-07,-5.855702e-09,-5.512743e-09
2.520000e-11,-4.935357e-06,2.409261e-07,1.510354e-05,-3.147514e-07,-1.980073e-06,-1.416438e-08,4.162187e-09
2.540000e-11,-4.921647e-06,-1.553901e-06,1.115484e-05,-1.270541e-06,-2.901233e-06,-1.452673e-08,1.225956e-08
2.560000e-11,-4.915879e-06,-3.295962e-06,5.547477e-06,-1.803258e-06,-3.366253e-06,-7.492156e-09,1.477243e-08
2.580000e-11,-4.917875e-06,-4.906007e-06,-8.616515e-07,-2.012625e-06,-3.347264e-06,2.750321e-09,1.013608e-08
2.600000e-11,-4.926839e-06,-6.355380e-06,-7.105591e-06,-2.047613e-06,-2.882309e-06,1.086577e-08,3.119127e-10
2.620000e-11,-4.941661e-06,-7.635587e-06,-1.227485e-05,-2.057883e-06,-2.069714e-06,1.315168e-08,-9.923657e-09
2.640000e-11,-4.961103e-06,-8.723676e-06,-1.566767e-05,-2.151738e-06,-1.053739e-06,9.168848e-09,-1.533463e-08
2.660000e-11,-4.983777e-06,-9.561924e-06,-1.688672e-05,-2.368276e-06,-2.797607e-09,1.555224e-09,-1.300005e-08
2.680000e-11,-5.008007e-06,-1.006051e-05,-1.587202e-05,-2.668758e-06,9.166572e-07,-5.667417e-09,-3.949992e-09
2.700000e-11,-5.031764e-06,-1.011810e-05,-1.288251e-05,-2.948795e-06,1.566377e-06,-9.254815e-09,7.266356e-09
2.720000e-11,-5.052800e-06,-9.648968e-06,-8.442876e-06,-3.068121e-06,1.858247e-06,-8.203008e-09,1.489483e-08
2.740000e-11,-5.068935e-06,-8.608304e-06,-3.261626e-06,-2.890148e-06,1.768209e-06,-3.863646e-09,1.500121e-08
2.760000e-11,-5.078360e-06,-7.013939e-06,1.879203e-06,-2.321494e-06,1.339683e-06,1.127362e-09,7.601708e-09
2.780000e-11,-5.079866e-06,-4.963076e-06,6.251697e-06,-1.342692e-06,6.755539e-07,4.354767e-09,-3.327027e-09
2.800000e-11,-5.072991e-06,-2.638636e-06,9.299226e-06,-2.370793e-08,-8.039962e-08,4.728280e-09,-1.202553e-08
2.820000e-11,-5.058115e-06,-2.977143e-07,1.071244e-05,1.479523e-06,-7.697444e-07,2.719178e-09,-1.407979e-08
2.840000e-11,-5.036532e-06,1.760465e-06,1.045010e-05,2.948116e-06,-1.248717e-06,-2.074074e-10,-8.722974e-09
2.860000e-11,-5.010422e-06,3.241110e-06,8.712426e-06,4.139102e-06,-1.415248e-06,-2.508591e-09,9.111191e-10
2.880000e-11,-4.982656e-06,3.903475e-06,5.884765e-06,4.832025e-06,-1.228675e-06,-3.293429e-09,9.614605e-09
2.900000e-11,-4.956461e-06,3.603062e-06,2.465614e-06,4.872969e-06,-7.184653e-07,-2.550525e-09,1.294634e-08
2.920000e-11,-4.935002e-06,2.320562e-06,-1.014121e-06,4.206817e-06,1.982627e-08,-8.970028e-10,9.534603e-09
2.940000e-11,-4.920978e-06,1.745519e-07,-4.073718e-06,2.891930e-06,8.410131e-07,8.830677e-10,1.620179e-09
2.980000e-11,-4.921565e-06,-5.606820e-06,-7.658610e-06,-9.329404e-07,2.066165e-06,2.828565e-09,-1.035868e-08
3.000000e-11,-4.936358e-06,-8.485832e-06,-7.965005e-06,-2.897014e-06,2.188730e-06,2.734730e-09,-8.671325e-09
3.020000e-11,-4.958805e-06,-1.082724e-05,-7.394817e-06,-4.507177e-06,1.887002e-06,2.030694e-09,-2.737726e-09
3.040000e-11,-4.986069e-06,-1.230620e-05,-6.170495e-06,-5.527450e-06,1.181038e-06,8.630623e-10,3.982558e-09
3.060000e-11,-5.014734e-06,-1.271596e-05,-4.563209e-06,-5.814825e-06,1.679725e-07,-5.543073e-10,7.992075e-09
3.080000e-11,-5.041264e-06,-1.199642e-05,-2.844056e-06,-5.340904e-06,-9.922629e-07,-1.899408e-09,7.569859e-09
3.100000e-11,-5.062416e-06,-1.024257e-05,-1.243491e-06,-4.193385e-06,-2.103115e-06,-2.773277e-09,3.465348e-09
3.120000e-11,-5.075601e-06,-7.692973e-06,7.687879e-08,-2.558578e-06,-2.965218e-06,-2.836633e-09,-1.780088e-09
3.140000e-11,-5.079202e-06,-4.698582e-06,1.036395e-06,-6.888318e-07,-3.411900e-06,-1.997873e-09,-5.369895e-09
3.160000e-11,-5.072851e-06,-1.673204e-06,1.629924e-06,1.139635e-06,-3.339941e-06,-5.340439e-10,-5.726259e-09
3.180000e-11,-5.057541e-06,9.684161e-07,1.907779e-06,2.671596e-06,-2.729919e-06,9.647938e-10,-3.132417e-09
3.200000e-11,-5.035490e-06,2.873570e-06,1.947791e-06,3.712493e-06,-1.652453e-06,1.843015e-09,6.755588e-10
3.220000e-11,-5.009763e-06,3.803000e-06,1.827752e-06,4.155662e-06,-2.591320e-07,1.707219e-09,3.604743e-09
3.240000e-11,-4.983778e-06,3.661888e-06,1.604989e-06,3.992508e-06,1.240569e-06,6.540410e-10,4.323499e-09
3.260000e-11,-4.960838e-06,2.507616e-06,1.306724e-06,3.305091e-06,2.612768e-06,-7.424254e-10,2.821416e-09
3.280000e-11,-4.943730e-06,5.359637e-07,9.315718e-07,2.244231e-06,3.637525e-06,-1.699732e-09,2.048441e-10
3.300000e-11,-4.934407e-06,-1.951117e-06,4.600749e-07,9.984799e-07,4.145413e-06,-1.629559e-09,-2.047478e-09
3.320000e-11,-4.933733e-06,-4.592212e-06,-1.292852e-07,-2.399668e-07,4.045936e-06,-4.669110e-10,-2.895665e-09
3.340000e-11,-4.941365e-06,-7.021604e-06,-8.428864e-07,-1.306537e-06,3.342935e-06,1.260173e-09,-2.186950e-09
3.360000e-11,-4.955833e-06,-8.923687e-06,-1.657987e-06,-2.087580e-06,2.134608e-06,2.677593e-09,-5.743238e-10
3.380000e-11,-4.974847e-06,-1.007639e-05,-2.515929e-06,-2.532025e-06,5.982969e-07,3.010535e-09,9.589243e-10
3.400000e-11,-4.995709e-06,-1.037612e-05,-3.325094e-06,-2.650068e-06,-1.037449e-06,1.992374e-09,1.656656e-09
3.420000e-11,-5.015727e-06,-9.842330e-06,-3.973830e-06,-2.500371e-06,-2.529070e-06,1.851085e-11,1.331461e-09
3.440000e-11,-5.032527e-06,-8.604422e-06,-4.350772e-06,-2.169693e-06,-3.656473e-06,-2.037468e-09,3.552676e-10
3.460000e-11,-5.044283e-06,-6.875949e-06,-4.367836e-06,-1.750179e-06,-4.257246e-06,-3.252166e-09,-6.331585e-10
3.480000e-11,-5.049887e-06,-4.920318e-06,-3.980622e-06,-1.319363e-06,-4.250899e-06,-3.107223e-09,-1.103847e-09
3.500000e-11,-5.049061e-06,-3.011951e-06,-3.201857e-06,-9.267646e-07,-3.649432e-06,-1.738295e-09,-8.888640e-10
3.520000e-11,-5.042373e-06,-1.397522e-06,-2.105244e-06,-5.891215e-07,-2.553138e-06,1.487659e-10,-2.073345e-10
3.540000e-11,-5.031120e-06,-2.630909e-07,-8.187544e-07,-2.944255e-07,-1.132901e-06,1.646615e-09,5.103756e-10
3.560000e-11,-5.017083e-06,2.873241e-07,4.920778e-07,-1.312013e-08,3.978711e-07,2.102325e-09,8.775372e-10
3.580000e-11,-5.002233e-06,2.386725e-07,1.648637e-06,2.866256e-07,1.817076e-06,1.423214e-09,7.448390e-10
3.600000e-11,-4.988441e-06,-3.422311e-07,2.487477e-06,6.235434e-07,2.927969e-06,8.435357e-11,2.450847e-10
3.620000e-11,-4.977267e-06,-1.324699e-06,2.887090e-06,9.918090e-07,3.587807e-06,-1.149020e-09,-3.125562e-10
3.640000e-11,-4.969797e-06,-2.538911e-06,2.788018e-06,1.356587e-06,3.726563e-06,-1.626731e-09,-6.253909e-10
3.660000e-11,-4.966552e-06,-3.803364e-06,2.202665e-06,1.657935e-06,3.353247e-06,-1.133643e-09,-5.553279e-10
3.680000e-11,-4.967471e-06,-4.951242e-06,1.213429e-06,1.822378e-06,2.549732e-06,3.207850e-11,-1.852907e-10
3.700000e-11,-4.971982e-06,-5.852000e-06,-4.012196e-08,1.779650e-06,1.453987e-06,1.244843e-09,2.444035e-10
3.720000e-11,-4.979137e-06,-6.425044e-06,-1.382778e-06,1.480962e-06,2.359767e-07,1.887059e-09,4.771021e-10
3.740000e-11,-4.987800e-06,-6.643950e-06,-2.630550e-06,9.147426e-07,-9.296605e-07,1.653153e-09,3.804217e-10
3.760000e-11,-4.996818e-06,-6.531814e-06,-3.618557e-06,1.162277e-07,-1.889698e-06,6.748137e-10,1.329659e-11
3.780000e-11,-5.005162e-06,-6.150171e-06,-4.225176e-06,-8.317204e-07,-2.533052e-06,-5.756447e-10,-4.124201e-10
3.800000e-11,-5.012014e-06,-5.584626e-06,-4.388295e-06,-1.807512e-06,-2.803148e-06,-1.534231e-09,-6.513956e-10
3.820000e-11,-5.016829e-06,-4.929924e-06,-4.111205e-06,-2.668430e-06,-2.700681e-06,-1.812411e-09,-5.591526e-10
3.840000e-11,-5.019352e-06,-4.276428e-06,-3.457938e-06,-3.274004e-06,-2.277331e-06,-1.355958e-09,-1.695662e-10
3.860000e-11,-5.019610e-06,-3.699276e-06,-2.539808e-06,-3.510881e-06,-1.622483e-06,-4.351754e-10,3.241740e-10
3.880000e-11,-5.017874e-06,-3.251198e-06,-1.496023e-06,-3.314558e-06,-8.458326e-07,5.085242e-10,6.731743e-10
3.900000e-11,-5.014592e-06,-2.959544e-06,-4.716681e-07,-2.683861e-06,-5.905026e-08,1.073353e-09,7.046985e-10
3.920000e-11,-5.010303e-06,-2.827471e-06,4.035518e-07,-1.685290e-06,6.404723e-07,1.066042e-09,4.116990e-10
3.940000e-11,-5.005567e-06,-2.838455e-06,1.032581e-06,-4.460423e-07,1.181396e-06,5.623504e-10,-4.700721e-11
3.960000e-11,-5.000892e-06,-2.962761e-06,1.361710e-06,8.636255e-07,1.524329e-06,-1.527261e-10,-4.340776e-10
3.980000e-11,-4.996698e-06,-3.164362e-06,1.383392e-06,2.056063e-06,1.661677e-06,-7.269057e-10,-5.595991e-10
4.000000e-11,-4.993285e-06,-3.407135e-06,1.131516e-06,2.955650e-06,1.612440e-06,-8.987508e-10,-3.776121e-10
4.020000e-11,-4.990834e-06,-3.659552e-06,6.709679e-07,3.426886e-06,1.413755e-06,-6.060572e-10,-3.436594e-12
4.040000e-11,-4.989412e-06,-3.897534e-06,8.402798e-08,3.396273e-06,1.111308e-06,-2.967915e-12,3.539113e-10
4.060000e-11,-4.988991e-06,-4.105406e-06,-5.437399e-07,2.864376e-06,7.506151e-07,6.172794e-10,5.048602e-10
