time,"I(LOUT1)","I(LOUT2)","I(LQB|X2)","I(LQA|X2)","I(LIN|X2)"
0.000000e+00,3.954571e-21,3.954902e-21,1.226882e-20,1.222411e-20,-1.427294e-37
2.500000e-13,-1.654128e-08,-2.748336e-08,-1.152472e-07,-8.101340e-08,-1.226938e-06
5.000000e-13,-6.236033e-08,-9.376965e-08,-3.537739e-07,-2.554237e-07,-2.480779e-06
7.500000e-13,-1.676201e-07,-2.350501e-07,-8.245191e-07,-6.131480e-07,-3.725759e-06
1.000000e-12,-3.705645e-07,-4.969555e-07,-1.669479e-06,-1.272842e-06,-4.967414e-06
1.250000e-12,-6.859545e-07,-9.011814e-07,-2.956093e-06,-2.280272e-06,-4.978136e-06
1.500000e-12,-1.186020e-06,-1.526302e-06,-4.928042e-06,-3.858636e-06,-4.956724e-06
1.750000e-12,-1.937085e-06,-2.443915e-06,-7.807314e-06,-6.212835e-06,-4.936898e-06
2.000000e-12,-3.031855e-06,-3.750290e-06,-1.189248e-05,-9.629354e-06,-4.910503e-06
2.250000e-12,-4.597478e-06,-5.572544e-06,-1.757788e-05,-1.450123e-05,-4.874906e-06
2.500000e-12,-6.796666e-06,-8.065500e-06,-2.534390e-05,-2.133151e-05,-4.828125e-06
2.750000e-12,-9.815510e-06,-1.139187e-05,-3.569537e-05,-3.069553e-05,-4.769652e-06
3.000000e-12,-1.382524e-05,-1.567357e-05,-4.901061e-05,-4.312266e-05,-4.702613e-06
3.250000e-12,-1.889828e-05,-2.090034e-05,-6.525775e-05,-5.883673e-05,-4.637138e-06
3.500000e-12,-2.486041e-05,-2.679408e-05,-8.357395e-05,-7.729914e-05,-4.594134e-06
3.750000e-12,-3.112254e-05,-3.269635e-05,-1.019165e-04,-9.668874e-05,-4.603518e-06
4.000000e-12,-3.667358e-05,-3.764153e-05,-1.172898e-04,-1.138801e-04,-4.687783e-06
4.250000e-12,-4.039118e-05,-4.068192e-05,-1.267539e-04,-1.254038e-04,-4.840153e-06
4.500000e-12,-4.150787e-05,-4.127069e-05,-1.286127e-04,-1.288879e-04,-5.023113e-06
4.750000e-12,-3.991282e-05,-3.945612e-05,-1.230160e-04,-1.239897e-04,-5.188581e-06
5.000000e-12,-3.613135e-05,-3.580338e-05,-1.117171e-04,-1.123330e-04,-5.300908e-06
5.250000e-12,-3.104460e-05,-3.112829e-05,-9.724659e-05,-9.664163e-05,-5.349087e-06
5.500000e-12,-2.553999e-05,-2.620520e-05,-8.200678e-05,-7.965852e-05,-5.344304e-06
5.750000e-12,-2.026938e-05,-2.158017e-05,-6.769156e-05,-6.339869e-05,-5.308257e-06
6.000000e-12,-1.557949e-05,-1.752630e-05,-5.514819e-05,-4.893395e-05,-5.261389e-06
6.250000e-12,-1.157279e-05,-1.410102e-05,-4.455491e-05,-3.658116e-05,-5.216665e-06
6.500000e-12,-8.215445e-06,-1.123931e-05,-3.570999e-05,-2.623568e-05,-5.179246e-06
6.750000e-12,-5.426035e-06,-8.832419e-06,-2.827608e-05,-1.764580e-05,-5.149412e-06
7.000000e-12,-3.121629e-06,-6.773191e-06,-2.192064e-05,-1.055511e-05,-5.125698e-06
7.250000e-12,-1.231249e-06,-4.973419e-06,-1.636999e-05,-4.744152e-06,-5.106609e-06
7.500000e-12,3.034983e-07,-3.368042e-06,-1.142232e-05,-3.242264e-08,-5.090916e-06
8.000000e-12,2.478604e-06,-6.074386e-07,-2.923389e-06,6.626395e-06,-5.064770e-06
8.250000e-12,3.176655e-06,5.462503e-07,6.230132e-07,8.751731e-06,-5.051854e-06
8.500000e-12,3.641284e-06,1.507926e-06,3.573712e-06,1.015548e-05,-5.037940e-06
8.750000e-12,3.889696e-06,2.229509e-06,5.779603e-06,1.089088e-05,-5.022831e-06
9.000000e-12,3.938995e-06,2.662032e-06,7.088814e-06,1.101084e-05,-5.006687e-06
9.250000e-12,3.804219e-06,2.765445e-06,7.377112e-06,1.056183e-05,-4.989848e-06
9.500000e-12,3.496563e-06,2.517454e-06,6.575315e-06,9.578459e-06,-4.972870e-06
9.750000e-12,3.024798e-06,1.922290e-06,4.696511e-06,8.087789e-06,-4.956681e-06
1.000000e-11,2.400236e-06,1.018222e-06,1.859395e-06,6.124767e-06,-4.942649e-06
1.025000e-11,1.642994e-06,-1.196088e-07,-1.702929e-06,3.751578e-06,-4.932381e-06
1.050000e-11,7.869044e-07,-1.383779e-06,-5.657194e-06,1.072825e-06,-4.927361e-06
1.075000e-11,-1.180256e-07,-2.646071e-06,-9.605617e-06,-1.756885e-06,-4.928637e-06
1.100000e-11,-1.005427e-06,-3.772658e-06,-1.313303e-05,-4.532386e-06,-4.936678e-06
1.125000e-11,-1.794945e-06,-4.639893e-06,-1.585587e-05,-7.005291e-06,-4.951324e-06
1.150000e-11,-2.398564e-06,-5.149215e-06,-1.746839e-05,-8.903556e-06,-4.971686e-06
1.175000e-11,-2.731962e-06,-5.240460e-06,-1.778397e-05,-9.966536e-06,-4.996031e-06
1.200000e-11,-2.729712e-06,-4.902163e-06,-1.676704e-05,-9.991994e-06,-5.021793e-06
1.225000e-11,-2.361034e-06,-4.176580e-06,-1.454868e-05,-8.884780e-06,-5.045811e-06
1.250000e-11,-1.642343e-06,-3.157419e-06,-1.141960e-05,-6.695630e-06,-5.064759e-06
1.275000e-11,-6.436228e-07,-1.979369e-06,-7.797612e-06,-3.640875e-06,-5.075660e-06
1.300000e-11,5.139271e-07,-8.001054e-07,-4.171864e-06,-9.515764e-08,-5.076448e-06
1.325000e-11,1.671217e-06,2.229220e-07,-1.030794e-06,3.449750e-06,-5.066482e-06
1.350000e-11,2.655649e-06,9.569507e-07,1.213749e-06,6.460331e-06,-5.046879e-06
1.375000e-11,3.312556e-06,1.314962e-06,2.291823e-06,8.458495e-06,-5.020503e-06
1.400000e-11,3.536511e-06,1.269450e-06,2.118103e-06,9.118352e-06,-4.991553e-06
1.425000e-11,3.295421e-06,8.566800e-07,8.050930e-07,8.340702e-06,-4.964876e-06
1.450000e-11,2.642328e-06,1.707129e-07,-1.355426e-06,6.289496e-06,-4.945157e-06
1.475000e-11,1.711226e-06,-6.523709e-07,-3.941315e-06,3.378917e-06,-4.936036e-06
1.500000e-11,6.947005e-07,-1.457940e-06,-6.472883e-06,2.042674e-07,-4.939280e-06
1.525000e-11,-1.945537e-07,-2.099862e-06,-8.496794e-06,-2.576972e-06,-4.954240e-06
1.550000e-11,-7.699115e-07,-2.465886e-06,-9.664809e-06,-4.387909e-06,-4.977872e-06
1.575000e-11,-9.126660e-07,-2.496817e-06,-9.793292e-06,-4.861596e-06,-5.005333e-06
1.600000e-11,-5.992085e-07,-2.196695e-06,-8.894778e-06,-3.925060e-06,-5.030947e-06
1.625000e-11,9.255620e-08,-1.632379e-06,-7.176689e-06,-1.819127e-06,-5.049338e-06
1.650000e-11,9.999625e-07,-9.216629e-07,-5.004451e-06,9.533716e-07,-5.056590e-06
1.675000e-11,1.913630e-06,-2.105071e-07,-2.830864e-06,3.745211e-06,-5.051247e-06
1.700000e-11,2.628505e-06,3.570741e-07,-1.102677e-06,5.922548e-06,-5.034778e-06
1.725000e-11,2.994120e-06,6.700735e-07,-1.642405e-07,7.020284e-06,-5.011271e-06
1.750000e-11,2.950321e-06,6.752005e-07,-1.808678e-07,6.852480e-06,-4.986432e-06
1.775000e-11,2.539701e-06,3.892444e-07,-1.100479e-06,5.550791e-06,-4.966206e-06
1.800000e-11,1.894122e-06,-1.044032e-07,-2.664390e-06,3.522808e-06,-4.955339e-06
1.825000e-11,1.198432e-06,-6.752728e-07,-4.467867e-06,1.339917e-06,-4.956178e-06
1.850000e-11,6.405237e-07,-1.177490e-06,-6.058380e-06,-4.170817e-07,-4.968040e-06
1.875000e-11,3.616596e-07,-1.485889e-06,-7.047633e-06,-1.311516e-06,-4.987418e-06
1.900000e-11,4.212038e-07,-1.527223e-06,-7.208396e-06,-1.159877e-06,-5.008967e-06
1.925000e-11,7.850132e-07,-1.298364e-06,-6.530963e-06,-6.770638e-08,-5.026958e-06
1.950000e-11,1.339669e-06,-8.665418e-07,-5.223898e-06,1.614397e-06,-5.036797e-06
1.975000e-11,1.927819e-06,-3.508948e-07,-3.656801e-06,3.400032e-06,-5.036244e-06
2.000000e-11,2.394167e-06,1.104583e-07,-2.258139e-06,4.809152e-06,-5.025988e-06
2.025000e-11,2.608526e-06,3.897938e-07,-1.394144e-06,5.469219e-06,-5.009491e-06
2.050000e-11,2.552146e-06,4.319982e-07,-1.262805e-06,5.295356e-06,-4.991656e-06
2.075000e-11,2.269123e-06,2.406294e-07,-1.856424e-06,4.420533e-06,-4.977531e-06
2.100000e-11,1.858292e-06,-1.186075e-07,-2.970807e-06,3.150635e-06,-4.970603e-06
2.125000e-11,1.443048e-06,-5.370413e-07,-4.268772e-06,1.867150e-06,-4.972193e-06
2.150000e-11,1.136219e-06,-8.947346e-07,-5.378332e-06,9.187712e-07,-4.981276e-06
2.175000e-11,1.010765e-06,-1.095129e-06,-5.999992e-06,5.309756e-07,-4.994819e-06
2.200000e-11,1.083619e-06,-1.091985e-06,-5.990288e-06,7.561270e-07,-5.008732e-06
2.225000e-11,1.316568e-06,-8.997321e-07,-5.393936e-06,1.476153e-06,-5.019140e-06
2.250000e-11,1.632218e-06,-5.849840e-07,-4.417547e-06,2.451854e-06,-5.023488e-06
2.275000e-11,1.938573e-06,-2.438360e-07,-3.359222e-06,3.398859e-06,-5.021095e-06
2.300000e-11,2.154687e-06,2.703936e-08,-2.518883e-06,4.066933e-06,-5.013152e-06
2.325000e-11,2.230971e-06,1.572479e-07,-2.114934e-06,4.302754e-06,-5.002252e-06
2.350000e-11,2.159525e-06,1.204642e-07,-2.229050e-06,4.081900e-06,-4.991593e-06
2.375000e-11,1.972496e-06,-6.126877e-08,-2.792839e-06,3.503747e-06,-4.984062e-06
2.400000e-11,1.729824e-06,-3.271241e-07,-3.617587e-06,2.753599e-06,-4.981457e-06
2.425000e-11,1.500781e-06,-5.972035e-07,-4.455424e-06,2.045592e-06,-4.984094e-06
2.450000e-11,1.344877e-06,-7.960820e-07,-5.072371e-06,1.563684e-06,-4.990848e-06
2.475000e-11,1.297154e-06,-8.734776e-07,-5.312453e-06,1.416178e-06,-4.999569e-06
2.500000e-11,1.361142e-06,-8.165970e-07,-5.135995e-06,1.613980e-06,-5.007736e-06
2.525000e-11,1.510632e-06,-6.511774e-07,-4.622837e-06,2.076068e-06,-5.013163e-06
2.550000e-11,1.699067e-06,-4.315284e-07,-3.941453e-06,2.658539e-06,-5.014582e-06
2.575000e-11,1.873463e-06,-2.231130e-07,-3.294916e-06,3.197617e-06,-5.011917e-06
2.600000e-11,1.988809e-06,-8.323320e-08,-2.860983e-06,3.554167e-06,-5.006213e-06
2.625000e-11,2.019194e-06,-4.552146e-08,-2.743991e-06,3.648094e-06,-4.999264e-06
2.650000e-11,1.963097e-06,-1.123568e-07,-2.951322e-06,3.474694e-06,-4.993059e-06
2.675000e-11,1.841945e-06,-2.567145e-07,-3.399145e-06,3.100197e-06,-4.989230e-06
2.700000e-11,1.692781e-06,-4.321557e-07,-3.943397e-06,2.639112e-06,-4.988635e-06
2.725000e-11,1.557363e-06,-5.874356e-07,-4.425106e-06,2.220511e-06,-4.991180e-06
2.750000e-11,1.470777e-06,-6.811972e-07,-4.715973e-06,1.952863e-06,-4.995925e-06
2.775000e-11,1.452627e-06,-6.926216e-07,-4.751413e-06,1.896760e-06,-5.001406e-06
2.800000e-11,1.502903e-06,-6.254452e-07,-4.543018e-06,2.052169e-06,-5.006077e-06
2.825000e-11,1.603321e-06,-5.048323e-07,-4.168853e-06,2.362579e-06,-5.008729e-06
2.850000e-11,1.723434e-06,-3.685808e-07,-3.746176e-06,2.733865e-06,-5.008799e-06
2.875000e-11,1.829579e-06,-2.555788e-07,-3.395625e-06,3.061970e-06,-5.006467e-06
2.900000e-11,1.894118e-06,-1.949498e-07,-3.207544e-06,3.261468e-06,-5.002557e-06
2.925000e-11,1.902475e-06,-1.988540e-07,-3.219656e-06,3.287299e-06,-4.998256e-06
2.950000e-11,1.856209e-06,-2.606254e-07,-3.411281e-06,3.144285e-06,-4.994766e-06
2.975000e-11,1.771555e-06,-3.582821e-07,-3.714229e-06,2.882608e-06,-4.992974e-06
3.000000e-11,1.674085e-06,-4.619442e-07,-4.035808e-06,2.581319e-06,-4.993236e-06
3.025000e-11,1.591174e-06,-5.427477e-07,-4.286475e-06,2.325028e-06,-4.995319e-06
3.050000e-11,1.544426e-06,-5.806549e-07,-4.404070e-06,2.180524e-06,-4.998513e-06
3.075000e-11,1.544157e-06,-5.691224e-07,-4.368294e-06,2.179691e-06,-5.001862e-06
3.100000e-11,1.587293e-06,-5.156501e-07,-4.202414e-06,2.313030e-06,-5.004442e-06
3.125000e-11,1.659079e-06,-4.384597e-07,-3.962955e-06,2.534932e-06,-5.005611e-06
3.150000e-11,1.737886e-06,-3.605728e-07,-3.721335e-06,2.778535e-06,-5.005161e-06
3.175000e-11,1.801602e-06,-3.031394e-07,-3.543167e-06,2.975490e-06,-5.003342e-06
3.200000e-11,1.833756e-06,-2.798906e-07,-3.471045e-06,3.074882e-06,-5.000754e-06
3.225000e-11,1.827687e-06,-2.941055e-07,-3.515142e-06,3.056121e-06,-4.998164e-06
3.250000e-11,1.787728e-06,-3.386746e-07,-3.653404e-06,2.932603e-06,-4.996276e-06
3.275000e-11,1.727269e-06,-3.989496e-07,-3.840388e-06,2.745716e-06,-4.995550e-06
3.300000e-11,1.664435e-06,-4.573542e-07,-4.021569e-06,2.551487e-06,-4.996092e-06
3.325000e-11,1.616740e-06,-4.983566e-07,-4.148766e-06,2.404055e-06,-4.997655e-06
3.350000e-11,1.596272e-06,-5.124440e-07,-4.192468e-06,2.340787e-06,-4.999735e-06
3.375000e-11,1.606723e-06,-4.981333e-07,-4.148073e-06,2.373090e-06,-5.001724e-06
3.400000e-11,1.642950e-06,-4.616642e-07,-4.034939e-06,2.485075e-06,-5.003088e-06
3.425000e-11,1.693044e-06,-4.146659e-07,-3.889142e-06,2.639923e-06,-5.003505e-06
3.450000e-11,1.742123e-06,-3.705967e-07,-3.752432e-06,2.791631e-06,-5.002935e-06
3.475000e-11,1.776684e-06,-3.410057e-07,-3.660635e-06,2.898464e-06,-5.001610e-06
3.500000e-11,1.788257e-06,-3.326199e-07,-3.634621e-06,2.934239e-06,-4.999951e-06
3.525000e-11,1.775384e-06,-3.459566e-07,-3.675994e-06,2.894445e-06,-4.998435e-06
3.550000e-11,1.743491e-06,-3.756970e-07,-3.768254e-06,2.795861e-06,-4.997463e-06
3.575000e-11,1.702865e-06,-4.125757e-07,-3.882658e-06,2.670280e-06,-4.997258e-06
3.600000e-11,1.665415e-06,-4.461617e-07,-3.986848e-06,2.554517e-06,-4.997816e-06
3.625000e-11,1.641244e-06,-4.677256e-07,-4.053743e-06,2.479802e-06,-4.998924e-06
3.650000e-11,1.635986e-06,-4.724284e-07,-4.068332e-06,2.463546e-06,-5.000239e-06
3.675000e-11,1.649592e-06,-4.603091e-07,-4.030736e-06,2.505605e-06,-5.001386e-06
3.700000e-11,1.676802e-06,-4.359007e-07,-3.955016e-06,2.589715e-06,-5.002066e-06
3.725000e-11,1.709018e-06,-4.066824e-07,-3.864376e-06,2.689300e-06,-5.002130e-06
3.750000e-11,1.736956e-06,-3.808620e-07,-3.784276e-06,2.775658e-06,-5.001609e-06
3.775000e-11,1.753267e-06,-3.651270e-07,-3.735463e-06,2.826078e-06,-5.000691e-06
3.800000e-11,1.754412e-06,-3.629647e-07,-3.728756e-06,2.829620e-06,-4.999657e-06
3.825000e-11,1.741323e-06,-3.739592e-07,-3.762863e-06,2.789160e-06,-4.998797e-06
3.850000e-11,1.718771e-06,-3.941830e-07,-3.825601e-06,2.719449e-06,-4.998331e-06
3.875000e-11,1.693732e-06,-4.175047e-07,-3.897949e-06,2.642049e-06,-4.998357e-06
3.900000e-11,1.673281e-06,-4.373964e-07,-3.959656e-06,2.578831e-06,-4.998828e-06
3.925000e-11,1.662638e-06,-4.487232e-07,-3.994794e-06,2.545933e-06,-4.999581e-06
3.950000e-11,1.663895e-06,-4.490323e-07,-3.995753e-06,2.549818e-06,-5.000389e-06
3.975000e-11,1.675708e-06,-4.390300e-07,-3.964724e-06,2.586334e-06,-5.001028e-06
4.000000e-11,1.693961e-06,-4.221703e-07,-3.912422e-06,2.642755e-06,-5.001338e-06
4.025000e-11,1.713127e-06,-4.035266e-07,-3.854586e-06,2.702001e-06,-5.001258e-06
4.050000e-11,1.727904e-06,-3.883006e-07,-3.807352e-06,2.747680e-06,-5.000843e-06
4.075000e-11,1.734640e-06,-3.803966e-07,-3.782833e-06,2.768499e-06,-5.000230e-06
4.100000e-11,1.732181e-06,-3.814470e-07,-3.786091e-06,2.760898e-06,-4.999603e-06
4.125000e-11,1.721974e-06,-3.905241e-07,-3.814250e-06,2.729349e-06,-4.999133e-06
4.150000e-11,1.707448e-06,-4.045717e-07,-3.857828e-06,2.684447e-06,-4.998936e-06
4.175000e-11,1.692908e-06,-4.193905e-07,-3.903799e-06,2.639502e-06,-4.999043e-06
4.200000e-11,1.682297e-06,-4.308686e-07,-3.939406e-06,2.606702e-06,-4.999403e-06
4.225000e-11,1.678157e-06,-4.361032e-07,-3.955645e-06,2.593904e-06,-4.999897e-06
4.250000e-11,1.681064e-06,-4.341122e-07,-3.949468e-06,2.602890e-06,-5.000381e-06
4.275000e-11,1.689640e-06,-4.259678e-07,-3.924203e-06,2.629400e-06,-5.000723e-06
4.300000e-11,1.701095e-06,-4.143551e-07,-3.888178e-06,2.664808e-06,-5.000841e-06
4.325000e-11,1.712095e-06,-4.027177e-07,-3.852077e-06,2.698810e-06,-5.000721e-06
4.350000e-11,1.719710e-06,-3.942548e-07,-3.825823e-06,2.722350e-06,-5.000415e-06
4.375000e-11,1.722167e-06,-3.910571e-07,-3.815904e-06,2.729944e-06,-5.000019e-06
4.400000e-11,1.719228e-06,-3.936115e-07,-3.823828e-06,2.720859e-06,-4.999649e-06
4.425000e-11,1.712127e-06,-4.007850e-07,-3.846081e-06,2.698910e-06,-4.999404e-06
4.450000e-11,1.703117e-06,-4.102566e-07,-3.875464e-06,2.671058e-06,-4.999340e-06
4.475000e-11,1.694778e-06,-4.192470e-07,-3.903354e-06,2.645283e-06,-4.999461e-06
4.500000e-11,1.689303e-06,-4.253194e-07,-3.922191e-06,2.628356e-06,-4.999719e-06
4.525000e-11,1.687934e-06,-4.270262e-07,-3.927486e-06,2.624125e-06,-5.000034e-06
4.550000e-11,1.690712e-06,-4.242334e-07,-3.918822e-06,2.632714e-06,-5.000314e-06
4.575000e-11,1.696562e-06,-4.180567e-07,-3.899661e-06,2.650795e-06,-5.000488e-06
4.600000e-11,1.703664e-06,-4.104576e-07,-3.876087e-06,2.672749e-06,-5.000515e-06
4.625000e-11,1.710008e-06,-4.036366e-07,-3.854927e-06,2.692360e-06,-5.000399e-06
4.650000e-11,1.713944e-06,-3.994080e-07,-3.841810e-06,2.704527e-06,-5.000184e-06
4.675000e-11,1.714599e-06,-3.987297e-07,-3.839705e-06,2.706550e-06,-4.999936e-06
4.700000e-11,1.712048e-06,-4.015071e-07,-3.848321e-06,2.698666e-06,-4.999724e-06
4.725000e-11,1.707227e-06,-4.067028e-07,-3.864439e-06,2.683762e-06,-4.999604e-06
4.750000e-11,1.701609e-06,-4.126976e-07,-3.883036e-06,2.666397e-06,-4.999602e-06
4.775000e-11,1.696772e-06,-4.177825e-07,-3.898811e-06,2.651446e-06,-4.999707e-06
4.800000e-11,1.693965e-06,-4.206364e-07,-3.907664e-06,2.642767e-06,-4.999885e-06
4.825000e-11,1.693792e-06,-4.206570e-07,-3.907728e-06,2.642233e-06,-5.000079e-06
4.850000e-11,1.696102e-06,-4.180682e-07,-3.899697e-06,2.649376e-06,-5.000237e-06
4.875000e-11,1.700085e-06,-4.137906e-07,-3.886427e-06,2.661687e-06,-5.000318e-06
4.900000e-11,1.704536e-06,-4.091322e-07,-3.871976e-06,2.675446e-06,-5.000306e-06
4.925000e-11,1.708214e-06,-4.053977e-07,-3.860391e-06,2.686815e-06,-5.000212e-06
4.950000e-11,1.710178e-06,-4.035322e-07,-3.854603e-06,2.692886e-06,-5.000067e-06
4.975000e-11,1.710023e-06,-4.038918e-07,-3.855719e-06,2.692405e-06,-4.999915e-06
5.000000e-11,1.707946e-06,-4.061957e-07,-3.862866e-06,2.685986e-06,-4.999799e-06
5.025000e-11,1.704656e-06,-4.096557e-07,-3.873600e-06,2.675816e-06,-4.999746e-06
5.050000e-11,1.701137e-06,-4.132338e-07,-3.884699e-06,2.664937e-06,-4.999766e-06
5.075000e-11,1.698364e-06,-4.159456e-07,-3.893112e-06,2.656366e-06,-4.999849e-06
5.100000e-11,1.697037e-06,-4.171245e-07,-3.896769e-06,2.652265e-06,-4.999966e-06
5.125000e-11,1.697412e-06,-4.165761e-07,-3.895068e-06,2.653424e-06,-5.000083e-06
5.150000e-11,1.699260e-06,-4.145916e-07,-3.888912e-06,2.659136e-06,-5.000169e-06
5.175000e-11,1.701967e-06,-4.118285e-07,-3.880340e-06,2.667505e-06,-5.000202e-06
5.200000e-11,1.704731e-06,-4.091009e-07,-3.871879e-06,2.676048e-06,-5.000177e-06
5.225000e-11,1.706792e-06,-4.071461e-07,-3.865814e-06,2.682417e-06,-5.000106e-06
5.250000e-11,1.707638e-06,-4.064308e-07,-3.863595e-06,2.685034e-06,-5.000012e-06
5.275000e-11,1.707130e-06,-4.070474e-07,-3.865508e-06,2.683462e-06,-4.999922e-06
5.300000e-11,1.705507e-06,-4.087200e-07,-3.870697e-06,2.678445e-06,-4.999860e-06
5.325000e-11,1.703297e-06,-4.109095e-07,-3.877489e-06,2.671616e-06,-4.999841e-06
5.350000e-11,1.701150e-06,-4.129811e-07,-3.883916e-06,2.664979e-06,-4.999867e-06
5.375000e-11,1.699649e-06,-4.143837e-07,-3.888267e-06,2.660339e-06,-4.999927e-06
5.400000e-11,1.699156e-06,-4.147921e-07,-3.889534e-06,2.658815e-06,-5.000002e-06
5.425000e-11,1.699730e-06,-4.141759e-07,-3.887622e-06,2.660589e-06,-5.000071e-06
5.450000e-11,1.701132e-06,-4.127841e-07,-3.883305e-06,2.664922e-06,-5.000115e-06
5.475000e-11,1.702914e-06,-4.110553e-07,-3.877941e-06,2.670432e-06,-5.000124e-06
5.500000e-11,1.704560e-06,-4.094836e-07,-3.873066e-06,2.675519e-06,-5.000099e-06
5.525000e-11,1.705628e-06,-4.084815e-07,-3.869957e-06,2.678819e-06,-5.000049e-06
5.550000e-11,1.705870e-06,-4.082747e-07,-3.869316e-06,2.679568e-06,-4.999989e-06
5.575000e-11,1.705284e-06,-4.088562e-07,-3.871120e-06,2.677756e-06,-4.999937e-06
5.600000e-11,1.704095e-06,-4.100068e-07,-3.874689e-06,2.674081e-06,-4.999906e-06
5.625000e-11,1.702675e-06,-4.113706e-07,-3.878920e-06,2.669693e-06,-4.999904e-06
5.650000e-11,1.701433e-06,-4.125623e-07,-3.882616e-06,2.665852e-06,-4.999927e-06
5.675000e-11,1.700693e-06,-4.132728e-07,-3.884821e-06,2.663567e-06,-4.999969e-06
5.700000e-11,1.700620e-06,-4.133474e-07,-3.885052e-06,2.663340e-06,-5.000016e-06
5.725000e-11,1.701180e-06,-4.128151e-07,-3.883401e-06,2.665072e-06,-5.000055e-06
5.750000e-11,1.702171e-06,-4.118668e-07,-3.880459e-06,2.668133e-06,-5.000076e-06
5.775000e-11,1.703286e-06,-4.107913e-07,-3.877122e-06,2.671580e-06,-5.000074e-06
5.800000e-11,1.704211e-06,-4.098897e-07,-3.874326e-06,2.674440e-06,-5.000053e-06
5.825000e-11,1.704708e-06,-4.093930e-07,-3.872785e-06,2.675977e-06,-5.000019e-06
5.850000e-11,1.704676e-06,-4.094051e-07,-3.872822e-06,2.675876e-06,-4.999982e-06
5.875000e-11,1.704165e-06,-4.098838e-07,-3.874307e-06,2.674298e-06,-4.999953e-06
5.900000e-11,1.703354e-06,-4.106638e-07,-3.876727e-06,2.671790e-06,-4.999939e-06
5.925000e-11,1.702488e-06,-4.115104e-07,-3.879353e-06,2.669113e-06,-4.999943e-06
5.950000e-11,1.701808e-06,-4.121888e-07,-3.881458e-06,2.667011e-06,-4.999962e-06
5.975000e-11,1.701484e-06,-4.125273e-07,-3.882508e-06,2.666012e-06,-4.999990e-06
6.000000e-11,1.701577e-06,-4.124596e-07,-3.882298e-06,2.666297e-06,-5.000018e-06
6.025000e-11,1.702026e-06,-4.120347e-07,-3.880980e-06,2.667687e-06,-5.000039e-06
6.050000e-11,1.702682e-06,-4.113953e-07,-3.878996e-06,2.669713e-06,-5.000048e-06
6.075000e-11,1.703348e-06,-4.107316e-07,-3.876937e-06,2.671771e-06,-5.000043e-06
6.100000e-11,1.703842e-06,-4.102262e-07,-3.875369e-06,2.673300e-06,-5.000027e-06
6.125000e-11,1.704044e-06,-4.100047e-07,-3.874683e-06,2.673925e-06,-5.000005e-06
6.150000e-11,1.703923e-06,-4.101063e-07,-3.874997e-06,2.673551e-06,-4.999983e-06
6.175000e-11,1.703537e-06,-4.104786e-07,-3.876153e-06,2.672358e-06,-4.999967e-06
6.200000e-11,1.703013e-06,-4.109998e-07,-3.877769e-06,2.670739e-06,-4.999962e-06
6.225000e-11,1.702505e-06,-4.115163e-07,-3.879372e-06,2.669166e-06,-4.999967e-06
6.250000e-11,1.702148e-06,-4.118875e-07,-3.880523e-06,2.668064e-06,-4.999981e-06
6.275000e-11,1.702028e-06,-4.120231e-07,-3.880944e-06,2.667694e-06,-4.999999e-06
6.300000e-11,1.702159e-06,-4.119040e-07,-3.880574e-06,2.668097e-06,-5.000016e-06
6.325000e-11,1.702484e-06,-4.115821e-07,-3.879576e-06,2.669102e-06,-5.000027e-06
6.350000e-11,1.702900e-06,-4.111607e-07,-3.878269e-06,2.670388e-06,-5.000030e-06
6.375000e-11,1.703287e-06,-4.107627e-07,-3.877034e-06,2.671583e-06,-5.000024e-06
6.400000e-11,1.703542e-06,-4.104951e-07,-3.876204e-06,2.672371e-06,-5.000013e-06
6.425000e-11,1.703606e-06,-4.104209e-07,-3.875974e-06,2.672571e-06,-4.999998e-06
6.450000e-11,1.703478e-06,-4.105457e-07,-3.876361e-06,2.672175e-06,-4.999986e-06
6.475000e-11,1.703207e-06,-4.108200e-07,-3.877211e-06,2.671338e-06,-4.999978e-06
6.500000e-11,1.702879e-06,-4.111572e-07,-3.878258e-06,2.670322e-06,-4.999977e-06
6.525000e-11,1.702586e-06,-4.114603e-07,-3.879198e-06,2.669416e-06,-4.999982e-06
6.550000e-11,1.702405e-06,-4.116490e-07,-3.879783e-06,2.668857e-06,-4.999992e-06
6.575000e-11,1.702377e-06,-4.116807e-07,-3.879882e-06,2.668770e-06,-5.000003e-06
6.600000e-11,1.702496e-06,-4.115588e-07,-3.879504e-06,2.669140e-06,-5.000012e-06
6.625000e-11,1.702720e-06,-4.113287e-07,-3.878790e-06,2.669833e-06,-5.000018e-06
6.650000e-11,1.702979e-06,-4.110618e-07,-3.877962e-06,2.670633e-06,-5.000018e-06
6.675000e-11,1.703201e-06,-4.108339e-07,-3.877255e-06,2.671317e-06,-5.000013e-06
6.700000e-11,1.703327e-06,-4.107042e-07,-3.876852e-06,2.671708e-06,-5.000005e-06
6.725000e-11,1.703332e-06,-4.107004e-07,-3.876841e-06,2.671723e-06,-4.999996e-06
6.750000e-11,1.703223e-06,-4.108137e-07,-3.877192e-06,2.671386e-06,-4.999989e-06
6.775000e-11,1.703039e-06,-4.110039e-07,-3.877782e-06,2.670817e-06,-4.999986e-06
6.800000e-11,1.702835e-06,-4.112129e-07,-3.878430e-06,2.670187e-06,-4.999986e-06
