time,"I(LQ|X1)","I(LOUT)","I(LJOIN)","I(LQB|X2)","I(LQA|X2)","I(LIN|X2)","I(LINA|X2)","I(LINB|X2)"
1.712500e-10,-1.772862e-06,7.979613e-07,-7.267551e-09,6.467779e-06,-6.059495e-06,0.000000e+00,-1.225011e-05,1.225011e-05
1.715000e-10,-1.780797e-06,7.998294e-07,-1.386884e-08,6.491500e-06,-6.081418e-06,0.000000e+00,-1.229737e-05,1.229737e-05
1.717500e-10,-1.788860e-06,8.016894e-07,-2.055273e-08,6.515172e-06,-6.103316e-06,0.000000e+00,-1.234414e-05,1.234414e-05
1.720000e-10,-1.797052e-06,8.035433e-07,-2.731939e-08,6.538785e-06,-6.125192e-06,0.000000e+00,-1.239044e-05,1.239044e-05
1.722500e-10,-1.805373e-06,8.053922e-07,-3.416898e-08,6.562334e-06,-6.147051e-06,0.000000e+00,-1.243626e-05,1.243626e-05
1.725000e-10,-1.813826e-06,8.072368e-07,-4.110168e-08,6.585817e-06,-6.168895e-06,0.000000e+00,-1.248158e-05,1.248158e-05
1.727500e-10,-1.822410e-06,8.090765e-07,-4.811767e-08,6.609240e-06,-6.190727e-06,0.000000e+00,-1.252641e-05,1.252641e-05
1.730000e-10,-1.831129e-06,8.109101e-07,-5.521714e-08,6.632606e-06,-6.212542e-06,0.000000e+00,-1.257074e-05,1.257074e-05
1.732500e-10,-1.839981e-06,8.127360e-07,-6.240026e-08,6.655919e-06,-6.234335e-06,0.000000e+00,-1.261455e-05,1.261455e-05
1.735000e-10,-1.848970e-06,8.145526e-07,-6.966720e-08,6.679181e-06,-6.256098e-06,0.000000e+00,-1.265786e-05,1.265786e-05
1.737500e-10,-1.858096e-06,8.163592e-07,-7.701816e-08,6.702390e-06,-6.277823e-06,0.000000e+00,-1.270066e-05,1.270066e-05
1.740000e-10,-1.867360e-06,8.181558e-07,-8.445331e-08,6.725539e-06,-6.299507e-06,0.000000e+00,-1.274296e-05,1.274296e-05
1.742500e-10,-1.876763e-06,8.199427e-07,-9.197286e-08,6.748622e-06,-6.321148e-06,0.000000e+00,-1.278475e-05,1.278475e-05
1.745000e-10,-1.886307e-06,8.217211e-07,-9.957699e-08,6.771634e-06,-6.342746e-06,0.000000e+00,-1.282605e-05,1.282605e-05
1.747500e-10,-1.895994e-06,8.234918e-07,-1.072659e-07,6.794569e-06,-6.364305e-06,0.000000e+00,-1.286685e-05,1.286685e-05
1.750000e-10,-1.905824e-06,8.252553e-07,-1.150399e-07,6.817426e-06,-6.385827e-06,0.000000e+00,-1.290713e-05,1.290713e-05
1.752500e-10,-1.915798e-06,8.270116e-07,-1.228990e-07,6.840203e-06,-6.407311e-06,0.000000e+00,-1.294691e-05,1.294691e-05
1.755000e-10,-1.925919e-06,8.287603e-07,-1.308437e-07,6.862900e-06,-6.428754e-06,0.000000e+00,-1.298617e-05,1.298617e-05
1.757500e-10,-1.936188e-06,8.305002e-07,-1.388740e-07,6.885520e-06,-6.450152e-06,0.000000e+00,-1.302492e-05,1.302492e-05
1.760000e-10,-1.946605e-06,8.322306e-07,-1.469902e-07,6.908060e-06,-6.471499e-06,0.000000e+00,-1.306314e-05,1.306314e-05
1.762500e-10,-1.957173e-06,8.339505e-07,-1.551926e-07,6.930519e-06,-6.492789e-06,0.000000e+00,-1.310086e-05,1.310086e-05
1.765000e-10,-1.967893e-06,8.356596e-07,-1.634814e-07,6.952895e-06,-6.514016e-06,0.000000e+00,-1.313807e-05,1.313807e-05
1.767500e-10,-1.978767e-06,8.373578e-07,-1.718568e-07,6.975182e-06,-6.535179e-06,0.000000e+00,-1.317476e-05,1.317476e-05
1.770000e-10,-1.989795e-06,8.390457e-07,-1.803192e-07,6.997377e-06,-6.556275e-06,0.000000e+00,-1.321095e-05,1.321095e-05
1.772500e-10,-2.000980e-06,8.407236e-07,-1.888688e-07,7.019475e-06,-6.577306e-06,0.000000e+00,-1.324662e-05,1.324662e-05
1.775000e-10,-2.012323e-06,8.423920e-07,-1.975059e-07,7.041474e-06,-6.598271e-06,0.000000e+00,-1.328178e-05,1.328178e-05
1.777500e-10,-2.023826e-06,8.440509e-07,-2.062307e-07,7.063370e-06,-6.619170e-06,0.000000e+00,-1.331643e-05,1.331643e-05
1.780000e-10,-2.035490e-06,8.457003e-07,-2.150437e-07,7.085162e-06,-6.640000e-06,0.000000e+00,-1.335057e-05,1.335057e-05
1.782500e-10,-2.047318e-06,8.473395e-07,-2.239450e-07,7.106848e-06,-6.660757e-06,0.000000e+00,-1.338419e-05,1.338419e-05
1.785000e-10,-2.059310e-06,8.489680e-07,-2.329351e-07,7.128426e-06,-6.681436e-06,0.000000e+00,-1.341730e-05,1.341730e-05
1.787500e-10,-2.071469e-06,8.505851e-07,-2.420142e-07,7.149895e-06,-6.702031e-06,0.000000e+00,-1.344989e-05,1.344989e-05
1.790000e-10,-2.083796e-06,8.521903e-07,-2.511828e-07,7.171251e-06,-6.722538e-06,0.000000e+00,-1.348198e-05,1.348198e-05
1.792500e-10,-2.096294e-06,8.537835e-07,-2.604411e-07,7.192491e-06,-6.742953e-06,0.000000e+00,-1.351356e-05,1.351356e-05
1.795000e-10,-2.108964e-06,8.553646e-07,-2.697895e-07,7.213613e-06,-6.763274e-06,0.000000e+00,-1.354464e-05,1.354464e-05
1.797500e-10,-2.121808e-06,8.569339e-07,-2.792285e-07,7.234611e-06,-6.783498e-06,0.000000e+00,-1.357521e-05,1.357521e-05
1.800000e-10,-2.134828e-06,8.584914e-07,-2.887585e-07,7.255484e-06,-6.803625e-06,0.000000e+00,-1.360528e-05,1.360528e-05
1.802500e-10,-2.148026e-06,8.600373e-07,-2.983798e-07,7.276226e-06,-6.823653e-06,0.000000e+00,-1.363484e-05,1.363484e-05
1.805000e-10,-2.161404e-06,8.615716e-07,-3.080929e-07,7.296835e-06,-6.843578e-06,0.000000e+00,-1.366390e-05,1.366390e-05
1.807500e-10,-2.174965e-06,8.630939e-07,-3.178983e-07,7.317308e-06,-6.863397e-06,0.000000e+00,-1.369246e-05,1.369246e-05
1.810000e-10,-2.188710e-06,8.646040e-07,-3.277964e-07,7.337643e-06,-6.883106e-06,0.000000e+00,-1.372052e-05,1.372052e-05
1.812500e-10,-2.202643e-06,8.661012e-07,-3.377878e-07,7.357836e-06,-6.902699e-06,0.000000e+00,-1.374808e-05,1.374808e-05
1.815000e-10,-2.216764e-06,8.675853e-07,-3.478729e-07,7.377884e-06,-6.922173e-06,0.000000e+00,-1.377515e-05,1.377515e-05
1.817500e-10,-2.231077e-06,8.690559e-07,-3.580522e-07,7.397785e-06,-6.941522e-06,0.000000e+00,-1.380173e-05,1.380173e-05
1.820000e-10,-2.245584e-06,8.705127e-07,-3.683264e-07,7.417536e-06,-6.960743e-06,0.000000e+00,-1.382782e-05,1.382782e-05
1.822500e-10,-2.260287e-06,8.719558e-07,-3.786960e-07,7.437132e-06,-6.979833e-06,0.000000e+00,-1.385342e-05,1.385342e-05
1.825000e-10,-2.275189e-06,8.733852e-07,-3.891615e-07,7.456571e-06,-6.998789e-06,0.000000e+00,-1.387854e-05,1.387854e-05
1.827500e-10,-2.290293e-06,8.748007e-07,-3.997237e-07,7.475848e-06,-7.017608e-06,0.000000e+00,-1.390318e-05,1.390318e-05
1.830000e-10,-2.305602e-06,8.762025e-07,-4.103831e-07,7.494959e-06,-7.036288e-06,0.000000e+00,-1.392733e-05,1.392733e-05
1.832500e-10,-2.321117e-06,8.775904e-07,-4.211405e-07,7.513901e-06,-7.054824e-06,0.000000e+00,-1.395101e-05,1.395101e-05
1.835000e-10,-2.336843e-06,8.789641e-07,-4.319965e-07,7.532671e-06,-7.073212e-06,0.000000e+00,-1.397421e-05,1.397421e-05
1.837500e-10,-2.352782e-06,8.803232e-07,-4.429519e-07,7.551265e-06,-7.091448e-06,0.000000e+00,-1.399694e-05,1.399694e-05
1.840000e-10,-2.368937e-06,8.816675e-07,-4.540075e-07,7.569679e-06,-7.109527e-06,0.000000e+00,-1.401921e-05,1.401921e-05
1.842500e-10,-2.385312e-06,8.829966e-07,-4.651640e-07,7.587911e-06,-7.127444e-06,0.000000e+00,-1.404101e-05,1.404101e-05
1.845000e-10,-2.401909e-06,8.843103e-07,-4.764223e-07,7.605958e-06,-7.145195e-06,0.000000e+00,-1.406235e-05,1.406235e-05
1.847500e-10,-2.418732e-06,8.856082e-07,-4.877831e-07,7.623815e-06,-7.162776e-06,0.000000e+00,-1.408323e-05,1.408323e-05
1.850000e-10,-2.435784e-06,8.868904e-07,-4.992476e-07,7.641480e-06,-7.180184e-06,0.000000e+00,-1.410366e-05,1.410366e-05
1.852500e-10,-2.453070e-06,8.881568e-07,-5.108164e-07,7.658947e-06,-7.197415e-06,0.000000e+00,-1.412363e-05,1.412363e-05
1.855000e-10,-2.470592e-06,8.894072e-07,-5.224908e-07,7.676214e-06,-7.214465e-06,0.000000e+00,-1.414316e-05,1.414316e-05
1.857500e-10,-2.488354e-06,8.906415e-07,-5.342716e-07,7.693277e-06,-7.231330e-06,0.000000e+00,-1.416225e-05,1.416225e-05
1.860000e-10,-2.506361e-06,8.918595e-07,-5.461599e-07,7.710130e-06,-7.248006e-06,0.000000e+00,-1.418089e-05,1.418089e-05
1.862500e-10,-2.524617e-06,8.930610e-07,-5.581568e-07,7.726772e-06,-7.264489e-06,0.000000e+00,-1.419910e-05,1.419910e-05
1.865000e-10,-2.543125e-06,8.942458e-07,-5.702635e-07,7.743198e-06,-7.280774e-06,0.000000e+00,-1.421688e-05,1.421688e-05
1.867500e-10,-2.561891e-06,8.954135e-07,-5.824812e-07,7.759405e-06,-7.296856e-06,0.000000e+00,-1.423423e-05,1.423423e-05
1.870000e-10,-2.580917e-06,8.965638e-07,-5.948112e-07,7.775389e-06,-7.312732e-06,0.000000e+00,-1.425115e-05,1.425115e-05
1.872500e-10,-2.600211e-06,8.976966e-07,-6.072547e-07,7.791147e-06,-7.328396e-06,0.000000e+00,-1.426766e-05,1.426766e-05
1.875000e-10,-2.619775e-06,8.988115e-07,-6.198131e-07,7.806676e-06,-7.343845e-06,0.000000e+00,-1.428374e-05,1.428374e-05
1.877500e-10,-2.639615e-06,8.999085e-07,-6.324878e-07,7.821971e-06,-7.359074e-06,0.000000e+00,-1.429942e-05,1.429942e-05
1.880000e-10,-2.659736e-06,9.009874e-07,-6.452803e-07,7.837029e-06,-7.374081e-06,0.000000e+00,-1.431469e-05,1.431469e-05
1.882500e-10,-2.680143e-06,9.020481e-07,-6.581921e-07,7.851845e-06,-7.388859e-06,0.000000e+00,-1.432955e-05,1.432955e-05
1.885000e-10,-2.700843e-06,9.030904e-07,-6.712250e-07,7.866417e-06,-7.403407e-06,0.000000e+00,-1.434402e-05,1.434402e-05
1.887500e-10,-2.721840e-06,9.041140e-07,-6.843804e-07,7.880741e-06,-7.417718e-06,0.000000e+00,-1.435809e-05,1.435809e-05
1.890000e-10,-2.743141e-06,9.051189e-07,-6.976603e-07,7.894812e-06,-7.431790e-06,0.000000e+00,-1.437177e-05,1.437177e-05
1.892500e-10,-2.764751e-06,9.061047e-07,-7.110664e-07,7.908627e-06,-7.445617e-06,0.000000e+00,-1.438507e-05,1.438507e-05
1.895000e-10,-2.786678e-06,9.070713e-07,-7.246006e-07,7.922183e-06,-7.459195e-06,0.000000e+00,-1.439798e-05,1.439798e-05
1.897500e-10,-2.808927e-06,9.080183e-07,-7.382649e-07,7.935476e-06,-7.472521e-06,0.000000e+00,-1.441052e-05,1.441052e-05
1.900000e-10,-2.831506e-06,9.089455e-07,-7.520614e-07,7.948504e-06,-7.485590e-06,0.000000e+00,-1.442268e-05,1.442268e-05
1.902500e-10,-2.854421e-06,9.098528e-07,-7.659923e-07,7.961263e-06,-7.498397e-06,0.000000e+00,-1.443447e-05,1.443447e-05
1.905000e-10,-2.877681e-06,9.107400e-07,-7.800598e-07,7.973749e-06,-7.510940e-06,0.000000e+00,-1.444590e-05,1.444590e-05
1.907500e-10,-2.901292e-06,9.116068e-07,-7.942663e-07,7.985958e-06,-7.523214e-06,0.000000e+00,-1.445697e-05,1.445697e-05
1.910000e-10,-2.925262e-06,9.124532e-07,-8.086142e-07,7.997888e-06,-7.535215e-06,0.000000e+00,-1.446768e-05,1.446768e-05
1.912500e-10,-2.949601e-06,9.132790e-07,-8.231062e-07,8.009535e-06,-7.546940e-06,0.000000e+00,-1.447804e-05,1.447804e-05
1.915000e-10,-2.974316e-06,9.140841e-07,-8.377448e-07,8.020896e-06,-7.558384e-06,0.000000e+00,-1.448805e-05,1.448805e-05
1.917500e-10,-2.999416e-06,9.148682e-07,-8.525330e-07,8.031967e-06,-7.569545e-06,0.000000e+00,-1.449772e-05,1.449772e-05
1.920000e-10,-3.024911e-06,9.156311e-07,-8.674737e-07,8.042745e-06,-7.580417e-06,0.000000e+00,-1.450705e-05,1.450705e-05
1.922500e-10,-3.050811e-06,9.163726e-07,-8.825698e-07,8.053227e-06,-7.590998e-06,0.000000e+00,-1.451604e-05,1.451604e-05
1.925000e-10,-3.077124e-06,9.170926e-07,-8.978247e-07,8.063411e-06,-7.601284e-06,0.000000e+00,-1.452470e-05,1.452470e-05
1.927500e-10,-3.103863e-06,9.177908e-07,-9.132416e-07,8.073293e-06,-7.611270e-06,0.000000e+00,-1.453304e-05,1.453304e-05
1.930000e-10,-3.131037e-06,9.184671e-07,-9.288241e-07,8.082871e-06,-7.620955e-06,0.000000e+00,-1.454105e-05,1.454105e-05
1.932500e-10,-3.158657e-06,9.191213e-07,-9.445757e-07,8.092142e-06,-7.630334e-06,0.000000e+00,-1.454874e-05,1.454874e-05
1.935000e-10,-3.186737e-06,9.197533e-07,-9.605004e-07,8.101103e-06,-7.639404e-06,0.000000e+00,-1.455612e-05,1.455612e-05
1.937500e-10,-3.215287e-06,9.203629e-07,-9.766021e-07,8.109751e-06,-7.648161e-06,0.000000e+00,-1.456318e-05,1.456318e-05
1.940000e-10,-3.244322e-06,9.209500e-07,-9.928850e-07,8.118083e-06,-7.656604e-06,0.000000e+00,-1.456993e-05,1.456993e-05
1.942500e-10,-3.273853e-06,9.215145e-07,-1.009353e-06,8.126097e-06,-7.664729e-06,0.000000e+00,-1.457638e-05,1.457638e-05
1.945000e-10,-3.303895e-06,9.220562e-07,-1.026012e-06,8.133791e-06,-7.672533e-06,0.000000e+00,-1.458253e-05,1.458253e-05
1.947500e-10,-3.334463e-06,9.225750e-07,-1.042865e-06,8.141162e-06,-7.680012e-06,0.000000e+00,-1.458838e-05,1.458838e-05
1.950000e-10,-3.365572e-06,9.230708e-07,-1.059919e-06,8.148208e-06,-7.687165e-06,0.000000e+00,-1.459393e-05,1.459393e-05
1.952500e-10,-3.397237e-06,9.235433e-07,-1.077178e-06,8.154926e-06,-7.693989e-06,0.000000e+00,-1.459919e-05,1.459919e-05
1.955000e-10,-3.429475e-06,9.239924e-07,-1.094647e-06,8.161316e-06,-7.700481e-06,0.000000e+00,-1.460417e-05,1.460417e-05
1.957500e-10,-3.462303e-06,9.244181e-07,-1.112332e-06,8.167374e-06,-7.706639e-06,0.000000e+00,-1.460885e-05,1.460885e-05
1.960000e-10,-3.495740e-06,9.248202e-07,-1.130241e-06,8.173099e-06,-7.712459e-06,0.000000e+00,-1.461325e-05,1.461325e-05
1.962500e-10,-3.529803e-06,9.251987e-07,-1.148378e-06,8.178488e-06,-7.717941e-06,0.000000e+00,-1.461737e-05,1.461737e-05
1.965000e-10,-3.564514e-06,9.255533e-07,-1.166750e-06,8.183541e-06,-7.723083e-06,0.000000e+00,-1.462121e-05,1.462121e-05
1.967500e-10,-3.599892e-06,9.258841e-07,-1.185365e-06,8.188256e-06,-7.727881e-06,0.000000e+00,-1.462478e-05,1.462478e-05
1.970000e-10,-3.635959e-06,9.261910e-07,-1.204229e-06,8.192630e-06,-7.732335e-06,0.000000e+00,-1.462807e-05,1.462807e-05
1.972500e-10,-3.672737e-06,9.264738e-07,-1.223351e-06,8.196663e-06,-7.736442e-06,0.000000e+00,-1.463108e-05,1.463108e-05
1.975000e-10,-3.710251e-06,9.267326e-07,-1.242738e-06,8.200353e-06,-7.740202e-06,0.000000e+00,-1.463383e-05,1.463383e-05
1.977500e-10,-3.748525e-06,9.269672e-07,-1.262399e-06,8.203699e-06,-7.743613e-06,0.000000e+00,-1.463631e-05,1.463631e-05
1.980000e-10,-3.787586e-06,9.271775e-07,-1.282343e-06,8.206700e-06,-7.746672e-06,0.000000e+00,-1.463852e-05,1.463852e-05
1.982500e-10,-3.827460e-06,9.273635e-07,-1.302578e-06,8.209356e-06,-7.749380e-06,0.000000e+00,-1.464046e-05,1.464046e-05
1.985000e-10,-3.868176e-06,9.275251e-07,-1.323116e-06,8.211664e-06,-7.751735e-06,0.000000e+00,-1.464214e-05,1.464214e-05
1.987500e-10,-3.909764e-06,9.276623e-07,-1.343965e-06,8.213625e-06,-7.753736e-06,0.000000e+00,-1.464355e-05,1.464355e-05
1.990000e-10,-3.952256e-06,9.277751e-07,-1.365138e-06,8.215238e-06,-7.755383e-06,0.000000e+00,-1.464471e-05,1.464471e-05
1.992500e-10,-3.995686e-06,9.278634e-07,-1.386645e-06,8.216502e-06,-7.756674e-06,0.000000e+00,-1.464560e-05,1.464560e-05
1.995000e-10,-4.040088e-06,9.279272e-07,-1.408499e-06,8.217417e-06,-7.757609e-06,0.000000e+00,-1.464622e-05,1.464622e-05
1.997500e-10,-4.085498e-06,9.279664e-07,-1.430712e-06,8.217982e-06,-7.758188e-06,0.000000e+00,-1.464659e-05,1.464659e-05
2.000000e-10,-4.131956e-06,9.279812e-07,-1.453297e-06,8.218197e-06,-7.758411e-06,0.000000e+00,-1.464670e-05,1.464670e-05
2.002500e-10,-4.179503e-06,9.279714e-07,-1.476269e-06,8.218063e-06,-7.758278e-06,0.000000e+00,-1.464655e-05,1.464655e-05
2.005000e-10,-4.228181e-06,9.279371e-07,-1.499643e-06,8.217578e-06,-7.757788e-06,0.000000e+00,-1.464613e-05,1.464613e-05
2.007500e-10,-4.278035e-06,9.278783e-07,-1.523434e-06,8.216745e-06,-7.756942e-06,0.000000e+00,-1.464546e-05,1.464546e-05
2.010000e-10,-4.329114e-06,9.277950e-07,-1.547659e-06,8.215561e-06,-7.755739e-06,0.000000e+00,-1.464452e-05,1.464452e-05
2.012500e-10,-4.381468e-06,9.276872e-07,-1.572335e-06,8.214029e-06,-7.754182e-06,0.000000e+00,-1.464333e-05,1.464333e-05
2.015000e-10,-4.435150e-06,9.275549e-07,-1.597481e-06,8.212149e-06,-7.752269e-06,0.000000e+00,-1.464187e-05,1.464187e-05
2.017500e-10,-4.490217e-06,9.273982e-07,-1.623117e-06,8.209921e-06,-7.750003e-06,0.000000e+00,-1.464015e-05,1.464015e-05
2.020000e-10,-4.546729e-06,9.272171e-07,-1.649264e-06,8.207345e-06,-7.747383e-06,0.000000e+00,-1.463816e-05,1.463816e-05
2.022500e-10,-4.604747e-06,9.270117e-07,-1.675943e-06,8.204424e-06,-7.744410e-06,0.000000e+00,-1.463591e-05,1.463591e-05
2.025000e-10,-4.664340e-06,9.267820e-07,-1.703178e-06,8.201157e-06,-7.741087e-06,0.000000e+00,-1.463339e-05,1.463339e-05
2.027500e-10,-4.725579e-06,9.265281e-07,-1.730994e-06,8.197545e-06,-7.737414e-06,0.000000e+00,-1.463060e-05,1.463060e-05
2.030000e-10,-4.788537e-06,9.262501e-07,-1.759416e-06,8.193591e-06,-7.733392e-06,0.000000e+00,-1.462754e-05,1.462754e-05
2.032500e-10,-4.853296e-06,9.259480e-07,-1.788474e-06,8.189294e-06,-7.729024e-06,0.000000e+00,-1.462421e-05,1.462421e-05
2.035000e-10,-4.919939e-06,9.256219e-07,-1.818197e-06,8.184658e-06,-7.724310e-06,0.000000e+00,-1.462061e-05,1.462061e-05
2.037500e-10,-4.988557e-06,9.252719e-07,-1.848616e-06,8.179682e-06,-7.719253e-06,0.000000e+00,-1.461673e-05,1.461673e-05
2.040000e-10,-5.059247e-06,9.248981e-07,-1.879765e-06,8.174369e-06,-7.713854e-06,0.000000e+00,-1.461257e-05,1.461257e-05
2.042500e-10,-5.132109e-06,9.245006e-07,-1.911680e-06,8.168720e-06,-7.708116e-06,0.000000e+00,-1.460814e-05,1.460814e-05
2.045000e-10,-5.207254e-06,9.240795e-07,-1.944400e-06,8.162737e-06,-7.702040e-06,0.000000e+00,-1.460342e-05,1.460342e-05
2.047500e-10,-5.284796e-06,9.236349e-07,-1.977964e-06,8.156422e-06,-7.695629e-06,0.000000e+00,-1.459841e-05,1.459841e-05
2.050000e-10,-5.364860e-06,9.231669e-07,-2.012418e-06,8.149778e-06,-7.688886e-06,0.000000e+00,-1.459312e-05,1.459312e-05
2.052500e-10,-5.447579e-06,9.226757e-07,-2.047807e-06,8.142805e-06,-7.681812e-06,0.000000e+00,-1.458753e-05,1.458753e-05
2.055000e-10,-5.533094e-06,9.221613e-07,-2.084182e-06,8.135506e-06,-7.674410e-06,0.000000e+00,-1.458165e-05,1.458165e-05
2.057500e-10,-5.621557e-06,9.216240e-07,-2.121596e-06,8.127884e-06,-7.666684e-06,0.000000e+00,-1.457548e-05,1.457548e-05
2.060000e-10,-5.713131e-06,9.210638e-07,-2.160106e-06,8.119941e-06,-7.658635e-06,0.000000e+00,-1.456900e-05,1.456900e-05
2.062500e-10,-5.807990e-06,9.204809e-07,-2.199775e-06,8.111679e-06,-7.650268e-06,0.000000e+00,-1.456222e-05,1.456222e-05
2.065000e-10,-5.906321e-06,9.198754e-07,-2.240668e-06,8.103100e-06,-7.641584e-06,0.000000e+00,-1.455513e-05,1.455513e-05
2.067500e-10,-6.008327e-06,9.192474e-07,-2.282857e-06,8.094208e-06,-7.632586e-06,0.000000e+00,-1.454773e-05,1.454773e-05
2.070000e-10,-6.114225e-06,9.185972e-07,-2.326418e-06,8.085005e-06,-7.623279e-06,0.000000e+00,-1.454002e-05,1.454002e-05
2.072500e-10,-6.224247e-06,9.179249e-07,-2.371434e-06,8.075493e-06,-7.613665e-06,0.000000e+00,-1.453199e-05,1.453199e-05
2.075000e-10,-6.338647e-06,9.172307e-07,-2.417995e-06,8.065677e-06,-7.603748e-06,0.000000e+00,-1.452364e-05,1.452364e-05
2.077500e-10,-6.457697e-06,9.165146e-07,-2.466196e-06,8.055557e-06,-7.593531e-06,0.000000e+00,-1.451496e-05,1.451496e-05
2.080000e-10,-6.581691e-06,9.157770e-07,-2.516143e-06,8.045138e-06,-7.583017e-06,0.000000e+00,-1.450595e-05,1.450595e-05
2.082500e-10,-6.710950e-06,9.150179e-07,-2.567948e-06,8.034422e-06,-7.572210e-06,0.000000e+00,-1.449661e-05,1.449661e-05
2.085000e-10,-6.845819e-06,9.142375e-07,-2.621734e-06,8.023413e-06,-7.561115e-06,0.000000e+00,-1.448693e-05,1.448693e-05
2.087500e-10,-6.986675e-06,9.134361e-07,-2.677635e-06,8.012114e-06,-7.549733e-06,0.000000e+00,-1.447691e-05,1.447691e-05
2.090000e-10,-7.133926e-06,9.126138e-07,-2.735794e-06,8.000527e-06,-7.538070e-06,0.000000e+00,-1.446654e-05,1.446654e-05
2.092500e-10,-7.288017e-06,9.117707e-07,-2.796370e-06,7.988656e-06,-7.526129e-06,0.000000e+00,-1.445582e-05,1.445582e-05
2.095000e-10,-7.449435e-06,9.109072e-07,-2.859535e-06,7.976504e-06,-7.513914e-06,0.000000e+00,-1.444475e-05,1.444475e-05
2.097500e-10,-7.618708e-06,9.100232e-07,-2.925477e-06,7.964075e-06,-7.501429e-06,0.000000e+00,-1.443332e-05,1.443332e-05
2.100000e-10,-7.796418e-06,9.091192e-07,-2.994402e-06,7.951372e-06,-7.488677e-06,0.000000e+00,-1.442153e-05,1.442153e-05
2.102500e-10,-7.983200e-06,9.081952e-07,-3.066535e-06,7.938398e-06,-7.475663e-06,0.000000e+00,-1.440937e-05,1.440937e-05
2.105000e-10,-8.179751e-06,9.072514e-07,-3.142124e-06,7.925157e-06,-7.462391e-06,0.000000e+00,-1.439684e-05,1.439684e-05
2.107500e-10,-8.386837e-06,9.062880e-07,-3.221440e-06,7.911653e-06,-7.448865e-06,0.000000e+00,-1.438393e-05,1.438393e-05
2.110000e-10,-8.605303e-06,9.053054e-07,-3.304783e-06,7.897888e-06,-7.435090e-06,0.000000e+00,-1.437064e-05,1.437064e-05
2.112500e-10,-8.836078e-06,9.043035e-07,-3.392483e-06,7.883867e-06,-7.421068e-06,0.000000e+00,-1.435697e-05,1.435697e-05
2.115000e-10,-9.080192e-06,9.032827e-07,-3.484905e-06,7.869593e-06,-7.406804e-06,0.000000e+00,-1.434291e-05,1.434291e-05
2.117500e-10,-9.338781e-06,9.022431e-07,-3.582453e-06,7.855069e-06,-7.392304e-06,0.000000e+00,-1.432845e-05,1.432845e-05
2.120000e-10,-9.613108e-06,9.011850e-07,-3.685575e-06,7.840299e-06,-7.377570e-06,0.000000e+00,-1.431360e-05,1.431360e-05
2.122500e-10,-9.904575e-06,9.001085e-07,-3.794768e-06,7.825288e-06,-7.362607e-06,0.000000e+00,-1.429835e-05,1.429835e-05
2.125000e-10,-1.021474e-05,8.990139e-07,-3.910587e-06,7.810037e-06,-7.347419e-06,0.000000e+00,-1.428269e-05,1.428269e-05
2.127500e-10,-1.054534e-05,8.979013e-07,-4.033648e-06,7.794552e-06,-7.332010e-06,0.000000e+00,-1.426662e-05,1.426662e-05
2.130000e-10,-1.089833e-05,8.967711e-07,-4.164642e-06,7.778836e-06,-7.316386e-06,0.000000e+00,-1.425014e-05,1.425014e-05
2.132500e-10,-1.127587e-05,8.956232e-07,-4.304342e-06,7.762892e-06,-7.300549e-06,0.000000e+00,-1.423324e-05,1.423324e-05
2.135000e-10,-1.168041e-05,8.944581e-07,-4.453614e-06,7.746724e-06,-7.284504e-06,0.000000e+00,-1.421592e-05,1.421592e-05
2.137500e-10,-1.211469e-05,8.932758e-07,-4.613430e-06,7.730336e-06,-7.268256e-06,0.000000e+00,-1.419817e-05,1.419817e-05
2.140000e-10,-1.258180e-05,8.920766e-07,-4.784889e-06,7.713732e-06,-7.251808e-06,0.000000e+00,-1.417999e-05,1.417999e-05
2.142500e-10,-1.308521e-05,8.908608e-07,-4.969226e-06,7.696915e-06,-7.235165e-06,0.000000e+00,-1.416137e-05,1.416137e-05
2.145000e-10,-1.362886e-05,8.896284e-07,-5.167838e-06,7.679889e-06,-7.218332e-06,0.000000e+00,-1.414232e-05,1.414232e-05
2.147500e-10,-1.421721e-05,8.883797e-07,-5.382309e-06,7.662657e-06,-7.201311e-06,0.000000e+00,-1.412283e-05,1.412283e-05
2.150000e-10,-1.485531e-05,8.871149e-07,-5.614433e-06,7.645224e-06,-7.184108e-06,0.000000e+00,-1.410289e-05,1.410289e-05
2.152500e-10,-1.554889e-05,8.858342e-07,-5.866248e-06,7.627593e-06,-7.166727e-06,0.000000e+00,-1.408250e-05,1.408250e-05
2.155000e-10,-1.630450e-05,8.845379e-07,-6.140074e-06,7.609767e-06,-7.149171e-06,0.000000e+00,-1.406166e-05,1.406166e-05
2.157500e-10,-1.712955e-05,8.832260e-07,-6.438552e-06,7.591750e-06,-7.131445e-06,0.000000e+00,-1.404036e-05,1.404036e-05
2.160000e-10,-1.803254e-05,8.818989e-07,-6.764693e-06,7.573547e-06,-7.113553e-06,0.000000e+00,-1.401860e-05,1.401860e-05
2.162500e-10,-1.902312e-05,8.805567e-07,-7.121931e-06,7.555159e-06,-7.095499e-06,0.000000e+00,-1.399638e-05,1.399638e-05
2.165000e-10,-2.011233e-05,8.791996e-07,-7.514185e-06,7.536592e-06,-7.077287e-06,0.000000e+00,-1.397369e-05,1.397369e-05
2.167500e-10,-2.131275e-05,8.778278e-07,-7.945922e-06,7.517849e-06,-7.058921e-06,0.000000e+00,-1.395053e-05,1.395053e-05
