time,"V(B11|XCON)","V(B21|XCON)","I(B11|XCON)","I(B21|XCON)"
1.850000e-10,-1.212337e-05,1.199614e-05,-3.164475e-05,1.325771e-05
1.852000e-10,-1.218602e-05,1.203101e-05,-3.193057e-05,1.360956e-05
1.854000e-10,-1.224871e-05,1.206545e-05,-3.221612e-05,1.396169e-05
1.856000e-10,-1.231146e-05,1.209946e-05,-3.250135e-05,1.431408e-05
1.858000e-10,-1.237426e-05,1.213302e-05,-3.278622e-05,1.466668e-05
1.860000e-10,-1.243714e-05,1.216614e-05,-3.307068e-05,1.501945e-05
1.862000e-10,-1.250008e-05,1.219882e-05,-3.335469e-05,1.537235e-05
1.864000e-10,-1.256311e-05,1.223105e-05,-3.363822e-05,1.572535e-05
1.866000e-10,-1.262622e-05,1.226282e-05,-3.392121e-05,1.607840e-05
1.868000e-10,-1.268942e-05,1.229414e-05,-3.420362e-05,1.643147e-05
1.870000e-10,-1.275273e-05,1.232501e-05,-3.448540e-05,1.678451e-05
1.872000e-10,-1.281613e-05,1.235541e-05,-3.476652e-05,1.713750e-05
1.874000e-10,-1.287965e-05,1.238535e-05,-3.504692e-05,1.749037e-05
1.876000e-10,-1.294330e-05,1.241481e-05,-3.532657e-05,1.784311e-05
1.878000e-10,-1.300708e-05,1.244380e-05,-3.560541e-05,1.819566e-05
1.880000e-10,-1.307100e-05,1.247230e-05,-3.588339e-05,1.854798e-05
1.882000e-10,-1.313507e-05,1.250032e-05,-3.616048e-05,1.890003e-05
1.884000e-10,-1.319931e-05,1.252783e-05,-3.643662e-05,1.925178e-05
1.886000e-10,-1.326373e-05,1.255483e-05,-3.671176e-05,1.960317e-05
1.888000e-10,-1.332834e-05,1.258133e-05,-3.698587e-05,1.995418e-05
1.890000e-10,-1.339314e-05,1.260730e-05,-3.725887e-05,2.030474e-05
1.892000e-10,-1.345815e-05,1.263275e-05,-3.753074e-05,2.065483e-05
1.894000e-10,-1.352338e-05,1.265766e-05,-3.780142e-05,2.100440e-05
1.896000e-10,-1.358885e-05,1.268203e-05,-3.807085e-05,2.135341e-05
1.898000e-10,-1.365455e-05,1.270585e-05,-3.833899e-05,2.170181e-05
1.900000e-10,-1.372051e-05,1.272912e-05,-3.860579e-05,2.204956e-05
1.902000e-10,-1.378674e-05,1.275181e-05,-3.887119e-05,2.239662e-05
1.904000e-10,-1.385325e-05,1.277393e-05,-3.913515e-05,2.274294e-05
1.906000e-10,-1.392006e-05,1.279547e-05,-3.939760e-05,2.308849e-05
1.908000e-10,-1.398718e-05,1.281640e-05,-3.965851e-05,2.343321e-05
1.910000e-10,-1.405463e-05,1.283673e-05,-3.991781e-05,2.377706e-05
1.912000e-10,-1.412243e-05,1.285642e-05,-4.017545e-05,2.411999e-05
1.914000e-10,-1.419059e-05,1.287549e-05,-4.043137e-05,2.446197e-05
1.916000e-10,-1.425914e-05,1.289390e-05,-4.068552e-05,2.480295e-05
1.918000e-10,-1.432808e-05,1.291165e-05,-4.093785e-05,2.514289e-05
1.920000e-10,-1.439744e-05,1.292872e-05,-4.118830e-05,2.548173e-05
1.922000e-10,-1.446724e-05,1.294510e-05,-4.143681e-05,2.581943e-05
1.924000e-10,-1.453749e-05,1.296078e-05,-4.168333e-05,2.615595e-05
1.926000e-10,-1.460822e-05,1.297573e-05,-4.192779e-05,2.649124e-05
1.928000e-10,-1.467945e-05,1.298995e-05,-4.217014e-05,2.682526e-05
1.930000e-10,-1.475120e-05,1.300341e-05,-4.241032e-05,2.715797e-05
1.932000e-10,-1.482350e-05,1.301610e-05,-4.264828e-05,2.748930e-05
1.934000e-10,-1.489637e-05,1.302799e-05,-4.288394e-05,2.781923e-05
1.936000e-10,-1.496983e-05,1.303907e-05,-4.311725e-05,2.814770e-05
1.938000e-10,-1.504391e-05,1.304932e-05,-4.334815e-05,2.847466e-05
1.940000e-10,-1.511865e-05,1.305870e-05,-4.357657e-05,2.880008e-05
1.942000e-10,-1.519407e-05,1.306721e-05,-4.380246e-05,2.912390e-05
1.944000e-10,-1.527020e-05,1.307481e-05,-4.402575e-05,2.944608e-05
1.946000e-10,-1.534708e-05,1.308147e-05,-4.424637e-05,2.976657e-05
1.948000e-10,-1.542473e-05,1.308718e-05,-4.446426e-05,3.008533e-05
1.950000e-10,-1.550320e-05,1.309191e-05,-4.467936e-05,3.040231e-05
1.952000e-10,-1.558251e-05,1.309561e-05,-4.489159e-05,3.071745e-05
1.954000e-10,-1.566271e-05,1.309828e-05,-4.510089e-05,3.103073e-05
1.956000e-10,-1.574384e-05,1.309987e-05,-4.530719e-05,3.134208e-05
1.958000e-10,-1.582593e-05,1.310035e-05,-4.551042e-05,3.165146e-05
1.960000e-10,-1.590904e-05,1.309968e-05,-4.571051e-05,3.195883e-05
1.962000e-10,-1.599320e-05,1.309784e-05,-4.590740e-05,3.226413e-05
1.964000e-10,-1.607847e-05,1.309477e-05,-4.610099e-05,3.256732e-05
1.966000e-10,-1.616489e-05,1.309044e-05,-4.629124e-05,3.286836e-05
1.968000e-10,-1.625253e-05,1.308481e-05,-4.647805e-05,3.316720e-05
1.970000e-10,-1.634143e-05,1.307783e-05,-4.666135e-05,3.346378e-05
1.972000e-10,-1.643165e-05,1.306946e-05,-4.684106e-05,3.375806e-05
1.974000e-10,-1.652326e-05,1.305963e-05,-4.701712e-05,3.405000e-05
1.976000e-10,-1.661632e-05,1.304831e-05,-4.718943e-05,3.433955e-05
1.978000e-10,-1.671090e-05,1.303544e-05,-4.735791e-05,3.462666e-05
1.980000e-10,-1.680708e-05,1.302096e-05,-4.752249e-05,3.491128e-05
1.982000e-10,-1.690492e-05,1.300481e-05,-4.768307e-05,3.519337e-05
1.984000e-10,-1.700451e-05,1.298692e-05,-4.783958e-05,3.547287e-05
1.986000e-10,-1.710593e-05,1.296723e-05,-4.799191e-05,3.574975e-05
1.988000e-10,-1.720927e-05,1.294567e-05,-4.813999e-05,3.602395e-05
1.990000e-10,-1.731463e-05,1.292217e-05,-4.828372e-05,3.629543e-05
1.992000e-10,-1.742211e-05,1.289664e-05,-4.842301e-05,3.656414e-05
1.994000e-10,-1.753180e-05,1.286900e-05,-4.855776e-05,3.683003e-05
1.996000e-10,-1.764383e-05,1.283916e-05,-4.868787e-05,3.709305e-05
1.998000e-10,-1.775832e-05,1.280703e-05,-4.881324e-05,3.735316e-05
2.000000e-10,-1.787538e-05,1.277252e-05,-4.893376e-05,3.761030e-05
2.002000e-10,-1.799515e-05,1.273551e-05,-4.904933e-05,3.786444e-05
2.004000e-10,-1.811778e-05,1.269589e-05,-4.915985e-05,3.811552e-05
2.006000e-10,-1.824342e-05,1.265356e-05,-4.926518e-05,3.836349e-05
2.008000e-10,-1.837222e-05,1.260838e-05,-4.936523e-05,3.860831e-05
2.010000e-10,-1.850436e-05,1.256022e-05,-4.945986e-05,3.884993e-05
2.012000e-10,-1.864003e-05,1.250895e-05,-4.954896e-05,3.908829e-05
2.014000e-10,-1.877941e-05,1.245441e-05,-4.963238e-05,3.932336e-05
2.016000e-10,-1.892271e-05,1.239645e-05,-4.971001e-05,3.955507e-05
2.018000e-10,-1.907016e-05,1.233489e-05,-4.978170e-05,3.978338e-05
2.020000e-10,-1.922199e-05,1.226957e-05,-4.984731e-05,4.000824e-05
2.022000e-10,-1.937846e-05,1.220028e-05,-4.990668e-05,4.022960e-05
2.024000e-10,-1.953984e-05,1.212683e-05,-4.995967e-05,4.044740e-05
2.026000e-10,-1.970642e-05,1.204900e-05,-5.000611e-05,4.066160e-05
2.028000e-10,-1.987851e-05,1.196655e-05,-5.004582e-05,4.087214e-05
2.030000e-10,-2.005646e-05,1.187923e-05,-5.007864e-05,4.107897e-05
2.032000e-10,-2.024062e-05,1.178679e-05,-5.010437e-05,4.128202e-05
2.034000e-10,-2.043140e-05,1.168892e-05,-5.012282e-05,4.148125e-05
2.036000e-10,-2.062920e-05,1.158533e-05,-5.013379e-05,4.167660e-05
2.038000e-10,-2.083448e-05,1.147569e-05,-5.013707e-05,4.186800e-05
2.040000e-10,-2.104774e-05,1.135964e-05,-5.013241e-05,4.205541e-05
2.042000e-10,-2.126952e-05,1.123680e-05,-5.011959e-05,4.223874e-05
2.044000e-10,-2.150037e-05,1.110675e-05,-5.009835e-05,4.241794e-05
2.046000e-10,-2.174094e-05,1.096906e-05,-5.006842e-05,4.259294e-05
2.048000e-10,-2.199191e-05,1.082325e-05,-5.002951e-05,4.276367e-05
2.050000e-10,-2.225400e-05,1.066879e-05,-4.998133e-05,4.293005e-05
2.052000e-10,-2.252804e-05,1.050512e-05,-4.992354e-05,4.309201e-05
2.054000e-10,-2.281490e-05,1.033164e-05,-4.985582e-05,4.324945e-05
2.056000e-10,-2.311554e-05,1.014768e-05,-4.977777e-05,4.340230e-05
2.058000e-10,-2.343102e-05,9.952515e-06,-4.968902e-05,4.355046e-05
2.060000e-10,-2.376249e-05,9.745365e-06,-4.958913e-05,4.369383e-05
2.062000e-10,-2.411122e-05,9.525371e-06,-4.947766e-05,4.383230e-05
2.064000e-10,-2.447861e-05,9.291595e-06,-4.935410e-05,4.396576e-05
2.066000e-10,-2.486620e-05,9.043012e-06,-4.921793e-05,4.409408e-05
2.068000e-10,-2.527568e-05,8.778495e-06,-4.906858e-05,4.421712e-05
2.070000e-10,-2.570894e-05,8.496807e-06,-4.890541e-05,4.433473e-05
2.072000e-10,-2.616807e-05,8.196586e-06,-4.872776e-05,4.444675e-05
2.074000e-10,-2.665537e-05,7.876329e-06,-4.853488e-05,4.455300e-05
2.076000e-10,-2.717344e-05,7.534378e-06,-4.832596e-05,4.465328e-05
2.078000e-10,-2.772514e-05,7.168893e-06,-4.810013e-05,4.474736e-05
2.080000e-10,-2.831371e-05,6.777835e-06,-4.785641e-05,4.483501e-05
2.082000e-10,-2.894275e-05,6.358934e-06,-4.759374e-05,4.491594e-05
2.084000e-10,-2.961632e-05,5.909661e-06,-4.731094e-05,4.498984e-05
2.086000e-10,-3.033899e-05,5.427192e-06,-4.700670e-05,4.505636e-05
2.088000e-10,-3.111595e-05,4.908362e-06,-4.667960e-05,4.511511e-05
2.090000e-10,-3.195303e-05,4.349618e-06,-4.632801e-05,4.516563e-05
2.092000e-10,-3.285690e-05,3.746962e-06,-4.595015e-05,4.520742e-05
2.094000e-10,-3.383513e-05,3.095883e-06,-4.554401e-05,4.523988e-05
2.096000e-10,-3.489640e-05,2.391274e-06,-4.510736e-05,4.526236e-05
2.098000e-10,-3.605062e-05,1.627345e-06,-4.463765e-05,4.527406e-05
2.100000e-10,-3.730924e-05,7.975043e-07,-4.413204e-05,4.527410e-05
2.102000e-10,-3.868541e-05,-1.057653e-07,-4.358728e-05,4.526145e-05
2.104000e-10,-4.019440e-05,-1.091067e-06,-4.299969e-05,4.523489e-05
2.106000e-10,-4.185392e-05,-2.168273e-06,-4.236509e-05,4.519302e-05
2.108000e-10,-4.368462e-05,-3.348744e-06,-4.167866e-05,4.513419e-05
2.110000e-10,-4.571060e-05,-4.645590e-06,-4.093487e-05,4.505645e-05
2.112000e-10,-4.796018e-05,-6.073985e-06,-4.012737e-05,4.495752e-05
2.114000e-10,-5.046664e-05,-7.651534e-06,-3.924877e-05,4.483468e-05
2.116000e-10,-5.326925e-05,-9.398713e-06,-3.829051e-05,4.468470e-05
2.118000e-10,-5.641449e-05,-1.133939e-05,-3.724258e-05,4.450374e-05
2.120000e-10,-5.995744e-05,-1.350143e-05,-3.609329e-05,4.428717e-05
2.122000e-10,-6.396354e-05,-1.591741e-05,-3.482889e-05,4.402948e-05
2.124000e-10,-6.851050e-05,-1.862540e-05,-3.343318e-05,4.372401e-05
2.126000e-10,-7.369064e-05,-2.166988e-05,-3.188703e-05,4.336270e-05
2.128000e-10,-7.961324e-05,-2.510266e-05,-3.016779e-05,4.293587e-05
2.130000e-10,-8.640705e-05,-2.898376e-05,-2.824862e-05,4.243179e-05
2.132000e-10,-9.422222e-05,-3.338210e-05,-2.609774e-05,4.183632e-05
2.134000e-10,-1.032310e-04,-3.837567e-05,-2.367764e-05,4.113249e-05
2.136000e-10,-1.136259e-04,-4.405062e-05,-2.094429e-05,4.030007e-05
2.138000e-10,-1.256116e-04,-5.049832e-05,-1.784655e-05,3.931529e-05
2.140000e-10,-1.393884e-04,-5.780887e-05,-1.432620e-05,3.815081e-05
2.142000e-10,-1.551169e-04,-6.605856e-05,-1.031889e-05,3.677634e-05
2.144000e-10,-1.728560e-04,-7.528741e-05,-5.757223e-06,3.516035e-05
2.146000e-10,-1.924582e-04,-8.546145e-05,-5.771942e-07,3.327383e-05
2.148000e-10,-2.134079e-04,-9.641302e-05,5.269983e-06,3.109691e-05
2.150000e-10,-2.345974e-04,-1.077529e-04,1.179859e-05,2.862978e-05
2.152000e-10,-2.540678e-04,-1.187543e-04,1.896041e-05,2.590793e-05
2.154000e-10,-2.688103e-04,-1.282244e-04,2.661019e-05,2.302000e-05
2.156000e-10,-2.748222e-04,-1.344111e-04,3.447350e-05,2.012167e-05
2.158000e-10,-2.676730e-04,-1.350344e-04,4.213507e-05,1.743387e-05
2.160000e-10,-2.437125e-04,-1.275569e-04,4.907015e-05,1.521192e-05
2.162000e-10,-2.016592e-04,-1.097701e-04,5.473178e-05,1.368184e-05
2.164000e-10,-1.438210e-04,-8.064494e-05,5.867726e-05,1.296141e-05
2.166000e-10,-7.612489e-05,-4.119609e-05,6.068518e-05,1.300523e-05
2.168000e-10,-6.725313e-06,5.028750e-06,6.080557e-05,1.361246e-05
2.170000e-10,5.618155e-05,5.221390e-05,5.931599e-05,1.450603e-05
2.172000e-10,1.062934e-04,9.343486e-05,5.660826e-05,1.544862e-05
2.174000e-10,1.401196e-04,1.224463e-04,5.306779e-05,1.633466e-05
2.176000e-10,1.567739e-04,1.354417e-04,4.900613e-05,1.720837e-05
2.178000e-10,1.570920e-04,1.320322e-04,4.466967e-05,1.819971e-05
2.180000e-10,1.426960e-04,1.150266e-04,4.030141e-05,1.941516e-05
2.182000e-10,1.154439e-04,8.917004e-05,3.620572e-05,2.084162e-05
2.184000e-10,7.736520e-05,5.944317e-05,3.276991e-05,2.231133e-05
2.186000e-10,3.091443e-05,2.962607e-05,3.042317e-05,2.354294e-05
2.188000e-10,-2.073437e-05,1.621723e-06,2.954556e-05,2.423907e-05
2.190000e-10,-7.356478e-05,-2.431538e-05,3.036237e-05,2.419819e-05
2.192000e-10,-1.228445e-04,-4.864767e-05,3.286367e-05,2.339571e-05
2.194000e-10,-1.634768e-04,-7.136498e-05,3.677732e-05,2.200463e-05
2.196000e-10,-1.905461e-04,-9.106847e-05,4.160465e-05,2.034985e-05
2.198000e-10,-2.000713e-04,-1.047675e-04,4.670958e-05,1.881296e-05
2.200000e-10,-1.899286e-04,-1.085719e-04,5.143991e-05,1.771905e-05
2.202000e-10,-1.607024e-04,-9.909666e-05,5.525174e-05,1.724250e-05
2.204000e-10,-1.160259e-04,-7.504904e-05,5.780383e-05,1.736410e-05
2.206000e-10,-6.206600e-05,-3.832779e-05,5.899327e-05,1.789695e-05
2.208000e-10,-6.230562e-06,5.883524e-06,5.892250e-05,1.857368e-05
2.210000e-10,4.439032e-05,5.016514e-05,5.781582e-05,1.916063e-05
2.212000e-10,8.424714e-05,8.674822e-05,5.592647e-05,1.954980e-05
2.214000e-10,1.098745e-04,1.095898e-04,5.347771e-05,1.978711e-05
2.216000e-10,1.197983e-04,1.158717e-04,5.065939e-05,2.002567e-05
2.218000e-10,1.141113e-04,1.063864e-04,4.766874e-05,2.042950e-05
2.220000e-10,9.405877e-05,8.476723e-05,4.475980e-05,2.107584e-05
2.222000e-10,6.183912e-05,5.600600e-05,4.226224e-05,2.190232e-05
2.224000e-10,2.062405e-05,2.492031e-05,4.054766e-05,2.272204e-05
2.226000e-10,-2.534967e-05,-4.868316e-06,3.994709e-05,2.329865e-05
2.228000e-10,-7.082683e-05,-3.118308e-05,4.064729e-05,2.344856e-05
2.230000e-10,-1.099041e-04,-5.284823e-05,4.260567e-05,2.312674e-05
2.232000e-10,-1.368210e-04,-6.891062e-05,4.552112e-05,2.245888e-05
2.234000e-10,-1.471130e-04,-7.801433e-05,4.888239e-05,2.170270e-05
2.236000e-10,-1.388375e-04,-7.834028e-05,5.208798e-05,2.115041e-05
2.238000e-10,-1.133726e-04,-6.824015e-05,5.460139e-05,2.101135e-05
2.240000e-10,-7.530950e-05,-4.730551e-05,5.608493e-05,2.132793e-05
2.242000e-10,-3.134006e-05,-1.731996e-05,5.646016e-05,2.196540e-05
2.244000e-10,1.143721e-05,1.747565e-05,5.587543e-05,2.268164e-05
2.246000e-10,4.708953e-05,5.108717e-05,5.460513e-05,2.324220e-05
2.248000e-10,7.174486e-05,7.726787e-05,5.293489e-05,2.352330e-05
2.250000e-10,8.367709e-05,9.124978e-05,5.108637e-05,2.355404e-05
2.252000e-10,8.284446e-05,9.101419e-05,4.920657e-05,2.348208e-05
2.254000e-10,7.030579e-05,7.763087e-05,4.740877e-05,2.348668e-05
2.256000e-10,4.784818e-05,5.463279e-05,4.582704e-05,2.368541e-05
2.258000e-10,1.793087e-05,2.679013e-05,4.464367e-05,2.407926e-05
2.260000e-10,-1.617606e-05,-1.187868e-06,4.406723e-05,2.455872e-05
2.262000e-10,-5.031064e-05,-2.557830e-05,4.426604e-05,2.496398e-05
2.264000e-10,-7.965382e-05,-4.398760e-05,4.528598e-05,2.516830e-05
2.266000e-10,-9.942230e-05,-5.517264e-05,4.699317e-05,2.514406e-05
2.268000e-10,-1.059424e-04,-5.861102e-05,4.907549e-05,2.497890e-05
2.270000e-10,-9.776756e-05,-5.416316e-05,5.111319e-05,2.483335e-05
2.272000e-10,-7.634068e-05,-4.206363e-05,5.269667e-05,2.486056e-05
2.274000e-10,-4.580623e-05,-2.323809e-05,5.354436e-05,2.512961e-05
2.276000e-10,-1.195443e-05,3.024135e-07,5.357166e-05,2.559238e-05
2.278000e-10,1.928935e-05,2.533873e-05,5.288561e-05,2.611026e-05
2.280000e-10,4.322304e-05,4.782796e-05,5.171647e-05,2.652474e-05
2.282000e-10,5.711579e-05,6.376259e-05,5.032467e-05,2.673335e-05
2.284000e-10,6.024082e-05,7.020485e-05,4.892675e-05,2.673300e-05
2.286000e-10,5.341616e-05,6.608630e-05,4.766602e-05,2.661244e-05
2.288000e-10,3.841351e-05,5.246695e-05,4.662649e-05,2.650298e-05
2.290000e-10,1.752431e-05,3.219112e-05,4.586736e-05,2.651522e-05
2.292000e-10,-6.618231e-06,9.113509e-06,4.544962e-05,2.669286e-05
2.294000e-10,-3.105483e-05,-1.281098e-05,4.543584e-05,2.700289e-05
2.296000e-10,-5.255459e-05,-3.029486e-05,4.586192e-05,2.736259e-05
2.298000e-10,-6.789455e-05,-4.117118e-05,4.669746e-05,2.768667e-05
2.300000e-10,-7.442057e-05,-4.450224e-05,4.781961e-05,2.792937e-05
2.302000e-10,-7.075394e-05,-4.043707e-05,4.902086e-05,2.810075e-05
2.304000e-10,-5.735067e-05,-2.997127e-05,5.005498e-05,2.825096e-05
2.306000e-10,-3.660915e-05,-1.473679e-05,5.070506e-05,2.843370e-05
2.308000e-10,-1.239334e-05,3.142041e-06,5.084569e-05,2.867099e-05
2.310000e-10,1.089212e-05,2.118525e-05,5.047338e-05,2.893895e-05
2.312000e-10,2.933640e-05,3.678104e-05,4.969519e-05,2.918109e-05
2.314000e-10,4.030709e-05,4.754211e-05,4.868488e-05,2.933998e-05
2.316000e-10,4.277847e-05,5.174253e-05,4.762829e-05,2.938904e-05
2.318000e-10,3.721430e-05,4.870433e-05,4.668006e-05,2.934778e-05
2.320000e-10,2.517710e-05,3.899266e-05,4.594340e-05,2.927437e-05
2.322000e-10,8.876206e-06,2.434000e-05,4.547194e-05,2.924079e-05
2.324000e-10,-9.198888e-06,7.312098e-06,4.528292e-05,2.930379e-05
2.326000e-10,-2.652596e-05,-9.194743e-06,4.536936e-05,2.948478e-05
2.328000e-10,-4.073550e-05,-2.249920e-05,4.570375e-05,2.976641e-05
2.330000e-10,-4.981965e-05,-3.060138e-05,4.623371e-05,3.010482e-05
2.332000e-10,-5.240690e-05,-3.248136e-05,4.687681e-05,3.044995e-05
2.334000e-10,-4.805932e-05,-2.819068e-05,4.752340e-05,3.076337e-05
2.336000e-10,-3.747442e-05,-1.874966e-05,4.805209e-05,3.102633e-05
2.338000e-10,-2.246353e-05,-5.902344e-06,4.835553e-05,3.123685e-05
2.340000e-10,-5.648515e-06,8.204476e-06,4.836719e-05,3.140033e-05
2.342000e-10,1.006573e-05,2.135988e-05,4.807882e-05,3.152097e-05
2.344000e-10,2.209015e-05,3.160371e-05,4.754158e-05,3.159897e-05
2.346000e-10,2.864490e-05,3.748932e-05,4.685125e-05,3.163416e-05
2.348000e-10,2.902372e-05,3.827022e-05,4.612359e-05,3.163251e-05
2.350000e-10,2.360038e-05,3.398941e-05,4.546864e-05,3.161082e-05
2.352000e-10,1.363238e-05,2.545775e-05,4.497126e-05,3.159608e-05
2.354000e-10,9.568940e-07,1.412137e-05,4.468099e-05,3.161932e-05
2.356000e-10,-1.233518e-05,1.834341e-06,4.461071e-05,3.170655e-05
2.358000e-10,-2.419763e-05,-9.433106e-06,4.474090e-05,3.187058e-05
2.360000e-10,-3.288585e-05,-1.790961e-05,4.502657e-05,3.210681e-05
2.362000e-10,-3.717265e-05,-2.231184e-05,4.540490e-05,3.239445e-05
2.364000e-10,-3.651502e-05,-2.205643e-05,4.580345e-05,3.270220e-05
2.366000e-10,-3.114416e-05,-1.735133e-05,4.614921e-05,3.299605e-05
2.368000e-10,-2.204306e-05,-9.143896e-06,4.637869e-05,3.324667e-05
2.370000e-10,-1.078992e-05,1.065989e-06,4.644762e-05,3.343452e-05
2.372000e-10,7.180542e-07,1.150860e-05,4.633842e-05,3.355203e-05
2.374000e-10,1.060632e-05,2.046259e-05,4.606316e-05,3.360337e-05
2.376000e-10,1.735306e-05,2.654401e-05,4.566100e-05,3.360242e-05
2.378000e-10,2.003482e-05,2.891370e-05,4.519058e-05,3.356977e-05
2.380000e-10,1.844353e-05,2.737407e-05,4.471918e-05,3.352937e-05
2.382000e-10,1.306862e-05,2.235315e-05,4.431092e-05,3.350500e-05
2.384000e-10,4.968094e-06,1.479449e-05,4.401641e-05,3.351698e-05
2.386000e-10,-4.432488e-06,5.983034e-06,4.386530e-05,3.357945e-05
2.388000e-10,-1.357502e-05,-2.662110e-06,4.386269e-05,3.369848e-05
2.390000e-10,-2.100673e-05,-9.801039e-06,4.398960e-05,3.387124e-05
2.392000e-10,-2.559549e-05,-1.436914e-05,4.420714e-05,3.408646e-05
2.394000e-10,-2.669758e-05,-1.573366e-05,4.446381e-05,3.432594e-05
2.396000e-10,-2.425222e-05,-1.378815e-05,4.470464e-05,3.456722e-05
2.398000e-10,-1.878151e-05,-8.965744e-06,4.488052e-05,3.478694e-05
2.400000e-10,-1.128922e-05,-2.162142e-06,4.495613e-05,3.496472e-05
2.402000e-10,-3.073773e-06,5.423060e-06,4.491492e-05,3.508675e-05
2.404000e-10,4.507138e-06,1.249948e-05,4.476043e-05,3.514849e-05
2.406000e-10,1.027101e-05,1.791170e-05,4.451407e-05,3.515576e-05
2.408000e-10,1.339780e-05,2.083261e-05,4.421030e-05,3.512371e-05
2.410000e-10,1.353921e-05,2.088777e-05,4.389025e-05,3.507392e-05
2.412000e-10,1.084052e-05,1.819223e-05,4.359520e-05,3.503015e-05
2.414000e-10,5.883943e-06,1.330119e-05,4.336058e-05,3.501377e-05
2.416000e-10,-4.270487e-07,7.092792e-06,4.321120e-05,3.503997e-05
2.418000e-10,-7.019720e-06,6.095496e-07,4.315803e-05,3.511553e-05
2.420000e-10,-1.281948e-05,-5.113197e-06,4.319682e-05,3.523832e-05
2.422000e-10,-1.691305e-05,-9.206803e-06,4.330898e-05,3.539847e-05
2.424000e-10,-1.868749e-05,-1.109638e-05,4.346469e-05,3.558060e-05
2.426000e-10,-1.792393e-05,-1.057968e-05,4.362798e-05,3.576654e-05
2.428000e-10,-1.482785e-05,-7.847309e-06,4.376306e-05,3.593811e-05
2.430000e-10,-9.985916e-06,-3.440918e-06,4.384061e-05,3.607961e-05
2.432000e-10,-4.254741e-06,1.844919e-06,4.384276e-05,3.618001e-05
2.434000e-10,1.397358e-06,7.101122e-06,4.376560e-05,3.623445e-05
2.436000e-10,6.062617e-06,1.145873e-05,4.361897e-05,3.624512e-05
2.438000e-10,9.045139e-06,1.423188e-05,4.342372e-05,3.622100e-05
2.440000e-10,9.963761e-06,1.502393e-05,4.320731e-05,3.617652e-05
2.442000e-10,8.792727e-06,1.377955e-05,4.299882e-05,3.612908e-05
2.444000e-10,5.840944e-06,1.077705e-05,4.282431e-05,3.609603e-05
2.446000e-10,1.681321e-06,6.566506e-06,4.270315e-05,3.609147e-05
2.448000e-10,-2.953106e-06,1.867792e-06,4.264564e-05,3.612385e-05
2.450000e-10,-7.288841e-06,-2.552647e-06,4.265202e-05,3.619460e-05
2.452000e-10,-1.063128e-05,-6.006153e-06,4.271289e-05,3.629823e-05
2.454000e-10,-1.246898e-05,-7.988699e-06,4.281088e-05,3.642367e-05
2.456000e-10,-1.254898e-05,-8.254695e-06,4.292355e-05,3.655648e-05
2.458000e-10,-1.091144e-05,-6.847122e-06,4.302704e-05,3.668147e-05
2.460000e-10,-7.876267e-06,-4.079906e-06,4.310002e-05,3.678523e-05
2.462000e-10,-3.982398e-06,-4.761695e-07,4.312717e-05,3.685811e-05
2.464000e-10,1.100811e-07,3.326315e-06,4.310165e-05,3.689550e-05
2.466000e-10,3.736508e-06,6.685259e-06,4.302591e-05,3.689831e-05
2.468000e-10,6.340284e-06,9.059887e-06,4.291087e-05,3.687260e-05
2.470000e-10,7.560659e-06,1.009476e-05,4.277359e-05,3.682844e-05
2.472000e-10,7.281414e-06,9.668436e-06,4.263406e-05,3.677825e-05
2.474000e-10,5.635297e-06,7.901233e-06,4.251175e-05,3.673470e-05
2.476000e-10,2.967825e-06,5.123755e-06,4.242248e-05,3.670871e-05
2.478000e-10,-2.297265e-07,1.813931e-06,4.237615e-05,3.670763e-05
2.480000e-10,-3.405241e-06,-1.485749e-06,4.237555e-05,3.673418e-05
2.482000e-10,-6.035013e-06,-4.257285e-06,4.241630e-05,3.678609e-05
2.484000e-10,-7.704603e-06,-6.088905e-06,4.248791e-05,3.685666e-05
2.486000e-10,-8.170174e-06,-6.737324e-06,4.257567e-05,3.693605e-05
2.488000e-10,-7.391585e-06,-6.161182e-06,4.266315e-05,3.701303e-05
2.490000e-10,-5.532195e-06,-4.520657e-06,4.273485e-05,3.707698e-05
2.492000e-10,-2.925331e-06,-2.143717e-06,4.277872e-05,3.711956e-05
2.494000e-10,-1.319552e-08,5.346482e-07,4.278793e-05,3.713601e-05
2.496000e-10,2.730753e-06,3.049014e-06,4.276180e-05,3.712577e-05
2.498000e-10,4.881737e-06,4.981966e-06,4.270566e-05,3.709235e-05
2.500000e-10,6.131641e-06,6.030664e-06,4.262973e-05,3.704256e-05
2.502000e-10,6.333808e-06,6.050737e-06,4.254717e-05,3.698527e-05
2.504000e-10,5.518527e-06,5.071586e-06,4.247190e-05,3.692984e-05
2.506000e-10,3.878844e-06,3.282614e-06,4.241620e-05,3.688458e-05
2.508000e-10,1.731263e-06,9.946810e-07,4.238894e-05,3.685547e-05
2.510000e-10,-5.407206e-07,-1.415463e-06,4.239420e-05,3.684529e-05
2.512000e-10,-2.550599e-06,-3.568229e-06,4.243092e-05,3.685331e-05
2.514000e-10,-3.970420e-06,-5.141804e-06,4.249322e-05,3.687560e-05
2.516000e-10,-4.580839e-06,-5.921258e-06,4.257157e-05,3.690576e-05
2.518000e-10,-4.302309e-06,-5.828954e-06,4.265445e-05,3.693612e-05
