time,"V(B11|XCON)","V(B21|XCON)","I(B11|XCON)","I(B21|XCON)"
0.000000e+00,1.447736e-05,1.499699e-05,-2.443498e-06,-2.530657e-06
2.000000e-13,4.478224e-05,2.946547e-05,-8.097029e-07,-4.983862e-06
4.000000e-13,8.957286e-05,4.050255e-05,-5.500611e-07,-6.667741e-06
6.000000e-13,1.451405e-04,5.425405e-05,-2.473096e-06,-6.952969e-06
8.000000e-13,2.072564e-04,8.047634e-05,-6.645612e-06,-5.980664e-06
1.000000e-12,2.729626e-04,1.290976e-04,-1.261031e-05,-4.463810e-06
1.200000e-12,3.415642e-04,2.077758e-04,-1.950066e-05,-3.587380e-06
1.400000e-12,4.140067e-04,3.195993e-04,-2.626242e-05,-4.774675e-06
1.600000e-12,4.899665e-04,4.595036e-04,-3.190599e-05,-9.363429e-06
1.800000e-12,5.627287e-04,6.075957e-04,-3.576442e-05,-1.816486e-05
2.000000e-12,6.142888e-04,7.216588e-04,-3.778106e-05,-3.086108e-05
2.200000e-12,6.167987e-04,7.431082e-04,-3.869554e-05,-4.551398e-05
2.400000e-12,5.447977e-04,6.300172e-04,-3.973455e-05,-5.890908e-05
2.600000e-12,3.906450e-04,3.911171e-04,-4.176846e-05,-6.791802e-05
2.800000e-12,1.707824e-04,8.302274e-05,-4.459592e-05,-7.093063e-05
3.000000e-12,-7.769985e-05,-2.188756e-04,-4.694276e-05,-6.840715e-05
3.200000e-12,-3.055884e-04,-4.506854e-04,-4.721536e-05,-6.233618e-05
3.400000e-12,-4.657642e-04,-5.806061e-04,-4.455176e-05,-5.501388e-05
3.600000e-12,-5.307265e-04,-6.131268e-04,-3.945098e-05,-4.793385e-05
3.800000e-12,-5.018949e-04,-5.761961e-04,-3.357540e-05,-4.140695e-05
4.000000e-12,-4.039779e-04,-5.019698e-04,-2.895722e-05,-3.492716e-05
4.200000e-12,-2.711735e-04,-4.131596e-04,-2.713416e-05,-2.787476e-05
4.400000e-12,-1.350136e-04,-3.192978e-04,-2.859939e-05,-2.012721e-05
4.600000e-12,-1.772462e-05,-2.203493e-04,-3.269450e-05,-1.233486e-05
4.800000e-12,6.993868e-05,-1.129715e-04,-3.789877e-05,-5.812062e-06
5.000000e-12,1.282430e-04,4.231089e-06,-4.237722e-05,-2.133306e-06
5.200000e-12,1.661375e-04,1.281235e-04,-4.460032e-05,-2.607025e-06
5.400000e-12,1.969999e-04,2.508971e-04,-4.383737e-05,-7.820217e-06
5.600000e-12,2.327657e-04,3.609043e-04,-4.037286e-05,-1.739560e-05
5.800000e-12,2.777104e-04,4.432151e-04,-3.539061e-05,-3.000815e-05
6.000000e-12,3.242175e-04,4.806893e-04,-3.056549e-05,-4.363997e-05
6.200000e-12,3.535108e-04,4.583510e-04,-2.746478e-05,-5.604403e-05
6.400000e-12,3.431011e-04,3.715175e-04,-2.693376e-05,-6.535196e-05
6.600000e-12,2.782990e-04,2.318326e-04,-2.872808e-05,-7.062113e-05
6.800000e-12,1.611441e-04,6.476742e-05,-3.161969e-05,-7.203197e-05
7.000000e-12,1.182755e-05,-1.000706e-04,-3.397629e-05,-7.059863e-05
7.200000e-12,-1.374435e-04,-2.391121e-04,-3.455332e-05,-6.753819e-05
7.400000e-12,-2.535246e-04,-3.403548e-04,-3.310642e-05,-6.364037e-05
7.600000e-12,-3.142944e-04,-4.030960e-04,-3.050403e-05,-5.897346e-05
7.800000e-12,-3.160345e-04,-4.337383e-04,-2.829282e-05,-5.304666e-05
8.000000e-12,-2.726389e-04,-4.407352e-04,-2.797242e-05,-4.527475e-05
8.200000e-12,-2.081449e-04,-4.311358e-04,-3.034976e-05,-3.545687e-05
8.400000e-12,-1.472297e-04,-4.096223e-04,-3.523728e-05,-2.403332e-05
8.600000e-12,-1.076141e-04,-3.795162e-04,-4.156740e-05,-1.202704e-05
8.800000e-12,-9.623827e-05,-3.445176e-04,-4.783087e-05,-7.165140e-07
9.000000e-12,-1.095500e-04,-3.099082e-04,-5.264494e-05,8.813446e-06
9.200000e-12,-1.371958e-04,-2.824090e-04,-5.522708e-05,1.605552e-05
9.400000e-12,-1.674390e-04,-2.686236e-04,-5.559875e-05,2.124068e-05
9.600000e-12,-1.920937e-04,-2.727214e-04,-5.445789e-05,2.521086e-05
9.800000e-12,-2.091598e-04,-2.943456e-04,-5.278908e-05,2.905265e-05
1.000000e-11,-2.225009e-04,-3.275957e-04,-5.137068e-05,3.362572e-05
1.020000e-11,-2.391414e-04,-3.616520e-04,-5.036266e-05,3.915184e-05
1.040000e-11,-2.655424e-04,-3.834577e-04,-4.912940e-05,4.501759e-05
1.060000e-11,-3.044318e-04,-3.824777e-04,-4.638514e-05,4.989757e-05
1.080000e-11,-3.534059e-04,-3.560901e-04,-4.064444e-05,5.220675e-05
1.100000e-11,-4.055998e-04,-3.123386e-04,-3.082441e-05,5.073763e-05
1.120000e-11,-4.516278e-04,-2.672431e-04,-1.675335e-05,4.521324e-05
1.140000e-11,-4.815131e-04,-2.373166e-04,6.261525e-07,3.650328e-05
1.160000e-11,-4.859813e-04,-2.311514e-04,1.943203e-05,2.640497e-05
1.180000e-11,-4.577182e-04,-2.444169e-04,3.732489e-05,1.707429e-05
1.200000e-11,-3.935335e-04,-2.608826e-04,5.214220e-05,1.031708e-05
1.220000e-11,-2.968517e-04,-2.593161e-04,6.248436e-05,7.002058e-06
1.240000e-11,-1.781534e-04,-2.230719e-04,6.803862e-05,6.830719e-06
1.260000e-11,-5.183150e-05,-1.476125e-04,6.949678e-05,8.569116e-06
1.280000e-11,6.899824e-05,-4.266465e-05,6.809191e-05,1.064830e-05
1.300000e-11,1.765253e-04,7.125706e-05,6.495824e-05,1.187777e-05
1.320000e-11,2.691265e-04,1.702787e-04,6.060366e-05,1.196587e-05
1.340000e-11,3.494692e-04,2.360287e-04,5.473037e-05,1.162076e-05
1.360000e-11,4.216008e-04,2.625768e-04,4.646567e-05,1.219538e-05
1.380000e-11,4.885499e-04,2.582163e-04,3.486394e-05,1.505477e-05
1.400000e-11,5.507179e-04,2.412393e-04,1.944101e-05,2.095226e-05
1.420000e-11,6.042932e-04,2.318967e-04,5.570297e-07,2.964057e-05
1.440000e-11,6.392563e-04,2.440334e-04,-2.040714e-05,3.979253e-05
1.460000e-11,6.389903e-04,2.794047e-04,-4.108311e-05,4.920857e-05
1.480000e-11,5.861644e-04,3.265971e-04,-5.846031e-05,5.531740e-05
1.500000e-11,4.757703e-04,3.650111e-04,-6.969786e-05,5.599426e-05
1.520000e-11,3.250057e-04,3.721619e-04,-7.324871e-05,5.050387e-05
1.540000e-11,1.681620e-04,3.309357e-04,-6.970335e-05,4.009545e-05
1.560000e-11,3.936016e-05,2.343350e-04,-6.178610e-05,2.784767e-05
1.580000e-11,-4.387860e-05,8.754281e-05,-5.342020e-05,1.774579e-05
1.600000e-11,-8.671024e-05,-9.184429e-05,-4.825817e-05,1.333084e-05
1.620000e-11,-1.111492e-04,-2.750064e-04,-4.827819e-05,1.640714e-05
1.640000e-11,-1.426035e-04,-4.250335e-04,-5.297512e-05,2.624445e-05
1.660000e-11,-1.956554e-04,-5.046270e-04,-5.947380e-05,3.959681e-05
1.680000e-11,-2.660700e-04,-4.912314e-04,-6.365135e-05,5.172876e-05
1.700000e-11,-3.329626e-04,-3.928611e-04,-6.194768e-05,5.825800e-05
1.720000e-11,-3.690581e-04,-2.486611e-04,-5.304712e-05,5.700609e-05
1.740000e-11,-3.524471e-04,-1.101800e-04,-3.857924e-05,4.888879e-05
1.760000e-11,-2.743216e-04,-1.680694e-05,-2.254392e-05,3.743593e-05
1.780000e-11,-1.413794e-04,1.999616e-05,-9.796377e-06,2.725219e-05
1.800000e-11,2.606846e-05,1.749829e-05,-4.267666e-06,2.215140e-05
1.820000e-11,1.990678e-04,9.503410e-06,-7.610774e-06,2.373613e-05
1.840000e-11,3.463642e-04,2.798608e-05,-1.871915e-05,3.092716e-05
1.860000e-11,4.404288e-04,8.692720e-05,-3.419395e-05,4.052577e-05
1.880000e-11,4.635538e-04,1.753866e-04,-4.953537e-05,4.852213e-05
1.900000e-11,4.146452e-04,2.627683e-04,-6.067568e-05,5.165632e-05
1.920000e-11,3.124149e-04,3.131635e-04,-6.534890e-05,4.865874e-05
1.940000e-11,1.889514e-04,3.006574e-04,-6.375504e-05,4.068404e-05
1.960000e-11,7.559300e-05,2.181671e-04,-5.823819e-05,3.078875e-05
1.980000e-11,-9.842248e-06,7.838759e-05,-5.215025e-05,2.271115e-05
2.000000e-11,-6.720046e-05,-8.994201e-05,-4.839695e-05,1.943466e-05
2.020000e-11,-1.165290e-04,-2.393436e-04,-5.021651e-05,2.412928e-05
2.040000e-11,-1.685036e-04,-3.317672e-04,-5.387398e-05,3.253058e-05
2.060000e-11,-2.212639e-04,-3.467377e-04,-5.654519e-05,4.113429e-05
2.080000e-11,-2.619078e-04,-2.885318e-04,-5.583087e-05,4.670598e-05
2.100000e-11,-2.730446e-04,-1.845206e-04,-5.075043e-05,4.740934e-05
2.120000e-11,-2.410798e-04,-7.231927e-05,-4.231435e-05,4.353205e-05
2.140000e-11,-1.624084e-04,1.685464e-05,-3.317774e-05,3.723453e-05
2.160000e-11,-4.591818e-05,6.958392e-05,-2.658515e-05,3.151382e-05
2.180000e-11,8.796311e-05,9.176901e-05,-2.507538e-05,2.888336e-05
2.200000e-11,2.111053e-04,1.010296e-04,-2.945361e-05,3.032395e-05
2.220000e-11,2.942717e-04,1.146844e-04,-3.841934e-05,3.491659e-05
2.240000e-11,3.162783e-04,1.394667e-04,-4.902417e-05,4.030381e-05
2.260000e-11,2.731687e-04,1.679078e-04,-5.783516e-05,4.380013e-05
2.280000e-11,1.814928e-04,1.827182e-04,-6.233052e-05,4.365660e-05
2.300000e-11,7.153430e-05,1.661866e-04,-6.187005e-05,3.986898e-05
2.320000e-11,-2.621631e-05,1.094702e-04,-5.778137e-05,3.414668e-05
2.340000e-11,-9.321510e-05,1.785158e-05,-5.257021e-05,2.909196e-05
2.360000e-11,-1.273833e-04,-8.934626e-05,-4.867949e-05,2.699716e-05
2.380000e-11,-1.390212e-04,-1.839463e-04,-4.738855e-05,2.880508e-05
2.400000e-11,-1.417145e-04,-2.383625e-04,-4.834614e-05,3.369545e-05
2.420000e-11,-1.436515e-04,-2.367226e-04,-4.993142e-05,3.949708e-05
2.440000e-11,-1.436563e-04,-1.822513e-04,-5.023438e-05,4.373447e-05
2.460000e-11,-1.331807e-04,-9.586418e-05,-4.813057e-05,4.478165e-05
2.480000e-11,-1.023293e-04,-6.339280e-06,-4.390017e-05,4.254993e-05
2.500000e-11,-4.646262e-05,6.221195e-05,-3.911504e-05,3.841202e-05
2.520000e-11,2.959658e-05,9.903634e-05,-3.589368e-05,3.446069e-05
2.540000e-11,1.112579e-04,1.080259e-04,-3.590090e-05,3.249488e-05
2.560000e-11,1.779502e-04,1.021570e-04,-3.955201e-05,3.320945e-05
2.580000e-11,2.101675e-04,9.475234e-05,-4.577854e-05,3.594448e-05
2.600000e-11,1.975286e-04,9.219608e-05,-5.247073e-05,3.908939e-05
2.620000e-11,1.439659e-04,9.148106e-05,-5.739863e-05,4.092980e-05
2.640000e-11,6.652574e-05,8.323161e-05,-5.916568e-05,4.050427e-05
2.660000e-11,-1.207975e-05,5.805663e-05,-5.772968e-05,3.804297e-05
2.680000e-11,-7.294482e-05,1.276547e-05,-5.426806e-05,3.479632e-05
2.700000e-11,-1.073653e-04,-4.644971e-05,-5.050775e-05,3.237794e-05
2.720000e-11,-1.175009e-04,-1.051648e-04,-4.788530e-05,3.196839e-05
2.740000e-11,-1.120885e-04,-1.458528e-04,-4.694614e-05,3.376566e-05
2.760000e-11,-1.002606e-04,-1.550805e-04,-4.724329e-05,3.693281e-05
2.780000e-11,-8.680815e-05,-1.295236e-04,-4.773727e-05,4.004572e-05
2.800000e-11,-7.089897e-05,-7.757751e-05,-4.745222e-05,4.179628e-05
2.820000e-11,-4.826134e-05,-1.558121e-05,-4.603445e-05,4.159126e-05
2.840000e-11,-1.521317e-05,3.923037e-05,-4.394041e-05,3.976489e-05
2.860000e-11,2.767338e-05,7.532397e-05,-4.218902e-05,3.733772e-05
2.880000e-11,7.403224e-05,8.998158e-05,-4.182910e-05,3.547646e-05
2.900000e-11,1.130391e-04,8.804627e-05,-4.339512e-05,3.493449e-05
2.920000e-11,1.332323e-04,7.763624e-05,-4.661459e-05,3.573708e-05
2.940000e-11,1.273210e-04,6.536705e-05,-5.050320e-05,3.724278e-05
2.980000e-11,4.679336e-05,3.976889e-05,-5.549396e-05,3.886510e-05
3.000000e-11,-6.402306e-06,2.050339e-05,-5.526602e-05,3.809917e-05
3.020000e-11,-5.128862e-05,-6.433078e-06,-5.351181e-05,3.666349e-05
3.040000e-11,-8.003265e-05,-3.892529e-05,-5.109952e-05,3.533393e-05
3.060000e-11,-9.112345e-05,-7.044675e-05,-4.892871e-05,3.481645e-05
3.080000e-11,-8.802123e-05,-9.224448e-05,-4.754499e-05,3.539944e-05
3.100000e-11,-7.613003e-05,-9.696221e-05,-4.698037e-05,3.683338e-05
3.120000e-11,-5.986522e-05,-8.198496e-05,-4.686570e-05,3.848058e-05
3.140000e-11,-4.116676e-05,-5.081266e-05,-4.672460e-05,3.964173e-05
3.160000e-11,-1.985913e-05,-1.175191e-05,-4.627857e-05,3.988648e-05
3.180000e-11,4.688222e-06,2.536215e-05,-4.560613e-05,3.922759e-05
3.200000e-11,3.168429e-05,5.274030e-05,-4.508811e-05,3.806962e-05
3.220000e-11,5.788954e-05,6.686767e-05,-4.518413e-05,3.697858e-05
3.240000e-11,7.803457e-05,6.861299e-05,-4.616533e-05,3.640021e-05
3.260000e-11,8.658584e-05,6.156439e-05,-4.794209e-05,3.646630e-05
3.280000e-11,8.008682e-05,4.970244e-05,-5.007147e-05,3.697402e-05
3.300000e-11,5.892919e-05,3.562873e-05,-5.193667e-05,3.753147e-05
3.320000e-11,2.760053e-05,2.008405e-05,-5.300547e-05,3.778153e-05
3.340000e-11,-6.781340e-06,2.738554e-06,-5.304027e-05,3.758440e-05
3.360000e-11,-3.692776e-05,-1.639600e-05,-5.216443e-05,3.707099e-05
3.380000e-11,-5.764440e-05,-3.581963e-05,-5.076780e-05,3.655229e-05
3.400000e-11,-6.694539e-05,-5.234031e-05,-4.931313e-05,3.634378e-05
3.420000e-11,-6.576038e-05,-6.197501e-05,-4.814490e-05,3.660055e-05
3.440000e-11,-5.668026e-05,-6.154237e-05,-4.738781e-05,3.724478e-05
3.460000e-11,-4.252834e-05,-5.015944e-05,-4.696761e-05,3.801422e-05
3.480000e-11,-2.544065e-05,-2.987742e-05,-4.672297e-05,3.859745e-05
3.500000e-11,-6.741872e-06,-5.122999e-06,-4.653680e-05,3.878221e-05
3.520000e-11,1.254567e-05,1.878195e-05,-4.641503e-05,3.854339e-05
3.540000e-11,3.101575e-05,3.731791e-05,-4.647688e-05,3.803419e-05
3.560000e-11,4.650801e-05,4.794497e-05,-4.687019e-05,3.749475e-05
3.580000e-11,5.634567e-05,5.035945e-05,-4.766367e-05,3.713126e-05
3.600000e-11,5.813706e-05,4.591084e-05,-4.877634e-05,3.702710e-05
3.620000e-11,5.077788e-05,3.662325e-05,-4.998237e-05,3.712556e-05
3.640000e-11,3.514405e-05,2.435224e-05,-5.098895e-05,3.728398e-05
3.660000e-11,1.408588e-05,1.042714e-05,-5.154795e-05,3.736366e-05
3.680000e-11,-8.323164e-06,-4.187765e-06,-5.154708e-05,3.730551e-05
3.700000e-11,-2.795871e-05,-1.845936e-05,-5.104003e-05,3.715408e-05
3.720000e-11,-4.173082e-05,-3.094012e-05,-5.020777e-05,3.702307e-05
3.740000e-11,-4.817009e-05,-3.978779e-05,-4.927623e-05,3.702606e-05
3.760000e-11,-4.738867e-05,-4.320377e-05,-4.843311e-05,3.721191e-05
3.780000e-11,-4.058671e-05,-4.009783e-05,-4.778024e-05,3.753791e-05
3.800000e-11,-2.942974e-05,-3.064503e-05,-4.733563e-05,3.789150e-05
3.820000e-11,-1.559157e-05,-1.643671e-05,-4.707245e-05,3.814579e-05
3.840000e-11,-5.948016e-07,-1.232790e-07,-4.696637e-05,3.821829e-05
3.860000e-11,1.410777e-05,1.530832e-05,-4.702288e-05,3.810385e-05
3.880000e-11,2.699173e-05,2.731862e-05,-4.727157e-05,3.786818e-05
3.900000e-11,3.645040e-05,3.435878e-05,-4.773411e-05,3.760963e-05
3.920000e-11,4.101126e-05,3.601543e-05,-4.838750e-05,3.741126e-05
3.940000e-11,3.972808e-05,3.279619e-05,-4.914583e-05,3.730784e-05
3.960000e-11,3.257351e-05,2.573834e-05,-4.987299e-05,3.728195e-05
3.980000e-11,2.062380e-05,1.605278e-05,-5.042211e-05,3.728680e-05
4.000000e-11,5.908243e-06,4.937358e-06,-5.068347e-05,3.728038e-05
4.020000e-11,-9.049256e-06,-6.434477e-06,-5.061891e-05,3.725101e-05
4.040000e-11,-2.182738e-05,-1.684916e-05,-5.026844e-05,3.722165e-05
4.060000e-11,-3.062252e-05,-2.504517e-05,-4.972876e-05,3.723278e-05
4.080000e-11,-3.451997e-05,-2.984533e-05,-4.911631e-05,3.731533e-05
4.100000e-11,-3.348478e-05,-3.041553e-05,-4.853258e-05,3.746945e-05
4.120000e-11,-2.815412e-05,-2.654424e-05,-4.804530e-05,3.766042e-05
4.140000e-11,-1.956815e-05,-1.880313e-05,-4.768903e-05,3.783315e-05
4.160000e-11,-8.955219e-06,-8.490756e-06,-4.747839e-05,3.793668e-05
4.180000e-11,2.383961e-06,2.642627e-06,-4.742218e-05,3.794586e-05
4.200000e-11,1.312333e-05,1.279446e-05,-4.752849e-05,3.786955e-05
4.220000e-11,2.196061e-05,2.049082e-05,-4.779831e-05,3.774277e-05
4.240000e-11,2.772962e-05,2.482833e-05,-4.821271e-05,3.760829e-05
4.260000e-11,2.958604e-05,2.552955e-05,-4.872320e-05,3.749786e-05
4.280000e-11,2.721494e-05,2.284587e-05,-4.925318e-05,3.742242e-05
4.300000e-11,2.097024e-05,1.739197e-05,-4.971275e-05,3.737462e-05
4.320000e-11,1.186608e-05,9.994780e-06,-5.002171e-05,3.734049e-05
4.340000e-11,1.395066e-06,1.599166e-06,-5.013125e-05,3.731228e-05
4.360000e-11,-8.778895e-06,-6.780489e-06,-5.003548e-05,3.729505e-05
4.380000e-11,-1.715476e-05,-1.410761e-05,-4.976870e-05,3.730359e-05
4.400000e-11,-2.265326e-05,-1.941339e-05,-4.939114e-05,3.735220e-05
4.420000e-11,-2.473970e-05,-2.194001e-05,-4.897026e-05,3.744368e-05
4.440000e-11,-2.341039e-05,-2.130364e-05,-4.856559e-05,3.756397e-05
4.460000e-11,-1.909000e-05,-1.761389e-05,-4.822170e-05,3.768553e-05
4.480000e-11,-1.250229e-05,-1.149047e-05,-4.796895e-05,3.777785e-05
4.500000e-11,-4.558417e-06,-3.953327e-06,-4.782791e-05,3.781944e-05
4.520000e-11,3.726556e-06,3.786698e-06,-4.781224e-05,3.780555e-05
4.540000e-11,1.130782e-05,1.057104e-05,-4.792716e-05,3.774806e-05
4.560000e-11,1.720290e-05,1.549698e-05,-4.816420e-05,3.766847e-05
4.580000e-11,2.061445e-05,1.803179e-05,-4.849601e-05,3.758791e-05
4.600000e-11,2.106778e-05,1.802880e-05,-4.887582e-05,3.751944e-05
4.620000e-11,1.852241e-05,1.567284e-05,-4.924389e-05,3.746603e-05
4.640000e-11,1.341019e-05,1.139812e-05,-4.953993e-05,3.742427e-05
4.660000e-11,6.571583e-06,5.812745e-06,-4.971728e-05,3.739076e-05
4.680000e-11,-9.024014e-07,-3.593881e-07,-4.975348e-05,3.736714e-05
4.700000e-11,-7.879986e-06,-6.331524e-06,-4.965356e-05,3.736069e-05
4.720000e-11,-1.339023e-05,-1.132239e-05,-4.944544e-05,3.738033e-05
4.740000e-11,-1.676536e-05,-1.465149e-05,-4.917020e-05,3.743045e-05
4.760000e-11,-1.770058e-05,-1.585132e-05,-4.887155e-05,3.750627e-05
4.780000e-11,-1.623965e-05,-1.476644e-05,-4.858827e-05,3.759341e-05
4.800000e-11,-1.271495e-05,-1.160184e-05,-4.835108e-05,3.767227e-05
4.820000e-11,-7.672832e-06,-6.895538e-06,-4.818300e-05,3.772500e-05
4.840000e-11,-1.802706e-06,-1.415596e-06,-4.810049e-05,3.774183e-05
4.860000e-11,4.129191e-06,3.990590e-06,-4.811333e-05,3.772369e-05
4.880000e-11,9.351147e-06,8.551405e-06,-4.822216e-05,3.768045e-05
4.900000e-11,1.317155e-05,1.169006e-05,-4.841537e-05,3.762576e-05
4.920000e-11,1.507593e-05,1.308539e-05,-4.866741e-05,3.757147e-05
4.940000e-11,1.481735e-05,1.267573e-05,-4.894086e-05,3.752423e-05
4.960000e-11,1.247283e-05,1.062473e-05,-4.919266e-05,3.748546e-05
4.980000e-11,8.441457e-06,7.272325e-06,-4.938304e-05,3.745411e-05
5.000000e-11,3.376239e-06,3.086334e-06,-4.948417e-05,3.743015e-05
5.020000e-11,-1.936610e-06,-1.382697e-06,-4.948558e-05,3.741653e-05
5.040000e-11,-6.719589e-06,-5.551019e-06,-4.939472e-05,3.741842e-05
5.060000e-11,-1.033083e-05,-8.863880e-06,-4.923306e-05,3.744026e-05
5.080000e-11,-1.234878e-05,-1.087063e-05,-4.902969e-05,3.748234e-05
5.100000e-11,-1.260498e-05,-1.130058e-05,-4.881490e-05,3.753887e-05
5.120000e-11,-1.117241e-05,-1.011858e-05,-4.861580e-05,3.759890e-05
5.140000e-11,-8.326133e-06,-7.539786e-06,-4.845439e-05,3.764957e-05
5.160000e-11,-4.492721e-06,-3.993426e-06,-4.834726e-05,3.768044e-05
5.180000e-11,-1.972642e-07,-4.214074e-08,-4.830560e-05,3.768682e-05
5.200000e-11,3.991629e-06,3.722193e-06,-4.833439e-05,3.767062e-05
5.220000e-11,7.522424e-06,6.778875e-06,-4.843082e-05,3.763872e-05
5.240000e-11,9.927888e-06,8.752149e-06,-4.858285e-05,3.759973e-05
5.260000e-11,1.089268e-05,9.447444e-06,-4.876929e-05,3.756091e-05
5.280000e-11,1.030755e-05,8.852585e-06,-4.896225e-05,3.752650e-05
5.300000e-11,8.293777e-06,7.115289e-06,-4.913201e-05,3.749799e-05
5.320000e-11,5.186606e-06,4.509617e-06,-4.925287e-05,3.747574e-05
5.340000e-11,1.477236e-06,1.399352e-06,-4.930828e-05,3.746072e-05
5.360000e-11,-2.274128e-06,-1.800455e-06,-4.929368e-05,3.745519e-05
5.380000e-11,-5.533341e-06,-4.666646e-06,-4.921622e-05,3.746191e-05
5.400000e-11,-7.873786e-06,-6.817799e-06,-4.909197e-05,3.748244e-05
5.420000e-11,-9.029183e-06,-7.967466e-06,-4.894177e-05,3.751537e-05
5.440000e-11,-8.913178e-06,-7.971262e-06,-4.878722e-05,3.755574e-05
5.460000e-11,-7.610487e-06,-6.855010e-06,-4.864783e-05,3.759597e-05
5.480000e-11,-5.349179e-06,-4.813457e-06,-4.853947e-05,3.762803e-05
5.500000e-11,-2.463147e-06,-2.176644e-06,-4.847378e-05,3.764596e-05
5.520000e-11,6.500108e-07,6.493549e-07,-4.845767e-05,3.764749e-05
5.540000e-11,3.574276e-06,3.253008e-06,-4.849269e-05,3.763432e-05
5.560000e-11,5.923546e-06,5.282635e-06,-4.857425e-05,3.761095e-05
5.580000e-11,7.390861e-06,6.493411e-06,-4.869129e-05,3.758280e-05
5.600000e-11,7.792506e-06,6.770272e-06,-4.882709e-05,3.755454e-05
5.620000e-11,7.097983e-06,6.128434e-06,-4.896155e-05,3.752922e-05
5.640000e-11,5.436993e-06,4.697805e-06,-4.907458e-05,3.750847e-05
5.660000e-11,3.078901e-06,2.698266e-06,-4.914982e-05,3.749325e-05
5.680000e-11,3.871428e-07,4.103596e-07,-4.917766e-05,3.748467e-05
5.700000e-11,-2.242001e-06,-1.857111e-06,-4.915658e-05,3.748411e-05
5.720000e-11,-4.442860e-06,-3.802575e-06,-4.909280e-05,3.749271e-05
5.740000e-11,-5.933131e-06,-5.169290e-06,-4.899824e-05,3.751045e-05
5.760000e-11,-6.547433e-06,-5.781213e-06,-4.888793e-05,3.753541e-05
5.780000e-11,-6.249176e-06,-5.570580e-06,-4.877741e-05,3.756371e-05
5.800000e-11,-5.123534e-06,-4.590035e-06,-4.868073e-05,3.759032e-05
5.820000e-11,-3.356855e-06,-3.004552e-06,-4.860923e-05,3.761035e-05
5.840000e-11,-1.207796e-06,-1.063329e-06,-4.857079e-05,3.762045e-05
5.860000e-11,1.026216e-06,9.427465e-07,-4.856935e-05,3.761960e-05
5.880000e-11,3.045114e-06,2.728698e-06,-4.860444e-05,3.760911e-05
5.900000e-11,4.583065e-06,4.058133e-06,-4.867100e-05,3.759192e-05
5.920000e-11,5.443071e-06,4.773504e-06,-4.875958e-05,3.757149e-05
5.940000e-11,5.524574e-06,4.810698e-06,-4.885743e-05,3.755092e-05
5.960000e-11,4.838577e-06,4.198879e-06,-4.895027e-05,3.753249e-05
5.980000e-11,3.505907e-06,3.048991e-06,-4.902466e-05,3.751773e-05
6.000000e-11,1.737486e-06,1.534820e-06,-4.907032e-05,3.750771e-05
6.020000e-11,-2.003454e-07,-1.304641e-07,-4.908184e-05,3.750334e-05
6.040000e-11,-2.028640e-06,-1.720578e-06,-4.905932e-05,3.750535e-05
6.060000e-11,-3.498286e-06,-3.023898e-06,-4.900793e-05,3.751396e-05
6.080000e-11,-4.424354e-06,-3.870698e-06,-4.893658e-05,3.752846e-05
6.100000e-11,-4.707401e-06,-4.156556e-06,-4.885615e-05,3.754699e-05
6.120000e-11,-4.340330e-06,-3.857679e-06,-4.877781e-05,3.756666e-05
6.140000e-11,-3.402346e-06,-3.034411e-06,-4.871159e-05,3.758415e-05
6.160000e-11,-2.043091e-06,-1.821139e-06,-4.866541e-05,3.759652e-05
6.180000e-11,-4.602227e-07,-4.039394e-07,-4.864442e-05,3.760191e-05
6.200000e-11,1.126826e-06,1.009749e-06,-4.865060e-05,3.759994e-05
6.220000e-11,2.504691e-06,2.223340e-06,-4.868249e-05,3.759162e-05
6.240000e-11,3.493212e-06,3.079150e-06,-4.873531e-05,3.757887e-05
6.260000e-11,3.969026e-06,3.477903e-06,-4.880142e-05,3.756400e-05
6.280000e-11,3.882225e-06,3.387802e-06,-4.887126e-05,3.754913e-05
6.300000e-11,3.262916e-06,2.843624e-06,-4.893482e-05,3.753595e-05
6.320000e-11,2.215800e-06,1.937724e-06,-4.898317e-05,3.752574e-05
6.340000e-11,9.030754e-07,8.052751e-07,-4.900992e-05,3.751943e-05
6.360000e-11,-4.814474e-07,-3.942147e-07,-4.901218e-05,3.751765e-05
6.380000e-11,-1.742274e-06,-1.497418e-06,-4.899084e-05,3.752071e-05
6.400000e-11,-2.710737e-06,-2.358047e-06,-4.895013e-05,3.752839e-05
6.420000e-11,-3.267402e-06,-2.865977e-06,-4.889672e-05,3.753980e-05
6.440000e-11,-3.355445e-06,-2.962091e-06,-4.883853e-05,3.755334e-05
6.460000e-11,-2.984173e-06,-2.646258e-06,-4.878353e-05,3.756692e-05
6.480000e-11,-2.223594e-06,-1.976584e-06,-4.873881e-05,3.757838e-05
6.500000e-11,-1.191909e-06,-1.059628e-06,-4.870977e-05,3.758592e-05
6.520000e-11,-3.815004e-08,-3.312478e-08,-4.869962e-05,3.758853e-05
6.540000e-11,1.077945e-06,9.555972e-07,-4.870912e-05,3.758615e-05
6.560000e-11,2.006752e-06,1.771543e-06,-4.873645e-05,3.757954e-05
6.580000e-11,2.628145e-06,2.310581e-06,-4.877747e-05,3.757005e-05
6.600000e-11,2.867147e-06,2.511960e-06,-4.882618e-05,3.755922e-05
6.620000e-11,2.703574e-06,2.363694e-06,-4.887559e-05,3.754855e-05
