time,"I(LQ|XBFR1)"
7.988000e-10,-2.477046e-06
7.990000e-10,-2.464443e-06
7.992000e-10,-2.451918e-06
7.994000e-10,-2.439488e-06
7.996000e-10,-2.427131e-06
7.998000e-10,-2.414791e-06
8.000000e-10,-2.402387e-06
8.002000e-10,-2.389829e-06
8.004000e-10,-2.377032e-06
8.006000e-10,-2.363935e-06
8.008000e-10,-2.350517e-06
8.010000e-10,-2.336796e-06
8.012000e-10,-2.322834e-06
8.014000e-10,-2.308716e-06
8.016000e-10,-2.294538e-06
8.018000e-10,-2.280384e-06
8.020000e-10,-2.266310e-06
8.022000e-10,-2.252329e-06
8.024000e-10,-2.238413e-06
8.026000e-10,-2.224498e-06
8.028000e-10,-2.210496e-06
8.030000e-10,-2.196318e-06
8.032000e-10,-2.181891e-06
8.034000e-10,-2.167169e-06
8.036000e-10,-2.152146e-06
8.038000e-10,-2.136853e-06
8.040000e-10,-2.121345e-06
8.042000e-10,-2.105695e-06
8.044000e-10,-2.089973e-06
8.046000e-10,-2.074230e-06
8.048000e-10,-2.058495e-06
8.050000e-10,-2.042765e-06
8.052000e-10,-2.027011e-06
8.054000e-10,-2.011187e-06
8.056000e-10,-1.995238e-06
8.058000e-10,-1.979114e-06
8.060000e-10,-1.962778e-06
8.062000e-10,-1.946208e-06
8.064000e-10,-1.929405e-06
8.066000e-10,-1.912381e-06
8.068000e-10,-1.895160e-06
8.070000e-10,-1.877767e-06
8.072000e-10,-1.860226e-06
8.074000e-10,-1.842551e-06
8.076000e-10,-1.824752e-06
8.078000e-10,-1.806825e-06
8.080000e-10,-1.788765e-06
8.082000e-10,-1.770561e-06
8.084000e-10,-1.752202e-06
8.086000e-10,-1.733677e-06
8.088000e-10,-1.714974e-06
8.090000e-10,-1.696085e-06
8.092000e-10,-1.676997e-06
8.094000e-10,-1.657698e-06
8.096000e-10,-1.638175e-06
8.098000e-10,-1.618413e-06
8.100000e-10,-1.598399e-06
8.102000e-10,-1.578124e-06
8.104000e-10,-1.557582e-06
8.106000e-10,-1.536773e-06
8.108000e-10,-1.515702e-06
8.110000e-10,-1.494375e-06
8.112000e-10,-1.472799e-06
8.114000e-10,-1.450980e-06
8.116000e-10,-1.428917e-06
8.118000e-10,-1.406601e-06
8.120000e-10,-1.384017e-06
8.122000e-10,-1.361145e-06
8.124000e-10,-1.337959e-06
8.126000e-10,-1.314429e-06
8.128000e-10,-1.290530e-06
8.130000e-10,-1.266237e-06
8.132000e-10,-1.241531e-06
8.134000e-10,-1.216394e-06
8.136000e-10,-1.190813e-06
8.138000e-10,-1.164778e-06
8.140000e-10,-1.138275e-06
8.142000e-10,-1.111290e-06
8.144000e-10,-1.083806e-06
8.146000e-10,-1.055802e-06
8.148000e-10,-1.027252e-06
8.150000e-10,-9.981295e-07
8.152000e-10,-9.684035e-07
8.154000e-10,-9.380417e-07
8.156000e-10,-9.070100e-07
8.158000e-10,-8.752721e-07
8.160000e-10,-8.427886e-07
8.162000e-10,-8.095167e-07
8.164000e-10,-7.754087e-07
8.166000e-10,-7.404117e-07
8.168000e-10,-7.044672e-07
8.170000e-10,-6.675107e-07
8.172000e-10,-6.294725e-07
8.174000e-10,-5.902778e-07
8.176000e-10,-5.498467e-07
8.178000e-10,-5.080942e-07
8.180000e-10,-4.649300e-07
8.182000e-10,-4.202567e-07
8.184000e-10,-3.739692e-07
8.186000e-10,-3.259524e-07
8.188000e-10,-2.760793e-07
8.190000e-10,-2.242098e-07
8.192000e-10,-1.701881e-07
8.194000e-10,-1.138416e-07
8.196000e-10,-5.497891e-08
8.198000e-10,6.611759e-09
8.200000e-10,7.116470e-08
8.202000e-10,1.389393e-07
8.204000e-10,2.102230e-07
8.206000e-10,2.853353e-07
8.208000e-10,3.646321e-07
8.210000e-10,4.485108e-07
8.212000e-10,5.374163e-07
8.214000e-10,6.318477e-07
8.216000e-10,7.323652e-07
8.218000e-10,8.395990e-07
8.220000e-10,9.542581e-07
8.222000e-10,1.077141e-06
8.224000e-10,1.209147e-06
8.226000e-10,1.351294e-06
8.228000e-10,1.504726e-06
8.230000e-10,1.670740e-06
8.232000e-10,1.850800e-06
8.234000e-10,2.046559e-06
8.236000e-10,2.259885e-06
8.238000e-10,2.492876e-06
8.240000e-10,2.747887e-06
8.242000e-10,3.027543e-06
8.244000e-10,3.334745e-06
8.246000e-10,3.672658e-06
8.248000e-10,4.044672e-06
8.250000e-10,4.454318e-06
8.252000e-10,4.905116e-06
8.254000e-10,5.400327e-06
8.256000e-10,5.942553e-06
8.258000e-10,6.533172e-06
8.260000e-10,7.171529e-06
8.262000e-10,7.853904e-06
8.264000e-10,8.572275e-06
8.266000e-10,9.313044e-06
8.268000e-10,1.005599e-05
8.270000e-10,1.077389e-05
8.272000e-10,1.143327e-05
8.274000e-10,1.199665e-05
8.276000e-10,1.242645e-05
8.278000e-10,1.269019e-05
8.280000e-10,1.276616e-05
8.282000e-10,1.264852e-05
8.284000e-10,1.235064e-05
8.286000e-10,1.190566e-05
8.288000e-10,1.136371e-05
8.290000e-10,1.078623e-05
8.292000e-10,1.023806e-05
8.294000e-10,9.778880e-06
8.296000e-10,9.455612e-06
8.298000e-10,9.297237e-06
8.300000e-10,9.312926e-06
8.302000e-10,9.493595e-06
8.304000e-10,9.816180e-06
8.306000e-10,1.024934e-05
8.308000e-10,1.075901e-05
8.310000e-10,1.131254e-05
8.312000e-10,1.188058e-05
8.314000e-10,1.243674e-05
8.316000e-10,1.295588e-05
8.318000e-10,1.341222e-05
8.320000e-10,1.377872e-05
8.322000e-10,1.402834e-05
8.324000e-10,1.413763e-05
8.326000e-10,1.409184e-05
8.328000e-10,1.389015e-05
8.330000e-10,1.354970e-05
8.332000e-10,1.310669e-05
8.334000e-10,1.261402e-05
8.336000e-10,1.213528e-05
8.338000e-10,1.173614e-05
8.340000e-10,1.147459e-05
8.342000e-10,1.139215e-05
8.344000e-10,1.150742e-05
8.346000e-10,1.181356e-05
8.348000e-10,1.227961e-05
8.350000e-10,1.285556e-05
8.352000e-10,1.347969e-05
8.354000e-10,1.408721e-05
8.356000e-10,1.461835e-05
8.358000e-10,1.502522e-05
8.360000e-10,1.527651e-05
8.362000e-10,1.535978e-05
8.364000e-10,1.528149e-05
8.366000e-10,1.506508e-05
8.368000e-10,1.474740e-05
8.370000e-10,1.437416e-05
8.372000e-10,1.399481e-05
8.374000e-10,1.365733e-05
8.376000e-10,1.340350e-05
8.378000e-10,1.326502e-05
8.380000e-10,1.326069e-05
8.382000e-10,1.339512e-05
8.384000e-10,1.365877e-05
8.386000e-10,1.402926e-05
8.388000e-10,1.447390e-05
8.390000e-10,1.495296e-05
8.392000e-10,1.542354e-05
8.394000e-10,1.584375e-05
8.396000e-10,1.617683e-05
8.398000e-10,1.639498e-05
8.400000e-10,1.648250e-05
8.402000e-10,1.643788e-05
8.404000e-10,1.627449e-05
8.406000e-10,1.601960e-05
8.408000e-10,1.571169e-05
8.410000e-10,1.539627e-05
8.412000e-10,1.512052e-05
8.414000e-10,1.492753e-05
8.416000e-10,1.485087e-05
8.418000e-10,1.491025e-05
8.420000e-10,1.510887e-05
8.422000e-10,1.543297e-05
8.424000e-10,1.585348e-05
8.426000e-10,1.632972e-05
8.428000e-10,1.681449e-05
8.430000e-10,1.725997e-05
8.432000e-10,1.762363e-05
8.434000e-10,1.787343e-05
8.436000e-10,1.799163e-05
8.438000e-10,1.797690e-05
8.440000e-10,1.784429e-05
8.442000e-10,1.762323e-05
8.444000e-10,1.735381e-05
8.446000e-10,1.708177e-05
8.448000e-10,1.685276e-05
8.450000e-10,1.670674e-05
8.452000e-10,1.667323e-05
8.454000e-10,1.676776e-05
8.456000e-10,1.699035e-05
8.458000e-10,1.732575e-05
8.460000e-10,1.774569e-05
8.462000e-10,1.821255e-05
8.464000e-10,1.868407e-05
8.466000e-10,1.911846e-05
8.468000e-10,1.947930e-05
8.470000e-10,1.973965e-05
8.472000e-10,1.988497e-05
8.474000e-10,1.991456e-05
8.476000e-10,1.984142e-05
8.478000e-10,1.969052e-05
8.480000e-10,1.949579e-05
8.482000e-10,1.929615e-05
8.484000e-10,1.913094e-05
8.486000e-10,1.903545e-05
8.488000e-10,1.903683e-05
8.490000e-10,1.915116e-05
8.492000e-10,1.938168e-05
8.494000e-10,1.971864e-05
8.496000e-10,2.014058e-05
8.498000e-10,2.061693e-05
8.500000e-10,2.111169e-05
8.502000e-10,2.158745e-05
8.504000e-10,2.200970e-05
8.506000e-10,2.235056e-05
8.508000e-10,2.259184e-05
8.510000e-10,2.272689e-05
8.512000e-10,2.276127e-05
8.514000e-10,2.271206e-05
8.516000e-10,2.260593e-05
8.518000e-10,2.247618e-05
8.520000e-10,2.235908e-05
8.522000e-10,2.228992e-05
8.524000e-10,2.229911e-05
8.526000e-10,2.240893e-05
8.528000e-10,2.263113e-05
8.530000e-10,2.296576e-05
8.532000e-10,2.340133e-05
8.534000e-10,2.391615e-05
8.536000e-10,2.448087e-05
8.538000e-10,2.506173e-05
8.540000e-10,2.562421e-05
8.542000e-10,2.613670e-05
8.544000e-10,2.657375e-05
8.546000e-10,2.691858e-05
8.548000e-10,2.716473e-05
8.550000e-10,2.731652e-05
8.552000e-10,2.738853e-05
8.554000e-10,2.740395e-05
8.556000e-10,2.739226e-05
8.558000e-10,2.738613e-05
8.560000e-10,2.741821e-05
8.562000e-10,2.751790e-05
8.564000e-10,2.770849e-05
8.566000e-10,2.800509e-05
8.568000e-10,2.841328e-05
8.570000e-10,2.892893e-05
8.572000e-10,2.953890e-05
8.574000e-10,3.022262e-05
8.576000e-10,3.095438e-05
8.578000e-10,3.170598e-05
8.580000e-10,3.244945e-05
8.582000e-10,3.315970e-05
8.584000e-10,3.381664e-05
8.586000e-10,3.440680e-05
8.588000e-10,3.492423e-05
8.590000e-10,3.537076e-05
8.592000e-10,3.575543e-05
8.594000e-10,3.609350e-05
8.596000e-10,3.640485e-05
8.598000e-10,3.671220e-05
8.600000e-10,3.703905e-05
8.602000e-10,3.740785e-05
8.604000e-10,3.783826e-05
8.606000e-10,3.834585e-05
8.608000e-10,3.894123e-05
8.610000e-10,3.962967e-05
8.612000e-10,4.041122e-05
8.614000e-10,4.128125e-05
8.616000e-10,4.223130e-05
8.618000e-10,4.325015e-05
8.620000e-10,4.432497e-05
8.622000e-10,4.544247e-05
8.624000e-10,4.658987e-05
8.626000e-10,4.775575e-05
8.628000e-10,4.893059e-05
8.630000e-10,5.010713e-05
8.632000e-10,5.128050e-05
8.634000e-10,5.244808e-05
8.636000e-10,5.360926e-05
8.638000e-10,5.476508e-05
8.640000e-10,5.591783e-05
8.642000e-10,5.707056e-05
8.644000e-10,5.822673e-05
8.646000e-10,5.938984e-05
8.648000e-10,6.056312e-05
8.650000e-10,6.174933e-05
8.652000e-10,6.295057e-05
8.654000e-10,6.416818e-05
8.656000e-10,6.540262e-05
8.658000e-10,6.665338e-05
8.660000e-10,6.791893e-05
8.662000e-10,6.919656e-05
8.664000e-10,7.048241e-05
8.666000e-10,7.177129e-05
8.668000e-10,7.305677e-05
8.670000e-10,7.433117e-05
8.672000e-10,7.558570e-05
8.674000e-10,7.681071e-05
8.676000e-10,7.799604e-05
8.678000e-10,7.913153e-05
8.680000e-10,8.020757e-05
8.682000e-10,8.121575e-05
8.684000e-10,8.214954e-05
8.686000e-10,8.300484e-05
8.688000e-10,8.378049e-05
8.690000e-10,8.447859e-05
8.692000e-10,8.510450e-05
8.694000e-10,8.566672e-05
8.696000e-10,8.617636e-05
8.698000e-10,8.664649e-05
8.700000e-10,8.709122e-05
8.702000e-10,8.752472e-05
8.704000e-10,8.796015e-05
8.706000e-10,8.840874e-05
8.708000e-10,8.887889e-05
8.710000e-10,8.937554e-05
8.712000e-10,8.989987e-05
8.714000e-10,9.044918e-05
8.716000e-10,9.101720e-05
8.718000e-10,9.159460e-05
8.720000e-10,9.216989e-05
8.722000e-10,9.273038e-05
8.724000e-10,9.326337e-05
8.726000e-10,9.375728e-05
8.728000e-10,9.420270e-05
8.730000e-10,9.459324e-05
8.732000e-10,9.492604e-05
8.734000e-10,9.520204e-05
8.736000e-10,9.542575e-05
8.738000e-10,9.560476e-05
8.740000e-10,9.574892e-05
8.742000e-10,9.586937e-05
8.744000e-10,9.597743e-05
8.746000e-10,9.608358e-05
8.748000e-10,9.619645e-05
8.750000e-10,9.632221e-05
8.752000e-10,9.646404e-05
8.754000e-10,9.662206e-05
8.756000e-10,9.679347e-05
8.758000e-10,9.697299e-05
8.760000e-10,9.715355e-05
8.762000e-10,9.732707e-05
8.764000e-10,9.748529e-05
8.766000e-10,9.762066e-05
8.768000e-10,9.772696e-05
8.770000e-10,9.779986e-05
8.772000e-10,9.783714e-05
8.774000e-10,9.783872e-05
8.776000e-10,9.780639e-05
8.778000e-10,9.774343e-05
8.780000e-10,9.765393e-05
8.782000e-10,9.754222e-05
8.784000e-10,9.741216e-05
8.786000e-10,9.726663e-05
8.788000e-10,9.710708e-05
8.790000e-10,9.693331e-05
8.792000e-10,9.674344e-05
8.794000e-10,9.653401e-05
8.796000e-10,9.630035e-05
8.798000e-10,9.603692e-05
8.800000e-10,9.573785e-05
8.802000e-10,9.539738e-05
8.804000e-10,9.501029e-05
8.806000e-10,9.457221e-05
8.808000e-10,9.407987e-05
8.810000e-10,9.353116e-05
8.812000e-10,9.292510e-05
8.814000e-10,9.226181e-05
8.816000e-10,9.154232e-05
8.818000e-10,9.076857e-05
8.820000e-10,8.994332e-05
8.822000e-10,8.907035e-05
8.824000e-10,8.815469e-05
8.826000e-10,8.720300e-05
8.828000e-10,8.622412e-05
8.830000e-10,8.522956e-05
8.832000e-10,8.423408e-05
8.834000e-10,8.325599e-05
8.836000e-10,8.231727e-05
8.838000e-10,8.144332e-05
8.840000e-10,8.066232e-05
8.842000e-10,8.000408e-05
8.844000e-10,7.949839e-05
8.846000e-10,7.917299e-05
8.848000e-10,7.905109e-05
8.850000e-10,7.914869e-05
8.852000e-10,7.947178e-05
8.854000e-10,8.001377e-05
8.856000e-10,8.075342e-05
8.858000e-10,8.165364e-05
8.860000e-10,8.266165e-05
8.862000e-10,8.371078e-05
8.864000e-10,8.472421e-05
8.866000e-10,8.562057e-05
8.868000e-10,8.632103e-05
8.870000e-10,8.675715e-05
8.872000e-10,8.687836e-05
8.874000e-10,8.665797e-05
8.876000e-10,8.609668e-05
8.878000e-10,8.522315e-05
8.880000e-10,8.409136e-05
8.882000e-10,8.277550e-05
8.884000e-10,8.136313e-05
8.886000e-10,7.994763e-05
8.888000e-10,7.862087e-05
8.890000e-10,7.746679e-05
8.892000e-10,7.655610e-05
8.894000e-10,7.594236e-05
8.896000e-10,7.565914e-05
8.898000e-10,7.571833e-05
8.900000e-10,7.610924e-05
8.902000e-10,7.679878e-05
8.904000e-10,7.773269e-05
8.906000e-10,7.883825e-05
8.908000e-10,8.002856e-05
8.910000e-10,8.120862e-05
8.912000e-10,8.228283e-05
8.914000e-10,8.316345e-05
8.916000e-10,8.377891e-05
8.918000e-10,8.408079e-05
8.920000e-10,8.404837e-05
8.922000e-10,8.369005e-05
8.924000e-10,8.304126e-05
8.926000e-10,8.215950e-05
8.928000e-10,8.111736e-05
8.930000e-10,7.999459e-05
8.932000e-10,7.887056e-05
8.934000e-10,7.781781e-05
8.936000e-10,7.689733e-05
8.938000e-10,7.615564e-05
8.940000e-10,7.562356e-05
8.942000e-10,7.531641e-05
8.944000e-10,7.523503e-05
8.946000e-10,7.536748e-05
8.948000e-10,7.569098e-05
8.950000e-10,7.617389e-05
8.952000e-10,7.677772e-05
8.954000e-10,7.745907e-05
8.956000e-10,7.817157e-05
8.958000e-10,7.886800e-05
8.960000e-10,7.950248e-05
8.962000e-10,8.003286e-05
8.964000e-10,8.042318e-05
8.966000e-10,8.064598e-05
8.968000e-10,8.068434e-05
8.970000e-10,8.053328e-05
8.972000e-10,8.020032e-05
8.974000e-10,7.970519e-05
8.976000e-10,7.907840e-05
8.978000e-10,7.835903e-05
8.980000e-10,7.759180e-05
8.982000e-10,7.682381e-05
8.984000e-10,7.610113e-05
8.986000e-10,7.546561e-05
8.988000e-10,7.495217e-05
8.990000e-10,7.458666e-05
8.992000e-10,7.438441e-05
8.994000e-10,7.434956e-05
8.996000e-10,7.447514e-05
8.998000e-10,7.474386e-05
9.000000e-10,7.512959e-05
9.002000e-10,7.559932e-05
9.004000e-10,7.611566e-05
9.006000e-10,7.663949e-05
9.008000e-10,7.713269e-05
9.010000e-10,7.756079e-05
9.012000e-10,7.789505e-05
9.014000e-10,7.811423e-05
9.016000e-10,7.820549e-05
9.018000e-10,7.816475e-05
9.020000e-10,7.799636e-05
9.022000e-10,7.771218e-05
9.024000e-10,7.733037e-05
9.026000e-10,7.687388e-05
9.028000e-10,7.636887e-05
9.030000e-10,7.584308e-05
9.032000e-10,7.532435e-05
9.034000e-10,7.483922e-05
9.036000e-10,7.441161e-05
9.038000e-10,7.406167e-05
9.040000e-10,7.380482e-05
9.042000e-10,7.365092e-05
9.044000e-10,7.360371e-05
9.046000e-10,7.366054e-05
9.048000e-10,7.381247e-05
9.050000e-10,7.404475e-05
9.052000e-10,7.433771e-05
9.054000e-10,7.466805e-05
9.056000e-10,7.501041e-05
9.058000e-10,7.533916e-05
9.060000e-10,7.563017e-05
9.062000e-10,7.586251e-05
9.064000e-10,7.601980e-05
9.066000e-10,7.609114e-05
9.068000e-10,7.607161e-05
9.070000e-10,7.596220e-05
9.072000e-10,7.576932e-05
9.074000e-10,7.550404e-05
9.076000e-10,7.518097e-05
9.078000e-10,7.481715e-05
9.080000e-10,7.443093e-05
9.082000e-10,7.404083e-05
9.084000e-10,7.366467e-05
9.086000e-10,7.331865e-05
9.088000e-10,7.301674e-05
9.090000e-10,7.277001e-05
9.092000e-10,7.258622e-05
9.094000e-10,7.246949e-05
9.096000e-10,7.242004e-05
9.098000e-10,7.243425e-05
9.100000e-10,7.250483e-05
9.102000e-10,7.262117e-05
9.104000e-10,7.277006e-05
9.106000e-10,7.293640e-05
9.108000e-10,7.310424e-05
9.110000e-10,7.325776e-05
9.112000e-10,7.338229e-05
9.114000e-10,7.346520e-05
9.116000e-10,7.349662e-05
9.118000e-10,7.346995e-05
9.120000e-10,7.338205e-05
9.122000e-10,7.323320e-05
9.124000e-10,7.302686e-05
9.126000e-10,7.276922e-05
9.128000e-10,7.246862e-05
9.130000e-10,7.213498e-05
9.132000e-10,7.177911e-05
9.134000e-10,7.141214e-05
9.136000e-10,7.104496e-05
9.138000e-10,7.068769e-05
9.140000e-10,7.034923e-05
9.142000e-10,7.003693e-05
9.144000e-10,6.975624e-05
9.146000e-10,6.951051e-05
9.148000e-10,6.930088e-05
9.150000e-10,6.912625e-05
9.152000e-10,6.898340e-05
9.154000e-10,6.886720e-05
9.156000e-10,6.877090e-05
9.158000e-10,6.868660e-05
9.160000e-10,6.860563e-05
9.162000e-10,6.851909e-05
9.164000e-10,6.841828e-05
9.166000e-10,6.829516e-05
9.168000e-10,6.814262e-05
9.170000e-10,6.795480e-05
9.172000e-10,6.772721e-05
9.174000e-10,6.745683e-05
9.176000e-10,6.714206e-05
9.178000e-10,6.678266e-05
9.180000e-10,6.637960e-05
9.182000e-10,6.593492e-05
9.184000e-10,6.545152e-05
9.186000e-10,6.493291e-05
9.188000e-10,6.438302e-05
9.190000e-10,6.380597e-05
9.192000e-10,6.320580e-05
9.194000e-10,6.258626e-05
9.196000e-10,6.195059e-05
9.198000e-10,6.130137e-05
9.200000e-10,6.064034e-05
9.202000e-10,5.996835e-05
9.204000e-10,5.928527e-05
9.206000e-10,5.859001e-05
9.208000e-10,5.788057e-05
9.210000e-10,5.715410e-05
9.212000e-10,5.640701e-05
9.214000e-10,5.563502e-05
9.216000e-10,5.483330e-05
9.218000e-10,5.399652e-05
9.220000e-10,5.311887e-05
9.222000e-10,5.219412e-05
9.224000e-10,5.121563e-05
9.226000e-10,5.017629e-05
9.228000e-10,4.906847e-05
9.230000e-10,4.788403e-05
9.232000e-10,4.661415e-05
9.234000e-10,4.524930e-05
9.236000e-10,4.377909e-05
9.238000e-10,4.219211e-05
9.240000e-10,4.047577e-05
9.242000e-10,3.861610e-05
9.244000e-10,3.659747e-05
9.246000e-10,3.440236e-05
9.248000e-10,3.201107e-05
9.250000e-10,2.940146e-05
9.252000e-10,2.654871e-05
9.254000e-10,2.342517e-05
9.256000e-10,2.000033e-05
9.258000e-10,1.624104e-05
9.260000e-10,1.211205e-05
9.262000e-10,7.577038e-06
9.264000e-10,2.600340e-06
9.266000e-10,-2.850431e-06
9.268000e-10,-8.800563e-06
9.270000e-10,-1.526297e-05
9.272000e-10,-2.223124e-05
9.274000e-10,-2.967081e-05
9.276000e-10,-3.750847e-05
9.278000e-10,-4.562065e-05
9.280000e-10,-5.382225e-05
9.282000e-10,-6.185915e-05
9.284000e-10,-6.940937e-05
9.286000e-10,-7.609896e-05
9.288000e-10,-8.153624e-05
9.290000e-10,-8.536227e-05
9.292000e-10,-8.730719e-05
9.294000e-10,-8.723670e-05
9.296000e-10,-8.517384e-05
9.298000e-10,-8.128934e-05
9.300000e-10,-7.586442e-05
9.302000e-10,-6.923891e-05
9.304000e-10,-6.176008e-05
9.306000e-10,-5.374499e-05
9.308000e-10,-4.546183e-05
9.310000e-10,-3.712917e-05
9.312000e-10,-2.892667e-05
9.314000e-10,-2.100947e-05
9.316000e-10,-1.351990e-05
9.318000e-10,-6.593685e-06
9.320000e-10,-3.606125e-07
9.322000e-10,5.057961e-06
9.324000e-10,9.552911e-06
9.326000e-10,1.303123e-05
9.328000e-10,1.541998e-05
9.330000e-10,1.667056e-05
9.332000e-10,1.676324e-05
9.334000e-10,1.571134e-05
9.336000e-10,1.356436e-05
9.338000e-10,1.040948e-05
9.340000e-10,6.371619e-06
9.342000e-10,1.612060e-06
9.344000e-10,-3.674371e-06
9.346000e-10,-9.264327e-06
9.348000e-10,-1.491397e-05
9.350000e-10,-2.037017e-05
9.352000e-10,-2.538371e-05
9.354000e-10,-2.972265e-05
9.356000e-10,-3.318377e-05
9.358000e-10,-3.560146e-05
9.360000e-10,-3.685455e-05
9.362000e-10,-3.687207e-05
9.364000e-10,-3.563854e-05
9.366000e-10,-3.319871e-05
9.368000e-10,-2.966061e-05
9.370000e-10,-2.519557e-05
9.372000e-10,-2.003427e-05
9.374000e-10,-1.445788e-05
9.376000e-10,-8.783764e-06
9.378000e-10,-3.346052e-06
9.380000e-10,1.527904e-06
9.382000e-10,5.542503e-06
9.384000e-10,8.456984e-06
9.386000e-10,1.010375e-05
9.388000e-10,1.040063e-05
9.390000e-10,9.357411e-06
9.392000e-10,7.077391e-06
9.394000e-10,3.754009e-06
9.396000e-10,-3.389665e-07
9.398000e-10,-4.865470e-06
9.400000e-10,-9.453742e-06
9.402000e-10,-1.372879e-05
9.404000e-10,-1.734550e-05
9.406000e-10,-2.001726e-05
9.408000e-10,-2.153694e-05
9.410000e-10,-2.179061e-05
9.412000e-10,-2.076564e-05
9.414000e-10,-1.855419e-05
9.416000e-10,-1.535128e-05
9.418000e-10,-1.144430e-05
9.420000e-10,-7.191472e-06
9.422000e-10,-2.989019e-06
9.424000e-10,7.693355e-07
9.426000e-10,3.734146e-06
9.428000e-10,5.636931e-06
9.430000e-10,6.317436e-06
9.432000e-10,5.739739e-06
9.434000e-10,3.996833e-06
9.436000e-10,1.303094e-06
9.438000e-10,-2.026356e-06
9.440000e-10,-5.609328e-06
9.442000e-10,-9.040304e-06
9.444000e-10,-1.193788e-05
9.446000e-10,-1.398824e-05
9.448000e-10,-1.497858e-05
9.450000e-10,-1.481801e-05
9.452000e-10,-1.354581e-05
9.454000e-10,-1.132757e-05
9.456000e-10,-8.438515e-06
9.458000e-10,-5.233210e-06
9.460000e-10,-2.102776e-06
9.462000e-10,5.751561e-07
9.464000e-10,2.485584e-06
9.466000e-10,3.416198e-06
9.468000e-10,3.283014e-06
9.470000e-10,2.139462e-06
9.472000e-10,1.686519e-07
9.474000e-10,-2.340831e-06
9.476000e-10,-5.034019e-06
9.478000e-10,-7.539039e-06
9.480000e-10,-9.519240e-06
9.482000e-10,-1.071901e-05
9.484000e-10,-1.099632e-05
9.486000e-10,-1.033877e-05
9.488000e-10,-8.862698e-06
9.490000e-10,-6.796056e-06
9.492000e-10,-4.446225e-06
9.494000e-10,-2.155513e-06
9.496000e-10,-2.502573e-07
9.498000e-10,1.007928e-06
9.500000e-10,1.460225e-06
9.502000e-10,1.072083e-06
9.504000e-10,-6.431453e-08
9.506000e-10,-1.746296e-06
9.508000e-10,-3.693469e-06
9.510000e-10,-5.592640e-06
9.512000e-10,-7.147909e-06
9.514000e-10,-8.127167e-06
9.516000e-10,-8.396856e-06
9.518000e-10,-7.939737e-06
9.520000e-10,-6.853970e-06
9.522000e-10,-5.334578e-06
9.524000e-10,-3.640201e-06
9.526000e-10,-2.049860e-06
9.528000e-10,-8.165347e-07
9.530000e-10,-1.256392e-07
9.532000e-10,-6.589005e-08
9.534000e-10,-6.174065e-07
9.536000e-10,-1.658462e-06
9.538000e-10,-2.989171e-06
9.540000e-10,-4.367907e-06
9.542000e-10,-5.554210e-06
9.544000e-10,-6.350540e-06
9.546000e-10,-6.635252e-06
9.548000e-10,-6.380987e-06
9.550000e-10,-5.655741e-06
9.552000e-10,-4.607235e-06
9.554000e-10,-3.433904e-06
9.556000e-10,-2.347855e-06
9.558000e-10,-1.536425e-06
9.560000e-10,-1.129344e-06
9.562000e-10,-1.177487e-06
9.564000e-10,-1.646858e-06
9.566000e-10,-2.428399e-06
9.568000e-10,-3.361204e-06
9.570000e-10,-4.264405e-06
9.572000e-10,-4.971552e-06
9.574000e-10,-5.360991e-06
9.576000e-10,-5.376569e-06
9.578000e-10,-5.035073e-06
9.580000e-10,-4.419512e-06
9.582000e-10,-3.660140e-06
9.584000e-10,-2.907398e-06
9.586000e-10,-2.302243e-06
9.588000e-10,-1.949682e-06
9.590000e-10,-1.900479e-06
9.592000e-10,-2.144256e-06
9.594000e-10,-2.614821e-06
9.596000e-10,-3.206112e-06
9.598000e-10,-3.795081e-06
9.600000e-10,-4.266681e-06
9.602000e-10,-4.535930e-06
9.604000e-10,-4.562830e-06
9.606000e-10,-4.357548e-06
9.608000e-10,-3.975345e-06
9.610000e-10,-3.502818e-06
9.612000e-10,-3.038704e-06
9.614000e-10,-2.673421e-06
9.616000e-10,-2.471548e-06
9.618000e-10,-2.460610e-06
9.620000e-10,-2.628060e-06
9.622000e-10,-2.926568e-06
9.624000e-10,-3.285994e-06
9.626000e-10,-3.629182e-06
9.628000e-10,-3.888066e-06
9.630000e-10,-4.016791e-06
9.632000e-10,-3.999347e-06
9.634000e-10,-3.850549e-06
9.636000e-10,-3.610645e-06
9.638000e-10,-3.335111e-06
9.640000e-10,-3.082127e-06
9.642000e-10,-2.900469e-06
9.644000e-10,-2.820323e-06
9.646000e-10,-2.848669e-06
9.648000e-10,-2.969843e-06
9.650000e-10,-3.150703e-06
9.652000e-10,-3.348962e-06
9.654000e-10,-3.522657e-06
9.656000e-10,-3.638701e-06
9.658000e-10,-3.678810e-06
9.660000e-10,-3.641842e-06
9.662000e-10,-3.542373e-06
9.664000e-10,-3.406198e-06
9.666000e-10,-3.263974e-06
9.668000e-10,-3.144513e-06
9.670000e-10,-3.069144e-06
9.672000e-10,-3.048193e-06
9.674000e-10,-3.080066e-06
9.676000e-10,-3.152853e-06
9.678000e-10,-3.247814e-06
9.680000e-10,-3.343852e-06
9.682000e-10,-3.421932e-06
9.684000e-10,-3.468574e-06
9.686000e-10,-3.477847e-06
9.688000e-10,-3.451644e-06
9.690000e-10,-3.398426e-06
9.692000e-10,-3.330855e-06
9.694000e-10,-3.262935e-06
9.696000e-10,-3.207257e-06
9.698000e-10,-3.172845e-06
