time,"I(RINA)","I(LQ|X2)","I(LQ|X3)","I(LQ|X4)","I(LQ|X5)","I(LQ|X6)","I(LQ|X7)","I(LQ|X8)"
0.000000e+00,-1.243166e-08,4.970591e-06,4.978935e-06,4.979137e-06,4.979111e-06,4.977365e-06,4.900969e-06,2.717757e-06
2.000000e-13,-1.007742e-06,5.670153e-06,5.679837e-06,5.680063e-06,5.680040e-06,5.678016e-06,5.590236e-06,3.091746e-06
4.000000e-13,-2.034746e-06,6.940928e-06,6.953072e-06,6.953346e-06,6.953325e-06,6.950798e-06,6.842292e-06,3.770760e-06
6.000000e-13,-3.058640e-06,8.969667e-06,8.985837e-06,8.986195e-06,8.986168e-06,8.982842e-06,8.841205e-06,4.854677e-06
8.000000e-13,-4.087350e-06,1.198475e-05,1.200709e-05,1.200758e-05,1.200754e-05,1.200303e-05,1.181224e-05,6.467065e-06
1.000000e-12,-5.123793e-06,1.628911e-05,1.632052e-05,1.632122e-05,1.632114e-05,1.631496e-05,1.605466e-05,8.776970e-06
1.200000e-12,-5.194013e-06,2.226962e-05,2.231384e-05,2.231483e-05,2.231469e-05,2.230624e-05,2.195177e-05,1.201499e-05
1.400000e-12,-5.250467e-06,3.036943e-05,3.043096e-05,3.043234e-05,3.043211e-05,3.042073e-05,2.994579e-05,1.648554e-05
1.600000e-12,-5.329030e-06,4.098549e-05,4.106862e-05,4.107047e-05,4.107012e-05,4.105529e-05,4.044026e-05,2.257028e-05
1.800000e-12,-5.419857e-06,5.423405e-05,5.434067e-05,5.434304e-05,5.434254e-05,5.432425e-05,5.357326e-05,3.070398e-05
2.000000e-12,-5.508838e-06,6.958333e-05,6.970959e-05,6.971239e-05,6.971174e-05,6.969103e-05,6.885336e-05,4.128137e-05
2.200000e-12,-5.568688e-06,8.556256e-05,8.569672e-05,8.569968e-05,8.569891e-05,8.567812e-05,8.485523e-05,5.443559e-05
2.400000e-12,-5.564351e-06,9.991974e-05,1.000440e-04,1.000467e-04,1.000459e-04,1.000282e-04,9.934937e-05,6.968212e-05
2.600000e-12,-5.472413e-06,1.102832e-04,1.103789e-04,1.103808e-04,1.103802e-04,1.103684e-04,1.099481e-04,8.562329e-05
2.800000e-12,-5.298288e-06,1.149314e-04,1.149843e-04,1.149852e-04,1.149848e-04,1.149809e-04,1.148832e-04,1.000722e-04
3.000000e-12,-5.075112e-06,1.133033e-04,1.133070e-04,1.133067e-04,1.133066e-04,1.133108e-04,1.135337e-04,1.106777e-04
3.200000e-12,-4.849879e-06,1.061116e-04,1.060688e-04,1.060674e-04,1.060676e-04,1.060788e-04,1.065590e-04,1.156874e-04
3.400000e-12,-4.667566e-06,9.505898e-05,9.497901e-05,9.497675e-05,9.497741e-05,9.499314e-05,9.563006e-05,1.144742e-04
3.600000e-12,-4.557559e-06,8.227424e-05,8.216978e-05,8.216700e-05,8.216812e-05,8.218588e-05,8.287358e-05,1.076724e-04
3.800000e-12,-4.526341e-06,6.972745e-05,6.961025e-05,6.960730e-05,6.960899e-05,6.962653e-05,7.027988e-05,9.691643e-05
4.000000e-12,-4.560326e-06,5.886052e-05,5.873897e-05,5.873609e-05,5.873841e-05,5.875426e-05,5.931991e-05,8.429533e-05
4.200000e-12,-4.636250e-06,5.050393e-05,5.038239e-05,5.037968e-05,5.038261e-05,5.039609e-05,5.084991e-05,7.177127e-05
4.400000e-12,-4.731737e-06,4.499379e-05,4.487339e-05,4.487077e-05,4.487418e-05,4.488524e-05,4.522302e-05,6.079964e-05
4.600000e-12,-4.831084e-06,4.235937e-05,4.223935e-05,4.223665e-05,4.224029e-05,4.224924e-05,4.247671e-05,5.223012e-05
4.800000e-12,-4.926111e-06,4.248784e-05,4.236694e-05,4.236401e-05,4.236759e-05,4.237481e-05,4.250016e-05,4.641231e-05
5.000000e-12,-5.014313e-06,4.522549e-05,4.510329e-05,4.510015e-05,4.510343e-05,4.510912e-05,4.513877e-05,4.338017e-05
5.200000e-12,-5.096308e-06,5.040452e-05,5.028272e-05,5.027972e-05,5.028259e-05,5.028653e-05,5.022437e-05,4.302076e-05
5.400000e-12,-5.173371e-06,5.778971e-05,5.767344e-05,5.767127e-05,5.767364e-05,5.767523e-05,5.752537e-05,4.518391e-05
5.600000e-12,-5.244997e-06,6.694884e-05,6.684736e-05,6.684688e-05,6.684853e-05,6.684701e-05,6.662001e-05,4.972020e-05
5.800000e-12,-5.306490e-06,7.710088e-05,7.702670e-05,7.702856e-05,7.702908e-05,7.702404e-05,7.674338e-05,5.644244e-05
6.000000e-12,-5.347632e-06,8.706895e-05,8.703448e-05,8.703873e-05,8.703770e-05,8.702948e-05,8.673323e-05,6.501227e-05
6.200000e-12,-5.354598e-06,9.544812e-05,9.546100e-05,9.546699e-05,9.546422e-05,9.545409e-05,9.518856e-05,7.478977e-05
6.400000e-12,-5.316124e-06,1.009480e-04,1.010074e-04,1.010139e-04,1.010097e-04,1.009995e-04,1.008080e-04,8.474801e-05
6.600000e-12,-5.230794e-06,1.027432e-04,1.028392e-04,1.028448e-04,1.028398e-04,1.028316e-04,1.027439e-04,9.356908e-05
6.800000e-12,-5.110045e-06,1.006821e-04,1.007972e-04,1.008007e-04,1.007960e-04,1.007914e-04,1.008179e-04,9.993163e-05
7.000000e-12,-4.975009e-06,9.529110e-05,9.540462e-05,9.540529e-05,9.540199e-05,9.540183e-05,9.553334e-05,1.028618e-04
7.200000e-12,-4.849762e-06,8.759391e-05,8.768614e-05,8.768399e-05,8.768318e-05,8.768734e-05,8.790048e-05,1.019893e-04
7.400000e-12,-4.754267e-06,7.881868e-05,7.887464e-05,7.887035e-05,7.887262e-05,7.888016e-05,7.914583e-05,9.761810e-05
7.600000e-12,-4.699312e-06,7.010426e-05,7.011510e-05,7.010971e-05,7.011501e-05,7.012461e-05,7.041631e-05,9.060402e-05
7.800000e-12,-4.684971e-06,6.230075e-05,6.226311e-05,6.225746e-05,6.226517e-05,6.227574e-05,6.257481e-05,8.209533e-05
8.000000e-12,-4.702853e-06,5.590159e-05,5.581558e-05,5.580989e-05,5.581909e-05,5.583031e-05,5.612724e-05,7.323735e-05
8.200000e-12,-4.740621e-06,5.108501e-05,5.095193e-05,5.094549e-05,5.095551e-05,5.096811e-05,5.126066e-05,6.494401e-05
8.400000e-12,-4.786399e-06,4.781497e-05,4.763548e-05,4.762666e-05,4.763765e-05,4.765335e-05,4.794318e-05,5.779256e-05
8.600000e-12,-4.831548e-06,4.595323e-05,4.572646e-05,4.571318e-05,4.572637e-05,4.574743e-05,4.603670e-05,5.203607e-05
8.800000e-12,-4.871507e-06,4.534874e-05,4.507252e-05,4.505298e-05,4.507051e-05,4.509894e-05,4.538814e-05,4.769038e-05
9.000000e-12,-4.905167e-06,4.588719e-05,4.555937e-05,4.553277e-05,4.555704e-05,4.559379e-05,4.588108e-05,4.464476e-05
9.200000e-12,-4.933507e-06,4.749827e-05,4.711868e-05,4.708579e-05,4.711844e-05,4.716289e-05,4.744465e-05,4.275704e-05
9.400000e-12,-4.958158e-06,5.012894e-05,4.970176e-05,4.966487e-05,4.970596e-05,4.975586e-05,5.002776e-05,4.191220e-05
9.600000e-12,-4.980346e-06,5.369822e-05,5.323404e-05,5.319652e-05,5.324408e-05,5.329601e-05,5.355361e-05,4.204069e-05
9.800000e-12,-5.000396e-06,5.805180e-05,5.756886e-05,5.753430e-05,5.758464e-05,5.763480e-05,5.787344e-05,4.310480e-05
1.000000e-11,-5.017746e-06,6.293461e-05,6.245878e-05,6.243011e-05,6.247872e-05,6.252373e-05,6.273761e-05,4.506728e-05
1.020000e-11,-5.031332e-06,6.799367e-05,6.755680e-05,6.753584e-05,6.757845e-05,6.761581e-05,6.779701e-05,4.785725e-05
1.040000e-11,-5.040139e-06,7.281119e-05,7.244808e-05,7.243562e-05,7.246911e-05,7.249710e-05,7.263548e-05,5.134652e-05
1.060000e-11,-5.043720e-06,7.695728e-05,7.670152e-05,7.669774e-05,7.672029e-05,7.673764e-05,7.682247e-05,5.534507e-05
1.080000e-11,-5.042465e-06,8.004778e-05,7.992684e-05,7.993170e-05,7.994257e-05,7.994822e-05,7.997107e-05,5.961567e-05
1.100000e-11,-5.037445e-06,8.179562e-05,8.182602e-05,8.183927e-05,8.183840e-05,8.183173e-05,8.178957e-05,6.389764e-05
1.120000e-11,-5.029923e-06,8.204575e-05,8.222982e-05,8.225064e-05,8.223842e-05,8.221972e-05,8.211684e-05,6.792667e-05
1.140000e-11,-5.020773e-06,8.078574e-05,8.111108e-05,8.113768e-05,8.111492e-05,8.108596e-05,8.093387e-05,7.144461e-05
1.160000e-11,-5.010117e-06,7.812906e-05,7.857113e-05,7.860046e-05,7.856854e-05,7.853282e-05,7.834821e-05,7.420454e-05
1.180000e-11,-4.997334e-06,7.427652e-05,7.480361e-05,7.483150e-05,7.479254e-05,7.475502e-05,7.455652e-05,7.598077e-05
1.200000e-11,-4.981402e-06,6.946721e-05,7.004640e-05,7.006822e-05,7.002503e-05,6.999133e-05,6.979623e-05,7.658766e-05
1.220000e-11,-4.961405e-06,6.393077e-05,6.453354e-05,6.454515e-05,6.450088e-05,6.447612e-05,6.429803e-05,7.590246e-05
1.240000e-11,-4.936943e-06,5.784904e-05,5.845508e-05,5.845381e-05,5.841132e-05,5.839902e-05,5.824728e-05,7.388211e-05
1.260000e-11,-4.908305e-06,5.133150e-05,5.193022e-05,5.191530e-05,5.187646e-05,5.187800e-05,5.175863e-05,7.056493e-05
1.280000e-11,-4.876341e-06,4.440832e-05,4.499739e-05,4.496966e-05,4.493505e-05,4.495005e-05,4.486746e-05,6.605243e-05
1.300000e-11,-4.842191e-06,3.704516e-05,3.762661e-05,3.758768e-05,3.755689e-05,3.758407e-05,3.754260e-05,6.047269e-05
1.320000e-11,-4.807148e-06,2.918359e-05,2.975840e-05,2.970978e-05,2.968218e-05,2.972036e-05,2.972474e-05,5.393442e-05
1.340000e-11,-4.772857e-06,2.080506e-05,2.136795e-05,2.131089e-05,2.128643e-05,2.133478e-05,2.138922e-05,4.648876e-05
1.360000e-11,-4.741834e-06,1.200203e-05,1.253884e-05,1.247491e-05,1.245432e-05,1.251179e-05,1.261834e-05,3.812133e-05
1.380000e-11,-4.717874e-06,3.022024e-06,3.511348e-06,3.443182e-06,3.427426e-06,3.491890e-06,3.649211e-06,2.879667e-05
1.400000e-11,-4.705626e-06,-5.750758e-06,-5.332217e-06,-5.400990e-06,-5.411490e-06,-5.343258e-06,-5.139797e-06,1.856025e-05
1.420000e-11,-4.708984e-06,-1.387903e-05,-1.355046e-05,-1.361648e-05,-1.362194e-05,-1.355310e-05,-1.331015e-05,7.659523e-06
1.440000e-11,-4.729103e-06,-2.097721e-05,-2.075058e-05,-2.081228e-05,-2.081280e-05,-2.074488e-05,-2.046973e-05,-3.405903e-06
1.460000e-11,-4.763615e-06,-2.677933e-05,-2.666009e-05,-2.671833e-05,-2.671282e-05,-2.664502e-05,-2.634492e-05,-1.397609e-05
1.480000e-11,-4.807823e-06,-3.114150e-05,-3.113166e-05,-3.118866e-05,-3.117441e-05,-3.110455e-05,-3.078675e-05,-2.342251e-05
1.500000e-11,-4.857019e-06,-3.399418e-05,-3.409476e-05,-3.415204e-05,-3.412549e-05,-3.405204e-05,-3.372396e-05,-3.131022e-05
1.520000e-11,-4.908341e-06,-3.528306e-05,-3.549447e-05,-3.555082e-05,-3.550918e-05,-3.543331e-05,-3.510257e-05,-3.743587e-05
1.540000e-11,-4.961226e-06,-3.493498e-05,-3.525495e-05,-3.530574e-05,-3.524877e-05,-3.517513e-05,-3.484932e-05,-4.174620e-05
1.560000e-11,-5.016499e-06,-3.286645e-05,-3.328688e-05,-3.332526e-05,-3.325608e-05,-3.319175e-05,-3.287865e-05,-4.421029e-05
1.580000e-11,-5.074777e-06,-2.903226e-05,-2.953623e-05,-2.955565e-05,-2.948026e-05,-2.943237e-05,-2.914071e-05,-4.472323e-05
1.600000e-11,-5.134956e-06,-2.349575e-05,-2.405594e-05,-2.405267e-05,-2.397832e-05,-2.395161e-05,-2.369244e-05,-4.308479e-05
1.620000e-11,-5.193382e-06,-1.649450e-05,-1.707332e-05,-1.704763e-05,-1.698110e-05,-1.697685e-05,-1.676423e-05,-3.906000e-05
1.640000e-11,-5.243972e-06,-8.472508e-06,-9.024603e-06,-8.980025e-06,-8.926811e-06,-8.943446e-06,-8.793077e-06,-3.250479e-05
1.660000e-11,-5.279336e-06,-5.537535e-08,-5.329248e-07,-4.745765e-07,-4.389002e-07,-4.734116e-07,-3.990484e-07,-2.352442e-05
1.680000e-11,-5.292693e-06,8.035939e-06,7.675774e-06,7.742464e-06,7.757471e-06,7.708671e-06,7.699485e-06,-1.260847e-05
1.700000e-11,-5.280059e-06,1.510554e-05,1.489346e-05,1.496294e-05,1.495562e-05,1.489687e-05,1.480510e-05,-6.557511e-07
1.720000e-11,-5.241708e-06,2.058836e-05,2.053897e-05,2.060521e-05,2.057610e-05,2.051305e-05,2.034734e-05,1.117305e-05
1.740000e-11,-5.182051e-06,2.410336e-05,2.421568e-05,2.427205e-05,2.422435e-05,2.416390e-05,2.393771e-05,2.172023e-05
1.760000e-11,-5.108014e-06,2.545098e-05,2.571183e-05,2.575186e-05,2.569096e-05,2.564036e-05,2.536926e-05,3.006537e-05
1.780000e-11,-5.027039e-06,2.458251e-05,2.497006e-05,2.498871e-05,2.492108e-05,2.488647e-05,2.458741e-05,3.561774e-05
1.800000e-11,-4.945904e-06,2.158030e-05,2.206521e-05,2.206012e-05,2.199220e-05,2.197728e-05,2.166984e-05,3.806523e-05
1.820000e-11,-4.870840e-06,1.667476e-05,1.721854e-05,1.719067e-05,1.712824e-05,1.713377e-05,1.684176e-05,3.725867e-05
1.840000e-11,-4.808428e-06,1.028988e-05,1.084338e-05,1.079681e-05,1.074505e-05,1.076907e-05,1.051997e-05,3.313855e-05
1.860000e-11,-4.765980e-06,3.067606e-06,3.574132e-06,3.515245e-06,3.478660e-06,3.517233e-06,3.338127e-06,2.580027e-05
1.880000e-11,-4.750163e-06,-4.186985e-06,-3.782280e-06,-3.845948e-06,-3.864072e-06,-3.816204e-06,-3.904746e-06,1.570997e-05
1.900000e-11,-4.764194e-06,-1.064337e-05,-1.038213e-05,-1.044297e-05,-1.044146e-05,-1.039022e-05,-1.037913e-05,3.896548e-06
1.920000e-11,-4.805823e-06,-1.560114e-05,-1.550475e-05,-1.555586e-05,-1.553610e-05,-1.548755e-05,-1.538054e-05,-8.136791e-06
1.940000e-11,-4.867991e-06,-1.858871e-05,-1.865804e-05,-1.869380e-05,-1.865928e-05,-1.861904e-05,-1.843048e-05,-1.879525e-05
1.960000e-11,-4.941570e-06,-1.938140e-05,-1.960105e-05,-1.961741e-05,-1.957286e-05,-1.954560e-05,-1.929718e-05,-2.680117e-05
1.980000e-11,-5.018001e-06,-1.797306e-05,-1.831532e-05,-1.831028e-05,-1.826084e-05,-1.824971e-05,-1.796810e-05,-3.138398e-05
2.000000e-11,-5.090196e-06,-1.455510e-05,-1.498111e-05,-1.495518e-05,-1.490611e-05,-1.491222e-05,-1.462804e-05,-3.222247e-05
2.020000e-11,-5.151608e-06,-9.528466e-06,-9.988002e-06,-9.944595e-06,-9.901181e-06,-9.923273e-06,-9.669796e-06,-2.929265e-05
2.040000e-11,-5.194990e-06,-3.518825e-06,-3.953695e-06,-3.898907e-06,-3.866071e-06,-3.900631e-06,-3.709936e-06,-2.284102e-05
2.060000e-11,-5.213524e-06,2.682227e-06,2.328913e-06,2.387398e-06,2.405960e-06,2.364057e-06,2.467194e-06,-1.352648e-05
2.080000e-11,-5.203772e-06,8.260289e-06,8.032714e-06,8.087216e-06,8.089825e-06,8.046260e-06,8.049908e-06,-2.554167e-06
2.100000e-11,-5.167676e-06,1.253939e-05,1.246151e-05,1.250567e-05,1.249284e-05,1.245290e-05,1.235996e-05,8.460280e-06
2.120000e-11,-5.111995e-06,1.508263e-05,1.515739e-05,1.518673e-05,1.516070e-05,1.512876e-05,1.495483e-05,1.789591e-05
2.140000e-11,-5.045737e-06,1.570624e-05,1.591937e-05,1.593125e-05,1.589533e-05,1.587472e-05,1.564386e-05,2.453211e-05
2.160000e-11,-4.977649e-06,1.444155e-05,1.476594e-05,1.475934e-05,1.471753e-05,1.471051e-05,1.445136e-05,2.772263e-05
2.180000e-11,-4.915212e-06,1.149991e-05,1.189777e-05,1.187354e-05,1.183038e-05,1.183782e-05,1.158124e-05,2.732152e-05
2.200000e-11,-4.864984e-06,7.264975e-06,7.689135e-06,7.650318e-06,7.610735e-06,7.631657e-06,7.408835e-06,2.352276e-05
2.220000e-11,-4.832899e-06,2.285621e-06,2.683438e-06,2.635301e-06,2.603994e-06,2.635438e-06,2.474525e-06,1.680048e-05
2.240000e-11,-4.823336e-06,-2.777328e-06,-2.455961e-06,-2.506790e-06,-2.526187e-06,-2.488674e-06,-2.567440e-06,7.988873e-06
2.260000e-11,-4.837363e-06,-7.260249e-06,-7.053591e-06,-7.100534e-06,-7.106098e-06,-7.067444e-06,-7.056086e-06,-1.672154e-06
2.280000e-11,-4.871824e-06,-1.061799e-05,-1.054635e-05,-1.058408e-05,-1.057571e-05,-1.054037e-05,-1.044450e-05,-1.071824e-05
2.300000e-11,-4.920284e-06,-1.250220e-05,-1.256709e-05,-1.259201e-05,-1.257115e-05,-1.254267e-05,-1.237918e-05,-1.781844e-05
2.320000e-11,-4.975174e-06,-1.277660e-05,-1.296370e-05,-1.297377e-05,-1.294302e-05,-1.292407e-05,-1.271698e-05,-2.208239e-05
2.340000e-11,-5.029632e-06,-1.149203e-05,-1.177477e-05,-1.176925e-05,-1.173222e-05,-1.172465e-05,-1.150116e-05,-2.315712e-05
2.360000e-11,-5.078091e-06,-8.858487e-06,-9.200587e-06,-9.180208e-06,-9.141266e-06,-9.145900e-06,-8.933820e-06,-2.113530e-05
2.380000e-11,-5.115847e-06,-5.230372e-06,-5.588166e-06,-5.555488e-06,-5.519419e-06,-5.535593e-06,-5.361172e-06,-1.642078e-05
2.400000e-11,-5.138712e-06,-1.086629e-06,-1.413490e-06,-1.372918e-06,-1.344196e-06,-1.369567e-06,-1.254587e-06,-9.678805e-06
2.420000e-11,-5.143586e-06,3.022397e-06,2.769044e-06,2.811985e-06,2.829943e-06,2.798989e-06,2.840946e-06,-1.852867e-06
2.440000e-11,-5.129721e-06,6.562861e-06,6.414237e-06,6.454091e-06,6.459408e-06,6.426910e-06,6.393265e-06,5.893645e-06
2.460000e-11,-5.099485e-06,9.108105e-06,9.079581e-06,9.111948e-06,9.104360e-06,9.074024e-06,8.973373e-06,1.239030e-05
2.480000e-11,-5.057878e-06,1.039563e-05,1.048626e-05,1.050814e-05,1.048884e-05,1.046371e-05,1.031329e-05,1.673103e-05
2.500000e-11,-5.011115e-06,1.033873e-05,1.053359e-05,1.054324e-05,1.051464e-05,1.049716e-05,1.031904e-05,1.844729e-05
2.520000e-11,-4.965281e-06,9.009272e-06,9.282472e-06,9.279242e-06,9.244822e-06,9.236801e-06,9.054604e-06,1.751504e-05
2.540000e-11,-4.925684e-06,6.615802e-06,6.933090e-06,6.917560e-06,6.881563e-06,6.883937e-06,6.720485e-06,1.425194e-05
2.560000e-11,-4.896772e-06,3.485129e-06,3.806873e-06,3.781155e-06,3.748086e-06,3.760478e-06,3.635841e-06,9.214189e-06
2.580000e-11,-4.881959e-06,3.487572e-08,3.206266e-07,2.883141e-07,2.622735e-07,2.828498e-07,2.119280e-07,3.147082e-06
2.600000e-11,-4.882999e-06,-3.278063e-06,-3.063529e-06,-3.097988e-06,-3.113932e-06,-3.088091e-06,-3.098100e-06,-3.057879e-06
2.620000e-11,-4.899289e-06,-6.028687e-06,-5.909732e-06,-5.941960e-06,-5.946149e-06,-5.918372e-06,-5.869344e-06,-8.477301e-06
2.640000e-11,-4.927791e-06,-7.890869e-06,-7.877828e-06,-7.904240e-06,-7.896520e-06,-7.869956e-06,-7.772118e-06,-1.233709e-05
2.660000e-11,-4.963826e-06,-8.677042e-06,-8.766147e-06,-8.784193e-06,-8.765818e-06,-8.743193e-06,-8.612607e-06,-1.417154e-05
2.680000e-11,-5.002253e-06,-8.345441e-06,-8.520842e-06,-8.528936e-06,-8.502385e-06,-8.485976e-06,-8.341456e-06,-1.388086e-05
2.700000e-11,-5.038387e-06,-6.987110e-06,-7.223551e-06,-7.221043e-06,-7.189769e-06,-7.181313e-06,-7.041853e-06,-1.168311e-05
2.720000e-11,-5.068317e-06,-4.807404e-06,-5.072974e-06,-5.060334e-06,-5.028373e-06,-5.028779e-06,-4.911698e-06,-8.020337e-06
2.740000e-11,-5.088877e-06,-2.105285e-06,-2.364716e-06,-2.343725e-06,-2.315169e-06,-2.324192e-06,-2.243487e-06,-3.479196e-06
2.760000e-11,-5.097752e-06,7.577670e-07,5.386894e-07,5.650702e-07,5.866592e-07,5.704767e-07,6.058890e-07,1.266281e-06
2.780000e-11,-5.093910e-06,3.405389e-06,3.254808e-06,3.282983e-06,3.295068e-06,3.274076e-06,3.261804e-06,5.526933e-06
2.800000e-11,-5.078075e-06,5.503265e-06,5.439073e-06,5.465525e-06,5.466877e-06,5.443806e-06,5.388303e-06,8.706205e-06
2.820000e-11,-5.052774e-06,6.807969e-06,6.835768e-06,6.857570e-06,6.848341e-06,6.825881e-06,6.737294e-06,1.041151e-05
2.840000e-11,-5.021818e-06,7.193788e-06,7.307204e-06,7.322210e-06,7.303827e-06,7.284432e-06,7.176439e-06,1.051610e-05
2.860000e-11,-4.989499e-06,6.656292e-06,6.838823e-06,6.845670e-06,6.820637e-06,6.806421e-06,6.693939e-06,9.147704e-06
2.880000e-11,-4.959907e-06,5.301352e-06,5.528824e-06,5.526985e-06,5.498581e-06,5.491154e-06,5.388494e-06,6.625047e-06
2.900000e-11,-4.936553e-06,3.328135e-06,3.571461e-06,3.561402e-06,3.533281e-06,3.533458e-06,3.452941e-06,3.383606e-06
2.920000e-11,-4.922142e-06,1.006940e-06,1.235437e-06,1.218702e-06,1.194414e-06,1.201990e-06,1.152704e-06,-8.554552e-08
2.940000e-11,-4.918293e-06,-1.352575e-06,-1.167178e-06,-1.188145e-06,-1.205638e-06,-1.191890e-06,-1.205227e-06,-3.290132e-06
2.980000e-11,-4.941512e-06,-5.006914e-06,-4.963601e-06,-4.984445e-06,-4.983605e-06,-4.963746e-06,-4.911016e-06,-7.311417e-06
3.000000e-11,-4.964539e-06,-5.866079e-06,-5.901559e-06,-5.918565e-06,-5.908623e-06,-5.889201e-06,-5.814867e-06,-7.698307e-06
3.020000e-11,-4.990881e-06,-5.944937e-06,-6.050721e-06,-6.062112e-06,-6.044644e-06,-6.027832e-06,-5.942779e-06,-7.012346e-06
3.040000e-11,-5.017048e-06,-5.268265e-06,-5.427548e-06,-5.432205e-06,-5.409670e-06,-5.397340e-06,-5.312872e-06,-5.451308e-06
3.060000e-11,-5.039907e-06,-3.951446e-06,-4.141452e-06,-4.139006e-06,-4.114429e-06,-4.107951e-06,-4.034510e-06,-3.305817e-06
3.080000e-11,-5.056902e-06,-2.183923e-06,-2.378614e-06,-2.369564e-06,-2.346152e-06,-2.346164e-06,-2.292303e-06,-9.088583e-07
3.100000e-11,-5.066175e-06,-2.065372e-07,-3.797950e-07,-3.655126e-07,-3.462394e-07,-3.525013e-07,-3.239933e-07,1.405822e-06
3.120000e-11,-5.066759e-06,1.718802e-06,1.589704e-06,1.607172e-06,1.619962e-06,1.608517e-06,1.609380e-06,3.341456e-06
3.140000e-11,-5.058778e-06,3.345140e-06,3.276374e-06,3.294681e-06,3.299570e-06,3.284605e-06,3.259259e-06,4.675036e-06
3.160000e-11,-5.043530e-06,4.475069e-06,4.474182e-06,4.491071e-06,4.487714e-06,4.471192e-06,4.424416e-06,5.286009e-06
3.180000e-11,-5.023291e-06,4.985610e-06,5.050986e-06,5.064551e-06,5.053665e-06,5.037606e-06,4.976579e-06,5.165885e-06
3.200000e-11,-5.000913e-06,4.839183e-06,4.960864e-06,4.969691e-06,4.952905e-06,4.939204e-06,4.872327e-06,4.405018e-06
3.220000e-11,-4.979348e-06,4.081947e-06,4.243351e-06,4.246599e-06,4.226218e-06,4.216480e-06,4.152263e-06,3.163750e-06
3.240000e-11,-4.961283e-06,2.833450e-06,3.013594e-06,3.011081e-06,2.989786e-06,2.985131e-06,2.931266e-06,1.640055e-06
3.260000e-11,-4.948865e-06,1.270234e-06,1.446304e-06,1.438578e-06,1.419088e-06,1.419968e-06,1.382551e-06,4.183290e-08
3.280000e-11,-4.943492e-06,-3.963572e-07,-2.461155e-07,-2.578277e-07,-2.731009e-07,-2.669847e-07,-2.841180e-07,-1.435334e-06
3.300000e-11,-4.945625e-06,-1.947792e-06,-1.841167e-06,-1.855154e-06,-1.864424e-06,-1.854045e-06,-1.849769e-06,-2.627523e-06
3.320000e-11,-4.954700e-06,-3.188206e-06,-3.136631e-06,-3.150994e-06,-3.153320e-06,-3.140132e-06,-3.116107e-06,-3.419027e-06
3.340000e-11,-4.969209e-06,-3.970656e-06,-3.977873e-06,-3.990808e-06,-3.986188e-06,-3.971889e-06,-3.932192e-06,-3.752601e-06
3.360000e-11,-4.986984e-06,-4.214396e-06,-4.276370e-06,-4.286369e-06,-4.275684e-06,-4.262014e-06,-4.212426e-06,-3.629992e-06
3.380000e-11,-5.005586e-06,-3.911100e-06,-4.016995e-06,-4.022962e-06,-4.007822e-06,-3.996391e-06,-3.943544e-06,-3.103231e-06
3.400000e-11,-5.022653e-06,-3.121386e-06,-3.255242e-06,-3.256584e-06,-3.239093e-06,-3.231219e-06,-3.181771e-06,-2.261027e-06
3.420000e-11,-5.036162e-06,-1.964212e-06,-2.107047e-06,-2.103748e-06,-2.086234e-06,-2.082770e-06,-2.042671e-06,-1.215143e-06
3.440000e-11,-5.044595e-06,-6.007693e-07,-7.329764e-07,-7.256164e-07,-7.103379e-07,-7.115478e-07,-6.853926e-07,-8.887062e-08
3.460000e-11,-5.047071e-06,7.864068e-07,6.825310e-07,6.928487e-07,7.039937e-07,6.984684e-07,7.079721e-07,9.932689e-07
3.480000e-11,-5.043456e-06,2.017648e-06,1.955558e-06,1.967392e-06,1.973110e-06,1.964168e-06,1.956510e-06,1.916201e-06
3.500000e-11,-5.034407e-06,2.940274e-06,2.927458e-06,2.939262e-06,2.939015e-06,2.927931e-06,2.904804e-06,2.585261e-06
3.520000e-11,-5.021288e-06,3.448164e-06,3.485377e-06,3.495716e-06,3.489758e-06,3.477998e-06,3.442966e-06,2.935509e-06
3.540000e-11,-5.005957e-06,3.493392e-06,3.574900e-06,3.582600e-06,3.571899e-06,3.560948e-06,3.518885e-06,2.937356e-06
3.560000e-11,-4.990477e-06,3.089016e-06,3.203665e-06,3.207919e-06,3.193996e-06,3.185198e-06,3.141610e-06,2.598024e-06
3.580000e-11,-4.976831e-06,2.304223e-06,2.437048e-06,2.437490e-06,2.422212e-06,2.416616e-06,2.376966e-06,1.959866e-06
3.600000e-11,-4.966688e-06,1.253530e-06,1.387715e-06,1.384466e-06,1.369809e-06,1.368033e-06,1.337102e-06,1.096675e-06
3.620000e-11,-4.961217e-06,8.131007e-08,2.003425e-07,1.939982e-07,1.817960e-07,1.839425e-07,1.652720e-07,1.079347e-07
3.640000e-11,-4.960952e-06,-1.057239e-06,-9.674212e-07,-9.758799e-07,-9.841720e-07,-9.785158e-07,-9.830485e-07,-8.900326e-07
3.660000e-11,-4.965731e-06,-2.016692e-06,-1.965875e-06,-1.975242e-06,-1.978730e-06,-1.970406e-06,-1.960801e-06,-1.776571e-06
3.680000e-11,-4.974720e-06,-2.680476e-06,-2.672986e-06,-2.682012e-06,-2.680460e-06,-2.670602e-06,-2.648678e-06,-2.441678e-06
