time,"I(RIN1)","I(RIN2)","I(LQ|X11)","I(LOUT|X5)","I(LOUT|X6)","I(LQ|X9)"
0.000000e+00,-9.080729e-09,-9.080726e-09,5.638993e-07,4.208484e-07,-5.453648e-07,1.118327e-06
2.000000e-13,-9.997710e-07,-9.997711e-07,6.404860e-07,4.793142e-07,-6.220211e-07,1.272130e-06
4.000000e-13,-2.020605e-06,-2.020605e-06,7.794456e-07,5.853012e-07,-7.615140e-07,1.552160e-06
6.000000e-13,-3.037170e-06,-3.037170e-06,1.001128e-06,7.544105e-07,-9.843464e-07,1.999917e-06
8.000000e-13,-4.056889e-06,-4.056889e-06,1.330868e-06,1.005615e-06,-1.316067e-06,2.667084e-06
1.000000e-12,-5.082257e-06,-5.082255e-06,1.803809e-06,1.364049e-06,-1.791558e-06,3.624652e-06
1.200000e-12,-5.138740e-06,-5.138736e-06,2.469131e-06,1.861641e-06,-2.457864e-06,4.970430e-06
1.400000e-12,-5.179922e-06,-5.179913e-06,3.394874e-06,2.534005e-06,-3.375464e-06,6.836834e-06
1.600000e-12,-5.243373e-06,-5.243357e-06,4.674292e-06,3.409140e-06,-4.615700e-06,9.399492e-06
1.800000e-12,-5.324751e-06,-5.324729e-06,6.434593e-06,4.480350e-06,-6.248193e-06,1.288535e-05
2.000000e-12,-5.420468e-06,-5.420442e-06,8.848569e-06,5.659202e-06,-8.305781e-06,1.757502e-05
2.200000e-12,-5.517044e-06,-5.517019e-06,1.214879e-05,6.732108e-06,-1.071188e-05,2.378710e-05
2.400000e-12,-5.585713e-06,-5.585695e-06,1.664210e-05,7.390844e-06,-1.317835e-05,3.182426e-05
2.600000e-12,-5.587802e-06,-5.587797e-06,2.271820e-05,7.372651e-06,-1.515483e-05,4.185507e-05
2.800000e-12,-5.495785e-06,-5.495798e-06,3.083833e-05,6.602683e-06,-1.596350e-05,5.371334e-05
3.000000e-12,-5.313391e-06,-5.313424e-06,4.147796e-05,5.224533e-06,-1.512158e-05,6.665396e-05
3.200000e-12,-5.075494e-06,-5.075540e-06,5.498619e-05,3.534758e-06,-1.262824e-05,7.923830e-05
3.400000e-12,-4.833232e-06,-4.833284e-06,7.133254e-05,1.878273e-06,-9.005405e-06,8.957819e-05
3.600000e-12,-4.636449e-06,-4.636498e-06,8.977188e-05,5.400555e-07,-5.099569e-06,9.592114e-05
3.800000e-12,-4.517981e-06,-4.518020e-06,1.085931e-04,-3.292200e-07,-1.777065e-06,9.725196e-05
4.000000e-12,-4.484745e-06,-4.484763e-06,1.252431e-04,-7.218251e-07,3.511133e-07,9.360965e-05
4.200000e-12,-4.520978e-06,-4.520959e-06,1.369692e-04,-7.253068e-07,1.061432e-06,8.601967e-05
4.400000e-12,-4.600493e-06,-4.600426e-06,1.417066e-04,-4.584734e-07,4.677977e-07,7.610632e-05
4.600000e-12,-4.698877e-06,-4.698756e-06,1.387495e-04,-2.413159e-08,-1.140564e-06,6.557986e-05
4.800000e-12,-4.799828e-06,-4.799656e-06,1.289127e-04,5.115128e-07,-3.460632e-06,5.583226e-05
5.000000e-12,-4.895739e-06,-4.895531e-06,1.141547e-04,1.118671e-06,-6.267231e-06,4.776959e-05
5.200000e-12,-4.985323e-06,-4.985099e-06,9.688095e-05,1.791915e-06,-9.429914e-06,4.185451e-05
5.400000e-12,-5.070672e-06,-5.070450e-06,7.926594e-05,2.531109e-06,-1.288471e-05,3.825084e-05
5.600000e-12,-5.154715e-06,-5.154500e-06,6.285113e-05,3.316983e-06,-1.659118e-05,3.697102e-05
5.800000e-12,-5.238877e-06,-5.238668e-06,4.847168e-05,4.087555e-06,-2.049139e-05,3.797435e-05
6.000000e-12,-5.320419e-06,-5.320215e-06,3.640932e-05,4.732493e-06,-2.447589e-05,4.120460e-05
6.200000e-12,-5.389604e-06,-5.389435e-06,2.662648e-05,5.121159e-06,-2.836136e-05,4.657339e-05
6.400000e-12,-5.428807e-06,-5.428750e-06,1.897338e-05,5.153342e-06,-3.189059e-05,5.389665e-05
6.600000e-12,-5.417304e-06,-5.417456e-06,1.331869e-05,4.800210e-06,-3.476481e-05,6.279095e-05
6.800000e-12,-5.342295e-06,-5.342703e-06,9.601915e-06,4.114831e-06,-3.670498e-05,7.255880e-05
7.000000e-12,-5.208716e-06,-5.209339e-06,7.833079e-06,3.214025e-06,-3.752088e-05,8.213965e-05
7.200000e-12,-5.039664e-06,-5.040385e-06,8.070375e-06,2.243087e-06,-3.716086e-05,9.022494e-05
7.400000e-12,-4.868157e-06,-4.868827e-06,1.039482e-05,1.336169e-06,-3.572401e-05,9.555575e-05
7.600000e-12,-4.726019e-06,-4.726505e-06,1.488407e-05,5.858934e-07,-3.343230e-05,9.728335e-05
7.800000e-12,-4.634301e-06,-4.634523e-06,2.157585e-05,3.230265e-08,-3.057479e-05,9.521748e-05
8.000000e-12,-4.598343e-06,-4.598294e-06,3.041358e-05,-3.287605e-07,-2.744479e-05,8.985641e-05
8.200000e-12,-4.609259e-06,-4.609000e-06,4.118510e-05,-5.262749e-07,-2.428941e-05,8.220507e-05
8.400000e-12,-4.650395e-06,-4.650019e-06,5.348551e-05,-5.936314e-07,-2.128304e-05,7.347289e-05
8.600000e-12,-4.704645e-06,-4.704241e-06,6.672201e-05,-5.538523e-07,-1.852571e-05,6.477344e-05
8.800000e-12,-4.759347e-06,-4.758967e-06,8.012674e-05,-4.130721e-07,-1.605980e-05,5.692347e-05
9.000000e-12,-4.807870e-06,-4.807522e-06,9.273721e-05,-1.619394e-07,-1.389474e-05,5.037697e-05
9.200000e-12,-4.848723e-06,-4.848377e-06,1.033972e-04,2.170725e-07,-1.202994e-05,4.526998e-05
9.400000e-12,-4.883488e-06,-4.883099e-06,1.108953e-04,7.389142e-07,-1.046956e-05,4.152331e-05
9.600000e-12,-4.914713e-06,-4.914244e-06,1.142477e-04,1.404087e-06,-9.226623e-06,3.895281e-05
9.800000e-12,-4.944473e-06,-4.943908e-06,1.129724e-04,2.188218e-06,-8.318115e-06,3.735564e-05
1.000000e-11,-4.973757e-06,-4.973109e-06,1.072058e-04,3.036529e-06,-7.755004e-06,3.655923e-05
1.020000e-11,-5.002464e-06,-5.001765e-06,9.762038e-05,3.866746e-06,-7.531881e-06,3.643338e-05
1.040000e-11,-5.029658e-06,-5.028955e-06,8.520674e-05,4.581695e-06,-7.620304e-06,3.687501e-05
1.060000e-11,-5.053919e-06,-5.053260e-06,7.101797e-05,5.088916e-06,-7.968215e-06,3.777942e-05
1.080000e-11,-5.073782e-06,-5.073203e-06,5.596826e-05,5.321609e-06,-8.505529e-06,3.901219e-05
1.100000e-11,-5.088260e-06,-5.087764e-06,4.075438e-05,5.254421e-06,-9.153602e-06,4.039281e-05
1.120000e-11,-5.097264e-06,-5.096822e-06,2.591642e-05,4.908942e-06,-9.834502e-06,4.169612e-05
1.140000e-11,-5.101631e-06,-5.101194e-06,1.197622e-05,4.347089e-06,-1.047618e-05,4.267089e-05
1.160000e-11,-5.102616e-06,-5.102141e-06,-4.717749e-07,3.654930e-06,-1.101213e-05,4.306772e-05
1.180000e-11,-5.101087e-06,-5.100569e-06,-1.080953e-05,2.922913e-06,-1.137759e-05,4.266456e-05
1.200000e-11,-5.096880e-06,-5.096361e-06,-1.854788e-05,2.229081e-06,-1.150618e-05,4.127951e-05
1.220000e-11,-5.088685e-06,-5.088241e-06,-2.345752e-05,1.629536e-06,-1.133046e-05,3.876763e-05
1.240000e-11,-5.074542e-06,-5.074249e-06,-2.559161e-05,1.156961e-06,-1.078738e-05,3.500806e-05
1.260000e-11,-5.052710e-06,-5.052616e-06,-2.521034e-05,8.252265e-07,-9.827187e-06,2.989646e-05
1.280000e-11,-5.022475e-06,-5.022579e-06,-2.267957e-05,6.365373e-07,-8.424142e-06,2.336375e-05
1.300000e-11,-4.984467e-06,-4.984727e-06,-1.841564e-05,5.872326e-07,-6.587605e-06,1.543804e-05
1.320000e-11,-4.940337e-06,-4.940696e-06,-1.290296e-05,6.688665e-07,-4.373341e-06,6.338673e-06
1.340000e-11,-4.892000e-06,-4.892414e-06,-6.745052e-06,8.635840e-07,-1.892795e-06,-3.460461e-06
1.360000e-11,-4.840939e-06,-4.841397e-06,-6.666905e-07,1.137503e-06,6.863830e-07,-1.327728e-05
1.380000e-11,-4.788084e-06,-4.788611e-06,4.579620e-06,1.440131e-06,3.157415e-06,-2.237974e-05
1.400000e-11,-4.734615e-06,-4.735258e-06,8.359608e-06,1.715131e-06,5.310011e-06,-3.015830e-05
1.420000e-11,-4.683586e-06,-4.684402e-06,1.026900e-05,1.917364e-06,6.971403e-06,-3.620840e-05
1.440000e-11,-4.641472e-06,-4.642506e-06,1.016495e-05,2.024259e-06,8.033847e-06,-4.029842e-05
1.460000e-11,-4.617686e-06,-4.618942e-06,8.139773e-06,2.034234e-06,8.458515e-06,-4.227452e-05
1.480000e-11,-4.620625e-06,-4.622044e-06,4.491291e-06,1.954974e-06,8.260433e-06,-4.197333e-05
1.500000e-11,-4.652377e-06,-4.653850e-06,-2.824245e-07,1.790115e-06,7.488529e-06,-3.919590e-05
1.520000e-11,-4.707065e-06,-4.708473e-06,-5.492175e-06,1.531915e-06,6.214825e-06,-3.377323e-05
1.540000e-11,-4.774582e-06,-4.775836e-06,-1.032730e-05,1.163215e-06,4.539020e-06,-2.572535e-05
1.560000e-11,-4.846295e-06,-4.847357e-06,-1.399902e-05,6.680750e-07,2.601674e-06,-1.545551e-05
1.580000e-11,-4.918530e-06,-4.919407e-06,-1.589873e-05,4.769613e-08,5.881010e-07,-3.845507e-06
1.600000e-11,-4.992376e-06,-4.993101e-06,-1.569654e-05,-6.640569e-07,-1.292097e-06,7.868073e-06
1.620000e-11,-5.070905e-06,-5.071517e-06,-1.335656e-05,-1.393857e-06,-2.845726e-06,1.839817e-05
1.640000e-11,-5.155596e-06,-5.156107e-06,-9.106759e-06,-2.039747e-06,-3.935551e-06,2.670628e-05
1.660000e-11,-5.243268e-06,-5.243627e-06,-3.415074e-06,-2.500591e-06,-4.499217e-06,3.213958e-05
1.680000e-11,-5.324506e-06,-5.324581e-06,3.020028e-06,-2.709413e-06,-4.544344e-06,3.439212e-05
1.700000e-11,-5.384743e-06,-5.384356e-06,9.314543e-06,-2.649834e-06,-4.130990e-06,3.338711e-05
1.720000e-11,-5.408956e-06,-5.407992e-06,1.452862e-05,-2.348020e-06,-3.355558e-06,2.920475e-05
1.740000e-11,-5.388589e-06,-5.387098e-06,1.785599e-05,-1.850479e-06,-2.342148e-06,2.213951e-05
1.760000e-11,-5.325901e-06,-5.324103e-06,1.878701e-05,-1.204562e-06,-1.235802e-06,1.286013e-05
1.780000e-11,-5.232063e-06,-5.230236e-06,1.717933e-05,-4.536529e-07,-1.876800e-07,2.499962e-06
1.800000e-11,-5.121092e-06,-5.119448e-06,1.324149e-05,3.503663e-07,6.698085e-07,-7.500299e-06
1.820000e-11,-5.004654e-06,-5.003291e-06,7.483876e-06,1.127037e-06,1.247966e-06,-1.575289e-05
1.840000e-11,-4.890723e-06,-4.889652e-06,6.754970e-07,1.762947e-06,1.514371e-06,-2.125416e-05
1.860000e-11,-4.786001e-06,-4.785237e-06,-6.215499e-06,2.141666e-06,1.489278e-06,-2.351413e-05
1.880000e-11,-4.699987e-06,-4.699625e-06,-1.214841e-05,2.191892e-06,1.231772e-06,-2.249589e-05
1.900000e-11,-4.646571e-06,-4.646766e-06,-1.620302e-05,1.914908e-06,8.239905e-07,-1.850182e-05
1.920000e-11,-4.639022e-06,-4.639854e-06,-1.776697e-05,1.373541e-06,3.571797e-07,-1.213466e-05
1.940000e-11,-4.681059e-06,-4.682418e-06,-1.664070e-05,6.583737e-07,-8.173154e-08,-4.331352e-06
1.960000e-11,-4.763330e-06,-4.764941e-06,-1.304165e-05,-1.405350e-07,-4.245343e-07,3.676890e-06
1.980000e-11,-4.868660e-06,-4.870221e-06,-7.546001e-06,-9.381578e-07,-6.342502e-07,1.058860e-05
2.000000e-11,-4.980326e-06,-4.981626e-06,-1.009253e-06,-1.639524e-06,-7.100067e-07,1.535136e-05
2.020000e-11,-5.086773e-06,-5.087729e-06,5.535889e-06,-2.132938e-06,-6.807181e-07,1.738894e-05
2.040000e-11,-5.180208e-06,-5.180811e-06,1.103637e-05,-2.319901e-06,-5.936660e-07,1.665312e-05
2.060000e-11,-5.252432e-06,-5.252663e-06,1.462012e-05,-2.160780e-06,-4.991769e-07,1.352909e-05
2.080000e-11,-5.292793e-06,-5.292593e-06,1.577011e-05,-1.695909e-06,-4.383649e-07,8.703652e-06
2.100000e-11,-5.291948e-06,-5.291283e-06,1.440297e-05,-1.025996e-06,-4.351117e-07,3.060893e-06
2.120000e-11,-5.248736e-06,-5.247687e-06,1.084144e-05,-2.712135e-07,-4.920786e-07,-2.419624e-06
2.140000e-11,-5.172596e-06,-5.171366e-06,5.722450e-06,4.604116e-07,-5.908648e-07,-6.815766e-06
2.160000e-11,-5.079218e-06,-5.078054e-06,-1.122555e-07,1.078962e-06,-6.970146e-07,-9.450097e-06
2.180000e-11,-4.983921e-06,-4.983017e-06,-5.732555e-06,1.503032e-06,-7.696520e-07,-1.002810e-05
2.200000e-11,-4.897894e-06,-4.897337e-06,-1.025632e-05,1.661685e-06,-7.732755e-07,-8.663255e-06
2.220000e-11,-4.828875e-06,-4.828669e-06,-1.299857e-05,1.519209e-06,-6.878620e-07,-5.796971e-06
2.240000e-11,-4.783822e-06,-4.783949e-06,-1.359230e-05,1.100145e-06,-5.143358e-07,-2.071993e-06
2.260000e-11,-4.769329e-06,-4.769777e-06,-1.203899e-05,4.878890e-07,-2.746933e-07,1.790202e-06
2.280000e-11,-4.788307e-06,-4.789043e-06,-8.679830e-06,-2.035406e-07,-7.782373e-09,5.099214e-06
2.300000e-11,-4.836595e-06,-4.837512e-06,-4.112913e-06,-8.635072e-07,2.379008e-07,7.305083e-06
2.320000e-11,-4.903634e-06,-4.904554e-06,9.114502e-07,-1.403475e-06,4.133857e-07,8.098470e-06
2.340000e-11,-4.976706e-06,-4.977438e-06,5.602431e-06,-1.756834e-06,4.792585e-07,7.466283e-06
2.360000e-11,-5.045222e-06,-5.045632e-06,9.245664e-06,-1.875076e-06,4.146460e-07,5.674649e-06
2.380000e-11,-5.102291e-06,-5.102345e-06,1.131574e-05,-1.736386e-06,2.227001e-07,3.186047e-06
2.400000e-11,-5.143485e-06,-5.143232e-06,1.155938e-05,-1.362053e-06,-6.916211e-08,5.455748e-07
2.420000e-11,-5.165089e-06,-5.164611e-06,1.002546e-05,-8.210686e-07,-4.142804e-07,-1.728205e-06
2.440000e-11,-5.164250e-06,-5.163624e-06,7.037095e-06,-2.134653e-07,-7.554594e-07,-3.230851e-06
2.460000e-11,-5.141011e-06,-5.140312e-06,3.121104e-06,3.579134e-07,-1.035219e-06,-3.734922e-06
2.480000e-11,-5.099753e-06,-5.099077e-06,-1.083642e-06,8.100728e-07,-1.205778e-06,-3.223703e-06
2.500000e-11,-5.048255e-06,-5.047715e-06,-4.924516e-06,1.087720e-06,-1.237425e-06,-1.885765e-06
2.520000e-11,-4.995104e-06,-4.994800e-06,-7.831940e-06,1.161238e-06,-1.124046e-06,-6.554950e-08
2.540000e-11,-4.947453e-06,-4.947435e-06,-9.404261e-06,1.026272e-06,-8.845619e-07,1.819031e-06
2.560000e-11,-4.910347e-06,-4.910599e-06,-9.465242e-06,7.085326e-07,-5.596018e-07,3.368359e-06
2.580000e-11,-4.887220e-06,-4.887678e-06,-8.081228e-06,2.654852e-07,-2.039313e-07,4.279131e-06
2.600000e-11,-4.880229e-06,-4.880815e-06,-5.536093e-06,-2.234330e-07,1.235982e-07,4.395774e-06
2.620000e-11,-4.889708e-06,-4.890346e-06,-2.273570e-06,-6.758910e-07,3.703066e-07,3.731801e-06
2.640000e-11,-4.913387e-06,-4.914002e-06,1.178783e-06,-1.025053e-06,4.982651e-07,2.460838e-06
2.660000e-11,-4.946532e-06,-4.947035e-06,4.291686e-06,-1.228986e-06,4.900555e-07,8.777303e-07
2.680000e-11,-4.983232e-06,-4.983535e-06,6.612591e-06,-1.270868e-06,3.511129e-07,-6.653567e-07
2.700000e-11,-5.018035e-06,-5.018071e-06,7.830658e-06,-1.156060e-06,1.083297e-07,-1.834779e-06
2.720000e-11,-5.046933e-06,-5.046689e-06,7.817937e-06,-9.107403e-07,-1.950113e-07,-2.384821e-06
2.740000e-11,-5.067431e-06,-5.066954e-06,6.639633e-06,-5.803348e-07,-5.071826e-07,-2.204804e-06
2.760000e-11,-5.078144e-06,-5.077524e-06,4.533109e-06,-2.231725e-07,-7.772489e-07,-1.336298e-06
2.780000e-11,-5.078584e-06,-5.077927e-06,1.861950e-06,1.013273e-07,-9.636703e-07,3.929459e-08
2.800000e-11,-5.069337e-06,-5.068740e-06,-9.452602e-07,3.453469e-07,-1.040683e-06,1.638506e-06
2.820000e-11,-5.052262e-06,-5.051804e-06,-3.461703e-06,4.806893e-07,-1.001606e-06,3.132619e-06
2.840000e-11,-5.030288e-06,-5.030027e-06,-5.325558e-06,5.001132e-07,-8.589003e-07,4.214055e-06
2.860000e-11,-5.006774e-06,-5.006744e-06,-6.291020e-06,4.142209e-07,-6.412069e-07,4.658937e-06
2.880000e-11,-4.984810e-06,-4.985014e-06,-6.259553e-06,2.472653e-07,-3.878922e-07,4.371643e-06
2.900000e-11,-4.966793e-06,-4.967197e-06,-5.287012e-06,3.303148e-08,-1.419653e-07,3.401738e-06
2.920000e-11,-4.954338e-06,-4.954875e-06,-3.566878e-06,-1.902776e-07,5.734980e-08,1.931509e-06
2.940000e-11,-4.948322e-06,-4.948911e-06,-1.394004e-06,-3.867550e-07,1.809675e-07,2.390498e-07
2.980000e-11,-4.955358e-06,-4.955818e-06,2.922559e-06,-6.053331e-07,1.575353e-07,-2.547150e-06
3.000000e-11,-4.966359e-06,-4.966663e-06,4.428074e-06,-6.143026e-07,2.657211e-08,-3.109234e-06
3.020000e-11,-4.980024e-06,-4.980133e-06,5.202576e-06,-5.675623e-07,-1.526555e-07,-2.930910e-06
3.040000e-11,-4.994429e-06,-4.994323e-06,5.167050e-06,-4.826554e-07,-3.480101e-07,-2.040810e-06
3.060000e-11,-5.007924e-06,-5.007615e-06,4.367485e-06,-3.795458e-07,-5.269766e-07,-5.998370e-07
3.080000e-11,-5.019292e-06,-5.018821e-06,2.961608e-06,-2.772413e-07,-6.620108e-07,1.130632e-06
3.100000e-11,-5.027722e-06,-5.027160e-06,1.189887e-06,-1.909101e-07,-7.347175e-07,2.838257e-06
3.120000e-11,-5.032723e-06,-5.032158e-06,-6.641272e-07,-1.296285e-07,-7.381746e-07,4.216921e-06
3.140000e-11,-5.034086e-06,-5.033603e-06,-2.318088e-06,-9.539298e-08,-6.771307e-07,5.021458e-06
3.160000e-11,-5.031906e-06,-5.031573e-06,-3.533197e-06,-8.393312e-08,-5.662682e-07,5.110928e-06
3.180000e-11,-5.026608e-06,-5.026465e-06,-4.148226e-06,-8.715668e-08,-4.270411e-07,4.473117e-06
3.200000e-11,-5.018909e-06,-5.018968e-06,-4.100149e-06,-9.631360e-08,-2.837387e-07,3.225658e-06
3.220000e-11,-5.009721e-06,-5.009965e-06,-3.428830e-06,-1.047450e-07,-1.594328e-07,1.593309e-06
3.240000e-11,-5.000021e-06,-5.000411e-06,-2.266037e-06,-1.094671e-07,-7.241927e-08,-1.342250e-07
3.260000e-11,-4.990758e-06,-4.991237e-06,-8.113788e-07,-1.114494e-07,-3.367608e-08,-1.655384e-06
3.280000e-11,-4.982798e-06,-4.983296e-06,7.007200e-07,-1.148487e-07,-4.569412e-08,-2.710383e-06
3.300000e-11,-4.976872e-06,-4.977321e-06,2.037971e-06,-1.255289e-07,-1.027802e-07,-3.125685e-06
3.320000e-11,-4.973523e-06,-4.973866e-06,3.005508e-06,-1.491336e-07,-1.926480e-07,-2.842105e-06
3.340000e-11,-4.973037e-06,-4.973232e-06,3.474051e-06,-1.890176e-07,-2.988923e-07,-1.922462e-06
3.360000e-11,-4.975397e-06,-4.975424e-06,3.396695e-06,-2.444998e-07,-4.038514e-07,-5.379539e-07
3.380000e-11,-4.980292e-06,-4.980151e-06,2.812164e-06,-3.100187e-07,-4.913850e-07,1.064182e-06
3.400000e-11,-4.987168e-06,-4.986881e-06,1.834846e-06,-3.756303e-07,-5.491807e-07,2.605821e-06
3.420000e-11,-4.995307e-06,-4.994911e-06,6.338584e-07,-4.288551e-07,-5.703061e-07,3.827359e-06
3.440000e-11,-5.003880e-06,-5.003430e-06,-5.952373e-07,-4.573971e-07,-5.538416e-07,4.532073e-06
3.460000e-11,-5.012000e-06,-5.011561e-06,-1.661665e-06,-4.519883e-07,-5.045660e-07,4.617619e-06
3.480000e-11,-5.018788e-06,-5.018422e-06,-2.408791e-06,-4.086826e-07,-4.318204e-07,4.089933e-06
3.500000e-11,-5.023455e-06,-5.023215e-06,-2.737014e-06,-3.301763e-07,-3.478028e-07,3.058283e-06
3.520000e-11,-5.025424e-06,-5.025339e-06,-2.616678e-06,-2.259602e-07,-2.656067e-07,1.713164e-06
3.540000e-11,-5.024423e-06,-5.024499e-06,-2.089368e-06,-1.112300e-07,-1.973089e-07,2.911717e-07
3.560000e-11,-5.020545e-06,-5.020765e-06,-1.257998e-06,-4.593800e-09,-1.523513e-07,-9.669839e-07
3.580000e-11,-5.014242e-06,-5.014569e-06,-2.678626e-07,7.515642e-08,-1.363888e-07,-1.857823e-06
3.600000e-11,-5.006261e-06,-5.006646e-06,7.180159e-07,1.126257e-07,-1.507104e-07,-2.248330e-06
3.620000e-11,-4.997557e-06,-4.997947e-06,1.545288e-06,9.895987e-08,-1.922696e-07,-2.095415e-06
3.640000e-11,-4.989182e-06,-4.989524e-06,2.092258e-06,3.382778e-08,-2.542894e-07,-1.448973e-06
3.660000e-11,-4.982162e-06,-4.982410e-06,2.287674e-06,-7.417062e-08,-3.273316e-07,-4.390637e-07
3.680000e-11,-4.977360e-06,-4.977487e-06,2.119631e-06,-2.087041e-07,-4.006664e-07,7.496955e-07
3.700000e-11,-4.975369e-06,-4.975362e-06,1.634508e-06,-3.482773e-07,-4.637510e-07,1.911713e-06
3.720000e-11,-4.976420e-06,-4.976285e-06,9.266229e-07,-4.697657e-07,-5.076356e-07,2.856071e-06
3.740000e-11,-4.980360e-06,-4.980121e-06,1.207704e-07,-5.523906e-07,-5.261374e-07,3.438052e-06
3.760000e-11,-4.986681e-06,-4.986370e-06,-6.492280e-07,-5.814673e-07,-5.166518e-07,3.581157e-06
3.780000e-11,-4.994583e-06,-4.994244e-06,-1.262420e-06,-5.511953e-07,-4.805050e-07,3.286204e-06
3.800000e-11,-5.003083e-06,-5.002760e-06,-1.629552e-06,-4.658797e-07,-4.227916e-07,2.626733e-06
3.820000e-11,-5.011121e-06,-5.010859e-06,-1.705895e-06,-3.393044e-07,-3.517050e-07,1.732461e-06
3.840000e-11,-5.017693e-06,-5.017528e-06,-1.496177e-06,-1.923930e-07,-2.774337e-07,7.643718e-07
3.860000e-11,-5.021976e-06,-5.021929e-06,-1.051163e-06,-4.962437e-08,-2.107631e-07,-1.139449e-07
3.880000e-11,-5.023441e-06,-5.023513e-06,-4.568801e-07,6.514974e-08,-1.615632e-07,-7.637649e-07
3.900000e-11,-5.021925e-06,-5.022102e-06,1.813426e-07,1.327898e-07,-1.373642e-07,-1.092938e-06
3.920000e-11,-5.017653e-06,-5.017905e-06,7.571329e-07,1.421772e-07,-1.422149e-07,-1.068407e-06
3.940000e-11,-5.011207e-06,-5.011497e-06,1.180547e-06,9.215783e-08,-1.759981e-07,-7.179083e-07
3.960000e-11,-5.003439e-06,-5.003726e-06,1.391938e-06,-8.265731e-09,-2.343220e-07,-1.212607e-07
3.980000e-11,-4.995362e-06,-4.995607e-06,1.370095e-06,-1.415553e-07,-3.090385e-07,6.065035e-07
4.000000e-11,-4.988014e-06,-4.988185e-06,1.133560e-06,-2.847636e-07,-3.893422e-07,1.336735e-06
4.020000e-11,-4.982323e-06,-4.982401e-06,7.352290e-07,-4.135665e-07,-4.633100e-07,1.949547e-06
4.040000e-11,-4.978991e-06,-4.978971e-06,2.515189e-07,-5.064642e-07,-5.196639e-07,2.353178e-06
4.060000e-11,-4.978404e-06,-4.978293e-06,-2.317875e-07,-5.484274e-07,-5.494959e-07,2.497286e-06
4.080000e-11,-4.980583e-06,-4.980400e-06,-6.344384e-07,-5.333884e-07,-5.476916e-07,2.378305e-06
4.100000e-11,-4.985192e-06,-4.984964e-06,-8.948203e-07,-4.651618e-07,-5.138237e-07,2.036505e-06
4.120000e-11,-4.991591e-06,-4.991349e-06,-9.791724e-07,-3.566347e-07,-4.523539e-07,1.545879e-06
4.140000e-11,-4.998924e-06,-4.998701e-06,-8.855618e-07,-2.273699e-07,-3.720827e-07,9.991269e-07
4.160000e-11,-5.006238e-06,-5.006061e-06,-6.422253e-07,-1.000660e-07,-2.849014e-07,4.906858e-07
4.180000e-11,-5.012598e-06,-5.012491e-06,-3.008654e-07,3.465568e-09,-2.040208e-07,1.008190e-07
4.200000e-11,-5.017207e-06,-5.017183e-06,7.366428e-08,6.607422e-08,-1.419428e-07,-1.166371e-07
4.220000e-11,-5.019510e-06,-5.019569e-06,4.152953e-07,7.813687e-08,-1.084956e-07,-1.410800e-07
4.240000e-11,-5.019257e-06,-5.019386e-06,6.681493e-07,3.904797e-08,-1.092445e-07,1.422578e-08
4.260000e-11,-5.016533e-06,-5.016713e-06,7.954749e-07,-4.289265e-08,-1.445432e-07,3.072963e-07
4.280000e-11,-5.011747e-06,-5.011949e-06,7.847226e-07,-1.521452e-07,-2.093888e-07,6.769964e-07
4.300000e-11,-5.005564e-06,-5.005761e-06,6.481109e-07,-2.688325e-07,-2.941225e-07,1.055015e-06
4.320000e-11,-4.998819e-06,-4.998984e-06,4.188475e-07,-3.723410e-07,-3.858828e-07,1.377996e-06
4.340000e-11,-4.992398e-06,-4.992510e-06,1.439223e-07,-4.449631e-07,-4.705901e-07,1.597750e-06
4.360000e-11,-4.987124e-06,-4.987173e-06,-1.250630e-07,-4.749266e-07,-5.351490e-07,1.687963e-06
4.380000e-11,-4.983654e-06,-4.983635e-06,-3.412906e-07,-4.582949e-07,-5.695155e-07,1.646590e-06
4.400000e-11,-4.982389e-06,-4.982308e-06,-4.706704e-07,-3.994368e-07,-5.682945e-07,1.493897e-06
4.420000e-11,-4.983434e-06,-4.983307e-06,-4.970112e-07,-3.100267e-07,-5.316096e-07,1.266876e-06
4.440000e-11,-4.986589e-06,-4.986434e-06,-4.236722e-07,-2.067864e-07,-4.651022e-07,1.011348e-06
4.460000e-11,-4.991385e-06,-4.991224e-06,-2.716196e-07,-1.083969e-07,-3.790556e-07,7.732938e-07
4.480000e-11,-4.997153e-06,-4.997005e-06,-7.445359e-08,-3.214478e-08,-2.867799e-07,5.910043e-07
4.500000e-11,-5.003116e-06,-5.003002e-06,1.285194e-07,9.092909e-09,-2.025141e-07,4.893093e-07
4.520000e-11,-5.008499e-06,-5.008431e-06,2.998036e-07,9.000094e-09,-1.391834e-07,4.766890e-07
4.540000e-11,-5.012622e-06,-5.012608e-06,4.104223e-07,-3.124781e-08,-1.063738e-07,5.454863e-07
4.560000e-11,-5.014988e-06,-5.015027e-06,4.446439e-07,-1.034017e-07,-1.088494e-07,6.748831e-07
4.580000e-11,-5.015342e-06,-5.015427e-06,4.019822e-07,-1.937923e-07,-1.458470e-07,8.358527e-07
4.600000e-11,-5.013698e-06,-5.013815e-06,2.962683e-07,-2.858937e-07,-2.112526e-07,9.970323e-07
4.620000e-11,-5.010331e-06,-5.010463e-06,1.521411e-07,-3.633201e-07,-2.946233e-07,1.130405e-06
4.640000e-11,-5.005734e-06,-5.005863e-06,-2.473260e-10,-4.127146e-07,-3.828826e-07,1.215822e-06
