time,"I(RIN1)","I(RIN2)","I(LQ|X1)","I(LQ|X2)","I(RX1)","I(RX2)"
1.612600e-09,4.990712e-06,4.994435e-06,4.650828e-07,-9.285403e-07,-3.114333e-04,-7.486126e-04
1.612800e-09,4.990197e-06,4.994169e-06,4.518880e-07,-7.889348e-07,-3.161323e-04,-7.466379e-04
1.613000e-09,4.989627e-06,4.993873e-06,4.248639e-07,-4.612140e-07,-3.208189e-04,-7.446337e-04
1.613200e-09,4.988992e-06,4.993537e-06,3.970207e-07,-1.301532e-08,-3.254928e-04,-7.426002e-04
1.613400e-09,4.988284e-06,4.993154e-06,3.811915e-07,4.690093e-07,-3.301542e-04,-7.405374e-04
1.613600e-09,4.987496e-06,4.992718e-06,3.876027e-07,8.957783e-07,-3.348030e-04,-7.384453e-04
1.613800e-09,4.986621e-06,4.992223e-06,4.220657e-07,1.192254e-06,-3.394389e-04,-7.363241e-04
1.614000e-09,4.985653e-06,4.991664e-06,4.850954e-07,1.310748e-06,-3.440616e-04,-7.341739e-04
1.614200e-09,4.984587e-06,4.991036e-06,5.720715e-07,1.238655e-06,-3.486707e-04,-7.319946e-04
1.614400e-09,4.983415e-06,4.990335e-06,6.743428e-07,9.993750e-07,-3.532659e-04,-7.297865e-04
1.614600e-09,4.982127e-06,4.989555e-06,7.809970e-07,6.464666e-07,-3.578469e-04,-7.275496e-04
1.614800e-09,4.980714e-06,4.988688e-06,8.809166e-07,2.523725e-07,-3.624135e-04,-7.252839e-04
1.615000e-09,4.979162e-06,4.987727e-06,9.647206e-07,-1.059915e-07,-3.669658e-04,-7.229896e-04
1.615200e-09,4.977455e-06,4.986661e-06,1.026244e-06,-3.619618e-07,-3.715033e-04,-7.206668e-04
1.615400e-09,4.975574e-06,4.985478e-06,1.063310e-06,-4.713588e-07,-3.760259e-04,-7.183155e-04
1.615600e-09,4.973498e-06,4.984161e-06,1.077707e-06,-4.199706e-07,-3.805334e-04,-7.159358e-04
1.615800e-09,4.971203e-06,4.982695e-06,1.074437e-06,-2.250184e-07,-3.850253e-04,-7.135279e-04
1.616000e-09,4.968663e-06,4.981058e-06,1.060459e-06,6.946267e-08,-3.895017e-04,-7.110918e-04
1.616200e-09,4.965851e-06,4.979230e-06,1.043229e-06,4.022178e-07,-3.939623e-04,-7.086275e-04
1.616400e-09,4.962739e-06,4.977188e-06,1.029351e-06,7.073153e-07,-3.984072e-04,-7.061353e-04
1.616600e-09,4.959301e-06,4.974905e-06,1.023598e-06,9.271054e-07,-4.028363e-04,-7.036152e-04
1.616800e-09,4.955512e-06,4.972353e-06,1.028484e-06,1.023067e-06,-4.072493e-04,-7.010673e-04
1.617000e-09,4.951351e-06,4.969503e-06,1.044389e-06,9.825024e-07,-4.116463e-04,-6.984917e-04
1.617200e-09,4.946806e-06,4.966320e-06,1.070156e-06,8.199381e-07,-4.160270e-04,-6.958885e-04
1.617400e-09,4.941877e-06,4.962770e-06,1.103949e-06,5.731408e-07,-4.203913e-04,-6.932578e-04
1.617600e-09,4.936581e-06,4.958812e-06,1.144106e-06,2.947492e-07,-4.247391e-04,-6.905998e-04
1.617800e-09,4.930966e-06,4.954406e-06,1.189789e-06,4.132336e-08,-4.290701e-04,-6.879146e-04
1.618000e-09,4.925117e-06,4.949511e-06,1.241240e-06,-1.379300e-07,-4.333843e-04,-6.852022e-04
1.618200e-09,4.919179e-06,4.944090e-06,1.299612e-06,-2.105195e-07,-4.376815e-04,-6.824628e-04
1.618400e-09,4.913368e-06,4.938115e-06,1.366448e-06,-1.663397e-07,-4.419614e-04,-6.796965e-04
1.618600e-09,4.907992e-06,4.931578e-06,1.442961e-06,-1.867483e-08,-4.462238e-04,-6.769034e-04
1.618800e-09,4.903468e-06,4.924501e-06,1.529359e-06,1.994771e-07,-4.504685e-04,-6.740836e-04
1.619000e-09,4.900321e-06,4.916958e-06,1.624410e-06,4.428365e-07,-4.546954e-04,-6.712373e-04
1.619200e-09,4.899169e-06,4.909096e-06,1.725407e-06,6.633945e-07,-4.589045e-04,-6.683645e-04
1.619400e-09,4.900671e-06,4.901169e-06,1.828577e-06,8.200887e-07,-4.630955e-04,-6.654654e-04
1.619600e-09,4.905436e-06,4.893569e-06,1.929869e-06,8.866609e-07,-4.672686e-04,-6.625399e-04
1.619800e-09,4.913901e-06,4.886864e-06,2.025939e-06,8.562029e-07,-4.714237e-04,-6.595883e-04
1.620000e-09,4.926186e-06,4.881810e-06,2.115115e-06,7.416202e-07,-4.755608e-04,-6.566105e-04
1.620200e-09,4.941973e-06,4.879343e-06,2.198101e-06,5.721036e-07,-4.796798e-04,-6.536068e-04
1.620400e-09,4.960456e-06,4.880501e-06,2.278240e-06,3.864942e-07,-4.837806e-04,-6.505772e-04
1.620600e-09,4.980389e-06,4.886280e-06,2.361270e-06,2.250233e-07,-4.878631e-04,-6.475218e-04
1.620800e-09,5.000236e-06,4.897407e-06,2.454594e-06,1.211727e-07,-4.919269e-04,-6.444408e-04
1.621000e-09,5.018404e-06,4.914084e-06,2.566228e-06,9.529993e-08,-4.959716e-04,-6.413343e-04
1.621200e-09,5.033473e-06,4.935776e-06,2.703636e-06,1.512424e-07,-4.999969e-04,-6.382024e-04
1.621400e-09,5.044395e-06,4.961136e-06,2.872710e-06,2.764508e-07,-5.040022e-04,-6.350454e-04
1.621600e-09,5.050588e-06,4.988130e-06,3.077094e-06,4.454571e-07,-5.079868e-04,-6.318633e-04
1.621800e-09,5.051946e-06,5.014359e-06,3.317980e-06,6.258051e-07,-5.119503e-04,-6.286563e-04
1.622000e-09,5.048756e-06,5.037475e-06,3.594383e-06,7.851106e-07,-5.158923e-04,-6.254246e-04
1.622200e-09,5.041592e-06,5.055570e-06,3.903780e-06,8.977401e-07,-5.198124e-04,-6.221682e-04
1.622400e-09,5.031192e-06,5.067444e-06,4.242882e-06,9.497501e-07,-5.237108e-04,-6.188875e-04
1.622600e-09,5.018371e-06,5.072674e-06,4.608274e-06,9.411461e-07,-5.275874e-04,-6.155824e-04
1.622800e-09,5.003972e-06,5.071522e-06,4.996639e-06,8.851169e-07,-5.314426e-04,-6.122530e-04
1.623000e-09,4.988844e-06,5.064737e-06,5.404376e-06,8.045366e-07,-5.352768e-04,-6.088996e-04
1.623200e-09,4.973857e-06,5.053336e-06,5.826547e-06,7.265772e-07,-5.390905e-04,-6.055221e-04
1.623400e-09,4.959913e-06,5.038417e-06,6.255369e-06,6.766267e-07,-5.428844e-04,-6.021207e-04
1.623600e-09,4.947948e-06,5.021055e-06,6.678648e-06,6.727994e-07,-5.466589e-04,-5.986955e-04
1.623800e-09,4.938910e-06,5.002261e-06,7.078820e-06,7.221540e-07,-5.504143e-04,-5.952466e-04
1.624000e-09,4.933682e-06,4.983009e-06,7.433214e-06,8.193433e-07,-5.541500e-04,-5.917741e-04
1.624200e-09,4.932971e-06,4.964280e-06,7.715996e-06,9.478945e-07,-5.578654e-04,-5.882781e-04
1.624400e-09,4.937160e-06,4.947124e-06,7.901748e-06,1.083779e-06,-5.615593e-04,-5.847589e-04
1.624600e-09,4.946159e-06,4.932682e-06,7.970150e-06,1.200480e-06,-5.652307e-04,-5.812164e-04
1.624800e-09,4.959316e-06,4.922158e-06,7.910788e-06,1.274478e-06,-5.688791e-04,-5.776510e-04
1.625000e-09,4.975420e-06,4.916712e-06,7.726904e-06,1.290053e-06,-5.725044e-04,-5.740627e-04
1.625200e-09,4.992833e-06,4.917281e-06,7.437035e-06,1.242432e-06,-5.761067e-04,-5.704518e-04
1.625400e-09,5.009722e-06,4.924334e-06,7.073877e-06,1.138716e-06,-5.796860e-04,-5.668184e-04
1.625600e-09,5.024338e-06,4.937645e-06,6.680389e-06,9.964319e-07,-5.832418e-04,-5.631626e-04
1.625800e-09,5.035272e-06,4.956162e-06,6.303784e-06,8.400759e-07,-5.867735e-04,-5.594846e-04
1.626000e-09,5.041630e-06,4.978049e-06,5.988625e-06,6.963661e-07,-5.902801e-04,-5.557847e-04
1.626200e-09,5.043091e-06,5.000928e-06,5.770467e-06,5.891854e-07,-5.937612e-04,-5.520629e-04
1.626400e-09,5.039862e-06,5.022267e-06,5.671341e-06,5.352185e-07,-5.972166e-04,-5.483194e-04
1.626600e-09,5.032568e-06,5.039808e-06,5.697896e-06,5.411240e-07,-6.006467e-04,-5.445544e-04
1.626800e-09,5.022118e-06,5.051907e-06,5.842324e-06,6.027487e-07,-6.040525e-04,-5.407679e-04
1.627000e-09,5.009581e-06,5.057714e-06,6.085502e-06,7.064648e-07,-6.074347e-04,-5.369601e-04
1.627200e-09,4.996098e-06,5.057171e-06,6.401264e-06,8.322762e-07,-6.107940e-04,-5.331312e-04
1.627400e-09,4.982824e-06,5.050868e-06,6.760609e-06,9.579901e-07,-6.141307e-04,-5.292811e-04
1.627600e-09,4.970884e-06,5.039843e-06,7.134877e-06,1.063557e-06,-6.174449e-04,-5.254102e-04
1.627800e-09,4.961331e-06,5.025376e-06,7.497479e-06,1.134685e-06,-6.207363e-04,-5.215184e-04
1.628000e-09,4.955080e-06,5.008844e-06,7.824382e-06,1.165022e-06,-6.240047e-04,-5.176059e-04
1.628200e-09,4.952810e-06,4.991634e-06,8.094044e-06,1.156537e-06,-6.272496e-04,-5.136728e-04
1.628400e-09,4.954852e-06,4.975108e-06,8.287602e-06,1.118158e-06,-6.304707e-04,-5.097194e-04
1.628600e-09,4.961090e-06,4.960589e-06,8.389904e-06,1.063053e-06,-6.336674e-04,-5.057457e-04
1.628800e-09,4.970905e-06,4.949327e-06,8.391499e-06,1.005283e-06,-6.368390e-04,-5.017520e-04
1.629000e-09,4.983208e-06,4.942429e-06,8.291163e-06,9.566053e-07,-6.399853e-04,-4.977386e-04
1.629200e-09,4.996574e-06,4.940719e-06,8.098134e-06,9.241459e-07,-6.431058e-04,-4.937055e-04
1.629400e-09,5.009445e-06,4.944571e-06,7.833122e-06,9.094224e-07,-6.462003e-04,-4.896531e-04
1.629600e-09,5.020363e-06,4.953755e-06,7.527369e-06,9.088381e-07,-6.492685e-04,-4.855814e-04
1.629800e-09,5.028179e-06,4.967359e-06,7.219501e-06,9.154198e-07,-6.523100e-04,-4.814907e-04
1.630000e-09,5.032190e-06,4.983847e-06,6.950540e-06,9.212796e-07,-6.553244e-04,-4.773810e-04
1.630200e-09,5.032184e-06,5.001261e-06,6.757928e-06,9.201290e-07,-6.583115e-04,-4.732526e-04
1.630400e-09,5.028409e-06,5.017531e-06,6.669775e-06,9.091950e-07,-6.612714e-04,-4.691056e-04
1.630600e-09,5.021483e-06,5.030803e-06,6.700474e-06,8.900635e-07,-6.642044e-04,-4.649401e-04
1.630800e-09,5.012284e-06,5.039717e-06,6.848532e-06,8.682617e-07,-6.671111e-04,-4.607563e-04
1.631000e-09,5.001842e-06,5.043548e-06,7.096956e-06,8.517176e-07,-6.699923e-04,-4.565543e-04
1.631200e-09,4.991247e-06,5.042230e-06,7.415979e-06,8.485087e-07,-6.728483e-04,-4.523342e-04
1.631400e-09,4.981568e-06,5.036257e-06,7.767511e-06,8.644895e-07,-6.756793e-04,-4.480962e-04
1.631600e-09,4.973778e-06,5.026541e-06,8.110496e-06,9.014046e-07,-6.784851e-04,-4.438404e-04
1.631800e-09,4.968674e-06,5.014256e-06,8.406308e-06,9.559752e-07,-6.812651e-04,-4.395670e-04
1.632000e-09,4.966795e-06,5.000707e-06,8.623494e-06,1.020202e-06,-6.840185e-04,-4.352762e-04
1.632200e-09,4.968345e-06,4.987230e-06,8.741305e-06,1.082838e-06,-6.867448e-04,-4.309682e-04
1.632400e-09,4.973136e-06,4.975117e-06,8.751752e-06,1.131707e-06,-6.894436e-04,-4.266431e-04
1.632600e-09,4.980590e-06,4.965543e-06,8.660050e-06,1.156339e-06,-6.921149e-04,-4.223011e-04
1.632800e-09,4.989790e-06,4.959477e-06,8.483547e-06,1.150338e-06,-6.947585e-04,-4.179425e-04
1.633000e-09,4.999604e-06,4.957579e-06,8.249320e-06,1.112934e-06,-6.973746e-04,-4.135674e-04
1.633200e-09,5.008845e-06,4.960085e-06,7.990754e-06,1.049383e-06,-6.999629e-04,-4.091760e-04
1.633400e-09,5.016441e-06,4.966732e-06,7.743493e-06,9.701127e-07,-7.025231e-04,-4.047685e-04
1.633600e-09,5.021580e-06,4.976737e-06,7.541205e-06,8.887987e-07,-7.050548e-04,-4.003451e-04
1.633800e-09,5.023799e-06,4.988873e-06,7.411625e-06,8.197687e-07,-7.075578e-04,-3.959061e-04
1.634000e-09,5.023010e-06,5.001639e-06,7.373322e-06,7.752811e-07,-7.100321e-04,-3.914514e-04
1.634200e-09,5.019473e-06,5.013482e-06,7.433540e-06,7.632269e-07,-7.124780e-04,-3.869814e-04
1.634400e-09,5.013728e-06,5.023030e-06,7.587340e-06,7.857083e-07,-7.148960e-04,-3.824962e-04
1.634600e-09,5.006512e-06,5.029283e-06,7.818162e-06,8.387488e-07,-7.172865e-04,-3.779959e-04
1.634800e-09,4.998672e-06,5.031713e-06,8.099729e-06,9.131555e-07,-7.196497e-04,-3.734808e-04
1.635000e-09,4.991077e-06,5.030283e-06,8.399156e-06,9.963205e-07,-7.219855e-04,-3.689509e-04
1.635200e-09,4.984546e-06,5.025391e-06,8.680950e-06,1.074574e-06,-7.242935e-04,-3.644064e-04
1.635400e-09,4.979772e-06,5.017765e-06,8.911485e-06,1.135620e-06,-7.265731e-04,-3.598474e-04
1.635600e-09,4.977259e-06,5.008353e-06,9.063440e-06,1.170584e-06,-7.288239e-04,-3.552742e-04
1.635800e-09,4.977257e-06,4.998214e-06,9.119614e-06,1.175337e-06,-7.310456e-04,-3.506869e-04
1.636000e-09,4.979730e-06,4.988426e-06,9.075549e-06,1.150889e-06,-7.332380e-04,-3.460857e-04
1.636200e-09,4.984346e-06,4.980000e-06,8.940488e-06,1.102865e-06,-7.354012e-04,-3.414707e-04
1.636400e-09,4.990510e-06,4.973804e-06,8.736428e-06,1.040233e-06,-7.375354e-04,-3.368423e-04
1.636600e-09,4.997445e-06,4.970478e-06,8.495274e-06,9.735791e-07,-7.396403e-04,-3.322005e-04
1.636800e-09,5.004290e-06,4.970366e-06,8.254435e-06,9.132778e-07,-7.417159e-04,-3.275456e-04
1.637000e-09,5.010230e-06,4.973449e-06,8.051494e-06,8.678845e-07,-7.437618e-04,-3.228778e-04
1.637200e-09,5.014596e-06,4.979330e-06,7.918742e-06,8.429985e-07,-7.457779e-04,-3.181972e-04
1.637400e-09,5.016948e-06,4.987265e-06,7.878465e-06,8.407281e-07,-7.477642e-04,-3.135040e-04
1.637600e-09,5.017115e-06,4.996256e-06,7.939716e-06,8.597675e-07,-7.497208e-04,-3.087984e-04
1.637800e-09,5.015190e-06,5.005186e-06,8.097089e-06,8.959829e-07,-7.516479e-04,-3.040806e-04
1.638000e-09,5.011499e-06,5.012987e-06,8.331666e-06,9.433386e-07,-7.535459e-04,-2.993507e-04
1.638200e-09,5.006545e-06,5.018780e-06,8.613955e-06,9.949598e-07,-7.554147e-04,-2.946090e-04
1.638400e-09,5.000940e-06,5.021985e-06,8.908338e-06,1.044150e-06,-7.572543e-04,-2.898557e-04
1.638600e-09,4.995337e-06,5.022368e-06,9.178314e-06,1.085218e-06,-7.590643e-04,-2.850908e-04
1.638800e-09,4.990366e-06,5.020043e-06,9.391725e-06,1.114040e-06,-7.608445e-04,-2.803146e-04
1.639000e-09,4.986570e-06,5.015416e-06,9.525199e-06,1.128333e-06,-7.625944e-04,-2.755273e-04
1.639200e-09,4.984351e-06,5.009115e-06,9.567177e-06,1.127678e-06,-7.643139e-04,-2.707290e-04
1.639400e-09,4.983928e-06,5.001908e-06,9.519129e-06,1.113339e-06,-7.660031e-04,-2.659200e-04
1.639600e-09,4.985308e-06,4.994615e-06,9.394869e-06,1.087955e-06,-7.676618e-04,-2.611003e-04
1.639800e-09,4.988284e-06,4.988036e-06,9.218138e-06,1.055163e-06,-7.692901e-04,-2.562703e-04
1.640000e-09,4.992456e-06,4.982876e-06,9.018894e-06,1.019182e-06,-7.708880e-04,-2.514302e-04
1.640200e-09,4.997287e-06,4.979679e-06,8.828903e-06,9.843931e-07,-7.724553e-04,-2.465800e-04
1.640400e-09,5.002172e-06,4.978768e-06,8.677298e-06,9.549259e-07,-7.739920e-04,-2.417201e-04
1.640600e-09,5.006523e-06,4.980207e-06,8.586739e-06,9.342646e-07,-7.754979e-04,-2.368507e-04
1.640800e-09,5.009839e-06,4.983780e-06,8.570681e-06,9.248940e-07,-7.769730e-04,-2.319719e-04
1.641000e-09,5.011775e-06,4.989017e-06,8.632050e-06,9.280167e-07,-7.784175e-04,-2.270840e-04
1.641200e-09,5.012168e-06,4.995246e-06,8.763421e-06,9.433813e-07,-7.798314e-04,-2.221872e-04
1.641400e-09,5.011047e-06,5.001689e-06,8.948561e-06,9.692590e-07,-7.812148e-04,-2.172816e-04
1.641600e-09,5.008612e-06,5.007564e-06,9.165031e-06,1.002597e-06,-7.825678e-04,-2.123676e-04
1.641800e-09,5.005205e-06,5.012196e-06,9.387440e-06,1.039354e-06,-7.838901e-04,-2.074452e-04
1.642000e-09,5.001255e-06,5.015097e-06,9.590893e-06,1.074992e-06,-7.851817e-04,-2.025148e-04
1.642200e-09,4.997230e-06,5.016015e-06,9.754179e-06,1.105073e-06,-7.864422e-04,-1.975764e-04
1.642400e-09,4.993588e-06,5.014947e-06,9.862322e-06,1.125869e-06,-7.876716e-04,-1.926304e-04
1.642600e-09,4.990728e-06,5.012119e-06,9.908239e-06,1.134905e-06,-7.888697e-04,-1.876768e-04
1.642800e-09,4.988948e-06,5.007937e-06,9.893331e-06,1.131339e-06,-7.900365e-04,-1.827158e-04
1.643000e-09,4.988418e-06,5.002930e-06,9.827008e-06,1.116110e-06,-7.911720e-04,-1.777477e-04
1.643200e-09,4.989156e-06,4.997689e-06,9.725228e-06,1.091823e-06,-7.922762e-04,-1.727725e-04
1.643400e-09,4.991035e-06,4.992801e-06,9.608274e-06,1.062387e-06,-7.933491e-04,-1.677906e-04
1.643600e-09,4.993794e-06,4.988794e-06,9.498042e-06,1.032445e-06,-7.943905e-04,-1.628020e-04
1.643800e-09,4.997074e-06,4.986084e-06,9.415184e-06,1.006699e-06,-7.954006e-04,-1.578069e-04
1.644000e-09,5.000466e-06,4.984936e-06,9.376451e-06,9.892166e-07,-7.963791e-04,-1.528056e-04
1.644200e-09,5.003565e-06,4.985435e-06,9.392563e-06,9.828487e-07,-7.973261e-04,-1.477981e-04
1.644400e-09,5.006019e-06,4.987472e-06,9.466874e-06,9.888253e-07,-7.982418e-04,-1.427847e-04
1.644600e-09,5.007572e-06,4.990762e-06,9.594994e-06,1.006603e-06,-7.991260e-04,-1.377657e-04
1.644800e-09,5.008086e-06,4.994878e-06,9.765423e-06,1.033974e-06,-7.999789e-04,-1.327412e-04
1.645000e-09,5.007555e-06,4.999305e-06,9.961119e-06,1.067422e-06,-8.008005e-04,-1.277114e-04
1.645200e-09,5.006091e-06,5.003513e-06,1.016180e-05,1.102651e-06,-8.015905e-04,-1.226765e-04
1.645400e-09,5.003905e-06,5.007018e-06,1.034669e-05,1.135216e-06,-8.023489e-04,-1.176368e-04
1.645600e-09,5.001277e-06,5.009448e-06,1.049734e-05,1.161153e-06,-8.030756e-04,-1.125924e-04
1.645800e-09,4.998520e-06,5.010577e-06,1.060014e-05,1.177522e-06,-8.037706e-04,-1.075437e-04
1.646000e-09,4.995946e-06,5.010344e-06,1.064819e-05,1.182788e-06,-8.044337e-04,-1.024908e-04
1.646200e-09,4.993832e-06,5.008845e-06,1.064226e-05,1.176987e-06,-8.050649e-04,-9.743390e-05
1.646400e-09,4.992392e-06,5.006311e-06,1.059073e-05,1.161688e-06,-8.056643e-04,-9.237327e-05
1.646600e-09,4.991757e-06,5.003073e-06,1.050843e-05,1.139730e-06,-8.062319e-04,-8.730907e-05
1.646800e-09,4.991960e-06,4.999517e-06,1.041466e-05,1.114814e-06,-8.067676e-04,-8.224149e-05
1.647000e-09,4.992941e-06,4.996045e-06,1.033052e-05,1.090986e-06,-8.072714e-04,-7.717069e-05
1.647200e-09,4.994550e-06,4.993028e-06,1.027601e-05,1.072098e-06,-8.077432e-04,-7.209685e-05
1.647400e-09,4.996573e-06,4.990777e-06,1.026726e-05,1.061305e-06,-8.081832e-04,-6.702016e-05
1.647600e-09,4.998756e-06,4.989506e-06,1.031433e-05,1.060666e-06,-8.085912e-04,-6.194079e-05
1.647800e-09,5.000839e-06,4.989315e-06,1.041982e-05,1.070900e-06,-8.089674e-04,-5.685893e-05
1.648000e-09,5.002589e-06,4.990183e-06,1.057851e-05,1.091307e-06,-8.093118e-04,-5.177477e-05
1.648200e-09,5.003823e-06,4.991968e-06,1.077813e-05,1.119886e-06,-8.096243e-04,-4.668850e-05
1.648400e-09,5.004429e-06,4.994429e-06,1.100108e-05,1.153601e-06,-8.099050e-04,-4.160033e-05
1.648600e-09,5.004373e-06,4.997258e-06,1.122684e-05,1.188785e-06,-8.101537e-04,-3.651045e-05
1.648800e-09,5.003698e-06,5.000115e-06,1.143482e-05,1.221619e-06,-8.103704e-04,-3.141908e-05
1.649000e-09,5.002511e-06,5.002673e-06,1.160715e-05,1.248630e-06,-8.105552e-04,-2.632644e-05
1.649200e-09,5.000971e-06,5.004658e-06,1.173109e-05,1.267139e-06,-8.107079e-04,-2.123276e-05
1.649400e-09,4.999261e-06,5.005876e-06,1.180067e-05,1.275611e-06,-8.108285e-04,-1.613829e-05
1.649600e-09,4.997572e-06,5.006230e-06,1.181746e-05,1.273858e-06,-8.109170e-04,-1.104324e-05
1.649800e-09,4.996081e-06,5.005726e-06,1.179025e-05,1.263062e-06,-8.109736e-04,-5.947848e-06
1.650000e-09,4.994931e-06,5.004463e-06,1.173385e-05,1.245622e-06,-8.109980e-04,-8.523133e-07
1.650200e-09,4.994219e-06,5.002616e-06,1.166706e-05,1.224837e-06,-8.109904e-04,4.243172e-06
1.650400e-09,4.993993e-06,5.000413e-06,1.161011e-05,1.204476e-06,-8.109508e-04,9.338428e-06
1.650600e-09,4.994240e-06,4.998102e-06,1.158204e-05,1.188270e-06,-8.108791e-04,1.443328e-05
1.650800e-09,4.994901e-06,4.995931e-06,1.159817e-05,1.179421e-06,-8.107754e-04,1.952754e-05
1.651000e-09,4.995874e-06,4.994120e-06,1.166819e-05,1.180176e-06,-8.106397e-04,2.462105e-05
1.651200e-09,4.997031e-06,4.992839e-06,1.179495e-05,1.191529e-06,-8.104721e-04,2.971362e-05
1.651400e-09,4.998231e-06,4.992191e-06,1.197421e-05,1.213096e-06,-8.102725e-04,3.480506e-05
1.651600e-09,4.999341e-06,4.992210e-06,1.219533e-05,1.243175e-06,-8.100410e-04,3.989519e-05
1.651800e-09,5.000246e-06,4.992855e-06,1.244275e-05,1.278983e-06,-8.097776e-04,4.498382e-05
1.652000e-09,5.000864e-06,4.994017e-06,1.269810e-05,1.317048e-06,-8.094823e-04,5.007076e-05
1.652200e-09,5.001149e-06,4.995539e-06,1.294264e-05,1.353675e-06,-8.091550e-04,5.515578e-05
1.652400e-09,5.001092e-06,4.997231e-06,1.315970e-05,1.385454e-06,-8.087957e-04,6.023868e-05
1.652600e-09,5.000723e-06,4.998895e-06,1.333676e-05,1.409705e-06,-8.084044e-04,6.531921e-05
1.652800e-09,5.000097e-06,5.000347e-06,1.346695e-05,1.424833e-06,-8.079812e-04,7.039716e-05
1.653000e-09,4.999293e-06,5.001442e-06,1.354990e-05,1.430511e-06,-8.075261e-04,7.547227e-05
1.653200e-09,4.998396e-06,5.002079e-06,1.359159e-05,1.427706e-06,-8.070391e-04,8.054434e-05
1.653400e-09,4.997493e-06,5.002219e-06,1.360351e-05,1.418517e-06,-8.065201e-04,8.561315e-05
1.653600e-09,4.996664e-06,5.001875e-06,1.360109e-05,1.405872e-06,-8.059693e-04,9.067849e-05
1.653800e-09,4.995972e-06,5.001115e-06,1.360171e-05,1.393120e-06,-8.053867e-04,9.574016e-05
1.654000e-09,4.995462e-06,5.000042e-06,1.362245e-05,1.383583e-06,-8.047722e-04,1.007980e-04
1.654200e-09,4.995155e-06,4.998786e-06,1.367794e-05,1.380124e-06,-8.041260e-04,1.058518e-04
1.654400e-09,4.995055e-06,4.997483e-06,1.377860e-05,1.384791e-06,-8.034481e-04,1.109013e-04
1.654600e-09,4.995145e-06,4.996264e-06,1.392944e-05,1.398581e-06,-8.027385e-04,1.159465e-04
1.654800e-09,4.995391e-06,4.995238e-06,1.412953e-05,1.421353e-06,-8.019973e-04,1.209872e-04
1.655000e-09,4.995752e-06,4.994486e-06,1.437237e-05,1.451885e-06,-8.012245e-04,1.260231e-04
1.655200e-09,4.996179e-06,4.994051e-06,1.464685e-05,1.488076e-06,-8.004200e-04,1.310541e-04
1.655400e-09,4.996623e-06,4.993939e-06,1.493881e-05,1.527250e-06,-7.995839e-04,1.360800e-04
1.655600e-09,4.997038e-06,4.994118e-06,1.523302e-05,1.566520e-06,-7.987163e-04,1.411006e-04
1.655800e-09,4.997385e-06,4.994530e-06,1.551507e-05,1.603167e-06,-7.978171e-04,1.461156e-04
1.656000e-09,4.997636e-06,4.995097e-06,1.577328e-05,1.634979e-06,-7.968864e-04,1.511249e-04
1.656200e-09,4.997771e-06,4.995729e-06,1.599999e-05,1.660511e-06,-7.959242e-04,1.561283e-04
1.656400e-09,4.997783e-06,4.996343e-06,1.619247e-05,1.679239e-06,-7.949306e-04,1.611255e-04
1.656600e-09,4.997672e-06,4.996865e-06,1.635303e-05,1.691587e-06,-7.939056e-04,1.661164e-04
1.656800e-09,4.997449e-06,4.997241e-06,1.648859e-05,1.698838e-06,-7.928492e-04,1.711007e-04
1.657000e-09,4.997130e-06,4.997443e-06,1.660961e-05,1.702935e-06,-7.917614e-04,1.760782e-04
1.657200e-09,4.996739e-06,4.997466e-06,1.672869e-05,1.706214e-06,-7.906425e-04,1.810486e-04
1.657400e-09,4.996299e-06,4.997326e-06,1.685889e-05,1.711096e-06,-7.894923e-04,1.860119e-04
1.657600e-09,4.995835e-06,4.997058e-06,1.701216e-05,1.719781e-06,-7.883109e-04,1.909677e-04
1.657800e-09,4.995372e-06,4.996704e-06,1.719793e-05,1.733992e-06,-7.870985e-04,1.959159e-04
1.658000e-09,4.994932e-06,4.996310e-06,1.742207e-05,1.754779e-06,-7.858550e-04,2.008564e-04
1.658200e-09,4.994531e-06,4.995917e-06,1.768642e-05,1.782431e-06,-7.845805e-04,2.057888e-04
1.658400e-09,4.994183e-06,4.995555e-06,1.798882e-05,1.816478e-06,-7.832751e-04,2.107132e-04
1.658600e-09,4.993895e-06,4.995241e-06,1.832367e-05,1.855799e-06,-7.819387e-04,2.156291e-04
1.658800e-09,4.993668e-06,4.994978e-06,1.868290e-05,1.898797e-06,-7.805715e-04,2.205366e-04
1.659000e-09,4.993502e-06,4.994755e-06,1.905717e-05,1.943639e-06,-7.791735e-04,2.254353e-04
1.659200e-09,4.993386e-06,4.994552e-06,1.943720e-05,1.988508e-06,-7.777446e-04,2.303251e-04
1.659400e-09,4.993313e-06,4.994347e-06,1.981496e-05,2.031837e-06,-7.762851e-04,2.352059e-04
1.659600e-09,4.993268e-06,4.994116e-06,2.018466e-05,2.072507e-06,-7.747949e-04,2.400773e-04
1.659800e-09,4.993240e-06,4.993843e-06,2.054336e-05,2.109967e-06,-7.732741e-04,2.449394e-04
1.660000e-09,4.993216e-06,4.993520e-06,2.089117e-05,2.144280e-06,-7.717227e-04,2.497918e-04
1.660200e-09,4.993187e-06,4.993153e-06,2.123109e-05,2.176079e-06,-7.701409e-04,2.546343e-04
1.660400e-09,4.993146e-06,4.992757e-06,2.156848e-05,2.206460e-06,-7.685286e-04,2.594668e-04
1.660600e-09,4.993090e-06,4.992358e-06,2.191029e-05,2.236811e-06,-7.668860e-04,2.642891e-04
