time,"I(RIN1)","I(RIN2)","I(LQ|X1)","I(LQ|X2)","I(RX1)","I(RX2)"
0.000000e+00,-6.095336e-09,-6.095336e-09,9.694606e-06,1.267271e-05,-2.737334e-10,-1.747831e-12
2.000000e-13,-1.000071e-06,-1.000071e-06,1.107705e-05,1.444992e-05,-9.405809e-08,4.310825e-08
4.000000e-13,-2.012984e-06,-2.012984e-06,1.358678e-05,1.765536e-05,-1.636763e-07,6.936083e-08
6.000000e-13,-3.022335e-06,-3.022335e-06,1.758778e-05,2.270867e-05,-2.042187e-07,8.244459e-08
8.000000e-13,-4.033288e-06,-4.033288e-06,2.351132e-05,3.004251e-05,-2.323102e-07,9.108811e-08
1.000000e-12,-5.047509e-06,-5.047509e-06,3.189150e-05,4.005900e-05,-2.472048e-07,9.452444e-08
1.200000e-12,-5.082249e-06,-5.082249e-06,4.330171e-05,5.291712e-05,-2.407545e-07,9.003167e-08
1.400000e-12,-5.108259e-06,-5.108259e-06,5.810976e-05,6.816424e-05,-2.098528e-07,7.878700e-08
1.600000e-12,-5.151598e-06,-5.151598e-06,7.598408e-05,8.442070e-05,-1.624201e-07,6.710189e-08
1.800000e-12,-5.211831e-06,-5.211831e-06,9.538032e-05,9.949188e-05,-1.199541e-07,6.267160e-08
2.000000e-12,-5.291587e-06,-5.291587e-06,1.135900e-04,1.109914e-04,-1.085203e-07,6.617116e-08
2.200000e-12,-5.389896e-06,-5.389896e-06,1.275411e-04,1.170980e-04,-1.357267e-07,6.859664e-08
2.400000e-12,-5.496511e-06,-5.496511e-06,1.348323e-04,1.170734e-04,-1.793089e-07,6.175578e-08
2.600000e-12,-5.585589e-06,-5.585589e-06,1.344665e-04,1.114180e-04,-2.035252e-07,4.870730e-08
2.800000e-12,-5.616240e-06,-5.616240e-06,1.270792e-04,1.016647e-04,-1.891189e-07,4.114788e-08
3.000000e-12,-5.550170e-06,-5.550170e-06,1.146399e-04,8.988832e-05,-1.513596e-07,4.768612e-08
3.200000e-12,-5.378307e-06,-5.378307e-06,9.976304e-05,7.813378e-05,-1.264053e-07,6.506933e-08
3.400000e-12,-5.130233e-06,-5.130233e-06,8.495377e-05,6.800231e-05,-1.381265e-07,8.113773e-08
3.600000e-12,-4.861184e-06,-4.861184e-06,7.211063e-05,6.050398e-05,-1.805673e-07,8.616718e-08
3.800000e-12,-4.630729e-06,-4.630729e-06,6.239150e-05,5.612325e-05,-2.284905e-07,8.015091e-08
4.000000e-12,-4.481718e-06,-4.481718e-06,5.634198e-05,5.497204e-05,-2.591058e-07,7.050795e-08
4.200000e-12,-4.426713e-06,-4.426713e-06,5.411738e-05,5.692275e-05,-2.645067e-07,6.541976e-08
4.400000e-12,-4.449974e-06,-4.449974e-06,5.566719e-05,6.166481e-05,-2.497243e-07,6.897379e-08
4.600000e-12,-4.522010e-06,-4.522010e-06,6.081083e-05,6.867789e-05,-2.243197e-07,8.011694e-08
4.800000e-12,-4.614936e-06,-4.614936e-06,6.917652e-05,7.716469e-05,-1.961636e-07,9.461370e-08
5.000000e-12,-4.710623e-06,-4.710623e-06,8.002951e-05,8.603409e-05,-1.709529e-07,1.078362e-07
5.200000e-12,-4.801356e-06,-4.801356e-06,9.211938e-05,9.402043e-05,-1.551117e-07,1.158076e-07
5.400000e-12,-4.886638e-06,-4.886638e-06,1.037384e-04,9.993382e-05,-1.555322e-07,1.142404e-07
5.600000e-12,-4.969512e-06,-4.969512e-06,1.130604e-04,1.029375e-04,-1.732135e-07,9.907880e-08
5.800000e-12,-5.053958e-06,-5.053958e-06,1.186144e-04,1.027360e-04,-1.979066e-07,7.076240e-08
6.000000e-12,-5.143398e-06,-5.143398e-06,1.196678e-04,9.961383e-05,-2.124383e-07,3.795311e-08
6.200000e-12,-5.239553e-06,-5.239553e-06,1.163740e-04,9.432527e-05,-2.043053e-07,1.486608e-08
6.400000e-12,-5.340721e-06,-5.340721e-06,1.096570e-04,8.788309e-05,-1.738653e-07,1.255262e-08
6.600000e-12,-5.438943e-06,-5.438943e-06,1.009015e-04,8.132101e-05,-1.322025e-07,3.065440e-08
6.800000e-12,-5.516856e-06,-5.516856e-06,9.157814e-05,7.550463e-05,-9.307880e-08,5.676790e-08
7.000000e-12,-5.547534e-06,-5.547534e-06,8.293811e-05,7.103229e-05,-7.017937e-08,7.463194e-08
7.200000e-12,-5.502645e-06,-5.502645e-06,7.585257e-05,6.822320e-05,-7.890685e-08,7.466333e-08
7.400000e-12,-5.369918e-06,-5.369918e-06,7.079538e-05,6.716084e-05,-1.274069e-07,5.910832e-08
7.600000e-12,-5.166609e-06,-5.166609e-06,6.791885e-05,6.775296e-05,-2.009058e-07,3.947200e-08
7.800000e-12,-4.934933e-06,-4.934933e-06,6.716012e-05,6.977945e-05,-2.645593e-07,2.927139e-08
8.000000e-12,-4.724645e-06,-4.724645e-06,6.832880e-05,7.291684e-05,-2.881592e-07,3.683422e-08
8.200000e-12,-4.574474e-06,-4.574474e-06,7.114911e-05,7.674827e-05,-2.697159e-07,6.162581e-08
8.400000e-12,-4.500341e-06,-4.500341e-06,7.525708e-05,8.078048e-05,-2.360935e-07,9.524710e-08
8.600000e-12,-4.494965e-06,-4.494965e-06,8.018002e-05,8.448747e-05,-2.208651e-07,1.259403e-07
8.800000e-12,-4.537286e-06,-4.537286e-06,8.533861e-05,8.738261e-05,-2.392646e-07,1.440264e-07
9.000000e-12,-4.604503e-06,-4.604503e-06,9.009932e-05,8.910052e-05,-2.787827e-07,1.457004e-07
9.200000e-12,-4.680042e-06,-4.680042e-06,9.387266e-05,8.946115e-05,-3.089577e-07,1.337581e-07
9.400000e-12,-4.755451e-06,-4.755451e-06,9.622325e-05,8.849437e-05,-3.015537e-07,1.153959e-07
9.600000e-12,-4.828124e-06,-4.828124e-06,9.694972e-05,8.641814e-05,-2.483604e-07,9.847221e-08
9.800000e-12,-4.897941e-06,-4.897941e-06,9.610649e-05,8.357888e-05,-1.667526e-07,8.799327e-08
1.000000e-11,-4.965017e-06,-4.965017e-06,9.396271e-05,8.037335e-05,-9.045758e-08,8.422254e-08
1.020000e-11,-5.028988e-06,-5.028988e-06,9.091642e-05,7.717473e-05,-5.129469e-08,8.313353e-08
1.040000e-11,-5.089009e-06,-5.089009e-06,8.739467e-05,7.428075e-05,-6.240984e-08,7.902784e-08
1.060000e-11,-5.143670e-06,-5.143670e-06,8.376962e-05,7.189079e-05,-1.120400e-07,6.804377e-08
1.080000e-11,-5.190716e-06,-5.190716e-06,8.030924e-05,7.010813e-05,-1.704834e-07,5.061592e-08
1.100000e-11,-5.227139e-06,-5.227139e-06,7.716504e-05,6.895652e-05,-2.059387e-07,3.148156e-08
1.120000e-11,-5.250067e-06,-5.250067e-06,7.438714e-05,6.839962e-05,-2.009172e-07,1.731205e-08
1.140000e-11,-5.257986e-06,-5.257986e-06,7.195150e-05,6.835588e-05,-1.610725e-07,1.335452e-08
1.160000e-11,-5.251036e-06,-5.251036e-06,6.978639e-05,6.870755e-05,-1.119603e-07,2.084716e-08
1.180000e-11,-5.229961e-06,-5.229961e-06,6.779182e-05,6.930693e-05,-8.526253e-08,3.645068e-08
1.200000e-11,-5.194941e-06,-5.194941e-06,6.585195e-05,6.998468e-05,-1.015390e-07,5.390400e-08
1.220000e-11,-5.145808e-06,-5.145808e-06,6.384480e-05,7.056293e-05,-1.584979e-07,6.703016e-08
1.240000e-11,-5.083571e-06,-5.083571e-06,6.165356e-05,7.087253e-05,-2.312934e-07,7.258021e-08
1.260000e-11,-5.011769e-06,-5.011769e-06,5.918054e-05,7.077078e-05,-2.856016e-07,7.153930e-08
1.280000e-11,-4.936463e-06,-4.936463e-06,5.636048e-05,7.015469e-05,-2.971746e-07,6.834918e-08
1.300000e-11,-4.864844e-06,-4.864844e-06,5.316789e-05,6.896604e-05,-2.665472e-07,6.855708e-08
1.320000e-11,-4.803198e-06,-4.803198e-06,4.961646e-05,6.718739e-05,-2.190220e-07,7.612621e-08
1.340000e-11,-4.755174e-06,-4.755174e-06,4.575263e-05,6.483079e-05,-1.894136e-07,9.170119e-08
1.360000e-11,-4.721142e-06,-4.721142e-06,4.164830e-05,6.192322e-05,-2.013466e-07,1.125465e-07
1.380000e-11,-4.699046e-06,-4.699046e-06,3.739600e-05,5.849273e-05,-2.534510e-07,1.340012e-07
1.400000e-11,-4.686412e-06,-4.686412e-06,3.310716e-05,5.455840e-05,-3.192501e-07,1.515636e-07
1.420000e-11,-4.682351e-06,-4.682351e-06,2.891082e-05,5.012537e-05,-3.598479e-07,1.624834e-07
1.440000e-11,-4.688165e-06,-4.688165e-06,2.494870e-05,4.518522e-05,-3.434158e-07,1.660732e-07
1.460000e-11,-4.705921e-06,-4.705921e-06,2.136298e-05,3.972166e-05,-2.628965e-07,1.626669e-07
1.480000e-11,-4.736066e-06,-4.736066e-06,1.827500e-05,3.372243e-05,-1.424625e-07,1.519510e-07
1.500000e-11,-4.776203e-06,-4.776203e-06,1.575537e-05,2.719867e-05,-2.757262e-08,1.319628e-07
1.520000e-11,-4.821992e-06,-4.821992e-06,1.379051e-05,2.021125e-05,3.653532e-08,1.000699e-07
1.540000e-11,-4.869149e-06,-4.869149e-06,1.225702e-05,1.289743e-05,2.572697e-08,5.624651e-08
1.560000e-11,-4.914900e-06,-4.914900e-06,1.091865e-05,5.484368e-06,-5.353017e-08,6.868400e-09
1.580000e-11,-4.958103e-06,-4.958103e-06,9.457675e-06,-1.725185e-06,-1.691921e-07,-3.437699e-08
1.600000e-11,-4.998381e-06,-4.998381e-06,7.539697e-06,-8.397233e-06,-2.786217e-07,-5.074265e-08
1.620000e-11,-5.035105e-06,-5.035105e-06,4.894389e-06,-1.422374e-05,-3.456933e-07,-3.055160e-08
1.640000e-11,-5.066946e-06,-5.066946e-06,1.385196e-06,-1.896685e-05,-3.535186e-07,2.516079e-08
1.660000e-11,-5.092221e-06,-5.092221e-06,-2.952761e-06,-2.247422e-05,-3.087357e-07,1.003264e-07
1.680000e-11,-5.109627e-06,-5.109627e-06,-7.911537e-06,-2.466899e-05,-2.359618e-07,1.691601e-07
1.700000e-11,-5.118785e-06,-5.118785e-06,-1.313722e-05,-2.553035e-05,-1.652965e-07,2.070011e-07
1.720000e-11,-5.120255e-06,-5.120255e-06,-1.817166e-05,-2.508100e-05,-1.190815e-07,2.010606e-07
1.740000e-11,-5.115143e-06,-5.115143e-06,-2.249947e-05,-2.338831e-05,-1.037890e-07,1.554831e-07
1.760000e-11,-5.104695e-06,-5.104695e-06,-2.559754e-05,-2.057506e-05,-1.103235e-07,8.854908e-08
1.780000e-11,-5.090119e-06,-5.090119e-06,-2.698970e-05,-1.682905e-05,-1.226584e-07,2.417019e-08
1.800000e-11,-5.072613e-06,-5.072613e-06,-2.631023e-05,-1.240157e-05,-1.303124e-07,-1.757072e-08
1.820000e-11,-5.053426e-06,-5.053426e-06,-2.337644e-05,-7.591458e-06,-1.360694e-07,-2.649046e-08
1.840000e-11,-5.033803e-06,-5.033803e-06,-1.826197e-05,-2.718495e-06,-1.519972e-07,-3.486033e-09
1.860000e-11,-5.014849e-06,-5.014849e-06,-1.134829e-05,1.906310e-06,-1.862868e-07,4.164822e-08
1.880000e-11,-4.997419e-06,-4.997419e-06,-3.320195e-06,6.006816e-06,-2.320158e-07,9.356432e-08
1.900000e-11,-4.982124e-06,-4.982124e-06,4.920195e-06,9.360535e-06,-2.674277e-07,1.353529e-07
1.920000e-11,-4.969416e-06,-4.969416e-06,1.240756e-05,1.180892e-05,-2.681102e-07,1.535166e-07
1.940000e-11,-4.959684e-06,-4.959684e-06,1.828179e-05,1.325963e-05,-2.232218e-07,1.427264e-07
1.960000e-11,-4.953263e-06,-4.953263e-06,2.191252e-05,1.368268e-05,-1.455700e-07,1.079054e-07
1.980000e-11,-4.950371e-06,-4.950371e-06,2.295739e-05,1.310391e-05,-6.878976e-08,6.224143e-08
2.000000e-11,-4.951025e-06,-4.951025e-06,2.137263e-05,1.159962e-05,-3.185956e-08,2.204620e-08
2.020000e-11,-4.954947e-06,-4.954947e-06,1.741066e-05,9.294778e-06,3.512265e-08,-4.214689e-08
2.040000e-11,-4.961712e-06,-4.961712e-06,1.161268e-05,6.368038e-06,1.831194e-08,-6.278829e-08
2.060000e-11,-4.970467e-06,-4.970467e-06,4.761041e-06,3.045847e-06,-5.347542e-08,-4.498234e-08
2.080000e-11,-4.980320e-06,-4.980320e-06,-2.243776e-06,-4.164885e-07,-1.134643e-07,-8.652038e-09
2.100000e-11,-4.990520e-06,-4.990520e-06,-8.550229e-06,-3.759123e-06,-1.192080e-07,2.927598e-08
2.120000e-11,-5.000518e-06,-5.000518e-06,-1.350214e-05,-6.738602e-06,-6.407458e-08,5.433612e-08
2.140000e-11,-5.009897e-06,-5.009897e-06,-1.671402e-05,-9.141982e-06,2.704040e-08,5.677459e-08
2.160000e-11,-5.018272e-06,-5.018272e-06,-1.806992e-05,-1.079689e-05,1.109251e-07,3.556813e-08
2.180000e-11,-5.025225e-06,-5.025225e-06,-1.767632e-05,-1.158185e-05,1.467441e-07,-4.833894e-10
2.200000e-11,-5.030353e-06,-5.030353e-06,-1.580333e-05,-1.143799e-05,1.161943e-07,-3.616452e-08
2.220000e-11,-5.033350e-06,-5.033350e-06,-1.282956e-05,-1.037907e-05,3.274210e-08,-5.630179e-08
2.240000e-11,-5.034072e-06,-5.034072e-06,-9.187040e-06,-8.495665e-06,-6.504486e-08,-5.239852e-08
2.260000e-11,-5.032537e-06,-5.032537e-06,-5.301030e-06,-5.950882e-06,-1.321780e-07,-2.651067e-08
2.280000e-11,-5.028874e-06,-5.028874e-06,-1.532119e-06,-2.967916e-06,-1.382702e-07,9.587308e-09
2.300000e-11,-5.023274e-06,-5.023274e-06,1.862947e-06,1.894327e-07,-8.139160e-08,3.980100e-08
2.320000e-11,-5.015996e-06,-5.015996e-06,4.739160e-06,3.241876e-06,1.118169e-08,5.112416e-08
2.340000e-11,-5.007397e-06,-5.007397e-06,7.039892e-06,5.923141e-06,9.610286e-08,3.942793e-08
2.360000e-11,-4.997972e-06,-4.997972e-06,8.754858e-06,8.007670e-06,1.349158e-07,1.093962e-08
2.380000e-11,-4.988353e-06,-4.988353e-06,9.877930e-06,9.332353e-06,1.120145e-07,-2.106665e-08
2.400000e-11,-4.979273e-06,-4.979273e-06,1.037996e-05,9.808725e-06,4.059282e-08,-4.258000e-08
2.420000e-11,-4.971515e-06,-4.971515e-06,1.020288e-05,9.425479e-06,-4.529237e-08,-4.510697e-08
2.440000e-11,-4.965846e-06,-4.965846e-06,9.273534e-06,8.243903e-06,-1.072210e-07,-2.903093e-08
2.460000e-11,-4.962954e-06,-4.962954e-06,7.532061e-06,6.389050e-06,-1.192094e-07,-2.741135e-09
2.480000e-11,-4.963353e-06,-4.963353e-06,4.968314e-06,4.037554e-06,-7.817771e-08,2.174413e-08
2.500000e-11,-4.967279e-06,-4.967279e-06,1.658715e-06,1.401351e-06,-4.542116e-09,3.434084e-08
2.520000e-11,-4.974591e-06,-4.974591e-06,-2.205620e-06,-1.292787e-06,6.749344e-08,3.101797e-08
2.540000e-11,-4.984731e-06,-4.984731e-06,-6.310110e-06,-3.825497e-06,1.059130e-07,1.483577e-08
2.560000e-11,-4.996765e-06,-4.996765e-06,-1.023665e-05,-6.004425e-06,9.532228e-08,-6.148132e-09
2.580000e-11,-5.009484e-06,-5.009484e-06,-1.351357e-05,-7.677347e-06,4.288497e-08,-2.281388e-08
2.600000e-11,-5.021540e-06,-5.021540e-06,-1.568508e-05,-8.737781e-06,-2.629726e-08,-2.886098e-08
2.620000e-11,-5.031596e-06,-5.031596e-06,-1.638373e-05,-9.125104e-06,-8.124030e-08,-2.301065e-08
2.640000e-11,-5.038463e-06,-5.038463e-06,-1.539257e-05,-8.822517e-06,-9.873708e-08,-8.852493e-09
2.660000e-11,-5.041255e-06,-5.041255e-06,-1.269149e-05,-7.855337e-06,-7.299998e-08,7.214405e-09
2.680000e-11,-5.039522e-06,-5.039522e-06,-8.484998e-06,-6.290135e-06,-1.756486e-08,1.878571e-08
2.700000e-11,-5.033353e-06,-5.033353e-06,-3.204455e-06,-4.233546e-06,4.143647e-08,2.182659e-08
2.720000e-11,-5.023406e-06,-5.023406e-06,2.527458e-06,-1.829111e-06,7.767046e-08,1.590207e-08
2.740000e-11,-5.010834e-06,-5.010834e-06,7.978012e-06,7.489375e-07,7.658309e-08,4.044133e-09
2.760000e-11,-4.997136e-06,-4.997136e-06,1.242035e-05,3.305083e-06,4.121061e-08,-8.606715e-09
2.780000e-11,-4.983962e-06,-4.983962e-06,1.525300e-05,5.634540e-06,-1.041013e-08,-1.690350e-08
2.800000e-11,-4.972891e-06,-4.972891e-06,1.609029e-05,7.537204e-06,-5.431892e-08,-1.773653e-08
2.820000e-11,-4.965240e-06,-4.965240e-06,1.480952e-05,8.832978e-06,-7.165080e-08,-1.119354e-08
2.840000e-11,-4.961879e-06,-4.961879e-06,1.156124e-05,9.377959e-06,-5.665965e-08,-3.940386e-10
2.860000e-11,-4.963113e-06,-4.963113e-06,6.754566e-06,9.080680e-06,-1.839258e-08,9.887601e-09
2.880000e-11,-4.968643e-06,-4.968643e-06,1.018072e-06,7.917116e-06,2.444071e-08,1.525784e-08
2.900000e-11,-4.977616e-06,-4.977616e-06,-4.875443e-06,5.942492e-06,5.265340e-08,1.360783e-08
2.920000e-11,-4.988766e-06,-4.988766e-06,-1.012498e-05,3.297053e-06,5.520098e-08,6.049137e-09
2.940000e-11,-5.000604e-06,-5.000604e-06,-1.403688e-05,2.024796e-07,3.328119e-08,-3.653885e-09
2.980000e-11,-5.020533e-06,-5.020533e-06,-1.623703e-05,-6.146852e-06,-3.291329e-08,-1.270668e-08
3.000000e-11,-5.026333e-06,-5.026333e-06,-1.441980e-05,-8.750769e-06,-4.816913e-08,-8.599849e-09
3.020000e-11,-5.028512e-06,-5.028512e-06,-1.101640e-05,-1.057730e-05,-4.245207e-08,-1.065057e-09
3.040000e-11,-5.027062e-06,-5.027062e-06,-6.544673e-06,-1.140892e-05,-2.038532e-08,6.085326e-09
3.060000e-11,-5.022463e-06,-5.022463e-06,-1.645871e-06,-1.112324e-05,7.105827e-09,9.617319e-09
3.080000e-11,-5.015588e-06,-5.015588e-06,2.998506e-06,-9.708881e-06,2.817888e-08,8.414276e-09
3.100000e-11,-5.007557e-06,-5.007557e-06,6.768929e-06,-7.273840e-06,3.510824e-08,3.820184e-09
3.120000e-11,-4.999551e-06,-4.999551e-06,9.209494e-06,-4.044706e-06,2.687113e-08,-1.341862e-09
3.140000e-11,-4.992638e-06,-4.992638e-06,1.009756e-05,-3.514444e-07,8.628151e-09,-4.437906e-09
3.160000e-11,-4.987621e-06,-4.987621e-06,9.460246e-06,3.406935e-06,-1.115938e-08,-4.380793e-09
3.180000e-11,-4.984947e-06,-4.984947e-06,7.540453e-06,6.813291e-06,-2.447212e-08,-1.964471e-09
3.200000e-11,-4.984666e-06,-4.984666e-06,4.733040e-06,9.488390e-06,-2.678637e-08,8.772337e-10
3.220000e-11,-4.986458e-06,-4.986458e-06,1.512581e-06,1.113788e-05,-1.837845e-08,2.347648e-09
3.240000e-11,-4.989722e-06,-4.989722e-06,-1.636674e-06,1.158208e-05,-3.621390e-09,1.823805e-09
3.260000e-11,-4.993698e-06,-4.993698e-06,-4.286943e-06,1.076982e-05,1.117142e-08,6.968810e-11
3.280000e-11,-4.997610e-06,-4.997610e-06,-6.126348e-06,8.782248e-06,2.032290e-08,-1.435972e-09
3.300000e-11,-5.000801e-06,-5.000801e-06,-7.002047e-06,5.829473e-06,2.079159e-08,-1.564421e-09
3.320000e-11,-5.002828e-06,-5.002828e-06,-6.934403e-06,2.235697e-06,1.300828e-08,-2.798101e-10
3.340000e-11,-5.003524e-06,-5.003524e-06,-6.095466e-06,-1.594319e-06,4.476286e-10,1.393460e-09
3.360000e-11,-5.003002e-06,-5.003002e-06,-4.757352e-06,-5.227810e-06,-1.181247e-08,2.104487e-09
3.380000e-11,-5.001616e-06,-5.001616e-06,-3.226893e-06,-8.264236e-06,-1.904041e-08,1.108736e-09
3.400000e-11,-4.999877e-06,-4.999877e-06,-1.785291e-06,-1.038628e-05,-1.862533e-08,-1.192418e-09
3.420000e-11,-4.998347e-06,-4.998347e-06,-6.449493e-07,-1.139062e-05,-1.100949e-08,-3.441145e-09
3.440000e-11,-4.997524e-06,-4.997524e-06,7.369734e-08,-1.119901e-05,5.770199e-10,-4.132689e-09
3.460000e-11,-4.997745e-06,-4.997745e-06,3.483816e-07,-9.857625e-06,1.145136e-08,-2.554856e-09
3.480000e-11,-4.999118e-06,-4.999118e-06,2.475284e-07,-7.530795e-06,1.734476e-08,7.176367e-10
3.500000e-11,-5.001496e-06,-5.001496e-06,-9.028566e-08,-4.487741e-06,1.608434e-08,4.077993e-09
3.520000e-11,-5.004498e-06,-5.004498e-06,-4.900509e-07,-1.075963e-06,8.444201e-09,5.745138e-09
3.540000e-11,-5.007575e-06,-5.007575e-06,-7.832918e-07,2.321303e-06,-2.197396e-09,4.735057e-09
3.560000e-11,-5.010105e-06,-5.010105e-06,-8.499931e-07,5.336413e-06,-1.130221e-08,1.409768e-09
3.580000e-11,-5.011505e-06,-5.011505e-06,-6.466326e-07,7.663693e-06,-1.512532e-08,-2.685642e-09
3.600000e-11,-5.011340e-06,-5.011340e-06,-2.122127e-07,9.089948e-06,-1.230995e-08,-5.601900e-09
3.620000e-11,-5.009404e-06,-5.009404e-06,3.467585e-07,9.507207e-06,-4.404450e-09,-5.964595e-09
3.640000e-11,-5.005772e-06,-5.005772e-06,8.843715e-07,8.913189e-06,4.912757e-09,-3.646087e-09
3.660000e-11,-5.000805e-06,-5.000805e-06,1.247451e-06,7.405510e-06,1.152409e-08,1.991778e-10
3.680000e-11,-4.995110e-06,-4.995110e-06,1.306065e-06,5.170931e-06,1.270441e-08,3.725553e-09
3.700000e-11,-4.989454e-06,-4.989454e-06,9.800162e-07,2.466560e-06,8.271537e-09,5.293097e-09
3.720000e-11,-4.984659e-06,-4.984659e-06,2.588484e-07,-4.093060e-07,5.504367e-10,4.226638e-09
3.740000e-11,-4.981475e-06,-4.981475e-06,-7.892842e-07,-3.153631e-06,-6.802693e-09,1.091972e-09
3.760000e-11,-4.980470e-06,-4.980470e-06,-2.024754e-06,-5.494426e-06,-1.053286e-08,-2.609713e-09
3.780000e-11,-4.981930e-06,-4.981930e-06,-3.260296e-06,-7.217992e-06,-9.239855e-09,-5.159624e-09
3.800000e-11,-4.985816e-06,-4.985816e-06,-4.296013e-06,-8.184404e-06,-3.886716e-09,-5.406856e-09
3.820000e-11,-4.991748e-06,-4.991748e-06,-4.956243e-06,-8.333139e-06,2.815206e-09,-3.265370e-09
3.840000e-11,-4.999051e-06,-4.999051e-06,-5.119911e-06,-7.682541e-06,7.779335e-09,2.849304e-10
3.860000e-11,-5.006838e-06,-5.006838e-06,-4.739954e-06,-6.325122e-06,8.978076e-09,3.668101e-09
3.880000e-11,-5.014121e-06,-5.014121e-06,-3.850914e-06,-4.418015e-06,6.263884e-09,5.424043e-09
3.900000e-11,-5.019943e-06,-5.019943e-06,-2.564908e-06,-2.167064e-06,1.246304e-09,4.843426e-09
3.920000e-11,-5.023507e-06,-5.023507e-06,-1.056009e-06,1.951800e-07,-3.628805e-09,2.255249e-09
3.940000e-11,-5.024282e-06,-5.024282e-06,4.660576e-07,2.434511e-06,-6.284392e-09,-1.147249e-09
3.960000e-11,-5.022085e-06,-5.022085e-06,1.789263e-06,4.338808e-06,-5.904264e-09,-3.856788e-09
3.980000e-11,-5.017112e-06,-5.017112e-06,2.733148e-06,5.737018e-06,-3.129769e-09,-4.728408e-09
4.000000e-11,-5.009922e-06,-5.009922e-06,3.176174e-06,6.512166e-06,4.441964e-10,-3.476806e-09
4.020000e-11,-5.001369e-06,-5.001369e-06,3.071778e-06,6.608873e-06,3.143200e-09,-7.739627e-10
4.040000e-11,-4.992494e-06,-4.992494e-06,2.451722e-06,6.036177e-06,3.991152e-09,2.087581e-09
4.060000e-11,-4.984394e-06,-4.984394e-06,1.417857e-06,4.865775e-06,3.034455e-09,3.802054e-09
4.080000e-11,-4.978082e-06,-4.978082e-06,1.243538e-07,3.225141e-06,1.126171e-09,3.645136e-09
4.100000e-11,-4.974357e-06,-4.974357e-06,-1.246954e-06,1.285164e-06,-6.371404e-10,1.783455e-09
4.120000e-11,-4.973700e-06,-4.973700e-06,-2.514564e-06,-7.570256e-07,-1.489986e-09,-8.380832e-10
4.140000e-11,-4.976213e-06,-4.976213e-06,-3.523846e-06,-2.698192e-06,-1.296286e-09,-2.967702e-09
4.160000e-11,-4.981599e-06,-4.981599e-06,-4.167339e-06,-4.349468e-06,-4.719623e-10,-3.643067e-09
4.180000e-11,-4.989208e-06,-4.989208e-06,-4.395572e-06,-5.554663e-06,3.581877e-10,-2.624542e-09
4.200000e-11,-4.998117e-06,-4.998117e-06,-4.217864e-06,-6.204574e-06,7.404269e-10,-4.668506e-10
4.220000e-11,-5.007250e-06,-5.007250e-06,-3.694652e-06,-6.246370e-06,5.996284e-10,1.786102e-09
4.240000e-11,-5.015502e-06,-5.015502e-06,-2.923824e-06,-5.687733e-06,1.922823e-10,3.117256e-09
4.260000e-11,-5.021879e-06,-5.021879e-06,-2.023507e-06,-4.595665e-06,-1.249494e-10,3.006053e-09
4.280000e-11,-5.025612e-06,-5.025612e-06,-1.113713e-06,-3.089867e-06,-1.475941e-10,1.631920e-09
4.300000e-11,-5.026255e-06,-5.026255e-06,-2.995352e-07,-1.330720e-06,5.815574e-11,-2.668074e-10
4.320000e-11,-5.023746e-06,-5.023746e-06,3.413732e-07,4.974690e-07,2.297901e-10,-1.785380e-09
4.340000e-11,-5.018408e-06,-5.018408e-06,7.650585e-07,2.206311e-06,1.130280e-10,-2.288474e-09
4.360000e-11,-5.010914e-06,-5.010914e-06,9.609464e-07,3.623667e-06,-3.413470e-10,-1.677317e-09
4.380000e-11,-5.002197e-06,-5.002197e-06,9.463192e-07,4.611644e-06,-9.145665e-10,-3.767446e-10
4.400000e-11,-4.993330e-06,-4.993330e-06,7.578657e-07,5.080040e-06,-1.231424e-09,9.231089e-10
4.420000e-11,-4.985393e-06,-4.985393e-06,4.424631e-07,4.994156e-06,-9.819317e-10,1.621041e-09
4.440000e-11,-4.979335e-06,-4.979335e-06,4.871557e-08,4.376860e-06,-1.247258e-10,1.474952e-09
4.460000e-11,-4.975864e-06,-4.975864e-06,-3.797509e-07,3.305126e-06,1.047021e-09,6.683150e-10
4.480000e-11,-4.975358e-06,-4.975358e-06,-8.084807e-07,1.901342e-06,2.022448e-09,-3.342419e-10
4.500000e-11,-4.977820e-06,-4.977820e-06,-1.213363e-06,3.197893e-07,2.319041e-09,-1.045826e-09
4.520000e-11,-4.982890e-06,-4.982890e-06,-1.578894e-06,-1.270573e-06,1.732330e-09,-1.190211e-09
4.540000e-11,-4.989893e-06,-4.989893e-06,-1.894509e-06,-2.704971e-06,4.573663e-10,-7.993844e-10
4.560000e-11,-4.997939e-06,-4.997939e-06,-2.150640e-06,-3.840630e-06,-9.856373e-10,-1.476728e-10
4.580000e-11,-5.006030e-06,-5.006030e-06,-2.336114e-06,-4.571111e-06,-1.988369e-09,4.209122e-10
4.600000e-11,-5.013190e-06,-5.013190e-06,-2.437764e-06,-4.835723e-06,-2.138001e-09,6.705639e-10
4.620000e-11,-5.018575e-06,-5.018575e-06,-2.442207e-06,-4.623644e-06,-1.408662e-09,5.675121e-10
4.640000e-11,-5.021577e-06,-5.021577e-06,-2.339025e-06,-3.973044e-06,-1.691720e-10,2.562954e-10
4.660000e-11,-5.021890e-06,-5.021890e-06,-2.124466e-06,-2.965614e-06,9.944620e-10,-4.995298e-11
