time,"I(RX2)","I(RX1)","I(RIN1)","I(RIN2)","I(LQ|X2)"
4.594000e-10,2.351899e-04,-7.762835e-04,-4.988235e-06,4.989186e-06,-6.567505e-06
4.596000e-10,2.400609e-04,-7.747930e-04,-4.988071e-06,4.988939e-06,-6.704389e-06
4.598000e-10,2.449226e-04,-7.732720e-04,-4.988049e-06,4.988900e-06,-6.838298e-06
4.600000e-10,2.497748e-04,-7.717206e-04,-4.988131e-06,4.989003e-06,-6.968951e-06
4.602000e-10,2.546175e-04,-7.701388e-04,-4.988285e-06,4.989171e-06,-7.096220e-06
4.604000e-10,2.594504e-04,-7.685268e-04,-4.988494e-06,4.989334e-06,-7.219948e-06
4.606000e-10,2.642735e-04,-7.668845e-04,-4.988761e-06,4.989440e-06,-7.339779e-06
4.608000e-10,2.690867e-04,-7.652119e-04,-4.989109e-06,4.989467e-06,-7.455049e-06
4.610000e-10,2.738896e-04,-7.635092e-04,-4.989577e-06,4.989426e-06,-7.564749e-06
4.612000e-10,2.786822e-04,-7.617762e-04,-4.990212e-06,4.989361e-06,-7.667571e-06
4.614000e-10,2.834642e-04,-7.600132e-04,-4.991057e-06,4.989342e-06,-7.762039e-06
4.616000e-10,2.882353e-04,-7.582200e-04,-4.992140e-06,4.989455e-06,-7.846699e-06
4.618000e-10,2.929952e-04,-7.563968e-04,-4.993464e-06,4.989785e-06,-7.920360e-06
4.620000e-10,2.977436e-04,-7.545437e-04,-4.994994e-06,4.990400e-06,-7.982330e-06
4.622000e-10,3.024802e-04,-7.526607e-04,-4.996661e-06,4.991339e-06,-8.032635e-06
4.624000e-10,3.072047e-04,-7.507480e-04,-4.998360e-06,4.992597e-06,-8.072168e-06
4.626000e-10,3.119167e-04,-7.488056e-04,-4.999961e-06,4.994125e-06,-8.102748e-06
4.628000e-10,3.166160e-04,-7.468336e-04,-5.001327e-06,4.995832e-06,-8.127068e-06
4.630000e-10,3.213023e-04,-7.448322e-04,-5.002326e-06,4.997590e-06,-8.148528e-06
4.632000e-10,3.259753e-04,-7.428015e-04,-5.002852e-06,4.999255e-06,-8.170956e-06
4.634000e-10,3.306350e-04,-7.407416e-04,-5.002840e-06,5.000681e-06,-8.198243e-06
4.636000e-10,3.352811e-04,-7.386525e-04,-5.002274e-06,5.001740e-06,-8.233934e-06
4.638000e-10,3.399135e-04,-7.365344e-04,-5.001196e-06,5.002339e-06,-8.280811e-06
4.640000e-10,3.445321e-04,-7.343872e-04,-4.999700e-06,5.002429e-06,-8.340530e-06
4.642000e-10,3.491369e-04,-7.322110e-04,-4.997926e-06,5.002014e-06,-8.413350e-06
4.644000e-10,3.537279e-04,-7.300058e-04,-4.996045e-06,5.001148e-06,-8.498005e-06
4.646000e-10,3.583050e-04,-7.277718e-04,-4.994243e-06,4.999929e-06,-8.591740e-06
4.648000e-10,3.628683e-04,-7.255089e-04,-4.992704e-06,4.998486e-06,-8.690522e-06
4.650000e-10,3.674175e-04,-7.232174e-04,-4.991587e-06,4.996966e-06,-8.789416e-06
4.652000e-10,3.719527e-04,-7.208971e-04,-4.991014e-06,4.995517e-06,-8.883097e-06
4.654000e-10,3.764736e-04,-7.185484e-04,-4.991056e-06,4.994274e-06,-8.966436e-06
4.656000e-10,3.809802e-04,-7.161713e-04,-4.991723e-06,4.993349e-06,-9.035115e-06
4.658000e-10,3.854721e-04,-7.137658e-04,-4.992967e-06,4.992819e-06,-9.086169e-06
4.660000e-10,3.899492e-04,-7.113323e-04,-4.994680e-06,4.992723e-06,-9.118410e-06
4.662000e-10,3.944111e-04,-7.088707e-04,-4.996711e-06,4.993062e-06,-9.132649e-06
4.664000e-10,3.988574e-04,-7.063813e-04,-4.998875e-06,4.993803e-06,-9.131688e-06
4.666000e-10,4.032880e-04,-7.038641e-04,-5.000974e-06,4.994882e-06,-9.120050e-06
4.668000e-10,4.077024e-04,-7.013192e-04,-5.002817e-06,4.996214e-06,-9.103492e-06
4.670000e-10,4.121004e-04,-6.987467e-04,-5.004237e-06,4.997696e-06,-9.088327e-06
4.672000e-10,4.164818e-04,-6.961467e-04,-5.005107e-06,4.999221e-06,-9.080654e-06
4.674000e-10,4.208463e-04,-6.935192e-04,-5.005354e-06,5.000678e-06,-9.085597e-06
4.676000e-10,4.251939e-04,-6.908643e-04,-5.004964e-06,5.001966e-06,-9.106645e-06
4.678000e-10,4.295242e-04,-6.881820e-04,-5.003984e-06,5.002990e-06,-9.145197e-06
4.680000e-10,4.338374e-04,-6.854724e-04,-5.002516e-06,5.003677e-06,-9.200380e-06
4.682000e-10,4.381333e-04,-6.827356e-04,-5.000711e-06,5.003973e-06,-9.269161e-06
4.684000e-10,4.424118e-04,-6.799718e-04,-4.998753e-06,5.003853e-06,-9.346745e-06
4.686000e-10,4.466729e-04,-6.771810e-04,-4.996843e-06,5.003321e-06,-9.427217e-06
4.688000e-10,4.509165e-04,-6.743634e-04,-4.995182e-06,5.002417e-06,-9.504315e-06
4.690000e-10,4.551426e-04,-6.715192e-04,-4.993951e-06,5.001213e-06,-9.572261e-06
4.692000e-10,4.593509e-04,-6.686485e-04,-4.993291e-06,4.999814e-06,-9.626507e-06
4.694000e-10,4.635414e-04,-6.657515e-04,-4.993289e-06,4.998349e-06,-9.664311e-06
4.696000e-10,4.677139e-04,-6.628283e-04,-4.993965e-06,4.996966e-06,-9.685069e-06
4.698000e-10,4.718681e-04,-6.598790e-04,-4.995267e-06,4.995814e-06,-9.690342e-06
4.700000e-10,4.760038e-04,-6.569039e-04,-4.997071e-06,4.995032e-06,-9.683602e-06
4.702000e-10,4.801209e-04,-6.539030e-04,-4.999195e-06,4.994729e-06,-9.669713e-06
4.704000e-10,4.842189e-04,-6.508763e-04,-5.001416e-06,4.994972e-06,-9.654246e-06
4.706000e-10,4.882978e-04,-6.478241e-04,-5.003495e-06,4.995771e-06,-9.642701e-06
4.708000e-10,4.923573e-04,-6.447462e-04,-5.005203e-06,4.997071e-06,-9.639773e-06
4.710000e-10,4.963972e-04,-6.416429e-04,-5.006350e-06,4.998757e-06,-9.648740e-06
4.712000e-10,5.004172e-04,-6.385142e-04,-5.006807e-06,5.000662e-06,-9.671074e-06
4.714000e-10,5.044173e-04,-6.353601e-04,-5.006524e-06,5.002581e-06,-9.706315e-06
4.716000e-10,5.083973e-04,-6.321808e-04,-5.005536e-06,5.004299e-06,-9.752221e-06
4.718000e-10,5.123571e-04,-6.289764e-04,-5.003958e-06,5.005617e-06,-9.805162e-06
4.720000e-10,5.162966e-04,-6.257470e-04,-5.001976e-06,5.006377e-06,-9.860697e-06
4.722000e-10,5.202156e-04,-6.224928e-04,-4.999827e-06,5.006483e-06,-9.914235e-06
4.724000e-10,5.241141e-04,-6.192140e-04,-4.997770e-06,5.005917e-06,-9.961701e-06
4.726000e-10,5.279920e-04,-6.159107e-04,-4.996058e-06,5.004742e-06,-1.000008e-05
4.728000e-10,5.318491e-04,-6.125831e-04,-4.994908e-06,5.003099e-06,-1.002780e-05
4.730000e-10,5.356854e-04,-6.092314e-04,-4.994474e-06,5.001187e-06,-1.004489e-05
4.732000e-10,5.395007e-04,-6.058559e-04,-4.994825e-06,4.999244e-06,-1.005286e-05
4.734000e-10,5.432948e-04,-6.024566e-04,-4.995937e-06,4.997516e-06,-1.005443e-05
4.736000e-10,5.470676e-04,-5.990338e-04,-4.997689e-06,4.996229e-06,-1.005304e-05
4.738000e-10,5.508189e-04,-5.955874e-04,-4.999879e-06,4.995557e-06,-1.005232e-05
4.740000e-10,5.545485e-04,-5.921177e-04,-5.002249e-06,4.995602e-06,-1.005549e-05
4.742000e-10,5.582562e-04,-5.886246e-04,-5.004515e-06,4.996375e-06,-1.006496e-05
4.744000e-10,5.619418e-04,-5.851084e-04,-5.006405e-06,4.997797e-06,-1.008193e-05
4.746000e-10,5.656051e-04,-5.815690e-04,-5.007696e-06,4.999703e-06,-1.010635e-05
4.748000e-10,5.692461e-04,-5.780065e-04,-5.008239e-06,5.001866e-06,-1.013694e-05
4.750000e-10,5.728644e-04,-5.744210e-04,-5.007978e-06,5.004022e-06,-1.017149e-05
4.752000e-10,5.764600e-04,-5.708127e-04,-5.006959e-06,5.005913e-06,-1.020726e-05
4.754000e-10,5.800328e-04,-5.671817e-04,-5.005320e-06,5.007312e-06,-1.024146e-05
4.756000e-10,5.835825e-04,-5.635282e-04,-5.003277e-06,5.008059e-06,-1.027171e-05
4.758000e-10,5.871092e-04,-5.598522e-04,-5.001092e-06,5.008076e-06,-1.029642e-05
4.760000e-10,5.906127e-04,-5.561541e-04,-4.999046e-06,5.007381e-06,-1.031502e-05
4.762000e-10,5.940929e-04,-5.524340e-04,-4.997404e-06,5.006078e-06,-1.032803e-05
4.764000e-10,5.975496e-04,-5.486922e-04,-4.996381e-06,5.004346e-06,-1.033697e-05
4.766000e-10,6.009829e-04,-5.449288e-04,-4.996115e-06,5.002417e-06,-1.034398e-05
4.768000e-10,6.043926e-04,-5.411441e-04,-4.996652e-06,5.000541e-06,-1.035156e-05
4.770000e-10,6.077784e-04,-5.373383e-04,-4.997935e-06,4.998961e-06,-1.036200e-05
4.772000e-10,6.111404e-04,-5.335114e-04,-4.999813e-06,4.997881e-06,-1.037709e-05
4.774000e-10,6.144783e-04,-5.296637e-04,-5.002061e-06,4.997441e-06,-1.039771e-05
4.776000e-10,6.177919e-04,-5.257952e-04,-5.004406e-06,4.997701e-06,-1.042375e-05
4.778000e-10,6.210812e-04,-5.219060e-04,-5.006563e-06,4.998636e-06,-1.045408e-05
4.780000e-10,6.243459e-04,-5.179962e-04,-5.008278e-06,5.000133e-06,-1.048673e-05
4.782000e-10,6.275860e-04,-5.140660e-04,-5.009353e-06,5.002016e-06,-1.051928e-05
4.784000e-10,6.308012e-04,-5.101154e-04,-5.009674e-06,5.004059e-06,-1.054917e-05
4.786000e-10,6.339914e-04,-5.061446e-04,-5.009225e-06,5.006022e-06,-1.057424e-05
4.788000e-10,6.371566e-04,-5.021536e-04,-5.008085e-06,5.007682e-06,-1.059305e-05
4.790000e-10,6.402965e-04,-4.981427e-04,-5.006418e-06,5.008855e-06,-1.060516e-05
4.792000e-10,6.434111e-04,-4.941120e-04,-5.004448e-06,5.009425e-06,-1.061122e-05
4.794000e-10,6.465003e-04,-4.900617e-04,-5.002435e-06,5.009349e-06,-1.061290e-05
4.796000e-10,6.495639e-04,-4.859921e-04,-5.000641e-06,5.008667e-06,-1.061266e-05
4.798000e-10,6.526019e-04,-4.819033e-04,-4.999298e-06,5.007487e-06,-1.061333e-05
4.800000e-10,6.556142e-04,-4.777955e-04,-4.998582e-06,5.005976e-06,-1.061767e-05
4.802000e-10,6.586006e-04,-4.736690e-04,-4.998591e-06,5.004333e-06,-1.062795e-05
4.804000e-10,6.615611e-04,-4.695240e-04,-4.999334e-06,5.002770e-06,-1.064553e-05
4.806000e-10,6.644955e-04,-4.653606e-04,-5.000728e-06,5.001485e-06,-1.067064e-05
4.808000e-10,6.674038e-04,-4.611790e-04,-5.002612e-06,5.000640e-06,-1.070231e-05
4.810000e-10,6.702857e-04,-4.569794e-04,-5.004767e-06,5.000344e-06,-1.073848e-05
4.812000e-10,6.731411e-04,-4.527620e-04,-5.006944e-06,5.000641e-06,-1.077630e-05
4.814000e-10,6.759700e-04,-4.485268e-04,-5.008896e-06,5.001504e-06,-1.081254e-05
4.816000e-10,6.787722e-04,-4.442741e-04,-5.010411e-06,5.002842e-06,-1.084404e-05
4.818000e-10,6.815476e-04,-4.400039e-04,-5.011337e-06,5.004512e-06,-1.086824e-05
4.820000e-10,6.842961e-04,-4.357164e-04,-5.011597e-06,5.006332e-06,-1.088351e-05
4.822000e-10,6.870175e-04,-4.314118e-04,-5.011197e-06,5.008112e-06,-1.088938e-05
4.824000e-10,6.897117e-04,-4.270902e-04,-5.010221e-06,5.009667e-06,-1.088667e-05
4.826000e-10,6.923787e-04,-4.227518e-04,-5.008819e-06,5.010847e-06,-1.087729e-05
4.828000e-10,6.950183e-04,-4.183967e-04,-5.007185e-06,5.011550e-06,-1.086399e-05
4.830000e-10,6.976305e-04,-4.140251e-04,-5.005534e-06,5.011731e-06,-1.084993e-05
4.832000e-10,7.002151e-04,-4.096372e-04,-5.004077e-06,5.011406e-06,-1.083821e-05
4.834000e-10,7.027721e-04,-4.052330e-04,-5.002997e-06,5.010647e-06,-1.083136e-05
4.836000e-10,7.053014e-04,-4.008126e-04,-5.002431e-06,5.009572e-06,-1.083103e-05
4.838000e-10,7.078028e-04,-3.963761e-04,-5.002455e-06,5.008330e-06,-1.083768e-05
4.840000e-10,7.102763e-04,-3.919233e-04,-5.003076e-06,5.007085e-06,-1.085053e-05
4.842000e-10,7.127218e-04,-3.874541e-04,-5.004236e-06,5.005995e-06,-1.086771e-05
4.844000e-10,7.151392e-04,-3.829685e-04,-5.005819e-06,5.005200e-06,-1.088652e-05
4.846000e-10,7.175284e-04,-3.784666e-04,-5.007667e-06,5.004804e-06,-1.090384e-05
4.848000e-10,7.198892e-04,-3.739484e-04,-5.009599e-06,5.004869e-06,-1.091666e-05
4.850000e-10,7.222216e-04,-3.694146e-04,-5.011435e-06,5.005407e-06,-1.092253e-05
4.852000e-10,7.245255e-04,-3.648660e-04,-5.013014e-06,5.006379e-06,-1.092000e-05
4.854000e-10,7.268008e-04,-3.603037e-04,-5.014211e-06,5.007704e-06,-1.090887e-05
4.856000e-10,7.290474e-04,-3.557288e-04,-5.014952e-06,5.009270e-06,-1.089039e-05
4.858000e-10,7.312651e-04,-3.511420e-04,-5.015213e-06,5.010940e-06,-1.086707e-05
4.860000e-10,7.334540e-04,-3.465434e-04,-5.015025e-06,5.012578e-06,-1.084254e-05
4.862000e-10,7.356139e-04,-3.419325e-04,-5.014463e-06,5.014055e-06,-1.082104e-05
4.864000e-10,7.377447e-04,-3.373083e-04,-5.013633e-06,5.015270e-06,-1.080697e-05
4.866000e-10,7.398464e-04,-3.326695e-04,-5.012668e-06,5.016153e-06,-1.080430e-05
4.868000e-10,7.419189e-04,-3.280154e-04,-5.011704e-06,5.016676e-06,-1.081602e-05
4.870000e-10,7.439622e-04,-3.233460e-04,-5.010873e-06,5.016848e-06,-1.084374e-05
4.872000e-10,7.459761e-04,-3.186623e-04,-5.010286e-06,5.016715e-06,-1.088735e-05
4.874000e-10,7.479605e-04,-3.139659e-04,-5.010030e-06,5.016348e-06,-1.094491e-05
4.876000e-10,7.499154e-04,-3.092588e-04,-5.010156e-06,5.015839e-06,-1.101277e-05
4.878000e-10,7.518408e-04,-3.045423e-04,-5.010676e-06,5.015284e-06,-1.108581e-05
4.880000e-10,7.537364e-04,-2.998172e-04,-5.011571e-06,5.014780e-06,-1.115793e-05
4.882000e-10,7.556024e-04,-2.950832e-04,-5.012791e-06,5.014415e-06,-1.122261e-05
4.884000e-10,7.574385e-04,-2.903389e-04,-5.014264e-06,5.014260e-06,-1.127354e-05
4.886000e-10,7.592447e-04,-2.855830e-04,-5.015908e-06,5.014371e-06,-1.130530e-05
4.888000e-10,7.610210e-04,-2.808142e-04,-5.017637e-06,5.014781e-06,-1.131385e-05
4.890000e-10,7.627672e-04,-2.760317e-04,-5.019371e-06,5.015501e-06,-1.129701e-05
4.892000e-10,7.644833e-04,-2.712355e-04,-5.021042e-06,5.016523e-06,-1.125467e-05
4.894000e-10,7.661692e-04,-2.664262e-04,-5.022597e-06,5.017817e-06,-1.118882e-05
4.896000e-10,7.678248e-04,-2.616050e-04,-5.024001e-06,5.019340e-06,-1.110338e-05
4.898000e-10,7.694501e-04,-2.567733e-04,-5.025240e-06,5.021038e-06,-1.100381e-05
4.900000e-10,7.710450e-04,-2.519324e-04,-5.026314e-06,5.022852e-06,-1.089660e-05
4.902000e-10,7.726095e-04,-2.470833e-04,-5.027242e-06,5.024728e-06,-1.078865e-05
4.904000e-10,7.741434e-04,-2.422263e-04,-5.028056e-06,5.026616e-06,-1.068663e-05
4.906000e-10,7.756468e-04,-2.373611e-04,-5.028799e-06,5.028480e-06,-1.059637e-05
4.908000e-10,7.771195e-04,-2.324867e-04,-5.029519e-06,5.030296e-06,-1.052241e-05
4.910000e-10,7.785616e-04,-2.276018e-04,-5.030270e-06,5.032054e-06,-1.046762e-05
4.912000e-10,7.799729e-04,-2.227053e-04,-5.031104e-06,5.033761e-06,-1.043308e-05
4.914000e-10,7.813535e-04,-2.177972e-04,-5.032068e-06,5.035433e-06,-1.041814e-05
4.916000e-10,7.827032e-04,-2.128786e-04,-5.033206e-06,5.037094e-06,-1.042061e-05
4.918000e-10,7.840220e-04,-2.079514e-04,-5.034552e-06,5.038777e-06,-1.043719e-05
4.920000e-10,7.853098e-04,-2.030180e-04,-5.036130e-06,5.040513e-06,-1.046391e-05
4.922000e-10,7.865666e-04,-1.980799e-04,-5.037955e-06,5.042333e-06,-1.049669e-05
4.924000e-10,7.877924e-04,-1.931375e-04,-5.040030e-06,5.044265e-06,-1.053184e-05
4.926000e-10,7.889871e-04,-1.881898e-04,-5.042351e-06,5.046332e-06,-1.056655e-05
4.928000e-10,7.901506e-04,-1.832348e-04,-5.044908e-06,5.048551e-06,-1.059929e-05
4.930000e-10,7.912829e-04,-1.782704e-04,-5.047682e-06,5.050932e-06,-1.063003e-05
4.932000e-10,7.923841e-04,-1.732954e-04,-5.050650e-06,5.053478e-06,-1.066034e-05
4.934000e-10,7.934539e-04,-1.683100e-04,-5.053781e-06,5.056179e-06,-1.069334e-05
4.936000e-10,7.944924e-04,-1.633162e-04,-5.057031e-06,5.059010e-06,-1.073347e-05
4.938000e-10,7.954996e-04,-1.583166e-04,-5.060338e-06,5.061922e-06,-1.078610e-05
4.940000e-10,7.964753e-04,-1.533135e-04,-5.063617e-06,5.064838e-06,-1.085695e-05
4.942000e-10,7.974196e-04,-1.483082e-04,-5.066757e-06,5.067648e-06,-1.095154e-05
4.944000e-10,7.983324e-04,-1.433000e-04,-5.069615e-06,5.070210e-06,-1.107442e-05
4.946000e-10,7.992137e-04,-1.382872e-04,-5.072025e-06,5.072350e-06,-1.122850e-05
4.948000e-10,8.000635e-04,-1.332676e-04,-5.073792e-06,5.073866e-06,-1.141437e-05
4.950000e-10,8.008817e-04,-1.282399e-04,-5.074706e-06,5.074539e-06,-1.162980e-05
4.952000e-10,8.016684e-04,-1.232043e-04,-5.074550e-06,5.074140e-06,-1.186939e-05
4.954000e-10,8.024234e-04,-1.181623e-04,-5.073116e-06,5.072455e-06,-1.212447e-05
4.956000e-10,8.031467e-04,-1.131160e-04,-5.070227e-06,5.069304e-06,-1.238341e-05
4.958000e-10,8.038383e-04,-1.080671e-04,-5.065764e-06,5.064569e-06,-1.263218e-05
4.960000e-10,8.044982e-04,-1.030160e-04,-5.059698e-06,5.058227e-06,-1.285534e-05
4.962000e-10,8.051262e-04,-9.796142e-05,-5.052114e-06,5.050378e-06,-1.303730e-05
4.964000e-10,8.057225e-04,-9.290163e-05,-5.043233e-06,5.041257e-06,-1.316390e-05
4.966000e-10,8.062869e-04,-8.783504e-05,-5.033408e-06,5.031237e-06,-1.322393e-05
4.968000e-10,8.068196e-04,-8.276145e-05,-5.023111e-06,5.020809e-06,-1.321081e-05
4.970000e-10,8.073204e-04,-7.768227e-05,-5.012898e-06,5.010543e-06,-1.312381e-05
4.972000e-10,8.077892e-04,-7.260005e-05,-5.003354e-06,5.001039e-06,-1.296905e-05
4.974000e-10,8.082262e-04,-6.751736e-05,-4.995043e-06,4.992868e-06,-1.275981e-05
4.976000e-10,8.086312e-04,-6.243562e-05,-4.988453e-06,4.986520e-06,-1.251626e-05
4.978000e-10,8.090043e-04,-5.735464e-05,-4.983950e-06,4.982357e-06,-1.226442e-05
4.980000e-10,8.093454e-04,-5.227292e-05,-4.981751e-06,4.980586e-06,-1.203449e-05
4.982000e-10,8.096547e-04,-4.718867e-05,-4.981912e-06,4.981251e-06,-1.185847e-05
4.984000e-10,8.099320e-04,-4.210093e-05,-4.984332e-06,4.984232e-06,-1.176747e-05
4.986000e-10,8.101773e-04,-3.701018e-05,-4.988772e-06,4.989268e-06,-1.178873e-05
4.988000e-10,8.103907e-04,-3.191812e-05,-4.994870e-06,4.995970e-06,-1.194278e-05
4.990000e-10,8.105722e-04,-2.682673e-05,-5.002168e-06,5.003849e-06,-1.224099e-05
4.992000e-10,8.107216e-04,-2.173722e-05,-5.010134e-06,5.012334e-06,-1.268378e-05
4.994000e-10,8.108390e-04,-1.664934e-05,-5.018186e-06,5.020803e-06,-1.325980e-05
4.996000e-10,8.109244e-04,-1.156151e-05,-5.025722e-06,5.028612e-06,-1.394621e-05
4.998000e-10,8.109777e-04,-6.471702e-06,-5.032157e-06,5.035135e-06,-1.471006e-05
5.000000e-10,8.109991e-04,-1.378440e-06,-5.036967e-06,5.039814e-06,-1.551073e-05
5.002000e-10,8.109885e-04,3.718396e-06,-5.039729e-06,5.042209e-06,-1.630319e-05
5.004000e-10,8.109459e-04,8.817576e-06,-5.040171e-06,5.042050e-06,-1.704167e-05
5.006000e-10,8.108713e-04,1.391718e-05,-5.038206e-06,5.039281e-06,-1.768345e-05
5.008000e-10,8.107646e-04,1.901551e-05,-5.033956e-06,5.034079e-06,-1.819241e-05
5.010000e-10,8.106258e-04,2.411180e-05,-5.027757e-06,5.026861e-06,-1.854201e-05
5.012000e-10,8.104551e-04,2.920624e-05,-5.020136e-06,5.018251e-06,-1.871760e-05
5.014000e-10,8.102523e-04,3.429954e-05,-5.011769e-06,5.009026e-06,-1.871796e-05
5.016000e-10,8.100175e-04,3.939218e-05,-5.003413e-06,5.000036e-06,-1.855589e-05
5.018000e-10,8.097507e-04,4.448391e-05,-4.995825e-06,4.992110e-06,-1.825784e-05
5.020000e-10,8.094520e-04,4.957381e-05,-4.989680e-06,4.985964e-06,-1.786250e-05
5.022000e-10,8.091213e-04,5.466066e-05,-4.985498e-06,4.982124e-06,-1.741822e-05
5.024000e-10,8.087588e-04,5.974357e-05,-4.983585e-06,4.980865e-06,-1.697953e-05
5.026000e-10,8.083642e-04,6.482232e-05,-4.984010e-06,4.982195e-06,-1.660273e-05
5.028000e-10,8.079378e-04,6.989731e-05,-4.986604e-06,4.985860e-06,-1.634125e-05
5.030000e-10,8.074795e-04,7.496921e-05,-4.990991e-06,4.991385e-06,-1.624104e-05
5.032000e-10,8.069893e-04,8.003849e-05,-4.996636e-06,4.998130e-06,-1.633667e-05
5.034000e-10,8.064673e-04,8.510513e-05,-5.002905e-06,5.005362e-06,-1.664863e-05
5.036000e-10,8.059135e-04,9.016872e-05,-5.009131e-06,5.012324e-06,-1.718215e-05
5.038000e-10,8.053279e-04,9.522879e-05,-5.014673e-06,5.018305e-06,-1.792767e-05
5.040000e-10,8.047105e-04,1.002851e-04,-5.018977e-06,5.022704e-06,-1.886292e-05
5.042000e-10,8.040614e-04,1.053376e-04,-5.021632e-06,5.025094e-06,-1.995614e-05
5.044000e-10,8.033804e-04,1.103868e-04,-5.022407e-06,5.025265e-06,-2.117021e-05
5.046000e-10,8.026678e-04,1.154327e-04,-5.021284e-06,5.023256e-06,-2.246682e-05
5.048000e-10,8.019234e-04,1.204751e-04,-5.018458e-06,5.019352e-06,-2.381034e-05
5.050000e-10,8.011473e-04,1.255137e-04,-5.014315e-06,5.014054e-06,-2.517085e-05
5.052000e-10,8.003395e-04,1.305475e-04,-5.009385e-06,5.008017e-06,-2.652614e-05
5.054000e-10,7.995002e-04,1.355760e-04,-5.004273e-06,5.001963e-06,-2.786262e-05
5.056000e-10,7.986292e-04,1.405985e-04,-4.999579e-06,4.996588e-06,-2.917538e-05
5.058000e-10,7.977267e-04,1.456149e-04,-4.995822e-06,4.992477e-06,-3.046741e-05
5.060000e-10,7.967927e-04,1.506249e-04,-4.993379e-06,4.990030e-06,-3.174838e-05
5.062000e-10,7.958273e-04,1.556285e-04,-4.992437e-06,4.989420e-06,-3.303312e-05
5.064000e-10,7.948305e-04,1.606253e-04,-4.992990e-06,4.990586e-06,-3.433979e-05
5.066000e-10,7.938023e-04,1.656151e-04,-4.994841e-06,4.993256e-06,-3.568798e-05
5.068000e-10,7.927429e-04,1.705975e-04,-4.997647e-06,4.996988e-06,-3.709675e-05
5.070000e-10,7.916522e-04,1.755724e-04,-5.000964e-06,5.001240e-06,-3.858275e-05
5.072000e-10,7.905303e-04,1.805400e-04,-5.004312e-06,5.005439e-06,-4.015839e-05
5.074000e-10,7.893772e-04,1.855003e-04,-5.007234e-06,5.009049e-06,-4.183031e-05
5.076000e-10,7.881929e-04,1.904537e-04,-5.009353e-06,5.011633e-06,-4.359791e-05
5.078000e-10,7.869776e-04,1.954003e-04,-5.010415e-06,5.012906e-06,-4.545221e-05
5.080000e-10,7.857311e-04,2.003400e-04,-5.010317e-06,5.012761e-06,-4.737479e-05
5.082000e-10,7.844535e-04,2.052729e-04,-5.009117e-06,5.011278e-06,-4.933705e-05
5.084000e-10,7.831449e-04,2.101989e-04,-5.007017e-06,5.008706e-06,-5.130002e-05
5.086000e-10,7.818053e-04,2.151176e-04,-5.004332e-06,5.005422e-06,-5.321506e-05
5.088000e-10,7.804348e-04,2.200288e-04,-5.001441e-06,5.001874e-06,-5.502594e-05
5.090000e-10,7.790335e-04,2.249321e-04,-4.998728e-06,4.998517e-06,-5.667246e-05
5.092000e-10,7.776013e-04,2.298271e-04,-4.996534e-06,4.995752e-06,-5.809583e-05
5.094000e-10,7.761385e-04,2.347132e-04,-4.995107e-06,4.993876e-06,-5.924495e-05
5.096000e-10,7.746451e-04,2.395899e-04,-4.994578e-06,4.993048e-06,-6.008290e-05
5.098000e-10,7.731212e-04,2.444567e-04,-4.994950e-06,4.993284e-06,-6.059224e-05
5.100000e-10,7.715668e-04,2.493131e-04,-4.996107e-06,4.994467e-06,-6.077822e-05
5.102000e-10,7.699821e-04,2.541589e-04,-4.997843e-06,4.996373e-06,-6.066908e-05
5.104000e-10,7.683671e-04,2.589938e-04,-4.999893e-06,4.998712e-06,-6.031351e-05
5.106000e-10,7.667218e-04,2.638177e-04,-5.001973e-06,5.001170e-06,-5.977582e-05
5.108000e-10,7.650463e-04,2.686306e-04,-5.003817e-06,5.003443e-06,-5.912971e-05
5.110000e-10,7.633406e-04,2.734324e-04,-5.005213e-06,5.005280e-06,-5.845185e-05
5.112000e-10,7.616048e-04,2.782230e-04,-5.006016e-06,5.006499e-06,-5.781607e-05
5.114000e-10,7.598387e-04,2.830024e-04,-5.006170e-06,5.007002e-06,-5.728880e-05
5.116000e-10,7.580426e-04,2.877704e-04,-5.005699e-06,5.006782e-06,-5.692583e-05
5.118000e-10,7.562164e-04,2.925270e-04,-5.004701e-06,5.005912e-06,-5.677010e-05
5.120000e-10,7.543603e-04,2.972721e-04,-5.003329e-06,5.004530e-06,-5.685028e-05
5.122000e-10,7.524742e-04,3.020057e-04,-5.001765e-06,5.002818e-06,-5.717960e-05
5.124000e-10,7.505583e-04,3.067276e-04,-5.000199e-06,5.000980e-06,-5.775490e-05
5.126000e-10,7.486127e-04,3.114378e-04,-4.998801e-06,4.999221e-06,-5.855577e-05
5.128000e-10,7.466376e-04,3.161364e-04,-4.997711e-06,4.997726e-06,-5.954424e-05
5.130000e-10,7.446331e-04,3.208231e-04,-4.997023e-06,4.996644e-06,-6.066546e-05
5.132000e-10,7.425993e-04,3.254978e-04,-4.996783e-06,4.996082e-06,-6.184998e-05
5.134000e-10,7.405364e-04,3.301602e-04,-4.996990e-06,4.996092e-06,-6.301813e-05
5.136000e-10,7.384444e-04,3.348101e-04,-4.997600e-06,4.996672e-06,-6.408653e-05
5.138000e-10,7.363235e-04,3.394470e-04,-4.998537e-06,4.997765e-06,-6.497656e-05
5.140000e-10,7.341736e-04,3.440708e-04,-4.999699e-06,4.999264e-06,-6.562341e-05
5.142000e-10,7.319949e-04,3.486810e-04,-5.000968e-06,5.001015e-06,-6.598456e-05
