time,"V(B11|XBFR1)","V(B21|XBFR1)","I(B11|XBFR1)","I(B21|XBFR1)"
9.486000e-10,5.729218e-07,-5.679962e-07,4.130694e-06,-6.850764e-06
9.488000e-10,4.791723e-07,-5.006329e-07,4.146369e-06,-6.866285e-06
9.490000e-10,3.885549e-07,-4.300878e-07,4.159789e-06,-6.879193e-06
9.492000e-10,3.032756e-07,-3.541571e-07,4.170886e-06,-6.889558e-06
9.494000e-10,2.241330e-07,-2.720477e-07,4.179568e-06,-6.897471e-06
9.496000e-10,1.504217e-07,-1.844737e-07,4.185746e-06,-6.903021e-06
9.498000e-10,8.019698e-08,-9.339131e-08,4.189351e-06,-6.906278e-06
9.500000e-10,1.081518e-08,-1.457113e-09,4.190354e-06,-6.907274e-06
9.502000e-10,3.129589e-06,3.278660e-06,4.970310e-06,-6.124443e-06
9.504000e-10,9.172470e-06,9.487228e-06,5.691066e-06,-5.396256e-06
9.506000e-10,1.674044e-05,1.722421e-05,6.292914e-06,-4.782730e-06
9.508000e-10,2.399756e-05,2.464728e-05,6.774274e-06,-4.285346e-06
9.510000e-10,2.925527e-05,3.005785e-05,7.155437e-06,-3.882901e-06
9.512000e-10,2.820319e-05,2.913859e-05,6.695576e-06,-4.314575e-06
9.514000e-10,2.077972e-05,2.184016e-05,6.284402e-06,-4.689572e-06
9.516000e-10,8.887962e-06,1.008941e-05,6.031655e-06,-4.898894e-06
9.518000e-10,-4.470950e-06,-3.090876e-06,5.975863e-06,-4.906799e-06
9.520000e-10,-1.609102e-05,-1.449423e-05,6.112243e-06,-4.721564e-06
9.522000e-10,-2.335962e-05,-2.153402e-05,6.391072e-06,-4.394889e-06
9.524000e-10,-2.485026e-05,-2.282154e-05,6.731024e-06,-4.007028e-06
9.526000e-10,-2.059475e-05,-1.841318e-05,7.040272e-06,-3.646065e-06
9.528000e-10,-1.198881e-05,-9.699615e-06,7.239358e-06,-3.387177e-06
9.530000e-10,-1.373877e-06,1.008250e-06,7.279847e-06,-3.276399e-06
9.532000e-10,8.583485e-06,1.107907e-05,7.154102e-06,-3.321970e-06
9.534000e-10,1.554943e-05,1.819727e-05,6.894225e-06,-3.494608e-06
9.536000e-10,1.805528e-05,2.088789e-05,6.561355e-06,-3.736314e-06
9.538000e-10,1.578563e-05,1.881406e-05,6.228884e-06,-3.975486e-06
9.540000e-10,9.572655e-06,1.278790e-05,5.964266e-06,-4.144668e-06
9.542000e-10,1.121467e-06,4.507124e-06,5.813758e-06,-4.196510e-06
9.544000e-10,-7.448462e-06,-3.903920e-06,5.793230e-06,-4.114014e-06
9.546000e-10,-1.412716e-05,-1.042649e-05,5.886549e-06,-3.912766e-06
9.548000e-10,-1.747895e-05,-1.362015e-05,6.051379e-06,-3.635068e-06
9.550000e-10,-1.694445e-05,-1.292662e-05,6.230676e-06,-3.338026e-06
9.552000e-10,-1.291813e-05,-8.743784e-06,6.366988e-06,-3.078956e-06
9.554000e-10,-6.595392e-06,-2.268498e-06,6.416060e-06,-2.901813e-06
9.556000e-10,3.613964e-07,4.838523e-06,6.356522e-06,-2.827730e-06
9.558000e-10,6.246951e-06,1.087480e-05,6.193508e-06,-2.851541e-06
9.560000e-10,9.720006e-06,1.450081e-05,5.955724e-06,-2.944698e-06
9.562000e-10,1.009709e-05,1.503338e-05,5.687103e-06,-3.063504e-06
9.564000e-10,7.470974e-06,1.256546e-05,5.435443e-06,-3.160442e-06
9.566000e-10,2.637948e-06,7.894190e-06,5.240899e-06,-3.195709e-06
9.568000e-10,-3.135768e-06,2.286446e-06,5.127025e-06,-3.146168e-06
9.570000e-10,-8.442913e-06,-2.851807e-06,5.096267e-06,-3.009730e-06
9.572000e-10,-1.207641e-05,-6.317401e-06,5.130673e-06,-2.804415e-06
9.574000e-10,-1.330223e-05,-7.381164e-06,5.197388e-06,-2.562727e-06
9.576000e-10,-1.200351e-05,-5.929085e-06,5.257381e-06,-2.323013e-06
9.578000e-10,-8.669344e-06,-2.448978e-06,5.275140e-06,-2.120081e-06
9.580000e-10,-4.239926e-06,2.123765e-06,5.226937e-06,-1.977269e-06
9.582000e-10,1.458447e-07,6.655783e-06,5.105727e-06,-1.901715e-06
9.584000e-10,3.433699e-06,1.009602e-05,4.921709e-06,-1.883684e-06
9.586000e-10,4.898476e-06,1.171893e-05,4.698730e-06,-1.899895e-06
9.588000e-10,4.294156e-06,1.127558e-05,4.467691e-06,-1.919850e-06
9.590000e-10,1.880368e-06,9.022340e-06,4.258762e-06,-1.913506e-06
9.592000e-10,-1.672310e-06,5.627976e-06,4.094330e-06,-1.858397e-06
9.594000e-10,-5.467660e-06,1.988585e-06,3.984246e-06,-1.744506e-06
9.596000e-10,-8.610148e-06,-9.995469e-07,3.924344e-06,-1.575868e-06
9.598000e-10,-1.041648e-05,-2.652501e-06,3.898321e-06,-1.368699e-06
9.600000e-10,-1.056358e-05,-2.647087e-06,3.882370e-06,-1.146747e-06
9.602000e-10,-9.141997e-06,-1.073995e-06,3.851279e-06,-9.351639e-07
9.604000e-10,-6.607982e-06,1.610585e-06,3.784490e-06,-7.544519e-07
9.606000e-10,-3.651839e-06,4.716753e-06,3.670675e-06,-6.159134e-07
9.608000e-10,-1.019205e-06,7.499444e-06,3.509825e-06,-5.195775e-07
9.610000e-10,6.692882e-07,9.338476e-06,3.312530e-06,-4.549267e-07
9.612000e-10,1.056999e-06,9.877380e-06,3.096773e-06,-4.040727e-07
9.614000e-10,1.186396e-07,9.090787e-06,2.883200e-06,-3.464730e-07
9.616000e-10,-1.855258e-06,7.268970e-06,2.690051e-06,-2.639720e-07
9.618000e-10,-4.347642e-06,4.928580e-06,2.529002e-06,-1.449487e-07
9.620000e-10,-6.752079e-06,2.675539e-06,2.402821e-06,1.335441e-08
9.622000e-10,-8.522203e-06,1.055710e-06,2.305286e-06,2.047555e-07
9.624000e-10,-9.297316e-06,4.295004e-07,2.223248e-06,4.161768e-07
9.626000e-10,-8.975898e-06,8.985255e-07,2.140194e-06,6.311853e-07
9.628000e-10,-7.722914e-06,2.298302e-06,2.040393e-06,8.340956e-07
9.630000e-10,-5.913409e-06,4.254437e-06,1.912577e-06,1.013632e-06
9.632000e-10,-4.029914e-06,6.284913e-06,1.752326e-06,1.165311e-06
9.634000e-10,-2.541033e-06,7.921278e-06,1.562665e-06,1.292070e-06
9.636000e-10,-1.791264e-06,8.818792e-06,1.352859e-06,1.403089e-06
9.638000e-10,-1.927448e-06,8.830138e-06,1.135809e-06,1.511218e-06
9.640000e-10,-2.876875e-06,8.027539e-06,9.247550e-07,1.629692e-06
9.642000e-10,-4.378837e-06,6.671392e-06,7.301226e-07,1.768965e-06
9.644000e-10,-6.058651e-06,5.136331e-06,5.572406e-07,1.934408e-06
9.646000e-10,-7.523852e-06,3.815017e-06,4.054156e-07,2.125361e-06
9.648000e-10,-8.458327e-06,3.023920e-06,2.684937e-07,2.335677e-06
9.650000e-10,-8.692232e-06,2.933260e-06,1.366773e-07,2.555529e-06
9.652000e-10,-8.232705e-06,3.536156e-06,-9.145394e-10,2.773978e-06
9.654000e-10,-7.250638e-06,4.661763e-06,-1.535975e-07,2.981637e-06
9.656000e-10,-6.029523e-06,6.026427e-06,-3.270177e-07,3.172794e-06
9.658000e-10,-4.890959e-06,7.308266e-06,-5.220527e-07,3.346527e-06
9.660000e-10,-4.115990e-06,8.225956e-06,-7.349119e-07,3.506606e-06
9.662000e-10,-3.881177e-06,8.602736e-06,-9.583348e-07,3.660294e-06
9.664000e-10,-4.223585e-06,8.401444e-06,-1.183535e-06,3.816391e-06
9.666000e-10,-5.041091e-06,7.724170e-06,-1.402376e-06,3.983053e-06
9.668000e-10,-6.125658e-06,6.778978e-06,-1.609261e-06,4.165901e-06
9.670000e-10,-7.219527e-06,5.823732e-06,-1.802284e-06,4.366851e-06
9.672000e-10,-8.079520e-06,5.101823e-06,-1.983442e-06,4.583902e-06
9.674000e-10,-8.533669e-06,4.785529e-06,-2.157900e-06,4.811857e-06
9.676000e-10,-8.517257e-06,4.939873e-06,-2.332555e-06,5.043758e-06
9.678000e-10,-8.081095e-06,5.514221e-06,-2.514288e-06,5.272639e-06
9.680000e-10,-7.371909e-06,6.361798e-06,-2.708335e-06,5.493175e-06
9.682000e-10,-6.591341e-06,7.280701e-06,-2.917153e-06,5.702836e-06
9.684000e-10,-5.944659e-06,8.065274e-06,-3.140024e-06,5.902298e-06
9.686000e-10,-5.591993e-06,8.555022e-06,-3.373425e-06,6.095076e-06
9.688000e-10,-5.613440e-06,8.669594e-06,-3.612045e-06,6.286499e-06
9.690000e-10,-5.995376e-06,8.422522e-06,-3.850155e-06,6.482335e-06
9.692000e-10,-6.639821e-06,7.911844e-06,-4.082981e-06,6.687391e-06
9.694000e-10,-7.393130e-06,7.291401e-06,-4.307773e-06,6.904440e-06
9.696000e-10,-8.085955e-06,6.730848e-06,-4.524315e-06,7.133694e-06
9.698000e-10,-8.574279e-06,6.374572e-06,-4.734806e-06,7.372917e-06
9.700000e-10,-8.771748e-06,6.309262e-06,-4.943176e-06,7.618108e-06
9.702000e-10,-8.666243e-06,6.547235e-06,-5.154042e-06,7.864553e-06
9.704000e-10,-8.317839e-06,7.028389e-06,-5.371570e-06,8.107982e-06
9.706000e-10,-7.839875e-06,7.639138e-06,-5.598520e-06,8.345545e-06
9.708000e-10,-7.368729e-06,8.242720e-06,-5.835685e-06,8.576390e-06
9.710000e-10,-7.030172e-06,8.712970e-06,-6.081831e-06,8.801727e-06
9.712000e-10,-6.910442e-06,8.963358e-06,-6.334115e-06,9.024406e-06
9.714000e-10,-7.038539e-06,8.964751e-06,-6.588857e-06,9.248134e-06
9.716000e-10,-7.383164e-06,8.748476e-06,-6.842456e-06,9.476541e-06
9.718000e-10,-7.864056e-06,8.394951e-06,-7.092233e-06,9.712330e-06
9.720000e-10,-8.374115e-06,8.011541e-06,-7.336990e-06,9.956694e-06
9.722000e-10,-8.806360e-06,7.705549e-06,-7.577198e-06,1.020913e-05
9.724000e-10,-9.079074e-06,7.559017e-06,-7.814763e-06,1.046768e-05
9.726000e-10,-9.153322e-06,7.611124e-06,-8.052487e-06,1.072945e-05
9.728000e-10,-9.039248e-06,7.851805e-06,-8.293338e-06,1.099135e-05
9.730000e-10,-8.790442e-06,8.227355e-06,-8.539744e-06,1.125087e-05
9.732000e-10,-8.488484e-06,8.655907e-06,-8.793055e-06,1.150657e-05
9.734000e-10,-8.221985e-06,9.048486e-06,-9.053292e-06,1.175838e-05
9.736000e-10,-8.065365e-06,9.330333e-06,-9.319226e-06,1.200750e-05
9.738000e-10,-8.062380e-06,9.457468e-06,-9.588744e-06,1.225606e-05
9.740000e-10,-8.217917e-06,9.424938e-06,-9.859398e-06,1.250653e-05
9.742000e-10,-8.499420e-06,9.265380e-06,-1.012899e-05,1.276111e-05
9.744000e-10,-8.846984e-06,9.038907e-06,-1.039607e-05,1.302127e-05
9.746000e-10,-9.189162e-06,8.817255e-06,-1.066021e-05,1.328740e-05
9.748000e-10,-9.460408e-06,8.666279e-06,-1.092205e-05,1.355881e-05
9.750000e-10,-9.615970e-06,8.630994e-06,-1.118305e-05,1.383396e-05
9.752000e-10,-9.640929e-06,8.726467e-06,-1.144512e-05,1.411085e-05
9.754000e-10,-9.551683e-06,8.936287e-06,-1.171010e-05,1.438753e-05
9.756000e-10,-9.390045e-06,9.218471e-06,-1.197937e-05,1.466252e-05
9.758000e-10,-9.211830e-06,9.516918e-06,-1.225352e-05,1.493516e-05
9.760000e-10,-9.072970e-06,9.775387e-06,-1.253230e-05,1.520564e-05
9.762000e-10,-9.016529e-06,9.950553e-06,-1.281469e-05,1.547497e-05
9.764000e-10,-9.063578e-06,1.002120e-05,-1.309921e-05,1.574463e-05
9.766000e-10,-9.209775e-06,9.991664e-06,-1.338426e-05,1.601621e-05
9.768000e-10,-9.428066e-06,9.889113e-06,-1.366852e-05,1.629104e-05
9.770000e-10,-9.676447e-06,9.755759e-06,-1.395122e-05,1.656987e-05
9.772000e-10,-9.908675e-06,9.638109e-06,-1.423226e-05,1.685275e-05
9.774000e-10,-1.008522e-05,9.575949e-06,-1.451222e-05,1.713904e-05
9.776000e-10,-1.018191e-05,9.593624e-06,-1.479213e-05,1.742762e-05
9.778000e-10,-1.019453e-05,9.695462e-06,-1.507323e-05,1.771714e-05
9.780000e-10,-1.013836e-05,9.866100e-06,-1.535665e-05,1.800637e-05
9.782000e-10,-1.004344e-05,1.007533e-05,-1.564317e-05,1.829445e-05
9.784000e-10,-9.946657e-06,1.028603e-05,-1.593302e-05,1.858106e-05
9.786000e-10,-9.882838e-06,1.046312e-05,-1.622590e-05,1.886646e-05
9.788000e-10,-9.876918e-06,1.058146e-05,-1.652105e-05,1.915138e-05
9.790000e-10,-9.938900e-06,1.063097e-05,-1.681746e-05,1.943681e-05
9.792000e-10,-1.006257e-05,1.061787e-05,-1.711410e-05,1.972376e-05
9.794000e-10,-1.022799e-05,1.056223e-05,-1.741016e-05,2.001303e-05
9.796000e-10,-1.040698e-05,1.049241e-05,-1.770523e-05,2.030500e-05
9.798000e-10,-1.057005e-05,1.043813e-05,-1.799930e-05,2.059961e-05
9.800000e-10,-1.069322e-05,1.042356e-05,-1.829279e-05,2.089635e-05
9.802000e-10,-1.076306e-05,1.046227e-05,-1.858642e-05,2.119443e-05
9.804000e-10,-1.077907e-05,1.055480e-05,-1.888096e-05,2.149297e-05
9.806000e-10,-1.075286e-05,1.068948e-05,-1.917711e-05,2.179117e-05
9.808000e-10,-1.070477e-05,1.084580e-05,-1.947530e-05,2.208849e-05
9.810000e-10,-1.065867e-05,1.099970e-05,-1.977562e-05,2.238478e-05
9.812000e-10,-1.063637e-05,1.112919e-05,-2.007783e-05,2.268023e-05
9.814000e-10,-1.065284e-05,1.121914e-05,-2.038139e-05,2.297534e-05
9.816000e-10,-1.071330e-05,1.126426e-05,-2.068562e-05,2.327074e-05
9.818000e-10,-1.081275e-05,1.126961e-05,-2.098986e-05,2.356708e-05
9.820000e-10,-1.093770e-05,1.124875e-05,-2.129358e-05,2.386484e-05
9.822000e-10,-1.106983e-05,1.122017e-05,-2.159652e-05,2.416423e-05
9.824000e-10,-1.119035e-05,1.120285e-05,-2.189869e-05,2.446518e-05
9.826000e-10,-1.128423e-05,1.121197e-05,-2.220036e-05,2.476732e-05
9.828000e-10,-1.134326e-05,1.125582e-05,-2.250197e-05,2.507012e-05
9.830000e-10,-1.136747e-05,1.133441e-05,-2.280403e-05,2.537298e-05
9.832000e-10,-1.136449e-05,1.144005e-05,-2.310695e-05,2.567537e-05
9.834000e-10,-1.134743e-05,1.155952e-05,-2.341101e-05,2.597693e-05
9.836000e-10,-1.133156e-05,1.167738e-05,-2.371624e-05,2.627755e-05
9.838000e-10,-1.133086e-05,1.177951e-05,-2.402246e-05,2.657733e-05
9.840000e-10,-1.135499e-05,1.185613e-05,-2.432933e-05,2.687657e-05
9.842000e-10,-1.140751e-05,1.190365e-05,-2.463639e-05,2.717568e-05
9.844000e-10,-1.148547e-05,1.192500e-05,-2.494319e-05,2.747506e-05
9.846000e-10,-1.158054e-05,1.192864e-05,-2.524938e-05,2.777502e-05
9.848000e-10,-1.168113e-05,1.192625e-05,-2.555474e-05,2.807570e-05
9.850000e-10,-1.177516e-05,1.193005e-05,-2.585927e-05,2.837704e-05
9.852000e-10,-1.185271e-05,1.195009e-05,-2.616311e-05,2.867882e-05
9.854000e-10,-1.190800e-05,1.199224e-05,-2.646651e-05,2.898067e-05
9.856000e-10,-1.194036e-05,1.205717e-05,-2.676977e-05,2.928218e-05
9.858000e-10,-1.195404e-05,1.214061e-05,-2.707318e-05,2.958299e-05
9.860000e-10,-1.195698e-05,1.223455e-05,-2.737690e-05,2.988283e-05
9.862000e-10,-1.195881e-05,1.232922e-05,-2.768098e-05,3.018156e-05
9.864000e-10,-1.196874e-05,1.241530e-05,-2.798529e-05,3.047922e-05
9.866000e-10,-1.199359e-05,1.248586e-05,-2.828964e-05,3.077596e-05
9.868000e-10,-1.203655e-05,1.253770e-05,-2.859370e-05,3.107203e-05
9.870000e-10,-1.209667e-05,1.257174e-05,-2.889718e-05,3.136767e-05
9.872000e-10,-1.216943e-05,1.259257e-05,-2.919980e-05,3.166310e-05
9.874000e-10,-1.224785e-05,1.260725e-05,-2.950139e-05,3.195840e-05
9.876000e-10,-1.232420e-05,1.262361e-05,-2.980188e-05,3.225358e-05
9.878000e-10,-1.239160e-05,1.264865e-05,-3.010133e-05,3.254850e-05
9.880000e-10,-1.244542e-05,1.268704e-05,-3.039986e-05,3.284292e-05
9.882000e-10,-1.248412e-05,1.274038e-05,-3.069765e-05,3.313657e-05
9.884000e-10,-1.250932e-05,1.280704e-05,-3.099487e-05,3.342917e-05
9.886000e-10,-1.252527e-05,1.288270e-05,-3.129163e-05,3.372051e-05
9.888000e-10,-1.253779e-05,1.296146e-05,-3.158799e-05,3.401044e-05
9.890000e-10,-1.255299e-05,1.303713e-05,-3.188390e-05,3.429891e-05
9.892000e-10,-1.257597e-05,1.310454e-05,-3.217923e-05,3.458599e-05
9.894000e-10,-1.260984e-05,1.316049e-05,-3.247379e-05,3.487178e-05
9.896000e-10,-1.265529e-05,1.320431e-05,-3.276736e-05,3.515644e-05
9.898000e-10,-1.271052e-05,1.323781e-05,-3.305974e-05,3.544010e-05
9.900000e-10,-1.277184e-05,1.326473e-05,-3.335076e-05,3.572285e-05
9.902000e-10,-1.283450e-05,1.328989e-05,-3.364032e-05,3.600471e-05
9.904000e-10,-1.289375e-05,1.331813e-05,-3.392840e-05,3.628561e-05
9.906000e-10,-1.294575e-05,1.335335e-05,-3.421503e-05,3.656542e-05
9.908000e-10,-1.298829e-05,1.339780e-05,-3.450029e-05,3.684396e-05
9.910000e-10,-1.302113e-05,1.345174e-05,-3.478429e-05,3.712102e-05
9.912000e-10,-1.304589e-05,1.351353e-05,-3.506711e-05,3.739643e-05
9.914000e-10,-1.306562e-05,1.358007e-05,-3.534879e-05,3.767001e-05
9.916000e-10,-1.308409e-05,1.364753e-05,-3.562933e-05,3.794170e-05
9.918000e-10,-1.310503e-05,1.371211e-05,-3.590867e-05,3.821145e-05
9.920000e-10,-1.313137e-05,1.377082e-05,-3.618671e-05,3.847929e-05
9.922000e-10,-1.316478e-05,1.382196e-05,-3.646329e-05,3.874528e-05
9.924000e-10,-1.320537e-05,1.386541e-05,-3.673827e-05,3.900951e-05
9.926000e-10,-1.325183e-05,1.390249e-05,-3.701149e-05,3.927204e-05
9.928000e-10,-1.330175e-05,1.393567e-05,-3.728283e-05,3.953290e-05
9.930000e-10,-1.335215e-05,1.396798e-05,-3.755224e-05,3.979208e-05
9.932000e-10,-1.340008e-05,1.400242e-05,-3.781966e-05,4.004952e-05
9.934000e-10,-1.344320e-05,1.404138e-05,-3.808512e-05,4.030512e-05
9.936000e-10,-1.348013e-05,1.408627e-05,-3.834864e-05,4.055873e-05
9.938000e-10,-1.351069e-05,1.413729e-05,-3.861027e-05,4.081020e-05
9.940000e-10,-1.353581e-05,1.419348e-05,-3.887005e-05,4.105940e-05
9.942000e-10,-1.355731e-05,1.425299e-05,-3.912801e-05,4.130621e-05
9.944000e-10,-1.357749e-05,1.431349e-05,-3.938411e-05,4.155053e-05
9.946000e-10,-1.359868e-05,1.437259e-05,-3.963832e-05,4.179233e-05
9.948000e-10,-1.362279e-05,1.442833e-05,-3.989055e-05,4.203159e-05
9.950000e-10,-1.365103e-05,1.447947e-05,-4.014071e-05,4.226834e-05
9.952000e-10,-1.368372e-05,1.452567e-05,-4.038867e-05,4.250261e-05
9.954000e-10,-1.372030e-05,1.456752e-05,-4.063432e-05,4.273442e-05
9.956000e-10,-1.375946e-05,1.460633e-05,-4.087758e-05,4.296378e-05
9.958000e-10,-1.379947e-05,1.464388e-05,-4.111836e-05,4.319067e-05
9.960000e-10,-1.383848e-05,1.468207e-05,-4.135662e-05,4.341507e-05
9.962000e-10,-1.387484e-05,1.472255e-05,-4.159234e-05,4.363687e-05
9.964000e-10,-1.390742e-05,1.476652e-05,-4.182552e-05,4.385600e-05
9.966000e-10,-1.393572e-05,1.481447e-05,-4.205617e-05,4.407233e-05
9.968000e-10,-1.395993e-05,1.486622e-05,-4.228431e-05,4.428574e-05
9.970000e-10,-1.398085e-05,1.492095e-05,-4.250993e-05,4.449614e-05
9.972000e-10,-1.399970e-05,1.497740e-05,-4.273304e-05,4.470344e-05
9.974000e-10,-1.401789e-05,1.503413e-05,-4.295359e-05,4.490756e-05
9.976000e-10,-1.403677e-05,1.508976e-05,-4.317154e-05,4.510847e-05
9.978000e-10,-1.405740e-05,1.514318e-05,-4.338682e-05,4.530615e-05
9.980000e-10,-1.408039e-05,1.519377e-05,-4.359936e-05,4.550058e-05
9.982000e-10,-1.410586e-05,1.524140e-05,-4.380906e-05,4.569178e-05
9.984000e-10,-1.413340e-05,1.528649e-05,-4.401584e-05,4.587973e-05
9.986000e-10,-1.416221e-05,1.532984e-05,-4.421964e-05,4.606442e-05
9.988000e-10,-1.419125e-05,1.537252e-05,-4.442039e-05,4.624583e-05
9.990000e-10,-1.421942e-05,1.541567e-05,-4.461805e-05,4.642390e-05
9.992000e-10,-1.424570e-05,1.546031e-05,-4.481260e-05,4.659857e-05
9.994000e-10,-1.426938e-05,1.550720e-05,-4.500402e-05,4.676977e-05
9.996000e-10,-1.429005e-05,1.555672e-05,-4.519230e-05,4.693738e-05
9.998000e-10,-1.430774e-05,1.560888e-05,-4.537745e-05,4.710134e-05
1.000000e-09,-1.432278e-05,1.566331e-05,-4.555946e-05,4.726154e-05
1.000200e-09,-1.433580e-05,1.571938e-05,-4.573831e-05,4.741790e-05
1.000400e-09,-1.434759e-05,1.577626e-05,-4.591398e-05,4.757036e-05
1.000600e-09,-1.435892e-05,1.583315e-05,-4.608643e-05,4.771885e-05
1.000800e-09,-1.437051e-05,1.588931e-05,-4.625563e-05,4.786335e-05
1.001000e-09,-1.438284e-05,1.594423e-05,-4.642151e-05,4.800382e-05
1.001200e-09,-1.439614e-05,1.599768e-05,-4.658402e-05,4.814023e-05
1.001400e-09,-1.441035e-05,1.604968e-05,-4.674309e-05,4.827256e-05
1.001600e-09,-1.442517e-05,1.610057e-05,-4.689868e-05,4.840080e-05
1.001800e-09,-1.444009e-05,1.615085e-05,-4.705073e-05,4.852490e-05
1.002000e-09,-1.445447e-05,1.620117e-05,-4.719921e-05,4.864483e-05
1.002200e-09,-1.446769e-05,1.625218e-05,-4.734407e-05,4.876054e-05
1.002400e-09,-1.447914e-05,1.630449e-05,-4.748531e-05,4.887195e-05
1.002600e-09,-1.448837e-05,1.635856e-05,-4.762289e-05,4.897900e-05
1.002800e-09,-1.449510e-05,1.641468e-05,-4.775683e-05,4.908162e-05
1.003000e-09,-1.449927e-05,1.647293e-05,-4.788710e-05,4.917971e-05
1.003200e-09,-1.450097e-05,1.653318e-05,-4.801371e-05,4.927320e-05
1.003400e-09,-1.450046e-05,1.659517e-05,-4.813664e-05,4.936202e-05
1.003600e-09,-1.449810e-05,1.665853e-05,-4.825588e-05,4.944608e-05
1.003800e-09,-1.449429e-05,1.672283e-05,-4.837142e-05,4.952534e-05
1.004000e-09,-1.448937e-05,1.678770e-05,-4.848323e-05,4.959972e-05
1.004200e-09,-1.448367e-05,1.685281e-05,-4.859128e-05,4.966919e-05
1.004400e-09,-1.447733e-05,1.691797e-05,-4.869555e-05,4.973369e-05
1.004600e-09,-1.447042e-05,1.698314e-05,-4.879600e-05,4.979318e-05
1.004800e-09,-1.446282e-05,1.704841e-05,-4.889260e-05,4.984763e-05
1.005000e-09,-1.445431e-05,1.711400e-05,-4.898533e-05,4.989698e-05
1.005200e-09,-1.444457e-05,1.718024e-05,-4.907416e-05,4.994119e-05
1.005400e-09,-1.443320e-05,1.724753e-05,-4.915907e-05,4.998020e-05
1.005600e-09,-1.441981e-05,1.731628e-05,-4.924006e-05,5.001395e-05
1.005800e-09,-1.440399e-05,1.738691e-05,-4.931712e-05,5.004236e-05
1.006000e-09,-1.438540e-05,1.745976e-05,-4.939025e-05,5.006536e-05
1.006200e-09,-1.436376e-05,1.753513e-05,-4.945946e-05,5.008288e-05
1.006400e-09,-1.433886e-05,1.761323e-05,-4.952475e-05,5.009482e-05
1.006600e-09,-1.431059e-05,1.769416e-05,-4.958613e-05,5.010109e-05
1.006800e-09,-1.427890e-05,1.777798e-05,-4.964363e-05,5.010161e-05
1.007000e-09,-1.424380e-05,1.786468e-05,-4.969725e-05,5.009629e-05
1.007200e-09,-1.420532e-05,1.795421e-05,-4.974701e-05,5.008503e-05
1.007400e-09,-1.416351e-05,1.804654e-05,-4.979293e-05,5.006775e-05
1.007600e-09,-1.411839e-05,1.814162e-05,-4.983500e-05,5.004436e-05
1.007800e-09,-1.406994e-05,1.823947e-05,-4.987326e-05,5.001477e-05
1.008000e-09,-1.401810e-05,1.834017e-05,-4.990771e-05,4.997890e-05
1.008200e-09,-1.396272e-05,1.844385e-05,-4.993837e-05,4.993666e-05
1.008400e-09,-1.390359e-05,1.855076e-05,-4.996526e-05,4.988794e-05
1.008600e-09,-1.384042e-05,1.866118e-05,-4.998840e-05,4.983266e-05
1.008800e-09,-1.377286e-05,1.877549e-05,-5.000783e-05,4.977071e-05
1.009000e-09,-1.370051e-05,1.889412e-05,-5.002356e-05,4.970197e-05
1.009200e-09,-1.362290e-05,1.901757e-05,-5.003565e-05,4.962634e-05
1.009400e-09,-1.353955e-05,1.914637e-05,-5.004413e-05,4.954366e-05
1.009600e-09,-1.344994e-05,1.928108e-05,-5.004906e-05,4.945381e-05
1.009800e-09,-1.335353e-05,1.942228e-05,-5.005050e-05,4.935663e-05
1.010000e-09,-1.324978e-05,1.957058e-05,-5.004852e-05,4.925196e-05
1.010200e-09,-1.313811e-05,1.972661e-05,-5.004318e-05,4.913962e-05
1.010400e-09,-1.301797e-05,1.989102e-05,-5.003456e-05,4.901941e-05
1.010600e-09,-1.288875e-05,2.006446e-05,-5.002275e-05,4.889114e-05
1.010800e-09,-1.274984e-05,2.024766e-05,-5.000784e-05,4.875458e-05
1.011000e-09,-1.260057e-05,2.044137e-05,-4.998994e-05,4.860949e-05
1.011200e-09,-1.244024e-05,2.064643e-05,-4.996914e-05,4.845563e-05
1.011400e-09,-1.226806e-05,2.086373e-05,-4.994556e-05,4.829273e-05
1.011600e-09,-1.208318e-05,2.109428e-05,-4.991933e-05,4.812047e-05
1.011800e-09,-1.188465e-05,2.133922e-05,-4.989056e-05,4.793856e-05
1.012000e-09,-1.167139e-05,2.159981e-05,-4.985941e-05,4.774663e-05
1.012200e-09,-1.144221e-05,2.187747e-05,-4.982601e-05,4.754432e-05
1.012400e-09,-1.119578e-05,2.217381e-05,-4.979053e-05,4.733120e-05
1.012600e-09,-1.093059e-05,2.249063e-05,-4.975314e-05,4.710683e-05
1.012800e-09,-1.064496e-05,2.282998e-05,-4.971403e-05,4.687070e-05
1.013000e-09,-1.033702e-05,2.319415e-05,-4.967338e-05,4.662226e-05
1.013200e-09,-1.000466e-05,2.358571e-05,-4.963142e-05,4.636090e-05
1.013400e-09,-9.645557e-06,2.400756e-05,-4.958836e-05,4.608593e-05
1.013600e-09,-9.257083e-06,2.446297e-05,-4.954445e-05,4.579661e-05
1.013800e-09,-8.836324e-06,2.495562e-05,-4.949995e-05,4.549209e-05
1.014000e-09,-8.380019e-06,2.548964e-05,-4.945513e-05,4.517142e-05
1.014200e-09,-7.884519e-06,2.606971e-05,-4.941028e-05,4.483354e-05
1.014400e-09,-7.345740e-06,2.670114e-05,-4.936573e-05,4.447728e-05
1.014600e-09,-6.759098e-06,2.738992e-05,-4.932178e-05,4.410128e-05
1.014800e-09,-6.119443e-06,2.814288e-05,-4.927878e-05,4.370405e-05
