time,"I(LOUT)","I(LIN|XOUT)","I(LA|XAND)","I(LB|XAND)","I(LC|XAND)"
1.318000e-09,-1.661595e-05,1.978766e-05,5.454413e-06,7.875854e-06,6.457388e-06
1.318200e-09,-1.641403e-05,1.959016e-05,5.428162e-06,7.808206e-06,6.353790e-06
1.318400e-09,-1.623089e-05,1.940655e-05,5.372294e-06,7.743827e-06,6.290425e-06
1.318600e-09,-1.606595e-05,1.924181e-05,5.289293e-06,7.685556e-06,6.266957e-06
1.318800e-09,-1.591783e-05,1.909931e-05,5.188090e-06,7.635640e-06,6.275585e-06
1.319000e-09,-1.578437e-05,1.897989e-05,5.081779e-06,7.595152e-06,6.302962e-06
1.319200e-09,-1.566272e-05,1.888137e-05,4.984517e-06,7.563684e-06,6.333169e-06
1.319400e-09,-1.554940e-05,1.879872e-05,4.908318e-06,7.539356e-06,6.351045e-06
1.319600e-09,-1.544050e-05,1.872474e-05,4.860424e-06,7.519130e-06,6.345187e-06
1.319800e-09,-1.533185e-05,1.865112e-05,4.841799e-06,7.499348e-06,6.309969e-06
1.320000e-09,-1.521920e-05,1.856962e-05,4.847021e-06,7.476364e-06,6.246231e-06
1.320200e-09,-1.509840e-05,1.847320e-05,4.865532e-06,7.447134e-06,6.160535e-06
1.320400e-09,-1.496558e-05,1.835679e-05,4.883928e-06,7.409624e-06,6.063233e-06
1.320600e-09,-1.481718e-05,1.821756e-05,4.888751e-06,7.362982e-06,5.965823e-06
1.320800e-09,-1.465010e-05,1.805480e-05,4.869167e-06,7.307434e-06,5.878196e-06
1.321000e-09,-1.446162e-05,1.786931e-05,4.818964e-06,7.243965e-06,5.806382e-06
1.321200e-09,-1.424940e-05,1.766259e-05,4.737462e-06,7.173864e-06,5.751262e-06
1.321400e-09,-1.401141e-05,1.743592e-05,4.629201e-06,7.098245e-06,5.708475e-06
1.321600e-09,-1.374590e-05,1.718968e-05,4.502528e-06,7.017660e-06,5.669490e-06
1.321800e-09,-1.345132e-05,1.692287e-05,4.367447e-06,6.931880e-06,5.623544e-06
1.322000e-09,-1.312626e-05,1.663310e-05,4.233235e-06,6.839879e-06,5.559990e-06
1.322200e-09,-1.276947e-05,1.631688e-05,4.106355e-06,6.740017e-06,5.470507e-06
1.322400e-09,-1.237983e-05,1.597016e-05,3.989106e-06,6.630355e-06,5.350703e-06
1.322600e-09,-1.195634e-05,1.558908e-05,3.879255e-06,6.509036e-06,5.200789e-06
1.322800e-09,-1.149811e-05,1.517052e-05,3.770703e-06,6.374622e-06,5.025199e-06
1.323000e-09,-1.100434e-05,1.471260e-05,3.654960e-06,6.226324e-06,4.831321e-06
1.323200e-09,-1.047432e-05,1.421479e-05,3.523070e-06,6.064079e-06,4.627639e-06
1.323400e-09,-9.907313e-06,1.367774e-05,3.367551e-06,5.888455e-06,4.421729e-06
1.323600e-09,-9.302564e-06,1.310287e-05,3.183889e-06,5.700418e-06,4.218566e-06
1.323800e-09,-8.659206e-06,1.249183e-05,2.971305e-06,5.501029e-06,4.019494e-06
1.324000e-09,-7.976240e-06,1.184582e-05,2.732644e-06,5.291130e-06,3.822049e-06
1.324200e-09,-7.252509e-06,1.116521e-05,2.473464e-06,5.071100e-06,3.620645e-06
1.324400e-09,-6.486732e-06,1.044922e-05,2.200576e-06,4.840731e-06,3.407912e-06
1.324600e-09,-5.677561e-06,9.695989e-06,1.920383e-06,4.599240e-06,3.176366e-06
1.324800e-09,-4.823705e-06,8.902880e-06,1.637419e-06,4.345432e-06,2.920030e-06
1.325000e-09,-3.924085e-06,8.066999e-06,1.353405e-06,4.077948e-06,2.635646e-06
1.325200e-09,-2.978042e-06,7.185846e-06,1.067018e-06,3.795581e-06,2.323248e-06
1.325400e-09,-1.985583e-06,6.257982e-06,7.744027e-07,3.497569e-06,1.986010e-06
1.325600e-09,-9.476525e-07,5.283599e-06,4.702910e-07,3.183844e-06,1.629464e-06
1.325800e-09,1.335626e-07,4.264945e-06,1.494529e-07,2.855179e-06,1.260313e-06
1.326000e-09,1.254320e-06,3.206550e-06,-1.918359e-07,2.513241e-06,8.851449e-07
1.326200e-09,2.409001e-06,2.115293e-06,-5.546301e-07,2.160553e-06,5.093696e-07
1.326400e-09,3.589809e-06,1.000335e-06,-9.366804e-07,1.800402e-06,1.366137e-07
1.326600e-09,4.786495e-06,-1.270070e-07,-1.332431e-06,1.436716e-06,-2.312923e-07
1.326800e-09,5.986155e-06,-1.253402e-06,-1.733605e-06,1.073965e-06,-5.937621e-07
1.327000e-09,7.173127e-06,-2.363615e-06,-2.130214e-06,7.170884e-07,-9.504902e-07
1.327200e-09,8.329030e-06,-3.440608e-06,-2.511743e-06,3.714636e-07,-1.300329e-06
1.327400e-09,9.432992e-06,-4.465653e-06,-2.868265e-06,4.290004e-08,-1.640289e-06
1.327600e-09,1.046210e-05,-5.418545e-06,-3.191245e-06,-2.623777e-07,-1.964922e-06
1.327800e-09,1.139211e-05,-6.277980e-06,-3.473946e-06,-5.377908e-07,-2.266243e-06
1.328000e-09,1.219839e-05,-7.022172e-06,-3.711392e-06,-7.765469e-07,-2.534234e-06
1.328200e-09,1.285707e-05,-7.629729e-06,-3.899995e-06,-9.718806e-07,-2.757853e-06
1.328400e-09,1.334634e-05,-8.080746e-06,-4.037023e-06,-1.117389e-06,-2.926334e-06
1.328600e-09,1.364780e-05,-8.358038e-06,-4.120067e-06,-1.207438e-06,-3.030533e-06
1.328800e-09,1.374758e-05,-8.448355e-06,-4.146715e-06,-1.237580e-06,-3.064060e-06
1.329000e-09,1.363737e-05,-8.343421e-06,-4.114504e-06,-1.204943e-06,-3.023974e-06
1.329200e-09,1.331497e-05,-8.040673e-06,-4.021195e-06,-1.108513e-06,-2.910966e-06
1.329400e-09,1.278455e-05,-7.543615e-06,-3.865307e-06,-9.492952e-07,-2.729012e-06
1.329600e-09,1.205650e-05,-6.861780e-06,-3.646796e-06,-7.303326e-07,-2.484652e-06
1.329800e-09,1.114706e-05,-6.010389e-06,-3.367718e-06,-4.565984e-07,-2.186072e-06
1.330000e-09,1.007774e-05,-5.009802e-06,-3.032751e-06,-1.348059e-07,-1.842245e-06
1.330200e-09,8.874738e-06,-3.884900e-06,-2.649436e-06,2.268271e-07,-1.462291e-06
1.330400e-09,7.568366e-06,-2.664465e-06,-2.228091e-06,6.188241e-07,-1.055198e-06
1.330600e-09,6.192507e-06,-1.380591e-06,-1.781398e-06,1.030688e-06,-6.298807e-07
1.330800e-09,4.784027e-06,-6.807058e-08,-1.323703e-06,1.451134e-06,-1.955011e-07
1.331000e-09,3.382077e-06,1.236308e-06,-8.701488e-07,1.868340e-06,2.381172e-07
1.331200e-09,2.027185e-06,2.494648e-06,-4.357519e-07,2.270226e-06,6.601740e-07
1.331400e-09,7.600860e-07,3.669054e-06,-3.456619e-08,2.644796e-06,1.058824e-06
1.331600e-09,-3.796836e-07,4.722948e-06,3.209784e-07,2.980521e-06,1.421449e-06
1.331800e-09,-1.355373e-06,5.622533e-06,6.204976e-07,3.266768e-06,1.735267e-06
1.332000e-09,-2.134674e-06,6.338301e-06,8.558394e-07,3.494251e-06,1.988211e-06
1.332200e-09,-2.691345e-06,6.846499e-06,1.021094e-06,3.655466e-06,2.169938e-06
1.332400e-09,-3.006708e-06,7.130449e-06,1.112522e-06,3.745112e-06,2.272816e-06
1.332600e-09,-3.070929e-06,7.181689e-06,1.128499e-06,3.760452e-06,2.292738e-06
1.332800e-09,-2.884023e-06,7.000840e-06,1.069566e-06,3.701616e-06,2.229658e-06
1.333000e-09,-2.456501e-06,6.598177e-06,9.385914e-07,3.571805e-06,2.087780e-06
1.333200e-09,-1.809591e-06,5.993816e-06,7.410435e-07,3.377378e-06,1.875394e-06
1.333400e-09,-9.749667e-07,5.217444e-06,4.852583e-07,3.127787e-06,1.604398e-06
1.333600e-09,6.104535e-09,4.307537e-06,1.826052e-07,2.835339e-06,1.289593e-06
1.333800e-09,1.084226e-06,3.309989e-06,-1.525842e-07,2.514758e-06,9.478156e-07
1.334000e-09,2.203975e-06,2.276147e-06,-5.034167e-07,2.182546e-06,5.970180e-07
1.334200e-09,3.306586e-06,1.260290e-06,-8.512067e-07,1.856159e-06,2.553383e-07
1.334400e-09,4.333079e-06,3.167049e-07,-1.176575e-06,1.553049e-06,-5.976913e-08
1.334600e-09,5.227607e-06,-5.034414e-07,-1.460767e-06,1.289644e-06,-3.323179e-07
1.334800e-09,5.940770e-06,-1.155161e-06,-1.687038e-06,1.080351e-06,-5.484735e-07
1.335000e-09,6.432644e-06,-1.602402e-06,-1.841925e-06,9.366649e-07,-6.971425e-07
1.335200e-09,6.675323e-06,-1.820328e-06,-1.916284e-06,8.664433e-07,-7.704873e-07
1.335400e-09,6.654853e-06,-1.797011e-06,-1.905992e-06,8.733714e-07,-7.643899e-07
1.335600e-09,6.372491e-06,-1.534504e-06,-1.812278e-06,9.566401e-07,-6.788658e-07
1.335800e-09,5.845216e-06,-1.049238e-06,-1.641691e-06,1.110844e-06,-5.183914e-07
1.336000e-09,5.105397e-06,-3.716637e-07,-1.405721e-06,1.326123e-06,-2.920650e-07
1.336200e-09,4.199507e-06,4.549797e-07,-1.120104e-06,1.588572e-06,-1.348828e-08
1.336400e-09,3.185765e-06,1.376884e-06,-8.038290e-07,1.880972e-06,2.997408e-07
1.336600e-09,2.130679e-06,2.332910e-06,-4.779001e-07,2.183822e-06,6.269887e-07
1.336800e-09,1.104634e-06,3.258722e-06,-1.639163e-07,2.476654e-06,9.459847e-07
1.337000e-09,1.768357e-07,4.091486e-06,1.174243e-07,2.739522e-06,1.234539e-06
1.337200e-09,-5.899251e-07,4.774692e-06,3.477719e-07,2.954526e-06,1.472394e-06
1.337400e-09,-1.144176e-06,5.262595e-06,5.124070e-07,3.107213e-06,1.642975e-06
1.337600e-09,-1.449888e-06,5.523860e-06,6.012716e-07,3.187730e-06,1.734858e-06
1.337800e-09,-1.489505e-06,5.544142e-06,6.097084e-07,3.191639e-06,1.742794e-06
1.338000e-09,-1.265680e-06,5.327458e-06,5.388867e-07,3.120345e-06,1.668226e-06
1.338200e-09,-8.015696e-07,4.896255e-06,3.958897e-07,2.981110e-06,1.519255e-06
1.338400e-09,-1.395745e-07,4.290086e-06,1.934133e-07,2.786618e-06,1.310055e-06
1.338600e-09,6.615758e-07,3.562829e-06,-5.098950e-08,2.554077e-06,1.059741e-06
1.338800e-09,1.531357e-06,2.778460e-06,-3.161552e-07,2.303866e-06,7.907494e-07
1.339000e-09,2.393339e-06,2.005657e-06,-5.790067e-07,2.057803e-06,5.268607e-07
1.339200e-09,3.171884e-06,1.311731e-06,-8.165561e-07,1.837217e-06,2.910695e-07
1.339400e-09,3.798935e-06,7.565703e-07,-1.007989e-06,1.661019e-06,1.035410e-07
1.339600e-09,4.220140e-06,3.872980e-07,-1.136591e-06,1.544009e-06,-2.012000e-08
1.339800e-09,4.399732e-06,2.341171e-07,-1.191312e-06,1.495574e-06,-7.014517e-08
1.340000e-09,4.323804e-06,3.076386e-07,-1.167847e-06,1.518855e-06,-4.337008e-08
1.340200e-09,4.001785e-06,5.977949e-07,-1.069149e-06,1.610433e-06,5.651145e-08
1.340400e-09,3.465982e-06,1.074427e-06,-9.053211e-07,1.760542e-06,2.192066e-07
1.340600e-09,2.769054e-06,1.689657e-06,-6.928226e-07,1.953857e-06,4.286227e-07
1.340800e-09,1.979399e-06,2.382099e-06,-4.529879e-07,2.170855e-06,6.642317e-07
1.341000e-09,1.174638e-06,3.082748e-06,-2.099121e-07,2.389696e-06,9.029644e-07
1.341200e-09,4.337751e-07,3.722030e-06,1.208162e-08,2.588460e-06,1.121488e-06
1.341400e-09,-1.710615e-07,4.237171e-06,1.910794e-07,2.747479e-06,1.298613e-06
1.341600e-09,-5.822872e-07,4.578932e-06,3.099618e-07,2.851450e-06,1.417521e-06
1.341800e-09,-7.629996e-07,4.716864e-06,3.582371e-07,2.891071e-06,1.467556e-06
1.342000e-09,-7.009500e-07,4.642540e-06,3.331290e-07,2.864032e-06,1.445379e-06
1.342200e-09,-4.099645e-07,4.370480e-06,2.398344e-07,2.775261e-06,1.355385e-06
1.342400e-09,7.136537e-08,3.936645e-06,9.093027e-08,2.636402e-06,1.209312e-06
1.342600e-09,6.837369e-07,3.394544e-06,-9.503526e-08,2.464544e-06,1.025035e-06
1.342800e-09,1.353688e-06,2.809195e-06,-2.956654e-07,2.280267e-06,8.245935e-07
1.343000e-09,2.002022e-06,2.249531e-06,-4.873320e-07,2.105227e-06,6.316354e-07
1.343200e-09,2.553079e-06,1.780223e-06,-6.479586e-07,1.959572e-06,4.686090e-07
1.343400e-09,2.943617e-06,1.454048e-06,-7.595858e-07,1.859550e-06,3.540847e-07
1.343600e-09,3.130141e-06,1.305825e-06,-8.103873e-07,1.815634e-06,3.005792e-07
1.343800e-09,3.093843e-06,1.348593e-06,-7.959226e-07,1.831382e-06,3.131341e-07
1.344000e-09,2.842674e-06,1.572343e-06,-7.195395e-07,1.903106e-06,3.887765e-07
1.344200e-09,2.410371e-06,1.945364e-06,-5.919167e-07,2.020378e-06,5.169027e-07
1.344400e-09,1.852443e-06,2.418120e-06,-4.297721e-07,2.167320e-06,6.805718e-07
1.344600e-09,1.239377e-06,2.929399e-06,-2.538211e-07,2.324600e-06,8.586201e-07
1.344800e-09,6.477388e-07,3.414144e-06,-8.617093e-08,2.471928e-06,1.028387e-06
1.345000e-09,1.502708e-07,3.811954e-06,5.252576e-08,2.590727e-06,1.168701e-06
1.345200e-09,-1.936022e-07,4.075025e-06,1.457491e-07,2.666600e-06,1.262675e-06
1.345400e-09,-3.454749e-07,4.174330e-06,1.832263e-07,2.691204e-06,1.299900e-06
1.345600e-09,-2.928250e-07,4.103195e-06,1.621978e-07,2.663274e-06,1.277723e-06
1.345800e-09,-5.043891e-08,3.877852e-06,8.768781e-08,2.588682e-06,1.201482e-06
1.346000e-09,3.417703e-07,3.534959e-06,-2.824317e-08,2.479534e-06,1.083668e-06
1.346200e-09,8.243420e-07,3.126332e-06,-1.681929e-07,2.352404e-06,9.421216e-07
1.346400e-09,1.326606e-06,2.711542e-06,-3.118682e-07,2.225931e-06,7.974797e-07
1.346600e-09,1.776673e-06,2.349355e-06,-4.389682e-07,2.118106e-06,6.702168e-07
1.346800e-09,2.111595e-06,2.089345e-06,-5.320639e-07,2.043672e-06,5.777361e-07
1.347000e-09,2.286132e-06,1.964999e-06,-5.790205e-07,2.012054e-06,5.319656e-07
1.347200e-09,2.278840e-06,1.989346e-06,-5.746027e-07,2.026136e-06,5.378126e-07
1.347400e-09,2.094689e-06,2.153616e-06,-5.210656e-07,2.082024e-06,5.926583e-07
1.347600e-09,1.763936e-06,2.429016e-06,-4.276857e-07,2.169786e-06,6.869151e-07
1.347800e-09,1.337437e-06,2.771296e-06,-3.093060e-07,2.275050e-06,8.055517e-07
1.348000e-09,8.789562e-07,3.127560e-06,-1.840745e-07,2.381242e-06,9.303920e-07
1.348200e-09,4.555334e-07,3.444368e-06,-7.067643e-08,2.472165e-06,1.042879e-06
1.348400e-09,1.273228e-07,3.675925e-06,1.452169e-08,2.534512e-06,1.126891e-06
1.348600e-09,-6.145574e-08,3.791004e-06,5.994599e-08,2.559910e-06,1.171148e-06
1.348800e-09,-8.899170e-08,3.777447e-06,6.049596e-08,2.546130e-06,1.170821e-06
1.349000e-09,4.121008e-08,3.643557e-06,1.817385e-08,2.497286e-06,1.128097e-06
1.349200e-09,3.013807e-07,3.416247e-06,-5.841022e-08,2.423012e-06,1.051645e-06
1.349400e-09,6.442938e-07,3.136279e-06,-1.555609e-07,2.336749e-06,9.550913e-07
1.349600e-09,1.011089e-06,2.851361e-06,-2.568072e-07,2.253438e-06,8.547305e-07
1.349800e-09,1.340885e-06,2.608198e-06,-3.456320e-07,2.186981e-06,7.668493e-07
1.350000e-09,1.580616e-06,2.444847e-06,-4.081632e-07,2.147919e-06,7.050914e-07
1.350200e-09,1.693413e-06,2.384688e-06,-3.508963e-07,2.141725e-06,5.938593e-07
1.350400e-09,1.664153e-06,2.433063e-06,-2.123810e-07,2.168039e-06,4.774054e-07
1.350600e-09,1.501308e-06,2.577041e-06,1.893569e-08,2.220919e-06,3.371856e-07
1.350800e-09,1.234920e-06,2.788234e-06,3.379196e-07,2.290056e-06,1.602584e-07
1.351000e-09,9.110859e-07,3.028104e-06,7.211471e-07,2.362696e-06,-5.573836e-08
1.351200e-09,5.839004e-07,3.254824e-06,1.047905e-06,2.425946e-06,-2.190268e-07
1.351400e-09,3.061885e-07,3.430557e-06,1.318771e-06,2.469068e-06,-3.572820e-07
1.351600e-09,1.206022e-07,3.527896e-06,1.482239e-06,2.485343e-06,-4.396849e-07
1.351800e-09,5.264024e-08,3.534317e-06,1.510040e-06,2.473186e-06,-4.489087e-07
1.352000e-09,1.067912e-07,3.453853e-06,1.405186e-06,2.436296e-06,-3.876285e-07
1.352200e-09,2.664125e-07,3.305756e-06,1.199625e-06,2.382826e-06,-2.766952e-07
1.352400e-09,4.972798e-07,3.120459e-06,9.454544e-07,2.323745e-06,-1.487406e-07
1.352600e-09,7.541110e-07,2.933668e-06,7.020399e-07,2.270713e-06,-3.908473e-08
1.352800e-09,9.888720e-07,2.779667e-06,5.222888e-07,2.233847e-06,2.353156e-08
1.353000e-09,1.159360e-06,2.685095e-06,4.412546e-07,2.219832e-06,2.400876e-08
1.353200e-09,1.236510e-06,2.664331e-06,4.695259e-07,2.230713e-06,-3.590860e-08
1.353400e-09,1.209117e-06,2.717337e-06,5.925850e-07,2.263621e-06,-1.388690e-07
1.353600e-09,1.085178e-06,2.830301e-06,7.758761e-07,2.311460e-06,-2.570350e-07
1.353800e-09,8.897145e-07,2.978845e-06,9.740307e-07,2.364419e-06,-3.596044e-07
1.354000e-09,6.595813e-07,3.133098e-06,1.141858e-06,2.411970e-06,-4.207295e-07
1.354200e-09,4.362991e-07,3.263615e-06,1.244480e-06,2.444973e-06,-4.258378e-07
1.354400e-09,2.582665e-07,3.346991e-06,1.264388e-06,2.457459e-06,-3.748556e-07
1.354600e-09,1.538090e-07,3.370111e-06,1.204043e-06,2.447756e-06,-2.816880e-07
1.354800e-09,1.363408e-07,3.332238e-06,1.083761e-06,2.418740e-06,-1.702629e-07
1.355000e-09,2.024933e-07,3.244591e-06,9.357073e-07,2.377156e-06,-6.827217e-08
1.355200e-09,3.334685e-07,3.127589e-06,7.956555e-07,2.332180e-06,-2.473513e-10
1.355400e-09,4.992529e-07,3.006375e-06,6.945749e-07,2.293492e-06,1.830748e-08
1.355600e-09,6.647893e-07,2.905591e-06,6.519688e-07,2.269279e-06,-1.565691e-08
1.355800e-09,7.968620e-07,2.844457e-06,6.723625e-07,2.264568e-06,-9.247342e-08
1.356000e-09,8.703489e-07,2.833138e-06,7.454959e-07,2.280226e-06,-1.925841e-07
1.356200e-09,8.726548e-07,2.871106e-06,8.498891e-07,2.312844e-06,-2.916276e-07
1.356400e-09,8.055311e-07,2.947747e-06,9.586993e-07,2.355505e-06,-3.664572e-07
1.356600e-09,6.840258e-07,3.045034e-06,1.046341e-06,2.399290e-06,-4.005966e-07
1.356800e-09,5.328889e-07,3.141610e-06,1.094284e-06,2.435183e-06,-3.878561e-07
1.357000e-09,3.812445e-07,3.217400e-06,1.094759e-06,2.455975e-06,-3.333341e-07
1.357200e-09,2.566585e-07,3.257746e-06,1.051677e-06,2.457763e-06,-2.516943e-07
1.357400e-09,1.797995e-07,3.256236e-06,9.787642e-07,2.440735e-06,-1.632634e-07
1.357600e-09,1.607309e-07,3.215655e-06,8.955672e-07,2.409072e-06,-8.898386e-08
1.357800e-09,1.975020e-07,3.146954e-06,8.224149e-07,2.370015e-06,-4.547492e-08
1.358000e-09,2.772141e-07,3.066514e-06,7.755966e-07,2.332282e-06,-4.136494e-08
1.358200e-09,3.792287e-07,2.992365e-06,7.638613e-07,2.304198e-06,-7.569426e-08
1.358400e-09,4.797614e-07,2.940218e-06,7.869571e-07,2.291915e-06,-1.386534e-07
1.358600e-09,5.568592e-07,2.920169e-06,8.363963e-07,2.298127e-06,-2.143546e-07
1.358800e-09,5.947257e-07,2.934759e-06,8.980976e-07,2.321533e-06,-2.848719e-07
1.359000e-09,5.865453e-07,2.978782e-06,9.561450e-07,2.357164e-06,-3.345271e-07
1.359200e-09,5.353064e-07,3.040786e-06,9.966955e-07,2.397493e-06,-3.534026e-07
1.359400e-09,4.525634e-07,3.105898e-06,1.011109e-06,2.434090e-06,-3.393006e-07
1.359600e-09,3.555098e-07,3.159280e-06,9.976198e-07,2.459444e-06,-2.977836e-07
1.359800e-09,2.630646e-07,3.189435e-06,9.612629e-07,2.468574e-06,-2.404014e-07
1.360000e-09,1.918480e-07,3.190622e-06,9.121938e-07,2.460061e-06,-1.816327e-07
1.360200e-09,1.528941e-07,3.163879e-06,8.629118e-07,2.436303e-06,-1.353359e-07
1.360400e-09,1.497477e-07,3.116478e-06,8.251168e-07,2.402935e-06,-1.115737e-07
1.360600e-09,1.782590e-07,3.059994e-06,8.069680e-07,2.367555e-06,-1.145286e-07
1.360800e-09,2.280118e-07,3.007490e-06,8.113673e-07,2.338052e-06,-1.419289e-07
1.361000e-09,2.849753e-07,2.970479e-06,8.356042e-07,2.320893e-06,-1.860180e-07
1.361200e-09,3.347324e-07,2.956372e-06,8.723591e-07,2.319750e-06,-2.357370e-07
1.361400e-09,3.655559e-07,2.966970e-06,9.117387e-07,2.334760e-06,-2.795281e-07
1.361600e-09,3.706833e-07,2.998306e-06,9.437974e-07,2.362565e-06,-3.080565e-07
1.361800e-09,3.493585e-07,3.041812e-06,9.609170e-07,2.397116e-06,-3.162210e-07
1.362000e-09,3.065051e-07,3.086500e-06,9.594905e-07,2.431041e-06,-3.040315e-07
1.362200e-09,2.512036e-07,3.121605e-06,9.405536e-07,2.457279e-06,-2.762280e-07
1.362400e-09,1.943933e-07,3.139063e-06,9.092774e-07,2.470607e-06,-2.408214e-07
1.362600e-09,1.463584e-07,3.135257e-06,8.735078e-07,2.468727e-06,-2.069777e-07
1.362800e-09,1.145663e-07,3.111652e-06,8.417516e-07,2.452690e-06,-1.827895e-07
1.363000e-09,1.023017e-07,3.074224e-06,8.211154e-07,2.426577e-06,-1.734688e-07
1.363200e-09,1.083338e-07,3.031860e-06,8.156888e-07,2.396525e-06,-1.803533e-07
1.363400e-09,1.276037e-07,2.994154e-06,8.257276e-07,2.369325e-06,-2.008993e-07
1.363600e-09,1.526910e-07,2.969130e-06,8.477874e-07,2.350930e-06,-2.295868e-07
1.363800e-09,1.756676e-07,2.961447e-06,8.757261e-07,2.345175e-06,-2.594534e-07
1.364000e-09,1.898893e-07,2.971463e-06,9.022919e-07,2.353016e-06,-2.838444e-07
1.364200e-09,1.913306e-07,2.995358e-06,9.208942e-07,2.372414e-06,-2.979507e-07
1.364400e-09,1.792050e-07,3.026228e-06,9.271303e-07,2.398884e-06,-2.997859e-07
1.364600e-09,1.557991e-07,3.055861e-06,9.197209e-07,2.426559e-06,-2.904191e-07
1.364800e-09,1.256340e-07,3.076725e-06,9.006659e-07,2.449525e-06,-2.734661e-07
1.365000e-09,9.421136e-08,3.083716e-06,8.746198e-07,2.463118e-06,-2.540219e-07
1.365200e-09,6.667219e-08,3.075230e-06,8.476728e-07,2.464891e-06,-2.373336e-07
1.365400e-09,4.668359e-08,3.053367e-06,8.258519e-07,2.455063e-06,-2.275480e-07
1.365600e-09,3.578621e-08,3.023243e-06,8.137061e-07,2.436365e-06,-2.268278e-07
1.365800e-09,3.330236e-08,2.991619e-06,8.133046e-07,2.413327e-06,-2.350125e-07
1.366000e-09,3.676436e-08,2.965215e-06,8.238626e-07,2.391213e-06,-2.498608e-07
1.366200e-09,4.270424e-08,2.949123e-06,8.420539e-07,2.374834e-06,-2.677643e-07
1.366400e-09,4.757783e-08,2.945690e-06,8.629044e-07,2.367509e-06,-2.847240e-07
1.366600e-09,4.858978e-08,2.954114e-06,8.810312e-07,2.370416e-06,-2.973328e-07
1.366800e-09,4.423603e-08,2.970817e-06,8.919217e-07,2.382426e-06,-3.035301e-07
1.367000e-09,3.446977e-08,2.990452e-06,8.929510e-07,2.400470e-06,-3.029686e-07
1.367200e-09,2.049890e-08,3.007277e-06,8.839123e-07,2.420305e-06,-2.969401e-07
1.367400e-09,4.312304e-09,3.016546e-06,8.669581e-07,2.437507e-06,-2.879186e-07
1.367600e-09,-1.191335e-08,3.015576e-06,8.459925e-07,2.448447e-06,-2.788637e-07
1.367800e-09,-2.636406e-08,3.004260e-06,8.256812e-07,2.451052e-06,-2.724732e-07
1.368000e-09,-3.796542e-08,2.984928e-06,8.103279e-07,2.445167e-06,-2.705668e-07
1.368200e-09,-4.651621e-08,2.961641e-06,8.028854e-07,2.432493e-06,-2.737371e-07
1.368400e-09,-5.258059e-08,2.939101e-06,8.043265e-07,2.416099e-06,-2.813252e-07
1.368600e-09,-5.720280e-08,2.921488e-06,8.135063e-07,2.399679e-06,-2.916966e-07
1.368800e-09,-6.154627e-08,2.911499e-06,8.275242e-07,2.386697e-06,-3.027222e-07
1.369000e-09,-6.656502e-08,2.909798e-06,8.424810e-07,2.379647e-06,-3.123301e-07
1.369200e-09,-7.279152e-08,2.915005e-06,8.544334e-07,2.379562e-06,-3.189909e-07
1.369400e-09,-8.028136e-08,2.924167e-06,8.603166e-07,2.385876e-06,-3.220251e-07
1.369600e-09,-8.870571e-08,2.933585e-06,8.586184e-07,2.396647e-06,-3.216801e-07
1.369800e-09,-9.754119e-08,2.939752e-06,8.496606e-07,2.409071e-06,-3.189788e-07
1.370000e-09,-1.062854e-07,2.940184e-06,8.354386e-07,2.420147e-06,-3.154014e-07
1.370200e-09,-1.146273e-07,2.933937e-06,8.190784e-07,2.427350e-06,-3.124909e-07
1.370400e-09,-1.225252e-07,2.921717e-06,8.040539e-07,2.429149e-06,-3.114857e-07
1.370600e-09,-1.301771e-07,2.905578e-06,7.933610e-07,2.425278e-06,-3.130611e-07
1.370800e-09,-1.379058e-07,2.888318e-06,7.888415e-07,2.416707e-06,-3.172309e-07
1.371000e-09,-1.460057e-07,2.872745e-06,7.908095e-07,2.405349e-06,-3.234134e-07
1.371200e-09,-1.546073e-07,2.860997e-06,7.980528e-07,2.393574e-06,-3.306298e-07
1.371400e-09,-1.636055e-07,2.854084e-06,8.081897e-07,2.383666e-06,-3.377722e-07
1.371600e-09,-1.726775e-07,2.851738e-06,8.182828e-07,2.377328e-06,-3.438728e-07
1.371800e-09,-1.813805e-07,2.852594e-06,8.255509e-07,2.375352e-06,-3.483091e-07
1.372000e-09,-1.892998e-07,2.854617e-06,8.280095e-07,2.377516e-06,-3.509081e-07
1.372200e-09,-1.961965e-07,2.855657e-06,8.248932e-07,2.382698e-06,-3.519343e-07
1.372400e-09,-2.021066e-07,2.853981e-06,8.167711e-07,2.389191e-06,-3.519811e-07
1.372600e-09,-2.073582e-07,2.848653e-06,8.053458e-07,2.395108e-06,-3.518003e-07
1.372800e-09,-2.124986e-07,2.839688e-06,7.929971e-07,2.398808e-06,-3.521170e-07
1.373000e-09,-2.181495e-07,2.827950e-06,7.821930e-07,2.399230e-06,-3.534731e-07
1.373200e-09,-2.248329e-07,2.814859e-06,7.749099e-07,2.396080e-06,-3.561311e-07
1.373400e-09,-2.328165e-07,2.801989e-06,7.721997e-07,2.389839e-06,-3.600502e-07
1.373600e-09,-2.420267e-07,2.790664e-06,7.739956e-07,2.381601e-06,-3.649319e-07
1.373800e-09,-2.520532e-07,2.781667e-06,7.791890e-07,2.372792e-06,-3.703139e-07
1.374000e-09,-2.622483e-07,2.775104e-06,7.859457e-07,2.364845e-06,-3.756868e-07
1.374200e-09,-2.718931e-07,2.770452e-06,7.921729e-07,2.358883e-06,-3.806042e-07
