time,"I(LOUT)","I(LIN|XOUT)","I(LA|XAND)","I(LB|XAND)","I(LC|XAND)"
5.964000e-10,-1.115176e-06,5.059962e-08,-8.378714e-07,1.726342e-06,-8.378714e-07
5.966000e-10,-1.120473e-06,2.361203e-08,-8.460789e-07,1.715770e-06,-8.460789e-07
5.968000e-10,-1.125880e-06,-3.624425e-09,-8.543665e-07,1.705108e-06,-8.543665e-07
5.970000e-10,-1.131408e-06,-3.110878e-08,-8.627360e-07,1.694363e-06,-8.627360e-07
5.972000e-10,-1.137035e-06,-5.886548e-08,-8.712017e-07,1.683538e-06,-8.712017e-07
5.974000e-10,-1.142720e-06,-8.693763e-08,-8.797863e-07,1.672635e-06,-8.797863e-07
5.976000e-10,-1.148413e-06,-1.153753e-07,-8.885162e-07,1.661657e-06,-8.885162e-07
5.978000e-10,-1.154071e-06,-1.442227e-07,-8.974149e-07,1.650607e-06,-8.974149e-07
5.980000e-10,-1.159666e-06,-1.735077e-07,-9.064984e-07,1.639489e-06,-9.064984e-07
5.982000e-10,-1.165197e-06,-2.032374e-07,-9.157724e-07,1.628307e-06,-9.157724e-07
5.984000e-10,-1.170686e-06,-2.334005e-07,-9.252335e-07,1.617067e-06,-9.252335e-07
5.986000e-10,-1.176169e-06,-2.639744e-07,-9.348716e-07,1.605769e-06,-9.348716e-07
5.988000e-10,-1.181688e-06,-2.949365e-07,-9.446748e-07,1.594413e-06,-9.446748e-07
5.990000e-10,-1.187281e-06,-3.262747e-07,-9.546344e-07,1.582994e-06,-9.546344e-07
5.992000e-10,-1.192969e-06,-3.579944e-07,-9.647483e-07,1.571502e-06,-9.647483e-07
5.994000e-10,-1.198757e-06,-3.901212e-07,-9.750233e-07,1.559925e-06,-9.750233e-07
5.996000e-10,-1.204631e-06,-4.226966e-07,-9.854740e-07,1.548251e-06,-9.854740e-07
5.998000e-10,-1.210566e-06,-4.557711e-07,-9.961209e-07,1.536471e-06,-9.961209e-07
6.000000e-10,-1.216535e-06,-4.893935e-07,-1.006986e-06,1.524579e-06,-1.006986e-06
6.002000e-10,-1.222516e-06,-5.236028e-07,-1.018091e-06,1.512579e-06,-1.018091e-06
6.004000e-10,-1.228500e-06,-5.584227e-07,-1.029451e-06,1.500479e-06,-1.029451e-06
6.006000e-10,-1.234492e-06,-5.938610e-07,-1.041077e-06,1.488293e-06,-1.041077e-06
6.008000e-10,-1.240509e-06,-6.299134e-07,-1.052974e-06,1.476034e-06,-1.052974e-06
6.010000e-10,-1.246578e-06,-6.665715e-07,-1.065143e-06,1.463715e-06,-1.065143e-06
6.012000e-10,-1.252723e-06,-7.038310e-07,-1.077588e-06,1.451345e-06,-1.077588e-06
6.014000e-10,-1.258968e-06,-7.416996e-07,-1.090311e-06,1.438923e-06,-1.090311e-06
6.016000e-10,-1.265323e-06,-7.802004e-07,-1.103321e-06,1.426441e-06,-1.103321e-06
6.018000e-10,-1.271789e-06,-8.193729e-07,-1.116631e-06,1.413888e-06,-1.116631e-06
6.020000e-10,-1.278360e-06,-8.592685e-07,-1.130258e-06,1.401247e-06,-1.130258e-06
6.022000e-10,-1.285024e-06,-8.999444e-07,-1.144223e-06,1.388501e-06,-1.144223e-06
6.024000e-10,-1.291769e-06,-9.414567e-07,-1.158547e-06,1.375638e-06,-1.158547e-06
6.026000e-10,-1.298593e-06,-9.838539e-07,-1.173253e-06,1.362652e-06,-1.173253e-06
6.028000e-10,-1.305496e-06,-1.027175e-06,-1.188359e-06,1.349543e-06,-1.188359e-06
6.030000e-10,-1.312492e-06,-1.071448e-06,-1.203883e-06,1.336319e-06,-1.203883e-06
6.032000e-10,-1.319599e-06,-1.116695e-06,-1.219843e-06,1.322990e-06,-1.219843e-06
6.034000e-10,-1.326838e-06,-1.162940e-06,-1.236255e-06,1.309570e-06,-1.236255e-06
6.036000e-10,-1.334228e-06,-1.210209e-06,-1.253140e-06,1.296070e-06,-1.253140e-06
6.038000e-10,-1.341785e-06,-1.258541e-06,-1.270519e-06,1.282498e-06,-1.270519e-06
6.040000e-10,-1.349518e-06,-1.307987e-06,-1.288421e-06,1.268855e-06,-1.288421e-06
6.042000e-10,-1.357431e-06,-1.358611e-06,-1.306876e-06,1.255140e-06,-1.306876e-06
6.044000e-10,-1.365525e-06,-1.410490e-06,-1.325917e-06,1.241343e-06,-1.325917e-06
6.046000e-10,-1.373799e-06,-1.463704e-06,-1.345580e-06,1.227456e-06,-1.345580e-06
6.048000e-10,-1.382258e-06,-1.518338e-06,-1.365903e-06,1.213467e-06,-1.365903e-06
6.050000e-10,-1.390910e-06,-1.574475e-06,-1.386922e-06,1.199369e-06,-1.386922e-06
6.052000e-10,-1.399771e-06,-1.632196e-06,-1.408675e-06,1.185154e-06,-1.408675e-06
6.054000e-10,-1.408863e-06,-1.691581e-06,-1.431202e-06,1.170822e-06,-1.431202e-06
6.056000e-10,-1.418209e-06,-1.752710e-06,-1.454542e-06,1.156374e-06,-1.454542e-06
6.058000e-10,-1.427838e-06,-1.815669e-06,-1.478741e-06,1.141813e-06,-1.478741e-06
6.060000e-10,-1.437772e-06,-1.880550e-06,-1.503847e-06,1.127144e-06,-1.503847e-06
6.062000e-10,-1.448033e-06,-1.947460e-06,-1.529917e-06,1.112375e-06,-1.529917e-06
6.064000e-10,-1.458640e-06,-2.016519e-06,-1.557013e-06,1.097508e-06,-1.557013e-06
6.066000e-10,-1.469608e-06,-2.087858e-06,-1.585203e-06,1.082548e-06,-1.585203e-06
6.068000e-10,-1.480954e-06,-2.161627e-06,-1.614562e-06,1.067498e-06,-1.614562e-06
6.070000e-10,-1.492696e-06,-2.237984e-06,-1.645171e-06,1.052359e-06,-1.645171e-06
6.072000e-10,-1.504857e-06,-2.317099e-06,-1.677116e-06,1.037133e-06,-1.677116e-06
6.074000e-10,-1.517467e-06,-2.399154e-06,-1.710488e-06,1.021822e-06,-1.710488e-06
6.076000e-10,-1.530561e-06,-2.484344e-06,-1.745385e-06,1.006426e-06,-1.745385e-06
6.078000e-10,-1.544182e-06,-2.572877e-06,-1.781913e-06,9.909491e-07,-1.781913e-06
6.080000e-10,-1.558377e-06,-2.664980e-06,-1.820187e-06,9.753933e-07,-1.820187e-06
6.082000e-10,-1.573195e-06,-2.760900e-06,-1.860331e-06,9.597619e-07,-1.860331e-06
6.084000e-10,-1.588689e-06,-2.860910e-06,-1.902484e-06,9.440585e-07,-1.902484e-06
6.086000e-10,-1.604911e-06,-2.965311e-06,-1.946799e-06,9.282877e-07,-1.946799e-06
6.088000e-10,-1.621915e-06,-3.074437e-06,-1.993446e-06,9.124551e-07,-1.993446e-06
6.090000e-10,-1.639760e-06,-3.188651e-06,-2.042610e-06,8.965683e-07,-2.042610e-06
6.092000e-10,-1.658508e-06,-3.308356e-06,-2.094497e-06,8.806372e-07,-2.094497e-06
6.094000e-10,-1.678228e-06,-3.433991e-06,-2.149333e-06,8.646747e-07,-2.149333e-06
6.096000e-10,-1.699001e-06,-3.566036e-06,-2.207366e-06,8.486972e-07,-2.207366e-06
6.098000e-10,-1.720915e-06,-3.705019e-06,-2.268872e-06,8.327244e-07,-2.268872e-06
6.100000e-10,-1.744074e-06,-3.851520e-06,-2.334150e-06,8.167798e-07,-2.334150e-06
6.102000e-10,-1.768590e-06,-4.006184e-06,-2.403537e-06,8.008897e-07,-2.403537e-06
6.104000e-10,-1.794591e-06,-4.169722e-06,-2.477403e-06,7.850838e-07,-2.477403e-06
6.106000e-10,-1.822215e-06,-4.342931e-06,-2.556163e-06,7.693946e-07,-2.556163e-06
6.108000e-10,-1.851618e-06,-4.526699e-06,-2.640278e-06,7.538581e-07,-2.640278e-06
6.110000e-10,-1.882967e-06,-4.722021e-06,-2.730267e-06,7.385136e-07,-2.730267e-06
6.112000e-10,-1.916451e-06,-4.930011e-06,-2.826709e-06,7.234059e-07,-2.826709e-06
6.114000e-10,-1.952278e-06,-5.151920e-06,-2.930253e-06,7.085853e-07,-2.930253e-06
6.116000e-10,-1.990683e-06,-5.389149e-06,-3.041630e-06,6.941106e-07,-3.041630e-06
6.118000e-10,-2.031931e-06,-5.643271e-06,-3.161661e-06,6.800496e-07,-3.161661e-06
6.120000e-10,-2.076320e-06,-5.916059e-06,-3.291271e-06,6.664821e-07,-3.291271e-06
6.122000e-10,-2.124190e-06,-6.209508e-06,-3.431504e-06,6.535009e-07,-3.431504e-06
6.124000e-10,-2.175924e-06,-6.525871e-06,-3.583543e-06,6.412144e-07,-3.583543e-06
6.126000e-10,-2.231959e-06,-6.867698e-06,-3.748723e-06,6.297485e-07,-3.748723e-06
6.128000e-10,-2.292785e-06,-7.237881e-06,-3.928565e-06,6.192488e-07,-3.928565e-06
6.130000e-10,-2.358961e-06,-7.639704e-06,-4.124794e-06,6.098830e-07,-4.124794e-06
6.132000e-10,-2.431120e-06,-8.076900e-06,-4.339372e-06,6.018447e-07,-4.339372e-06
6.134000e-10,-2.509978e-06,-8.553717e-06,-4.574537e-06,5.953561e-07,-4.574537e-06
6.136000e-10,-2.596354e-06,-9.074993e-06,-4.832833e-06,5.906724e-07,-4.832833e-06
6.138000e-10,-2.691177e-06,-9.646229e-06,-5.117158e-06,5.880862e-07,-5.117158e-06
6.140000e-10,-2.795506e-06,-1.027368e-05,-5.430808e-06,5.879319e-07,-5.430808e-06
6.142000e-10,-2.910550e-06,-1.096445e-05,-5.777522e-06,5.905901e-07,-5.777522e-06
6.144000e-10,-3.037678e-06,-1.172656e-05,-6.161527e-06,5.964910e-07,-6.161527e-06
6.146000e-10,-3.178443e-06,-1.256904e-05,-6.587576e-06,6.061162e-07,-6.587576e-06
6.148000e-10,-3.334589e-06,-1.350193e-05,-7.060965e-06,6.199967e-07,-7.060965e-06
6.150000e-10,-3.508064e-06,-1.453633e-05,-7.587517e-06,6.387056e-07,-7.587517e-06
6.152000e-10,-3.701007e-06,-1.568418e-05,-8.173510e-06,6.628405e-07,-8.173510e-06
6.154000e-10,-3.915721e-06,-1.695801e-05,-8.825503e-06,6.929906e-07,-8.825503e-06
6.156000e-10,-4.154612e-06,-1.837032e-05,-9.550000e-06,7.296788e-07,-9.550000e-06
6.158000e-10,-4.420059e-06,-1.993252e-05,-1.035289e-05,7.732672e-07,-1.035289e-05
6.160000e-10,-4.714212e-06,-2.165327e-05,-1.123854e-05,8.238093e-07,-1.123854e-05
6.162000e-10,-5.038656e-06,-2.353600e-05,-1.220842e-05,8.808300e-07,-1.220842e-05
6.164000e-10,-5.393917e-06,-2.557537e-05,-1.325919e-05,9.430163e-07,-1.325919e-05
6.166000e-10,-5.778783e-06,-2.775281e-05,-1.438031e-05,1.007814e-06,-1.438031e-05
6.168000e-10,-6.189437e-06,-3.003152e-05,-1.555124e-05,1.070960e-06,-1.555124e-05
6.170000e-10,-6.618499e-06,-3.235217e-05,-1.673909e-05,1.126021e-06,-1.673909e-05
6.172000e-10,-7.054176e-06,-3.463114e-05,-1.789763e-05,1.164106e-06,-1.789763e-05
6.174000e-10,-7.479842e-06,-3.676391e-05,-1.896893e-05,1.173944e-06,-1.896893e-05
6.176000e-10,-7.874435e-06,-3.863507e-05,-1.988881e-05,1.142542e-06,-1.988881e-05
6.178000e-10,-8.214006e-06,-4.013495e-05,-2.059573e-05,1.056509e-06,-2.059573e-05
6.180000e-10,-8.474498e-06,-4.117930e-05,-2.104161e-05,9.039172e-07,-2.104161e-05
6.182000e-10,-8.635474e-06,-4.172680e-05,-2.120160e-05,6.763955e-07,-2.120160e-05
6.184000e-10,-8.684164e-06,-4.178865e-05,-2.107980e-05,3.709478e-07,-2.107980e-05
6.186000e-10,-8.618927e-06,-4.142720e-05,-2.070913e-05,-8.937659e-09,-2.070913e-05
6.188000e-10,-8.451220e-06,-4.074432e-05,-2.014555e-05,-4.532135e-07,-2.014555e-05
6.190000e-10,-8.205397e-06,-3.986348e-05,-1.945858e-05,-9.463137e-07,-1.945858e-05
6.192000e-10,-7.916094e-06,-3.891135e-05,-1.872110e-05,-1.469151e-06,-1.872110e-05
6.194000e-10,-7.623560e-06,-3.800356e-05,-1.800092e-05,-2.001720e-06,-1.800092e-05
6.196000e-10,-7.367806e-06,-3.723738e-05,-1.735577e-05,-2.525841e-06,-1.735577e-05
6.198000e-10,-7.182816e-06,-3.669065e-05,-1.683154e-05,-3.027573e-06,-1.683154e-05
6.200000e-10,-7.092048e-06,-3.642454e-05,-1.646282e-05,-3.498890e-06,-1.646282e-05
6.202000e-10,-7.106180e-06,-3.648690e-05,-1.627425e-05,-3.938404e-06,-1.627425e-05
6.204000e-10,-7.223422e-06,-3.691325e-05,-1.628108e-05,-4.351094e-06,-1.628108e-05
6.206000e-10,-7.432084e-06,-3.772424e-05,-1.648851e-05,-4.747219e-06,-1.648851e-05
6.208000e-10,-7.714452e-06,-3.891965e-05,-1.688945e-05,-5.140754e-06,-1.688945e-05
6.210000e-10,-8.050794e-06,-4.047079e-05,-1.746155e-05,-5.547688e-06,-1.746155e-05
6.212000e-10,-8.422350e-06,-4.231416e-05,-1.816484e-05,-5.984481e-06,-1.816484e-05
6.214000e-10,-8.812617e-06,-4.434937e-05,-1.894131e-05,-6.466746e-06,-1.894131e-05
6.216000e-10,-9.206917e-06,-4.644450e-05,-1.971825e-05,-7.008012e-06,-1.971825e-05
6.218000e-10,-9.590824e-06,-4.844970e-05,-2.041571e-05,-7.618279e-06,-2.041571e-05
6.220000e-10,-9.948496e-06,-5.021771e-05,-2.095781e-05,-8.302082e-06,-2.095781e-05
6.222000e-10,-1.026192e-05,-5.162684e-05,-2.128539e-05,-9.056058e-06,-2.128539e-05
6.224000e-10,-1.051174e-05,-5.260030e-05,-2.136695e-05,-9.866397e-06,-2.136695e-05
6.226000e-10,-1.067982e-05,-5.311624e-05,-2.120462e-05,-1.070701e-05,-2.120462e-05
6.228000e-10,-1.075280e-05,-5.320631e-05,-2.083342e-05,-1.153946e-05,-2.083342e-05
6.230000e-10,-1.072595e-05,-5.294403e-05,-2.031426e-05,-1.231550e-05,-2.031426e-05
6.232000e-10,-1.060592e-05,-5.242773e-05,-1.972261e-05,-1.298252e-05,-1.972261e-05
6.234000e-10,-1.041154e-05,-5.176345e-05,-1.913618e-05,-1.349110e-05,-1.913618e-05
6.236000e-10,-1.017224e-05,-5.105191e-05,-1.862442e-05,-1.380308e-05,-1.862442e-05
6.238000e-10,-9.924119e-06,-5.038121e-05,-1.824146e-05,-1.389830e-05,-1.824146e-05
6.240000e-10,-9.704444e-06,-4.982406e-05,-1.802286e-05,-1.377833e-05,-1.802286e-05
6.242000e-10,-9.545732e-06,-4.943727e-05,-1.798537e-05,-1.346653e-05,-1.798537e-05
6.244000e-10,-9.470634e-06,-4.926117e-05,-1.812818e-05,-1.300480e-05,-1.812818e-05
6.246000e-10,-9.488680e-06,-4.931742e-05,-1.843467e-05,-1.244809e-05,-1.843467e-05
6.248000e-10,-9.595429e-06,-4.960573e-05,-1.887385e-05,-1.185804e-05,-1.887385e-05
6.250000e-10,-9.774040e-06,-5.010089e-05,-1.940197e-05,-1.129695e-05,-1.940197e-05
6.252000e-10,-9.998761e-06,-5.075267e-05,-1.996500e-05,-1.082266e-05,-1.996500e-05
6.254000e-10,-1.023954e-05,-5.149038e-05,-2.050293e-05,-1.048451e-05,-2.050293e-05
6.256000e-10,-1.046687e-05,-5.223281e-05,-2.095634e-05,-1.032014e-05,-2.095634e-05
6.258000e-10,-1.065606e-05,-5.290160e-05,-2.127445e-05,-1.035271e-05,-2.127445e-05
6.260000e-10,-1.079033e-05,-5.343483e-05,-2.142310e-05,-1.058862e-05,-2.142310e-05
6.262000e-10,-1.086241e-05,-5.379671e-05,-2.139053e-05,-1.101564e-05,-2.139053e-05
6.264000e-10,-1.087454e-05,-5.398077e-05,-2.118934e-05,-1.160209e-05,-2.118934e-05
6.266000e-10,-1.083703e-05,-5.400612e-05,-2.085423e-05,-1.229765e-05,-2.085423e-05
6.268000e-10,-1.076580e-05,-5.390907e-05,-2.043610e-05,-1.303687e-05,-2.043610e-05
6.270000e-10,-1.067926e-05,-5.373358e-05,-1.999404e-05,-1.374550e-05,-1.999404e-05
6.272000e-10,-1.059535e-05,-5.352376e-05,-1.958703e-05,-1.434970e-05,-1.958703e-05
6.274000e-10,-1.052896e-05,-5.331989e-05,-1.926666e-05,-1.478658e-05,-1.926666e-05
6.276000e-10,-1.049027e-05,-5.315721e-05,-1.907164e-05,-1.501393e-05,-1.907164e-05
6.278000e-10,-1.048418e-05,-5.306541e-05,-1.902427e-05,-1.501686e-05,-1.902427e-05
6.280000e-10,-1.051059e-05,-5.306704e-05,-1.912867e-05,-1.480969e-05,-1.912867e-05
6.282000e-10,-1.056548e-05,-5.317404e-05,-1.937063e-05,-1.443279e-05,-1.937063e-05
6.284000e-10,-1.064212e-05,-5.338357e-05,-1.971908e-05,-1.394542e-05,-1.971908e-05
6.286000e-10,-1.073243e-05,-5.367534e-05,-2.012942e-05,-1.341651e-05,-2.012942e-05
6.288000e-10,-1.082792e-05,-5.401283e-05,-2.054877e-05,-1.291528e-05,-2.054877e-05
6.290000e-10,-1.092042e-05,-5.434931e-05,-2.092295e-05,-1.250341e-05,-2.092295e-05
6.292000e-10,-1.100253e-05,-5.463770e-05,-2.120426e-05,-1.222917e-05,-2.120426e-05
6.294000e-10,-1.106805e-05,-5.484138e-05,-2.135878e-05,-1.212381e-05,-2.135878e-05
6.296000e-10,-1.111246e-05,-5.494251e-05,-2.137154e-05,-1.219943e-05,-2.137154e-05
6.298000e-10,-1.113344e-05,-5.494512e-05,-2.124843e-05,-1.244825e-05,-2.124843e-05
6.300000e-10,-1.113142e-05,-5.487213e-05,-2.101451e-05,-1.284310e-05,-2.101451e-05
6.302000e-10,-1.110988e-05,-5.475772e-05,-2.070917e-05,-1.333938e-05,-2.070917e-05
6.304000e-10,-1.107520e-05,-5.463796e-05,-2.037941e-05,-1.387915e-05,-2.037941e-05
6.306000e-10,-1.103602e-05,-5.454288e-05,-2.007264e-05,-1.439760e-05,-2.007264e-05
6.308000e-10,-1.100206e-05,-5.449209e-05,-1.983025e-05,-1.483160e-05,-1.983025e-05
6.310000e-10,-1.098258e-05,-5.449437e-05,-1.968267e-05,-1.512902e-05,-1.968267e-05
6.312000e-10,-1.098481e-05,-5.454977e-05,-1.964639e-05,-1.525699e-05,-1.964639e-05
6.314000e-10,-1.101267e-05,-5.465245e-05,-1.972268e-05,-1.520708e-05,-1.972268e-05
6.316000e-10,-1.106594e-05,-5.479261e-05,-1.989815e-05,-1.499630e-05,-1.989815e-05
6.318000e-10,-1.114023e-05,-5.495717e-05,-2.014679e-05,-1.466359e-05,-2.014679e-05
6.320000e-10,-1.122764e-05,-5.512984e-05,-2.043344e-05,-1.426297e-05,-2.043344e-05
6.322000e-10,-1.131803e-05,-5.529191e-05,-2.071854e-05,-1.385483e-05,-2.071854e-05
6.324000e-10,-1.140073e-05,-5.542446e-05,-2.096359e-05,-1.349729e-05,-2.096359e-05
6.326000e-10,-1.146633e-05,-5.551191e-05,-2.113663e-05,-1.323865e-05,-2.113663e-05
6.328000e-10,-1.150826e-05,-5.554580e-05,-2.121685e-05,-1.311211e-05,-2.121685e-05
6.330000e-10,-1.152391e-05,-5.552724e-05,-2.119739e-05,-1.313246e-05,-2.119739e-05
6.332000e-10,-1.151505e-05,-5.546689e-05,-2.108591e-05,-1.329507e-05,-2.108591e-05
6.334000e-10,-1.148754e-05,-5.538229e-05,-2.090273e-05,-1.357683e-05,-2.090273e-05
6.336000e-10,-1.145026e-05,-5.529347e-05,-2.067722e-05,-1.393904e-05,-2.067722e-05
6.338000e-10,-1.141361e-05,-5.521847e-05,-2.044307e-05,-1.433233e-05,-2.044307e-05
6.340000e-10,-1.138767e-05,-5.517008e-05,-2.023337e-05,-1.470334e-05,-2.023337e-05
6.342000e-10,-1.138051e-05,-5.515478e-05,-2.007621e-05,-1.500235e-05,-2.007621e-05
6.344000e-10,-1.139692e-05,-5.517344e-05,-1.999127e-05,-1.519090e-05,-1.999127e-05
6.346000e-10,-1.143768e-05,-5.522297e-05,-1.998767e-05,-1.524764e-05,-1.998767e-05
6.348000e-10,-1.149966e-05,-5.529775e-05,-2.006315e-05,-1.517145e-05,-2.006315e-05
6.350000e-10,-1.157647e-05,-5.539029e-05,-2.020469e-05,-1.498091e-05,-2.020469e-05
6.352000e-10,-1.165972e-05,-5.549127e-05,-2.039035e-05,-1.471057e-05,-2.039035e-05
6.354000e-10,-1.174049e-05,-5.558957e-05,-2.059240e-05,-1.440478e-05,-2.059240e-05
6.356000e-10,-1.181074e-05,-5.567306e-05,-2.078129e-05,-1.411048e-05,-2.078129e-05
6.358000e-10,-1.186453e-05,-5.573033e-05,-2.092998e-05,-1.387036e-05,-2.092998e-05
6.360000e-10,-1.189882e-05,-5.575311e-05,-2.101796e-05,-1.371719e-05,-2.101796e-05
6.362000e-10,-1.191372e-05,-5.573845e-05,-2.103420e-05,-1.367005e-05,-2.103420e-05
6.364000e-10,-1.191226e-05,-5.568972e-05,-2.097861e-05,-1.373250e-05,-2.097861e-05
6.366000e-10,-1.189978e-05,-5.561603e-05,-2.086162e-05,-1.389279e-05,-2.086162e-05
6.368000e-10,-1.188294e-05,-5.553019e-05,-2.070221e-05,-1.412577e-05,-2.070221e-05
6.370000e-10,-1.186869e-05,-5.544586e-05,-2.052465e-05,-1.439657e-05,-2.052465e-05
6.372000e-10,-1.186325e-05,-5.537495e-05,-2.035467e-05,-1.466561e-05,-2.035467e-05
6.374000e-10,-1.187124e-05,-5.532591e-05,-2.021577e-05,-1.489437e-05,-2.021577e-05
6.376000e-10,-1.189518e-05,-5.530308e-05,-2.012593e-05,-1.505121e-05,-2.012593e-05
6.378000e-10,-1.193525e-05,-5.530691e-05,-2.009540e-05,-1.511611e-05,-2.009540e-05
6.380000e-10,-1.198948e-05,-5.533458e-05,-2.012553e-05,-1.508353e-05,-2.012553e-05
6.382000e-10,-1.205417e-05,-5.538054e-05,-2.020887e-05,-1.496279e-05,-2.020887e-05
6.384000e-10,-1.212450e-05,-5.543699e-05,-2.033048e-05,-1.477603e-05,-2.033048e-05
6.386000e-10,-1.219528e-05,-5.549449e-05,-2.047020e-05,-1.455409e-05,-2.047020e-05
6.388000e-10,-1.226160e-05,-5.554293e-05,-2.060575e-05,-1.433143e-05,-2.060575e-05
6.390000e-10,-1.231950e-05,-5.557299e-05,-2.071608e-05,-1.414082e-05,-2.071608e-05
6.392000e-10,-1.236634e-05,-5.557782e-05,-2.078455e-05,-1.400872e-05,-2.078455e-05
6.394000e-10,-1.240113e-05,-5.555449e-05,-2.080131e-05,-1.395186e-05,-2.080131e-05
6.396000e-10,-1.242451e-05,-5.550471e-05,-2.076465e-05,-1.397540e-05,-2.076465e-05
6.398000e-10,-1.243863e-05,-5.543441e-05,-2.068088e-05,-1.407264e-05,-2.068088e-05
6.400000e-10,-1.244684e-05,-5.535242e-05,-2.056303e-05,-1.422635e-05,-2.056303e-05
6.402000e-10,-1.245323e-05,-5.526854e-05,-2.042855e-05,-1.441145e-05,-2.042855e-05
6.404000e-10,-1.246208e-05,-5.519169e-05,-2.029643e-05,-1.459882e-05,-2.029643e-05
6.406000e-10,-1.247734e-05,-5.512854e-05,-2.018440e-05,-1.475973e-05,-2.018440e-05
6.408000e-10,-1.250215e-05,-5.508288e-05,-2.010633e-05,-1.487022e-05,-2.010633e-05
6.410000e-10,-1.253844e-05,-5.505562e-05,-2.007048e-05,-1.491466e-05,-2.007048e-05
6.412000e-10,-1.258671e-05,-5.504512e-05,-2.007853e-05,-1.488805e-05,-2.007853e-05
6.414000e-10,-1.264601e-05,-5.504768e-05,-2.012566e-05,-1.479637e-05,-2.012566e-05
6.416000e-10,-1.271408e-05,-5.505805e-05,-2.020142e-05,-1.465521e-05,-2.020142e-05
6.418000e-10,-1.278761e-05,-5.506996e-05,-2.029153e-05,-1.448691e-05,-2.029153e-05
6.420000e-10,-1.286279e-05,-5.507684e-05,-2.038002e-05,-1.431680e-05,-2.038002e-05
6.422000e-10,-1.293569e-05,-5.507273e-05,-2.045173e-05,-1.416926e-05,-2.045173e-05
6.424000e-10,-1.300289e-05,-5.505319e-05,-2.049453e-05,-1.406412e-05,-2.049453e-05
6.426000e-10,-1.306186e-05,-5.501615e-05,-2.050107e-05,-1.401400e-05,-2.050107e-05
6.428000e-10,-1.311133e-05,-5.496222e-05,-2.046971e-05,-1.402281e-05,-2.046971e-05
6.430000e-10,-1.315142e-05,-5.489450e-05,-2.040452e-05,-1.408547e-05,-2.040452e-05
6.432000e-10,-1.318368e-05,-5.481779e-05,-2.031442e-05,-1.418896e-05,-2.031442e-05
6.434000e-10,-1.321080e-05,-5.473759e-05,-2.021155e-05,-1.431448e-05,-2.021155e-05
6.436000e-10,-1.323630e-05,-5.465904e-05,-2.010932e-05,-1.444040e-05,-2.010932e-05
6.438000e-10,-1.326401e-05,-5.458624e-05,-2.002031e-05,-1.454562e-05,-2.002031e-05
6.440000e-10,-1.329756e-05,-5.452177e-05,-1.995447e-05,-1.461283e-05,-1.995447e-05
6.442000e-10,-1.333994e-05,-5.446672e-05,-1.991781e-05,-1.463111e-05,-1.991781e-05
6.444000e-10,-1.339303e-05,-5.442076e-05,-1.991168e-05,-1.459740e-05,-1.991168e-05
6.446000e-10,-1.345745e-05,-5.438238e-05,-1.993283e-05,-1.451671e-05,-1.993283e-05
6.448000e-10,-1.353244e-05,-5.434904e-05,-1.997403e-05,-1.440098e-05,-1.997403e-05
6.450000e-10,-1.361601e-05,-5.431750e-05,-2.002531e-05,-1.426687e-05,-2.002531e-05
6.452000e-10,-1.370525e-05,-5.428413e-05,-2.007554e-05,-1.413304e-05,-2.007554e-05
6.454000e-10,-1.379672e-05,-5.424541e-05,-2.011413e-05,-1.401716e-05,-2.011413e-05
6.456000e-10,-1.388692e-05,-5.419848e-05,-2.013258e-05,-1.393331e-05,-2.013258e-05
6.458000e-10,-1.397278e-05,-5.414162e-05,-2.012576e-05,-1.389010e-05,-2.012576e-05
6.460000e-10,-1.405204e-05,-5.407451e-05,-2.009247e-05,-1.388957e-05,-2.009247e-05
6.462000e-10,-1.412354e-05,-5.399820e-05,-2.003552e-05,-1.392715e-05,-2.003552e-05
6.464000e-10,-1.418737e-05,-5.391479e-05,-1.996110e-05,-1.399260e-05,-1.996110e-05
6.466000e-10,-1.424483e-05,-5.382701e-05,-1.987766e-05,-1.407169e-05,-1.987766e-05
6.468000e-10,-1.429821e-05,-5.373763e-05,-1.979455e-05,-1.414853e-05,-1.979455e-05
6.470000e-10,-1.435052e-05,-5.364911e-05,-1.972054e-05,-1.420803e-05,-1.972054e-05
6.472000e-10,-1.440506e-05,-5.356330e-05,-1.966253e-05,-1.423824e-05,-1.966253e-05
6.474000e-10,-1.446505e-05,-5.348131e-05,-1.962461e-05,-1.423209e-05,-1.962461e-05
6.476000e-10,-1.453316e-05,-5.340348e-05,-1.960758e-05,-1.418832e-05,-1.960758e-05
6.478000e-10,-1.461125e-05,-5.332934e-05,-1.960897e-05,-1.411140e-05,-1.960897e-05
6.480000e-10,-1.470013e-05,-5.325768e-05,-1.962354e-05,-1.401059e-05,-1.962354e-05
6.482000e-10,-1.479950e-05,-5.318666e-05,-1.964419e-05,-1.389828e-05,-1.964419e-05
6.484000e-10,-1.490800e-05,-5.311403e-05,-1.966307e-05,-1.378788e-05,-1.966307e-05
6.486000e-10,-1.502344e-05,-5.303750e-05,-1.967284e-05,-1.369182e-05,-1.967284e-05
6.488000e-10,-1.514306e-05,-5.295504e-05,-1.966770e-05,-1.361964e-05,-1.966770e-05
6.490000e-10,-1.526391e-05,-5.286532e-05,-1.964431e-05,-1.357671e-05,-1.964431e-05
6.492000e-10,-1.538322e-05,-5.276785e-05,-1.960211e-05,-1.356363e-05,-1.960211e-05
