time,"I(LQ|X2)","I(LQ|X5)","I(LQ|X9)","I(LQ|X12)"
1.760000e-11,1.784390e-05,2.706950e-05,3.718734e-05,1.538391e-05
1.780000e-11,1.603754e-05,2.776984e-05,3.536184e-05,1.147196e-05
1.800000e-11,1.272332e-05,2.604934e-05,3.019047e-05,6.410063e-06
1.820000e-11,8.198017e-06,2.202267e-05,2.203366e-05,9.051893e-07
1.840000e-11,2.903518e-06,1.598257e-05,1.168316e-05,-4.268594e-06
1.860000e-11,-2.609864e-06,8.464878e-06,3.883362e-07,-8.412456e-06
1.880000e-11,-7.752570e-06,2.636113e-07,-1.036034e-05,-1.103266e-05
1.900000e-11,-1.197897e-05,-7.667494e-06,-1.919033e-05,-1.190522e-05
1.920000e-11,-1.485829e-05,-1.440152e-05,-2.513112e-05,-1.107059e-05
1.940000e-11,-1.611683e-05,-1.921343e-05,-2.769838e-05,-8.790744e-06
1.960000e-11,-1.565400e-05,-2.166350e-05,-2.682034e-05,-5.499817e-06
1.980000e-11,-1.354683e-05,-2.158716e-05,-2.274257e-05,-1.749684e-06
2.000000e-11,-1.005392e-05,-1.905207e-05,-1.601761e-05,1.866046e-06
2.020000e-11,-5.607122e-06,-1.434842e-05,-7.556232e-06,4.811251e-06
2.040000e-11,-7.857726e-07,-8.026718e-06,1.406212e-06,6.706520e-06
2.060000e-11,3.772676e-06,-8.975868e-07,9.535522e-06,7.388899e-06
2.080000e-11,7.483777e-06,6.078233e-06,1.571698e-05,6.912330e-06
2.100000e-11,9.908972e-06,1.198442e-05,1.928029e-05,5.501311e-06
2.120000e-11,1.080266e-05,1.612721e-05,2.003664e-05,3.486063e-06
2.140000e-11,1.011709e-05,1.811619e-05,1.817654e-05,1.239857e-06
2.160000e-11,7.988850e-06,1.784668e-05,1.414896e-05,-8.770776e-07
2.180000e-11,4.723982e-06,1.544523e-05,8.600740e-06,-2.568726e-06
2.200000e-11,7.747218e-07,1.124077e-05,2.349353e-06,-3.644608e-06
2.220000e-11,-3.312665e-06,5.768635e-06,-3.696349e-06,-4.040241e-06
2.240000e-11,-6.983220e-06,-2.476207e-07,-8.696152e-06,-3.809970e-06
2.260000e-11,-9.767400e-06,-5.990967e-06,-1.205072e-05,-3.096493e-06
2.280000e-11,-1.134967e-05,-1.070571e-05,-1.349437e-05,-2.089483e-06
2.300000e-11,-1.159449e-05,-1.383733e-05,-1.307642e-05,-9.856042e-07
2.320000e-11,-1.053836e-05,-1.509601e-05,-1.107346e-05,4.326352e-08
2.340000e-11,-8.368728e-06,-1.444246e-05,-7.900353e-06,8.716686e-07
2.360000e-11,-5.401702e-06,-1.204283e-05,-4.054703e-06,1.431527e-06
2.380000e-11,-2.051802e-06,-8.238507e-06,-7.648934e-08,1.711798e-06
2.400000e-11,1.219174e-06,-3.533531e-06,3.511594e-06,1.747609e-06
2.420000e-11,3.972954e-06,1.439811e-06,6.285843e-06,1.602102e-06
2.440000e-11,5.865138e-06,6.008928e-06,7.990743e-06,1.346256e-06
2.460000e-11,6.691928e-06,9.582733e-06,8.559958e-06,1.041898e-06
2.480000e-11,6.404366e-06,1.175250e-05,8.084724e-06,7.313705e-07
2.500000e-11,5.098099e-06,1.233253e-05,6.756823e-06,4.349814e-07
2.520000e-11,2.991745e-06,1.134515e-05,4.819254e-06,1.552668e-07
2.540000e-11,3.988546e-07,8.984775e-06,2.538046e-06,-1.144107e-07
2.560000e-11,-2.311192e-06,5.589903e-06,1.849460e-07,-3.801308e-07
2.580000e-11,-4.766292e-06,1.619765e-06,-1.984917e-06,-6.394986e-07
2.600000e-11,-6.649784e-06,-2.390245e-06,-3.762380e-06,-8.774856e-07
2.620000e-11,-7.746627e-06,-5.907226e-06,-5.007688e-06,-1.066801e-06
2.640000e-11,-7.965170e-06,-8.491997e-06,-5.655223e-06,-1.172651e-06
2.660000e-11,-7.334658e-06,-9.865478e-06,-5.699952e-06,-1.161007e-06
2.680000e-11,-5.987873e-06,-9.929449e-06,-5.178553e-06,-1.008633e-06
2.700000e-11,-4.137891e-06,-8.750480e-06,-4.158937e-06,-7.122473e-07
2.720000e-11,-2.050913e-06,-6.531474e-06,-2.741271e-06,-2.939455e-07
2.740000e-11,-1.256143e-08,-3.586298e-06,-1.061901e-06,1.990637e-07
2.760000e-11,1.711680e-06,-3.118556e-07,7.109264e-07,7.006089e-07
2.780000e-11,2.914300e-06,2.857230e-06,2.392854e-06,1.136130e-06
2.800000e-11,3.471929e-06,5.512813e-06,3.804884e-06,1.435408e-06
2.820000e-11,3.354667e-06,7.337659e-06,4.792459e-06,1.545172e-06
2.840000e-11,2.620593e-06,8.146887e-06,5.239222e-06,1.439514e-06
2.860000e-11,1.401065e-06,7.897425e-06,5.078380e-06,1.126163e-06
2.880000e-11,-1.192718e-07,6.674420e-06,4.305077e-06,6.470137e-07
2.900000e-11,-1.727102e-06,4.669842e-06,2.987897e-06,7.223618e-08
2.920000e-11,-3.209344e-06,2.160171e-06,1.272090e-06,-5.111505e-07
2.940000e-11,-4.382715e-06,-5.219464e-07,-6.325448e-07,-1.013928e-06
2.980000e-11,-5.351067e-06,-5.047499e-06,-4.021961e-06,-1.496750e-06
3.000000e-11,-5.087912e-06,-6.345410e-06,-5.048681e-06,-1.407344e-06
3.020000e-11,-4.393061e-06,-6.796196e-06,-5.412796e-06,-1.109120e-06
3.040000e-11,-3.378773e-06,-6.384913e-06,-5.052582e-06,-6.523946e-07
3.060000e-11,-2.188989e-06,-5.198230e-06,-4.003713e-06,-1.112802e-07
3.080000e-11,-9.811890e-07,-3.408720e-06,-2.400689e-06,4.290403e-07
3.100000e-11,9.341006e-08,-1.255632e-06,-4.631879e-07,8.866312e-07
3.120000e-11,9.087957e-07,9.812740e-07,1.534385e-06,1.195986e-06
3.140000e-11,1.378801e-06,3.017048e-06,3.305663e-06,1.317767e-06
3.160000e-11,1.465074e-06,4.601075e-06,4.597694e-06,1.243688e-06
3.180000e-11,1.178134e-06,5.550790e-06,5.229055e-06,9.961327e-07
3.200000e-11,5.728196e-07,5.771507e-06,5.114994e-06,6.228888e-07
3.220000e-11,-2.604377e-07,5.261228e-06,4.278345e-06,1.880839e-07
3.240000e-11,-1.207673e-06,4.104778e-06,2.846495e-06,-2.390577e-07
3.260000e-11,-2.146055e-06,2.461687e-06,1.034078e-06,-5.956197e-07
3.280000e-11,-2.959639e-06,5.484482e-07,-8.885634e-07,-8.345454e-07
3.300000e-11,-3.553804e-06,-1.386667e-06,-2.637719e-06,-9.307787e-07
3.320000e-11,-3.865953e-06,-3.095863e-06,-3.961593e-06,-8.832347e-07
3.340000e-11,-3.871156e-06,-4.365901e-06,-4.678952e-06,-7.126935e-07
3.360000e-11,-3.582745e-06,-5.046274e-06,-4.704049e-06,-4.563874e-07
3.380000e-11,-3.048716e-06,-5.065995e-06,-4.055348e-06,-1.604869e-07
3.400000e-11,-2.344788e-06,-4.438316e-06,-2.849077e-06,1.280954e-07
3.420000e-11,-1.564714e-06,-3.256049e-06,-1.279681e-06,3.691583e-07
3.440000e-11,-8.085552e-07,-1.679790e-06,4.106319e-07,5.347136e-07
3.460000e-11,-1.701308e-07,8.081677e-08,1.969821e-06,6.117783e-07
3.480000e-11,2.746352e-07,1.793214e-06,3.175443e-06,6.022853e-07
3.500000e-11,4.767369e-07,3.233406e-06,3.868131e-06,5.205153e-07
3.520000e-11,4.193327e-07,4.217242e-06,3.972836e-06,3.888588e-07
3.540000e-11,1.188094e-07,4.624998e-06,3.505100e-06,2.329057e-07
3.560000e-11,-3.781903e-07,4.415173e-06,2.563223e-06,7.682868e-08
3.580000e-11,-1.001351e-06,3.627143e-06,1.309156e-06,-6.015698e-08
3.600000e-11,-1.666201e-06,2.374478e-06,-5.850493e-08,-1.657782e-07
3.620000e-11,-2.285453e-06,8.303275e-07,-1.335779e-06,-2.350155e-07
3.640000e-11,-2.780625e-06,-7.946253e-07,-2.344298e-06,-2.689755e-07
3.660000e-11,-3.092150e-06,-2.280539e-06,-2.956904e-06,-2.728291e-07
3.680000e-11,-3.186523e-06,-3.429455e-06,-3.113437e-06,-2.534524e-07
3.700000e-11,-3.059657e-06,-4.093251e-06,-2.824584e-06,-2.173752e-07
3.720000e-11,-2.736298e-06,-4.193158e-06,-2.164441e-06,-1.694849e-07
3.740000e-11,-2.265862e-06,-3.728237e-06,-1.254407e-06,-1.126831e-07
3.760000e-11,-1.715294e-06,-2.773185e-06,-2.417818e-07,-4.843041e-08
3.780000e-11,-1.159813e-06,-1.467084e-06,7.235686e-07,2.211517e-08
3.800000e-11,-6.726934e-07,5.506172e-09,1.511177e-06,9.679462e-08
3.820000e-11,-3.154932e-07,1.439797e-06,2.027401e-06,1.714312e-07
3.840000e-11,-1.301558e-07,2.639719e-06,2.225764e-06,2.394647e-07
3.860000e-11,-1.340823e-07,3.446026e-06,2.109009e-06,2.924282e-07
3.880000e-11,-3.187428e-07,3.758338e-06,1.723407e-06,3.212391e-07
3.900000e-11,-6.518308e-07,3.547445e-06,1.147271e-06,3.180617e-07
3.920000e-11,-1.082523e-06,2.856816e-06,4.762960e-07,2.783273e-07
3.940000e-11,-1.549067e-06,1.794405e-06,-1.917099e-07,2.024243e-07
3.960000e-11,-1.987631e-06,5.165166e-07,-7.705041e-07,9.660718e-08
3.980000e-11,-2.341140e-06,-7.944494e-07,-1.195796e-06,-2.717525e-08
4.000000e-11,-2.566787e-06,-1.956004e-06,-1.431197e-06,-1.526125e-07
4.020000e-11,-2.641163e-06,-2.811725e-06,-1.469331e-06,-2.613654e-07
4.040000e-11,-2.562385e-06,-3.253145e-06,-1.328607e-06,-3.360235e-07
4.060000e-11,-2.349151e-06,-3.233602e-06,-1.046850e-06,-3.631690e-07
4.080000e-11,-2.037076e-06,-2.772266e-06,-6.734047e-07,-3.359700e-07
4.100000e-11,-1.672984e-06,-1.948719e-06,-2.612136e-07,-2.557888e-07
4.120000e-11,-1.307997e-06,-8.897269e-07,1.399881e-07,-1.324445e-07
4.140000e-11,-9.904128e-07,2.497293e-07,4.886923e-07,1.698328e-08
4.160000e-11,-7.593304e-07,1.308872e-06,7.546049e-07,1.706553e-07
4.180000e-11,-6.399200e-07,2.144072e-06,9.196860e-07,3.053753e-07
4.200000e-11,-6.409018e-07,2.648816e-06,9.776049e-07,4.003242e-07
4.220000e-11,-7.544492e-07,2.767428e-06,9.321568e-07,4.404903e-07
4.240000e-11,-9.583469e-07,2.500557e-06,7.952422e-07,4.192009e-07
4.260000e-11,-1.219943e-06,1.902234e-06,5.848961e-07,3.393120e-07
4.280000e-11,-1.501237e-06,1.069727e-06,3.236078e-07,2.128360e-07
4.300000e-11,-1.764344e-06,1.281307e-07,3.690350e-08,5.905758e-08
4.320000e-11,-1.976553e-06,-7.881366e-07,-2.480197e-07,-9.854462e-08
4.340000e-11,-2.114290e-06,-1.554481e-06,-5.038535e-07,-2.360523e-07
4.360000e-11,-2.165503e-06,-2.073221e-06,-7.050820e-07,-3.329037e-07
4.380000e-11,-2.130275e-06,-2.286033e-06,-8.302217e-07,-3.751049e-07
4.400000e-11,-2.019751e-06,-2.179959e-06,-8.642271e-07,-3.573364e-07
4.420000e-11,-1.853713e-06,-1.786506e-06,-8.007501e-07,-2.836298e-07
4.440000e-11,-1.657270e-06,-1.174594e-06,-6.438422e-07,-1.665306e-07
4.460000e-11,-1.457181e-06,-4.389170e-07,-4.086493e-07,-2.491858e-08
4.480000e-11,-1.278325e-06,3.144168e-07,-1.207125e-07,1.191272e-07
4.500000e-11,-1.140762e-06,9.829837e-07,1.863217e-07,2.438773e-07
4.520000e-11,-1.057706e-06,1.481850e-06,4.744805e-07,3.313268e-07
4.540000e-11,-1.034586e-06,1.754181e-06,7.063103e-07,3.698551e-07
4.560000e-11,-1.069171e-06,1.777219e-06,8.501023e-07,3.557731e-07
4.580000e-11,-1.152628e-06,1.563056e-06,8.846856e-07,2.935541e-07
4.600000e-11,-1.271248e-06,1.154551e-06,8.029906e-07,1.947712e-07
4.620000e-11,-1.408543e-06,6.174431e-07,6.137350e-07,7.596942e-08
4.640000e-11,-1.547432e-06,3.007756e-08,3.408413e-07,-4.413755e-08
4.660000e-11,-1.672219e-06,-5.277586e-07,2.053200e-08,-1.476621e-07
4.680000e-11,-1.770184e-06,-9.854175e-07,-3.035661e-07,-2.202423e-07
4.700000e-11,-1.832625e-06,-1.290033e-06,-5.866194e-07,-2.530328e-07
4.720000e-11,-1.855348e-06,-1.412163e-06,-7.891362e-07,-2.437150e-07
4.740000e-11,-1.838623e-06,-1.347866e-06,-8.828328e-07,-1.964286e-07
4.760000e-11,-1.786725e-06,-1.117248e-06,-8.548830e-07,-1.207066e-07
4.780000e-11,-1.707162e-06,-7.600468e-07,-7.098740e-07,-2.964903e-08
4.800000e-11,-1.609710e-06,-3.291546e-07,-4.691567e-07,6.232398e-08
4.820000e-11,-1.505362e-06,1.169374e-07,-1.676750e-07,1.417555e-07
4.840000e-11,-1.405261e-06,5.217618e-07,1.512459e-07,1.981097e-07
4.860000e-11,-1.319692e-06,8.376689e-07,4.423481e-07,2.251219e-07
4.880000e-11,-1.257192e-06,1.031022e-06,6.651192e-07,2.213801e-07
4.900000e-11,-1.223809e-06,1.085278e-06,7.896583e-07,1.901117e-07
4.920000e-11,-1.222566e-06,1.001756e-06,8.008359e-07,1.382803e-07
4.940000e-11,-1.253173e-06,7.982239e-07,7.001496e-07,7.519525e-08
4.960000e-11,-1.312019e-06,5.057064e-07,5.050573e-07,1.089773e-08
4.980000e-11,-1.392471e-06,1.640344e-07,2.459633e-07,-4.540518e-08
5.000000e-11,-1.485500e-06,-1.832759e-07,-3.861487e-08,-8.661813e-08
5.020000e-11,-1.580574e-06,-4.942358e-07,-3.079153e-07,-1.085787e-07
5.040000e-11,-1.666771e-06,-7.331329e-07,-5.249148e-07,-1.103432e-07
5.060000e-11,-1.733996e-06,-8.743296e-07,-6.615188e-07,-9.395343e-08
5.080000e-11,-1.774173e-06,-9.047452e-07,-7.022079e-07,-6.377970e-08
5.100000e-11,-1.782273e-06,-8.248245e-07,-6.456705e-07,-2.559448e-08
5.120000e-11,-1.757026e-06,-6.479754e-07,-5.042841e-07,1.444704e-08
5.140000e-11,-1.701213e-06,-3.986078e-07,-3.016451e-07,5.074878e-08
5.160000e-11,-1.621454e-06,-1.090246e-07,-6.862273e-08,7.900199e-08
5.180000e-11,-1.527500e-06,1.844963e-07,1.613975e-07,9.661630e-08
5.200000e-11,-1.431075e-06,4.460164e-07,3.573412e-07,1.028290e-07
5.220000e-11,-1.344415e-06,6.441763e-07,4.946360e-07,9.852443e-08
5.240000e-11,-1.278677e-06,7.558770e-07,5.582018e-07,8.583647e-08
5.260000e-11,-1.242442e-06,7.689699e-07,5.438958e-07,6.763365e-08
5.280000e-11,-1.240522e-06,6.836307e-07,4.583239e-07,4.698716e-08
5.300000e-11,-1.273242e-06,5.122509e-07,3.171786e-07,2.671017e-08
5.320000e-11,-1.336339e-06,2.778453e-07,1.424620e-07,9.028447e-09
5.340000e-11,-1.421477e-06,1.114667e-08,-4.092416e-08,-4.590486e-09
5.360000e-11,-1.517347e-06,-2.532880e-07,-2.086954e-07,-1.345518e-08
5.380000e-11,-1.611185e-06,-4.814908e-07,-3.403205e-07,-1.754641e-08
5.400000e-11,-1.690513e-06,-6.444588e-07,-4.213869e-07,-1.733880e-08
5.420000e-11,-1.744847e-06,-7.219123e-07,-4.449542e-07,-1.359871e-08
5.440000e-11,-1.767135e-06,-7.049249e-07,-4.118198e-07,-7.202584e-09
5.460000e-11,-1.754719e-06,-5.970601e-07,-3.297779e-07,9.944330e-10
5.480000e-11,-1.709680e-06,-4.138535e-07,-2.120762e-07,1.022785e-08
5.500000e-11,-1.638516e-06,-1.806942e-07,-7.535279e-08,1.983629e-08
5.520000e-11,-1.551206e-06,7.062387e-08,6.263592e-08,2.923535e-08
5.540000e-11,-1.459795e-06,3.062266e-07,1.852039e-07,3.787739e-08
5.560000e-11,-1.376695e-06,4.947711e-07,2.785950e-07,4.522154e-08
5.580000e-11,-1.312967e-06,6.117014e-07,3.333406e-07,5.073162e-08
5.600000e-11,-1.276807e-06,6.425443e-07,3.450200e-07,5.390914e-08
5.620000e-11,-1.272468e-06,5.847817e-07,3.144089e-07,5.435747e-08
5.640000e-11,-1.299754e-06,4.480435e-07,2.470633e-07,5.186279e-08
5.660000e-11,-1.354154e-06,2.526058e-07,1.524354e-07,4.647179e-08
5.680000e-11,-1.427574e-06,2.642160e-08,4.264618e-08,3.854454e-08
5.700000e-11,-1.509557e-06,-1.988881e-07,-6.894467e-08,2.876497e-08
5.720000e-11,-1.588793e-06,-3.925024e-07,-1.692311e-07,1.809927e-08
5.740000e-11,-1.654709e-06,-5.286866e-07,-2.467745e-07,7.702431e-09
5.760000e-11,-1.698892e-06,-5.902799e-07,-2.930126e-07,-1.216283e-09
5.780000e-11,-1.716177e-06,-5.708969e-07,-3.031516e-07,-7.550020e-09
5.800000e-11,-1.705224e-06,-4.755520e-07,-2.766573e-07,-1.044924e-08
5.820000e-11,-1.668560e-06,-3.196564e-07,-2.172895e-07,-9.450181e-09
5.840000e-11,-1.612076e-06,-1.265701e-07,-1.326668e-07,-4.555814e-09
5.860000e-11,-1.544080e-06,7.590345e-08,-3.339110e-08,3.744551e-09
5.880000e-11,-1.474072e-06,2.595523e-07,6.818874e-08,1.452176e-08
5.900000e-11,-1.411399e-06,3.997290e-07,1.594481e-07,2.651406e-08
5.920000e-11,-1.364007e-06,4.786898e-07,2.290282e-07,3.828108e-08
5.940000e-11,-1.337442e-06,4.878409e-07,2.682629e-07,4.838378e-08
5.960000e-11,-1.334227e-06,4.286044e-07,2.723041e-07,5.556652e-08
5.980000e-11,-1.353686e-06,3.118334e-07,2.407908e-07,5.891719e-08
6.000000e-11,-1.392202e-06,1.559176e-07,1.779519e-07,5.798485e-08
6.020000e-11,-1.443860e-06,-1.609739e-08,9.211003e-08,5.284017e-08
6.040000e-11,-1.501354e-06,-1.799252e-07,-5.371557e-09,4.407127e-08
6.060000e-11,-1.557014e-06,-3.134808e-07,-1.015720e-07,3.271592e-08
6.080000e-11,-1.603831e-06,-3.998566e-07,-1.837358e-07,2.013855e-08
6.100000e-11,-1.636314e-06,-4.294319e-07,-2.409999e-07,7.866907e-09
6.120000e-11,-1.651097e-06,-4.008551e-07,-2.658841e-07,-2.592182e-09
6.140000e-11,-1.647238e-06,-3.208192e-07,-2.553270e-07,-9.936234e-09
6.160000e-11,-1.626178e-06,-2.027267e-07,-2.111135e-07,-1.322816e-08
6.180000e-11,-1.591415e-06,-6.449192e-08,-1.396248e-07,-1.201572e-08
6.200000e-11,-1.547938e-06,7.416090e-08,-5.093975e-08,-6.394599e-09
6.220000e-11,-1.501520e-06,1.945003e-07,4.258796e-08,2.993432e-09
6.240000e-11,-1.457970e-06,2.812928e-07,1.280741e-07,1.502877e-08
6.260000e-11,-1.422433e-06,3.246797e-07,1.939166e-07,2.824229e-08
6.280000e-11,-1.398817e-06,3.212043e-07,2.314138e-07,4.099020e-08
6.300000e-11,-1.389410e-06,2.739009e-07,2.359538e-07,5.165567e-08
6.320000e-11,-1.394709e-06,1.914946e-07,2.076043e-07,5.885330e-08
6.340000e-11,-1.413460e-06,8.688236e-08,1.510240e-07,6.161093e-08
6.360000e-11,-1.442902e-06,-2.484935e-08,7.471660e-08,5.950486e-08
6.380000e-11,-1.479151e-06,-1.285705e-07,-1.025292e-08,5.272907e-08
6.400000e-11,-1.517694e-06,-2.111159e-07,-9.188425e-08,4.208661e-08
6.420000e-11,-1.553923e-06,-2.628979e-07,-1.589650e-07,2.890103e-08
6.440000e-11,-1.583647e-06,-2.789352e-07,-2.026380e-07,1.485616e-08
6.460000e-11,-1.603549e-06,-2.592058e-07,-2.175888e-07,1.782709e-09
6.480000e-11,-1.611525e-06,-2.083269e-07,-2.026899e-07,-8.581765e-09
6.500000e-11,-1.606890e-06,-1.346553e-07,-1.610249e-07,-1.482768e-08
6.520000e-11,-1.590423e-06,-4.896910e-08,-9.930885e-08,-1.607084e-08
6.540000e-11,-1.564267e-06,3.706857e-08,-2.681028e-08,-1.208380e-08
6.560000e-11,-1.531666e-06,1.124511e-07,4.605210e-08,-3.340582e-09
6.580000e-11,-1.496597e-06,1.681802e-07,1.092214e-07,9.034097e-09
6.600000e-11,-1.463310e-06,1.982723e-07,1.544015e-07,2.340695e-08
6.620000e-11,-1.435836e-06,2.003203e-07,1.761460e-07,3.785207e-08
6.640000e-11,-1.417509e-06,1.755737e-07,1.724938e-07,5.041201e-08
