time,"I(LOUT)","I(LJOIN)","I(LQB|X2)","I(LQA|X2)","I(LIN|X2)","I(LINA|X2)","I(LINB|X2)"
0.000000e+00,4.328720e-12,8.052196e-12,1.033277e-11,1.028777e-11,8.052196e-12,5.022582e-12,3.029615e-12
2.500000e-13,-2.148113e-08,-8.509939e-08,-2.127071e-08,-4.741584e-08,-8.509939e-08,-1.288860e-07,4.378664e-08
5.000000e-13,-5.151198e-08,-2.423671e-07,-4.867578e-08,-1.229597e-07,-2.423671e-07,-2.930744e-07,5.070737e-08
7.500000e-13,-9.576935e-08,-5.338342e-07,-9.062715e-08,-2.489586e-07,-5.338342e-07,-4.954943e-07,-3.833991e-08
1.000000e-12,-1.695860e-07,-1.038304e-06,-1.721076e-07,-4.712075e-07,-1.038304e-06,-7.627188e-07,-2.755853e-07
1.250000e-12,-2.933150e-07,-1.769801e-06,-3.289147e-07,-8.485242e-07,-1.769801e-06,-1.087715e-06,-6.820868e-07
1.500000e-12,-5.036806e-07,-2.865330e-06,-6.336039e-07,-1.480876e-06,-2.865330e-06,-1.523379e-06,-1.341952e-06
1.750000e-12,-8.511363e-07,-4.424474e-06,-1.189533e-06,-2.502587e-06,-4.424474e-06,-2.103462e-06,-2.321012e-06
2.000000e-12,-1.407656e-06,-6.575930e-06,-2.148692e-06,-4.101375e-06,-6.575930e-06,-2.877213e-06,-3.698717e-06
2.250000e-12,-2.271978e-06,-9.477012e-06,-3.724535e-06,-6.530497e-06,-9.477012e-06,-3.911233e-06,-5.565779e-06
2.500000e-12,-3.572412e-06,-1.328400e-05,-6.200497e-06,-1.011390e-05,-1.328400e-05,-5.278114e-06,-8.005887e-06
2.750000e-12,-5.463041e-06,-1.806856e-05,-9.924983e-06,-1.523387e-05,-1.806856e-05,-7.019682e-06,-1.104888e-05
3.000000e-12,-8.108168e-06,-2.366046e-05,-1.528073e-05,-2.228873e-05,-2.366046e-05,-9.074385e-06,-1.458607e-05
3.250000e-12,-1.165231e-05,-2.946615e-05,-2.262202e-05,-3.161419e-05,-2.946615e-05,-1.119312e-05,-1.827302e-05
3.500000e-12,-1.617810e-05,-3.444091e-05,-3.218560e-05,-4.337368e-05,-3.444091e-05,-1.293361e-05,-2.150729e-05
3.750000e-12,-2.165529e-05,-3.738821e-05,-4.398387e-05,-5.742478e-05,-3.738821e-05,-1.382201e-05,-2.356620e-05
4.000000e-12,-2.788039e-05,-3.747524e-05,-5.767561e-05,-7.316308e-05,-3.747524e-05,-1.362070e-05,-2.385454e-05
4.250000e-12,-3.441830e-05,-3.462905e-05,-7.242786e-05,-8.938257e-05,-3.462905e-05,-1.251465e-05,-2.211439e-05
4.500000e-12,-4.059025e-05,-2.958606e-05,-8.685274e-05,-1.042758e-04,-2.958606e-05,-1.107929e-05,-1.850677e-05
4.750000e-12,-4.556169e-05,-2.360803e-05,-9.914286e-05,-1.157051e-04,-2.360803e-05,-1.004204e-05,-1.356599e-05
5.000000e-12,-4.853227e-05,-1.805144e-05,-1.074443e-04,-1.217209e-04,-1.805144e-05,-9.985077e-06,-8.066364e-06
5.250000e-12,-4.895082e-05,-1.400273e-05,-1.103362e-04,-1.211013e-04,-1.400273e-05,-1.116015e-05,-2.842578e-06
5.500000e-12,-4.665160e-05,-1.209389e-05,-1.071943e-04,-1.136437e-04,-1.209389e-05,-1.348746e-05,1.393574e-06
5.750000e-12,-4.185692e-05,-1.249136e-05,-9.827926e-05,-1.001019e-04,-1.249136e-05,-1.668018e-05,4.188821e-06
6.000000e-12,-3.507456e-05,-1.498293e-05,-8.456307e-05,-8.188322e-05,-1.498293e-05,-2.037421e-05,5.391276e-06
6.250000e-12,-2.697036e-05,-1.908328e-05,-6.744125e-05,-6.073227e-05,-1.908328e-05,-2.417767e-05,5.094389e-06
6.500000e-12,-1.828221e-05,-2.411796e-05,-4.849768e-05,-3.855092e-05,-2.411796e-05,-2.764621e-05,3.528250e-06
6.750000e-12,-9.777565e-06,-2.929520e-05,-2.937574e-05,-1.732073e-05,-2.929520e-05,-3.026597e-05,9.707706e-07
7.000000e-12,-2.211081e-06,-3.380044e-05,-1.169468e-05,1.012456e-06,-3.380044e-05,-3.151847e-05,-2.281963e-06
7.250000e-12,3.744116e-06,-3.692635e-05,3.063490e-06,1.474454e-05,-3.692635e-05,-3.100963e-05,-5.916720e-06
7.500000e-12,7.575276e-06,-3.820357e-05,1.370329e-05,2.263305e-05,-3.820357e-05,-2.857794e-05,-9.625637e-06
8.000000e-12,7.966760e-06,-3.490752e-05,2.007859e-05,1.908103e-05,-3.490752e-05,-1.863189e-05,-1.627563e-05
8.250000e-12,4.760939e-06,-3.089501e-05,1.590837e-05,8.584149e-06,-3.089501e-05,-1.206976e-05,-1.882525e-05
8.500000e-12,-6.545031e-08,-2.599319e-05,7.879212e-06,-5.771975e-06,-2.599319e-05,-5.422081e-06,-2.057111e-05
8.750000e-12,-5.706877e-06,-2.080777e-05,-2.559149e-06,-2.167751e-05,-2.080777e-05,4.546149e-07,-2.126239e-05
9.000000e-12,-1.124263e-05,-1.591107e-05,-1.364458e-05,-3.658024e-05,-1.591107e-05,4.806015e-06,-2.071708e-05
9.250000e-12,-1.579517e-05,-1.177908e-05,-2.357625e-05,-4.814911e-05,-1.177908e-05,7.137816e-06,-1.891690e-05
9.500000e-12,-1.865408e-05,-8.756511e-06,-3.077324e-05,-5.459980e-05,-8.756511e-06,7.262275e-06,-1.601879e-05
9.750000e-12,-1.935284e-05,-7.039822e-06,-3.407773e-05,-5.486050e-05,-7.039822e-06,5.257661e-06,-1.229748e-05
1.000000e-11,-1.772367e-05,-6.664301e-06,-3.290838e-05,-4.868355e-05,-6.664301e-06,1.426980e-06,-8.091281e-06
1.025000e-11,-1.395491e-05,-7.488607e-06,-2.738596e-05,-3.679124e-05,-7.488607e-06,-3.689495e-06,-3.799112e-06
1.050000e-11,-8.631750e-06,-9.187857e-06,-1.840858e-05,-2.099108e-05,-9.187857e-06,-9.285498e-06,9.764088e-08
1.075000e-11,-2.683807e-06,-1.128423e-05,-7.571955e-06,-4.013372e-06,-1.128423e-05,-1.436245e-05,3.078223e-06
1.100000e-11,2.806188e-06,-1.323152e-05,3.140170e-06,1.106651e-05,-1.323152e-05,-1.795755e-05,4.726031e-06
1.125000e-11,6.856181e-06,-1.452698e-05,1.179773e-05,2.156837e-05,-1.452698e-05,-1.939777e-05,4.870793e-06
1.150000e-11,8.784478e-06,-1.480664e-05,1.692072e-05,2.574896e-05,-1.480664e-05,-1.842757e-05,3.620927e-06
1.175000e-11,8.321438e-06,-1.390537e-05,1.774575e-05,2.306754e-05,-1.390537e-05,-1.521359e-05,1.308222e-06
1.200000e-11,5.667240e-06,-1.188630e-05,1.437914e-05,1.431045e-05,-1.188630e-05,-1.032243e-05,-1.563875e-06
1.225000e-11,1.497242e-06,-9.039162e-06,7.829108e-06,1.587564e-06,-9.039162e-06,-4.687614e-06,-4.351549e-06
1.250000e-11,-3.156969e-06,-5.826602e-06,-1.797705e-07,-1.203273e-05,-5.826602e-06,5.440318e-07,-6.370634e-06
1.275000e-11,-7.173096e-06,-2.774839e-06,-7.639952e-06,-2.332209e-05,-2.774839e-06,4.319403e-06,-7.094242e-06
1.300000e-11,-9.630965e-06,-3.497411e-07,-1.277191e-05,-2.974527e-05,-3.497411e-07,5.966977e-06,-6.316718e-06
1.325000e-11,-1.000710e-05,1.136905e-06,-1.441673e-05,-2.998252e-05,1.136905e-06,5.310442e-06,-4.173537e-06
1.350000e-11,-8.259093e-06,1.579903e-06,-1.225792e-05,-2.411295e-05,1.579903e-06,2.643123e-06,-1.063220e-06
1.375000e-11,-4.842799e-06,1.098322e-06,-6.902492e-06,-1.362191e-05,1.098322e-06,-1.329572e-06,2.427894e-06
1.400000e-11,-6.439899e-07,9.120712e-09,2.164271e-07,-1.183785e-06,9.120712e-09,-5.589709e-06,5.598829e-06
1.425000e-11,3.239565e-06,-1.261190e-06,7.202452e-06,9.987395e-06,-1.261190e-06,-9.045951e-06,7.784761e-06
1.450000e-11,5.820653e-06,-2.305694e-06,1.224872e-05,1.708596e-05,-2.305694e-06,-1.086295e-05,8.557254e-06
1.475000e-11,6.497921e-06,-2.850536e-06,1.414221e-05,1.849671e-05,-2.850536e-06,-1.069398e-05,7.843441e-06
1.500000e-11,5.191409e-06,-2.815890e-06,1.255380e-05,1.414510e-05,-2.815890e-06,-8.733141e-06,5.917251e-06
1.525000e-11,2.345088e-06,-2.321733e-06,8.093013e-06,5.462639e-06,-2.321733e-06,-5.641937e-06,3.320204e-06
1.550000e-11,-1.189863e-06,-1.641815e-06,2.134958e-06,-4.978854e-06,-1.641815e-06,-2.387753e-06,7.459377e-07
1.575000e-11,-4.398276e-06,-1.107243e-06,-3.583095e-06,-1.419336e-05,-1.107243e-06,2.562534e-08,-1.132868e-06
1.600000e-11,-6.412194e-06,-9.858190e-07,-7.494250e-06,-1.969611e-05,-9.858190e-07,8.755404e-07,-1.861359e-06
1.625000e-11,-6.763320e-06,-1.386358e-06,-8.658379e-06,-2.022570e-05,-1.386358e-06,-6.167709e-08,-1.324680e-06
1.650000e-11,-5.491598e-06,-2.222213e-06,-6.992060e-06,-1.602650e-05,-2.222213e-06,-2.472301e-06,2.500875e-07
1.675000e-11,-3.103785e-06,-3.238430e-06,-3.239590e-06,-8.691771e-06,-3.238430e-06,-5.618706e-06,2.380276e-06
1.700000e-11,-4.058371e-07,-4.091317e-06,1.288218e-06,-6.492484e-07,-4.091317e-06,-8.557347e-06,4.466030e-06
1.725000e-11,1.755032e-06,-4.460814e-06,5.145057e-06,5.606210e-06,-4.460814e-06,-1.042370e-05,5.962889e-06
1.750000e-11,2.761213e-06,-4.161212e-06,7.216411e-06,8.306124e-06,-4.161212e-06,-1.070510e-05,6.543891e-06
1.775000e-11,2.408828e-06,-3.209932e-06,7.054208e-06,6.933671e-06,-3.209932e-06,-9.396676e-06,6.186745e-06
1.800000e-11,9.444343e-07,-1.829581e-06,4.969455e-06,2.306743e-06,-1.829581e-06,-6.986333e-06,5.156752e-06
1.825000e-11,-1.046390e-06,-3.829125e-07,1.870693e-06,-3.774077e-06,-3.829125e-07,-4.284928e-06,3.902015e-06
1.850000e-11,-2.854578e-06,7.384308e-07,-1.084338e-06,-9.176622e-06,7.384308e-07,-2.160612e-06,2.899043e-06
1.875000e-11,-3.893027e-06,1.235282e-06,-2.899943e-06,-1.216647e-05,1.235282e-06,-1.261693e-06,2.496975e-06
1.900000e-11,-3.887079e-06,9.922393e-07,-3.071843e-06,-1.196438e-05,9.922393e-07,-1.819033e-06,2.811272e-06
1.925000e-11,-2.946338e-06,1.096025e-07,-1.723331e-06,-8.946472e-06,1.096025e-07,-3.591576e-06,3.701179e-06
1.950000e-11,-1.498560e-06,-1.132980e-06,4.892041e-07,-4.434117e-06,-1.132980e-06,-5.968300e-06,4.835321e-06
1.975000e-11,-1.153649e-07,-2.367968e-06,2.655340e-06,-1.653150e-07,-2.367968e-06,-8.187759e-06,5.819791e-06
2.000000e-11,7.022519e-07,-3.255122e-06,3.962462e-06,2.348948e-06,-3.255122e-06,-9.596452e-06,6.341330e-06
2.025000e-11,7.151329e-07,-3.580172e-06,3.996700e-06,2.380350e-06,-3.580172e-06,-9.768755e-06,6.188583e-06
2.050000e-11,-2.438483e-08,-3.318353e-06,2.842386e-06,1.117360e-07,-3.318353e-06,-8.851940e-06,5.533587e-06
2.075000e-11,-1.185039e-06,-2.616485e-06,1.031555e-06,-3.448861e-06,-2.616485e-06,-7.268661e-06,4.652176e-06
2.100000e-11,-2.311749e-06,-1.724652e-06,-7.045606e-07,-6.923425e-06,-1.724652e-06,-5.592614e-06,3.867961e-06
2.125000e-11,-2.999982e-06,-9.068860e-07,-1.721081e-06,-9.082629e-06,-9.068860e-07,-4.363085e-06,3.456199e-06
2.150000e-11,-3.033277e-06,-3.630954e-07,-1.684276e-06,-9.259028e-06,-3.630954e-07,-3.916566e-06,3.553471e-06
2.175000e-11,-2.444634e-06,-1.824055e-07,-6.678229e-07,-7.535255e-06,-1.824055e-07,-4.297705e-06,4.115300e-06
2.200000e-11,-1.485460e-06,-3.368384e-07,9.045336e-07,-4.656201e-06,-3.368384e-07,-5.274850e-06,4.938011e-06
2.225000e-11,-5.188589e-07,-7.120809e-07,2.438559e-06,-1.712631e-06,-7.120809e-07,-6.448374e-06,5.736293e-06
2.250000e-11,1.174233e-07,-1.159851e-06,3.394588e-06,2.699506e-07,-1.159851e-06,-7.405157e-06,6.245306e-06
2.275000e-11,2.262978e-07,-1.550490e-06,3.472692e-06,6.806072e-07,-1.550490e-06,-7.859254e-06,6.308764e-06
2.300000e-11,-1.923858e-07,-1.808000e-06,2.698519e-06,-5.027286e-07,-1.808000e-06,-7.732245e-06,5.924244e-06
2.325000e-11,-9.576896e-07,-1.919328e-06,1.390212e-06,-2.754924e-06,-1.919328e-06,-7.153916e-06,5.234589e-06
2.350000e-11,-1.784420e-06,-1.919934e-06,2.657124e-08,-5.229373e-06,-1.919934e-06,-6.391979e-06,4.472045e-06
2.375000e-11,-2.389827e-06,-1.865487e-06,-9.308302e-07,-7.075778e-06,-1.865487e-06,-5.742420e-06,3.876934e-06
2.400000e-11,-2.590136e-06,-1.802761e-06,-1.194965e-06,-7.730665e-06,-1.802761e-06,-5.423047e-06,3.620286e-06
2.425000e-11,-2.354042e-06,-1.751085e-06,-7.363155e-07,-7.081870e-06,-1.751085e-06,-5.506803e-06,3.755718e-06
2.450000e-11,-1.799191e-06,-1.700056e-06,2.300616e-07,-5.463959e-06,-1.700056e-06,-5.912821e-06,4.212764e-06
2.475000e-11,-1.138602e-06,-1.622397e-06,1.339657e-06,-3.503510e-06,-1.622397e-06,-6.451686e-06,4.829289e-06
2.500000e-11,-5.998190e-07,-1.494774e-06,2.215855e-06,-1.880474e-06,-1.494774e-06,-6.904065e-06,5.409291e-06
2.525000e-11,-3.467645e-07,-1.316466e-06,2.598533e-06,-1.094051e-06,-1.316466e-06,-7.102477e-06,5.786011e-06
2.550000e-11,-4.309310e-07,-1.117119e-06,2.420048e-06,-1.312812e-06,-1.117119e-06,-6.987224e-06,5.870105e-06
2.575000e-11,-7.858852e-07,-9.500410e-07,1.807284e-06,-2.352393e-06,-9.500410e-07,-6.619114e-06,5.669073e-06
2.600000e-11,-1.262496e-06,-8.737714e-07,1.016776e-06,-3.775260e-06,-8.737714e-07,-6.148391e-06,5.274619e-06
2.625000e-11,-1.688467e-06,-9.293242e-07,3.326096e-07,-5.065634e-06,-9.293242e-07,-5.754582e-06,4.825258e-06
2.650000e-11,-1.929224e-06,-1.121997e-06,-3.356773e-08,-5.812094e-06,-1.121997e-06,-5.580576e-06,4.458580e-06
2.675000e-11,-1.929201e-06,-1.414903e-06,-6.139554e-09,-5.834917e-06,-1.414903e-06,-5.684245e-06,4.269342e-06
2.700000e-11,-1.721482e-06,-1.737110e-06,3.453360e-07,-5.220606e-06,-1.737110e-06,-6.023034e-06,4.285924e-06
2.725000e-11,-1.405894e-06,-2.003911e-06,8.485983e-07,-4.261587e-06,-2.003911e-06,-6.474421e-06,4.470510e-06
2.750000e-11,-1.106517e-06,-2.142391e-06,1.302188e-06,-3.331927e-06,-2.142391e-06,-6.882518e-06,4.740127e-06
2.775000e-11,-9.256175e-07,-2.113683e-06,1.550659e-06,-2.748773e-06,-2.113683e-06,-7.112917e-06,4.999235e-06
2.800000e-11,-9.104328e-07,-1.924721e-06,1.534665e-06,-2.669028e-06,-1.924721e-06,-7.096531e-06,5.171810e-06
2.825000e-11,-1.043046e-06,-1.626002e-06,1.300787e-06,-3.053295e-06,-1.626002e-06,-6.848538e-06,5.222536e-06
2.850000e-11,-1.254425e-06,-1.296429e-06,9.718454e-07,-3.702443e-06,-1.296429e-06,-6.458058e-06,5.161629e-06
2.875000e-11,-1.455113e-06,-1.020327e-06,6.924935e-07,-4.346290e-06,-1.020327e-06,-6.054272e-06,5.033945e-06
2.900000e-11,-1.569917e-06,-8.639017e-07,5.723693e-07,-4.747769e-06,-8.639017e-07,-5.762067e-06,4.898166e-06
2.925000e-11,-1.563854e-06,-8.582382e-07,6.478013e-07,-4.784300e-06,-8.582382e-07,-5.662627e-06,4.804389e-06
2.950000e-11,-1.450938e-06,-9.934259e-07,8.743683e-07,-4.480032e-06,-9.934259e-07,-5.771346e-06,4.777920e-06
2.975000e-11,-1.284378e-06,-1.224640e-06,1.150297e-06,-3.982514e-06,-1.224640e-06,-6.038639e-06,4.813998e-06
3.000000e-11,-1.133431e-06,-1.487320e-06,1.359506e-06,-3.497485e-06,-1.487320e-06,-6.371266e-06,4.883946e-06
3.025000e-11,-1.056436e-06,-1.716160e-06,1.416913e-06,-3.208878e-06,-1.716160e-06,-6.665380e-06,4.949220e-06
3.050000e-11,-1.080069e-06,-1.862077e-06,1.299173e-06,-3.213793e-06,-1.862077e-06,-6.839580e-06,4.977503e-06
3.075000e-11,-1.191740e-06,-1.902574e-06,1.050610e-06,-3.494232e-06,-1.902574e-06,-6.857426e-06,4.954852e-06
3.100000e-11,-1.346786e-06,-1.843474e-06,7.638519e-07,-3.932370e-06,-1.843474e-06,-6.733381e-06,4.889908e-06
3.125000e-11,-1.486711e-06,-1.712836e-06,5.438686e-07,-4.360212e-06,-1.712836e-06,-6.522158e-06,4.809322e-06
3.150000e-11,-1.561097e-06,-1.550082e-06,4.694288e-07,-4.623180e-06,-1.550082e-06,-6.296817e-06,4.746735e-06
3.175000e-11,-1.545139e-06,-1.394264e-06,5.659486e-07,-4.634086e-06,-1.394264e-06,-6.123959e-06,4.729695e-06
3.200000e-11,-1.446955e-06,-1.274925e-06,7.986631e-07,-4.399356e-06,-1.274925e-06,-6.044271e-06,4.769346e-06
3.225000e-11,-1.302849e-06,-1.207556e-06,1.087266e-06,-4.010583e-06,-1.207556e-06,-6.063929e-06,4.856373e-06
3.250000e-11,-1.163093e-06,-1.193829e-06,1.335553e-06,-3.607138e-06,-1.193829e-06,-6.158164e-06,4.964335e-06
3.275000e-11,-1.073861e-06,-1.225275e-06,1.464819e-06,-3.325085e-06,-1.225275e-06,-6.284150e-06,5.058874e-06
3.300000e-11,-1.061822e-06,-1.288311e-06,1.439276e-06,-3.251112e-06,-1.288311e-06,-6.397685e-06,5.109374e-06
3.325000e-11,-1.126499e-06,-1.368608e-06,1.275339e-06,-3.396843e-06,-1.368608e-06,-6.467641e-06,5.099033e-06
3.350000e-11,-1.242360e-06,-1.453624e-06,1.032775e-06,-3.700618e-06,-1.453624e-06,-6.483708e-06,5.030084e-06
3.375000e-11,-1.369165e-06,-1.533160e-06,7.920729e-07,-4.053788e-06,-1.533160e-06,-6.455841e-06,4.922681e-06
3.400000e-11,-1.466363e-06,-1.598697e-06,6.267188e-07,-4.340501e-06,-1.598697e-06,-6.406856e-06,4.808159e-06
3.425000e-11,-1.506356e-06,-1.642655e-06,5.800916e-07,-4.476363e-06,-1.642655e-06,-6.361755e-06,4.719100e-06
3.450000e-11,-1.482275e-06,-1.658494e-06,6.542880e-07,-4.433100e-06,-1.658494e-06,-6.338021e-06,4.679527e-06
3.475000e-11,-1.408195e-06,-1.641963e-06,8.135108e-07,-4.242322e-06,-1.641963e-06,-6.340207e-06,4.698245e-06
3.500000e-11,-1.312440e-06,-1.593061e-06,9.995077e-07,-3.979168e-06,-1.593061e-06,-6.360215e-06,4.767154e-06
3.525000e-11,-1.226910e-06,-1.517740e-06,1.152733e-06,-3.733327e-06,-1.517740e-06,-6.382432e-06,4.864692e-06
3.550000e-11,-1.176388e-06,-1.428299e-06,1.231604e-06,-3.578385e-06,-1.428299e-06,-6.391261e-06,4.962961e-06
3.575000e-11,-1.171398e-06,-1.341816e-06,1.223638e-06,-3.549912e-06,-1.341816e-06,-6.377924e-06,5.036107e-06
3.600000e-11,-1.206594e-06,-1.276684e-06,1.145651e-06,-3.638597e-06,-1.276684e-06,-6.344046e-06,5.067362e-06
3.625000e-11,-1.264604e-06,-1.248090e-06,1.034205e-06,-3.799050e-06,-1.248090e-06,-6.300888e-06,5.052798e-06
3.650000e-11,-1.323381e-06,-1.263774e-06,9.306732e-07,-3.969470e-06,-1.263774e-06,-6.264823e-06,5.001049e-06
3.675000e-11,-1.364166e-06,-1.321436e-06,8.666701e-07,-4.094275e-06,-1.321436e-06,-6.250943e-06,4.929507e-06
3.700000e-11,-1.377283e-06,-1.408732e-06,8.547878e-07,-4.141686e-06,-1.408732e-06,-6.267261e-06,4.858529e-06
3.725000e-11,-1.364046e-06,-1.506017e-06,8.872063e-07,-4.110914e-06,-1.506017e-06,-6.311573e-06,4.805556e-06
3.750000e-11,-1.334614e-06,-1.591145e-06,9.416880e-07,-4.027783e-06,-1.591145e-06,-6.372000e-06,4.780856e-06
3.775000e-11,-1.303045e-06,-1.645003e-06,9.919286e-07,-3.931766e-06,-1.645003e-06,-6.430894e-06,4.785891e-06
3.800000e-11,-1.281642e-06,-1.656235e-06,1.018028e-06,-3.860012e-06,-1.656235e-06,-6.470622e-06,4.814387e-06
3.825000e-11,-1.276685e-06,-1.623864e-06,1.013259e-06,-3.834358e-06,-1.623864e-06,-6.479227e-06,4.855363e-06
3.850000e-11,-1.286928e-06,-1.557164e-06,9.850571e-07,-3.855567e-06,-1.557164e-06,-6.454093e-06,4.896930e-06
3.875000e-11,-1.305076e-06,-1.472925e-06,9.504546e-07,-3.905981e-06,-1.472925e-06,-6.402536e-06,4.929611e-06
3.900000e-11,-1.321378e-06,-1.390971e-06,9.282105e-07,-3.958659e-06,-1.390971e-06,-6.339271e-06,4.948300e-06
3.925000e-11,-1.327793e-06,-1.329221e-06,9.308920e-07,-3.988942e-06,-1.329221e-06,-6.281765e-06,4.952544e-06
3.950000e-11,-1.321102e-06,-1.299603e-06,9.599142e-07,-3.983947e-06,-1.299603e-06,-6.245031e-06,4.945427e-06
3.975000e-11,-1.303915e-06,-1.305803e-06,1.005216e-06,-3.946674e-06,-1.305803e-06,-6.237494e-06,4.931691e-06
4.000000e-11,-1.283349e-06,-1.343230e-06,1.049421e-06,-3.893712e-06,-1.343230e-06,-6.259108e-06,4.915878e-06
4.025000e-11,-1.268044e-06,-1.400961e-06,1.074681e-06,-3.847916e-06,-1.400961e-06,-6.302060e-06,4.901099e-06
4.050000e-11,-1.264739e-06,-1.464940e-06,1.069544e-06,-3.829176e-06,-1.464940e-06,-6.353636e-06,4.888696e-06
4.075000e-11,-1.275701e-06,-1.521467e-06,1.033299e-06,-3.846806e-06,-1.521467e-06,-6.400166e-06,4.878699e-06
4.100000e-11,-1.297903e-06,-1.560093e-06,9.763320e-07,-3.896254e-06,-1.560093e-06,-6.430792e-06,4.870698e-06
4.125000e-11,-1.324169e-06,-1.575339e-06,9.164906e-07,-3.961065e-06,-1.575339e-06,-6.440000e-06,4.864661e-06
4.150000e-11,-1.345771e-06,-1.567039e-06,8.729080e-07,-4.019077e-06,-1.567039e-06,-6.428353e-06,4.861314e-06
4.175000e-11,-1.355500e-06,-1.539511e-06,8.595227e-07,-4.050419e-06,-1.539511e-06,-6.401462e-06,4.861951e-06
4.200000e-11,-1.350098e-06,-1.499987e-06,8.805414e-07,-4.044372e-06,-1.499987e-06,-6.367764e-06,4.867777e-06
4.225000e-11,-1.331261e-06,-1.456809e-06,9.293003e-07,-4.002773e-06,-1.456809e-06,-6.335912e-06,4.879103e-06
4.250000e-11,-1.304924e-06,-1.417817e-06,9.907431e-07,-3.938991e-06,-1.417817e-06,-6.312577e-06,4.894760e-06
4.275000e-11,-1.279185e-06,-1.389179e-06,1.046507e-06,-3.873072e-06,-1.389179e-06,-6.301202e-06,4.912023e-06
4.300000e-11,-1.261621e-06,-1.374727e-06,1.080799e-06,-3.824950e-06,-1.374727e-06,-6.301857e-06,4.927130e-06
4.325000e-11,-1.256942e-06,-1.375742e-06,1.085103e-06,-3.808092e-06,-1.375742e-06,-6.312012e-06,4.936270e-06
4.350000e-11,-1.265706e-06,-1.391067e-06,1.060286e-06,-3.825663e-06,-1.391067e-06,-6.327781e-06,4.936714e-06
4.375000e-11,-1.284446e-06,-1.417447e-06,1.015622e-06,-3.870262e-06,-1.417447e-06,-6.345174e-06,4.927727e-06
4.400000e-11,-1.307053e-06,-1.450052e-06,9.652986e-07,-3.927033e-06,-1.450052e-06,-6.360994e-06,4.910942e-06
4.425000e-11,-1.326854e-06,-1.483155e-06,9.237229e-07,-3.978846e-06,-1.483155e-06,-6.373217e-06,4.890063e-06
4.450000e-11,-1.338671e-06,-1.510967e-06,9.012298e-07,-4.011704e-06,-1.510967e-06,-6.380919e-06,4.869952e-06
4.475000e-11,-1.340205e-06,-1.528562e-06,9.014907e-07,-4.018632e-06,-1.528562e-06,-6.383939e-06,4.855377e-06
4.500000e-11,-1.332383e-06,-1.532767e-06,9.212561e-07,-4.000955e-06,-1.532767e-06,-6.382532e-06,4.849765e-06
4.525000e-11,-1.318664e-06,-1.522832e-06,9.522415e-07,-3.966876e-06,-1.522832e-06,-6.377160e-06,4.854328e-06
4.550000e-11,-1.303665e-06,-1.500708e-06,9.843028e-07,-3.928102e-06,-1.500708e-06,-6.368490e-06,4.867782e-06
4.575000e-11,-1.291618e-06,-1.470782e-06,1.008731e-06,-3.895855e-06,-1.470782e-06,-6.357514e-06,4.886732e-06
4.600000e-11,-1.285172e-06,-1.439074e-06,1.020604e-06,-3.877596e-06,-1.439074e-06,-6.345667e-06,4.906594e-06
4.625000e-11,-1.284872e-06,-1.412016e-06,1.019580e-06,-3.875430e-06,-1.412016e-06,-6.334787e-06,4.922771e-06
4.650000e-11,-1.289391e-06,-1.395085e-06,1.009110e-06,-3.886436e-06,-1.395085e-06,-6.326865e-06,4.931780e-06
4.675000e-11,-1.296312e-06,-1.391596e-06,9.945707e-07,-3.904542e-06,-1.391596e-06,-6.323618e-06,4.932022e-06
4.700000e-11,-1.303120e-06,-1.401967e-06,9.811170e-07,-3.923059e-06,-1.401967e-06,-6.326002e-06,4.924035e-06
4.725000e-11,-1.308032e-06,-1.423644e-06,9.720335e-07,-3.936940e-06,-1.423644e-06,-6.333846e-06,4.910201e-06
4.750000e-11,-1.310413e-06,-1.451712e-06,9.680678e-07,-3.944035e-06,-1.451712e-06,-6.345744e-06,4.894031e-06
4.775000e-11,-1.310699e-06,-1.480037e-06,9.678245e-07,-3.945082e-06,-1.480037e-06,-6.359286e-06,4.879248e-06
4.800000e-11,-1.309940e-06,-1.502666e-06,9.688989e-07,-3.942660e-06,-1.502666e-06,-6.371579e-06,4.868913e-06
4.825000e-11,-1.309197e-06,-1.515135e-06,9.692028e-07,-3.939668e-06,-1.515135e-06,-6.379936e-06,4.864801e-06
4.850000e-11,-1.309057e-06,-1.515381e-06,9.679333e-07,-3.937995e-06,-1.515381e-06,-6.382532e-06,4.867150e-06
4.875000e-11,-1.309426e-06,-1.504060e-06,9.658366e-07,-3.937854e-06,-1.504060e-06,-6.378857e-06,4.874797e-06
4.900000e-11,-1.309665e-06,-1.484236e-06,9.647298e-07,-3.937974e-06,-1.484236e-06,-6.369837e-06,4.885601e-06
4.925000e-11,-1.308975e-06,-1.460555e-06,9.665368e-07,-3.936467e-06,-1.460555e-06,-6.357589e-06,4.897034e-06
4.950000e-11,-1.306840e-06,-1.438130e-06,9.722695e-07,-3.931924e-06,-1.438130e-06,-6.344891e-06,4.906762e-06
4.975000e-11,-1.303349e-06,-1.421418e-06,9.813824e-07,-3.924282e-06,-1.421418e-06,-6.334511e-06,4.913093e-06
5.000000e-11,-1.299259e-06,-1.413345e-06,9.917630e-07,-3.915077e-06,-1.413345e-06,-6.328569e-06,4.915224e-06
5.025000e-11,-1.295768e-06,-1.414838e-06,1.000367e-06,-3.907005e-06,-1.414838e-06,-6.328091e-06,4.913253e-06
