time,"I(LOUT)","I(LJOIN)","I(LQB|X2)","I(LQA|X2)","I(LIN|X2)","I(LINA|X2)","I(LINB|X2)"
1.887250e-09,1.405002e-07,3.152276e-06,3.682066e-06,-3.658217e-07,3.152276e-06,-2.070121e-07,3.359288e-06
1.887500e-09,-1.866853e-07,2.102995e-06,2.910563e-06,-1.142153e-06,2.102995e-06,-8.788200e-07,2.981815e-06
1.887750e-09,-4.586394e-07,1.218697e-06,2.287399e-06,-1.800980e-06,1.218697e-06,-1.429924e-06,2.648620e-06
1.888000e-09,-6.635352e-07,5.346712e-07,1.838845e-06,-2.312557e-06,5.346712e-07,-1.843009e-06,2.377680e-06
1.888250e-09,-7.936781e-07,7.868264e-08,1.577834e-06,-2.654057e-06,7.868264e-08,-2.110904e-06,2.189586e-06
1.888500e-09,-8.466173e-07,-1.323723e-07,1.502403e-06,-2.813125e-06,-1.323723e-07,-2.236800e-06,2.104428e-06
1.888750e-09,-8.256379e-07,-9.535049e-08,1.596147e-06,-2.790413e-06,-9.535049e-08,-2.233257e-06,2.137907e-06
1.889000e-09,-7.395740e-07,1.770144e-07,1.830512e-06,-2.600675e-06,1.770144e-07,-2.120341e-06,2.297356e-06
1.889250e-09,-6.019893e-07,6.551199e-07,2.168398e-06,-2.272199e-06,6.551199e-07,-1.923351e-06,2.578471e-06
1.889500e-09,-4.298677e-07,1.293033e-06,2.568385e-06,-1.844617e-06,1.293033e-06,-1.670530e-06,2.963562e-06
1.889750e-09,-2.420177e-07,2.030855e-06,2.988830e-06,-1.365349e-06,2.030855e-06,-1.391069e-06,3.421924e-06
1.890000e-09,-5.740913e-08,2.798954e-06,3.391215e-06,-8.851328e-07,2.798954e-06,-1.113574e-06,3.912528e-06
1.890250e-09,1.063602e-07,3.523713e-06,3.742424e-06,-4.532235e-07,3.523713e-06,-8.650070e-07,4.388720e-06
1.890500e-09,2.343258e-07,4.134161e-06,4.015880e-06,-1.128288e-07,4.134161e-06,-6.700039e-07,4.804165e-06
1.890750e-09,3.150749e-07,4.568700e-06,4.191814e-06,1.026810e-07,4.568700e-06,-5.503100e-07,5.119009e-06
1.891000e-09,3.413238e-07,4.781226e-06,4.257097e-06,1.724352e-07,4.781226e-06,-5.239956e-07,5.305222e-06
1.891250e-09,3.102106e-07,4.746135e-06,4.205138e-06,8.943271e-08,4.746135e-06,-6.041498e-07,5.350285e-06
1.891500e-09,2.233800e-07,4.461788e-06,4.036190e-06,-1.393470e-07,4.461788e-06,-7.969527e-07,5.258741e-06
1.891750e-09,8.691841e-08,3.952033e-06,3.758182e-06,-4.939242e-07,3.952033e-06,-1.099389e-06,5.051422e-06
1.892000e-09,-8.886100e-08,3.265258e-06,3.387820e-06,-9.431753e-07,3.265258e-06,-1.497250e-06,4.762508e-06
1.892250e-09,-2.898511e-07,2.470540e-06,2.951386e-06,-1.447396e-06,2.470540e-06,-1.964290e-06,4.434830e-06
1.892500e-09,-4.989251e-07,1.650746e-06,2.484498e-06,-1.961485e-06,1.650746e-06,-2.463347e-06,4.114093e-06
1.892750e-09,-6.971758e-07,8.931043e-07,2.030145e-06,-2.438717e-06,8.931043e-07,-2.949787e-06,3.842891e-06
1.893000e-09,-8.656715e-07,2.784695e-07,1.634664e-06,-2.835056e-06,2.784695e-07,-3.377023e-06,3.655492e-06
1.893250e-09,-9.876460e-07,-1.291058e-07,1.341844e-06,-3.113809e-06,-1.291058e-07,-3.703270e-06,3.574164e-06
1.893500e-09,-1.050873e-06,-2.908706e-07,1.185997e-06,-3.250202e-06,-2.908706e-07,-3.898323e-06,3.607452e-06
1.893750e-09,-1.049833e-06,-1.987471e-07,1.185288e-06,-3.235285e-06,-1.987471e-07,-3.949082e-06,3.750335e-06
1.894000e-09,-9.871937e-07,1.231688e-07,1.336882e-06,-3.078355e-06,1.231688e-07,-3.862685e-06,3.985854e-06
1.894250e-09,-8.741778e-07,6.213278e-07,1.615312e-06,-2.807186e-06,6.213278e-07,-3.666431e-06,4.287759e-06
1.894500e-09,-7.295196e-07,1.219587e-06,1.974904e-06,-2.465506e-06,1.219587e-06,-3.404188e-06,4.623775e-06
1.894750e-09,-5.770041e-07,1.829501e-06,2.356286e-06,-2.107672e-06,1.829501e-06,-3.129702e-06,4.959203e-06
1.895000e-09,-4.418903e-07,2.362598e-06,2.695995e-06,-1.791073e-06,2.362598e-06,-2.897957e-06,5.260554e-06
1.895250e-09,-3.468189e-07,2.742736e-06,2.937418e-06,-1.567368e-06,2.742736e-06,-2.756236e-06,5.498972e-06
1.895500e-09,-3.079764e-07,2.916687e-06,3.040836e-06,-1.474125e-06,2.916687e-06,-2.736563e-06,5.653250e-06
1.895750e-09,-3.322825e-07,2.861581e-06,2.990481e-06,-1.528417e-06,2.861581e-06,-2.850793e-06,5.712374e-06
1.896000e-09,-4.161857e-07,2.588350e-06,2.797122e-06,-1.723718e-06,2.588350e-06,-3.089067e-06,5.677417e-06
1.896250e-09,-5.463348e-07,2.140584e-06,2.495635e-06,-2.030806e-06,2.140584e-06,-3.421825e-06,5.562410e-06
1.896500e-09,-7.020166e-07,1.588518e-06,2.138101e-06,-2.402660e-06,1.588518e-06,-3.805059e-06,5.393578e-06
1.896750e-09,-8.588989e-07,1.018447e-06,1.783890e-06,-2.782528e-06,1.018447e-06,-4.187999e-06,5.206445e-06
1.897000e-09,-9.933526e-07,5.189240e-07,1.488783e-06,-3.113736e-06,5.189240e-07,-4.521884e-06,5.040808e-06
1.897250e-09,-1.086527e-06,1.660559e-07,1.295296e-06,-3.349409e-06,1.660559e-07,-4.768181e-06,4.934237e-06
1.897500e-09,-1.127424e-06,1.058711e-08,1.226008e-06,-3.460341e-06,1.058711e-08,-4.904718e-06,4.915305e-06
1.897750e-09,-1.114451e-06,6.917851e-08,1.280926e-06,-3.439579e-06,6.917851e-08,-4.928717e-06,4.997895e-06
1.898000e-09,-1.055255e-06,3.215035e-07,1.439048e-06,-3.302992e-06,3.215035e-07,-4.856405e-06,5.177909e-06
1.898250e-09,-9.649482e-07,7.138652e-07,1.663459e-06,-3.085800e-06,7.138652e-07,-4.719420e-06,5.433285e-06
1.898500e-09,-8.631427e-07,1.168958e-06,1.908741e-06,-2.835777e-06,1.168958e-06,-4.558746e-06,5.727703e-06
1.898750e-09,-7.703477e-07,1.600153e-06,2.129218e-06,-2.604408e-06,1.600153e-06,-4.417284e-06,6.017437e-06
1.899000e-09,-7.043915e-07,1.927592e-06,2.286584e-06,-2.437621e-06,1.927592e-06,-4.332414e-06,6.260005e-06
1.899250e-09,-6.774670e-07,2.092902e-06,2.355758e-06,-2.367756e-06,2.092902e-06,-4.329829e-06,6.422732e-06
1.899500e-09,-6.942651e-07,2.069731e-06,2.328216e-06,-2.408197e-06,2.069731e-06,-4.419609e-06,6.489340e-06
1.899750e-09,-7.514560e-07,1.868198e-06,2.212506e-06,-2.551532e-06,1.868198e-06,-4.594989e-06,6.463187e-06
1.900000e-09,-8.385560e-07,1.532448e-06,2.032074e-06,-2.771524e-06,1.532448e-06,-4.833952e-06,6.366400e-06
1.900250e-09,-9.400080e-07,1.131607e-06,1.820814e-06,-3.028490e-06,1.131607e-06,-5.103419e-06,6.235026e-06
1.900500e-09,-1.038119e-06,7.456881e-07,1.617014e-06,-3.277086e-06,7.456881e-07,-5.365463e-06,6.111151e-06
1.900750e-09,-1.116358e-06,4.492433e-07,1.456609e-06,-3.475076e-06,4.492433e-07,-5.584499e-06,6.033742e-06
1.901000e-09,-1.162434e-06,2.962314e-07,1.366753e-06,-3.591428e-06,2.962314e-07,-5.734112e-06,6.030343e-06
1.901250e-09,-1.170594e-06,3.093846e-07,1.360841e-06,-3.612188e-06,3.093846e-07,-5.802136e-06,6.111520e-06
1.901500e-09,-1.142683e-06,4.763007e-07,1.435908e-06,-3.542940e-06,4.763007e-07,-5.792945e-06,6.269246e-06
1.901750e-09,-1.087720e-06,7.530272e-07,1.573091e-06,-3.407349e-06,7.530272e-07,-5.726429e-06,6.479456e-06
1.902000e-09,-1.020019e-06,1.074323e-06,1.741271e-06,-3.241984e-06,1.074323e-06,-5.633736e-06,6.708059e-06
1.902250e-09,-9.561876e-07,1.368323e-06,1.903375e-06,-3.088461e-06,1.368323e-06,-5.550604e-06,6.918927e-06
1.902500e-09,-9.115897e-07,1.572297e-06,2.024180e-06,-2.984507e-06,1.572297e-06,-5.509657e-06,7.081953e-06
1.902750e-09,-8.970450e-07,1.645940e-06,2.077947e-06,-2.955914e-06,1.645940e-06,-5.533389e-06,7.179329e-06
1.903000e-09,-9.165005e-07,1.579333e-06,2.054142e-06,-3.011133e-06,1.579333e-06,-5.629400e-06,7.208732e-06
1.903250e-09,-9.662311e-07,1.393973e-06,1.959825e-06,-3.139779e-06,1.393973e-06,-5.788943e-06,7.182916e-06
1.903500e-09,-1.035787e-06,1.136842e-06,1.817987e-06,-3.315386e-06,1.136842e-06,-5.989172e-06,7.126015e-06
1.903750e-09,-1.110498e-06,8.689201e-07,1.662114e-06,-3.501804e-06,8.689201e-07,-6.198613e-06,7.067533e-06
1.904000e-09,-1.174952e-06,6.508024e-07,1.528204e-06,-3.661749e-06,6.508024e-07,-6.384646e-06,7.035448e-06
1.904250e-09,-1.216631e-06,5.288023e-07,1.446151e-06,-3.765479e-06,5.288023e-07,-6.521203e-06,7.050005e-06
1.904500e-09,-1.228804e-06,5.247973e-07,1.432658e-06,-3.797530e-06,5.247973e-07,-6.594793e-06,7.119591e-06
1.904750e-09,-1.211976e-06,6.321410e-07,1.487471e-06,-3.759901e-06,6.321410e-07,-6.607361e-06,7.239502e-06
1.905000e-09,-1.173549e-06,8.184444e-07,1.593875e-06,-3.670979e-06,8.184444e-07,-6.575312e-06,7.393756e-06
1.905250e-09,-1.125789e-06,1.034382e-06,1.723314e-06,-3.560521e-06,1.034382e-06,-6.525002e-06,7.559385e-06
1.905500e-09,-1.082647e-06,1.226248e-06,1.842882e-06,-3.462011e-06,1.226248e-06,-6.485875e-06,7.712123e-06
1.905750e-09,-1.056250e-06,1.349095e-06,1.923720e-06,-3.404349e-06,1.349095e-06,-6.483047e-06,7.832142e-06
1.906000e-09,-1.053968e-06,1.377226e-06,1.948118e-06,-3.404953e-06,1.377226e-06,-6.531242e-06,7.908468e-06
1.906250e-09,-1.076782e-06,1.309531e-06,1.913506e-06,-3.465964e-06,1.309531e-06,-6.631587e-06,7.941118e-06
1.906500e-09,-1.119331e-06,1.168563e-06,1.832417e-06,-3.574419e-06,1.168563e-06,-6.771983e-06,7.940546e-06
1.906750e-09,-1.171567e-06,9.937921e-07,1.728548e-06,-3.706204e-06,9.937921e-07,-6.930823e-06,7.924615e-06
1.907000e-09,-1.221542e-06,8.309090e-07,1.630116e-06,-3.832660e-06,8.309090e-07,-7.082986e-06,7.913895e-06
1.907250e-09,-1.258546e-06,7.200115e-07,1.562354e-06,-3.928060e-06,7.200115e-07,-7.206470e-06,7.926482e-06
1.907500e-09,-1.275787e-06,6.857127e-07,1.541153e-06,-3.976000e-06,6.857127e-07,-7.287894e-06,7.973607e-06
1.907750e-09,-1.271928e-06,7.316588e-07,1.569478e-06,-3.973108e-06,7.316588e-07,-7.325479e-06,8.057138e-06
1.908000e-09,-1.251128e-06,8.407072e-07,1.637349e-06,-3.929222e-06,8.407072e-07,-7.328833e-06,8.169540e-06
1.908250e-09,-1.221649e-06,9.804942e-07,1.725222e-06,-3.864136e-06,9.804942e-07,-7.315747e-06,8.296241e-06
1.908500e-09,-1.193474e-06,1.112713e-06,1.809688e-06,-3.801924e-06,1.112713e-06,-7.307017e-06,8.419730e-06
1.908750e-09,-1.175590e-06,1.203499e-06,1.869861e-06,-3.764416e-06,1.203499e-06,-7.320756e-06,8.524254e-06
1.909000e-09,-1.173687e-06,1.232107e-06,1.892716e-06,-3.765599e-06,1.232107e-06,-7.367769e-06,8.599876e-06
1.909250e-09,-1.188849e-06,1.195657e-06,1.876038e-06,-3.808372e-06,1.195657e-06,-7.449153e-06,8.644809e-06
1.909500e-09,-1.217551e-06,1.108840e-06,1.828312e-06,-3.884405e-06,1.108840e-06,-7.556644e-06,8.665483e-06
1.909750e-09,-1.252866e-06,9.989149e-07,1.765777e-06,-3.976997e-06,9.989149e-07,-7.675465e-06,8.674380e-06
1.910000e-09,-1.286532e-06,8.975776e-07,1.707588e-06,-4.066034e-06,8.975776e-07,-7.788752e-06,8.686329e-06
1.910250e-09,-1.311249e-06,8.320689e-07,1.670491e-06,-4.133602e-06,8.320689e-07,-7.882259e-06,8.714328e-06
1.910500e-09,-1.322594e-06,8.180087e-07,1.664464e-06,-4.168707e-06,8.180087e-07,-7.948056e-06,8.766064e-06
1.910750e-09,-1.320047e-06,8.558439e-07,1.690459e-06,-4.169864e-06,8.558439e-07,-7.986251e-06,8.842095e-06
1.911000e-09,-1.306891e-06,9.317082e-07,1.740719e-06,-4.144951e-06,9.317082e-07,-8.004397e-06,8.936105e-06
1.911250e-09,-1.289083e-06,1.022212e-06,1.801458e-06,-4.108486e-06,1.022212e-06,-8.014878e-06,9.037091e-06
1.911500e-09,-1.273449e-06,1.101605e-06,1.857017e-06,-4.077226e-06,1.101605e-06,-8.031144e-06,9.132749e-06
1.911750e-09,-1.265743e-06,1.149147e-06,1.894298e-06,-4.065373e-06,1.149147e-06,-8.063892e-06,9.213039e-06
1.912000e-09,-1.269111e-06,1.154610e-06,1.906219e-06,-4.080763e-06,1.154610e-06,-8.118286e-06,9.272897e-06
1.912250e-09,-1.283373e-06,1.120437e-06,1.893305e-06,-4.123051e-06,1.120437e-06,-8.192909e-06,9.313345e-06
1.912500e-09,-1.305279e-06,1.060154e-06,1.863059e-06,-4.184300e-06,1.060154e-06,-8.280641e-06,9.340794e-06
1.912750e-09,-1.329617e-06,9.937236e-07,1.827413e-06,-4.251700e-06,9.937236e-07,-8.371089e-06,9.364812e-06
1.913000e-09,-1.350814e-06,9.413568e-07,1.799087e-06,-4.311514e-06,9.413568e-07,-8.453774e-06,9.395131e-06
1.913250e-09,-1.364546e-06,9.176720e-07,1.787930e-06,-4.353072e-06,9.176720e-07,-8.521126e-06,9.438798e-06
1.913500e-09,-1.368899e-06,9.278807e-07,1.798291e-06,-4.371646e-06,9.278807e-07,-8.570431e-06,9.498312e-06
1.913750e-09,-1.364770e-06,9.669749e-07,1.828119e-06,-4.369446e-06,9.669749e-07,-8.604251e-06,9.571226e-06
1.914000e-09,-1.355431e-06,1.021956e-06,1.869958e-06,-4.354537e-06,1.021956e-06,-8.629288e-06,9.651245e-06
1.914250e-09,-1.345424e-06,1.076247e-06,1.913440e-06,-4.338117e-06,1.076247e-06,-8.654126e-06,9.730373e-06
1.914500e-09,-1.339159e-06,1.114832e-06,1.948482e-06,-4.331031e-06,1.114832e-06,-8.686592e-06,9.801425e-06
1.914750e-09,-1.339624e-06,1.128564e-06,1.968217e-06,-4.340612e-06,1.128564e-06,-8.731524e-06,9.860088e-06
1.915000e-09,-1.347605e-06,1.116402e-06,1.970795e-06,-4.368743e-06,1.116402e-06,-8.789580e-06,9.905983e-06
1.915250e-09,-1.361590e-06,1.085085e-06,1.959613e-06,-4.411658e-06,1.085085e-06,-8.857368e-06,9.942452e-06
1.915500e-09,-1.378374e-06,1.046495e-06,1.941967e-06,-4.461443e-06,1.046495e-06,-8.928756e-06,9.975252e-06
1.915750e-09,-1.394125e-06,1.013698e-06,1.926631e-06,-4.508676e-06,1.013698e-06,-8.996912e-06,1.001061e-05
1.916000e-09,-1.405569e-06,9.969209e-07,1.921142e-06,-4.545354e-06,9.969209e-07,-9.056390e-06,1.005331e-05
1.916250e-09,-1.410943e-06,1.000715e-06,1.929621e-06,-4.567200e-06,1.000715e-06,-9.104649e-06,1.010536e-05
1.916500e-09,-1.410415e-06,1.023044e-06,1.951760e-06,-4.574703e-06,1.023044e-06,-9.142589e-06,1.016563e-05
1.916750e-09,-1.405907e-06,1.056454e-06,1.983209e-06,-4.572630e-06,1.056454e-06,-9.174001e-06,1.023045e-05
1.917000e-09,-1.400392e-06,1.090790e-06,2.017167e-06,-4.568285e-06,1.090790e-06,-9.204188e-06,1.029498e-05
1.917250e-09,-1.396910e-06,1.116517e-06,2.046614e-06,-4.569103e-06,1.116517e-06,-9.238233e-06,1.035475e-05
1.917500e-09,-1.397642e-06,1.127579e-06,2.066470e-06,-4.580366e-06,1.127579e-06,-9.279472e-06,1.040705e-05
1.917750e-09,-1.403299e-06,1.122954e-06,2.075014e-06,-4.603742e-06,1.122954e-06,-9.328612e-06,1.045157e-05
1.918000e-09,-1.413006e-06,1.106533e-06,2.074178e-06,-4.637032e-06,1.106533e-06,-9.383738e-06,1.049027e-05
1.918250e-09,-1.424692e-06,1.085488e-06,2.068699e-06,-4.675128e-06,1.085488e-06,-9.441115e-06,1.052660e-05
1.918500e-09,-1.435807e-06,1.067776e-06,2.064456e-06,-4.711807e-06,1.067776e-06,-9.496490e-06,1.056427e-05
1.918750e-09,-1.444154e-06,1.059597e-06,2.066566e-06,-4.741738e-06,1.059597e-06,-9.546453e-06,1.060605e-05
1.919000e-09,-1.448543e-06,1.063632e-06,2.077849e-06,-4.762075e-06,1.063632e-06,-9.589420e-06,1.065305e-05
1.919250e-09,-1.449087e-06,1.078517e-06,2.098115e-06,-4.773153e-06,1.078517e-06,-9.625967e-06,1.070448e-05
1.919500e-09,-1.447071e-06,1.099639e-06,2.124440e-06,-4.778151e-06,1.099639e-06,-9.658467e-06,1.075811e-05
1.919750e-09,-1.444464e-06,1.120866e-06,2.152280e-06,-4.781877e-06,1.120866e-06,-9.690190e-06,1.081106e-05
1.920000e-09,-1.443249e-06,1.136614e-06,2.177018e-06,-4.789140e-06,1.136614e-06,-9.724201e-06,1.086081e-05
1.920250e-09,-1.444799e-06,1.143545e-06,2.195416e-06,-4.803237e-06,1.143545e-06,-9.762416e-06,1.090596e-05
1.920500e-09,-1.449491e-06,1.141414e-06,2.206539e-06,-4.825034e-06,1.141414e-06,-9.805100e-06,1.094651e-05
1.920750e-09,-1.456661e-06,1.132857e-06,2.211870e-06,-4.852873e-06,1.132857e-06,-9.850929e-06,1.098379e-05
1.921000e-09,-1.464897e-06,1.122288e-06,2.214663e-06,-4.883299e-06,1.122288e-06,-9.897552e-06,1.101984e-05
1.921250e-09,-1.472541e-06,1.114332e-06,2.218776e-06,-4.912287e-06,1.114332e-06,-9.942426e-06,1.105676e-05
1.921500e-09,-1.478236e-06,1.112340e-06,2.227395e-06,-4.936569e-06,1.112340e-06,-9.983642e-06,1.109598e-05
1.921750e-09,-1.481333e-06,1.117437e-06,2.242074e-06,-4.954611e-06,1.117437e-06,-1.002047e-05,1.113791e-05
1.922000e-09,-1.482047e-06,1.128380e-06,2.262363e-06,-4.966968e-06,1.128380e-06,-1.005349e-05,1.118187e-05
1.922250e-09,-1.481314e-06,1.142181e-06,2.286104e-06,-4.975938e-06,1.142181e-06,-1.008428e-05,1.122646e-05
1.922500e-09,-1.480443e-06,1.155230e-06,2.310253e-06,-4.984696e-06,1.155230e-06,-1.011481e-05,1.127004e-05
1.922750e-09,-1.480662e-06,1.164511e-06,2.331928e-06,-4.996200e-06,1.164511e-06,-1.014681e-05,1.131132e-05
1.923000e-09,-1.482732e-06,1.168516e-06,2.349315e-06,-5.012263e-06,1.168516e-06,-1.018118e-05,1.134969e-05
1.923250e-09,-1.486739e-06,1.167578e-06,2.362172e-06,-5.033061e-06,1.167578e-06,-1.021783e-05,1.138541e-05
1.923500e-09,-1.492121e-06,1.163585e-06,2.371780e-06,-5.057205e-06,1.163585e-06,-1.025578e-05,1.141937e-05
1.923750e-09,-1.497899e-06,1.159217e-06,2.380408e-06,-5.082317e-06,1.159217e-06,-1.029357e-05,1.145279e-05
1.924000e-09,-1.503029e-06,1.157000e-06,2.390505e-06,-5.105875e-06,1.157000e-06,-1.032976e-05,1.148676e-05
1.924250e-09,-1.506742e-06,1.158502e-06,2.403887e-06,-5.126038e-06,1.158502e-06,-1.036340e-05,1.152191e-05
1.924500e-09,-1.508773e-06,1.163923e-06,2.421204e-06,-5.142192e-06,1.163923e-06,-1.039432e-05,1.155824e-05
1.924750e-09,-1.509407e-06,1.172164e-06,2.441816e-06,-5.155046e-06,1.172164e-06,-1.042305e-05,1.159522e-05
1.925000e-09,-1.509340e-06,1.181320e-06,2.464107e-06,-5.166292e-06,1.181320e-06,-1.045064e-05,1.163196e-05
1.925250e-09,-1.509421e-06,1.189375e-06,2.486085e-06,-5.177982e-06,1.189375e-06,-1.047823e-05,1.166760e-05
1.925500e-09,-1.510364e-06,1.194877e-06,2.506061e-06,-5.191822e-06,1.194877e-06,-1.050668e-05,1.170156e-05
1.925750e-09,-1.512526e-06,1.197348e-06,2.523172e-06,-5.208650e-06,1.197348e-06,-1.053633e-05,1.173368e-05
1.926000e-09,-1.515817e-06,1.197346e-06,2.537596e-06,-5.228230e-06,1.197346e-06,-1.056692e-05,1.176427e-05
1.926250e-09,-1.519771e-06,1.196170e-06,2.550410e-06,-5.249416e-06,1.196170e-06,-1.059777e-05,1.179394e-05
1.926500e-09,-1.523724e-06,1.195361e-06,2.563162e-06,-5.270604e-06,1.195361e-06,-1.062798e-05,1.182334e-05
1.926750e-09,-1.527051e-06,1.196170e-06,2.577326e-06,-5.290292e-06,1.196170e-06,-1.065683e-05,1.185300e-05
1.927000e-09,-1.529365e-06,1.199178e-06,2.593823e-06,-5.307562e-06,1.199178e-06,-1.068393e-05,1.188311e-05
1.927250e-09,-1.530629e-06,1.204173e-06,2.612764e-06,-5.322339e-06,1.204173e-06,-1.070934e-05,1.191351e-05
1.927500e-09,-1.531133e-06,1.210304e-06,2.633478e-06,-5.335338e-06,1.210304e-06,-1.073351e-05,1.194382e-05
1.927750e-09,-1.531379e-06,1.216428e-06,2.654794e-06,-5.347771e-06,1.216428e-06,-1.075709e-05,1.197352e-05
1.928000e-09,-1.531893e-06,1.221520e-06,2.675464e-06,-5.360899e-06,1.221520e-06,-1.078069e-05,1.200221e-05
1.928250e-09,-1.533055e-06,1.224995e-06,2.694582e-06,-5.375618e-06,1.224995e-06,-1.080468e-05,1.202968e-05
1.928500e-09,-1.534980e-06,1.226854e-06,2.711850e-06,-5.392192e-06,1.226854e-06,-1.082914e-05,1.205599e-05
1.928750e-09,-1.537509e-06,1.227626e-06,2.727626e-06,-5.410214e-06,1.227626e-06,-1.085378e-05,1.208140e-05
1.929000e-09,-1.540277e-06,1.228130e-06,2.742749e-06,-5.428801e-06,1.228130e-06,-1.087815e-05,1.210628e-05
1.929250e-09,-1.542856e-06,1.229176e-06,2.758226e-06,-5.446921e-06,1.229176e-06,-1.090178e-05,1.213096e-05
1.929500e-09,-1.544901e-06,1.231297e-06,2.774878e-06,-5.463747e-06,1.231297e-06,-1.092432e-05,1.215562e-05
1.929750e-09,-1.546254e-06,1.234601e-06,2.793088e-06,-5.478915e-06,1.234601e-06,-1.094567e-05,1.218027e-05
1.930000e-09,-1.546985e-06,1.238782e-06,2.812703e-06,-5.492603e-06,1.238782e-06,-1.096597e-05,1.220475e-05
1.930250e-09,-1.547349e-06,1.243265e-06,2.833132e-06,-5.505428e-06,1.243265e-06,-1.098553e-05,1.222879e-05
1.930500e-09,-1.547685e-06,1.247430e-06,2.853574e-06,-5.518205e-06,1.247430e-06,-1.100472e-05,1.225215e-05
1.930750e-09,-1.548298e-06,1.250818e-06,2.873298e-06,-5.531656e-06,1.250818e-06,-1.102386e-05,1.227468e-05
1.931000e-09,-1.549361e-06,1.253270e-06,2.891877e-06,-5.546182e-06,1.253270e-06,-1.104307e-05,1.229634e-05
1.931250e-09,-1.550868e-06,1.254946e-06,2.909305e-06,-5.561752e-06,1.254946e-06,-1.106230e-05,1.231725e-05
1.931500e-09,-1.552651e-06,1.256234e-06,2.925962e-06,-5.577950e-06,1.256234e-06,-1.108135e-05,1.233759e-05
1.931750e-09,-1.554451e-06,1.257598e-06,2.942450e-06,-5.594147e-06,1.257598e-06,-1.109995e-05,1.235755e-05
1.932000e-09,-1.556010e-06,1.259413e-06,2.959381e-06,-5.609725e-06,1.259413e-06,-1.111786e-05,1.237728e-05
1.932250e-09,-1.557157e-06,1.261850e-06,2.977163e-06,-5.624281e-06,1.261850e-06,-1.113495e-05,1.239680e-05
1.932500e-09,-1.557860e-06,1.264843e-06,2.995885e-06,-5.637745e-06,1.264843e-06,-1.115122e-05,1.241606e-05
1.932750e-09,-1.558222e-06,1.268135e-06,3.015308e-06,-5.650374e-06,1.268135e-06,-1.116680e-05,1.243494e-05
1.933000e-09,-1.558439e-06,1.271387e-06,3.034971e-06,-5.662637e-06,1.271387e-06,-1.118191e-05,1.245330e-05
1.933250e-09,-1.558725e-06,1.274301e-06,3.054362e-06,-5.675040e-06,1.274301e-06,-1.119673e-05,1.247103e-05
1.933500e-09,-1.559241e-06,1.276714e-06,3.073086e-06,-5.687958e-06,1.276714e-06,-1.121141e-05,1.248812e-05
1.933750e-09,-1.560043e-06,1.278637e-06,3.090989e-06,-5.701512e-06,1.278637e-06,-1.122597e-05,1.250460e-05
1.934000e-09,-1.561078e-06,1.280231e-06,3.108184e-06,-5.715556e-06,1.280231e-06,-1.124034e-05,1.252057e-05
1.934250e-09,-1.562204e-06,1.281738e-06,3.124992e-06,-5.729747e-06,1.281738e-06,-1.125439e-05,1.253613e-05
1.934500e-09,-1.563251e-06,1.283389e-06,3.141813e-06,-5.743671e-06,1.283389e-06,-1.126799e-05,1.255137e-05
1.934750e-09,-1.564076e-06,1.285328e-06,3.158984e-06,-5.756990e-06,1.285328e-06,-1.128101e-05,1.256633e-05
1.935000e-09,-1.564613e-06,1.287573e-06,3.176674e-06,-5.769548e-06,1.287573e-06,-1.129342e-05,1.258099e-05
1.935250e-09,-1.564884e-06,1.290027e-06,3.194832e-06,-5.781406e-06,1.290027e-06,-1.130527e-05,1.259530e-05
1.935500e-09,-1.564988e-06,1.292521e-06,3.213228e-06,-5.792804e-06,1.292521e-06,-1.131665e-05,1.260917e-05
1.935750e-09,-1.565062e-06,1.294881e-06,3.231536e-06,-5.804063e-06,1.294881e-06,-1.132769e-05,1.262257e-05
1.936000e-09,-1.565228e-06,1.296985e-06,3.249450e-06,-5.815471e-06,1.296985e-06,-1.133847e-05,1.263546e-05
1.936250e-09,-1.565561e-06,1.298800e-06,3.266782e-06,-5.827190e-06,1.298800e-06,-1.134906e-05,1.264786e-05
1.936500e-09,-1.566061e-06,1.300381e-06,3.283513e-06,-5.839209e-06,1.300381e-06,-1.135945e-05,1.265983e-05
1.936750e-09,-1.566664e-06,1.301843e-06,3.299782e-06,-5.851364e-06,1.301843e-06,-1.136959e-05,1.267143e-05
1.937000e-09,-1.567268e-06,1.303314e-06,3.315824e-06,-5.863405e-06,1.303314e-06,-1.137940e-05,1.268271e-05
1.937250e-09,-1.567769e-06,1.304894e-06,3.331882e-06,-5.875083e-06,1.304894e-06,-1.138881e-05,1.269371e-05
1.937500e-09,-1.568099e-06,1.306619e-06,3.348122e-06,-5.886237e-06,1.306619e-06,-1.139779e-05,1.270441e-05
1.937750e-09,-1.568244e-06,1.308463e-06,3.364582e-06,-5.896837e-06,1.308463e-06,-1.140633e-05,1.271479e-05
1.938000e-09,-1.568244e-06,1.310350e-06,3.381169e-06,-5.906983e-06,1.310350e-06,-1.141447e-05,1.272482e-05
1.938250e-09,-1.568178e-06,1.312185e-06,3.397695e-06,-5.916860e-06,1.312185e-06,-1.142228e-05,1.273446e-05
1.938500e-09,-1.568131e-06,1.313892e-06,3.413949e-06,-5.926668e-06,1.313892e-06,-1.142982e-05,1.274371e-05
1.938750e-09,-1.568169e-06,1.315434e-06,3.429763e-06,-5.936552e-06,1.315434e-06,-1.143715e-05,1.275258e-05
