time,"I(LIN|XBFR1)","I(LQ|XBFR1)","I(LIN|XBFR2)","I(LQ|XBFR2)","I(LIN|XBFR3)","I(LQ|XBFR3)","I(LIN|XBFR4)","I(LQ|XBFR4)"
3.908000e-10,4.998733e-06,3.858472e-06,2.102218e-06,9.443669e-06,9.867174e-06,-1.208369e-05,8.167307e-06,-9.040062e-05
3.910000e-10,4.998805e-06,3.851040e-06,2.074694e-06,9.204621e-06,9.600889e-06,-1.094684e-05,8.490940e-06,-8.993821e-05
3.912000e-10,4.998893e-06,3.845580e-06,2.050080e-06,8.983764e-06,9.354847e-06,-9.898537e-06,8.788155e-06,-8.950564e-05
3.914000e-10,4.998994e-06,3.841994e-06,2.028555e-06,8.781704e-06,9.130119e-06,-8.943215e-06,9.058078e-06,-8.910774e-05
3.916000e-10,4.999101e-06,3.840190e-06,2.010213e-06,8.598616e-06,8.927210e-06,-8.082641e-06,9.300666e-06,-8.874866e-05
3.918000e-10,4.999210e-06,3.840068e-06,1.995050e-06,8.434241e-06,8.746010e-06,-7.315622e-06,9.516765e-06,-8.843156e-05
3.920000e-10,4.999315e-06,3.841508e-06,1.982951e-06,8.287866e-06,8.585762e-06,-6.637893e-06,9.708118e-06,-8.815849e-05
3.922000e-10,4.999410e-06,3.844370e-06,1.973687e-06,8.158314e-06,8.445055e-06,-6.042190e-06,9.877313e-06,-8.793004e-05
3.924000e-10,4.999492e-06,3.848492e-06,1.966933e-06,8.043931e-06,8.321851e-06,-5.518519e-06,1.002766e-05,-8.774527e-05
3.926000e-10,4.999556e-06,3.853702e-06,1.962287e-06,7.942602e-06,8.213552e-06,-5.054619e-06,1.016302e-05,-8.760151e-05
3.928000e-10,4.999601e-06,3.859830e-06,1.959295e-06,7.851811e-06,8.117104e-06,-4.636598e-06,1.028757e-05,-8.749433e-05
3.930000e-10,4.999625e-06,3.866718e-06,1.957481e-06,7.768739e-06,8.029149e-06,-4.249706e-06,1.040555e-05,-8.741757e-05
3.932000e-10,4.999628e-06,3.874231e-06,1.956374e-06,7.690411e-06,7.946199e-06,-3.879186e-06,1.052100e-05,-8.736352e-05
3.934000e-10,4.999610e-06,3.882262e-06,1.955529e-06,7.613882e-06,7.864841e-06,-3.511154e-06,1.063746e-05,-8.732319e-05
3.936000e-10,4.999575e-06,3.890733e-06,1.954552e-06,7.536436e-06,7.781944e-06,-3.133431e-06,1.075780e-05,-8.728677e-05
3.938000e-10,4.999524e-06,3.899605e-06,1.953112e-06,7.455775e-06,7.694851e-06,-2.736261e-06,1.088399e-05,-8.724409e-05
3.940000e-10,4.999460e-06,3.908873e-06,1.950960e-06,7.370190e-06,7.601547e-06,-2.312882e-06,1.101701e-05,-8.718530e-05
3.942000e-10,4.999388e-06,3.918578e-06,1.947944e-06,7.278666e-06,7.500780e-06,-1.859875e-06,1.115682e-05,-8.710151e-05
3.944000e-10,4.999311e-06,3.928809e-06,1.944015e-06,7.180941e-06,7.392124e-06,-1.377283e-06,1.130243e-05,-8.698543e-05
3.946000e-10,4.999234e-06,3.939704e-06,1.939238e-06,7.077486e-06,7.275983e-06,-8.684921e-07,1.145198e-05,-8.683200e-05
3.948000e-10,4.999161e-06,3.951451e-06,1.933788e-06,6.969429e-06,7.153540e-06,-3.398615e-07,1.160294e-05,-8.663881e-05
3.950000e-10,4.999097e-06,3.964272e-06,1.927947e-06,6.858423e-06,7.026635e-06,1.998544e-07,1.175237e-05,-8.640640e-05
3.952000e-10,4.999044e-06,3.978407e-06,1.922076e-06,6.746485e-06,6.897612e-06,7.402621e-07,1.189720e-05,-8.613837e-05
3.954000e-10,4.999007e-06,3.994078e-06,1.916592e-06,6.635808e-06,6.769117e-06,1.270207e-06,1.203445e-05,-8.584120e-05
3.956000e-10,4.998989e-06,4.011456e-06,1.911926e-06,6.528580e-06,6.643892e-06,1.778706e-06,1.216157e-05,-8.552388e-05
3.958000e-10,4.998991e-06,4.030623e-06,1.908480e-06,6.426814e-06,6.524551e-06,2.255868e-06,1.227666e-05,-8.519736e-05
3.960000e-10,4.999014e-06,4.051537e-06,1.906587e-06,6.332205e-06,6.413386e-06,2.693712e-06,1.237861e-05,-8.487381e-05
3.962000e-10,4.999057e-06,4.074023e-06,1.906475e-06,6.246019e-06,6.312192e-06,3.086828e-06,1.246729e-05,-8.456578e-05
3.964000e-10,4.999118e-06,4.097765e-06,1.908239e-06,6.169019e-06,6.222141e-06,3.432805e-06,1.254349e-05,-8.428529e-05
3.966000e-10,4.999193e-06,4.122338e-06,1.911835e-06,6.101436e-06,6.143705e-06,3.732387e-06,1.260893e-05,-8.404298e-05
3.968000e-10,4.999277e-06,4.147248e-06,1.917086e-06,6.042979e-06,6.076646e-06,3.989339e-06,1.266606e-05,-8.384732e-05
3.970000e-10,4.999363e-06,4.171994e-06,1.923708e-06,5.992876e-06,6.020053e-06,4.210029e-06,1.271782e-05,-8.370387e-05
3.972000e-10,4.999445e-06,4.196137e-06,1.931343e-06,5.949956e-06,5.972444e-06,4.402767e-06,1.276739e-05,-8.361487e-05
3.974000e-10,4.999515e-06,4.219368e-06,1.939610e-06,5.912757e-06,5.931908e-06,4.576972e-06,1.281782e-05,-8.357889e-05
3.976000e-10,4.999567e-06,4.241560e-06,1.948144e-06,5.879647e-06,5.896278e-06,4.742244e-06,1.287172e-05,-8.359086e-05
3.978000e-10,4.999595e-06,4.262806e-06,1.956642e-06,5.848959e-06,5.863319e-06,4.907454e-06,1.293099e-05,-8.364232e-05
3.980000e-10,4.999596e-06,4.283421e-06,1.964893e-06,5.819116e-06,5.830913e-06,5.079941e-06,1.299661e-05,-8.372192e-05
3.982000e-10,4.999568e-06,4.303921e-06,1.972799e-06,5.788754e-06,5.797216e-06,5.264908e-06,1.306855e-05,-8.381625e-05
3.984000e-10,4.999512e-06,4.324973e-06,1.980371e-06,5.756803e-06,5.760791e-06,5.465075e-06,1.314576e-05,-8.391077e-05
3.986000e-10,4.999432e-06,4.347322e-06,1.987725e-06,5.722549e-06,5.720688e-06,5.680624e-06,1.322632e-05,-8.399100e-05
3.988000e-10,4.999334e-06,4.371709e-06,1.995054e-06,5.685658e-06,5.676468e-06,5.909427e-06,1.330770e-05,-8.404366e-05
3.990000e-10,4.999225e-06,4.398783e-06,2.002593e-06,5.646149e-06,5.628190e-06,6.147519e-06,1.338703e-05,-8.405776e-05
3.992000e-10,4.999112e-06,4.429026e-06,2.010591e-06,5.604355e-06,5.576338e-06,6.389745e-06,1.346148e-05,-8.402561e-05
3.994000e-10,4.999005e-06,4.462697e-06,2.019269e-06,5.560843e-06,5.521730e-06,6.630497e-06,1.352861e-05,-8.394342e-05
3.996000e-10,4.998912e-06,4.499800e-06,2.028795e-06,5.516328e-06,5.465394e-06,6.864436e-06,1.358665e-05,-8.381167e-05
3.998000e-10,4.998837e-06,4.540082e-06,2.039267e-06,5.471585e-06,5.408448e-06,7.087126e-06,1.363471e-05,-8.363505e-05
4.000000e-10,4.998787e-06,4.583061e-06,2.050697e-06,5.427369e-06,5.351988e-06,7.295489e-06,1.367287e-05,-8.342200e-05
4.002000e-10,4.998762e-06,4.628082e-06,2.063022e-06,5.384357e-06,5.296996e-06,7.488051e-06,1.370220e-05,-8.318401e-05
4.004000e-10,4.998763e-06,4.674389e-06,2.076111e-06,5.343108e-06,5.244277e-06,7.664957e-06,1.372459e-05,-8.293454e-05
4.006000e-10,4.998785e-06,4.721211e-06,2.089794e-06,5.304053e-06,5.194428e-06,7.827766e-06,1.374252e-05,-8.268791e-05
4.008000e-10,4.998826e-06,4.767848e-06,2.103883e-06,5.267500e-06,5.147841e-06,7.979085e-06,1.375879e-05,-8.245806e-05
4.010000e-10,4.998877e-06,4.813751e-06,2.118205e-06,5.233651e-06,5.104716e-06,8.122087e-06,1.377620e-05,-8.225743e-05
4.012000e-10,4.998931e-06,4.858582e-06,2.132629e-06,5.202628e-06,5.065105e-06,8.260000e-06,1.379720e-05,-8.209599e-05
4.014000e-10,4.998983e-06,4.902249e-06,2.147086e-06,5.174491e-06,5.028944e-06,8.395634e-06,1.382370e-05,-8.198049e-05
4.016000e-10,4.999024e-06,4.944920e-06,2.161583e-06,5.149247e-06,4.996093e-06,8.531020e-06,1.385680e-05,-8.191399e-05
4.018000e-10,4.999050e-06,4.986996e-06,2.176202e-06,5.126852e-06,4.966352e-06,8.667187e-06,1.389677e-05,-8.189574e-05
4.020000e-10,4.999057e-06,5.029071e-06,2.191092e-06,5.107196e-06,4.939479e-06,8.804129e-06,1.394299e-05,-8.192133e-05
4.022000e-10,4.999043e-06,5.071862e-06,2.206448e-06,5.090089e-06,4.915180e-06,8.940933e-06,1.399411e-05,-8.198314e-05
4.024000e-10,4.999009e-06,5.116130e-06,2.222484e-06,5.075243e-06,4.893099e-06,9.076052e-06,1.404823e-05,-8.207102e-05
4.026000e-10,4.998955e-06,5.162600e-06,2.239405e-06,5.062264e-06,4.872807e-06,9.207667e-06,1.410309e-05,-8.217319e-05
4.028000e-10,4.998886e-06,5.211884e-06,2.257373e-06,5.050658e-06,4.853791e-06,9.334085e-06,1.415643e-05,-8.227720e-05
4.030000e-10,4.998805e-06,5.264433e-06,2.276490e-06,5.039853e-06,4.835459e-06,9.454087e-06,1.420618e-05,-8.237098e-05
4.032000e-10,4.998717e-06,5.320498e-06,2.296778e-06,5.029241e-06,4.817166e-06,9.567190e-06,1.425070e-05,-8.244375e-05
4.034000e-10,4.998625e-06,5.380131e-06,2.318182e-06,5.018231e-06,4.798251e-06,9.673754e-06,1.428895e-05,-8.248688e-05
4.036000e-10,4.998533e-06,5.443212e-06,2.340581e-06,5.006308e-06,4.778095e-06,9.774939e-06,1.432050e-05,-8.249448e-05
4.038000e-10,4.998444e-06,5.509495e-06,2.363811e-06,4.993101e-06,4.756188e-06,9.872505e-06,1.434560e-05,-8.246374e-05
4.040000e-10,4.998360e-06,5.578675e-06,2.387699e-06,4.978429e-06,4.732194e-06,9.968496e-06,1.436499e-05,-8.239503e-05
4.042000e-10,4.998280e-06,5.650456e-06,2.412096e-06,4.962330e-06,4.706006e-06,1.006487e-05,1.437981e-05,-8.229172e-05
4.044000e-10,4.998204e-06,5.724620e-06,2.436910e-06,4.945072e-06,4.677779e-06,1.016314e-05,1.439138e-05,-8.215973e-05
4.046000e-10,4.998131e-06,5.801071e-06,2.462131e-06,4.927128e-06,4.647938e-06,1.026408e-05,1.440106e-05,-8.200699e-05
4.048000e-10,4.998060e-06,5.879860e-06,2.487839e-06,4.909132e-06,4.617147e-06,1.036757e-05,1.441005e-05,-8.184268e-05
4.050000e-10,4.997990e-06,5.961189e-06,2.514207e-06,4.891804e-06,4.586250e-06,1.047265e-05,1.441935e-05,-8.167647e-05
4.052000e-10,4.997919e-06,6.045375e-06,2.541474e-06,4.875879e-06,4.556184e-06,1.057762e-05,1.442965e-05,-8.151782e-05
4.054000e-10,4.997847e-06,6.132807e-06,2.569920e-06,4.862018e-06,4.527874e-06,1.068039e-05,1.444140e-05,-8.137526e-05
4.056000e-10,4.997773e-06,6.223878e-06,2.599824e-06,4.850742e-06,4.502129e-06,1.077887e-05,1.445485e-05,-8.125586e-05
4.058000e-10,4.997699e-06,6.318931e-06,2.631424e-06,4.842378e-06,4.479549e-06,1.087134e-05,1.447011e-05,-8.116476e-05
4.060000e-10,4.997623e-06,6.418198e-06,2.664883e-06,4.837032e-06,4.460456e-06,1.095677e-05,1.448722e-05,-8.110494e-05
4.062000e-10,4.997548e-06,6.521777e-06,2.700266e-06,4.834591e-06,4.444859e-06,1.103506e-05,1.450624e-05,-8.107704e-05
4.064000e-10,4.997472e-06,6.629624e-06,2.737535e-06,4.834756e-06,4.432458e-06,1.110702e-05,1.452723e-05,-8.107945e-05
4.066000e-10,4.997395e-06,6.741579e-06,2.776557e-06,4.837085e-06,4.422694e-06,1.117431e-05,1.455025e-05,-8.110840e-05
4.068000e-10,4.997316e-06,6.857421e-06,2.817132e-06,4.841061e-06,4.414821e-06,1.123906e-05,1.457527e-05,-8.115835e-05
4.070000e-10,4.997233e-06,6.976934e-06,2.859037e-06,4.846155e-06,4.408002e-06,1.130358e-05,1.460214e-05,-8.122232e-05
4.072000e-10,4.997143e-06,7.099989e-06,2.902068e-06,4.851888e-06,4.401414e-06,1.136990e-05,1.463048e-05,-8.129244e-05
4.074000e-10,4.997042e-06,7.226618e-06,2.946089e-06,4.857878e-06,4.394341e-06,1.143941e-05,1.465966e-05,-8.136050e-05
4.076000e-10,4.996928e-06,7.357069e-06,2.991069e-06,4.863869e-06,4.386248e-06,1.151264e-05,1.468878e-05,-8.141858e-05
4.078000e-10,4.996795e-06,7.491842e-06,3.037102e-06,4.869741e-06,4.376823e-06,1.158915e-05,1.471671e-05,-8.145956e-05
4.080000e-10,4.996642e-06,7.631688e-06,3.084418e-06,4.875504e-06,4.365990e-06,1.166761e-05,1.474222e-05,-8.147775e-05
4.082000e-10,4.996466e-06,7.777581e-06,3.133369e-06,4.881283e-06,4.353887e-06,1.174607e-05,1.476410e-05,-8.146921e-05
4.084000e-10,4.996265e-06,7.930668e-06,3.184399e-06,4.887287e-06,4.340821e-06,1.182226e-05,1.478133e-05,-8.143213e-05
4.086000e-10,4.996039e-06,8.092194e-06,3.238010e-06,4.893789e-06,4.327207e-06,1.189407e-05,1.479323e-05,-8.136690e-05
4.088000e-10,4.995788e-06,8.263432e-06,3.294715e-06,4.901099e-06,4.313503e-06,1.195988e-05,1.479959e-05,-8.127606e-05
4.090000e-10,4.995511e-06,8.445612e-06,3.355005e-06,4.909552e-06,4.300153e-06,1.201884e-05,1.480072e-05,-8.116408e-05
4.092000e-10,4.995211e-06,8.639876e-06,3.419313e-06,4.919494e-06,4.287541e-06,1.207106e-05,1.479748e-05,-8.103692e-05
4.094000e-10,4.994889e-06,8.847249e-06,3.488006e-06,4.931282e-06,4.275974e-06,1.211756e-05,1.479117e-05,-8.090157e-05
4.096000e-10,4.994544e-06,9.068647e-06,3.561381e-06,4.945279e-06,4.265675e-06,1.216007e-05,1.478340e-05,-8.076539e-05
4.098000e-10,4.994178e-06,9.304905e-06,3.639680e-06,4.961854e-06,4.256796e-06,1.220079e-05,1.477588e-05,-8.063555e-05
4.100000e-10,4.993790e-06,9.556826e-06,3.723122e-06,4.981372e-06,4.249442e-06,1.224196e-05,1.477028e-05,-8.051840e-05
4.102000e-10,4.993379e-06,9.825244e-06,3.811931e-06,5.004187e-06,4.243697e-06,1.228551e-05,1.476793e-05,-8.041900e-05
4.104000e-10,4.992942e-06,1.011109e-05,3.906368e-06,5.030624e-06,4.239645e-06,1.233277e-05,1.476976e-05,-8.034075e-05
4.106000e-10,4.992476e-06,1.041543e-05,4.006763e-06,5.060962e-06,4.237374e-06,1.238427e-05,1.477616e-05,-8.028513e-05
4.108000e-10,4.991978e-06,1.073955e-05,4.113531e-06,5.095419e-06,4.236981e-06,1.243971e-05,1.478695e-05,-8.025168e-05
4.110000e-10,4.991443e-06,1.108493e-05,4.227176e-06,5.134143e-06,4.238554e-06,1.249808e-05,1.480148e-05,-8.023808e-05
4.112000e-10,4.990865e-06,1.145331e-05,4.348294e-06,5.177209e-06,4.242150e-06,1.255784e-05,1.481869e-05,-8.024040e-05
4.114000e-10,4.990238e-06,1.184666e-05,4.477560e-06,5.224640e-06,4.247777e-06,1.261730e-05,1.483727e-05,-8.025347e-05
4.116000e-10,4.989556e-06,1.226718e-05,4.615717e-06,5.276426e-06,4.255379e-06,1.267486e-05,1.485587e-05,-8.027132e-05
4.118000e-10,4.988811e-06,1.271733e-05,4.763572e-06,5.332570e-06,4.264833e-06,1.272934e-05,1.487323e-05,-8.028770e-05
4.120000e-10,4.987994e-06,1.319987e-05,4.921993e-06,5.393129e-06,4.275963e-06,1.278009e-05,1.488829e-05,-8.029653e-05
4.122000e-10,4.987095e-06,1.371786e-05,5.091927e-06,5.458261e-06,4.288569e-06,1.282712e-05,1.490032e-05,-8.029239e-05
4.124000e-10,4.986103e-06,1.427475e-05,5.274417e-06,5.528267e-06,4.302470e-06,1.287097e-05,1.490891e-05,-8.027084e-05
4.126000e-10,4.985005e-06,1.487444e-05,5.470651e-06,5.603624e-06,4.317549e-06,1.291258e-05,1.491395e-05,-8.022877e-05
4.128000e-10,4.983787e-06,1.552144e-05,5.681995e-06,5.684999e-06,4.333799e-06,1.295307e-05,1.491559e-05,-8.016450e-05
4.130000e-10,4.982431e-06,1.622088e-05,5.910048e-06,5.773249e-06,4.351360e-06,1.299345e-05,1.491417e-05,-8.007784e-05
4.132000e-10,4.980920e-06,1.697872e-05,6.156690e-06,5.869414e-06,4.370539e-06,1.303451e-05,1.491011e-05,-7.997002e-05
4.134000e-10,4.979233e-06,1.780176e-05,6.424114e-06,5.974697e-06,4.391809e-06,1.307665e-05,1.490390e-05,-7.984354e-05
4.136000e-10,4.977347e-06,1.869778e-05,6.714865e-06,6.090438e-06,4.415792e-06,1.311989e-05,1.489603e-05,-7.970188e-05
4.138000e-10,4.975237e-06,1.967561e-05,7.031859e-06,6.218099e-06,4.443228e-06,1.316395e-05,1.488695e-05,-7.954922e-05
4.140000e-10,4.972876e-06,2.074523e-05,7.378395e-06,6.359261e-06,4.474932e-06,1.320843e-05,1.487716e-05,-7.939008e-05
4.142000e-10,4.970233e-06,2.191780e-05,7.758168e-06,6.515624e-06,4.511751e-06,1.325298e-05,1.486715e-05,-7.922900e-05
4.144000e-10,4.967276e-06,2.320577e-05,8.175274e-06,6.689031e-06,4.554530e-06,1.329751e-05,1.485746e-05,-7.907016e-05
4.146000e-10,4.963967e-06,2.462297e-05,8.634232e-06,6.881499e-06,4.604091e-06,1.334229e-05,1.484867e-05,-7.891713e-05
4.148000e-10,4.960267e-06,2.618467e-05,9.139996e-06,7.095259e-06,4.661228e-06,1.338804e-05,1.484139e-05,-7.877259e-05
4.150000e-10,4.956137e-06,2.790773e-05,9.697983e-06,7.332791e-06,4.726715e-06,1.343585e-05,1.483623e-05,-7.863815e-05
4.152000e-10,4.951533e-06,2.981056e-05,1.031409e-05,7.596851e-06,4.801330e-06,1.348706e-05,1.483369e-05,-7.851425e-05
4.154000e-10,4.946417e-06,3.191320e-05,1.099470e-05,7.890488e-06,4.885889e-06,1.354307e-05,1.483416e-05,-7.840011e-05
4.156000e-10,4.940753e-06,3.423709e-05,1.174663e-05,8.217023e-06,4.981264e-06,1.360515e-05,1.483782e-05,-7.829384e-05
4.158000e-10,4.934520e-06,3.680478e-05,1.257705e-05,8.580009e-06,5.088407e-06,1.367426e-05,1.484458e-05,-7.819249e-05
4.160000e-10,4.927717e-06,3.963916e-05,1.349322e-05,8.983140e-06,5.208340e-06,1.375090e-05,1.485413e-05,-7.809232e-05
4.162000e-10,4.920380e-06,4.276225e-05,1.450213e-05,9.430105e-06,5.342122e-06,1.383515e-05,1.486590e-05,-7.798904e-05
4.164000e-10,4.912598e-06,4.619333e-05,1.560988e-05,9.924371e-06,5.490784e-06,1.392666e-05,1.487914e-05,-7.787810e-05
4.166000e-10,4.904540e-06,4.994603e-05,1.682069e-05,1.046886e-05,5.655210e-06,1.402479e-05,1.489303e-05,-7.775500e-05
4.168000e-10,4.896487e-06,5.402433e-05,1.813565e-05,1.106546e-05,5.835971e-06,1.412875e-05,1.490673e-05,-7.761561e-05
4.170000e-10,4.888866e-06,5.841715e-05,1.955088e-05,1.171440e-05,6.033099e-06,1.423771e-05,1.491947e-05,-7.745639e-05
4.172000e-10,4.882280e-06,6.309171e-05,2.105542e-05,1.241338e-05,6.245792e-06,1.435084e-05,1.493060e-05,-7.727465e-05
4.174000e-10,4.877524e-06,6.798603e-05,2.262879e-05,1.315649e-05,6.472054e-06,1.446728e-05,1.493959e-05,-7.706868e-05
4.176000e-10,4.875563e-06,7.300202e-05,2.423878e-05,1.393297e-05,6.708309e-06,1.458595e-05,1.494598e-05,-7.683786e-05
4.178000e-10,4.877446e-06,7.800089e-05,2.584006e-05,1.472606e-05,6.949032e-06,1.470525e-05,1.494929e-05,-7.658264e-05
4.180000e-10,4.884145e-06,8.280418e-05,2.737468e-05,1.551215e-05,7.186509e-06,1.482276e-05,1.494888e-05,-7.630455e-05
4.182000e-10,4.896327e-06,8.720287e-05,2.877523e-05,1.626068e-05,7.410852e-06,1.493486e-05,1.494386e-05,-7.600612e-05
4.184000e-10,4.914089e-06,9.097644e-05,2.997123e-05,1.693534e-05,7.610422e-06,1.503658e-05,1.493298e-05,-7.569078e-05
4.186000e-10,4.936769e-06,9.392023e-05,3.089819e-05,1.749674e-05,7.772749e-06,1.512162e-05,1.491465e-05,-7.536273e-05
4.188000e-10,4.962896e-06,9.587675e-05,3.150775e-05,1.790668e-05,7.885946e-06,1.518271e-05,1.488703e-05,-7.502688e-05
4.190000e-10,4.990344e-06,9.676331e-05,3.177637e-05,1.813362e-05,7.940468e-06,1.521236e-05,1.484828e-05,-7.468861e-05
4.192000e-10,5.016669e-06,9.658882e-05,3.171026e-05,1.815840e-05,7.930932e-06,1.520397e-05,1.479691e-05,-7.435370e-05
4.194000e-10,5.039534e-06,9.545514e-05,3.134509e-05,1.797915e-05,7.857594e-06,1.515311e-05,1.473220e-05,-7.402802e-05
4.196000e-10,5.057086e-06,9.354291e-05,3.074060e-05,1.761410e-05,7.727137e-06,1.505884e-05,1.465460e-05,-7.371731e-05
4.198000e-10,5.068203e-06,9.108617e-05,2.997186e-05,1.710143e-05,7.552450e-06,1.492475e-05,1.456607e-05,-7.342678e-05
4.200000e-10,5.072539e-06,8.834266e-05,2.911951e-05,1.649585e-05,7.351350e-06,1.475939e-05,1.447014e-05,-7.316070e-05
4.202000e-10,5.070422e-06,8.556651e-05,2.826123e-05,1.586209e-05,7.144386e-06,1.457597e-05,1.437173e-05,-7.292196e-05
4.204000e-10,5.062648e-06,8.298797e-05,2.746606e-05,1.526659e-05,6.952123e-06,1.439109e-05,1.427671e-05,-7.271153e-05
4.206000e-10,5.050263e-06,8.080167e-05,2.679165e-05,1.476887e-05,6.792431e-06,1.422276e-05,1.419110e-05,-7.252813e-05
4.208000e-10,5.034395e-06,7.916220e-05,2.628391e-05,1.441422e-05,6.678333e-06,1.408779e-05,1.412017e-05,-7.236789e-05
4.210000e-10,5.016156e-06,7.818398e-05,2.597771e-05,1.422922e-05,6.616825e-06,1.399920e-05,1.406750e-05,-7.222428e-05
4.212000e-10,4.996611e-06,7.794258e-05,2.589761e-05,1.422070e-05,6.608842e-06,1.396397e-05,1.403426e-05,-7.208827e-05
4.214000e-10,4.976812e-06,7.847467e-05,2.605759e-05,1.437808e-05,6.650264e-06,1.398176e-05,1.401884e-05,-7.194878e-05
4.216000e-10,4.957844e-06,7.977572e-05,2.645958e-05,1.467811e-05,6.733602e-06,1.404482e-05,1.401686e-05,-7.179334e-05
4.218000e-10,4.940866e-06,8.179544e-05,2.709101e-05,1.509062e-05,6.849837e-06,1.413928e-05,1.402178e-05,-7.160900e-05
4.220000e-10,4.927120e-06,8.443257e-05,2.792223e-05,1.558371e-05,6.989903e-06,1.424753e-05,1.402583e-05,-7.138334e-05
4.222000e-10,4.917873e-06,8.753173e-05,2.890478e-05,1.612702e-05,7.145461e-06,1.435114e-05,1.402119e-05,-7.110545e-05
4.224000e-10,4.914275e-06,9.088553e-05,2.997184e-05,1.669277e-05,7.308844e-06,1.443395e-05,1.400114e-05,-7.076683e-05
4.226000e-10,4.917148e-06,9.424517e-05,3.104196e-05,1.725462e-05,7.472372e-06,1.448437e-05,1.396092e-05,-7.036199e-05
4.228000e-10,4.926730e-06,9.734132e-05,3.202649e-05,1.778551e-05,7.627458e-06,1.449657e-05,1.389826e-05,-6.988883e-05
4.230000e-10,4.942470e-06,9.991428e-05,3.284024e-05,1.825589e-05,7.764012e-06,1.447036e-05,1.381324e-05,-6.934861e-05
4.232000e-10,4.962951e-06,1.017489e-04,3.341358e-05,1.863363e-05,7.870602e-06,1.440976e-05,1.370786e-05,-6.874571e-05
4.234000e-10,4.986013e-06,1.027071e-04,3.370332e-05,1.888636e-05,7.935546e-06,1.432085e-05,1.358516e-05,-6.808708e-05
4.236000e-10,5.009072e-06,1.027490e-04,3.369962e-05,1.898625e-05,7.948841e-06,1.420944e-05,1.344836e-05,-6.738160e-05
4.238000e-10,5.029555e-06,1.019390e-04,3.342703e-05,1.891602e-05,7.904480e-06,1.407933e-05,1.330012e-05,-6.663935e-05
4.240000e-10,5.045327e-06,1.004328e-04,3.293946e-05,1.867493e-05,7.802551e-06,1.393153e-05,1.314225e-05,-6.587090e-05
4.242000e-10,5.054989e-06,9.845204e-05,3.231062e-05,1.828259e-05,7.650468e-06,1.376491e-05,1.297577e-05,-6.508670e-05
4.244000e-10,5.057994e-06,9.625063e-05,3.162245e-05,1.777953e-05,7.462887e-06,1.357772e-05,1.280142e-05,-6.429649e-05
4.246000e-10,5.054581e-06,9.408252e-05,3.095431e-05,1.722356e-05,7.260139e-06,1.336985e-05,1.262033e-05,-6.350885e-05
4.248000e-10,5.045599e-06,9.217523e-05,3.037484e-05,1.668252e-05,7.065408e-06,1.314486e-05,1.243467e-05,-6.273078e-05
4.250000e-10,5.032282e-06,9.071251e-05,2.993729e-05,1.622450e-05,6.901193e-06,1.291112e-05,1.224802e-05,-6.196736e-05
4.252000e-10,5.016063e-06,8.982534e-05,2.967790e-05,1.590765e-05,6.785800e-06,1.268160e-05,1.206524e-05,-6.122137e-05
4.254000e-10,4.998439e-06,8.958913e-05,2.961624e-05,1.577148e-05,6.730594e-06,1.247214e-05,1.189180e-05,-6.049306e-05
4.256000e-10,4.980904e-06,9.002395e-05,2.975621e-05,1.583149e-05,6.738555e-06,1.229846e-05,1.173278e-05,-5.977994e-05
4.258000e-10,4.964922e-06,9.109569e-05,3.008678e-05,1.607787e-05,6.804351e-06,1.217260e-05,1.159161e-05,-5.907674e-05
4.260000e-10,4.951888e-06,9.271752e-05,3.058225e-05,1.647841e-05,6.915784e-06,1.209964e-05,1.146896e-05,-5.837559e-05
4.262000e-10,4.943060e-06,9.475274e-05,3.120253e-05,1.698436e-05,7.056159e-06,1.207565e-05,1.136210e-05,-5.766631e-05
4.264000e-10,4.939432e-06,9.702141e-05,3.189429e-05,1.753817e-05,7.206993e-06,1.208727e-05,1.126480e-05,-5.693701e-05
4.266000e-10,4.941560e-06,9.931318e-05,3.259428e-05,1.808118e-05,7.350495e-06,1.211338e-05,1.116803e-05,-5.617483e-05
4.268000e-10,4.949392e-06,1.014074e-04,3.323510e-05,1.856037e-05,7.471424e-06,1.212844e-05,1.106121e-05,-5.536670e-05
4.270000e-10,4.962160e-06,1.030991e-04,3.375329e-05,1.893314e-05,7.558175e-06,1.210682e-05,1.093384e-05,-5.450024e-05
4.272000e-10,4.978407e-06,1.042269e-04,3.409827e-05,1.917021e-05,7.603174e-06,1.202728e-05,1.077709e-05,-5.356438e-05
4.274000e-10,4.996166e-06,1.046960e-04,3.424006e-05,1.925685e-05,7.602804e-06,1.187654e-05,1.058513e-05,-5.254992e-05
4.276000e-10,5.013262e-06,1.044928e-04,3.417399e-05,1.919279e-05,7.557116e-06,1.165124e-05,1.035584e-05,-5.144975e-05
4.278000e-10,5.027669e-06,1.036846e-04,3.392100e-05,1.899134e-05,7.469523e-06,1.135795e-05,1.009077e-05,-5.025877e-05
4.280000e-10,5.037812e-06,1.024083e-04,3.352379e-05,1.867786e-05,7.346529e-06,1.101122e-05,9.794490e-06,-4.897364e-05
4.282000e-10,5.042768e-06,1.008476e-04,3.303968e-05,1.828760e-05,7.197426e-06,1.063031e-05,9.473342e-06,-4.759222e-05
4.284000e-10,5.042311e-06,9.920729e-05,3.253217e-05,1.786276e-05,7.033830e-06,1.023528e-05,9.134027e-06,-4.611306e-05
4.286000e-10,5.036851e-06,9.768722e-05,3.206273e-05,1.744887e-05,6.868903e-06,9.843288e-06,8.782264e-06,-4.453470e-05
