time,"I(RIN1)","I(RIN2)","I(LOUT)"
1.388400e-09,4.997228e-06,-4.995558e-06,-3.188593e-05
1.388600e-09,5.000205e-06,-4.999814e-06,-3.170195e-05
1.388800e-09,5.003119e-06,-5.003757e-06,-3.152487e-05
1.389000e-09,5.005290e-06,-5.006638e-06,-3.135737e-05
1.389200e-09,5.006218e-06,-5.007973e-06,-3.120236e-05
1.389400e-09,5.005676e-06,-5.007628e-06,-3.106281e-05
1.389600e-09,5.003750e-06,-5.005822e-06,-3.094153e-05
1.389800e-09,5.000804e-06,-5.003054e-06,-3.084094e-05
1.390000e-09,4.997394e-06,-4.999981e-06,-3.076278e-05
1.390200e-09,4.994153e-06,-4.997271e-06,-3.070785e-05
1.390400e-09,4.991662e-06,-4.995461e-06,-3.067586e-05
1.390600e-09,4.990340e-06,-4.994859e-06,-3.066522e-05
1.390800e-09,4.990377e-06,-4.995502e-06,-3.067304e-05
1.391000e-09,4.991712e-06,-4.997167e-06,-3.069510e-05
1.391200e-09,4.994066e-06,-4.999439e-06,-3.072606e-05
1.391400e-09,4.997003e-06,-5.001810e-06,-3.075971e-05
1.391600e-09,5.000030e-06,-5.003789e-06,-3.078937e-05
1.391800e-09,5.002685e-06,-5.004994e-06,-3.080830e-05
1.392000e-09,5.004618e-06,-5.005217e-06,-3.081029e-05
1.392200e-09,5.005639e-06,-5.004450e-06,-3.079010e-05
1.392400e-09,5.005730e-06,-5.002865e-06,-3.074399e-05
1.392600e-09,5.005030e-06,-5.000768e-06,-3.067004e-05
1.392800e-09,5.003788e-06,-4.998529e-06,-3.056840e-05
1.393000e-09,5.002299e-06,-4.996512e-06,-3.044139e-05
1.393200e-09,5.000847e-06,-4.995009e-06,-3.029333e-05
1.393400e-09,4.999657e-06,-4.994206e-06,-3.013033e-05
1.393600e-09,4.998857e-06,-4.994159e-06,-2.995981e-05
1.393800e-09,4.998476e-06,-4.994803e-06,-2.979002e-05
1.394000e-09,4.998451e-06,-4.995984e-06,-2.962939e-05
1.394200e-09,4.998657e-06,-4.997489e-06,-2.948598e-05
1.394400e-09,4.998940e-06,-4.999088e-06,-2.936681e-05
1.394600e-09,4.999157e-06,-5.000572e-06,-2.927742e-05
1.394800e-09,4.999202e-06,-5.001778e-06,-2.922135e-05
1.395000e-09,4.999023e-06,-5.002601e-06,-2.919989e-05
1.395200e-09,4.998632e-06,-5.003001e-06,-2.921193e-05
1.395400e-09,4.998096e-06,-5.002993e-06,-2.925392e-05
1.395600e-09,4.997520e-06,-5.002641e-06,-2.932014e-05
1.395800e-09,4.997026e-06,-5.002034e-06,-2.940302e-05
1.396000e-09,4.996732e-06,-5.001277e-06,-2.949371e-05
1.396200e-09,4.996729e-06,-5.000474e-06,-2.958277e-05
1.396400e-09,4.997066e-06,-4.999719e-06,-2.966091e-05
1.396600e-09,4.997739e-06,-4.999082e-06,-2.971977e-05
1.396800e-09,4.998694e-06,-4.998609e-06,-2.975265e-05
1.397000e-09,4.999830e-06,-4.998319e-06,-2.975507e-05
1.397200e-09,5.001012e-06,-4.998203e-06,-2.972511e-05
1.397400e-09,5.002086e-06,-4.998227e-06,-2.966355e-05
1.397600e-09,5.002904e-06,-4.998345e-06,-2.957373e-05
1.397800e-09,5.003339e-06,-4.998501e-06,-2.946112e-05
1.398000e-09,5.003307e-06,-4.998643e-06,-2.933284e-05
1.398200e-09,5.002780e-06,-4.998732e-06,-2.919689e-05
1.398400e-09,5.001795e-06,-4.998748e-06,-2.906156e-05
1.398600e-09,5.000449e-06,-4.998695e-06,-2.893467e-05
1.398800e-09,4.998893e-06,-4.998599e-06,-2.882304e-05
1.399000e-09,4.997314e-06,-4.998504e-06,-2.873210e-05
1.399200e-09,4.995909e-06,-4.998462e-06,-2.866553e-05
1.399400e-09,4.994862e-06,-4.998521e-06,-2.862522e-05
1.399600e-09,4.994315e-06,-4.998716e-06,-2.861123e-05
1.399800e-09,4.994348e-06,-4.999054e-06,-2.862195e-05
1.400000e-09,4.994966e-06,-4.999516e-06,-2.865430e-05
1.400200e-09,4.996096e-06,-5.000051e-06,-2.870404e-05
1.400400e-09,4.997596e-06,-5.000587e-06,-2.876607e-05
1.400600e-09,4.999273e-06,-5.001039e-06,-2.883478e-05
1.400800e-09,5.000907e-06,-5.001325e-06,-2.890438e-05
1.401000e-09,5.002282e-06,-5.001380e-06,-2.896926e-05
1.401200e-09,5.003214e-06,-5.001164e-06,-2.902425e-05
1.401400e-09,5.003578e-06,-5.000679e-06,-2.906491e-05
1.401600e-09,5.003322e-06,-4.999960e-06,-2.908776e-05
1.401800e-09,5.002476e-06,-4.999081e-06,-2.909049e-05
1.402000e-09,5.001146e-06,-4.998139e-06,-2.907203e-05
1.402200e-09,4.999499e-06,-4.997243e-06,-2.903266e-05
1.402400e-09,4.997743e-06,-4.996500e-06,-2.897399e-05
1.402600e-09,4.996097e-06,-4.995997e-06,-2.889885e-05
1.402800e-09,4.994761e-06,-4.995792e-06,-2.881118e-05
1.403000e-09,4.993897e-06,-4.995907e-06,-2.871576e-05
1.403200e-09,4.993601e-06,-4.996322e-06,-2.861794e-05
1.403400e-09,4.993898e-06,-4.996983e-06,-2.852328e-05
1.403600e-09,4.994739e-06,-4.997809e-06,-2.843723e-05
1.403800e-09,4.996007e-06,-4.998699e-06,-2.836471e-05
1.404000e-09,4.997536e-06,-4.999549e-06,-2.830978e-05
1.404200e-09,4.999130e-06,-5.000264e-06,-2.827532e-05
1.404400e-09,5.000589e-06,-5.000765e-06,-2.826281e-05
1.404600e-09,5.001736e-06,-5.001000e-06,-2.827215e-05
1.404800e-09,5.002432e-06,-5.000950e-06,-2.830166e-05
1.405000e-09,5.002596e-06,-5.000627e-06,-2.834814e-05
1.405200e-09,5.002212e-06,-5.000069e-06,-2.840711e-05
1.405400e-09,5.001331e-06,-4.999342e-06,-2.847309e-05
1.405600e-09,5.000057e-06,-4.998523e-06,-2.854006e-05
1.405800e-09,4.998539e-06,-4.997695e-06,-2.860193e-05
1.406000e-09,4.996946e-06,-4.996936e-06,-2.865305e-05
1.406200e-09,4.995447e-06,-4.996310e-06,-2.868863e-05
1.406400e-09,4.994191e-06,-4.995862e-06,-2.870518e-05
1.406600e-09,4.993288e-06,-4.995611e-06,-2.870073e-05
1.406800e-09,4.992801e-06,-4.995554e-06,-2.867496e-05
1.407000e-09,4.992739e-06,-4.995663e-06,-2.862917e-05
1.407200e-09,4.993062e-06,-4.995896e-06,-2.856610e-05
1.407400e-09,4.993688e-06,-4.996200e-06,-2.848963e-05
1.407600e-09,4.994511e-06,-4.996517e-06,-2.840441e-05
1.407800e-09,4.995412e-06,-4.996798e-06,-2.831548e-05
1.408000e-09,4.996280e-06,-4.997003e-06,-2.822788e-05
1.408200e-09,4.997022e-06,-4.997107e-06,-2.814624e-05
1.408400e-09,4.997571e-06,-4.997103e-06,-2.807457e-05
1.408600e-09,4.997895e-06,-4.996996e-06,-2.801600e-05
1.408800e-09,4.997987e-06,-4.996804e-06,-2.797264e-05
1.409000e-09,4.997867e-06,-4.996554e-06,-2.794552e-05
1.409200e-09,4.997570e-06,-4.996271e-06,-2.793459e-05
1.409400e-09,4.997138e-06,-4.995976e-06,-2.793877e-05
1.409600e-09,4.996609e-06,-4.995682e-06,-2.795603e-05
1.409800e-09,4.996013e-06,-4.995394e-06,-2.798354e-05
1.410000e-09,4.995368e-06,-4.995107e-06,-2.801780e-05
1.410200e-09,4.994679e-06,-4.994806e-06,-2.805490e-05
1.410400e-09,4.993945e-06,-4.994475e-06,-2.809071e-05
1.410600e-09,4.993158e-06,-4.994097e-06,-2.812114e-05
1.410800e-09,4.992314e-06,-4.993659e-06,-2.814239e-05
1.411000e-09,4.991414e-06,-4.993156e-06,-2.815124e-05
1.411200e-09,4.990467e-06,-4.992589e-06,-2.814521e-05
1.411400e-09,4.989493e-06,-4.991966e-06,-2.812280e-05
1.411600e-09,4.988516e-06,-4.991302e-06,-2.808354e-05
1.411800e-09,4.987563e-06,-4.990611e-06,-2.802801e-05
1.412000e-09,4.986657e-06,-4.989908e-06,-2.795781e-05
1.412200e-09,4.985812e-06,-4.989199e-06,-2.787540e-05
1.412400e-09,4.985029e-06,-4.988486e-06,-2.778385e-05
1.412600e-09,4.984294e-06,-4.987760e-06,-2.768666e-05
1.412800e-09,4.983578e-06,-4.987005e-06,-2.758743e-05
1.413000e-09,4.982843e-06,-4.986197e-06,-2.748962e-05
1.413200e-09,4.982039e-06,-4.985309e-06,-2.739631e-05
1.413400e-09,4.981119e-06,-4.984313e-06,-2.731002e-05
1.413600e-09,4.980037e-06,-4.983182e-06,-2.723258e-05
1.413800e-09,4.978756e-06,-4.981895e-06,-2.716506e-05
1.414000e-09,4.977246e-06,-4.980434e-06,-2.710777e-05
1.414200e-09,4.975489e-06,-4.978785e-06,-2.706028e-05
1.414400e-09,4.973475e-06,-4.976937e-06,-2.702153e-05
1.414600e-09,4.971195e-06,-4.974879e-06,-2.698993e-05
1.414800e-09,4.968642e-06,-4.972596e-06,-2.696348e-05
1.415000e-09,4.965802e-06,-4.970070e-06,-2.693994e-05
1.415200e-09,4.962653e-06,-4.967275e-06,-2.691697e-05
1.415400e-09,4.959164e-06,-4.964178e-06,-2.689222e-05
1.415600e-09,4.955295e-06,-4.960737e-06,-2.686354e-05
1.415800e-09,4.950999e-06,-4.956909e-06,-2.682901e-05
1.416000e-09,4.946233e-06,-4.952647e-06,-2.678710e-05
1.416200e-09,4.940958e-06,-4.947908e-06,-2.673667e-05
1.416400e-09,4.935154e-06,-4.942656e-06,-2.667706e-05
1.416600e-09,4.928832e-06,-4.936870e-06,-2.660807e-05
1.416800e-09,4.922047e-06,-4.930554e-06,-2.652991e-05
1.417000e-09,4.914917e-06,-4.923745e-06,-2.644319e-05
1.417200e-09,4.907643e-06,-4.916534e-06,-2.634879e-05
1.417400e-09,4.900537e-06,-4.909083e-06,-2.624781e-05
1.417600e-09,4.894045e-06,-4.901652e-06,-2.614145e-05
1.417800e-09,4.888770e-06,-4.894629e-06,-2.603087e-05
1.418000e-09,4.885465e-06,-4.888558e-06,-2.591718e-05
1.418200e-09,4.885002e-06,-4.884155e-06,-2.580129e-05
1.418400e-09,4.888272e-06,-4.882283e-06,-2.568392e-05
1.418600e-09,4.896036e-06,-4.883891e-06,-2.556554e-05
1.418800e-09,4.908711e-06,-4.889869e-06,-2.544638e-05
1.419000e-09,4.926174e-06,-4.900850e-06,-2.532645e-05
1.419200e-09,4.947621e-06,-4.916977e-06,-2.520556e-05
1.419400e-09,4.971585e-06,-4.937721e-06,-2.508338e-05
1.419600e-09,4.996100e-06,-4.961812e-06,-2.495947e-05
1.419800e-09,5.019019e-06,-4.987362e-06,-2.483332e-05
1.420000e-09,5.038363e-06,-5.012142e-06,-2.470437e-05
1.420200e-09,5.052624e-06,-5.033956e-06,-2.457209e-05
1.420400e-09,5.060943e-06,-5.051003e-06,-2.443593e-05
1.420600e-09,5.063123e-06,-5.062116e-06,-2.429535e-05
1.420800e-09,5.059531e-06,-5.066846e-06,-2.414985e-05
1.421000e-09,5.050927e-06,-5.065391e-06,-2.399891e-05
1.421200e-09,5.038283e-06,-5.058425e-06,-2.384201e-05
1.421400e-09,5.022658e-06,-5.046909e-06,-2.367859e-05
1.421600e-09,5.005121e-06,-5.031920e-06,-2.350808e-05
1.421800e-09,4.986738e-06,-5.014550e-06,-2.332984e-05
1.422000e-09,4.968598e-06,-4.995872e-06,-2.314318e-05
1.422200e-09,4.951838e-06,-4.976956e-06,-2.294739e-05
1.422400e-09,4.937661e-06,-4.958902e-06,-2.274172e-05
1.422600e-09,4.927297e-06,-4.942880e-06,-2.252539e-05
1.422800e-09,4.921894e-06,-4.930118e-06,-2.229769e-05
1.423000e-09,4.922343e-06,-4.921839e-06,-2.205793e-05
1.423200e-09,4.929048e-06,-4.919118e-06,-2.180549e-05
1.423400e-09,4.941729e-06,-4.922663e-06,-2.153985e-05
1.423600e-09,4.959308e-06,-4.932589e-06,-2.126053e-05
1.423800e-09,4.979967e-06,-4.948236e-06,-2.096713e-05
1.424000e-09,5.001394e-06,-4.968129e-06,-2.065927e-05
1.424200e-09,5.021150e-06,-4.990129e-06,-2.033649e-05
1.424400e-09,5.037078e-06,-5.011753e-06,-1.999825e-05
1.424600e-09,5.047620e-06,-5.030587e-06,-1.964383e-05
1.424800e-09,5.051989e-06,-5.044677e-06,-1.927224e-05
1.425000e-09,5.050173e-06,-5.052790e-06,-1.888222e-05
1.425200e-09,5.042807e-06,-5.054500e-06,-1.847222e-05
1.425400e-09,5.030982e-06,-5.050121e-06,-1.804039e-05
1.425600e-09,5.016064e-06,-5.040531e-06,-1.758465e-05
1.425800e-09,4.999546e-06,-5.026974e-06,-1.710275e-05
1.426000e-09,4.982956e-06,-5.010886e-06,-1.659234e-05
1.426200e-09,4.967793e-06,-4.993773e-06,-1.605104e-05
1.426400e-09,4.955477e-06,-4.977143e-06,-1.547653e-05
1.426600e-09,4.947255e-06,-4.962463e-06,-1.486654e-05
1.426800e-09,4.944073e-06,-4.951098e-06,-1.421894e-05
1.427000e-09,4.946415e-06,-4.944220e-06,-1.353173e-05
1.427200e-09,4.954146e-06,-4.942666e-06,-1.280306e-05
1.427400e-09,4.966440e-06,-4.946764e-06,-1.203124e-05
1.427600e-09,4.981828e-06,-4.956192e-06,-1.121477e-05
1.427800e-09,4.998386e-06,-4.969925e-06,-1.035239e-05
1.428000e-09,5.014041e-06,-4.986318e-06,-9.443125e-06
1.428200e-09,5.026905e-06,-5.003341e-06,-8.486458e-06
1.428400e-09,5.035553e-06,-5.018895e-06,-7.482454e-06
1.428600e-09,5.039197e-06,-5.031154e-06,-6.432010e-06
1.428800e-09,5.037724e-06,-5.038828e-06,-5.337119e-06
1.429000e-09,5.031617e-06,-5.041295e-06,-4.201172e-06
1.429200e-09,5.021823e-06,-5.038608e-06,-3.029271e-06
1.429400e-09,5.009589e-06,-5.031389e-06,-1.828531e-06
1.429600e-09,4.996326e-06,-5.020683e-06,-6.083385e-07
1.429800e-09,4.983485e-06,-5.007796e-06,6.194481e-07
1.430000e-09,4.972452e-06,-4.994157e-06,1.840405e-06
1.430200e-09,4.964438e-06,-4.981213e-06,3.037567e-06
1.430400e-09,4.960362e-06,-4.970323e-06,4.191610e-06
1.430600e-09,4.960717e-06,-4.962661e-06,5.281203e-06
1.430800e-09,4.965473e-06,-4.959091e-06,6.283554e-06
1.431000e-09,4.974026e-06,-4.960047e-06,7.175137e-06
1.431200e-09,4.985248e-06,-4.965426e-06,7.932595e-06
1.431400e-09,4.997641e-06,-4.974557e-06,8.533763e-06
1.431600e-09,5.009564e-06,-4.986254e-06,8.958774e-06
1.431800e-09,5.019497e-06,-4.998980e-06,9.191154e-06
1.432000e-09,5.026261e-06,-5.011081e-06,9.218852e-06
1.432200e-09,5.029170e-06,-5.021048e-06,9.035127e-06
1.432400e-09,5.028081e-06,-5.027733e-06,8.639236e-06
1.432600e-09,5.023351e-06,-5.030491e-06,8.036916e-06
1.432800e-09,5.015744e-06,-5.029217e-06,7.240646e-06
1.433000e-09,5.006300e-06,-5.024299e-06,6.269711e-06
1.433200e-09,4.996205e-06,-5.016514e-06,5.150065e-06
1.433400e-09,4.986671e-06,-5.006902e-06,3.913991e-06
1.433600e-09,4.978815e-06,-4.996642e-06,2.599488e-06
1.433800e-09,4.973554e-06,-4.986928e-06,1.249332e-06
1.434000e-09,4.971497e-06,-4.978866e-06,-9.025080e-08
1.434200e-09,4.972860e-06,-4.973368e-06,-1.371307e-06
1.434400e-09,4.977422e-06,-4.971053e-06,-2.546192e-06
1.434600e-09,4.984532e-06,-4.972164e-06,-3.569806e-06
1.434800e-09,4.993198e-06,-4.976516e-06,-4.401834e-06
1.435000e-09,5.002231e-06,-4.983504e-06,-5.008872e-06
1.435200e-09,5.010427e-06,-4.992173e-06,-5.366299e-06
1.435400e-09,5.016750e-06,-5.001356e-06,-5.459857e-06
1.435600e-09,5.020470e-06,-5.009853e-06,-5.286896e-06
1.435800e-09,5.021247e-06,-5.016601e-06,-4.857210e-06
1.436000e-09,5.019144e-06,-5.020830e-06,-4.193401e-06
1.436200e-09,5.014576e-06,-5.022139e-06,-3.330615e-06
1.436400e-09,5.008234e-06,-5.020527e-06,-2.315520e-06
1.436600e-09,5.000980e-06,-5.016347e-06,-1.204425e-06
1.436800e-09,4.993741e-06,-5.010235e-06,-6.050172e-08
1.437000e-09,4.987409e-06,-5.003014e-06,1.049776e-06
1.437200e-09,4.982743e-06,-4.995592e-06,2.060724e-06
1.437400e-09,4.980287e-06,-4.988863e-06,2.911723e-06
1.437600e-09,4.980300e-06,-4.983617e-06,3.551298e-06
1.437800e-09,4.982725e-06,-4.980456e-06,3.940675e-06
1.438000e-09,4.987183e-06,-4.979723e-06,4.056598e-06
1.438200e-09,4.993033e-06,-4.981460e-06,3.893280e-06
1.438400e-09,4.999457e-06,-4.985390e-06,3.463415e-06
1.438600e-09,5.005585e-06,-4.990955e-06,2.798119e-06
1.438800e-09,5.010623e-06,-4.997391e-06,1.945635e-06
1.439000e-09,5.013963e-06,-5.003837e-06,9.686442e-07
1.439200e-09,5.015254e-06,-5.009461e-06,-5.988247e-08
1.439400e-09,5.014432e-06,-5.013580e-06,-1.062093e-06
1.439600e-09,5.011710e-06,-5.015738e-06,-1.961468e-06
1.439800e-09,5.007524e-06,-5.015762e-06,-2.689179e-06
1.440000e-09,5.002469e-06,-5.013754e-06,-3.189909e-06
1.440200e-09,4.997216e-06,-5.010061e-06,-3.426589e-06
1.440400e-09,4.992434e-06,-5.005214e-06,-3.383707e-06
1.440600e-09,4.988712e-06,-4.999855e-06,-3.068996e-06
1.440800e-09,4.986491e-06,-4.994656e-06,-2.513354e-06
1.441000e-09,4.986012e-06,-4.990248e-06,-1.768827e-06
1.441200e-09,4.987289e-06,-4.987149e-06,-9.045619e-07
1.441400e-09,4.990103e-06,-4.985705e-06,-8.245099e-10
1.441600e-09,4.994036e-06,-4.986052e-06,8.584528e-07
1.441800e-09,4.998533e-06,-4.988097e-06,1.593789e-06
1.442000e-09,5.002978e-06,-4.991529e-06,2.137955e-06
1.442200e-09,5.006788e-06,-4.995865e-06,2.442567e-06
1.442400e-09,5.009491e-06,-5.000516e-06,2.482834e-06
1.442600e-09,5.010784e-06,-5.004870e-06,2.260117e-06
1.442800e-09,5.010566e-06,-5.008384e-06,1.802073e-06
1.443000e-09,5.008937e-06,-5.010645e-06,1.160281e-06
1.443200e-09,5.006171e-06,-5.011426e-06,4.052837e-07
1.443400e-09,5.002672e-06,-5.010701e-06,-3.806742e-07
1.443600e-09,4.998914e-06,-5.008631e-06,-1.112554e-06
1.443800e-09,4.995387e-06,-5.005537e-06,-1.711981e-06
1.444000e-09,4.992529e-06,-5.001845e-06,-2.116007e-06
1.444200e-09,4.990683e-06,-4.998036e-06,-2.284096e-06
1.444400e-09,4.990050e-06,-4.994581e-06,-2.202578e-06
1.444600e-09,4.990673e-06,-4.991893e-06,-1.886173e-06
1.444800e-09,4.992426e-06,-4.990278e-06,-1.376415e-06
1.445000e-09,4.995041e-06,-4.989899e-06,-7.369860e-07
1.445200e-09,4.998143e-06,-4.990761e-06,-4.624823e-08
1.445400e-09,5.001305e-06,-4.992711e-06,6.122645e-07
1.445600e-09,5.004111e-06,-4.995461e-06,1.160191e-06
1.445800e-09,5.006209e-06,-4.998631e-06,1.534069e-06
1.446000e-09,5.007359e-06,-5.001799e-06,1.693102e-06
1.446200e-09,5.007456e-06,-5.004561e-06,1.624035e-06
1.446400e-09,5.006540e-06,-5.006586e-06,1.342600e-06
1.446600e-09,5.004773e-06,-5.007652e-06,8.914063e-07
1.446800e-09,5.002422e-06,-5.007672e-06,3.343857e-07
1.447000e-09,4.999810e-06,-5.006695e-06,-2.516716e-07
1.447200e-09,4.997280e-06,-5.004890e-06,-7.874788e-07
1.447400e-09,4.995148e-06,-5.002519e-06,-1.202047e-06
1.447600e-09,4.993668e-06,-4.999899e-06,-1.442285e-06
1.447800e-09,4.993001e-06,-4.997363e-06,-1.480019e-06
1.448000e-09,4.993198e-06,-4.995217e-06,-1.315495e-06
1.448200e-09,4.994197e-06,-4.993707e-06,-9.769895e-07
1.448400e-09,4.995833e-06,-4.992991e-06,-5.165708e-07
1.448600e-09,4.997866e-06,-4.993124e-06,-2.486375e-09
1.448800e-09,5.000015e-06,-4.994051e-06,4.908472e-07
1.449000e-09,5.001994e-06,-4.995621e-06,8.938030e-07
1.449200e-09,5.003556e-06,-4.997607e-06,1.151733e-06
1.449400e-09,5.004520e-06,-4.999738e-06,1.232780e-06
1.449600e-09,5.004794e-06,-5.001739e-06,1.132162e-06
1.449800e-09,5.004377e-06,-5.003365e-06,8.723798e-07
1.450000e-09,5.003361e-06,-5.004430e-06,4.993659e-07
1.450200e-09,5.001903e-06,-5.004832e-06,7.512400e-08
1.450400e-09,5.000212e-06,-5.004555e-06,-3.320946e-07
1.450600e-09,4.998512e-06,-5.003670e-06,-6.585596e-07
1.450800e-09,4.997015e-06,-5.002318e-06,-8.550107e-07
1.451000e-09,4.995898e-06,-5.000689e-06,-8.941357e-07
1.451200e-09,4.995278e-06,-4.998996e-06,-7.743956e-07
1.451400e-09,4.995206e-06,-4.997447e-06,-5.196684e-07
1.451600e-09,4.995657e-06,-4.996222e-06,-1.748386e-07
1.451800e-09,4.996543e-06,-4.995451e-06,2.019439e-07
1.452000e-09,4.997722e-06,-4.995200e-06,5.490977e-07
1.452200e-09,4.999025e-06,-4.995469e-06,8.119002e-07
1.452400e-09,5.000273e-06,-4.996192e-06,9.514643e-07
1.452600e-09,5.001311e-06,-4.997250e-06,9.508562e-07
1.452800e-09,5.002016e-06,-4.998490e-06,8.173535e-07
1.453000e-09,5.002320e-06,-4.999742e-06,5.805476e-07
1.453200e-09,5.002210e-06,-5.000848e-06,2.866922e-07
1.453400e-09,5.001730e-06,-5.001678e-06,-9.698673e-09
1.453600e-09,5.000965e-06,-5.002147e-06,-2.555369e-07
1.453800e-09,5.000033e-06,-5.002218e-06,-4.084156e-07
1.454000e-09,4.999063e-06,-5.001911e-06,-4.437740e-07
1.454200e-09,4.998179e-06,-5.001289e-06,-3.587124e-07
1.454400e-09,4.997485e-06,-5.000452e-06,-1.718414e-07
1.454600e-09,4.997051e-06,-4.999518e-06,8.071311e-08
1.454800e-09,4.996909e-06,-4.998609e-06,3.523528e-07
1.455000e-09,4.997046e-06,-4.997832e-06,5.947765e-07
1.455200e-09,4.997415e-06,-4.997272e-06,7.668531e-07
1.455400e-09,4.997942e-06,-4.996977e-06,8.419534e-07
1.455600e-09,4.998535e-06,-4.996958e-06,8.123991e-07
1.455800e-09,4.999103e-06,-4.997188e-06,6.902542e-07
1.456000e-09,4.999565e-06,-4.997609e-06,5.044047e-07
1.456200e-09,4.999862e-06,-4.998143e-06,2.945660e-07
1.456400e-09,4.999965e-06,-4.998703e-06,1.034217e-07
1.456600e-09,4.999874e-06,-4.999206e-06,-3.157782e-08
1.456800e-09,4.999619e-06,-4.999582e-06,-8.517969e-08
1.457000e-09,4.999249e-06,-4.999786e-06,-4.874301e-08
1.457200e-09,4.998827e-06,-4.999802e-06,6.869216e-08
1.457400e-09,4.998419e-06,-4.999641e-06,2.427997e-07
1.457600e-09,4.998082e-06,-4.999337e-06,4.392626e-07
1.457800e-09,4.997858e-06,-4.998944e-06,6.208518e-07
1.458000e-09,4.997767e-06,-4.998524e-06,7.548482e-07
1.458200e-09,4.997806e-06,-4.998137e-06,8.193332e-07
1.458400e-09,4.997951e-06,-4.997836e-06,8.071283e-07
1.458600e-09,4.998159e-06,-4.997654e-06,7.266638e-07
1.458800e-09,4.998380e-06,-4.997605e-06,5.996920e-07
1.459000e-09,4.998561e-06,-4.997679e-06,4.564028e-07
1.459200e-09,4.998657e-06,-4.997850e-06,3.290069e-07
1.459400e-09,4.998637e-06,-4.998071e-06,2.451381e-07
1.459600e-09,4.998487e-06,-4.998294e-06,2.224210e-07
1.459800e-09,4.998214e-06,-4.998467e-06,2.652783e-07
1.460000e-09,4.997844e-06,-4.998546e-06,3.645610e-07
1.460200e-09,4.997416e-06,-4.998503e-06,4.999822e-07
1.460400e-09,4.996977e-06,-4.998326e-06,6.447595e-07
1.460600e-09,4.996576e-06,-4.998023e-06,7.714257e-07
1.460800e-09,4.996256e-06,-4.997621e-06,8.575576e-07
1.461000e-09,4.996045e-06,-4.997157e-06,8.902303e-07
1.461200e-09,4.995956e-06,-4.996680e-06,8.683094e-07
1.461400e-09,4.995983e-06,-4.996236e-06,8.021788e-07
1.461600e-09,4.996103e-06,-4.995867e-06,7.110568e-07
1.461800e-09,4.996276e-06,-4.995602e-06,6.185571e-07
1.462000e-09,4.996456e-06,-4.995456e-06,5.475037e-07
1.462200e-09,4.996594e-06,-4.995425e-06,5.151313e-07
1.462400e-09,4.996647e-06,-4.995486e-06,5.296804e-07
1.462600e-09,4.996581e-06,-4.995606e-06,5.890592e-07
1.462800e-09,4.996379e-06,-4.995739e-06,6.817758e-07
1.463000e-09,4.996038e-06,-4.995838e-06,7.898456e-07
1.463200e-09,4.995575e-06,-4.995861e-06,8.929648e-07
1.463400e-09,4.995018e-06,-4.995773e-06,9.729927e-07
1.463600e-09,4.994407e-06,-4.995554e-06,1.017758e-06
1.463800e-09,4.993783e-06,-4.995199e-06,1.023388e-06
1.464000e-09,4.993185e-06,-4.994721e-06,9.947246e-07
1.464200e-09,4.992647e-06,-4.994145e-06,9.438164e-07
1.464400e-09,4.992187e-06,-4.993507e-06,8.869065e-07
1.464600e-09,4.991813e-06,-4.992849e-06,8.406509e-07
1.464800e-09,4.991518e-06,-4.992209e-06,8.184318e-07
1.465000e-09,4.991285e-06,-4.991624e-06,8.275773e-07
1.465200e-09,4.991088e-06,-4.991117e-06,8.680599e-07
1.465400e-09,4.990902e-06,-4.990703e-06,9.328898e-07
1.465600e-09,4.990706e-06,-4.990384e-06,1.010033e-06
1.465800e-09,4.990489e-06,-4.990149e-06,1.085352e-06
1.466000e-09,4.990254e-06,-4.989984e-06,1.145857e-06
1.466200e-09,4.990021e-06,-4.989873e-06,1.182535e-06
1.466400e-09,4.989824e-06,-4.989801e-06,1.192125e-06
1.466600e-09,4.989712e-06,-4.989766e-06,1.177518e-06
1.466800e-09,4.989741e-06,-4.989774e-06,1.146752e-06
1.467000e-09,4.989969e-06,-4.989847e-06,1.110899e-06
1.467200e-09,4.990444e-06,-4.990020e-06,1.081396e-06
1.467400e-09,4.991202e-06,-4.990338e-06,1.067442e-06
1.467600e-09,4.992255e-06,-4.990844e-06,1.074059e-06
1.467800e-09,4.993589e-06,-4.991582e-06,1.101209e-06
1.468000e-09,4.995158e-06,-4.992578e-06,1.144127e-06
1.468200e-09,4.996889e-06,-4.993836e-06,1.194700e-06
1.468400e-09,4.998686e-06,-4.995334e-06,1.243546e-06
1.468600e-09,5.000436e-06,-4.997017e-06,1.282249e-06
1.468800e-09,5.002022e-06,-4.998802e-06,1.305242e-06
1.469000e-09,5.003333e-06,-5.000582e-06,1.310922e-06
1.469200e-09,5.004275e-06,-5.002236e-06,1.301775e-06
1.469400e-09,5.004782e-06,-5.003640e-06,1.283554e-06
1.469600e-09,5.004822e-06,-5.004685e-06,1.263740e-06
1.469800e-09,5.004399e-06,-5.005283e-06,1.249704e-06
1.470000e-09,5.003555e-06,-5.005383e-06,1.246987e-06
1.470200e-09,5.002364e-06,-5.004975e-06,1.258126e-06
1.470400e-09,5.000929e-06,-5.004092e-06,1.282231e-06
1.470600e-09,4.999371e-06,-5.002809e-06,1.315401e-06
1.470800e-09,4.997820e-06,-5.001234e-06,1.351805e-06
1.471000e-09,4.996407e-06,-4.999505e-06,1.385158e-06
1.471200e-09,4.995251e-06,-4.997770e-06,1.410207e-06
