time,"I(RIN1)","I(RIN2)","I(LOUT)"
2.140000e-10,-4.978286e-06,-4.978286e-06,-2.770996e-05
2.142000e-10,-4.976427e-06,-4.976427e-06,-2.766511e-05
2.144000e-10,-4.974399e-06,-4.974399e-06,-2.762431e-05
2.146000e-10,-4.972163e-06,-4.972163e-06,-2.758710e-05
2.148000e-10,-4.969684e-06,-4.969684e-06,-2.755260e-05
2.150000e-10,-4.966925e-06,-4.966925e-06,-2.751963e-05
2.152000e-10,-4.963852e-06,-4.963852e-06,-2.748675e-05
2.154000e-10,-4.960435e-06,-4.960435e-06,-2.745242e-05
2.156000e-10,-4.956644e-06,-4.956644e-06,-2.741512e-05
2.158000e-10,-4.952452e-06,-4.952452e-06,-2.737345e-05
2.160000e-10,-4.947835e-06,-4.947835e-06,-2.732626e-05
2.162000e-10,-4.942772e-06,-4.942772e-06,-2.727270e-05
2.164000e-10,-4.937250e-06,-4.937250e-06,-2.721226e-05
2.166000e-10,-4.931269e-06,-4.931269e-06,-2.714477e-05
2.168000e-10,-4.924859e-06,-4.924859e-06,-2.707038e-05
2.170000e-10,-4.918090e-06,-4.918090e-06,-2.698955e-05
2.172000e-10,-4.911099e-06,-4.911099e-06,-2.690291e-05
2.174000e-10,-4.904115e-06,-4.904115e-06,-2.681130e-05
2.176000e-10,-4.897487e-06,-4.897487e-06,-2.671562e-05
2.178000e-10,-4.891715e-06,-4.891715e-06,-2.661682e-05
2.180000e-10,-4.887461e-06,-4.887461e-06,-2.651581e-05
2.182000e-10,-4.885535e-06,-4.885535e-06,-2.641344e-05
2.184000e-10,-4.886830e-06,-4.886830e-06,-2.631041e-05
2.186000e-10,-4.892200e-06,-4.892200e-06,-2.620728e-05
2.188000e-10,-4.902276e-06,-4.902276e-06,-2.610436e-05
2.190000e-10,-4.917251e-06,-4.917251e-06,-2.600178e-05
2.192000e-10,-4.936699e-06,-4.936699e-06,-2.589937e-05
2.194000e-10,-4.959499e-06,-4.959499e-06,-2.579676e-05
2.196000e-10,-4.983927e-06,-4.983927e-06,-2.569329e-05
2.198000e-10,-5.007895e-06,-5.007895e-06,-2.558813e-05
2.200000e-10,-5.029295e-06,-5.029295e-06,-2.548026e-05
2.202000e-10,-5.046347e-06,-5.046347e-06,-2.536857e-05
2.204000e-10,-5.057841e-06,-5.057841e-06,-2.525190e-05
2.206000e-10,-5.063242e-06,-5.063242e-06,-2.512911e-05
2.208000e-10,-5.062648e-06,-5.062648e-06,-2.499918e-05
2.210000e-10,-5.056639e-06,-5.056639e-06,-2.486123e-05
2.212000e-10,-5.046100e-06,-5.046100e-06,-2.471455e-05
2.214000e-10,-5.032060e-06,-5.032060e-06,-2.455868e-05
2.216000e-10,-5.015581e-06,-5.015581e-06,-2.439336e-05
2.218000e-10,-4.997713e-06,-4.997713e-06,-2.421852e-05
2.220000e-10,-4.979500e-06,-4.979500e-06,-2.403428e-05
2.222000e-10,-4.962007e-06,-4.962007e-06,-2.384090e-05
2.224000e-10,-4.946355e-06,-4.946355e-06,-2.363870e-05
2.226000e-10,-4.933712e-06,-4.933712e-06,-2.342808e-05
2.228000e-10,-4.925244e-06,-4.925244e-06,-2.320937e-05
2.230000e-10,-4.921983e-06,-4.921983e-06,-2.298286e-05
2.232000e-10,-4.924640e-06,-4.924640e-06,-2.274868e-05
2.234000e-10,-4.933392e-06,-4.933392e-06,-2.250681e-05
2.236000e-10,-4.947706e-06,-4.947706e-06,-2.225698e-05
2.238000e-10,-4.966283e-06,-4.966283e-06,-2.199864e-05
2.240000e-10,-4.987173e-06,-4.987173e-06,-2.173098e-05
2.242000e-10,-5.008053e-06,-5.008053e-06,-2.145285e-05
2.244000e-10,-5.026603e-06,-5.026603e-06,-2.116286e-05
2.246000e-10,-5.040877e-06,-5.040877e-06,-2.085936e-05
2.248000e-10,-5.049575e-06,-5.049575e-06,-2.054057e-05
2.250000e-10,-5.052155e-06,-5.052155e-06,-2.020461e-05
2.252000e-10,-5.048796e-06,-5.048796e-06,-1.984963e-05
2.254000e-10,-5.040253e-06,-5.040253e-06,-1.947387e-05
2.256000e-10,-5.027671e-06,-5.027671e-06,-1.907572e-05
2.258000e-10,-5.012417e-06,-5.012417e-06,-1.865377e-05
2.260000e-10,-4.995951e-06,-4.995951e-06,-1.820683e-05
2.262000e-10,-4.979749e-06,-4.979749e-06,-1.773384e-05
2.264000e-10,-4.965255e-06,-4.965255e-06,-1.723392e-05
2.266000e-10,-4.953818e-06,-4.953818e-06,-1.670624e-05
2.268000e-10,-4.946605e-06,-4.946605e-06,-1.614997e-05
2.270000e-10,-4.944472e-06,-4.944472e-06,-1.556423e-05
2.272000e-10,-4.947793e-06,-4.947793e-06,-1.494804e-05
2.274000e-10,-4.956327e-06,-4.956327e-06,-1.430028e-05
2.276000e-10,-4.969152e-06,-4.969152e-06,-1.361970e-05
2.278000e-10,-4.984740e-06,-4.984740e-06,-1.290498e-05
2.280000e-10,-5.001158e-06,-5.001158e-06,-1.215480e-05
2.282000e-10,-5.016377e-06,-5.016377e-06,-1.136796e-05
2.284000e-10,-5.028598e-06,-5.028598e-06,-1.054354e-05
2.286000e-10,-5.036511e-06,-5.036511e-06,-9.681058e-06
2.288000e-10,-5.039445e-06,-5.039445e-06,-8.780698e-06
2.290000e-10,-5.037380e-06,-5.037380e-06,-7.843491e-06
2.292000e-10,-5.030865e-06,-5.030865e-06,-6.871566e-06
2.294000e-10,-5.020873e-06,-5.020873e-06,-5.868380e-06
2.296000e-10,-5.008646e-06,-5.008646e-06,-4.838952e-06
2.298000e-10,-4.995561e-06,-4.995561e-06,-3.790081e-06
2.300000e-10,-4.983019e-06,-4.983019e-06,-2.730512e-06
2.302000e-10,-4.972340e-06,-4.972340e-06,-1.671044e-06
2.304000e-10,-4.964672e-06,-4.964672e-06,-6.245246e-07
2.306000e-10,-4.960870e-06,-4.960870e-06,3.942691e-07
2.308000e-10,-4.961384e-06,-4.961384e-06,1.368895e-06
2.310000e-10,-4.966158e-06,-4.966158e-06,2.281651e-06
2.312000e-10,-4.974597e-06,-4.974597e-06,3.114120e-06
2.314000e-10,-4.985607e-06,-4.985607e-06,3.847822e-06
2.316000e-10,-4.997747e-06,-4.997747e-06,4.464948e-06
2.318000e-10,-5.009443e-06,-5.009443e-06,4.949150e-06
2.320000e-10,-5.019232e-06,-5.019232e-06,5.286329e-06
2.322000e-10,-5.025977e-06,-5.025977e-06,5.465403e-06
2.324000e-10,-5.029008e-06,-5.029008e-06,5.479004e-06
2.326000e-10,-5.028168e-06,-5.028168e-06,5.324089e-06
2.328000e-10,-5.023777e-06,-5.023777e-06,5.002427e-06
2.330000e-10,-5.016546e-06,-5.016546e-06,4.520971e-06
2.332000e-10,-5.007451e-06,-5.007451e-06,3.892071e-06
2.334000e-10,-4.997615e-06,-4.997615e-06,3.133541e-06
2.336000e-10,-4.988195e-06,-4.988195e-06,2.268529e-06
2.338000e-10,-4.980269e-06,-4.980269e-06,1.325152e-06
2.340000e-10,-4.974740e-06,-4.974740e-06,3.358627e-07
2.342000e-10,-4.972234e-06,-4.972234e-06,-6.635097e-07
2.344000e-10,-4.973022e-06,-4.973022e-06,-1.635040e-06
2.346000e-10,-4.976964e-06,-4.976964e-06,-2.540275e-06
2.348000e-10,-4.983511e-06,-4.983511e-06,-3.342007e-06
2.350000e-10,-4.991768e-06,-4.991768e-06,-4.006154e-06
2.352000e-10,-5.000623e-06,-5.000623e-06,-4.503607e-06
2.354000e-10,-5.008911e-06,-5.008911e-06,-4.811955e-06
2.356000e-10,-5.015591e-06,-5.015591e-06,-4.916982e-06
2.358000e-10,-5.019885e-06,-5.019885e-06,-4.813859e-06
2.360000e-10,-5.021374e-06,-5.021374e-06,-4.507968e-06
2.362000e-10,-5.020022e-06,-5.020022e-06,-4.015253e-06
2.364000e-10,-5.016147e-06,-5.016147e-06,-3.362033e-06
2.366000e-10,-5.010347e-06,-5.010347e-06,-2.584167e-06
2.368000e-10,-5.003411e-06,-5.003411e-06,-1.725531e-06
2.370000e-10,-4.996221e-06,-4.996221e-06,-8.357893e-07
2.372000e-10,-4.989650e-06,-4.989650e-06,3.244878e-08
2.374000e-10,-4.984475e-06,-4.984475e-06,8.269113e-07
2.376000e-10,-4.981293e-06,-4.981293e-06,1.499134e-06
2.378000e-10,-4.980452e-06,-4.980452e-06,2.007830e-06
2.380000e-10,-4.982007e-06,-4.982007e-06,2.321881e-06
2.382000e-10,-4.985703e-06,-4.985703e-06,2.422743e-06
2.384000e-10,-4.991011e-06,-4.991011e-06,2.306094e-06
2.386000e-10,-4.997197e-06,-4.997197e-06,1.982604e-06
2.388000e-10,-5.003430e-06,-5.003430e-06,1.477725e-06
2.390000e-10,-5.008901e-06,-5.008901e-06,8.303883e-07
2.392000e-10,-5.012942e-06,-5.012942e-06,9.057261e-08
2.394000e-10,-5.015104e-06,-5.015104e-06,-6.842205e-07
2.396000e-10,-5.015207e-06,-5.015207e-06,-1.433356e-06
2.398000e-10,-5.013342e-06,-5.013342e-06,-2.097950e-06
2.400000e-10,-5.009837e-06,-5.009837e-06,-2.625777e-06
2.402000e-10,-5.005202e-06,-5.005202e-06,-2.975700e-06
2.404000e-10,-5.000053e-06,-5.000053e-06,-3.121250e-06
2.406000e-10,-4.995042e-06,-4.995042e-06,-3.053049e-06
2.408000e-10,-4.990777e-06,-4.990777e-06,-2.779890e-06
2.410000e-10,-4.987760e-06,-4.987760e-06,-2.328353e-06
2.412000e-10,-4.986329e-06,-4.986329e-06,-1.740856e-06
2.414000e-10,-4.986617e-06,-4.986617e-06,-1.072162e-06
2.416000e-10,-4.988537e-06,-4.988537e-06,-3.845175e-07
2.418000e-10,-4.991797e-06,-4.991797e-06,2.581689e-07
2.420000e-10,-4.995934e-06,-4.995934e-06,7.965023e-07
2.422000e-10,-5.000384e-06,-5.000384e-06,1.181454e-06
2.424000e-10,-5.004565e-06,-5.004565e-06,1.379249e-06
2.426000e-10,-5.007950e-06,-5.007950e-06,1.374793e-06
2.428000e-10,-5.010145e-06,-5.010145e-06,1.173324e-06
2.430000e-10,-5.010927e-06,-5.010927e-06,8.000788e-07
2.432000e-10,-5.010267e-06,-5.010267e-06,2.979234e-07
2.434000e-10,-5.008315e-06,-5.008315e-06,-2.769681e-07
2.436000e-10,-5.005375e-06,-5.005375e-06,-8.610399e-07
2.438000e-10,-5.001854e-06,-5.001854e-06,-1.390280e-06
2.440000e-10,-4.998210e-06,-4.998210e-06,-1.807326e-06
2.442000e-10,-4.994896e-06,-4.994896e-06,-2.067869e-06
2.444000e-10,-4.992307e-06,-4.992307e-06,-2.145608e-06
2.446000e-10,-4.990739e-06,-4.990739e-06,-2.035199e-06
2.448000e-10,-4.990350e-06,-4.990350e-06,-1.752887e-06
2.450000e-10,-4.991148e-06,-4.991148e-06,-1.334702e-06
2.452000e-10,-4.992989e-06,-4.992989e-06,-8.323048e-07
2.454000e-10,-4.995603e-06,-4.995603e-06,-3.068453e-07
2.456000e-10,-4.998625e-06,-4.998625e-06,1.784940e-07
2.458000e-10,-5.001655e-06,-5.001655e-06,5.663243e-07
2.460000e-10,-5.004307e-06,-5.004307e-06,8.121920e-07
2.462000e-10,-5.006261e-06,-5.006261e-06,8.900841e-07
2.464000e-10,-5.007303e-06,-5.007303e-06,7.955993e-07
2.466000e-10,-5.007346e-06,-5.007346e-06,5.463947e-07
2.468000e-10,-5.006433e-06,-5.006433e-06,1.798206e-07
2.470000e-10,-5.004723e-06,-5.004723e-06,-2.520372e-07
2.472000e-10,-5.002464e-06,-5.002464e-06,-6.893444e-07
2.474000e-10,-4.999958e-06,-4.999958e-06,-1.072626e-06
2.476000e-10,-4.997525e-06,-4.997525e-06,-1.350846e-06
2.478000e-10,-4.995457e-06,-4.995457e-06,-1.488293e-06
2.480000e-10,-4.993994e-06,-4.993994e-06,-1.469289e-06
2.482000e-10,-4.993288e-06,-4.993288e-06,-1.300109e-06
2.484000e-10,-4.993395e-06,-4.993395e-06,-1.007860e-06
2.486000e-10,-4.994266e-06,-4.994266e-06,-6.364546e-07
2.488000e-10,-4.995757e-06,-4.995757e-06,-2.401760e-07
2.490000e-10,-4.997652e-06,-4.997652e-06,1.242904e-07
2.492000e-10,-4.999695e-06,-4.999695e-06,4.061837e-07
2.494000e-10,-5.001620e-06,-5.001620e-06,5.680707e-07
2.496000e-10,-5.003191e-06,-5.003191e-06,5.911853e-07
2.498000e-10,-5.004228e-06,-5.004228e-06,4.779110e-07
2.500000e-10,-5.004631e-06,-5.004631e-06,2.510638e-07
2.502000e-10,-5.004381e-06,-5.004381e-06,-4.990635e-08
2.504000e-10,-5.003544e-06,-5.003544e-06,-3.752382e-07
2.506000e-10,-5.002254e-06,-5.002254e-06,-6.727479e-07
2.508000e-10,-5.000692e-06,-5.000692e-06,-8.960358e-07
2.510000e-10,-4.999062e-06,-4.999062e-06,-1.011674e-06
2.512000e-10,-4.997564e-06,-4.997564e-06,-1.004212e-06
2.514000e-10,-4.996373e-06,-4.996373e-06,-8.782196e-07
2.516000e-10,-4.995615e-06,-4.995615e-06,-6.570962e-07
2.518000e-10,-4.995357e-06,-4.995357e-06,-3.788745e-07
2.520000e-10,-4.995599e-06,-4.995599e-06,-8.970020e-08
2.522000e-10,-4.996282e-06,-4.996282e-06,1.639351e-07
2.524000e-10,-4.997292e-06,-4.997292e-06,3.429111e-07
2.526000e-10,-4.998482e-06,-4.998482e-06,4.218263e-07
2.528000e-10,-4.999691e-06,-4.999691e-06,3.929026e-07
2.530000e-10,-5.000765e-06,-5.000765e-06,2.668159e-07
2.532000e-10,-5.001578e-06,-5.001578e-06,7.036771e-08
2.534000e-10,-5.002046e-06,-5.002046e-06,-1.585566e-07
2.536000e-10,-5.002132e-06,-5.002132e-06,-3.778403e-07
2.538000e-10,-5.001851e-06,-5.001851e-06,-5.485832e-07
2.540000e-10,-5.001264e-06,-5.001264e-06,-6.418198e-07
2.542000e-10,-5.000464e-06,-5.000464e-06,-6.433138e-07
2.544000e-10,-4.999563e-06,-4.999563e-06,-5.556071e-07
2.546000e-10,-4.998678e-06,-4.998678e-06,-3.970162e-07
2.548000e-10,-4.997915e-06,-4.997915e-06,-1.978279e-07
2.550000e-10,-4.997355e-06,-4.997355e-06,5.560887e-09
2.552000e-10,-4.997047e-06,-4.997047e-06,1.774583e-07
2.554000e-10,-4.997004e-06,-4.997004e-06,2.893802e-07
2.556000e-10,-4.997203e-06,-4.997203e-06,3.250439e-07
2.558000e-10,-4.997591e-06,-4.997591e-06,2.829500e-07
2.560000e-10,-4.998095e-06,-4.998095e-06,1.761281e-07
2.562000e-10,-4.998633e-06,-4.998633e-06,2.916429e-08
2.564000e-10,-4.999124e-06,-4.999124e-06,-1.268565e-07
2.566000e-10,-4.999502e-06,-4.999502e-06,-2.604832e-07
2.568000e-10,-4.999721e-06,-4.999721e-06,-3.459081e-07
2.570000e-10,-4.999763e-06,-4.999763e-06,-3.677024e-07
2.572000e-10,-4.999636e-06,-4.999636e-06,-3.233932e-07
2.574000e-10,-4.999369e-06,-4.999369e-06,-2.234397e-07
2.576000e-10,-4.999012e-06,-4.999012e-06,-8.869018e-08
2.578000e-10,-4.998621e-06,-4.998621e-06,5.410937e-08
2.580000e-10,-4.998252e-06,-4.998252e-06,1.778123e-07
2.582000e-10,-4.997954e-06,-4.997954e-06,2.602580e-07
2.584000e-10,-4.997762e-06,-4.997762e-06,2.884800e-07
2.586000e-10,-4.997688e-06,-4.997688e-06,2.609298e-07
2.588000e-10,-4.997728e-06,-4.997728e-06,1.873303e-07
2.590000e-10,-4.997856e-06,-4.997856e-06,8.626118e-08
2.592000e-10,-4.998035e-06,-4.998035e-06,-1.896041e-08
2.594000e-10,-4.998219e-06,-4.998219e-06,-1.052126e-07
2.596000e-10,-4.998362e-06,-4.998362e-06,-1.542811e-07
2.598000e-10,-4.998425e-06,-4.998425e-06,-1.563922e-07
2.600000e-10,-4.998379e-06,-4.998379e-06,-1.118803e-07
2.602000e-10,-4.998216e-06,-4.998216e-06,-3.070660e-08
2.604000e-10,-4.997941e-06,-4.997941e-06,6.999847e-08
2.606000e-10,-4.997576e-06,-4.997576e-06,1.697894e-07
2.608000e-10,-4.997158e-06,-4.997158e-06,2.493046e-07
2.610000e-10,-4.996726e-06,-4.996726e-06,2.942688e-07
2.612000e-10,-4.996325e-06,-4.996325e-06,2.982724e-07
2.614000e-10,-4.995992e-06,-4.995992e-06,2.637856e-07
2.616000e-10,-4.995753e-06,-4.995753e-06,2.012583e-07
2.618000e-10,-4.995619e-06,-4.995619e-06,1.265667e-07
2.620000e-10,-4.995588e-06,-4.995588e-06,5.741203e-08
2.622000e-10,-4.995639e-06,-4.995639e-06,9.480202e-09
2.624000e-10,-4.995739e-06,-4.995739e-06,-6.808812e-09
2.626000e-10,-4.995849e-06,-4.995849e-06,1.171276e-08
2.628000e-10,-4.995926e-06,-4.995926e-06,6.061393e-08
2.630000e-10,-4.995929e-06,-4.995929e-06,1.291665e-07
2.632000e-10,-4.995829e-06,-4.995829e-06,2.029459e-07
2.634000e-10,-4.995607e-06,-4.995607e-06,2.671148e-07
2.636000e-10,-4.995259e-06,-4.995259e-06,3.096464e-07
2.638000e-10,-4.994797e-06,-4.994797e-06,3.237911e-07
2.640000e-10,-4.994245e-06,-4.994245e-06,3.092774e-07
2.642000e-10,-4.993636e-06,-4.993636e-06,2.720446e-07
2.644000e-10,-4.993007e-06,-4.993007e-06,2.226280e-07
2.646000e-10,-4.992395e-06,-4.992395e-06,1.736161e-07
2.648000e-10,-4.991832e-06,-4.991832e-06,1.367808e-07
2.650000e-10,-4.991341e-06,-4.991341e-06,1.205313e-07
2.652000e-10,-4.990932e-06,-4.990932e-06,1.282380e-07
2.654000e-10,-4.990609e-06,-4.990609e-06,1.577584e-07
2.656000e-10,-4.990360e-06,-4.990360e-06,2.022095e-07
2.658000e-10,-4.990173e-06,-4.990173e-06,2.517552e-07
2.660000e-10,-4.990032e-06,-4.990032e-06,2.959564e-07
2.662000e-10,-4.989925e-06,-4.989925e-06,3.261322e-07
2.664000e-10,-4.989848e-06,-4.989848e-06,3.371984e-07
2.666000e-10,-4.989811e-06,-4.989811e-06,3.285996e-07
2.668000e-10,-4.989834e-06,-4.989834e-06,3.041706e-07
2.670000e-10,-4.989951e-06,-4.989951e-06,2.710150e-07
2.672000e-10,-4.990206e-06,-4.990206e-06,2.377067e-07
2.674000e-10,-4.990644e-06,-4.990644e-06,2.122601e-07
2.676000e-10,-4.991306e-06,-4.991306e-06,2.003394e-07
2.678000e-10,-4.992223e-06,-4.992223e-06,2.041059e-07
2.680000e-10,-4.993403e-06,-4.993403e-06,2.219261e-07
2.682000e-10,-4.994827e-06,-4.994827e-06,2.489643e-07
2.684000e-10,-4.996449e-06,-4.996449e-06,2.784706e-07
2.686000e-10,-4.998193e-06,-4.998193e-06,3.034328e-07
2.688000e-10,-4.999959e-06,-4.999959e-06,3.181905e-07
2.690000e-10,-5.001631e-06,-5.001631e-06,3.196436e-07
2.692000e-10,-5.003089e-06,-5.003089e-06,3.077993e-07
2.694000e-10,-5.004222e-06,-5.004222e-06,2.855704e-07
2.696000e-10,-5.004939e-06,-5.004939e-06,2.579148e-07
2.698000e-10,-5.005183e-06,-5.005183e-06,2.305542e-07
2.700000e-10,-5.004932e-06,-5.004932e-06,2.085948e-07
2.702000e-10,-5.004207e-06,-5.004207e-06,1.953726e-07
2.704000e-10,-5.003070e-06,-5.003070e-06,1.917822e-07
2.706000e-10,-5.001619e-06,-5.001619e-06,1.962122e-07
2.708000e-10,-4.999976e-06,-4.999976e-06,2.050680e-07
2.710000e-10,-4.998285e-06,-4.998285e-06,2.137243e-07
2.712000e-10,-4.996690e-06,-4.996690e-06,2.176600e-07
2.714000e-10,-4.995333e-06,-4.995333e-06,2.135008e-07
2.716000e-10,-4.994336e-06,-4.994336e-06,1.997332e-07
2.718000e-10,-4.993792e-06,-4.993792e-06,1.769466e-07
2.720000e-10,-4.993762e-06,-4.993762e-06,1.475778e-07
2.722000e-10,-4.994261e-06,-4.994261e-06,1.152518e-07
2.724000e-10,-4.995265e-06,-4.995265e-06,8.390059e-08
2.726000e-10,-4.996703e-06,-4.996703e-06,5.688168e-08
2.728000e-10,-4.998470e-06,-4.998470e-06,3.630253e-08
2.730000e-10,-5.000429e-06,-5.000429e-06,2.269421e-08
2.732000e-10,-5.002428e-06,-5.002428e-06,1.508485e-08
2.734000e-10,-5.004306e-06,-5.004306e-06,1.142392e-08
2.736000e-10,-5.005915e-06,-5.005915e-06,9.227929e-09
2.738000e-10,-5.007126e-06,-5.007126e-06,6.272957e-09
2.740000e-10,-5.007847e-06,-5.007847e-06,1.159774e-09
2.742000e-10,-5.008025e-06,-5.008025e-06,-6.381168e-09
2.744000e-10,-5.007655e-06,-5.007655e-06,-1.550599e-08
2.746000e-10,-5.006780e-06,-5.006780e-06,-2.457418e-08
2.748000e-10,-5.005486e-06,-5.005486e-06,-3.167291e-08
2.750000e-10,-5.003897e-06,-5.003897e-06,-3.521009e-08
2.752000e-10,-5.002163e-06,-5.002163e-06,-3.442725e-08
2.754000e-10,-5.000451e-06,-5.000451e-06,-2.970970e-08
2.756000e-10,-4.998930e-06,-4.998930e-06,-2.262533e-08
2.758000e-10,-4.997756e-06,-4.997756e-06,-1.569047e-08
2.760000e-10,-4.997058e-06,-4.997058e-06,-1.192488e-08
2.762000e-10,-4.996927e-06,-4.996927e-06,-1.430208e-08
2.764000e-10,-4.997402e-06,-4.997402e-06,-2.521698e-08
2.766000e-10,-4.998467e-06,-4.998467e-06,-4.607618e-08
2.768000e-10,-5.000046e-06,-5.000046e-06,-7.707445e-08
2.770000e-10,-5.002011e-06,-5.002011e-06,-1.171652e-07
2.772000e-10,-5.004192e-06,-5.004192e-06,-1.641830e-07
2.774000e-10,-5.006389e-06,-5.006389e-06,-2.150514e-07
2.776000e-10,-5.008397e-06,-5.008397e-06,-2.660114e-07
2.778000e-10,-5.010026e-06,-5.010026e-06,-3.128362e-07
2.780000e-10,-5.011122e-06,-5.011122e-06,-3.510371e-07
2.782000e-10,-5.011589e-06,-5.011589e-06,-3.761086e-07
2.784000e-10,-5.011398e-06,-5.011398e-06,-3.838727e-07
2.786000e-10,-5.010581e-06,-5.010581e-06,-3.709644e-07
2.788000e-10,-5.009228e-06,-5.009228e-06,-3.354464e-07
2.790000e-10,-5.007475e-06,-5.007475e-06,-2.774652e-07
2.792000e-10,-5.005489e-06,-5.005489e-06,-1.997947e-07
2.794000e-10,-5.003461e-06,-5.003461e-06,-1.080719e-07
2.796000e-10,-5.001594e-06,-5.001594e-06,-1.055649e-08
2.798000e-10,-5.000093e-06,-5.000093e-06,8.267851e-08
2.800000e-10,-4.999140e-06,-4.999140e-06,1.610784e-07
2.802000e-10,-4.998877e-06,-4.998877e-06,2.152691e-07
2.804000e-10,-4.999383e-06,-4.999383e-06,2.387341e-07
2.806000e-10,-5.000657e-06,-5.000657e-06,2.291316e-07
2.808000e-10,-5.002616e-06,-5.002616e-06,1.889189e-07
2.810000e-10,-5.005106e-06,-5.005106e-06,1.250792e-07
2.812000e-10,-5.007912e-06,-5.007912e-06,4.794478e-08
2.814000e-10,-5.010791e-06,-5.010791e-06,-3.067053e-08
2.816000e-10,-5.013492e-06,-5.013492e-06,-9.964100e-08
2.818000e-10,-5.015780e-06,-5.015780e-06,-1.505255e-07
2.820000e-10,-5.017458e-06,-5.017458e-06,-1.789456e-07
2.822000e-10,-5.018382e-06,-5.018382e-06,-1.850440e-07
2.824000e-10,-5.018475e-06,-5.018475e-06,-1.729460e-07
2.826000e-10,-5.017739e-06,-5.017739e-06,-1.493887e-07
2.828000e-10,-5.016258e-06,-5.016258e-06,-1.218825e-07
2.830000e-10,-5.014195e-06,-5.014195e-06,-9.687358e-08
2.832000e-10,-5.011781e-06,-5.011781e-06,-7.835343e-08
2.834000e-10,-5.009287e-06,-5.009287e-06,-6.722889e-08
2.836000e-10,-5.006996e-06,-5.006996e-06,-6.155088e-08
2.838000e-10,-5.005171e-06,-5.005171e-06,-5.747229e-08
2.840000e-10,-5.004023e-06,-5.004023e-06,-5.062053e-08
2.842000e-10,-5.003693e-06,-5.003693e-06,-3.747982e-08
2.844000e-10,-5.004244e-06,-5.004244e-06,-1.640216e-08
2.846000e-10,-5.005656e-06,-5.005656e-06,1.200754e-08
2.848000e-10,-5.007837e-06,-5.007837e-06,4.519582e-08
2.850000e-10,-5.010629e-06,-5.010629e-06,7.952105e-08
2.852000e-10,-5.013824e-06,-5.013824e-06,1.113850e-07
2.854000e-10,-5.017187e-06,-5.017187e-06,1.382886e-07
2.856000e-10,-5.020473e-06,-5.020473e-06,1.595023e-07
2.858000e-10,-5.023457e-06,-5.023457e-06,1.761664e-07
2.860000e-10,-5.025954e-06,-5.025954e-06,1.908078e-07
2.862000e-10,-5.027843e-06,-5.027843e-06,2.064315e-07
2.864000e-10,-5.029075e-06,-5.029075e-06,2.254591e-07
2.866000e-10,-5.029671e-06,-5.029671e-06,2.488314e-07
2.868000e-10,-5.029711e-06,-5.029711e-06,2.755324e-07
2.870000e-10,-5.029316e-06,-5.029316e-06,3.026726e-07
2.872000e-10,-5.028627e-06,-5.028627e-06,3.261106e-07
2.874000e-10,-5.027792e-06,-5.027792e-06,3.414422e-07
2.876000e-10,-5.026950e-06,-5.026950e-06,3.450911e-07
2.878000e-10,-5.026229e-06,-5.026229e-06,3.352128e-07
2.880000e-10,-5.025741e-06,-5.025741e-06,3.121838e-07
2.882000e-10,-5.025583e-06,-5.025583e-06,2.785620e-07
2.884000e-10,-5.025829e-06,-5.025829e-06,2.385515e-07
2.886000e-10,-5.026533e-06,-5.026533e-06,1.971272e-07
2.888000e-10,-5.027717e-06,-5.027717e-06,1.590582e-07
2.890000e-10,-5.029375e-06,-5.029375e-06,1.280741e-07
2.892000e-10,-5.031469e-06,-5.031469e-06,1.063641e-07
2.894000e-10,-5.033933e-06,-5.033933e-06,9.449511e-08
2.896000e-10,-5.036684e-06,-5.036684e-06,9.171287e-08
2.898000e-10,-5.039629e-06,-5.039629e-06,9.649238e-08
2.900000e-10,-5.042667e-06,-5.042667e-06,1.071462e-07
2.902000e-10,-5.045699e-06,-5.045699e-06,1.223052e-07
2.904000e-10,-5.048627e-06,-5.048627e-06,1.411425e-07
2.906000e-10,-5.051351e-06,-5.051351e-06,1.633043e-07
2.908000e-10,-5.053772e-06,-5.053772e-06,1.886077e-07
2.910000e-10,-5.055793e-06,-5.055793e-06,2.166391e-07
2.912000e-10,-5.057315e-06,-5.057315e-06,2.464159e-07
2.914000e-10,-5.058243e-06,-5.058243e-06,2.762486e-07
2.916000e-10,-5.058489e-06,-5.058489e-06,3.038772e-07
2.918000e-10,-5.057974e-06,-5.057974e-06,3.268625e-07
2.920000e-10,-5.056630e-06,-5.056630e-06,3.431315e-07
2.922000e-10,-5.054413e-06,-5.054413e-06,3.515185e-07
2.924000e-10,-5.051303e-06,-5.051303e-06,3.521366e-07
2.926000e-10,-5.047320e-06,-5.047320e-06,3.464544e-07
2.928000e-10,-5.042530e-06,-5.042530e-06,3.370280e-07
2.930000e-10,-5.037052e-06,-5.037052e-06,3.269360e-07
2.932000e-10,-5.031060e-06,-5.031060e-06,3.190455e-07
2.934000e-10,-5.024783e-06,-5.024783e-06,3.152892e-07
2.936000e-10,-5.018492e-06,-5.018492e-06,3.161386e-07
2.938000e-10,-5.012481e-06,-5.012481e-06,3.204116e-07
2.940000e-10,-5.007053e-06,-5.007053e-06,3.254758e-07
2.942000e-10,-5.002490e-06,-5.002490e-06,3.278108e-07
2.944000e-10,-4.999033e-06,-4.999033e-06,3.238100e-07
2.946000e-10,-4.996859e-06,-4.996859e-06,3.106413e-07
