time,"I(LQ|XCOUT)","I(LQ|XSUM)"
4.434000e-10,1.359138e-05,-8.040812e-06
4.436000e-10,1.364321e-05,-7.865543e-06
4.438000e-10,1.369114e-05,-7.644912e-06
4.440000e-10,1.373673e-05,-7.409516e-06
4.442000e-10,1.378197e-05,-7.191686e-06
4.444000e-10,1.382923e-05,-7.021433e-06
4.446000e-10,1.388105e-05,-6.922686e-06
4.448000e-10,1.394000e-05,-6.910327e-06
4.450000e-10,1.400843e-05,-6.988385e-06
4.452000e-10,1.408835e-05,-7.149641e-06
4.454000e-10,1.418121e-05,-7.376668e-06
4.456000e-10,1.428780e-05,-7.644175e-06
4.458000e-10,1.440814e-05,-7.922310e-06
4.460000e-10,1.454146e-05,-8.180499e-06
4.462000e-10,1.468625e-05,-8.391294e-06
4.464000e-10,1.484029e-05,-8.533763e-06
4.466000e-10,1.500088e-05,-8.596007e-06
4.468000e-10,1.516498e-05,-8.576502e-06
4.470000e-10,1.532945e-05,-8.484160e-06
4.472000e-10,1.549132e-05,-8.337087e-06
4.474000e-10,1.564805e-05,-8.160231e-06
4.476000e-10,1.579771e-05,-7.982196e-06
4.478000e-10,1.593924e-05,-7.831633e-06
4.480000e-10,1.607250e-05,-7.733654e-06
4.482000e-10,1.619841e-05,-7.706731e-06
4.484000e-10,1.631888e-05,-7.760467e-06
4.486000e-10,1.643674e-05,-7.894530e-06
4.488000e-10,1.655553e-05,-8.098858e-06
4.490000e-10,1.667928e-05,-8.355092e-06
4.492000e-10,1.681220e-05,-8.639032e-06
4.494000e-10,1.695837e-05,-8.923767e-06
4.496000e-10,1.712143e-05,-9.183062e-06
4.498000e-10,1.730429e-05,-9.394576e-06
4.500000e-10,1.750887e-05,-9.542504e-06
4.502000e-10,1.773604e-05,-9.619355e-06
4.504000e-10,1.798548e-05,-9.626679e-06
4.506000e-10,1.825580e-05,-9.574694e-06
4.508000e-10,1.854462e-05,-9.480874e-06
4.510000e-10,1.884886e-05,-9.367715e-06
4.512000e-10,1.916497e-05,-9.259927e-06
4.514000e-10,1.948930e-05,-9.181431e-06
4.516000e-10,1.981841e-05,-9.152508e-06
4.518000e-10,2.014938e-05,-9.187461e-06
4.520000e-10,2.048012e-05,-9.293074e-06
4.522000e-10,2.080950e-05,-9.468041e-06
4.524000e-10,2.113754e-05,-9.703410e-06
4.526000e-10,2.146541e-05,-9.983948e-06
4.528000e-10,2.179535e-05,-1.029024e-05
4.530000e-10,2.213060e-05,-1.060116e-05
4.532000e-10,2.247514e-05,-1.089653e-05
4.534000e-10,2.283350e-05,-1.115940e-05
4.536000e-10,2.321049e-05,-1.137791e-05
4.538000e-10,2.361092e-05,-1.154642e-05
4.540000e-10,2.403942e-05,-1.166583e-05
4.542000e-10,2.450022e-05,-1.174315e-05
4.544000e-10,2.499707e-05,-1.179035e-05
4.546000e-10,2.553310e-05,-1.182271e-05
4.548000e-10,2.611089e-05,-1.185693e-05
4.550000e-10,2.673254e-05,-1.190913e-05
4.552000e-10,2.739973e-05,-1.199307e-05
4.554000e-10,2.811391e-05,-1.211881e-05
4.556000e-10,2.887649e-05,-1.229190e-05
4.558000e-10,2.968898e-05,-1.251313e-05
4.560000e-10,3.055318e-05,-1.277904e-05
4.562000e-10,3.147133e-05,-1.308273e-05
4.564000e-10,3.244622e-05,-1.341523e-05
4.566000e-10,3.348128e-05,-1.376682e-05
4.568000e-10,3.458061e-05,-1.412845e-05
4.570000e-10,3.574895e-05,-1.449281e-05
4.572000e-10,3.699166e-05,-1.485518e-05
4.574000e-10,3.831454e-05,-1.521370e-05
4.576000e-10,3.972362e-05,-1.556938e-05
4.578000e-10,4.122486e-05,-1.592565e-05
4.580000e-10,4.282367e-05,-1.628769e-05
4.582000e-10,4.452437e-05,-1.666158e-05
4.584000e-10,4.632928e-05,-1.705351e-05
4.586000e-10,4.823778e-05,-1.746901e-05
4.588000e-10,5.024499e-05,-1.791245e-05
4.590000e-10,5.234033e-05,-1.838671e-05
4.592000e-10,5.450589e-05,-1.889327e-05
4.594000e-10,5.671497e-05,-1.943239e-05
4.596000e-10,5.893103e-05,-2.000364e-05
4.598000e-10,6.110739e-05,-2.060645e-05
4.600000e-10,6.318842e-05,-2.124075e-05
4.602000e-10,6.511237e-05,-2.190746e-05
4.604000e-10,6.681606e-05,-2.260895e-05
4.606000e-10,6.824122e-05,-2.334925e-05
4.608000e-10,6.934158e-05,-2.413399e-05
4.610000e-10,7.008954e-05,-2.497031e-05
4.612000e-10,7.048116e-05,-2.586646e-05
4.614000e-10,7.053840e-05,-2.683135e-05
4.616000e-10,7.030811e-05,-2.787409e-05
4.618000e-10,6.985783e-05,-2.900345e-05
4.620000e-10,6.926945e-05,-3.022737e-05
4.622000e-10,6.863160e-05,-3.155251e-05
4.624000e-10,6.803207e-05,-3.298386e-05
4.626000e-10,6.755117e-05,-3.452429e-05
4.628000e-10,6.725628e-05,-3.617420e-05
4.630000e-10,6.719800e-05,-3.793089e-05
4.632000e-10,6.740732e-05,-3.978800e-05
4.634000e-10,6.789397e-05,-4.173460e-05
4.636000e-10,6.864544e-05,-4.375426e-05
4.638000e-10,6.962710e-05,-4.582406e-05
4.640000e-10,7.078354e-05,-4.791365e-05
4.642000e-10,7.204173e-05,-4.998490e-05
4.644000e-10,7.331629e-05,-5.199226e-05
4.646000e-10,7.451707e-05,-5.388434e-05
4.648000e-10,7.555832e-05,-5.560687e-05
4.650000e-10,7.636858e-05,-5.710708e-05
4.652000e-10,7.689959e-05,-5.833900e-05
4.654000e-10,7.713260e-05,-5.926910e-05
4.656000e-10,7.708085e-05,-5.988116e-05
4.658000e-10,7.678765e-05,-6.017949e-05
4.660000e-10,7.632051e-05,-6.018981e-05
4.662000e-10,7.576235e-05,-5.995753e-05
4.664000e-10,7.520147e-05,-5.954385e-05
4.666000e-10,7.472163e-05,-5.902025e-05
4.668000e-10,7.439351e-05,-5.846235e-05
4.670000e-10,7.426827e-05,-5.794400e-05
4.672000e-10,7.437334e-05,-5.753214e-05
4.674000e-10,7.471057e-05,-5.728270e-05
4.676000e-10,7.525662e-05,-5.723773e-05
4.678000e-10,7.596557e-05,-5.742328e-05
4.680000e-10,7.677368e-05,-5.784822e-05
4.682000e-10,7.760634e-05,-5.850359e-05
4.684000e-10,7.838658e-05,-5.936266e-05
4.686000e-10,7.904437e-05,-6.038197e-05
4.688000e-10,7.952542e-05,-6.150351e-05
4.690000e-10,7.979799e-05,-6.265860e-05
4.692000e-10,7.985663e-05,-6.377332e-05
4.694000e-10,7.972207e-05,-6.477544e-05
4.696000e-10,7.943750e-05,-6.560210e-05
4.698000e-10,7.906184e-05,-6.620707e-05
4.700000e-10,7.866143e-05,-6.656645e-05
4.702000e-10,7.830129e-05,-6.668167e-05
4.704000e-10,7.803737e-05,-6.657910e-05
4.706000e-10,7.791050e-05,-6.630644e-05
4.708000e-10,7.794249e-05,-6.592645e-05
4.710000e-10,7.813474e-05,-6.550913e-05
4.712000e-10,7.846904e-05,-6.512371e-05
4.714000e-10,7.891054e-05,-6.483123e-05
4.716000e-10,7.941259e-05,-6.467880e-05
4.718000e-10,7.992274e-05,-6.469556e-05
4.720000e-10,8.038956e-05,-6.489085e-05
4.722000e-10,8.076910e-05,-6.525413e-05
4.724000e-10,8.103027e-05,-6.575693e-05
4.726000e-10,8.115831e-05,-6.635644e-05
4.728000e-10,8.115585e-05,-6.700055e-05
4.730000e-10,8.104150e-05,-6.763412e-05
4.732000e-10,8.084636e-05,-6.820559e-05
4.734000e-10,8.060907e-05,-6.867334e-05
4.736000e-10,8.037031e-05,-6.901078e-05
4.738000e-10,8.016753e-05,-6.920926e-05
4.740000e-10,8.003061e-05,-6.927857e-05
4.742000e-10,7.997884e-05,-6.924477e-05
4.744000e-10,8.001952e-05,-6.914591e-05
4.746000e-10,8.014801e-05,-6.902633e-05
4.748000e-10,8.034925e-05,-6.893062e-05
4.750000e-10,8.060033e-05,-6.889789e-05
4.752000e-10,8.087383e-05,-6.895725e-05
4.754000e-10,8.114137e-05,-6.912493e-05
4.756000e-10,8.137717e-05,-6.940312e-05
4.758000e-10,8.156087e-05,-6.978075e-05
4.760000e-10,8.167956e-05,-7.023588e-05
4.762000e-10,8.172872e-05,-7.073944e-05
4.764000e-10,8.171195e-05,-7.125987e-05
4.766000e-10,8.163984e-05,-7.176795e-05
4.768000e-10,8.152802e-05,-7.224122e-05
4.770000e-10,8.139491e-05,-7.266728e-05
4.772000e-10,8.125936e-05,-7.304553e-05
4.774000e-10,8.113855e-05,-7.338689e-05
4.776000e-10,8.104633e-05,-7.371187e-05
4.778000e-10,8.099212e-05,-7.404697e-05
4.780000e-10,8.098038e-05,-7.442030e-05
4.782000e-10,8.101066e-05,-7.485682e-05
4.784000e-10,8.107809e-05,-7.537424e-05
4.786000e-10,8.117423e-05,-7.598000e-05
4.788000e-10,8.128819e-05,-7.666994e-05
4.790000e-10,8.140783e-05,-7.742890e-05
4.792000e-10,8.152097e-05,-7.823292e-05
4.794000e-10,8.161652e-05,-7.905259e-05
4.796000e-10,8.168546e-05,-7.985663e-05
4.798000e-10,8.172154e-05,-8.061470e-05
4.800000e-10,8.172170e-05,-8.129910e-05
4.802000e-10,8.168626e-05,-8.188508e-05
4.804000e-10,8.161871e-05,-8.235040e-05
4.806000e-10,8.152532e-05,-8.267485e-05
4.808000e-10,8.141439e-05,-8.284033e-05
4.810000e-10,8.129541e-05,-8.283198e-05
4.812000e-10,8.117814e-05,-8.264026e-05
4.814000e-10,8.107159e-05,-8.226337e-05
4.816000e-10,8.098320e-05,-8.170927e-05
4.818000e-10,8.091812e-05,-8.099628e-05
4.820000e-10,8.087879e-05,-8.015197e-05
4.822000e-10,8.086471e-05,-7.921029e-05
4.824000e-10,8.087259e-05,-7.820774e-05
4.826000e-10,8.089675e-05,-7.717963e-05
4.828000e-10,8.092976e-05,-7.615732e-05
4.830000e-10,8.096326e-05,-7.516690e-05
4.832000e-10,8.098889e-05,-7.422943e-05
4.834000e-10,8.099913e-05,-7.336210e-05
4.836000e-10,8.098810e-05,-7.258021e-05
4.838000e-10,8.095204e-05,-7.189924e-05
4.840000e-10,8.088960e-05,-7.133644e-05
4.842000e-10,8.080180e-05,-7.091145e-05
4.844000e-10,8.069172e-05,-7.064541e-05
4.846000e-10,8.056399e-05,-7.055865e-05
4.848000e-10,8.042414e-05,-7.066701e-05
4.850000e-10,8.027792e-05,-7.097737e-05
4.852000e-10,8.013066e-05,-7.148300e-05
4.854000e-10,7.998679e-05,-7.215983e-05
4.856000e-10,7.984947e-05,-7.296464e-05
4.858000e-10,7.972047e-05,-7.383614e-05
4.860000e-10,7.960020e-05,-7.469924e-05
4.862000e-10,7.948792e-05,-7.547234e-05
4.864000e-10,7.938201e-05,-7.607672e-05
4.866000e-10,7.928031e-05,-7.644640e-05
4.868000e-10,7.918044e-05,-7.653658e-05
4.870000e-10,7.908007e-05,-7.632904e-05
4.872000e-10,7.897708e-05,-7.583330e-05
4.874000e-10,7.886968e-05,-7.508389e-05
4.876000e-10,7.875639e-05,-7.413446e-05
4.878000e-10,7.863602e-05,-7.305037e-05
4.880000e-10,7.850755e-05,-7.190119e-05
4.882000e-10,7.837009e-05,-7.075409e-05
4.884000e-10,7.822282e-05,-6.966896e-05
4.886000e-10,7.806497e-05,-6.869539e-05
4.888000e-10,7.789589e-05,-6.787130e-05
4.890000e-10,7.771512e-05,-6.722275e-05
4.892000e-10,7.752253e-05,-6.676401e-05
4.894000e-10,7.731842e-05,-6.649743e-05
4.896000e-10,7.710364e-05,-6.641278e-05
4.898000e-10,7.687967e-05,-6.648660e-05
4.900000e-10,7.664860e-05,-6.668237e-05
4.902000e-10,7.641311e-05,-6.695208e-05
4.904000e-10,7.617633e-05,-6.723969e-05
4.906000e-10,7.594166e-05,-6.748625e-05
4.908000e-10,7.571262e-05,-6.763615e-05
4.910000e-10,7.549258e-05,-6.764410e-05
4.912000e-10,7.528456e-05,-6.748171e-05
4.914000e-10,7.509110e-05,-6.714282e-05
4.916000e-10,7.491406e-05,-6.664626e-05
4.918000e-10,7.475453e-05,-6.603539e-05
4.920000e-10,7.461284e-05,-6.537389e-05
4.922000e-10,7.448847e-05,-6.473876e-05
4.924000e-10,7.438017e-05,-6.421134e-05
4.926000e-10,7.428597e-05,-6.386753e-05
4.928000e-10,7.420330e-05,-6.376799e-05
4.930000e-10,7.412914e-05,-6.394880e-05
4.932000e-10,7.406015e-05,-6.441350e-05
4.934000e-10,7.399284e-05,-6.512769e-05
4.936000e-10,7.392380e-05,-6.601806e-05
4.938000e-10,7.384987e-05,-6.697705e-05
4.940000e-10,7.376836e-05,-6.787414e-05
4.942000e-10,7.367727e-05,-6.857288e-05
4.944000e-10,7.357543e-05,-6.895153e-05
4.946000e-10,7.346265e-05,-6.892372e-05
4.948000e-10,7.333979e-05,-6.845464e-05
4.950000e-10,7.320878e-05,-6.756917e-05
4.952000e-10,7.307249e-05,-6.635005e-05
4.954000e-10,7.293458e-05,-6.492668e-05
4.956000e-10,7.279924e-05,-6.345754e-05
4.958000e-10,7.267084e-05,-6.210992e-05
4.960000e-10,7.255356e-05,-6.104041e-05
4.962000e-10,7.245099e-05,-6.037795e-05
4.964000e-10,7.236574e-05,-6.021002e-05
4.966000e-10,7.229915e-05,-6.057191e-05
4.968000e-10,7.225104e-05,-6.143913e-05
4.970000e-10,7.221966e-05,-6.272436e-05
4.972000e-10,7.220170e-05,-6.428082e-05
4.974000e-10,7.219260e-05,-6.591481e-05
4.976000e-10,7.218689e-05,-6.740868e-05
4.978000e-10,7.217872e-05,-6.855251e-05
4.980000e-10,7.216246e-05,-6.917912e-05
4.982000e-10,7.213332e-05,-6.919418e-05
4.984000e-10,7.208788e-05,-6.859340e-05
4.986000e-10,7.202456e-05,-6.746259e-05
4.988000e-10,7.194384e-05,-6.596095e-05
4.990000e-10,7.184827e-05,-6.429306e-05
4.992000e-10,7.174223e-05,-6.267648e-05
4.994000e-10,7.163153e-05,-6.131189e-05
4.996000e-10,7.152273e-05,-6.035951e-05
4.998000e-10,7.142243e-05,-5.992346e-05
5.000000e-10,7.133651e-05,-6.004298e-05
5.002000e-10,7.126941e-05,-6.068983e-05
5.004000e-10,7.122363e-05,-6.177119e-05
5.006000e-10,7.119931e-05,-6.313902e-05
5.008000e-10,7.119423e-05,-6.460679e-05
5.010000e-10,7.120398e-05,-6.597390e-05
5.012000e-10,7.122243e-05,-6.705497e-05
5.014000e-10,7.124247e-05,-6.770917e-05
5.016000e-10,7.125679e-05,-6.786266e-05
5.018000e-10,7.125885e-05,-6.751881e-05
5.020000e-10,7.124363e-05,-6.675375e-05
5.022000e-10,7.120830e-05,-6.569921e-05
5.024000e-10,7.115258e-05,-6.451727e-05
5.026000e-10,7.107884e-05,-6.337334e-05
5.028000e-10,7.099173e-05,-6.241245e-05
5.030000e-10,7.089768e-05,-6.174212e-05
5.032000e-10,7.080403e-05,-6.142280e-05
5.034000e-10,7.071815e-05,-6.146539e-05
5.036000e-10,7.064646e-05,-6.183473e-05
5.038000e-10,7.059361e-05,-6.245786e-05
5.040000e-10,7.056193e-05,-6.323591e-05
5.042000e-10,7.055110e-05,-6.405847e-05
5.044000e-10,7.055820e-05,-6.481873e-05
5.046000e-10,7.057809e-05,-6.542741e-05
5.048000e-10,7.060410e-05,-6.582339e-05
5.050000e-10,7.062888e-05,-6.597928e-05
5.052000e-10,7.064535e-05,-6.590125e-05
5.054000e-10,7.064769e-05,-6.562381e-05
5.056000e-10,7.063203e-05,-6.520101e-05
5.058000e-10,7.059698e-05,-6.469627e-05
5.060000e-10,7.054376e-05,-6.417284e-05
5.062000e-10,7.047600e-05,-6.368642e-05
5.064000e-10,7.039919e-05,-6.328060e-05
5.066000e-10,7.031992e-05,-6.298509e-05
5.068000e-10,7.024497e-05,-6.281600e-05
5.070000e-10,7.018040e-05,-6.277749e-05
5.072000e-10,7.013075e-05,-6.286373e-05
5.074000e-10,7.009847e-05,-6.306072e-05
5.076000e-10,7.008364e-05,-6.334755e-05
5.078000e-10,7.008403e-05,-6.369725e-05
5.080000e-10,7.009546e-05,-6.407760e-05
5.082000e-10,7.011240e-05,-6.445242e-05
5.084000e-10,7.012876e-05,-6.478372e-05
5.086000e-10,7.013872e-05,-6.503494e-05
5.088000e-10,7.013752e-05,-6.517516e-05
5.090000e-10,7.012207e-05,-6.518352e-05
5.092000e-10,7.009126e-05,-6.505320e-05
5.094000e-10,7.004610e-05,-6.479384e-05
5.096000e-10,6.998944e-05,-6.443187e-05
5.098000e-10,6.992556e-05,-6.400817e-05
5.100000e-10,6.985947e-05,-6.357351e-05
5.102000e-10,6.979625e-05,-6.318211e-05
5.104000e-10,6.974031e-05,-6.288449e-05
5.106000e-10,6.969488e-05,-6.272039e-05
5.108000e-10,6.966158e-05,-6.271294e-05
5.110000e-10,6.964030e-05,-6.286473e-05
5.112000e-10,6.962927e-05,-6.315659e-05
5.114000e-10,6.962539e-05,-6.354934e-05
5.116000e-10,6.962468e-05,-6.398865e-05
5.118000e-10,6.962282e-05,-6.441246e-05
5.120000e-10,6.961578e-05,-6.476013e-05
5.122000e-10,6.960030e-05,-6.498170e-05
5.124000e-10,6.957431e-05,-6.504574e-05
5.126000e-10,6.953708e-05,-6.494414e-05
5.128000e-10,6.948935e-05,-6.469305e-05
5.130000e-10,6.943305e-05,-6.432975e-05
5.132000e-10,6.937109e-05,-6.390631e-05
5.134000e-10,6.930688e-05,-6.348117e-05
5.136000e-10,6.924386e-05,-6.311044e-05
5.138000e-10,6.918509e-05,-6.284000e-05
5.140000e-10,6.913288e-05,-6.269972e-05
5.142000e-10,6.908846e-05,-6.270023e-05
5.144000e-10,6.905196e-05,-6.283254e-05
5.146000e-10,6.902238e-05,-6.307017e-05
5.148000e-10,6.899777e-05,-6.337368e-05
5.150000e-10,6.897555e-05,-6.369661e-05
5.152000e-10,6.895280e-05,-6.399218e-05
5.154000e-10,6.892671e-05,-6.421978e-05
5.156000e-10,6.889489e-05,-6.435014e-05
5.158000e-10,6.885566e-05,-6.436865e-05
5.160000e-10,6.880826e-05,-6.427627e-05
5.162000e-10,6.875290e-05,-6.408811e-05
5.164000e-10,6.869073e-05,-6.383022e-05
5.166000e-10,6.862361e-05,-6.353511e-05
5.168000e-10,6.855390e-05,-6.323700e-05
5.170000e-10,6.848408e-05,-6.296742e-05
5.172000e-10,6.841650e-05,-6.275173e-05
5.174000e-10,6.835302e-05,-6.260685e-05
5.176000e-10,6.829479e-05,-6.254017e-05
5.178000e-10,6.824216e-05,-6.254969e-05
5.180000e-10,6.819457e-05,-6.262503e-05
5.182000e-10,6.815071e-05,-6.274918e-05
5.184000e-10,6.810867e-05,-6.290071e-05
5.186000e-10,6.806618e-05,-6.305618e-05
5.188000e-10,6.802090e-05,-6.319263e-05
5.190000e-10,6.797073e-05,-6.328988e-05
5.192000e-10,6.791403e-05,-6.333251e-05
5.194000e-10,6.784979e-05,-6.331130e-05
5.196000e-10,6.777778e-05,-6.322400e-05
5.198000e-10,6.769847e-05,-6.307544e-05
5.200000e-10,6.761299e-05,-6.287681e-05
5.202000e-10,6.752295e-05,-6.264433e-05
5.204000e-10,6.743018e-05,-6.239739e-05
5.206000e-10,6.733654e-05,-6.215635e-05
5.208000e-10,6.724367e-05,-6.194031e-05
5.210000e-10,6.715278e-05,-6.176494e-05
5.212000e-10,6.706456e-05,-6.164082e-05
5.214000e-10,6.697909e-05,-6.157225e-05
5.216000e-10,6.689587e-05,-6.155681e-05
5.218000e-10,6.681391e-05,-6.158567e-05
5.220000e-10,6.673182e-05,-6.164466e-05
5.222000e-10,6.664806e-05,-6.171595e-05
5.224000e-10,6.656103e-05,-6.178029e-05
5.226000e-10,6.646932e-05,-6.181929e-05
5.228000e-10,6.637179e-05,-6.181772e-05
5.230000e-10,6.626769e-05,-6.176527e-05
5.232000e-10,6.615675e-05,-6.165767e-05
5.234000e-10,6.603908e-05,-6.149697e-05
5.236000e-10,6.591522e-05,-6.129099e-05
5.238000e-10,6.578596e-05,-6.105198e-05
5.240000e-10,6.565226e-05,-6.079486e-05
5.242000e-10,6.551511e-05,-6.053524e-05
5.244000e-10,6.537542e-05,-6.028747e-05
5.246000e-10,6.523391e-05,-6.006308e-05
5.248000e-10,6.509103e-05,-5.986967e-05
5.250000e-10,6.494694e-05,-5.971039e-05
5.252000e-10,6.480146e-05,-5.958399e-05
5.254000e-10,6.465417e-05,-5.948533e-05
5.256000e-10,6.450437e-05,-5.940628e-05
5.258000e-10,6.435122e-05,-5.933684e-05
5.260000e-10,6.419375e-05,-5.926633e-05
5.262000e-10,6.403101e-05,-5.918454e-05
5.264000e-10,6.386208e-05,-5.908260e-05
5.266000e-10,6.368623e-05,-5.895374e-05
5.268000e-10,6.350287e-05,-5.879367e-05
5.270000e-10,6.331165e-05,-5.860068e-05
5.272000e-10,6.311242e-05,-5.837549e-05
5.274000e-10,6.290522e-05,-5.812096e-05
5.276000e-10,6.269021e-05,-5.784158e-05
5.278000e-10,6.246763e-05,-5.754292e-05
5.280000e-10,6.223774e-05,-5.723107e-05
5.282000e-10,6.200075e-05,-5.691210e-05
5.284000e-10,6.175678e-05,-5.659155e-05
5.286000e-10,6.150581e-05,-5.627403e-05
5.288000e-10,6.124768e-05,-5.596286e-05
5.290000e-10,6.098208e-05,-5.565982e-05
5.292000e-10,6.070854e-05,-5.536510e-05
5.294000e-10,6.042643e-05,-5.507726e-05
5.296000e-10,6.013502e-05,-5.479339e-05
5.298000e-10,5.983346e-05,-5.450938e-05
5.300000e-10,5.952084e-05,-5.422027e-05
5.302000e-10,5.919619e-05,-5.392069e-05
5.304000e-10,5.885853e-05,-5.360529e-05
5.306000e-10,5.850689e-05,-5.326914e-05
5.308000e-10,5.814031e-05,-5.290807e-05
5.310000e-10,5.775782e-05,-5.251883e-05
5.312000e-10,5.735848e-05,-5.209916e-05
5.314000e-10,5.694130e-05,-5.164774e-05
5.316000e-10,5.650523e-05,-5.116398e-05
5.318000e-10,5.604915e-05,-5.064781e-05
5.320000e-10,5.557182e-05,-5.009939e-05
5.322000e-10,5.507186e-05,-4.951890e-05
5.324000e-10,5.454771e-05,-4.890630e-05
5.326000e-10,5.399761e-05,-4.826124e-05
5.328000e-10,5.341960e-05,-4.758293e-05
5.330000e-10,5.281141e-05,-4.687014e-05
5.332000e-10,5.217047e-05,-4.612120e-05
5.334000e-10,5.149388e-05,-4.533403e-05
5.336000e-10,5.077834e-05,-4.450612e-05
5.338000e-10,5.002010e-05,-4.363452e-05
5.340000e-10,4.921494e-05,-4.271586e-05
5.342000e-10,4.835808e-05,-4.174620e-05
5.344000e-10,4.744413e-05,-4.072105e-05
5.346000e-10,4.646699e-05,-3.963522e-05
5.348000e-10,4.541972e-05,-3.848286e-05
5.350000e-10,4.429447e-05,-3.725740e-05
5.352000e-10,4.308232e-05,-3.595172e-05
5.354000e-10,4.177320e-05,-3.455823e-05
5.356000e-10,4.035576e-05,-3.306923e-05
5.358000e-10,3.881729e-05,-3.147721e-05
5.360000e-10,3.714371e-05,-2.977544e-05
5.362000e-10,3.531960e-05,-2.795851e-05
5.364000e-10,3.332843e-05,-2.602322e-05
5.366000e-10,3.115298e-05,-2.396942e-05
5.368000e-10,2.877609e-05,-2.180121e-05
5.370000e-10,2.618183e-05,-1.952798e-05
5.372000e-10,2.335728e-05,-1.716571e-05
5.374000e-10,2.029486e-05,-1.473785e-05
5.376000e-10,1.699524e-05,-1.227603e-05
5.378000e-10,1.347059e-05,-9.820073e-06
5.380000e-10,9.747721e-06,-7.417274e-06
5.382000e-10,5.870316e-06,-5.120865e-06
5.384000e-10,1.899511e-06,-2.987657e-06
5.386000e-10,-2.087826e-06,-1.075099e-06
5.388000e-10,-6.003114e-06,5.619618e-07
5.390000e-10,-9.751667e-06,1.874549e-06
5.392000e-10,-1.323859e-05,2.822597e-06
5.394000e-10,-1.637369e-05,3.377648e-06
5.396000e-10,-1.907463e-05,3.525149e-06
5.398000e-10,-2.126856e-05,3.266310e-06
5.400000e-10,-2.289287e-05,2.619454e-06
5.402000e-10,-2.389613e-05,1.620682e-06
5.404000e-10,-2.423965e-05,3.236397e-07
5.406000e-10,-2.389980e-05,-1.201864e-06
5.408000e-10,-2.287071e-05,-2.872550e-06
5.410000e-10,-2.116729e-05,-4.595643e-06
5.412000e-10,-1.882825e-05,-6.273909e-06
5.414000e-10,-1.591952e-05,-7.811298e-06
5.416000e-10,-1.253740e-05,-9.118666e-06
5.418000e-10,-8.810366e-06,-1.011908e-05
5.420000e-10,-4.897531e-06,-1.075237e-05
5.422000e-10,-9.817941e-07,-1.097884e-05
5.424000e-10,2.742439e-06,-1.078207e-05
5.426000e-10,6.084910e-06,-1.017084e-05
5.428000e-10,8.874801e-06,-9.180036e-06
5.430000e-10,1.097236e-05,-7.870146e-06
5.432000e-10,1.227575e-05,-6.325007e-06
5.434000e-10,1.272447e-05,-4.647347e-06
5.436000e-10,1.230161e-05,-2.952120e-06
5.438000e-10,1.103680e-05,-1.358003e-06
5.440000e-10,9.009438e-06,2.212713e-08
5.442000e-10,6.350237e-06,1.090666e-06
5.444000e-10,3.238067e-06,1.773670e-06
5.446000e-10,-1.099508e-07,2.027384e-06
5.448000e-10,-3.454981e-06,1.842423e-06
5.450000e-10,-6.557103e-06,1.245326e-06
5.452000e-10,-9.196076e-06,2.972168e-07
5.454000e-10,-1.118869e-05,-9.105953e-07
5.456000e-10,-1.240098e-05,-2.264101e-06
5.458000e-10,-1.275580e-05,-3.636689e-06
5.460000e-10,-1.223719e-05,-4.900870e-06
5.462000e-10,-1.089295e-05,-5.940248e-06
5.464000e-10,-8.834986e-06,-6.660356e-06
5.466000e-10,-6.235729e-06,-6.997304e-06
5.468000e-10,-3.317879e-06,-6.923633e-06
5.470000e-10,-3.363287e-07,-6.451090e-06
5.472000e-10,2.446365e-06,-5.630082e-06
5.474000e-10,4.786798e-06,-4.545548e-06
5.476000e-10,6.484885e-06,-3.309136e-06
5.478000e-10,7.401946e-06,-2.048034e-06
5.480000e-10,7.471936e-06,-8.914949e-07
5.482000e-10,6.706749e-06,4.331954e-08
5.484000e-10,5.196379e-06,6.643072e-07
5.486000e-10,3.103176e-06,9.146144e-07
5.488000e-10,6.484176e-07,7.789074e-07
5.490000e-10,-1.909692e-06,2.850864e-07
5.492000e-10,-4.304543e-06,-4.988255e-07
5.494000e-10,-6.291327e-06,-1.472493e-06
5.496000e-10,-7.673459e-06,-2.515113e-06
5.498000e-10,-8.321739e-06,-3.499951e-06
5.500000e-10,-8.185613e-06,-4.309656e-06
5.502000e-10,-7.297449e-06,-4.850276e-06
5.504000e-10,-5.770174e-06,-5.062221e-06
5.506000e-10,-3.787241e-06,-4.926967e-06
5.508000e-10,-1.583559e-06,-4.468896e-06
5.510000e-10,5.819781e-07,-3.752066e-06
5.512000e-10,2.458635e-06,-2.872087e-06
5.514000e-10,3.834938e-06,-1.943817e-06
5.516000e-10,4.563611e-06,-1.086295e-06
5.518000e-10,4.577635e-06,-4.069524e-07
5.520000e-10,3.896882e-06,1.258888e-08
5.522000e-10,2.625385e-06,1.271113e-07
5.524000e-10,9.389358e-07,-6.664598e-08
5.526000e-10,-9.369865e-07,-5.301551e-07
5.528000e-10,-2.757062e-06,-1.188976e-06
5.530000e-10,-4.289233e-06,-1.943616e-06
5.532000e-10,-5.345287e-06,-2.683919e-06
5.534000e-10,-5.804144e-06,-3.304873e-06
5.536000e-10,-5.625490e-06,-3.721437e-06
5.538000e-10,-4.853291e-06,-3.880198e-06
5.540000e-10,-3.609302e-06,-3.766244e-06
5.542000e-10,-2.076671e-06,-3.404446e-06
5.544000e-10,-4.745633e-07,-2.855062e-06
5.546000e-10,9.731707e-07,-2.204261e-06
