time,"I(LQ|XBFR1)","I(LQ|XCONST1)","I(LQ|XBFR2)","I(LQ|XCONST2)","I(LQ|XBFR3)","I(LQ|X1)","I(LQ|X2)"
0.000000e+00,9.504992e-06,1.268670e-05,9.504992e-06,1.268670e-05,9.504992e-06,1.362593e-05,1.762123e-05
2.000000e-13,1.086110e-05,1.441826e-05,1.086110e-05,1.441826e-05,1.086110e-05,1.555389e-05,2.002371e-05
4.000000e-13,1.332196e-05,1.754068e-05,1.332196e-05,1.754068e-05,1.332196e-05,1.904164e-05,2.431683e-05
6.000000e-13,1.724040e-05,2.248529e-05,1.724040e-05,2.248529e-05,1.724040e-05,2.456871e-05,3.098381e-05
8.000000e-13,2.302896e-05,2.969075e-05,2.302896e-05,2.969075e-05,2.302896e-05,3.266363e-05,4.041503e-05
1.000000e-12,3.118452e-05,3.955220e-05,3.118452e-05,3.955220e-05,3.118452e-05,4.388435e-05,5.275859e-05
1.200000e-12,4.220876e-05,5.219158e-05,4.220876e-05,5.219158e-05,4.220876e-05,5.859421e-05,6.758259e-05
1.400000e-12,5.635356e-05,6.707678e-05,5.635356e-05,6.707678e-05,5.635356e-05,7.648534e-05,8.356238e-05
1.600000e-12,7.316636e-05,8.272241e-05,7.316636e-05,8.272241e-05,7.316636e-05,9.607286e-05,9.856234e-05
1.800000e-12,9.109046e-05,9.684836e-05,9.109046e-05,9.684836e-05,9.109046e-05,1.147147e-04,1.102191e-04
2.000000e-12,1.076057e-04,1.070515e-04,1.076057e-04,1.070515e-04,1.076057e-04,1.293635e-04,1.166821e-04
2.200000e-12,1.199823e-04,1.115865e-04,1.199823e-04,1.115865e-04,1.199823e-04,1.375715e-04,1.171412e-04
2.400000e-12,1.261714e-04,1.098798e-04,1.261714e-04,1.098798e-04,1.261714e-04,1.382240e-04,1.120031e-04
2.600000e-12,1.254062e-04,1.026429e-04,1.254062e-04,1.026429e-04,1.254062e-04,1.317965e-04,1.027136e-04
2.800000e-12,1.183696e-04,9.158361e-05,1.183696e-04,9.158361e-05,1.183696e-04,1.201136e-04,9.129248e-05
3.000000e-12,1.069072e-04,7.883449e-05,1.069072e-04,7.883449e-05,1.069072e-04,1.057139e-04,7.977280e-05
3.200000e-12,9.340616e-05,6.636436e-05,9.340616e-05,6.636436e-05,9.340616e-05,9.111085e-05,6.978037e-05
3.400000e-12,8.012456e-05,5.561447e-05,8.012456e-05,5.561447e-05,8.012456e-05,7.826737e-05,6.236830e-05
3.600000e-12,6.875710e-05,4.742619e-05,6.875710e-05,4.742619e-05,6.875710e-05,6.841710e-05,5.806385e-05
3.800000e-12,6.032401e-05,4.216714e-05,6.032401e-05,4.216714e-05,6.032401e-05,6.215969e-05,5.700705e-05
4.000000e-12,5.528990e-05,3.991897e-05,5.528990e-05,3.991897e-05,5.528990e-05,5.966962e-05,5.907274e-05
4.200000e-12,5.376048e-05,4.063053e-05,5.376048e-05,4.063053e-05,5.376048e-05,6.088354e-05,6.391945e-05
4.400000e-12,5.564106e-05,4.419340e-05,5.564106e-05,4.419340e-05,5.564106e-05,6.558882e-05,7.096335e-05
4.600000e-12,6.069689e-05,5.042598e-05,6.069689e-05,5.042598e-05,6.069689e-05,7.338489e-05,7.932982e-05
4.800000e-12,6.849970e-05,5.896305e-05,6.849970e-05,5.896305e-05,6.849970e-05,8.354613e-05,8.787309e-05
5.000000e-12,7.829714e-05,6.908680e-05,7.829714e-05,6.908680e-05,7.829714e-05,9.490248e-05,9.533064e-05
5.200000e-12,8.891800e-05,7.962105e-05,8.891800e-05,7.962105e-05,8.891800e-05,1.058970e-04,1.005833e-04
5.400000e-12,9.885634e-05,8.904338e-05,9.885634e-05,8.904338e-05,9.885634e-05,1.148739e-04,1.029133e-04
5.600000e-12,1.065694e-04,9.582969e-05,1.065694e-04,9.582969e-05,1.065694e-04,1.204781e-04,1.021568e-04
5.800000e-12,1.108644e-04,9.886410e-05,1.108644e-04,9.886410e-05,1.108644e-04,1.219864e-04,9.870591e-05
6.000000e-12,1.111993e-04,9.772421e-05,1.111993e-04,9.772421e-05,1.111993e-04,1.194477e-04,9.337197e-05
6.200000e-12,1.077894e-04,9.274943e-05,1.077894e-04,9.274943e-05,1.077894e-04,1.136049e-04,8.716654e-05
6.400000e-12,1.014990e-04,8.489373e-05,1.014990e-04,8.489373e-05,1.014990e-04,1.056473e-04,8.107528e-05
6.600000e-12,9.357407e-05,7.542822e-05,9.357407e-05,7.542822e-05,9.357407e-05,9.689193e-05,7.589103e-05
6.800000e-12,8.532354e-05,6.560881e-05,8.532354e-05,6.560881e-05,8.532354e-05,8.850896e-05,7.213483e-05
7.000000e-12,7.786196e-05,5.642864e-05,7.786196e-05,5.642864e-05,7.786196e-05,8.136199e-05,7.005429e-05
7.200000e-12,7.197612e-05,4.851748e-05,7.197612e-05,4.851748e-05,7.197612e-05,7.597451e-05,6.966658e-05
7.400000e-12,6.811132e-05,4.217444e-05,6.811132e-05,4.217444e-05,6.811132e-05,7.258395e-05,7.081259e-05
7.600000e-12,6.643105e-05,3.747502e-05,6.643105e-05,3.747502e-05,6.643105e-05,7.122833e-05,7.320077e-05
7.800000e-12,6.689556e-05,3.438998e-05,6.689556e-05,3.438998e-05,6.689556e-05,7.181809e-05,7.643688e-05
8.000000e-12,6.931850e-05,3.287357e-05,6.931850e-05,3.287357e-05,6.931850e-05,7.416595e-05,8.005152e-05
8.200000e-12,7.338345e-05,3.290456e-05,7.338345e-05,3.290456e-05,7.338345e-05,7.797499e-05,8.354191e-05
8.400000e-12,7.862873e-05,3.448084e-05,7.862873e-05,3.448084e-05,7.862873e-05,8.281221e-05,8.643460e-05
8.600000e-12,8.443388e-05,3.757855e-05,8.443388e-05,3.757855e-05,8.443388e-05,8.810721e-05,8.835818e-05
8.800000e-12,9.004945e-05,4.209280e-05,9.004945e-05,4.209280e-05,9.004945e-05,9.320330e-05,8.910421e-05
9.000000e-12,9.469190e-05,4.778247e-05,9.469190e-05,4.778247e-05,9.469190e-05,9.745753e-05,8.865594e-05
9.200000e-12,9.768488e-05,5.424146e-05,9.768488e-05,5.424146e-05,9.768488e-05,1.003573e-04,8.717585e-05
9.400000e-12,9.859779e-05,6.090971e-05,9.859779e-05,6.090971e-05,9.859779e-05,1.016122e-04,8.495701e-05
9.600000e-12,9.733104e-05,6.712409e-05,9.733104e-05,6.712409e-05,9.733104e-05,1.011905e-04,8.235360e-05
9.800000e-12,9.411982e-05,7.220164e-05,9.411982e-05,7.220164e-05,9.411982e-05,9.929214e-05,7.971063e-05
1.000000e-11,8.945853e-05,7.554125e-05,8.945853e-05,7.554125e-05,8.945853e-05,9.627365e-05,7.730998e-05
1.020000e-11,8.397491e-05,7.671950e-05,8.397491e-05,7.671950e-05,8.397491e-05,9.255157e-05,7.534165e-05
1.040000e-11,7.829686e-05,7.555097e-05,7.829686e-05,7.555097e-05,7.829686e-05,8.851587e-05,7.389947e-05
1.060000e-11,7.295103e-05,7.209213e-05,7.295103e-05,7.209213e-05,7.295103e-05,8.447270e-05,7.299364e-05
1.080000e-11,6.831301e-05,6.658994e-05,6.831301e-05,6.658994e-05,6.831301e-05,8.062291e-05,7.257003e-05
1.100000e-11,6.460650e-05,5.939566e-05,6.460650e-05,5.939566e-05,6.460650e-05,7.706914e-05,7.252864e-05
1.120000e-11,6.193323e-05,5.087416e-05,6.193323e-05,5.087416e-05,6.193323e-05,7.383806e-05,7.273847e-05
1.140000e-11,6.031128e-05,4.133812e-05,6.031128e-05,4.133812e-05,6.031128e-05,7.090482e-05,7.304995e-05
1.160000e-11,5.970489e-05,3.103055e-05,5.970489e-05,3.103055e-05,5.970489e-05,6.821215e-05,7.330771e-05
1.180000e-11,6.003861e-05,2.016693e-05,6.003861e-05,2.016693e-05,6.003861e-05,6.568374e-05,7.336529e-05
1.200000e-11,6.119794e-05,9.024956e-06,6.119794e-05,9.024956e-06,6.119794e-05,6.323531e-05,7.310036e-05
1.220000e-11,6.302435e-05,-1.964863e-06,6.302435e-05,-1.964863e-06,6.302435e-05,6.078708e-05,7.242742e-05
1.240000e-11,6.531403e-05,-1.219615e-05,6.531403e-05,-1.219615e-05,6.531403e-05,5.827773e-05,7.130423e-05
1.260000e-11,6.782626e-05,-2.096823e-05,6.782626e-05,-2.096823e-05,6.782626e-05,5.567681e-05,6.973012e-05
1.280000e-11,7.030086e-05,-2.763299e-05,7.030086e-05,-2.763299e-05,7.030086e-05,5.299298e-05,6.773678e-05
1.300000e-11,7.247943e-05,-3.172290e-05,7.247943e-05,-3.172290e-05,7.247943e-05,5.027636e-05,6.537488e-05
1.320000e-11,7.412406e-05,-3.300674e-05,7.412406e-05,-3.300674e-05,7.412406e-05,4.761455e-05,6.270052e-05
1.340000e-11,7.503007e-05,-3.148518e-05,7.503007e-05,-3.148518e-05,7.503007e-05,4.512187e-05,5.976483e-05
1.360000e-11,7.503259e-05,-2.737627e-05,7.503259e-05,-2.737627e-05,7.503259e-05,4.292178e-05,5.660833e-05
1.380000e-11,7.400838e-05,-2.112407e-05,7.400838e-05,-2.112407e-05,7.400838e-05,4.112396e-05,5.325922e-05
1.400000e-11,7.187423e-05,-1.340866e-05,7.187423e-05,-1.340866e-05,7.187423e-05,3.979855e-05,4.973410e-05
1.420000e-11,6.858146e-05,-5.099074e-06,6.858146e-05,-5.099074e-06,6.858146e-05,3.895223e-05,4.603944e-05
1.440000e-11,6.410693e-05,2.874908e-06,6.410693e-05,2.874908e-06,6.410693e-05,3.850930e-05,4.217333e-05
1.460000e-11,5.844249e-05,9.680808e-06,5.844249e-05,9.680808e-06,5.844249e-05,3.829934e-05,3.812810e-05
1.480000e-11,5.158713e-05,1.469294e-05,5.158713e-05,1.469294e-05,5.158713e-05,3.805203e-05,3.389450e-05
1.500000e-11,4.354824e-05,1.751874e-05,4.354824e-05,1.751874e-05,4.354824e-05,3.740197e-05,2.946769e-05
1.520000e-11,3.435916e-05,1.797040e-05,3.435916e-05,1.797040e-05,3.435916e-05,3.590867e-05,2.485383e-05
1.540000e-11,2.411886e-05,1.604033e-05,2.411886e-05,1.604033e-05,2.411886e-05,3.309821e-05,2.007515e-05
1.560000e-11,1.304807e-05,1.192250e-05,1.304807e-05,1.192250e-05,1.304807e-05,2.853133e-05,1.517156e-05
1.580000e-11,1.535434e-06,6.069580e-06,1.535434e-06,6.069580e-06,1.535434e-06,2.189764e-05,1.019812e-05
1.600000e-11,-9.870196e-06,-7.806874e-07,-9.870196e-06,-7.806874e-07,-9.870196e-06,1.312416e-05,5.219798e-06
1.620000e-11,-2.054726e-05,-7.683125e-06,-2.054726e-05,-7.683125e-06,-2.054726e-05,2.470113e-06,3.061915e-07
1.640000e-11,-2.993488e-05,-1.366679e-05,-2.993488e-05,-1.366679e-05,-2.993488e-05,-9.436563e-06,-4.471538e-06
1.660000e-11,-3.763206e-05,-1.793447e-05,-3.763206e-05,-1.793447e-05,-3.763206e-05,-2.166252e-05,-9.040771e-06
1.680000e-11,-4.340584e-05,-1.998875e-05,-4.340584e-05,-1.998875e-05,-4.340584e-05,-3.312963e-05,-1.332532e-05
1.700000e-11,-4.712218e-05,-1.966367e-05,-4.712218e-05,-1.966367e-05,-4.712218e-05,-4.280577e-05,-1.724175e-05
1.720000e-11,-4.866238e-05,-1.710683e-05,-4.866238e-05,-1.710683e-05,-4.866238e-05,-4.983984e-05,-2.069421e-05
1.740000e-11,-4.788236e-05,-1.275968e-05,-4.788236e-05,-1.275968e-05,-4.788236e-05,-5.360604e-05,-2.356845e-05
1.760000e-11,-4.463418e-05,-7.334648e-06,-4.463418e-05,-7.334648e-06,-4.463418e-05,-5.368850e-05,-2.572643e-05
1.780000e-11,-3.883665e-05,-1.744887e-06,-3.883665e-05,-1.744887e-06,-3.883665e-05,-4.986469e-05,-2.700404e-05
1.800000e-11,-3.056972e-05,3.041517e-06,-3.056972e-05,3.041517e-06,-3.056972e-05,-4.213480e-05,-2.721512e-05
1.820000e-11,-2.016923e-05,6.192311e-06,-2.016923e-05,6.192311e-06,-2.016923e-05,-3.082033e-05,-2.616627e-05
1.840000e-11,-8.291876e-06,7.180547e-06,-8.291876e-06,7.180547e-06,-8.291876e-06,-1.671280e-05,-2.368645e-05
1.860000e-11,4.100639e-06,5.879533e-06,4.100639e-06,5.879533e-06,4.100639e-06,-1.173145e-06,-1.967283e-05
1.880000e-11,1.588084e-05,2.565967e-06,1.588084e-05,2.565967e-06,1.588084e-05,1.398098e-05,-1.414791e-05
1.900000e-11,2.597640e-05,-2.152931e-06,2.597640e-05,-2.152931e-06,2.597640e-05,2.685822e-05,-7.315020e-06
1.920000e-11,3.355377e-05,-7.457307e-06,3.355377e-05,-7.457307e-06,3.355377e-05,3.596458e-05,4.095510e-07
1.940000e-11,3.808101e-05,-1.245485e-05,3.808101e-05,-1.245485e-05,3.808101e-05,4.049045e-05,8.415317e-06
1.960000e-11,3.928444e-05,-1.632979e-05,3.928444e-05,-1.632979e-05,3.928444e-05,4.030589e-05,1.597886e-05
1.980000e-11,3.707766e-05,-1.848051e-05,3.707766e-05,-1.848051e-05,3.707766e-05,3.577161e-05,2.237998e-05
2.000000e-11,3.154407e-05,-1.862014e-05,3.154407e-05,-1.862014e-05,3.154407e-05,2.755974e-05,2.700062e-05
2.020000e-11,2.301650e-05,-1.677847e-05,2.301650e-05,-1.677847e-05,2.301650e-05,1.661556e-05,2.937378e-05
2.040000e-11,1.222804e-05,-1.339337e-05,1.222804e-05,-1.339337e-05,1.222804e-05,4.226457e-06,2.920771e-05
2.060000e-11,3.526734e-07,-9.176338e-06,3.526734e-07,-9.176338e-06,3.526734e-07,-8.003794e-06,2.639632e-05
2.080000e-11,-1.118741e-05,-4.955252e-06,-1.118741e-05,-4.955252e-06,-1.118741e-05,-1.842239e-05,2.103964e-05
2.100000e-11,-2.106270e-05,-1.499310e-06,-2.106270e-05,-1.499310e-06,-2.106270e-05,-2.573841e-05,1.348970e-05
2.120000e-11,-2.830441e-05,6.284611e-07,-2.830441e-05,6.284611e-07,-2.830441e-05,-2.933254e-05,4.398505e-06
2.140000e-11,-3.237234e-05,1.155527e-06,-3.237234e-05,1.155527e-06,-3.237234e-05,-2.929716e-05,-5.304479e-06
2.160000e-11,-3.307008e-05,1.161700e-07,-3.307008e-05,1.161700e-07,-3.307008e-05,-2.622929e-05,-1.455920e-05
2.180000e-11,-3.044111e-05,-2.185120e-06,-3.044111e-05,-2.185120e-06,-3.044111e-05,-2.094461e-05,-2.239378e-05
2.200000e-11,-2.475093e-05,-5.245802e-06,-2.475093e-05,-5.245802e-06,-2.475093e-05,-1.428405e-05,-2.809114e-05
2.220000e-11,-1.656333e-05,-8.460928e-06,-1.656333e-05,-8.460928e-06,-1.656333e-05,-7.061705e-06,-3.122988e-05
2.240000e-11,-6.806851e-06,-1.123281e-05,-6.806851e-06,-1.123281e-05,-6.806851e-06,-7.652328e-08,-3.162531e-05
2.260000e-11,3.304203e-06,-1.308084e-05,3.304203e-06,-1.308084e-05,3.304203e-06,5.915995e-06,-2.925364e-05
2.280000e-11,1.251074e-05,-1.373002e-05,1.251074e-05,-1.373002e-05,1.251074e-05,1.030761e-05,-2.423554e-05
2.300000e-11,1.977666e-05,-1.315535e-05,1.977666e-05,-1.315535e-05,1.977666e-05,1.277085e-05,-1.690409e-05
2.320000e-11,2.443814e-05,-1.157050e-05,2.443814e-05,-1.157050e-05,2.443814e-05,1.333924e-05,-7.899757e-06
2.340000e-11,2.620505e-05,-9.366345e-06,2.620505e-05,-9.366345e-06,2.620505e-05,1.236539e-05,1.829956e-06
2.360000e-11,2.508907e-05,-7.018821e-06,2.508907e-05,-7.018821e-06,2.508907e-05,1.035903e-05,1.119623e-05
2.380000e-11,2.135003e-05,-4.990529e-06,2.135003e-05,-4.990529e-06,2.135003e-05,7.797471e-06,1.921608e-05
2.400000e-11,1.549254e-05,-3.646681e-06,1.549254e-05,-3.646681e-06,1.549254e-05,5.015746e-06,2.518504e-05
2.420000e-11,8.267931e-06,-3.197573e-06,8.267931e-06,-3.197573e-06,8.267931e-06,2.208772e-06,2.870111e-05
2.440000e-11,6.083468e-07,-3.671518e-06,6.083468e-07,-3.671518e-06,6.083468e-07,-5.029054e-07,2.958717e-05
2.460000e-11,-6.525384e-06,-4.918542e-06,-6.525384e-06,-4.918542e-06,-6.525384e-06,-3.012956e-06,2.781089e-05
2.480000e-11,-1.232018e-05,-6.644751e-06,-1.232018e-05,-6.644751e-06,-1.232018e-05,-5.212735e-06,2.347607e-05
2.500000e-11,-1.623003e-05,-8.474516e-06,-1.623003e-05,-8.474516e-06,-1.623003e-05,-7.013645e-06,1.689242e-05
2.520000e-11,-1.800620e-05,-1.002996e-05,-1.800620e-05,-1.002996e-05,-1.800620e-05,-8.373384e-06,8.655136e-06
2.540000e-11,-1.766488e-05,-1.100910e-05,-1.766488e-05,-1.100910e-05,-1.766488e-05,-9.288049e-06,-3.694284e-07
2.560000e-11,-1.543806e-05,-1.124281e-05,-1.543806e-05,-1.124281e-05,-1.543806e-05,-9.747421e-06,-9.192473e-06
2.580000e-11,-1.173247e-05,-1.071887e-05,-1.173247e-05,-1.071887e-05,-1.173247e-05,-9.695177e-06,-1.690870e-05
2.600000e-11,-7.088536e-06,-9.572833e-06,-7.088536e-06,-9.572833e-06,-7.088536e-06,-9.035932e-06,-2.283912e-05
2.620000e-11,-2.119233e-06,-8.053042e-06,-2.119233e-06,-8.053042e-06,-2.119233e-06,-7.689218e-06,-2.655797e-05
2.640000e-11,2.574821e-06,-6.468825e-06,2.574821e-06,-6.468825e-06,2.574821e-06,-5.656571e-06,-2.784211e-05
2.660000e-11,6.492143e-06,-5.130501e-06,6.492143e-06,-5.130501e-06,6.492143e-06,-3.066699e-06,-2.661842e-05
2.680000e-11,9.290957e-06,-4.290340e-06,9.290957e-06,-4.290340e-06,9.290957e-06,-1.801205e-07,-2.296209e-05
2.700000e-11,1.081013e-05,-4.095363e-06,1.081013e-05,-4.095363e-06,1.081013e-05,2.650160e-06,-1.714762e-05
2.720000e-11,1.105632e-05,-4.562402e-06,1.105632e-05,-4.562402e-06,1.105632e-05,5.051062e-06,-9.703249e-06
2.740000e-11,1.017198e-05,-5.581037e-06,1.017198e-05,-5.581037e-06,1.017198e-05,6.707255e-06,-1.398618e-06
2.760000e-11,8.396521e-06,-6.942172e-06,8.396521e-06,-6.942172e-06,8.396521e-06,7.412952e-06,6.866329e-06
2.780000e-11,6.026134e-06,-8.383409e-06,6.026134e-06,-8.383409e-06,6.026134e-06,7.087267e-06,1.422663e-05
2.800000e-11,3.374150e-06,-9.640198e-06,3.374150e-06,-9.640198e-06,3.374150e-06,5.768372e-06,1.998734e-05
2.820000e-11,7.342998e-07,-1.049338e-05,7.342998e-07,-1.049338e-05,7.342998e-07,3.606720e-06,2.367758e-05
2.840000e-11,-1.648649e-06,-1.080624e-05,-1.648649e-06,-1.080624e-05,-1.648649e-06,8.631119e-07,2.503665e-05
2.860000e-11,-3.596602e-06,-1.054582e-05,-3.596602e-06,-1.054582e-05,-3.596602e-06,-2.100545e-06,2.398220e-05
2.880000e-11,-5.002659e-06,-9.785008e-06,-5.002659e-06,-9.785008e-06,-5.002659e-06,-4.858639e-06,2.060391e-05
2.900000e-11,-5.824590e-06,-8.684491e-06,-5.824590e-06,-8.684491e-06,-5.824590e-06,-6.998846e-06,1.519249e-05
2.920000e-11,-6.071996e-06,-7.458209e-06,-6.071996e-06,-7.458209e-06,-6.071996e-06,-8.221218e-06,8.272171e-06
2.940000e-11,-5.792210e-06,-6.329971e-06,-5.792210e-06,-6.329971e-06,-5.792210e-06,-8.413042e-06,5.819145e-07
2.980000e-11,-3.961405e-06,-5.067401e-06,-3.961405e-06,-5.067401e-06,-3.961405e-06,-6.182532e-06,-1.373350e-05
3.000000e-11,-2.604072e-06,-5.102188e-06,-2.604072e-06,-5.102188e-06,-2.604072e-06,-4.278136e-06,-1.889084e-05
3.020000e-11,-1.098376e-06,-5.554646e-06,-1.098376e-06,-5.554646e-06,-1.098376e-06,-2.245496e-06,-2.206679e-05
3.040000e-11,4.374608e-07,-6.313917e-06,4.374608e-07,-6.313917e-06,4.374608e-07,-3.662583e-07,-2.304300e-05
3.060000e-11,1.882390e-06,-7.223858e-06,1.882390e-06,-7.223858e-06,1.882390e-06,1.112298e-06,-2.178332e-05
3.080000e-11,3.118140e-06,-8.113990e-06,3.118140e-06,-8.113990e-06,3.118140e-06,2.003251e-06,-1.842346e-05
3.100000e-11,4.037844e-06,-8.830969e-06,4.037844e-06,-8.830969e-06,4.037844e-06,2.221240e-06,-1.328955e-05
3.120000e-11,4.557156e-06,-9.264946e-06,4.557156e-06,-9.264946e-06,4.557156e-06,1.817404e-06,-6.914725e-06
3.140000e-11,4.625773e-06,-9.366232e-06,4.625773e-06,-9.366232e-06,4.625773e-06,9.752410e-07,-5.169464e-09
3.160000e-11,4.236584e-06,-9.149619e-06,4.236584e-06,-9.149619e-06,4.236584e-06,-4.516757e-08,6.662951e-06
3.180000e-11,3.430320e-06,-8.686282e-06,3.430320e-06,-8.686282e-06,3.430320e-06,-9.897661e-07,1.237786e-05
3.200000e-11,2.294647e-06,-8.085650e-06,2.294647e-06,-8.085650e-06,2.294647e-06,-1.677350e-06,1.659514e-05
3.220000e-11,9.572622e-07,-7.471602e-06,9.572622e-07,-7.471602e-06,9.572622e-07,-2.024668e-06,1.897575e-05
3.240000e-11,-4.270719e-07,-6.958092e-06,-4.270719e-07,-6.958092e-06,-4.270719e-07,-2.034711e-06,1.937367e-05
3.260000e-11,-1.694902e-06,-6.628880e-06,-1.694902e-06,-6.628880e-06,-1.694902e-06,-1.771617e-06,1.781225e-05
3.280000e-11,-2.695800e-06,-6.524732e-06,-2.695800e-06,-6.524732e-06,-2.695800e-06,-1.342193e-06,1.447839e-05
3.300000e-11,-3.313895e-06,-6.639786e-06,-3.313895e-06,-6.639786e-06,-3.313895e-06,-8.860615e-07,9.731164e-06
3.320000e-11,-3.485072e-06,-6.926991e-06,-3.485072e-06,-6.926991e-06,-3.485072e-06,-5.600205e-07,4.093788e-06
3.340000e-11,-3.206374e-06,-7.310853e-06,-3.206374e-06,-7.310853e-06,-3.206374e-06,-5.034933e-07,-1.801086e-06
3.360000e-11,-2.535919e-06,-7.704505e-06,-2.535919e-06,-7.704505e-06,-2.535919e-06,-7.919880e-07,-7.308272e-06
3.380000e-11,-1.583548e-06,-8.027498e-06,-1.583548e-06,-8.027498e-06,-1.583548e-06,-1.403894e-06,-1.186997e-05
3.400000e-11,-4.938943e-07,-8.220872e-06,-4.938943e-07,-8.220872e-06,-4.938943e-07,-2.222288e-06,-1.507889e-05
3.420000e-11,5.754672e-07,-8.256883e-06,5.754672e-07,-8.256883e-06,5.754672e-07,-3.071388e-06,-1.669440e-05
3.440000e-11,1.477485e-06,-8.141969e-06,1.477485e-06,-8.141969e-06,1.477485e-06,-3.767454e-06,-1.663141e-05
3.460000e-11,2.097116e-06,-7.912896e-06,2.097116e-06,-7.912896e-06,2.097116e-06,-4.160939e-06,-1.494828e-05
3.480000e-11,2.367541e-06,-7.627160e-06,2.367541e-06,-7.627160e-06,2.367541e-06,-4.158861e-06,-1.184555e-05
3.500000e-11,2.278640e-06,-7.349781e-06,2.278640e-06,-7.349781e-06,2.278640e-06,-3.731720e-06,-7.664563e-06
3.520000e-11,1.876369e-06,-7.139390e-06,1.876369e-06,-7.139390e-06,1.876369e-06,-2.915455e-06,-2.864831e-06
3.540000e-11,1.253054e-06,-7.036709e-06,1.253054e-06,-7.036709e-06,1.253054e-06,-1.812300e-06,2.030292e-06
3.560000e-11,5.301196e-07,-7.057774e-06,5.301196e-07,-7.057774e-06,5.301196e-07,-5.837293e-07,6.507290e-06
3.580000e-11,-1.636059e-07,-7.192841e-06,-1.636059e-07,-7.192841e-06,-1.636059e-07,5.731588e-07,1.012923e-05
3.600000e-11,-7.138962e-07,-7.410378e-06,-7.138962e-07,-7.410378e-06,-7.138962e-07,1.464789e-06,1.257639e-05
3.620000e-11,-1.039340e-06,-7.664636e-06,-1.039340e-06,-7.664636e-06,-1.039340e-06,1.943383e-06,1.366007e-05
3.640000e-11,-1.102855e-06,-7.905054e-06,-1.102855e-06,-7.905054e-06,-1.102855e-06,1.937220e-06,1.332232e-05
3.660000e-11,-9.152396e-07,-8.085925e-06,-9.152396e-07,-8.085925e-06,-9.152396e-07,1.460413e-06,1.163387e-05
3.680000e-11,-5.308932e-07,-8.174797e-06,-5.308932e-07,-8.174797e-06,-5.308932e-07,6.032720e-07,8.792245e-06
3.700000e-11,-3.671030e-08,-8.158104e-06,-3.671030e-08,-8.158104e-06,-3.671030e-08,-4.897906e-07,5.111509e-06
3.720000e-11,4.641696e-07,-8.042819e-06,4.641696e-07,-8.042819e-06,4.641696e-07,-1.647523e-06,9.936725e-07
3.740000e-11,8.712219e-07,-7.853803e-06,8.712219e-07,-7.853803e-06,8.712219e-07,-2.699682e-06,-3.119240e-06
3.760000e-11,1.104609e-06,-7.627707e-06,1.104609e-06,-7.627707e-06,1.104609e-06,-3.502897e-06,-6.801602e-06
3.780000e-11,1.118917e-06,-7.405198e-06,1.118917e-06,-7.405198e-06,1.118917e-06,-3.961920e-06,-9.693515e-06
3.800000e-11,9.099990e-07,-7.223396e-06,9.099990e-07,-7.223396e-06,9.099990e-07,-4.042808e-06,-1.153316e-05
3.820000e-11,5.141399e-07,-7.109858e-06,5.141399e-07,-7.109858e-06,5.141399e-07,-3.775114e-06,-1.217226e-05
3.840000e-11,4.646053e-10,-7.078796e-06,4.646053e-10,-7.078796e-06,4.646053e-10,-3.242255e-06,-1.158109e-05
3.860000e-11,-5.415070e-07,-7.129745e-06,-5.415070e-07,-7.129745e-06,-5.415070e-07,-2.561873e-06,-9.848413e-06
3.880000e-11,-1.016960e-06,-7.248717e-06,-1.016960e-06,-7.248717e-06,-1.016960e-06,-1.860341e-06,-7.176156e-06
3.900000e-11,-1.341338e-06,-7.411612e-06,-1.341338e-06,-7.411612e-06,-1.341338e-06,-1.247264e-06,-3.863732e-06
3.920000e-11,-1.454100e-06,-7.589251e-06,-1.454100e-06,-7.589251e-06,-1.454100e-06,-7.961823e-07,-2.774180e-07
3.940000e-11,-1.328524e-06,-7.752987e-06,-1.328524e-06,-7.752987e-06,-1.328524e-06,-5.358192e-07,3.193561e-06
3.960000e-11,-9.758264e-07,-7.879618e-06,-9.758264e-07,-7.879618e-06,-9.758264e-07,-4.524432e-07,6.185385e-06
3.980000e-11,-4.429587e-07,-7.954657e-06,-4.429587e-07,-7.954657e-06,-4.429587e-07,-5.004446e-07,8.401244e-06
4.000000e-11,1.953104e-07,-7.973521e-06,1.953104e-07,-7.973521e-06,1.953104e-07,-6.169882e-07,9.639085e-06
4.020000e-11,8.483586e-07,-7.940791e-06,8.483586e-07,-7.940791e-06,8.483586e-07,-7.375531e-07,9.805144e-06
4.040000e-11,1.423516e-06,-7.868056e-06,1.423516e-06,-7.868056e-06,1.423516e-06,-8.106016e-07,8.917047e-06
4.060000e-11,1.839519e-06,-7.770960e-06,1.839519e-06,-7.770960e-06,1.839519e-06,-8.098720e-07,7.099618e-06
4.080000e-11,2.037736e-06,-7.666066e-06,2.037736e-06,-7.666066e-06,2.037736e-06,-7.418126e-07,4.572941e-06
4.100000e-11,1.989780e-06,-7.568073e-06,1.989780e-06,-7.568073e-06,1.989780e-06,-6.450544e-07,1.629872e-06
4.120000e-11,1.700633e-06,-7.487840e-06,1.700633e-06,-7.487840e-06,1.700633e-06,-5.803475e-07,-1.397989e-06
4.140000e-11,1.207076e-06,-7.431478e-06,1.207076e-06,-7.431478e-06,1.207076e-06,-6.130058e-07,-4.181546e-06
