time,"I(LQ|XBFR1)","I(LQ|XCONST1)","I(LQ|XBFR2)","I(LQ|XCONST2)","I(LQ|XBFR3)","I(LQ|X1)","I(LQ|X2)"
1.052000e-10,-1.482115e-08,-7.604202e-06,-1.482115e-08,-7.604202e-06,-1.482115e-08,-1.124894e-06,-1.276394e-07
1.054000e-10,-2.597815e-08,-7.603585e-06,-2.597815e-08,-7.603585e-06,-2.597815e-08,-1.121695e-06,-1.261806e-07
1.056000e-10,-3.554739e-08,-7.603090e-06,-3.554739e-08,-7.603090e-06,-3.554739e-08,-1.118142e-06,-1.236031e-07
1.058000e-10,-4.293401e-08,-7.602856e-06,-4.293401e-08,-7.602856e-06,-4.293401e-08,-1.113032e-06,-1.197935e-07
1.060000e-10,-4.771852e-08,-7.602966e-06,-4.771852e-08,-7.602966e-06,-4.771852e-08,-1.105446e-06,-1.147489e-07
1.062000e-10,-4.968824e-08,-7.603417e-06,-4.968824e-08,-7.603417e-06,-4.968824e-08,-1.094966e-06,-1.085637e-07
1.064000e-10,-4.886448e-08,-7.604126e-06,-4.886448e-08,-7.604126e-06,-4.886448e-08,-1.081752e-06,-1.014117e-07
1.066000e-10,-4.552186e-08,-7.604950e-06,-4.552186e-08,-7.604950e-06,-4.552186e-08,-1.066462e-06,-9.352710e-08
1.068000e-10,-4.019034e-08,-7.605729e-06,-4.019034e-08,-7.605729e-06,-4.019034e-08,-1.050063e-06,-8.518559e-08
1.070000e-10,-3.362958e-08,-7.606323e-06,-3.362958e-08,-7.606323e-06,-3.362958e-08,-1.033608e-06,-7.668584e-08
1.072000e-10,-2.676989e-08,-7.606643e-06,-2.676989e-08,-7.606643e-06,-2.676989e-08,-1.018038e-06,-6.833150e-08
1.074000e-10,-2.062183e-08,-7.606662e-06,-2.062183e-08,-7.606662e-06,-2.062183e-08,-1.004053e-06,-6.041272e-08
1.076000e-10,-1.616459e-08,-7.606416e-06,-1.616459e-08,-7.606416e-06,-1.616459e-08,-9.920454e-07,-5.318708e-08
1.078000e-10,-1.422838e-08,-7.605983e-06,-1.422838e-08,-7.605983e-06,-1.422838e-08,-9.821038e-07,-4.686038e-08
1.080000e-10,-1.538815e-08,-7.605472e-06,-1.538815e-08,-7.605472e-06,-1.538815e-08,-9.740430e-07,-4.156861e-08
1.082000e-10,-1.988363e-08,-7.604995e-06,-1.988363e-08,-7.604995e-06,-1.988363e-08,-9.674671e-07,-3.736341e-08
1.084000e-10,-2.757747e-08,-7.604648e-06,-2.757747e-08,-7.604648e-06,-2.757747e-08,-9.618469e-07,-3.420340e-08
1.086000e-10,-3.795780e-08,-7.604498e-06,-3.795780e-08,-7.604498e-06,-3.795780e-08,-9.566113e-07,-3.195369e-08
1.088000e-10,-5.018710e-08,-7.604564e-06,-5.018710e-08,-7.604564e-06,-5.018710e-08,-9.512392e-07,-3.039491e-08
1.090000e-10,-6.319328e-08,-7.604818e-06,-6.319328e-08,-7.604818e-06,-6.319328e-08,-9.453373e-07,-2.924178e-08
1.092000e-10,-7.579414e-08,-7.605190e-06,-7.579414e-08,-7.605190e-06,-7.579414e-08,-9.386832e-07,-2.816993e-08
1.094000e-10,-8.684068e-08,-7.605582e-06,-8.684068e-08,-7.605582e-06,-8.684068e-08,-9.312237e-07,-2.684787e-08
1.096000e-10,-9.536064e-08,-7.605897e-06,-9.536064e-08,-7.605897e-06,-9.536064e-08,-9.230293e-07,-2.497066e-08
1.098000e-10,-1.006818e-07,-7.606060e-06,-1.006818e-07,-7.606060e-06,-1.006818e-07,-9.142255e-07,-2.229107e-08
1.100000e-10,-1.025163e-07,-7.606039e-06,-1.025163e-07,-7.606039e-06,-1.025163e-07,-9.049244e-07,-1.864433e-08
1.102000e-10,-1.009918e-07,-7.605853e-06,-1.009918e-07,-7.605853e-06,-1.009918e-07,-8.951858e-07,-1.396380e-08
1.104000e-10,-9.662469e-08,-7.605565e-06,-9.662469e-08,-7.605565e-06,-9.662469e-08,-8.850174e-07,-8.285820e-09
1.106000e-10,-9.023964e-08,-7.605261e-06,-9.023964e-08,-7.605261e-06,-9.023964e-08,-8.744112e-07,-1.743632e-09
1.108000e-10,-8.284857e-08,-7.605026e-06,-8.284857e-08,-7.605026e-06,-8.284857e-08,-8.633981e-07,5.448366e-09
1.110000e-10,-7.550813e-08,-7.604925e-06,-7.550813e-08,-7.604925e-06,-7.550813e-08,-8.520942e-07,1.301780e-08
1.112000e-10,-6.917762e-08,-7.604988e-06,-6.917762e-08,-7.604988e-06,-6.917762e-08,-8.407204e-07,2.066203e-08
1.114000e-10,-6.459719e-08,-7.605205e-06,-6.459719e-08,-7.605205e-06,-6.459719e-08,-8.295835e-07,2.807736e-08
1.116000e-10,-6.220252e-08,-7.605531e-06,-6.220252e-08,-7.605531e-06,-6.220252e-08,-8.190230e-07,3.498702e-08
1.118000e-10,-6.208539e-08,-7.605905e-06,-6.208539e-08,-7.605905e-06,-6.208539e-08,-8.093380e-07,4.116554e-08
1.120000e-10,-6.400276e-08,-7.606260e-06,-6.400276e-08,-7.606260e-06,-6.400276e-08,-8.007128e-07,4.645801e-08
1.122000e-10,-6.743051e-08,-7.606542e-06,-6.743051e-08,-7.606542e-06,-6.743051e-08,-7.931619e-07,5.079303e-08
1.124000e-10,-7.165170e-08,-7.606718e-06,-7.165170e-08,-7.606718e-06,-7.165170e-08,-7.865074e-07,5.418874e-08
1.126000e-10,-7.586565e-08,-7.606780e-06,-7.586565e-08,-7.606780e-06,-7.586565e-08,-7.803960e-07,5.675168e-08
1.128000e-10,-7.930178e-08,-7.606749e-06,-7.930178e-08,-7.606749e-06,-7.930178e-08,-7.743545e-07,5.866823e-08
1.130000e-10,-8.132250e-08,-7.606664e-06,-8.132250e-08,-7.606664e-06,-8.132250e-08,-7.678743e-07,6.018911e-08
1.132000e-10,-8.150170e-08,-7.606575e-06,-8.150170e-08,-7.606575e-06,-8.150170e-08,-7.605086e-07,6.160726e-08
1.134000e-10,-7.966971e-08,-7.606528e-06,-7.966971e-08,-7.606528e-06,-7.966971e-08,-7.519632e-07,6.323059e-08
1.136000e-10,-7.592028e-08,-7.606555e-06,-7.592028e-08,-7.606555e-06,-7.592028e-08,-7.421613e-07,6.535139e-08
1.138000e-10,-7.058103e-08,-7.606666e-06,-7.058103e-08,-7.606666e-06,-7.058103e-08,-7.312665e-07,6.821523e-08
1.140000e-10,-6.415311e-08,-7.606847e-06,-6.415311e-08,-7.606847e-06,-6.415311e-08,-7.196563e-07,7.199264e-08
1.142000e-10,-5.722962e-08,-7.607065e-06,-5.722962e-08,-7.607065e-06,-5.722962e-08,-7.078510e-07,7.675717e-08
1.144000e-10,-5.040420e-08,-7.607277e-06,-5.040420e-08,-7.607277e-06,-5.040420e-08,-6.964100e-07,8.247313e-08
1.146000e-10,-4.418184e-08,-7.607449e-06,-4.418184e-08,-7.607449e-06,-4.418184e-08,-6.858194e-07,8.899544e-08
1.148000e-10,-3.890305e-08,-7.607559e-06,-3.890305e-08,-7.607559e-06,-3.890305e-08,-6.763938e-07,9.608275e-08
1.150000e-10,-3.469057e-08,-7.607611e-06,-3.469057e-08,-7.607611e-06,-3.469057e-08,-6.682149e-07,1.034231e-07
1.152000e-10,-3.142508e-08,-7.607632e-06,-3.142508e-08,-7.607632e-06,-3.142508e-08,-6.611170e-07,1.106697e-07
1.154000e-10,-2.875274e-08,-7.607665e-06,-2.875274e-08,-7.607665e-06,-2.875274e-08,-6.547227e-07,1.174827e-07
1.156000e-10,-2.612345e-08,-7.607759e-06,-2.612345e-08,-7.607759e-06,-2.612345e-08,-6.485183e-07,1.235713e-07
1.158000e-10,-2.285504e-08,-7.607954e-06,-2.285504e-08,-7.607954e-06,-2.285504e-08,-6.419503e-07,1.287314e-07
1.160000e-10,-1.821484e-08,-7.608275e-06,-1.821484e-08,-7.608275e-06,-1.821484e-08,-6.345241e-07,1.328729e-07
1.162000e-10,-1.150766e-08,-7.608721e-06,-1.150766e-08,-7.608721e-06,-1.150766e-08,-6.258832e-07,1.360327e-07
1.164000e-10,-2.158117e-09,-7.609273e-06,-2.158117e-09,-7.609273e-06,-2.158117e-09,-6.158563e-07,1.383716e-07
1.166000e-10,1.022464e-08,-7.609892e-06,1.022464e-08,-7.609892e-06,1.022464e-08,-6.044666e-07,1.401559e-07
1.168000e-10,2.580911e-08,-7.610537e-06,2.580911e-08,-7.610537e-06,2.580911e-08,-5.919039e-07,1.417245e-07
1.170000e-10,4.453667e-08,-7.611169e-06,4.453667e-08,-7.611169e-06,4.453667e-08,-5.784714e-07,1.434476e-07
1.172000e-10,6.615106e-08,-7.611764e-06,6.615106e-08,-7.611764e-06,6.615106e-08,-5.645175e-07,1.456813e-07
1.174000e-10,9.025845e-08,-7.612318e-06,9.025845e-08,-7.612318e-06,9.025845e-08,-5.503697e-07,1.487244e-07
1.176000e-10,1.164099e-07,-7.612851e-06,1.164099e-07,-7.612851e-06,1.164099e-07,-5.362804e-07,1.527836e-07
1.178000e-10,1.441948e-07,-7.613399e-06,1.441948e-07,-7.613399e-06,1.441948e-07,-5.223944e-07,1.579499e-07
1.180000e-10,1.733315e-07,-7.614010e-06,1.733315e-07,-7.614010e-06,1.733315e-07,-5.087374e-07,1.641909e-07
1.182000e-10,2.037432e-07,-7.614739e-06,2.037432e-07,-7.614739e-06,2.037432e-07,-4.952247e-07,1.713575e-07
1.184000e-10,2.356076e-07,-7.615630e-06,2.356076e-07,-7.615630e-06,2.356076e-07,-4.816824e-07,1.792057e-07
1.186000e-10,2.693748e-07,-7.616716e-06,2.693748e-07,-7.616716e-06,2.693748e-07,-4.678735e-07,1.874290e-07
1.188000e-10,3.057511e-07,-7.618013e-06,3.057511e-07,-7.618013e-06,3.057511e-07,-4.535221e-07,1.956981e-07
1.190000e-10,3.456550e-07,-7.619519e-06,3.456550e-07,-7.619519e-06,3.456550e-07,-4.383327e-07,2.037027e-07
1.192000e-10,3.901509e-07,-7.621221e-06,3.901509e-07,-7.621221e-06,3.901509e-07,-4.220024e-07,2.111903e-07
1.194000e-10,4.403751e-07,-7.623101e-06,4.403751e-07,-7.623101e-06,4.403751e-07,-4.042293e-07,2.179977e-07
1.196000e-10,4.974663e-07,-7.625142e-06,4.974663e-07,-7.625142e-06,4.974663e-07,-3.847190e-07,2.240725e-07
1.198000e-10,5.625125e-07,-7.627342e-06,5.625125e-07,-7.627342e-06,5.625125e-07,-3.631919e-07,2.294806e-07
1.200000e-10,6.365240e-07,-7.629713e-06,6.365240e-07,-7.629713e-06,6.365240e-07,-3.393927e-07,2.344011e-07
1.202000e-10,7.204383e-07,-7.632287e-06,7.204383e-07,-7.632287e-06,7.204383e-07,-3.130987e-07,2.391083e-07
1.204000e-10,8.151579e-07,-7.635111e-06,8.151579e-07,-7.635111e-06,8.151579e-07,-2.841247e-07,2.439431e-07
1.206000e-10,9.216172e-07,-7.638249e-06,9.216172e-07,-7.638249e-06,9.216172e-07,-2.523191e-07,2.492785e-07
1.208000e-10,1.040871e-06,-7.641775e-06,1.040871e-06,-7.641775e-06,1.040871e-06,-2.175475e-07,2.554816e-07
1.210000e-10,1.174199e-06,-7.645768e-06,1.174199e-06,-7.645768e-06,1.174199e-06,-1.796623e-07,2.628785e-07
1.212000e-10,1.323210e-06,-7.650312e-06,1.323210e-06,-7.650312e-06,1.323210e-06,-1.384609e-07,2.717253e-07
1.214000e-10,1.489941e-06,-7.655493e-06,1.489941e-06,-7.655493e-06,1.489941e-06,-9.363566e-08,2.821896e-07
1.216000e-10,1.676953e-06,-7.661402e-06,1.676953e-06,-7.661402e-06,1.676953e-06,-4.472423e-08,2.943449e-07
1.218000e-10,1.887395e-06,-7.668140e-06,1.887395e-06,-7.668140e-06,1.887395e-06,8.932321e-09,3.081776e-07
1.220000e-10,2.125064e-06,-7.675815e-06,2.125064e-06,-7.675815e-06,2.125064e-06,6.821708e-08,3.236084e-07
1.222000e-10,2.394450e-06,-7.684553e-06,2.394450e-06,-7.684553e-06,2.394450e-06,1.342466e-07,3.405237e-07
1.224000e-10,2.700758e-06,-7.694499e-06,2.700758e-06,-7.694499e-06,2.700758e-06,2.083622e-07,3.588136e-07
1.226000e-10,3.049944e-06,-7.705821e-06,3.049944e-06,-7.705821e-06,3.049944e-06,2.921068e-07,3.784134e-07
1.228000e-10,3.448731e-06,-7.718710e-06,3.448731e-06,-7.718710e-06,3.448731e-06,3.871953e-07,3.993425e-07
1.230000e-10,3.904629e-06,-7.733387e-06,3.904629e-06,-7.733387e-06,3.904629e-06,4.954853e-07,4.217363e-07
1.232000e-10,4.425952e-06,-7.750103e-06,4.425952e-06,-7.750103e-06,4.425952e-06,6.189559e-07,4.458685e-07
1.234000e-10,5.021794e-06,-7.769137e-06,5.021794e-06,-7.769137e-06,5.021794e-06,7.596967e-07,4.721600e-07
1.236000e-10,5.701952e-06,-7.790796e-06,5.701952e-06,-7.790796e-06,5.701952e-06,9.199038e-07,5.011751e-07
1.238000e-10,6.476731e-06,-7.815407e-06,6.476731e-06,-7.815407e-06,6.476731e-06,1.101872e-06,5.336040e-07
1.240000e-10,7.356560e-06,-7.843303e-06,7.356560e-06,-7.843303e-06,7.356560e-06,1.307962e-06,5.702335e-07
1.242000e-10,8.351307e-06,-7.874794e-06,8.351307e-06,-7.874794e-06,8.351307e-06,1.540520e-06,6.119081e-07
1.244000e-10,9.469164e-06,-7.910126e-06,9.469164e-06,-7.910126e-06,9.469164e-06,1.801706e-06,6.594818e-07
1.246000e-10,1.071497e-05,-7.949417e-06,1.071497e-05,-7.949417e-06,1.071497e-05,2.093198e-06,7.137607e-07
1.248000e-10,1.208791e-05,-7.992569e-06,1.208791e-05,-7.992569e-06,1.208791e-05,2.415738e-06,7.754352e-07
1.250000e-10,1.357850e-05,-8.039163e-06,1.357850e-05,-8.039163e-06,1.357850e-05,2.768491e-06,8.449970e-07
1.252000e-10,1.516532e-05,-8.088341e-06,1.516532e-05,-8.088341e-06,1.516532e-05,3.148247e-06,9.226379e-07
1.254000e-10,1.681179e-05,-8.138701e-06,1.681179e-05,-8.138701e-06,1.681179e-05,3.548523e-06,1.008125e-06
1.256000e-10,1.846406e-05,-8.188240e-06,1.846406e-05,-8.188240e-06,1.846406e-05,3.958718e-06,1.100652e-06
1.258000e-10,2.005085e-05,-8.234375e-06,2.005085e-05,-8.234375e-06,2.005085e-05,4.363550e-06,1.198678e-06
1.260000e-10,2.148609e-05,-8.274086e-06,2.148609e-05,-8.274086e-06,2.148609e-05,4.743002e-06,1.299766e-06
1.262000e-10,2.267477e-05,-8.304173e-06,2.267477e-05,-8.304173e-06,2.267477e-05,5.073049e-06,1.400447e-06
1.264000e-10,2.352163e-05,-8.321637e-06,2.352163e-05,-8.321637e-06,2.352163e-05,5.327287e-06,1.496155e-06
1.266000e-10,2.394197e-05,-8.324118e-06,2.394197e-05,-8.324118e-06,2.394197e-05,5.479504e-06,1.581274e-06
1.268000e-10,2.387339e-05,-8.310355e-06,2.387339e-05,-8.310355e-06,2.387339e-05,5.507006e-06,1.649335e-06
1.270000e-10,2.328682e-05,-8.280570e-06,2.328682e-05,-8.280570e-06,2.328682e-05,5.394349e-06,1.693407e-06
1.272000e-10,2.219563e-05,-8.236718e-06,2.219563e-05,-8.236718e-06,2.219563e-05,5.136957e-06,1.706693e-06
1.274000e-10,2.066085e-05,-8.182512e-06,2.066085e-05,-8.182512e-06,2.066085e-05,4.743989e-06,1.683306e-06
1.276000e-10,1.879123e-05,-8.123187e-06,1.879123e-05,-8.123187e-06,1.879123e-05,4.239811e-06,1.619180e-06
1.278000e-10,1.673674e-05,-8.064969e-06,1.673674e-05,-8.064969e-06,1.673674e-05,3.663520e-06,1.513010e-06
1.280000e-10,1.467548e-05,-8.014298e-06,1.467548e-05,-8.014298e-06,1.467548e-05,3.066181e-06,1.367093e-06
1.282000e-10,1.279486e-05,-7.976895e-06,1.279486e-05,-7.976895e-06,1.279486e-05,2.505836e-06,1.187918e-06
1.284000e-10,1.126986e-05,-7.956843e-06,1.126986e-05,-7.956843e-06,1.126986e-05,2.040753e-06,9.863414e-07
1.286000e-10,1.024180e-05,-7.955869e-06,1.024180e-05,-7.955869e-06,1.024180e-05,1.721824e-06,7.772401e-07
1.288000e-10,9.801405e-06,-7.973000e-06,9.801405e-06,-7.973000e-06,9.801405e-06,1.585322e-06,5.785653e-07
1.290000e-10,9.978764e-06,-8.004689e-06,9.978764e-06,-8.004689e-06,9.978764e-06,1.647276e-06,4.098171e-07
1.292000e-10,1.074162e-05,-8.045427e-06,1.074162e-05,-8.045427e-06,1.074162e-05,1.900572e-06,2.900514e-07
1.294000e-10,1.200185e-05,-8.088739e-06,1.200185e-05,-8.088739e-06,1.200185e-05,2.315469e-06,2.356252e-07
1.296000e-10,1.362885e-05,-8.128380e-06,1.362885e-05,-8.128380e-06,1.362885e-05,2.843629e-06,2.579618e-07
1.298000e-10,1.546740e-05,-8.159518e-06,1.546740e-05,-8.159518e-06,1.546740e-05,3.425123e-06,3.616536e-07
1.300000e-10,1.735711e-05,-8.179622e-06,1.735711e-05,-8.179622e-06,1.735711e-05,3.997228e-06,5.432115e-07
1.302000e-10,1.914982e-05,-8.188878e-06,1.914982e-05,-8.188878e-06,1.914982e-05,4.503442e-06,7.907066e-07
1.304000e-10,2.072254e-05,-8.189987e-06,2.072254e-05,-8.189987e-06,2.072254e-05,4.901033e-06,1.084445e-06
1.306000e-10,2.198462e-05,-8.187381e-06,2.198462e-05,-8.187381e-06,2.198462e-05,5.165767e-06,1.398669e-06
1.308000e-10,2.287932e-05,-8.186015e-06,2.287932e-05,-8.186015e-06,2.287932e-05,5.293047e-06,1.704135e-06
1.310000e-10,2.338161e-05,-8.190022e-06,2.338161e-05,-8.190022e-06,2.338161e-05,5.295530e-06,1.971258e-06
1.312000e-10,2.349388e-05,-8.201554e-06,2.349388e-05,-8.201554e-06,2.349388e-05,5.198004e-06,2.173444e-06
1.314000e-10,2.324119e-05,-8.220091e-06,2.324119e-05,-8.220091e-06,2.324119e-05,5.030868e-06,2.290156e-06
1.316000e-10,2.266677e-05,-8.242401e-06,2.266677e-05,-8.242401e-06,2.266677e-05,4.823757e-06,2.309323e-06
1.318000e-10,2.182797e-05,-8.263179e-06,2.182797e-05,-8.263179e-06,2.182797e-05,4.600661e-06,2.228781e-06
1.320000e-10,2.079242e-05,-8.276241e-06,2.079242e-05,-8.276241e-06,2.079242e-05,4.377424e-06,2.056559e-06
1.322000e-10,1.963449e-05,-8.276007e-06,1.963449e-05,-8.276007e-06,1.963449e-05,4.161858e-06,1.809994e-06
1.324000e-10,1.843175e-05,-8.258949e-06,1.843175e-05,-8.258949e-06,1.843175e-05,3.956013e-06,1.513788e-06
1.326000e-10,1.726153e-05,-8.224655e-06,1.726153e-05,-8.224655e-06,1.726153e-05,3.759678e-06,1.197277e-06
1.328000e-10,1.619754e-05,-8.176254e-06,1.619754e-05,-8.176254e-06,1.619754e-05,3.573931e-06,8.912386e-07
1.330000e-10,1.530635e-05,-8.120072e-06,1.530635e-05,-8.120072e-06,1.530635e-05,3.403671e-06,6.246608e-07
1.332000e-10,1.464392e-05,-8.064571e-06,1.464392e-05,-8.064571e-06,1.464392e-05,3.258418e-06,4.218169e-07
1.334000e-10,1.425218e-05,-8.018784e-06,1.425218e-05,-8.018784e-06,1.425218e-05,3.151250e-06,2.999876e-07
1.336000e-10,1.415616e-05,-7.990579e-06,1.415616e-05,-7.990579e-06,1.415616e-05,3.096224e-06,2.680261e-07
1.338000e-10,1.436187e-05,-7.985117e-06,1.436187e-05,-7.985117e-06,1.436187e-05,3.105088e-06,3.258673e-07
1.340000e-10,1.485545e-05,-8.003834e-06,1.485545e-05,-8.003834e-06,1.485545e-05,3.184175e-06,4.649621e-07
1.342000e-10,1.560358e-05,-8.044161e-06,1.560358e-05,-8.044161e-06,1.560358e-05,3.332331e-06,6.695266e-07
1.344000e-10,1.655535e-05,-8.100016e-06,1.655535e-05,-8.100016e-06,1.655535e-05,3.540353e-06,9.184235e-07
1.346000e-10,1.764547e-05,-8.162956e-06,1.764547e-05,-8.162956e-06,1.764547e-05,3.792015e-06,1.187449e-06
1.348000e-10,1.879846e-05,-8.223742e-06,1.879846e-05,-8.223742e-06,1.879846e-05,4.066365e-06,1.451773e-06
1.350000e-10,1.993370e-05,-8.273974e-06,1.993370e-05,-8.273974e-06,1.993370e-05,4.340660e-06,1.688297e-06
1.352000e-10,2.097076e-05,-8.307483e-06,2.097076e-05,-8.307483e-06,2.097076e-05,4.593245e-06,1.877702e-06
1.354000e-10,2.183489e-05,-8.321209e-06,2.183489e-05,-8.321209e-06,2.183489e-05,4.805781e-06,2.006025e-06
1.356000e-10,2.246225e-05,-8.315440e-06,2.246225e-05,-8.315440e-06,2.246225e-05,4.964484e-06,2.065634e-06
1.358000e-10,2.280478e-05,-8.293412e-06,2.280478e-05,-8.293412e-06,2.280478e-05,5.060399e-06,2.055561e-06
1.360000e-10,2.283453e-05,-8.260419e-06,2.283453e-05,-8.260419e-06,2.283453e-05,5.088979e-06,1.981173e-06
1.362000e-10,2.254697e-05,-8.222658e-06,2.254697e-05,-8.222658e-06,2.254697e-05,5.049422e-06,1.853264e-06
1.364000e-10,2.196301e-05,-8.186063e-06,2.196301e-05,-8.186063e-06,2.196301e-05,4.944203e-06,1.686674e-06
1.366000e-10,2.112900e-05,-8.155351e-06,2.112900e-05,-8.155351e-06,2.112900e-05,4.779056e-06,1.498608e-06
1.368000e-10,2.011425e-05,-8.133450e-06,2.011425e-05,-8.133450e-06,2.011425e-05,4.563386e-06,1.306847e-06
1.370000e-10,1.900591e-05,-8.121333e-06,1.900591e-05,-8.121333e-06,1.900591e-05,4.310852e-06,1.128044e-06
1.372000e-10,1.790131e-05,-8.118244e-06,1.790131e-05,-8.118244e-06,1.790131e-05,4.039651e-06,9.762873e-07
1.374000e-10,1.689865e-05,-8.122190e-06,1.689865e-05,-8.122190e-06,1.689865e-05,3.772055e-06,8.620610e-07
1.376000e-10,1.608699e-05,-8.130556e-06,1.608699e-05,-8.130556e-06,1.608699e-05,3.532898e-06,7.916766e-07
1.378000e-10,1.553701e-05,-8.140706e-06,1.553701e-05,-8.140706e-06,1.553701e-05,3.346984e-06,7.671853e-07
1.380000e-10,1.529379e-05,-8.150455e-06,1.529379e-05,-8.150455e-06,1.529379e-05,3.235768e-06,7.867127e-07
1.382000e-10,1.537249e-05,-8.158357e-06,1.537249e-05,-8.158357e-06,1.537249e-05,3.213901e-06,8.451179e-07
1.384000e-10,1.575766e-05,-8.163798e-06,1.575766e-05,-8.163798e-06,1.575766e-05,3.286407e-06,9.348465e-07
1.386000e-10,1.640592e-05,-8.166928e-06,1.640592e-05,-8.166928e-06,1.640592e-05,3.447176e-06,1.046849e-06
1.388000e-10,1.725160e-05,-8.168486e-06,1.725160e-05,-8.168486e-06,1.725160e-05,3.679255e-06,1.171454e-06
1.390000e-10,1.821441e-05,-8.169561e-06,1.821441e-05,-8.169561e-06,1.821441e-05,3.956969e-06,1.299113e-06
1.392000e-10,1.920797e-05,-8.171345e-06,1.920797e-05,-8.171345e-06,1.920797e-05,4.249571e-06,1.420992e-06
1.394000e-10,2.014811e-05,-8.174893e-06,2.014811e-05,-8.174893e-06,2.014811e-05,4.525688e-06,1.529393e-06
1.396000e-10,2.096007e-05,-8.180917e-06,2.096007e-05,-8.180917e-06,2.096007e-05,4.757728e-06,1.618037e-06
1.398000e-10,2.158390e-05,-8.189618e-06,2.158390e-05,-8.189618e-06,2.158390e-05,4.925383e-06,1.682251e-06
1.400000e-10,2.197808e-05,-8.200583e-06,2.197808e-05,-8.200583e-06,2.197808e-05,5.017645e-06,1.719074e-06
1.402000e-10,2.212134e-05,-8.212756e-06,2.212134e-05,-8.212756e-06,2.212134e-05,5.033087e-06,1.727318e-06
1.404000e-10,2.201292e-05,-8.224521e-06,2.201292e-05,-8.224521e-06,2.201292e-05,4.978579e-06,1.707583e-06
1.406000e-10,2.167154e-05,-8.233904e-06,2.167154e-05,-8.233904e-06,2.167154e-05,4.866918e-06,1.662201e-06
1.408000e-10,2.113329e-05,-8.238877e-06,2.113329e-05,-8.238877e-06,2.113329e-05,4.714052e-06,1.595111e-06
1.410000e-10,2.044835e-05,-8.237733e-06,2.044835e-05,-8.237733e-06,2.044835e-05,4.536534e-06,1.511622e-06
1.412000e-10,1.967687e-05,-8.229473e-06,1.967687e-05,-8.229473e-06,1.967687e-05,4.349687e-06,1.418086e-06
1.414000e-10,1.888406e-05,-8.214115e-06,1.888406e-05,-8.214115e-06,1.888406e-05,4.166693e-06,1.321461e-06
1.416000e-10,1.813483e-05,-8.192858e-06,1.813483e-05,-8.192858e-06,1.813483e-05,3.998490e-06,1.228820e-06
1.418000e-10,1.748851e-05,-8.168032e-06,1.748851e-05,-8.168032e-06,1.748851e-05,3.854179e-06,1.146831e-06
1.420000e-10,1.699403e-05,-8.142826e-06,1.699403e-05,-8.142826e-06,1.699403e-05,3.741516e-06,1.081269e-06
1.422000e-10,1.668622e-05,-8.120811e-06,1.668622e-05,-8.120811e-06,1.668622e-05,3.667137e-06,1.036602e-06
1.424000e-10,1.658336e-05,-8.105348e-06,1.658336e-05,-8.105348e-06,1.658336e-05,3.636304e-06,1.015687e-06
1.426000e-10,1.668639e-05,-8.098983e-06,1.668639e-05,-8.098983e-06,1.668639e-05,3.652198e-06,1.019605e-06
1.428000e-10,1.697962e-05,-8.102957e-06,1.697962e-05,-8.102957e-06,1.697962e-05,3.714982e-06,1.047629e-06
1.430000e-10,1.743287e-05,-8.116932e-06,1.743287e-05,-8.116932e-06,1.743287e-05,3.820965e-06,1.097329e-06
1.432000e-10,1.800465e-05,-8.139006e-06,1.800465e-05,-8.139006e-06,1.800465e-05,3.962230e-06,1.164783e-06
1.434000e-10,1.864599e-05,-8.166016e-06,1.864599e-05,-8.166016e-06,1.864599e-05,4.126945e-06,1.244877e-06
1.436000e-10,1.930454e-05,-8.194074e-06,1.930454e-05,-8.194074e-06,1.930454e-05,4.300428e-06,1.331672e-06
1.438000e-10,1.992863e-05,-8.219232e-06,1.992863e-05,-8.219232e-06,1.992863e-05,4.466803e-06,1.418805e-06
1.440000e-10,2.047091e-05,-8.238149e-06,2.047091e-05,-8.238149e-06,2.047091e-05,4.610947e-06,1.499927e-06
1.442000e-10,2.089152e-05,-8.248615e-06,2.089152e-05,-8.248615e-06,2.089152e-05,4.720338e-06,1.569126e-06
1.444000e-10,2.116068e-05,-8.249858e-06,2.116068e-05,-8.249858e-06,2.116068e-05,4.786456e-06,1.621348e-06
1.446000e-10,2.126058e-05,-8.242559e-06,2.126058e-05,-8.242559e-06,2.126058e-05,4.805511e-06,1.652764e-06
1.448000e-10,2.118653e-05,-8.228622e-06,2.118653e-05,-8.228622e-06,2.118653e-05,4.778431e-06,1.661075e-06
1.450000e-10,2.094742e-05,-8.210731e-06,2.094742e-05,-8.210731e-06,2.094742e-05,4.710218e-06,1.645715e-06
1.452000e-10,2.056512e-05,-8.191821e-06,2.056512e-05,-8.191821e-06,2.056512e-05,4.608920e-06,1.607927e-06
1.454000e-10,2.007309e-05,-8.174560e-06,2.007309e-05,-8.174560e-06,2.007309e-05,4.484472e-06,1.550708e-06
1.456000e-10,1.951384e-05,-8.160947e-06,1.951384e-05,-8.160947e-06,1.951384e-05,4.347646e-06,1.478601e-06
1.458000e-10,1.893546e-05,-8.152082e-06,1.893546e-05,-8.152082e-06,1.893546e-05,4.209253e-06,1.397359e-06
1.460000e-10,1.838756e-05,-8.148133e-06,1.838756e-05,-8.148133e-06,1.838756e-05,4.079593e-06,1.313493e-06
1.462000e-10,1.791670e-05,-8.148481e-06,1.791670e-05,-8.148481e-06,1.791670e-05,3.968087e-06,1.233755e-06
