time,"I(ROUT)"
0.000000e+00,-5.079931e-21
2.000000e-13,-5.850818e-08
4.000000e-13,-1.256215e-07
6.000000e-13,-1.883804e-07
8.000000e-13,-2.260797e-07
1.000000e-12,-2.067263e-07
1.200000e-12,-9.354784e-08
1.400000e-12,1.474655e-07
1.600000e-12,5.421410e-07
1.800000e-12,1.106885e-06
2.000000e-12,1.851719e-06
2.200000e-12,2.785642e-06
2.400000e-12,3.921242e-06
2.600000e-12,5.275739e-06
2.800000e-12,6.867330e-06
3.000000e-12,8.708219e-06
3.200000e-12,1.079753e-05
3.400000e-12,1.311689e-05
3.600000e-12,1.562900e-05
3.800000e-12,1.827730e-05
4.000000e-12,2.098452e-05
4.200000e-12,2.365007e-05
4.400000e-12,2.614865e-05
4.600000e-12,2.833446e-05
4.800000e-12,3.005388e-05
5.000000e-12,3.116554e-05
5.200000e-12,3.156151e-05
5.400000e-12,3.118195e-05
5.600000e-12,3.001832e-05
5.800000e-12,2.810634e-05
6.000000e-12,2.551406e-05
6.200000e-12,2.233178e-05
6.400000e-12,1.866806e-05
6.600000e-12,1.465228e-05
6.800000e-12,1.043920e-05
7.000000e-12,6.209831e-06
7.200000e-12,2.164739e-06
7.400000e-12,-1.489400e-06
7.600000e-12,-4.555959e-06
7.800000e-12,-6.863403e-06
8.000000e-12,-8.278036e-06
8.200000e-12,-8.715684e-06
8.400000e-12,-8.153685e-06
8.600000e-12,-6.642522e-06
8.800000e-12,-4.313748e-06
9.000000e-12,-1.379468e-06
9.200000e-12,1.880319e-06
9.400000e-12,5.142886e-06
9.600000e-12,8.076659e-06
9.800000e-12,1.037741e-05
1.000000e-11,1.180064e-05
1.020000e-11,1.218678e-05
1.040000e-11,1.147870e-05
1.060000e-11,9.732625e-06
1.080000e-11,7.121840e-06
1.100000e-11,3.929556e-06
1.120000e-11,5.250465e-07
1.140000e-11,-2.680161e-06
1.160000e-11,-5.291102e-06
1.180000e-11,-6.990198e-06
1.200000e-11,-7.585796e-06
1.220000e-11,-7.040290e-06
1.240000e-11,-5.476845e-06
1.260000e-11,-3.165852e-06
1.280000e-11,-4.901140e-07
1.300000e-11,2.111624e-06
1.320000e-11,4.215896e-06
1.340000e-11,5.485072e-06
1.360000e-11,5.721052e-06
1.380000e-11,4.893755e-06
1.400000e-11,3.144614e-06
1.420000e-11,7.673786e-07
1.440000e-11,-1.834790e-06
1.460000e-11,-4.216791e-06
1.480000e-11,-5.975369e-06
1.500000e-11,-6.829377e-06
1.520000e-11,-6.674533e-06
1.540000e-11,-5.600113e-06
1.560000e-11,-3.867367e-06
1.580000e-11,-1.856420e-06
1.600000e-11,8.871448e-09
1.620000e-11,1.345269e-06
1.640000e-11,1.886609e-06
1.660000e-11,1.535296e-06
1.680000e-11,3.781523e-07
1.700000e-11,-1.335118e-06
1.720000e-11,-3.245743e-06
1.740000e-11,-4.962257e-06
1.760000e-11,-6.145185e-06
1.780000e-11,-6.581447e-06
1.800000e-11,-6.229947e-06
1.820000e-11,-5.226482e-06
1.840000e-11,-3.847303e-06
1.860000e-11,-2.441437e-06
1.880000e-11,-1.348798e-06
1.900000e-11,-8.232356e-07
1.920000e-11,-9.775234e-07
1.940000e-11,-1.762104e-06
1.960000e-11,-2.981972e-06
1.980000e-11,-4.347542e-06
2.000000e-11,-5.547100e-06
2.020000e-11,-6.264272e-06
2.040000e-11,-6.402908e-06
2.060000e-11,-5.968511e-06
2.080000e-11,-5.101104e-06
2.100000e-11,-4.036675e-06
2.120000e-11,-3.043131e-06
2.140000e-11,-2.354246e-06
2.160000e-11,-2.116321e-06
2.180000e-11,-2.358656e-06
2.200000e-11,-2.993814e-06
2.220000e-11,-3.846177e-06
2.240000e-11,-4.699766e-06
2.260000e-11,-5.352012e-06
2.280000e-11,-5.660356e-06
2.300000e-11,-5.571906e-06
2.320000e-11,-5.130723e-06
2.340000e-11,-4.462089e-06
2.360000e-11,-3.738270e-06
2.380000e-11,-3.134803e-06
2.400000e-11,-2.788505e-06
2.420000e-11,-2.767214e-06
2.440000e-11,-3.057579e-06
2.460000e-11,-3.572593e-06
2.480000e-11,-4.176202e-06
2.500000e-11,-4.718582e-06
2.520000e-11,-5.073137e-06
2.540000e-11,-5.165900e-06
2.560000e-11,-4.990312e-06
2.580000e-11,-4.604609e-06
2.600000e-11,-4.113738e-06
2.620000e-11,-3.641298e-06
2.640000e-11,-3.298911e-06
2.660000e-11,-3.160413e-06
2.680000e-11,-3.246623e-06
2.700000e-11,-3.523625e-06
2.720000e-11,-3.914123e-06
2.740000e-11,-4.318380e-06
2.760000e-11,-4.639225e-06
2.780000e-11,-4.805018e-06
2.800000e-11,-4.785251e-06
2.820000e-11,-4.595475e-06
2.840000e-11,-4.290934e-06
2.860000e-11,-3.951061e-06
2.880000e-11,-3.659076e-06
2.900000e-11,-3.481900e-06
2.920000e-11,-3.455137e-06
2.940000e-11,-3.576403e-06
2.980000e-11,-4.088327e-06
3.000000e-11,-4.347303e-06
3.020000e-11,-4.524344e-06
3.040000e-11,-4.581982e-06
3.060000e-11,-4.513530e-06
3.080000e-11,-4.342836e-06
3.100000e-11,-4.116738e-06
3.120000e-11,-3.892492e-06
3.140000e-11,-3.723492e-06
3.160000e-11,-3.646785e-06
3.180000e-11,-3.675221e-06
3.200000e-11,-3.795828e-06
3.220000e-11,-3.974419e-06
3.240000e-11,-4.164972e-06
3.260000e-11,-4.321296e-06
3.280000e-11,-4.408069e-06
3.300000e-11,-4.408645e-06
3.320000e-11,-4.327950e-06
3.340000e-11,-4.190038e-06
3.360000e-11,-4.031215e-06
3.380000e-11,-3.890642e-06
3.400000e-11,-3.800813e-06
3.420000e-11,-3.780191e-06
3.440000e-11,-3.829631e-06
3.460000e-11,-3.933206e-06
3.480000e-11,-4.062994e-06
3.500000e-11,-4.186456e-06
3.520000e-11,-4.274478e-06
3.540000e-11,-4.308127e-06
3.560000e-11,-4.282579e-06
3.580000e-11,-4.207429e-06
3.600000e-11,-4.103550e-06
3.620000e-11,-3.997435e-06
3.640000e-11,-3.914547e-06
3.660000e-11,-3.873300e-06
3.680000e-11,-3.881089e-06
3.700000e-11,-3.933171e-06
3.720000e-11,-4.014510e-06
3.740000e-11,-4.103968e-06
3.760000e-11,-4.179704e-06
3.780000e-11,-4.224440e-06
3.800000e-11,-4.229314e-06
3.820000e-11,-4.195509e-06
3.840000e-11,-4.133376e-06
3.860000e-11,-4.059423e-06
3.880000e-11,-3.992005e-06
3.900000e-11,-3.946835e-06
3.920000e-11,-3.933386e-06
3.940000e-11,-3.953003e-06
3.960000e-11,-3.999054e-06
3.980000e-11,-4.058988e-06
4.000000e-11,-4.117677e-06
4.020000e-11,-4.161179e-06
4.040000e-11,-4.180003e-06
4.060000e-11,-4.171106e-06
4.080000e-11,-4.138246e-06
4.100000e-11,-4.090683e-06
4.120000e-11,-4.040638e-06
4.140000e-11,-4.000206e-06
4.160000e-11,-3.978474e-06
4.180000e-11,-3.979529e-06
4.200000e-11,-4.001779e-06
4.220000e-11,-4.038664e-06
4.240000e-11,-4.080517e-06
4.260000e-11,-4.117050e-06
4.280000e-11,-4.139854e-06
4.300000e-11,-4.144290e-06
4.320000e-11,-4.130381e-06
4.340000e-11,-4.102530e-06
4.360000e-11,-4.068207e-06
4.380000e-11,-4.035991e-06
4.400000e-11,-4.013448e-06
4.420000e-11,-4.005392e-06
4.440000e-11,-4.012892e-06
4.460000e-11,-4.033243e-06
4.480000e-11,-4.060828e-06
4.500000e-11,-4.088636e-06
4.520000e-11,-4.110013e-06
4.540000e-11,-4.120233e-06
4.560000e-11,-4.117513e-06
4.580000e-11,-4.103265e-06
4.600000e-11,-4.081569e-06
4.620000e-11,-4.058046e-06
4.640000e-11,-4.038418e-06
4.660000e-11,-4.027143e-06
4.680000e-11,-4.026422e-06
4.700000e-11,-4.035805e-06
4.720000e-11,-4.052456e-06
4.740000e-11,-4.071974e-06
4.760000e-11,-4.089527e-06
4.780000e-11,-4.101041e-06
4.800000e-11,-4.104121e-06
4.820000e-11,-4.098529e-06
4.840000e-11,-4.086111e-06
4.860000e-11,-4.070234e-06
4.880000e-11,-4.054893e-06
4.900000e-11,-4.043719e-06
4.920000e-11,-4.039135e-06
4.940000e-11,-4.041847e-06
4.960000e-11,-4.050778e-06
4.980000e-11,-4.063430e-06
5.000000e-11,-4.076562e-06
5.020000e-11,-4.087011e-06
5.040000e-11,-4.092440e-06
5.060000e-11,-4.091847e-06
5.080000e-11,-4.085730e-06
5.100000e-11,-4.075873e-06
5.120000e-11,-4.064852e-06
5.140000e-11,-4.055365e-06
5.160000e-11,-4.049588e-06
5.180000e-11,-4.048682e-06
5.200000e-11,-4.052576e-06
5.220000e-11,-4.060058e-06
5.240000e-11,-4.069130e-06
5.260000e-11,-4.077532e-06
5.280000e-11,-4.083298e-06
5.300000e-11,-4.085206e-06
5.320000e-11,-4.083027e-06
5.340000e-11,-4.077523e-06
5.360000e-11,-4.070203e-06
5.380000e-11,-4.062923e-06
5.400000e-11,-4.057418e-06
5.420000e-11,-4.054898e-06
5.440000e-11,-4.055789e-06
5.460000e-11,-4.059678e-06
5.480000e-11,-4.065459e-06
5.500000e-11,-4.071641e-06
5.520000e-11,-4.076723e-06
5.540000e-11,-4.079558e-06
5.560000e-11,-4.079601e-06
5.580000e-11,-4.077005e-06
5.600000e-11,-4.072546e-06
5.620000e-11,-4.067399e-06
5.640000e-11,-4.062833e-06
5.660000e-11,-4.059903e-06
5.680000e-11,-4.059214e-06
5.700000e-11,-4.060797e-06
5.720000e-11,-4.064142e-06
5.740000e-11,-4.068345e-06
5.760000e-11,-4.072352e-06
5.780000e-11,-4.075219e-06
5.800000e-11,-4.076327e-06
5.820000e-11,-4.075517e-06
5.840000e-11,-4.073093e-06
5.860000e-11,-4.069730e-06
5.880000e-11,-4.066287e-06
5.900000e-11,-4.063590e-06
5.920000e-11,-4.062239e-06
5.940000e-11,-4.062477e-06
5.960000e-11,-4.064155e-06
5.980000e-11,-4.066786e-06
6.000000e-11,-4.069686e-06
6.020000e-11,-4.072148e-06
6.040000e-11,-4.073608e-06
6.060000e-11,-4.073778e-06
6.080000e-11,-4.072692e-06
6.100000e-11,-4.070685e-06
6.120000e-11,-4.068288e-06
6.140000e-11,-4.066099e-06
6.160000e-11,-4.064626e-06
6.180000e-11,-4.064181e-06
6.200000e-11,-4.064807e-06
6.220000e-11,-4.066294e-06
6.240000e-11,-4.068235e-06
6.260000e-11,-4.070139e-06
6.280000e-11,-4.071556e-06
6.300000e-11,-4.072174e-06
6.320000e-11,-4.071893e-06
6.340000e-11,-4.070834e-06
6.360000e-11,-4.069295e-06
6.380000e-11,-4.067671e-06
6.400000e-11,-4.066356e-06
6.420000e-11,-4.065646e-06
6.440000e-11,-4.065673e-06
6.460000e-11,-4.066389e-06
6.480000e-11,-4.067582e-06
6.500000e-11,-4.068939e-06
6.520000e-11,-4.070126e-06
6.540000e-11,-4.070869e-06
6.560000e-11,-4.071019e-06
6.580000e-11,-4.070573e-06
6.600000e-11,-4.069673e-06
6.620000e-11,-4.068561e-06
6.640000e-11,-4.067515e-06
6.660000e-11,-4.066781e-06
6.680000e-11,-4.066515e-06
6.700000e-11,-4.066754e-06
6.720000e-11,-4.067411e-06
6.740000e-11,-4.068304e-06
6.760000e-11,-4.069206e-06
6.780000e-11,-4.069901e-06
6.800000e-11,-4.070236e-06
6.820000e-11,-4.070152e-06
6.840000e-11,-4.069693e-06
6.860000e-11,-4.068991e-06
6.880000e-11,-4.068228e-06
6.900000e-11,-4.067590e-06
6.920000e-11,-4.067222e-06
6.940000e-11,-4.067195e-06
6.960000e-11,-4.067497e-06
6.980000e-11,-4.068035e-06
7.000000e-11,-4.068668e-06
7.020000e-11,-4.069238e-06
7.040000e-11,-4.069613e-06
7.060000e-11,-4.069716e-06
7.080000e-11,-4.069537e-06
7.100000e-11,-4.069136e-06
7.120000e-11,-4.068622e-06
7.140000e-11,-4.068124e-06
7.160000e-11,-4.067760e-06
7.180000e-11,-4.067609e-06
7.200000e-11,-4.067695e-06
7.220000e-11,-4.067983e-06
7.240000e-11,-4.068392e-06
7.260000e-11,-4.068818e-06
7.280000e-11,-4.069158e-06
7.300000e-11,-4.069336e-06
7.320000e-11,-4.069318e-06
7.340000e-11,-4.069122e-06
7.360000e-11,-4.068803e-06
7.380000e-11,-4.068445e-06
7.400000e-11,-4.068137e-06
7.420000e-11,-4.067949e-06
7.440000e-11,-4.067918e-06
7.460000e-11,-4.068043e-06
7.480000e-11,-4.068284e-06
7.500000e-11,-4.068578e-06
7.520000e-11,-4.068851e-06
7.540000e-11,-4.069039e-06
7.560000e-11,-4.069102e-06
7.580000e-11,-4.069033e-06
7.600000e-11,-4.068855e-06
7.620000e-11,-4.068618e-06
7.640000e-11,-4.068382e-06
7.660000e-11,-4.068203e-06
7.680000e-11,-4.068120e-06
7.700000e-11,-4.068148e-06
7.720000e-11,-4.068273e-06
7.740000e-11,-4.068460e-06
7.760000e-11,-4.068661e-06
7.780000e-11,-4.068826e-06
7.800000e-11,-4.068919e-06
7.820000e-11,-4.068921e-06
7.840000e-11,-4.068837e-06
7.860000e-11,-4.068693e-06
7.880000e-11,-4.068526e-06
7.900000e-11,-4.068378e-06
7.920000e-11,-4.068282e-06
7.940000e-11,-4.068259e-06
7.960000e-11,-4.068310e-06
7.980000e-11,-4.068418e-06
8.000000e-11,-4.068554e-06
8.020000e-11,-4.068684e-06
8.040000e-11,-4.068778e-06
8.060000e-11,-4.068814e-06
8.080000e-11,-4.068789e-06
8.100000e-11,-4.068710e-06
8.120000e-11,-4.068602e-06
8.140000e-11,-4.068490e-06
8.160000e-11,-4.068402e-06
8.180000e-11,-4.068358e-06
8.200000e-11,-4.068365e-06
8.220000e-11,-4.068419e-06
8.240000e-11,-4.068504e-06
8.260000e-11,-4.068598e-06
8.280000e-11,-4.068678e-06
8.300000e-11,-4.068726e-06
8.320000e-11,-4.068732e-06
8.340000e-11,-4.068697e-06
8.360000e-11,-4.068632e-06
8.380000e-11,-4.068554e-06
8.400000e-11,-4.068483e-06
8.420000e-11,-4.068435e-06
8.440000e-11,-4.068421e-06
8.460000e-11,-4.068441e-06
8.480000e-11,-4.068489e-06
8.500000e-11,-4.068551e-06
8.520000e-11,-4.068613e-06
8.540000e-11,-4.068659e-06
8.560000e-11,-4.068680e-06
8.580000e-11,-4.068671e-06
8.600000e-11,-4.068637e-06
8.620000e-11,-4.068587e-06
8.640000e-11,-4.068534e-06
8.660000e-11,-4.068491e-06
8.680000e-11,-4.068468e-06
8.700000e-11,-4.068469e-06
8.720000e-11,-4.068492e-06
8.740000e-11,-4.068530e-06
8.760000e-11,-4.068574e-06
8.780000e-11,-4.068613e-06
8.800000e-11,-4.068637e-06
8.820000e-11,-4.068642e-06
8.840000e-11,-4.068628e-06
8.860000e-11,-4.068599e-06
8.880000e-11,-4.068563e-06
8.900000e-11,-4.068529e-06
8.920000e-11,-4.068505e-06
8.940000e-11,-4.068496e-06
8.960000e-11,-4.068504e-06
8.980000e-11,-4.068525e-06
9.000000e-11,-4.068554e-06
9.020000e-11,-4.068583e-06
9.040000e-11,-4.068606e-06
9.060000e-11,-4.068617e-06
9.080000e-11,-4.068614e-06
9.100000e-11,-4.068599e-06
9.120000e-11,-4.068577e-06
9.140000e-11,-4.068552e-06
9.160000e-11,-4.068531e-06
9.180000e-11,-4.068519e-06
9.200000e-11,-4.068518e-06
9.220000e-11,-4.068528e-06
9.240000e-11,-4.068545e-06
9.260000e-11,-4.068566e-06
9.280000e-11,-4.068584e-06
9.300000e-11,-4.068597e-06
9.320000e-11,-4.068600e-06
9.340000e-11,-4.068594e-06
9.360000e-11,-4.068581e-06
9.380000e-11,-4.068565e-06
9.400000e-11,-4.068549e-06
9.420000e-11,-4.068537e-06
9.440000e-11,-4.068532e-06
9.460000e-11,-4.068534e-06
9.480000e-11,-4.068544e-06
9.500000e-11,-4.068557e-06
9.520000e-11,-4.068571e-06
9.540000e-11,-4.068582e-06
9.560000e-11,-4.068588e-06
9.580000e-11,-4.068587e-06
9.600000e-11,-4.068581e-06
9.620000e-11,-4.068571e-06
9.640000e-11,-4.068559e-06
9.660000e-11,-4.068549e-06
9.680000e-11,-4.068543e-06
9.700000e-11,-4.068542e-06
9.720000e-11,-4.068546e-06
9.740000e-11,-4.068554e-06
9.760000e-11,-4.068563e-06
9.780000e-11,-4.068572e-06
9.800000e-11,-4.068578e-06
9.820000e-11,-4.068580e-06
9.840000e-11,-4.068578e-06
9.860000e-11,-4.068572e-06
9.880000e-11,-4.068565e-06
9.900000e-11,-4.068557e-06
9.920000e-11,-4.068551e-06
9.940000e-11,-4.068548e-06
9.960000e-11,-4.068549e-06
9.980000e-11,-4.068553e-06
1.000000e-10,-4.068559e-06
1.002000e-10,-4.095590e-06
1.004000e-10,-4.131211e-06
1.006000e-10,-4.175746e-06
1.008000e-10,-4.228129e-06
1.010000e-10,-4.284248e-06
1.012000e-10,-4.339225e-06
1.014000e-10,-4.389588e-06
1.016000e-10,-4.434316e-06
1.018000e-10,-4.474510e-06
1.020000e-10,-4.512208e-06
1.022000e-10,-4.549162e-06
1.024000e-10,-4.586230e-06
1.026000e-10,-4.623557e-06
1.028000e-10,-4.661178e-06
1.030000e-10,-4.699513e-06
1.032000e-10,-4.739358e-06
1.034000e-10,-4.781399e-06
1.036000e-10,-4.825590e-06
1.038000e-10,-4.870852e-06
1.040000e-10,-4.915323e-06
1.042000e-10,-4.957088e-06
1.044000e-10,-4.995012e-06
1.046000e-10,-5.029245e-06
1.048000e-10,-5.061157e-06
1.050000e-10,-5.092752e-06
1.052000e-10,-5.125861e-06
1.054000e-10,-5.161492e-06
1.056000e-10,-5.199592e-06
1.058000e-10,-5.239245e-06
1.060000e-10,-5.279153e-06
1.062000e-10,-5.318125e-06
1.064000e-10,-5.355402e-06
1.066000e-10,-5.390734e-06
1.068000e-10,-5.424276e-06
1.070000e-10,-5.456433e-06
1.072000e-10,-5.487728e-06
1.074000e-10,-5.518735e-06
1.076000e-10,-5.550015e-06
1.078000e-10,-5.582040e-06
1.080000e-10,-5.615067e-06
1.082000e-10,-5.649031e-06
1.084000e-10,-5.683511e-06
1.086000e-10,-5.717819e-06
1.088000e-10,-5.751207e-06
1.090000e-10,-5.783113e-06
1.092000e-10,-5.813350e-06
1.094000e-10,-5.842166e-06
1.096000e-10,-5.870142e-06
1.098000e-10,-5.897982e-06
1.100000e-10,-5.926275e-06
1.102000e-10,-5.955328e-06
1.104000e-10,-5.985099e-06
1.106000e-10,-6.015262e-06
1.108000e-10,-6.045336e-06
1.110000e-10,-6.074845e-06
1.112000e-10,-6.103439e-06
1.114000e-10,-6.130967e-06
1.116000e-10,-6.157481e-06
1.118000e-10,-6.183200e-06
1.120000e-10,-6.208447e-06
1.122000e-10,-6.233559e-06
1.124000e-10,-6.258812e-06
1.126000e-10,-6.284357e-06
1.128000e-10,-6.310180e-06
1.130000e-10,-6.336108e-06
1.132000e-10,-6.361864e-06
1.134000e-10,-6.387137e-06
1.136000e-10,-6.411680e-06
1.138000e-10,-6.435376e-06
1.140000e-10,-6.458272e-06
1.142000e-10,-6.480551e-06
1.144000e-10,-6.502475e-06
1.146000e-10,-6.524299e-06
1.148000e-10,-6.546198e-06
1.150000e-10,-6.568222e-06
1.152000e-10,-6.590293e-06
1.154000e-10,-6.612242e-06
1.156000e-10,-6.633861e-06
1.158000e-10,-6.654966e-06
1.160000e-10,-6.675447e-06
1.162000e-10,-6.695285e-06
1.164000e-10,-6.714553e-06
1.166000e-10,-6.733385e-06
1.168000e-10,-6.751941e-06
1.170000e-10,-6.770356e-06
1.172000e-10,-6.788711e-06
1.174000e-10,-6.807016e-06
1.176000e-10,-6.825205e-06
1.178000e-10,-6.843167e-06
1.180000e-10,-6.860771e-06
1.182000e-10,-6.877908e-06
1.184000e-10,-6.894520e-06
1.186000e-10,-6.910609e-06
1.188000e-10,-6.926239e-06
1.190000e-10,-6.941509e-06
1.192000e-10,-6.956526e-06
1.194000e-10,-6.971373e-06
1.196000e-10,-6.986085e-06
1.198000e-10,-7.000650e-06
1.200000e-10,-7.015008e-06
1.202000e-10,-7.029078e-06
1.204000e-10,-7.042778e-06
1.206000e-10,-7.056050e-06
1.208000e-10,-7.068872e-06
1.210000e-10,-7.081265e-06
1.212000e-10,-7.093278e-06
1.214000e-10,-7.104978e-06
1.216000e-10,-7.116429e-06
1.218000e-10,-7.127675e-06
1.220000e-10,-7.138729e-06
1.222000e-10,-7.149574e-06
1.224000e-10,-7.160168e-06
1.226000e-10,-7.170458e-06
1.228000e-10,-7.180396e-06
1.230000e-10,-7.189951e-06
1.232000e-10,-7.199117e-06
1.234000e-10,-7.207913e-06
1.236000e-10,-7.216376e-06
1.238000e-10,-7.224552e-06
1.240000e-10,-7.232480e-06
1.242000e-10,-7.240185e-06
1.244000e-10,-7.247670e-06
1.246000e-10,-7.254921e-06
1.248000e-10,-7.261908e-06
1.250000e-10,-7.268599e-06
1.252000e-10,-7.274964e-06
1.254000e-10,-7.280988e-06
1.256000e-10,-7.286674e-06
1.258000e-10,-7.292038e-06
1.260000e-10,-7.297107e-06
1.262000e-10,-7.301910e-06
1.264000e-10,-7.306473e-06
1.266000e-10,-7.310809e-06
1.268000e-10,-7.314922e-06
1.270000e-10,-7.318798e-06
1.272000e-10,-7.322422e-06
1.274000e-10,-7.325772e-06
1.276000e-10,-7.328832e-06
1.278000e-10,-7.331597e-06
1.280000e-10,-7.334070e-06
1.282000e-10,-7.336263e-06
1.284000e-10,-7.338198e-06
1.286000e-10,-7.339893e-06
1.288000e-10,-7.341366e-06
1.290000e-10,-7.342628e-06
1.292000e-10,-7.343680e-06
1.294000e-10,-7.344515e-06
1.296000e-10,-7.345124e-06
1.298000e-10,-7.345495e-06
1.300000e-10,-7.345620e-06
1.302000e-10,-7.345498e-06
1.304000e-10,-7.345131e-06
1.306000e-10,-7.344532e-06
1.308000e-10,-7.343714e-06
1.310000e-10,-7.342692e-06
1.312000e-10,-7.341480e-06
1.314000e-10,-7.340086e-06
1.316000e-10,-7.338512e-06
1.318000e-10,-7.336757e-06
1.320000e-10,-7.334817e-06
1.322000e-10,-7.332684e-06
1.324000e-10,-7.330357e-06
1.326000e-10,-7.327835e-06
1.328000e-10,-7.325124e-06
1.330000e-10,-7.322231e-06
1.332000e-10,-7.319169e-06
1.334000e-10,-7.315948e-06
1.336000e-10,-7.312581e-06
1.338000e-10,-7.309074e-06
1.340000e-10,-7.305432e-06
1.342000e-10,-7.301657e-06
1.344000e-10,-7.297746e-06
1.346000e-10,-7.293700e-06
1.348000e-10,-7.289517e-06
1.350000e-10,-7.285199e-06
1.352000e-10,-7.280752e-06
1.354000e-10,-7.276182e-06
1.356000e-10,-7.271499e-06
1.358000e-10,-7.266713e-06
1.360000e-10,-7.261833e-06
1.362000e-10,-7.256867e-06
1.364000e-10,-7.251821e-06
1.366000e-10,-7.246697e-06
1.368000e-10,-7.241499e-06
1.370000e-10,-7.236225e-06
1.372000e-10,-7.230880e-06
1.374000e-10,-7.225464e-06
1.376000e-10,-7.219984e-06
1.378000e-10,-7.214444e-06
1.380000e-10,-7.208854e-06
1.382000e-10,-7.203222e-06
1.384000e-10,-7.197557e-06
1.386000e-10,-7.191865e-06
1.388000e-10,-7.186153e-06
1.390000e-10,-7.180425e-06
1.392000e-10,-7.174686e-06
1.394000e-10,-7.168937e-06
1.396000e-10,-7.163181e-06
1.398000e-10,-7.157422e-06
1.400000e-10,-7.151663e-06
1.402000e-10,-7.145912e-06
1.404000e-10,-7.140174e-06
1.406000e-10,-7.134456e-06
1.408000e-10,-7.128767e-06
1.410000e-10,-7.123112e-06
1.412000e-10,-7.117498e-06
1.414000e-10,-7.111930e-06
1.416000e-10,-7.106411e-06
1.418000e-10,-7.100946e-06
1.420000e-10,-7.095537e-06
1.422000e-10,-7.090188e-06
1.424000e-10,-7.084902e-06
1.426000e-10,-7.079685e-06
1.428000e-10,-7.074540e-06
1.430000e-10,-7.069475e-06
1.432000e-10,-7.064495e-06
1.434000e-10,-7.059606e-06
1.436000e-10,-7.054813e-06
1.438000e-10,-7.050121e-06
1.440000e-10,-7.045533e-06
1.442000e-10,-7.041053e-06
1.444000e-10,-7.036683e-06
1.446000e-10,-7.032427e-06
1.448000e-10,-7.028287e-06
1.450000e-10,-7.024267e-06
1.452000e-10,-7.020369e-06
1.454000e-10,-7.016599e-06
1.456000e-10,-7.012961e-06
1.458000e-10,-7.009458e-06
1.460000e-10,-7.006095e-06
1.462000e-10,-7.002875e-06
1.464000e-10,-6.999800e-06
1.466000e-10,-6.996874e-06
1.468000e-10,-6.994099e-06
1.470000e-10,-6.991475e-06
1.472000e-10,-6.989004e-06
1.474000e-10,-6.986689e-06
1.476000e-10,-6.984530e-06
1.478000e-10,-6.982531e-06
1.480000e-10,-6.980693e-06
1.482000e-10,-6.979019e-06
1.484000e-10,-6.977511e-06
1.486000e-10,-6.976171e-06
1.488000e-10,-6.974999e-06
1.490000e-10,-6.973997e-06
1.492000e-10,-6.973166e-06
1.494000e-10,-6.972506e-06
1.496000e-10,-6.972016e-06
1.498000e-10,-6.971697e-06
1.500000e-10,-6.971549e-06
1.502000e-10,-6.971571e-06
1.504000e-10,-6.971764e-06
1.506000e-10,-6.972129e-06
1.508000e-10,-6.972664e-06
1.510000e-10,-6.973371e-06
1.512000e-10,-6.974249e-06
1.514000e-10,-6.975297e-06
1.516000e-10,-6.976514e-06
1.518000e-10,-6.977898e-06
1.520000e-10,-6.979449e-06
1.522000e-10,-6.981163e-06
1.524000e-10,-6.983040e-06
1.526000e-10,-6.985078e-06
1.528000e-10,-6.987274e-06
1.530000e-10,-6.989627e-06
1.532000e-10,-6.992135e-06
1.534000e-10,-6.994797e-06
1.536000e-10,-6.997609e-06
1.538000e-10,-7.000571e-06
1.540000e-10,-7.003678e-06
1.542000e-10,-7.006928e-06
1.544000e-10,-7.010318e-06
1.546000e-10,-7.013845e-06
1.548000e-10,-7.017505e-06
1.550000e-10,-7.021294e-06
1.552000e-10,-7.025210e-06
1.554000e-10,-7.029249e-06
1.556000e-10,-7.033407e-06
1.558000e-10,-7.037681e-06
1.560000e-10,-7.042067e-06
1.562000e-10,-7.046562e-06
1.564000e-10,-7.051161e-06
1.566000e-10,-7.055860e-06
1.568000e-10,-7.060656e-06
1.570000e-10,-7.065542e-06
1.572000e-10,-7.070516e-06
1.574000e-10,-7.075572e-06
1.576000e-10,-7.080705e-06
1.578000e-10,-7.085911e-06
1.580000e-10,-7.091186e-06
1.582000e-10,-7.096524e-06
1.584000e-10,-7.101922e-06
1.586000e-10,-7.107374e-06
1.588000e-10,-7.112875e-06
1.590000e-10,-7.118421e-06
1.592000e-10,-7.124006e-06
1.594000e-10,-7.129625e-06
1.596000e-10,-7.135273e-06
1.598000e-10,-7.140945e-06
1.600000e-10,-7.146635e-06
1.602000e-10,-7.152339e-06
1.604000e-10,-7.158050e-06
1.606000e-10,-7.163764e-06
1.608000e-10,-7.169475e-06
1.610000e-10,-7.175179e-06
1.612000e-10,-7.180870e-06
1.614000e-10,-7.186542e-06
1.616000e-10,-7.192191e-06
1.618000e-10,-7.197811e-06
1.620000e-10,-7.203397e-06
1.622000e-10,-7.208942e-06
1.624000e-10,-7.214443e-06
1.626000e-10,-7.219892e-06
1.628000e-10,-7.225286e-06
1.630000e-10,-7.230619e-06
1.632000e-10,-7.235886e-06
1.634000e-10,-7.241081e-06
1.636000e-10,-7.246199e-06
1.638000e-10,-7.251236e-06
1.640000e-10,-7.256185e-06
1.642000e-10,-7.261043e-06
1.644000e-10,-7.265803e-06
1.646000e-10,-7.270460e-06
1.648000e-10,-7.275010e-06
1.650000e-10,-7.279448e-06
