time,"V(4,0)","V(B1)","I(B1)","P(B1)","I(LQ)"
1.246200e-09,3.008938e-06,3.008938e-06,5.008734e-05,-1.659835e+00,-1.050980e-04
1.246400e-09,4.260121e-06,4.260121e-06,4.998057e-05,-1.657709e+00,-1.048969e-04
1.246600e-09,4.733642e-06,4.733642e-06,4.986048e-05,-1.655083e+00,-1.046674e-04
1.246800e-09,4.414990e-06,4.414990e-06,4.974192e-05,-1.652419e+00,-1.044388e-04
1.247000e-09,3.387377e-06,3.387377e-06,4.963893e-05,-1.650158e+00,-1.042393e-04
1.247200e-09,1.816558e-06,1.816558e-06,4.956307e-05,-1.648669e+00,-1.040921e-04
1.247400e-09,-7.314959e-08,-7.314959e-08,4.952213e-05,-1.648202e+00,-1.040134e-04
1.247600e-09,-2.028190e-06,-2.028190e-06,4.951937e-05,-1.648868e+00,-1.040103e-04
1.247800e-09,-3.796883e-06,-3.796883e-06,4.955333e-05,-1.650629e+00,-1.040803e-04
1.248000e-09,-5.159032e-06,-5.159032e-06,4.961816e-05,-1.653305e+00,-1.042123e-04
1.248200e-09,-5.951026e-06,-5.951026e-06,4.970452e-05,-1.656609e+00,-1.043879e-04
1.248400e-09,-6.083850e-06,-6.083850e-06,4.980081e-05,-1.660175e+00,-1.045838e-04
1.248600e-09,-5.552015e-06,-5.552015e-06,4.989466e-05,-1.663613e+00,-1.047754e-04
1.248800e-09,-4.432220e-06,-4.432220e-06,4.997448e-05,-1.666554e+00,-1.049391e-04
1.249000e-09,-2.871770e-06,-2.871770e-06,5.003085e-05,-1.668698e+00,-1.050557e-04
1.249200e-09,-1.068134e-06,-1.068134e-06,5.005758e-05,-1.669846e+00,-1.051125e-04
1.249400e-09,7.576026e-07,7.576026e-07,5.005243e-05,-1.669921e+00,-1.051047e-04
1.249600e-09,2.389659e-06,2.389659e-06,5.001719e-05,-1.668978e+00,-1.050357e-04
1.249800e-09,3.644771e-06,3.644771e-06,4.995733e-05,-1.667187e+00,-1.049162e-04
1.250000e-09,4.393990e-06,4.393990e-06,4.988117e-05,-1.664810e+00,-1.047630e-04
1.250200e-09,4.576401e-06,4.576401e-06,4.979875e-05,-1.662164e+00,-1.045962e-04
1.250400e-09,4.203477e-06,4.203477e-06,4.972048e-05,-1.659578e+00,-1.044367e-04
1.250600e-09,3.354202e-06,3.354202e-06,4.965592e-05,-1.657358e+00,-1.043041e-04
1.250800e-09,2.162299e-06,2.162299e-06,4.961259e-05,-1.655742e+00,-1.042134e-04
1.251000e-09,7.976692e-07,7.976692e-07,4.959519e-05,-1.654880e+00,-1.041743e-04
1.251200e-09,-5.554499e-07,-5.554499e-07,4.960509e-05,-1.654817e+00,-1.041897e-04
1.251400e-09,-1.721000e-06,-1.721000e-06,4.964037e-05,-1.655494e+00,-1.042557e-04
1.251600e-09,-2.551836e-06,-2.551836e-06,4.969606e-05,-1.656753e+00,-1.043624e-04
1.251800e-09,-2.946473e-06,-2.946473e-06,4.976495e-05,-1.658367e+00,-1.044952e-04
1.252000e-09,-2.860037e-06,-2.860037e-06,4.983846e-05,-1.660063e+00,-1.046370e-04
1.252200e-09,-2.308184e-06,-2.308184e-06,4.990775e-05,-1.661564e+00,-1.047698e-04
1.252400e-09,-1.363522e-06,-1.363522e-06,4.996483e-05,-1.662617e+00,-1.048778e-04
1.252600e-09,-1.449651e-07,-1.449651e-07,5.000350e-05,-1.663026e+00,-1.049484e-04
1.252800e-09,1.198566e-06,1.198566e-06,5.002007e-05,-1.662677e+00,-1.049744e-04
1.253000e-09,2.507870e-06,2.507870e-06,5.001373e-05,-1.661545e+00,-1.049542e-04
1.253200e-09,3.633899e-06,3.633899e-06,4.998653e-05,-1.659695e+00,-1.048919e-04
1.253400e-09,4.456112e-06,4.456112e-06,4.994306e-05,-1.657273e+00,-1.047969e-04
1.253600e-09,4.896403e-06,4.896403e-06,4.988978e-05,-1.654482e+00,-1.046821e-04
1.253800e-09,4.926978e-06,4.926978e-06,4.983414e-05,-1.651556e+00,-1.045622e-04
1.254000e-09,4.571563e-06,4.571563e-06,4.978364e-05,-1.648728e+00,-1.044522e-04
1.254200e-09,3.900212e-06,3.900212e-06,4.974490e-05,-1.646205e+00,-1.043651e-04
1.254400e-09,3.018786e-06,3.018786e-06,4.972291e-05,-1.644142e+00,-1.043107e-04
1.254600e-09,2.054663e-06,2.054663e-06,4.972045e-05,-1.642621e+00,-1.042943e-04
1.254800e-09,1.140567e-06,1.140567e-06,4.973786e-05,-1.641652e+00,-1.043164e-04
1.255000e-09,3.984036e-07,3.984036e-07,4.977304e-05,-1.641168e+00,-1.043728e-04
1.255200e-09,-7.506067e-08,-7.506067e-08,4.982181e-05,-1.641037e+00,-1.044551e-04
1.255400e-09,-2.191056e-07,-2.191056e-07,4.987848e-05,-1.641082e+00,-1.045520e-04
1.255600e-09,-1.535433e-08,-1.535433e-08,4.993656e-05,-1.641103e+00,-1.046509e-04
1.255800e-09,5.112342e-07,5.112342e-07,4.998960e-05,-1.640903e+00,-1.047392e-04
1.256000e-09,1.296747e-06,1.296747e-06,5.003198e-05,-1.640311e+00,-1.048062e-04
1.256200e-09,2.247461e-06,2.247461e-06,5.005958e-05,-1.639203e+00,-1.048441e-04
1.256400e-09,3.252509e-06,3.252509e-06,5.007021e-05,-1.637516e+00,-1.048489e-04
1.256600e-09,4.198333e-06,4.198333e-06,5.006387e-05,-1.635253e+00,-1.048207e-04
1.256800e-09,4.982985e-06,4.982985e-06,5.004264e-05,-1.632480e+00,-1.047639e-04
1.257000e-09,5.528394e-06,5.528394e-06,5.001037e-05,-1.629316e+00,-1.046860e-04
1.257200e-09,5.789101e-06,5.789101e-06,4.997213e-05,-1.625916e+00,-1.045966e-04
1.257400e-09,5.756519e-06,5.756519e-06,4.993358e-05,-1.622450e+00,-1.045067e-04
1.257600e-09,5.458430e-06,5.458430e-06,4.990019e-05,-1.619083e+00,-1.044266e-04
1.257800e-09,4.954066e-06,4.954066e-06,4.987667e-05,-1.615954e+00,-1.043649e-04
1.258000e-09,4.325615e-06,4.325615e-06,4.986631e-05,-1.613159e+00,-1.043278e-04
1.258200e-09,3.667362e-06,3.667362e-06,4.987072e-05,-1.610741e+00,-1.043179e-04
1.258400e-09,3.073830e-06,3.073830e-06,4.988963e-05,-1.608690e+00,-1.043344e-04
1.258600e-09,2.628359e-06,2.628359e-06,4.992097e-05,-1.606941e+00,-1.043734e-04
1.258800e-09,2.393399e-06,2.393399e-06,4.996121e-05,-1.605389e+00,-1.044281e-04
1.259000e-09,2.403625e-06,2.403625e-06,5.000579e-05,-1.603897e+00,-1.044900e-04
1.259200e-09,2.662607e-06,2.662607e-06,5.004973e-05,-1.602321e+00,-1.045499e-04
1.259400e-09,3.143376e-06,3.143376e-06,5.008823e-05,-1.600523e+00,-1.045992e-04
1.259600e-09,3.792742e-06,3.792742e-06,5.011729e-05,-1.598386e+00,-1.046307e-04
1.259800e-09,4.538746e-06,4.538746e-06,5.013411e-05,-1.595836e+00,-1.046396e-04
1.260000e-09,5.300225e-06,5.300225e-06,5.013744e-05,-1.592838e+00,-1.046239e-04
1.260200e-09,5.997204e-06,5.997204e-06,5.012771e-05,-1.589409e+00,-1.045847e-04
1.260400e-09,6.560753e-06,6.560753e-06,5.010684e-05,-1.585608e+00,-1.045256e-04
1.260600e-09,6.941063e-06,6.941063e-06,5.007804e-05,-1.581529e+00,-1.044525e-04
1.260800e-09,7.112803e-06,7.112803e-06,5.004532e-05,-1.577288e+00,-1.043728e-04
1.261000e-09,7.077208e-06,7.077208e-06,5.001299e-05,-1.573007e+00,-1.042940e-04
1.261200e-09,6.860831e-06,6.860831e-06,4.998512e-05,-1.568800e+00,-1.042233e-04
1.261400e-09,6.511276e-06,6.511276e-06,4.996506e-05,-1.564760e+00,-1.041663e-04
1.261600e-09,6.090586e-06,6.090586e-06,4.995502e-05,-1.560946e+00,-1.041267e-04
1.261800e-09,5.667195e-06,5.667195e-06,4.995588e-05,-1.557378e+00,-1.041058e-04
1.262000e-09,5.307440e-06,5.307440e-06,4.996707e-05,-1.554039e+00,-1.041024e-04
1.262200e-09,5.067660e-06,5.067660e-06,4.998668e-05,-1.550873e+00,-1.041130e-04
1.262400e-09,4.987770e-06,4.987770e-06,5.001177e-05,-1.547796e+00,-1.041324e-04
1.262600e-09,5.087027e-06,5.087027e-06,5.003869e-05,-1.544710e+00,-1.041543e-04
1.262800e-09,5.362430e-06,5.362430e-06,5.006358e-05,-1.541509e+00,-1.041724e-04
1.263000e-09,5.789872e-06,5.789872e-06,5.008282e-05,-1.538096e+00,-1.041806e-04
1.263200e-09,6.327832e-06,6.327832e-06,5.009346e-05,-1.534395e+00,-1.041741e-04
1.263400e-09,6.923073e-06,6.923073e-06,5.009356e-05,-1.530356e+00,-1.041501e-04
1.263600e-09,7.517579e-06,7.517579e-06,5.008238e-05,-1.525964e+00,-1.041075e-04
1.263800e-09,8.055805e-06,8.055805e-06,5.006045e-05,-1.521237e+00,-1.040475e-04
1.264000e-09,8.491342e-06,8.491342e-06,5.002940e-05,-1.516221e+00,-1.039729e-04
1.264200e-09,8.792170e-06,8.792170e-06,4.999181e-05,-1.510987e+00,-1.038883e-04
1.264400e-09,8.943927e-06,8.943927e-06,4.995080e-05,-1.505618e+00,-1.037987e-04
1.264600e-09,8.950890e-06,8.950890e-06,4.990965e-05,-1.500203e+00,-1.037094e-04
1.264800e-09,8.834674e-06,8.834674e-06,4.987140e-05,-1.494818e+00,-1.036254e-04
1.265000e-09,8.630916e-06,8.630916e-06,4.983848e-05,-1.489527e+00,-1.035502e-04
1.265200e-09,8.384450e-06,8.384450e-06,4.981243e-05,-1.484366e+00,-1.034863e-04
1.265400e-09,8.143614e-06,8.143614e-06,4.979375e-05,-1.479346e+00,-1.034342e-04
1.265600e-09,7.954392e-06,7.954392e-06,4.978184e-05,-1.474451e+00,-1.033928e-04
1.265800e-09,7.855072e-06,7.855072e-06,4.977509e-05,-1.469636e+00,-1.033595e-04
1.266000e-09,7.872039e-06,7.872039e-06,4.977114e-05,-1.464842e+00,-1.033305e-04
1.266200e-09,8.017126e-06,8.017126e-06,4.976710e-05,-1.459996e+00,-1.033015e-04
1.266400e-09,8.286791e-06,8.286791e-06,4.975998e-05,-1.455024e+00,-1.032678e-04
1.266600e-09,8.663157e-06,8.663157e-06,4.974696e-05,-1.449856e+00,-1.032253e-04
1.266800e-09,9.116701e-06,9.116701e-06,4.972577e-05,-1.444440e+00,-1.031708e-04
1.267000e-09,9.610232e-06,9.610232e-06,4.969489e-05,-1.438741e+00,-1.031023e-04
1.267200e-09,1.010361e-05,1.010361e-05,4.965372e-05,-1.432748e+00,-1.030190e-04
1.267400e-09,1.055862e-05,1.055862e-05,4.960259e-05,-1.426473e+00,-1.029217e-04
1.267600e-09,1.094336e-05,1.094336e-05,4.954270e-05,-1.419948e+00,-1.028125e-04
1.267800e-09,1.123576e-05,1.123576e-05,4.947592e-05,-1.413221e+00,-1.026942e-04
1.268000e-09,1.142567e-05,1.142567e-05,4.940458e-05,-1.406349e+00,-1.025704e-04
1.268200e-09,1.151552e-05,1.151552e-05,4.933110e-05,-1.399393e+00,-1.024446e-04
1.268400e-09,1.151947e-05,1.151947e-05,4.925778e-05,-1.392408e+00,-1.023202e-04
1.268600e-09,1.146125e-05,1.146125e-05,4.918644e-05,-1.385436e+00,-1.021996e-04
1.268800e-09,1.137099e-05,1.137099e-05,4.911829e-05,-1.378505e+00,-1.020847e-04
1.269000e-09,1.128152e-05,1.128152e-05,4.905376e-05,-1.371624e+00,-1.019757e-04
1.269200e-09,1.122449e-05,1.122449e-05,4.899244e-05,-1.364783e+00,-1.018722e-04
1.269400e-09,1.122688e-05,1.122688e-05,4.893318e-05,-1.357954e+00,-1.017725e-04
1.269600e-09,1.130815e-05,1.130815e-05,4.887422e-05,-1.351097e+00,-1.016739e-04
1.269800e-09,1.147842e-05,1.147842e-05,4.881337e-05,-1.344161e+00,-1.015737e-04
1.270000e-09,1.173773e-05,1.173773e-05,4.874828e-05,-1.337093e+00,-1.014686e-04
1.270200e-09,1.207654e-05,1.207654e-05,4.867669e-05,-1.329845e+00,-1.013557e-04
1.270400e-09,1.247727e-05,1.247727e-05,4.859664e-05,-1.322373e+00,-1.012325e-04
1.270600e-09,1.291661e-05,1.291661e-05,4.850668e-05,-1.314650e+00,-1.010974e-04
1.270800e-09,1.336849e-05,1.336849e-05,4.840602e-05,-1.306660e+00,-1.009494e-04
1.271000e-09,1.380703e-05,1.380703e-05,4.829451e-05,-1.298402e+00,-1.007886e-04
1.271200e-09,1.420950e-05,1.420950e-05,4.817266e-05,-1.289893e+00,-1.006159e-04
1.271400e-09,1.455864e-05,1.455864e-05,4.804155e-05,-1.281158e+00,-1.004329e-04
1.271600e-09,1.484426e-05,1.484426e-05,4.790262e-05,-1.272233e+00,-1.002417e-04
1.271800e-09,1.506407e-05,1.506407e-05,4.775753e-05,-1.263155e+00,-1.000446e-04
1.272000e-09,1.522346e-05,1.522346e-05,4.760792e-05,-1.253961e+00,-9.984373e-05
1.272200e-09,1.533456e-05,1.533456e-05,4.745521e-05,-1.244684e+00,-9.964096e-05
1.272400e-09,1.541461e-05,1.541461e-05,4.730046e-05,-1.235346e+00,-9.943768e-05
1.272600e-09,1.548385e-05,1.548385e-05,4.714422e-05,-1.225961e+00,-9.923457e-05
1.272800e-09,1.556326e-05,1.556326e-05,4.698646e-05,-1.216527e+00,-9.903163e-05
1.273000e-09,1.567235e-05,1.567235e-05,4.682659e-05,-1.207033e+00,-9.882814e-05
1.273200e-09,1.582722e-05,1.582722e-05,4.666352e-05,-1.197456e+00,-9.862277e-05
1.273400e-09,1.603912e-05,1.603912e-05,4.649573e-05,-1.187766e+00,-9.841373e-05
1.273600e-09,1.631359e-05,1.631359e-05,4.632146e-05,-1.177926e+00,-9.819896e-05
1.273800e-09,1.665026e-05,1.665026e-05,4.613882e-05,-1.167901e+00,-9.797632e-05
1.274000e-09,1.704320e-05,1.704320e-05,4.594599e-05,-1.157654e+00,-9.774378e-05
1.274200e-09,1.748196e-05,1.748196e-05,4.574135e-05,-1.147156e+00,-9.749962e-05
1.274400e-09,1.795288e-05,1.795288e-05,4.552362e-05,-1.136383e+00,-9.724254e-05
1.274600e-09,1.844070e-05,1.844070e-05,4.529192e-05,-1.125321e+00,-9.697172e-05
1.274800e-09,1.893021e-05,1.893021e-05,4.504578e-05,-1.113965e+00,-9.668691e-05
1.275000e-09,1.940782e-05,1.940782e-05,4.478517e-05,-1.102316e+00,-9.638829e-05
1.275200e-09,1.986282e-05,1.986282e-05,4.451042e-05,-1.090386e+00,-9.607651e-05
1.275400e-09,2.028828e-05,2.028828e-05,4.422214e-05,-1.078190e+00,-9.575247e-05
1.275600e-09,2.068154e-05,2.068154e-05,4.392108e-05,-1.065746e+00,-9.541727e-05
1.275800e-09,2.104423e-05,2.104423e-05,4.360804e-05,-1.053072e+00,-9.507197e-05
1.276000e-09,2.138187e-05,2.138187e-05,4.328371e-05,-1.040185e+00,-9.471754e-05
1.276200e-09,2.170314e-05,2.170314e-05,4.294859e-05,-1.027096e+00,-9.435468e-05
1.276400e-09,2.201897e-05,2.201897e-05,4.260289e-05,-1.013813e+00,-9.398378e-05
1.276600e-09,2.234137e-05,2.234137e-05,4.224647e-05,-1.000333e+00,-9.360481e-05
1.276800e-09,2.268242e-05,2.268242e-05,4.187882e-05,-9.866507e-01,-9.321734e-05
1.277000e-09,2.305321e-05,2.305321e-05,4.149907e-05,-9.727502e-01,-9.282057e-05
1.277200e-09,2.346302e-05,2.346302e-05,4.110599e-05,-9.586109e-01,-9.241333e-05
1.277400e-09,2.391878e-05,2.391878e-05,4.069812e-05,-9.442074e-01,-9.199422e-05
1.277600e-09,2.442468e-05,2.442468e-05,4.027378e-05,-9.295108e-01,-9.156162e-05
1.277800e-09,2.498220e-05,2.498220e-05,3.983117e-05,-9.144907e-01,-9.111386e-05
1.278000e-09,2.559027e-05,2.559027e-05,3.936847e-05,-8.991165e-01,-9.064923e-05
1.278200e-09,2.624571e-05,2.624571e-05,3.888389e-05,-8.833586e-01,-9.016614e-05
1.278400e-09,2.694378e-05,2.694378e-05,3.837577e-05,-8.671900e-01,-8.966311e-05
1.278600e-09,2.767889e-05,2.767889e-05,3.784256e-05,-8.505867e-01,-8.913884e-05
1.278800e-09,2.844525e-05,2.844525e-05,3.728290e-05,-8.335280e-01,-8.859224e-05
1.279000e-09,2.923751e-05,2.923751e-05,3.669560e-05,-8.159966e-01,-8.802239e-05
1.279200e-09,3.005135e-05,3.005135e-05,3.607961e-05,-7.979778e-01,-8.742855e-05
1.279400e-09,3.088388e-05,3.088388e-05,3.543398e-05,-7.794593e-01,-8.681007e-05
1.279600e-09,3.173397e-05,3.173397e-05,3.475786e-05,-7.604298e-01,-8.616640e-05
1.279800e-09,3.260233e-05,3.260233e-05,3.405036e-05,-7.408782e-01,-8.549697e-05
1.280000e-09,3.349155e-05,3.349155e-05,3.331059e-05,-7.207923e-01,-8.480116e-05
1.280200e-09,3.440591e-05,3.440591e-05,3.253749e-05,-7.001579e-01,-8.407823e-05
1.280400e-09,3.535120e-05,3.535120e-05,3.172988e-05,-6.789576e-01,-8.332730e-05
1.280600e-09,3.633442e-05,3.633442e-05,3.088633e-05,-6.571704e-01,-8.254722e-05
1.280800e-09,3.736341e-05,3.736341e-05,3.000520e-05,-6.347707e-01,-8.173663e-05
1.281000e-09,3.844659e-05,3.844659e-05,2.908454e-05,-6.117279e-01,-8.089390e-05
1.281200e-09,3.959260e-05,3.959260e-05,2.812213e-05,-5.880066e-01,-8.001710e-05
1.281400e-09,4.081007e-05,4.081007e-05,2.711544e-05,-5.635657e-01,-7.910402e-05
1.281600e-09,4.210742e-05,4.210742e-05,2.606168e-05,-5.383595e-01,-7.815215e-05
1.281800e-09,4.349274e-05,4.349274e-05,2.495777e-05,-5.123368e-01,-7.715871e-05
1.282000e-09,4.497367e-05,4.497367e-05,2.380036e-05,-4.854420e-01,-7.612067e-05
1.282200e-09,4.655737e-05,4.655737e-05,2.258589e-05,-4.576150e-01,-7.503470e-05
1.282400e-09,4.825054e-05,4.825054e-05,2.131057e-05,-4.287911e-01,-7.389728e-05
1.282600e-09,5.005944e-05,5.005944e-05,1.997047e-05,-3.989022e-01,-7.270462e-05
1.282800e-09,5.198985e-05,5.198985e-05,1.856146e-05,-3.678762e-01,-7.145272e-05
1.283000e-09,5.404705e-05,5.404705e-05,1.707936e-05,-3.356377e-01,-7.013736e-05
1.283200e-09,5.623575e-05,5.623575e-05,1.551989e-05,-3.021083e-01,-6.875412e-05
1.283400e-09,5.855986e-05,5.855986e-05,1.387878e-05,-2.672070e-01,-6.729839e-05
1.283600e-09,6.102221e-05,6.102221e-05,1.215183e-05,-2.308508e-01,-6.576539e-05
1.283800e-09,6.362403e-05,6.362403e-05,1.033499e-05,-1.929555e-01,-6.415020e-05
1.284000e-09,6.636433e-05,6.636433e-05,8.424511e-06,-1.534371e-01,-6.244779e-05
1.284200e-09,6.923899e-05,6.923899e-05,6.417077e-06,-1.122129e-01,-6.065314e-05
1.284400e-09,7.223958e-05,7.223958e-05,4.310020e-06,-6.920453e-02,-5.876129e-05
1.284600e-09,7.535198e-05,7.535198e-05,2.101581e-06,-2.434045e-02,-5.676749e-05
1.284800e-09,7.855464e-05,7.855464e-05,-2.087782e-07,2.243971e-02,-5.466744e-05
1.285000e-09,8.181655e-05,8.181655e-05,-2.619984e-06,7.118009e-02,-5.245747e-05
1.285200e-09,8.509512e-05,8.509512e-05,-5.128907e-06,1.219022e-01,-5.013495e-05
1.285400e-09,8.833380e-05,8.833380e-05,-7.729852e-06,1.745969e-01,-4.769863e-05
1.285600e-09,9.146000e-05,9.146000e-05,-1.041402e-05,2.292157e-01,-4.514918e-05
1.285800e-09,9.438332e-05,9.438332e-05,-1.316898e-05,2.856603e-01,-4.248976e-05
1.286000e-09,9.699470e-05,9.699470e-05,-1.597818e-05,3.437714e-01,-3.972666e-05
1.286200e-09,9.916697e-05,9.916697e-05,-1.882062e-05,4.033180e-01,-3.687002e-05
1.286400e-09,1.007573e-04,1.007573e-04,-2.167076e-05,4.639875e-01,-3.393454e-05
1.286600e-09,1.016122e-04,1.016122e-04,-2.449877e-05,5.253776e-01,-3.094013e-05
1.286800e-09,1.015750e-04,1.015750e-04,-2.727126e-05,5.869929e-01,-2.791243e-05
1.287000e-09,1.004967e-04,1.004967e-04,-2.995244e-05,6.482463e-01,-2.488307e-05
1.287200e-09,9.824735e-05,9.824735e-05,-3.250589e-05,7.084679e-01,-2.188960e-05
1.287400e-09,9.472994e-05,9.472994e-05,-3.489659e-05,7.669204e-01,-1.897503e-05
1.287600e-09,8.989180e-05,8.989180e-05,-3.709321e-05,8.228232e-01,-1.618682e-05
1.287800e-09,8.373398e-05,8.373398e-05,-3.907010e-05,8.753813e-01,-1.357534e-05
1.288000e-09,7.631632e-05,7.631632e-05,-4.080884e-05,9.238193e-01,-1.119191e-05
1.288200e-09,6.775784e-05,6.775784e-05,-4.229883e-05,9.674165e-01,-9.086404e-06
1.288400e-09,5.823321e-05,5.823321e-05,-4.353696e-05,1.005541e+00,-7.304554e-06
1.288600e-09,4.796676e-05,4.796676e-05,-4.452626e-05,1.037683e+00,-5.885208e-06
1.288800e-09,3.722579e-05,3.722579e-05,-4.527394e-05,1.063478e+00,-4.857606e-06
1.289000e-09,2.631454e-05,2.631454e-05,-4.578946e-05,1.082738e+00,-4.238921e-06
1.289200e-09,1.556902e-05,1.556902e-05,-4.608292e-05,1.095465e+00,-4.032196e-06
1.289400e-09,5.351543e-06,5.351543e-06,-4.616455e-05,1.101876e+00,-4.224858e-06
1.289600e-09,-3.956891e-06,-3.956891e-06,-4.604540e-05,1.102410e+00,-4.787934e-06
1.289800e-09,-1.196846e-05,-1.196846e-05,-4.573913e-05,1.097739e+00,-5.676132e-06
1.290000e-09,-1.830608e-05,-1.830608e-05,-4.526476e-05,1.088765e+00,-6.828861e-06
1.290200e-09,-2.262700e-05,-2.262700e-05,-4.464948e-05,1.076607e+00,-8.172272e-06
1.290400e-09,-2.465118e-05,-2.465118e-05,-4.393106e-05,1.062567e+00,-9.622268e-06
1.290600e-09,-2.419217e-05,-2.419217e-05,-4.315882e-05,1.048086e+00,-1.108841e-05
1.290800e-09,-2.118693e-05,-2.118693e-05,-4.239272e-05,1.034675e+00,-1.247848e-05
1.291000e-09,-1.572036e-05,-1.572036e-05,-4.169999e-05,1.023836e+00,-1.370347e-05
1.291200e-09,-8.040216e-06,-8.040216e-06,-4.114962e-05,1.016966e+00,-1.468265e-05
1.291400e-09,1.441291e-06,1.441291e-06,-4.080509e-05,1.015259e+00,-1.534843e-05
1.291600e-09,1.216183e-05,1.216183e-05,-4.071659e-05,1.019618e+00,-1.565066e-05
1.291800e-09,2.343960e-05,2.343960e-05,-4.091397e-05,1.030567e+00,-1.556026e-05
1.292000e-09,3.451874e-05,3.451874e-05,-4.140181e-05,1.048202e+00,-1.507169e-05
1.292200e-09,4.462604e-05,4.462604e-05,-4.215766e-05,1.072160e+00,-1.420436e-05
1.292400e-09,5.303389e-05,5.303389e-05,-4.313395e-05,1.101632e+00,-1.300246e-05
1.292600e-09,5.912373e-05,5.912373e-05,-4.426332e-05,1.135409e+00,-1.153327e-05
1.292800e-09,6.244312e-05,6.244312e-05,-4.546678e-05,1.171966e+00,-9.883633e-06
1.293000e-09,6.274941e-05,6.274941e-05,-4.666321e-05,1.209574e+00,-8.154808e-06
1.293200e-09,6.003330e-05,6.003330e-05,-4.777865e-05,1.246432e+00,-6.455711e-06
1.293400e-09,5.451798e-05,5.451798e-05,-4.875357e-05,1.280805e+00,-4.895110e-06
1.293600e-09,4.663408e-05,4.663408e-05,-4.954689e-05,1.311156e+00,-3.573312e-06
1.293800e-09,3.697608e-05,3.697608e-05,-5.013613e-05,1.336253e+00,-2.574082e-06
1.294000e-09,2.624977e-05,2.624977e-05,-5.051424e-05,1.355254e+00,-1.957537e-06
1.294200e-09,1.522104e-05,1.522104e-05,-5.068462e-05,1.367754e+00,-1.754701e-06
1.294400e-09,4.671884e-06,4.671884e-06,-5.065671e-05,1.373813e+00,-1.964256e-06
1.294600e-09,-4.636827e-06,-4.636827e-06,-5.044383e-05,1.373955e+00,-2.551882e-06
1.294800e-09,-1.200198e-05,-1.200198e-05,-5.006438e-05,1.369139e+00,-3.452402e-06
1.295000e-09,-1.682198e-05,-1.682198e-05,-4.954578e-05,1.360719e+00,-4.574716e-06
1.295200e-09,-1.865148e-05,-1.865148e-05,-4.892918e-05,1.350356e+00,-5.809237e-06
1.295400e-09,-1.726342e-05,-1.726342e-05,-4.827199e-05,1.339907e+00,-7.037282e-06
1.295600e-09,-1.270657e-05,-1.270657e-05,-4.764603e-05,1.331277e+00,-8.141557e-06
1.295800e-09,-5.341885e-06,-5.341885e-06,-4.712991e-05,1.326235e+00,-9.016752e-06
1.296000e-09,4.158433e-06,4.158433e-06,-4.679695e-05,1.326240e+00,-9.579221e-06
1.296200e-09,1.485919e-05,1.485919e-05,-4.670117e-05,1.332261e+00,-9.774830e-06
1.296400e-09,2.565743e-05,2.565743e-05,-4.686551e-05,1.344663e+00,-9.584244e-06
1.296600e-09,3.541314e-05,3.541314e-05,-4.727586e-05,1.363144e+00,-9.025112e-06
1.296800e-09,4.309436e-05,4.309436e-05,-4.788293e-05,1.386764e+00,-8.150828e-06
1.297000e-09,4.791109e-05,4.791109e-05,-4.861170e-05,1.414048e+00,-7.045783e-06
1.297200e-09,4.941299e-05,4.941299e-05,-4.937594e-05,1.443161e+00,-5.817325e-06
1.297400e-09,4.753407e-05,4.753407e-05,-5.009364e-05,1.472124e+00,-4.585069e-06
1.297600e-09,4.257929e-05,4.257929e-05,-5.069923e-05,1.499028e+00,-3.468536e-06
1.297800e-09,3.516242e-05,3.516242e-05,-5.114983e-05,1.522242e+00,-2.574493e-06
1.298000e-09,2.611483e-05,2.611483e-05,-5.142489e-05,1.540560e+00,-1.985389e-06
1.298200e-09,1.638746e-05,1.638746e-05,-5.152113e-05,1.553306e+00,-1.750292e-06
1.298400e-09,6.962169e-06,6.962169e-06,-5.144622e-05,1.560375e+00,-1.879379e-06
1.298600e-09,-1.222996e-06,-1.222996e-06,-5.121451e-05,1.562235e+00,-2.342715e-06
1.298800e-09,-7.340652e-06,-7.340652e-06,-5.084682e-05,1.559882e+00,-3.073553e-06
1.299000e-09,-1.074260e-05,-1.074260e-05,-5.037377e-05,1.554745e+00,-3.975928e-06
1.299200e-09,-1.103389e-05,-1.103389e-05,-4.983976e-05,1.548562e+00,-4.935762e-06
1.299400e-09,-8.144651e-06,-8.144651e-06,-4.930405e-05,1.543202e+00,-5.834225e-06
1.299600e-09,-2.380621e-06,-2.380621e-06,-4.883586e-05,1.540451e+00,-6.561751e-06
1.299800e-09,5.571722e-06,5.571722e-06,-4.850323e-05,1.541791e+00,-7.030982e-06
1.300000e-09,1.470383e-05,1.470383e-05,-4.835815e-05,1.548195e+00,-7.187078e-06
1.300200e-09,2.381144e-05,2.381144e-05,-4.842289e-05,1.559976e+00,-7.014122e-06
1.300400e-09,3.167241e-05,3.167241e-05,-4.868258e-05,1.576735e+00,-6.536854e-06
1.300600e-09,3.724207e-05,3.724207e-05,-4.908733e-05,1.597410e+00,-5.817436e-06
1.300800e-09,3.982233e-05,3.982233e-05,-4.956375e-05,1.620435e+00,-4.947519e-06
1.301000e-09,3.916499e-05,3.916499e-05,-5.003194e-05,1.643977e+00,-4.036478e-06
1.301200e-09,3.548753e-05,3.548753e-05,-5.042247e-05,1.666202e+00,-3.197236e-06
1.301400e-09,2.940519e-05,2.940519e-05,-5.068777e-05,1.685523e+00,-2.531508e-06
