time,"V(4,0)","V(B1)","I(B1)","P(B1)","I(LQ)"
0.000000e+00,6.084817e-35,4.943913e-35,-6.123234e-21,1.926211e-16,1.224647e-20
2.000000e-13,7.362075e-06,7.362075e-06,1.803708e-06,2.982656e-03,-1.817321e-07
4.000000e-13,2.034417e-05,2.034417e-05,2.056794e-06,1.221907e-02,-4.853904e-07
6.000000e-13,3.100117e-05,3.100117e-05,1.774400e-07,2.785763e-02,-1.007218e-06
8.000000e-13,3.089535e-05,3.089535e-05,-3.196310e-06,4.558736e-02,-1.867561e-06
1.000000e-12,1.526640e-05,1.526640e-05,-6.753739e-06,5.768227e-02,-3.208127e-06
1.200000e-12,-1.365311e-05,-1.365311e-05,-8.678096e-06,5.618251e-02,-5.017217e-06
1.400000e-12,-5.019220e-05,-5.019220e-05,-8.493529e-06,3.534782e-02,-7.561731e-06
1.600000e-12,-8.789178e-05,-8.789178e-05,-6.150300e-06,-7.205376e-03,-1.100065e-05
1.800000e-12,-1.226871e-04,-1.226871e-04,-2.326197e-06,-7.109500e-02,-1.552913e-05
2.000000e-12,-1.550335e-04,-1.550335e-04,1.994245e-06,-1.552015e-01,-2.138991e-05
2.200000e-12,-1.897717e-04,-1.897717e-04,6.090733e-06,-2.601207e-01,-2.886614e-05
2.400000e-12,-2.335862e-04,-2.335862e-04,9.944755e-06,-3.897285e-01,-3.825217e-05
2.600000e-12,-2.907712e-04,-2.907712e-04,1.433991e-05,-5.507335e-01,-4.978685e-05
2.800000e-12,-3.584829e-04,-3.584829e-04,2.054321e-05,-7.496369e-01,-6.353308e-05
3.000000e-12,-4.230529e-04,-4.230529e-04,2.962643e-05,-9.873328e-01,-7.920206e-05
3.200000e-12,-4.600005e-04,-4.600005e-04,4.165565e-05,-1.252928e+00,-9.596355e-05
3.400000e-12,-4.413901e-04,-4.413901e-04,5.518713e-05,-1.520284e+00,-1.123568e-04
3.600000e-12,-3.506378e-04,-3.506378e-04,6.755535e-05,-1.751459e+00,-1.264516e-04
3.800000e-12,-1.955273e-04,-1.955273e-04,7.598477e-05,-1.907733e+00,-1.362976e-04
4.000000e-12,-7.615363e-06,-7.615363e-06,7.885229e-05,-1.962910e+00,-1.404926e-04
4.200000e-12,1.721593e-04,1.721593e-04,7.626264e-05,-1.911554e+00,-1.386008e-04
4.400000e-12,3.109665e-04,3.109665e-04,6.965436e-05,-1.768451e+00,-1.312424e-04
4.600000e-12,3.942804e-04,3.942804e-04,6.084782e-05,-1.561012e+00,-1.198457e-04
4.800000e-12,4.253206e-04,4.253206e-04,5.121543e-05,-1.319552e+00,-1.062016e-04
5.000000e-12,4.172522e-04,4.172522e-04,4.140039e-05,-1.070021e+00,-9.201930e-05
5.200000e-12,3.844528e-04,3.844528e-04,3.155833e-05,-8.310872e-01,-7.863046e-05
5.400000e-12,3.373265e-04,3.373265e-04,2.180671e-05,-6.147789e-01,-6.688795e-05
5.600000e-12,2.815688e-04,2.815688e-04,1.254904e-05,-4.286020e-01,-5.721515e-05
5.800000e-12,2.202130e-04,2.202130e-04,4.500549e-06,-2.773263e-01,-4.972933e-05
6.000000e-12,1.560765e-04,1.560765e-04,-1.556606e-06,-1.636686e-01,-4.437293e-05
6.200000e-12,9.290690e-05,9.290690e-05,-5.116248e-06,-8.814260e-02,-4.101601e-05
6.400000e-12,3.480662e-05,3.480662e-05,-6.181373e-06,-4.886578e-02,-3.951932e-05
6.600000e-12,-1.533243e-05,-1.533243e-05,-5.253543e-06,-4.198525e-02,-3.976277e-05
6.800000e-12,-5.714234e-05,-5.714234e-05,-3.081010e-06,-6.284227e-02,-4.164862e-05
7.000000e-12,-9.286776e-05,-9.286776e-05,-2.943612e-07,-1.074189e-01,-4.508818e-05
7.200000e-12,-1.260194e-04,-1.260194e-04,2.885513e-06,-1.733330e-01,-4.997870e-05
7.400000e-12,-1.591758e-04,-1.591758e-04,6.717436e-06,-2.597925e-01,-5.617647e-05
7.600000e-12,-1.919587e-04,-1.919587e-04,1.174392e-05,-3.663821e-01,-6.347142e-05
7.800000e-12,-2.201535e-04,-2.201535e-04,1.841369e-05,-4.911045e-01,-7.156680e-05
8.000000e-12,-2.365003e-04,-2.365003e-04,2.670256e-05,-6.284939e-01,-8.006490e-05
8.200000e-12,-2.330667e-04,-2.330667e-04,3.592824e-05,-7.687146e-01,-8.846192e-05
8.400000e-12,-2.044648e-04,-2.044648e-04,4.487269e-05,-8.982912e-01,-9.616196e-05
8.600000e-12,-1.505715e-04,-1.505715e-04,5.217191e-05,-1.002486e+00,-1.025244e-04
8.800000e-12,-7.728145e-05,-7.728145e-05,5.678204e-05,-1.068527e+00,-1.069490e-04
9.000000e-12,5.331942e-06,5.331942e-06,5.828098e-05,-1.088380e+00,-1.089810e-04
9.200000e-12,8.651753e-05,8.651753e-05,5.686408e-05,-1.059947e+00,-1.084005e-04
9.400000e-12,1.581006e-04,1.581006e-04,5.307869e-05,-9.864162e-01,-1.052631e-04
9.600000e-12,2.159747e-04,2.159747e-04,4.748518e-05,-8.744065e-01,-9.987325e-05
9.800000e-12,2.596038e-04,2.596038e-04,4.044156e-05,-7.318946e-01,-9.270315e-05
1.000000e-11,2.904008e-04,2.904008e-04,3.209946e-05,-5.667382e-01,-8.428462e-05
1.020000e-11,3.101319e-04,3.101319e-04,2.256121e-05,-3.860399e-01,-7.511014e-05
1.040000e-11,3.200750e-04,3.200750e-04,1.206755e-05,-1.961325e-01,-6.556965e-05
1.060000e-11,3.210282e-04,3.210282e-04,1.093945e-06,-2.769349e-03,-5.593249e-05
1.080000e-11,3.138123e-04,3.138123e-04,-9.697225e-06,1.888223e-01,-4.636703e-05
1.100000e-11,2.997724e-04,2.997724e-04,-1.961845e-05,3.741354e-01,-3.697965e-05
1.120000e-11,2.808981e-04,2.808981e-04,-2.814869e-05,5.497089e-01,-2.785406e-05
1.140000e-11,2.594416e-04,2.594417e-04,-3.506319e-05,7.133431e-01,-1.907846e-05
1.160000e-11,2.372174e-04,2.372174e-04,-4.044644e-05,8.639936e-01,-1.075781e-05
1.180000e-11,2.149691e-04,2.149691e-04,-4.459158e-05,1.001303e+00,-3.015434e-06
1.200000e-11,1.921926e-04,1.921926e-04,-4.784207e-05,1.124937e+00,4.010267e-06
1.220000e-11,1.675647e-04,1.675647e-04,-5.045283e-05,1.234035e+00,1.017095e-05
1.240000e-11,1.397857e-04,1.397857e-04,-5.253051e-05,1.327034e+00,1.531522e-05
1.260000e-11,1.083888e-04,1.083888e-04,-5.406686e-05,1.401946e+00,1.929846e-05
1.280000e-11,7.408599e-05,7.408599e-05,-5.502922e-05,1.456931e+00,2.199516e-05
1.300000e-11,3.849105e-05,3.849105e-05,-5.544616e-05,1.490854e+00,2.331174e-05
1.320000e-11,3.430139e-06,3.430139e-06,-5.543526e-05,1.503551e+00,2.319733e-05
1.340000e-11,-2.972565e-05,-2.972565e-05,-5.515788e-05,1.495741e+00,2.165170e-05
1.360000e-11,-6.032260e-05,-6.032260e-05,-5.472872e-05,1.468698e+00,1.873130e-05
1.380000e-11,-8.816387e-05,-8.816387e-05,-5.413257e-05,1.423965e+00,1.455516e-05
1.400000e-11,-1.129144e-04,-1.129144e-04,-5.319782e-05,1.363309e+00,9.310715e-06
1.420000e-11,-1.335328e-04,-1.335328e-04,-5.164917e-05,1.288990e+00,3.256610e-06
1.440000e-11,-1.480606e-04,-1.480606e-04,-4.922646e-05,1.204233e+00,-3.282270e-06
1.460000e-11,-1.539095e-04,-1.539095e-04,-4.582581e-05,1.113626e+00,-9.931190e-06
1.480000e-11,-1.485500e-04,-1.485500e-04,-4.160591e-05,1.023240e+00,-1.629246e-05
1.500000e-11,-1.303426e-04,-1.303426e-04,-3.701092e-05,9.403047e-01,-2.197707e-05
1.520000e-11,-9.921123e-05,-9.921123e-05,-3.269213e-05,8.724654e-01,-2.663381e-05
1.540000e-11,-5.692998e-05,-5.692998e-05,-2.935127e-05,8.267877e-01,-2.997135e-05
1.560000e-11,-6.941225e-06,-6.941225e-06,-2.756129e-05,8.087497e-01,-3.177362e-05
1.580000e-11,4.621116e-05,4.621116e-05,-2.762801e-05,8.214589e-01,-3.191188e-05
1.600000e-11,9.761088e-05,9.761088e-05,-2.953456e-05,8.652412e-01,-3.035677e-05
1.620000e-11,1.426111e-04,1.426111e-04,-3.297237e-05,9.376125e-01,-2.719049e-05
1.640000e-11,1.772523e-04,1.772523e-04,-3.742988e-05,1.033548e+00,-2.261617e-05
1.660000e-11,1.985096e-04,1.985096e-04,-4.230038e-05,1.145950e+00,-1.695890e-05
1.680000e-11,2.045317e-04,2.045317e-04,-4.698382e-05,1.266281e+00,-1.065262e-05
1.700000e-11,1.949593e-04,1.949593e-04,-5.097685e-05,1.385377e+00,-4.209579e-06
1.720000e-11,1.711757e-04,1.711757e-04,-5.395039e-05,1.494425e+00,1.826407e-06
1.740000e-11,1.362057e-04,1.362057e-04,-5.580200e-05,1.585957e+00,6.936036e-06
1.760000e-11,9.411021e-05,9.411021e-05,-5.665672e-05,1.654595e+00,1.067972e-05
1.780000e-11,4.907507e-05,4.907507e-05,-5.679711e-05,1.697356e+00,1.274296e-05
1.800000e-11,4.651448e-06,4.651448e-06,-5.653337e-05,1.713495e+00,1.296761e-05
1.820000e-11,-3.646625e-05,-3.646625e-05,-5.606114e-05,1.704100e+00,1.136942e-05
1.840000e-11,-7.208198e-05,-7.208198e-05,-5.537191e-05,1.671766e+00,8.142926e-06
1.860000e-11,-9.989019e-05,-9.989019e-05,-5.426736e-05,1.620518e+00,3.651868e-06
1.880000e-11,-1.171088e-04,-1.171088e-04,-5.248567e-05,1.555990e+00,-1.599807e-06
1.900000e-11,-1.207081e-04,-1.207081e-04,-4.989381e-05,1.485578e+00,-7.019860e-06
1.920000e-11,-1.082603e-04,-1.082603e-04,-4.665645e-05,1.418247e+00,-1.199795e-05
1.940000e-11,-7.910022e-05,-7.910022e-05,-4.328861e-05,1.363756e+00,-1.598087e-05
1.960000e-11,-3.531431e-05,-3.531431e-05,-4.054318e-05,1.331286e+00,-1.853735e-05
1.980000e-11,1.789753e-05,1.789753e-05,-3.916225e-05,1.327713e+00,-1.940335e-05
2.000000e-11,7.275538e-05,7.275538e-05,-3.959146e-05,1.355998e+00,-1.850745e-05
2.020000e-11,1.113334e-04,1.113334e-04,-4.398660e-05,1.410532e+00,-1.597962e-05
2.040000e-11,1.283330e-04,1.283330e-04,-4.818564e-05,1.480703e+00,-1.215644e-05
2.060000e-11,1.271478e-04,1.271478e-04,-5.100495e-05,1.555605e+00,-7.539583e-06
2.080000e-11,1.141174e-04,1.141174e-04,-5.238035e-05,1.626806e+00,-2.720708e-06
2.100000e-11,9.435334e-05,9.435334e-05,-5.287971e-05,1.688766e+00,1.704791e-06
2.120000e-11,6.989494e-05,6.989494e-05,-5.323984e-05,1.737736e+00,5.215172e-06
2.140000e-11,4.044527e-05,4.044527e-05,-5.390518e-05,1.770445e+00,7.420173e-06
2.160000e-11,5.695158e-06,5.695158e-06,-5.481508e-05,1.783656e+00,8.099121e-06
2.180000e-11,-3.249577e-05,-3.249577e-05,-5.550726e-05,1.774894e+00,7.221206e-06
2.200000e-11,-6.945747e-05,-6.945747e-05,-5.542639e-05,1.743834e+00,4.945974e-06
2.220000e-11,-9.889551e-05,-9.889551e-05,-5.424419e-05,1.693414e+00,1.600232e-06
2.240000e-11,-1.150887e-04,-1.150887e-04,-5.203022e-05,1.629980e+00,-2.368322e-06
2.260000e-11,-1.148565e-04,-1.148565e-04,-4.921921e-05,1.562303e+00,-6.453339e-06
2.280000e-11,-9.842300e-05,-9.842300e-05,-4.642921e-05,1.499869e+00,-1.015624e-05
2.300000e-11,-6.904685e-05,-6.904685e-05,-4.423998e-05,1.451084e+00,-1.304616e-05
2.320000e-11,-3.187114e-05,-3.187114e-05,-4.303013e-05,1.421911e+00,-1.480688e-05
2.340000e-11,7.382740e-06,7.382740e-06,-4.291770e-05,1.415177e+00,-1.526807e-05
2.360000e-11,4.343208e-05,4.343208e-05,-4.379218e-05,1.430528e+00,-1.441962e-05
2.380000e-11,7.202326e-05,7.202326e-05,-4.539387e-05,1.464825e+00,-1.240831e-05
2.400000e-11,9.020055e-05,9.020055e-05,-4.739734e-05,1.512801e+00,-9.516561e-06
2.420000e-11,9.643118e-05,9.643118e-05,-4.947668e-05,1.567861e+00,-6.125134e-06
2.440000e-11,9.067837e-05,9.067837e-05,-5.135125e-05,1.622951e+00,-2.663709e-06
2.460000e-11,7.437501e-05,7.437501e-05,-5.281829e-05,1.671447e+00,4.439708e-07
2.480000e-11,5.019026e-05,5.019026e-05,-5.377236e-05,1.707946e+00,2.832623e-06
2.500000e-11,2.155757e-05,2.155757e-05,-5.420446e-05,1.728846e+00,4.238323e-06
2.520000e-11,-7.920977e-06,-7.920977e-06,-5.417522e-05,1.732604e+00,4.526616e-06
2.540000e-11,-3.499249e-05,-3.499249e-05,-5.376918e-05,1.719680e+00,3.703570e-06
2.560000e-11,-5.703794e-05,-5.703794e-05,-5.305130e-05,1.692263e+00,1.909832e-06
2.580000e-11,-7.211442e-05,-7.211442e-05,-5.205011e-05,1.653908e+00,-6.008579e-07
2.600000e-11,-7.888511e-05,-7.888511e-05,-5.078013e-05,1.609164e+00,-3.496230e-06
2.620000e-11,-7.660836e-05,-7.660836e-05,-4.929268e-05,1.563212e+00,-6.409237e-06
2.640000e-11,-6.527987e-05,-6.527987e-05,-4.772422e-05,1.521448e+00,-8.985167e-06
2.660000e-11,-4.588173e-05,-4.588173e-05,-4.630678e-05,1.488938e+00,-1.092515e-05
2.680000e-11,-2.057525e-05,-2.057525e-05,-4.532237e-05,1.469765e+00,-1.201989e-05
2.700000e-11,7.352949e-06,7.352949e-06,-4.501323e-05,1.466353e+00,-1.217005e-05
2.720000e-11,3.390574e-05,3.390574e-05,-4.548628e-05,1.478952e+00,-1.139258e-05
2.740000e-11,5.511509e-05,5.511509e-05,-4.665786e-05,1.505481e+00,-9.814210e-06
2.760000e-11,6.790989e-05,6.790989e-05,-4.826872e-05,1.541837e+00,-7.653313e-06
2.780000e-11,7.081534e-05,7.081534e-05,-4.996719e-05,1.582646e+00,-5.191751e-06
2.800000e-11,6.421113e-05,6.421113e-05,-5.142534e-05,1.622263e+00,-2.739116e-06
2.820000e-11,5.004056e-05,5.004056e-05,-5.243725e-05,1.655742e+00,-5.936283e-07
2.840000e-11,3.110653e-05,3.110653e-05,-5.295769e-05,1.679504e+00,9.946651e-07
2.860000e-11,1.027702e-05,1.027702e-05,-5.306983e-05,1.691589e+00,1.853021e-06
2.880000e-11,-1.006477e-05,-1.006477e-05,-5.290546e-05,1.691539e+00,1.903989e-06
2.900000e-11,-2.816231e-05,-2.816231e-05,-5.256283e-05,1.680113e+00,1.171016e-06
2.920000e-11,-4.270008e-05,-4.270008e-05,-5.206470e-05,1.659005e+00,-2.280293e-07
2.940000e-11,-5.253838e-05,-5.253838e-05,-5.137473e-05,1.630684e+00,-2.098285e-06
2.980000e-11,-5.414020e-05,-5.414020e-05,-4.934855e-05,1.565578e+00,-6.252481e-06
3.000000e-11,-4.493800e-05,-4.493800e-05,-4.818247e-05,1.536463e+00,-8.024184e-06
3.020000e-11,-2.982688e-05,-2.982688e-05,-4.717700e-05,1.514674e+00,-9.305989e-06
3.040000e-11,-1.072029e-05,-1.072029e-05,-4.656084e-05,1.503068e+00,-9.961893e-06
3.060000e-11,9.603292e-06,9.603292e-06,-4.648936e-05,1.503089e+00,-9.936295e-06
3.080000e-11,2.804353e-05,2.804353e-05,-4.698350e-05,1.514458e+00,-9.257116e-06
3.100000e-11,4.186133e-05,4.186133e-05,-4.792058e-05,1.535207e+00,-8.029591e-06
3.120000e-11,4.927114e-05,4.927114e-05,-4.907947e-05,1.562085e+00,-6.421542e-06
3.140000e-11,4.974425e-05,4.974425e-05,-5.021851e-05,1.591198e+00,-4.641502e-06
3.160000e-11,4.394136e-05,4.394136e-05,-5.115071e-05,1.618705e+00,-2.912073e-06
3.180000e-11,3.334365e-05,3.334365e-05,-5.178562e-05,1.641382e+00,-1.442005e-06
3.200000e-11,1.976747e-05,1.976747e-05,-5.212517e-05,1.656950e+00,-4.008791e-07
3.220000e-11,4.968073e-06,4.968073e-06,-5.222370e-05,1.664152e+00,1.002617e-07
3.240000e-11,-9.545257e-06,-9.545257e-06,-5.213770e-05,1.662686e+00,2.022386e-08
3.260000e-11,-2.249411e-05,-2.249411e-05,-5.189230e-05,1.653084e+00,-6.099248e-07
3.280000e-11,-3.273449e-05,-3.273449e-05,-5.147972e-05,1.636621e+00,-1.693208e-06
3.300000e-11,-3.922034e-05,-3.922034e-05,-5.088623e-05,1.615244e+00,-3.080899e-06
3.320000e-11,-4.110579e-05,-4.110579e-05,-5.012960e-05,1.591464e+00,-4.592661e-06
3.340000e-11,-3.796209e-05,-3.796209e-05,-4.928414e-05,1.568158e+00,-6.039971e-06
3.360000e-11,-3.000428e-05,-3.000428e-05,-4.847784e-05,1.548233e+00,-7.249585e-06
3.380000e-11,-1.820316e-05,-1.820316e-05,-4.786085e-05,1.534217e+00,-8.083933e-06
3.400000e-11,-4.202549e-06,-4.202549e-06,-4.755859e-05,1.527842e+00,-8.456111e-06
3.420000e-11,9.958647e-06,9.958647e-06,-4.763024e-05,1.529752e+00,-8.338134e-06
3.440000e-11,2.224287e-05,2.224287e-05,-4.805005e-05,1.539400e+00,-7.762032e-06
3.460000e-11,3.100929e-05,3.100929e-05,-4.871844e-05,1.555179e+00,-6.813987e-06
3.480000e-11,3.529211e-05,3.529211e-05,-4.949634e-05,1.574737e+00,-5.622275e-06
3.500000e-11,3.489332e-05,3.489332e-05,-5.024751e-05,1.595393e+00,-4.340419e-06
3.520000e-11,3.029066e-05,3.029066e-05,-5.087176e-05,1.614550e+00,-3.127615e-06
3.540000e-11,2.242589e-05,2.242589e-05,-5.131814e-05,1.630021e+00,-2.129013e-06
3.560000e-11,1.246744e-05,1.246744e-05,-5.157738e-05,1.640230e+00,-1.458403e-06
3.580000e-11,1.626915e-06,1.626915e-06,-5.166218e-05,1.644291e+00,-1.185438e-06
3.600000e-11,-8.939699e-06,-8.939699e-06,-5.158769e-05,1.642024e+00,-1.328764e-06
3.620000e-11,-1.816859e-05,-1.816859e-05,-5.136244e-05,1.633907e+00,-1.855614e-06
3.640000e-11,-2.511398e-05,-2.511398e-05,-5.099272e-05,1.621027e+00,-2.687673e-06
3.660000e-11,-2.900794e-05,-2.900794e-05,-5.049605e-05,1.604981e+00,-3.712319e-06
3.680000e-11,-2.936410e-05,-2.936410e-05,-4.991428e-05,1.587736e+00,-4.797695e-06
3.700000e-11,-2.609547e-05,-2.609547e-05,-4.931751e-05,1.571415e+00,-5.809586e-06
3.720000e-11,-1.959391e-05,-1.959391e-05,-4.879464e-05,1.558037e+00,-6.627875e-06
3.740000e-11,-1.072402e-05,-1.072402e-05,-4.843302e-05,1.549233e+00,-7.160527e-06
3.760000e-11,-7.117984e-07,-7.117984e-07,-4.829488e-05,1.546010e+00,-7.353553e-06
3.780000e-11,9.054297e-06,9.054297e-06,-4.839990e-05,1.548603e+00,-7.196016e-06
3.800000e-11,1.726190e-05,1.726190e-05,-4.872042e-05,1.556461e+00,-6.719761e-06
3.820000e-11,2.289230e-05,2.289230e-05,-4.919078e-05,1.568355e+00,-5.994089e-06
3.840000e-11,2.536464e-05,2.536464e-05,-4.972631e-05,1.582596e+00,-5.116130e-06
3.860000e-11,2.458010e-05,2.458010e-05,-5.024470e-05,1.597301e+00,-4.198111e-06
3.880000e-11,2.087149e-05,2.087149e-05,-5.068217e-05,1.610659e+00,-3.353169e-06
3.900000e-11,1.489045e-05,1.489045e-05,-5.100012e-05,1.621144e+00,-2.681488e-06
3.920000e-11,7.475104e-06,7.475104e-06,-5.118264e-05,1.627668e+00,-2.258512e-06
3.940000e-11,-4.665589e-07,-4.665589e-07,-5.122875e-05,1.629653e+00,-2.126631e-06
3.960000e-11,-8.042691e-06,-8.042691e-06,-5.114476e-05,1.627057e+00,-2.291210e-06
3.980000e-11,-1.443883e-05,-1.443883e-05,-5.094082e-05,1.620341e+00,-2.721297e-06
4.000000e-11,-1.897124e-05,-1.897124e-05,-5.063272e-05,1.610417e+00,-3.354728e-06
4.020000e-11,-2.114566e-05,-2.114566e-05,-5.024654e-05,1.598542e+00,-4.106879e-06
4.040000e-11,-2.072098e-05,-2.072098e-05,-4.982224e-05,1.586189e+00,-4.881847e-06
4.060000e-11,-1.776234e-05,-1.776234e-05,-4.941239e-05,1.574875e+00,-5.584576e-06
4.080000e-11,-1.266047e-05,-1.266047e-05,-4.907488e-05,1.565974e+00,-6.132389e-06
4.100000e-11,-6.098656e-06,-6.098656e-06,-4.886109e-05,1.560537e+00,-6.464528e-06
4.120000e-11,1.037606e-06,1.037606e-06,-4.880370e-05,1.559145e+00,-6.548642e-06
4.140000e-11,7.794627e-06,7.794627e-06,-4.890836e-05,1.561838e+00,-6.383620e-06
4.160000e-11,1.330048e-05,1.330048e-05,-4.915253e-05,1.568125e+00,-5.998579e-06
4.180000e-11,1.689714e-05,1.689714e-05,-4.949163e-05,1.577066e+00,-5.448271e-06
4.200000e-11,1.822654e-05,1.822654e-05,-4.987018e-05,1.587431e+00,-4.805562e-06
4.220000e-11,1.725624e-05,1.725624e-05,-5.023397e-05,1.597877e+00,-4.151952e-06
4.240000e-11,1.424795e-05,1.424795e-05,-5.053947e-05,1.607131e+00,-3.567350e-06
4.260000e-11,9.686633e-06,9.686633e-06,-5.075819e-05,1.614140e+00,-3.120381e-06
4.280000e-11,4.193648e-06,4.193648e-06,-5.087618e-05,1.618176e+00,-2.860417e-06
4.300000e-11,-1.556125e-06,-1.556125e-06,-5.089068e-05,1.618890e+00,-2.812248e-06
4.320000e-11,-6.903159e-06,-6.903159e-06,-5.080648e-05,1.616332e+00,-2.973958e-06
4.340000e-11,-1.125861e-05,-1.125861e-05,-5.063424e-05,1.610918e+00,-3.318133e-06
4.360000e-11,-1.415192e-05,-1.415192e-05,-5.039081e-05,1.603380e+00,-3.796150e-06
4.380000e-11,-1.527499e-05,-1.527499e-05,-5.010069e-05,1.594678e+00,-4.344898e-06
4.400000e-11,-1.452068e-05,-1.452068e-05,-4.979632e-05,1.585895e+00,-4.895015e-06
4.420000e-11,-1.200675e-05,-1.200675e-05,-4.951582e-05,1.578103e+00,-5.379577e-06
4.440000e-11,-8.073502e-06,-8.073502e-06,-4.929746e-05,1.572235e+00,-5.742135e-06
4.460000e-11,-3.247048e-06,-3.247048e-06,-4.917246e-05,1.568963e+00,-5.943161e-06
4.480000e-11,1.831323e-06,1.831323e-06,-4.915804e-05,1.568615e+00,-5.964191e-06
4.500000e-11,6.499025e-06,6.499025e-06,-4.925352e-05,1.571131e+00,-5.809270e-06
4.520000e-11,1.017093e-05,1.017093e-05,-4.944052e-05,1.576091e+00,-5.503643e-06
4.540000e-11,1.242252e-05,1.242252e-05,-4.968744e-05,1.582777e+00,-5.089937e-06
4.560000e-11,1.304124e-05,1.304124e-05,-4.995656e-05,1.590289e+00,-4.622372e-06
4.580000e-11,1.203883e-05,1.203883e-05,-5.021138e-05,1.597671e+00,-4.159768e-06
4.600000e-11,9.628010e-06,9.628010e-06,-5.042225e-05,1.604032e+00,-3.758218e-06
4.620000e-11,6.174272e-06,6.174272e-06,-5.056908e-05,1.608654e+00,-3.464350e-06
4.640000e-11,2.136899e-06,2.136899e-06,-5.064141e-05,1.611060e+00,-3.309987e-06
4.660000e-11,-1.989508e-06,-1.989508e-06,-5.063694e-05,1.611056e+00,-3.308797e-06
4.680000e-11,-5.726862e-06,-5.726862e-06,-5.055984e-05,1.608734e+00,-3.455297e-06
4.700000e-11,-8.657884e-06,-8.657884e-06,-5.041985e-05,1.604453e+00,-3.726218e-06
4.720000e-11,-1.046423e-05,-1.046423e-05,-5.023219e-05,1.598786e+00,-4.084008e-06
4.740000e-11,-1.095873e-05,-1.095873e-05,-5.001756e-05,1.592458e+00,-4.481933e-06
4.760000e-11,-1.010866e-05,-1.010866e-05,-4.980121e-05,1.586253e+00,-4.870118e-06
4.780000e-11,-8.044645e-06,-8.044645e-06,-4.961041e-05,1.580925e+00,-5.201734e-06
4.800000e-11,-5.049006e-06,-5.049006e-06,-4.947046e-05,1.577104e+00,-5.438569e-06
4.820000e-11,-1.521376e-06,-1.521376e-06,-4.940014e-05,1.575214e+00,-5.555341e-06
4.840000e-11,2.075798e-06,2.075798e-06,-4.940796e-05,1.575425e+00,-5.542278e-06
4.860000e-11,5.283133e-06,5.283133e-06,-4.949037e-05,1.577635e+00,-5.405726e-06
4.880000e-11,7.709405e-06,7.709405e-06,-4.963274e-05,1.581496e+00,-5.166796e-06
4.900000e-11,9.083538e-06,9.083538e-06,-4.981254e-05,1.586462e+00,-4.858264e-06
4.920000e-11,9.284612e-06,9.284612e-06,-5.000386e-05,1.591880e+00,-4.520183e-06
4.940000e-11,8.346715e-06,8.346715e-06,-5.018190e-05,1.597067e+00,-4.194744e-06
4.960000e-11,6.441367e-06,6.441367e-06,-5.032638e-05,1.601406e+00,-3.921074e-06
4.980000e-11,3.844300e-06,3.844300e-06,-5.042326e-05,1.604409e+00,-3.730573e-06
5.000000e-11,8.946292e-07,8.946292e-07,-5.046510e-05,1.605773e+00,-3.643374e-06
5.020000e-11,-2.046988e-06,-2.046988e-06,-5.045045e-05,1.605398e+00,-3.666297e-06
5.040000e-11,-4.637234e-06,-4.637234e-06,-5.038318e-05,1.603395e+00,-3.792502e-06
5.060000e-11,-6.584452e-06,-6.584452e-06,-5.027190e-05,1.600059e+00,-4.002834e-06
5.080000e-11,-7.677652e-06,-7.677652e-06,-5.012957e-05,1.595837e+00,-4.268604e-06
5.100000e-11,-7.808814e-06,-7.808814e-06,-4.997281e-05,1.591266e+00,-4.555441e-06
5.120000e-11,-6.985889e-06,-6.985889e-06,-4.982060e-05,1.586912e+00,-4.827689e-06
5.140000e-11,-5.333233e-06,-5.333233e-06,-4.969204e-05,1.583300e+00,-5.052787e-06
5.160000e-11,-3.077120e-06,-3.077120e-06,-4.960364e-05,1.580849e+00,-5.205115e-06
5.180000e-11,-5.164470e-07,-5.164470e-07,-4.956647e-05,1.579823e+00,-5.268837e-06
5.200000e-11,2.017939e-06,2.017939e-06,-4.958422e-05,1.580299e+00,-5.239465e-06
5.220000e-11,4.208886e-06,4.208886e-06,-4.965257e-05,1.582162e+00,-5.123981e-06
5.240000e-11,5.795703e-06,5.795703e-06,-4.976020e-05,1.585132e+00,-4.939575e-06
5.260000e-11,6.606746e-06,6.606746e-06,-4.989099e-05,1.588798e+00,-4.711184e-06
5.280000e-11,6.576997e-06,6.576997e-06,-5.002696e-05,1.592685e+00,-4.468188e-06
5.300000e-11,5.749260e-06,5.749260e-06,-5.015106e-05,1.596309e+00,-4.240672e-06
5.320000e-11,4.260915e-06,4.260915e-06,-5.024930e-05,1.599244e+00,-4.055744e-06
5.340000e-11,2.320352e-06,2.320352e-06,-5.031194e-05,1.601162e+00,-3.934341e-06
5.360000e-11,1.778705e-07,1.778705e-07,-5.033393e-05,1.601874e+00,-3.888903e-06
5.380000e-11,-1.904845e-06,-1.904845e-06,-5.031476e-05,1.601339e+00,-3.922170e-06
5.400000e-11,-3.683763e-06,-3.683763e-06,-5.025806e-05,1.599669e+00,-4.027200e-06
5.420000e-11,-4.958210e-06,-4.958210e-06,-5.017123e-05,1.597103e+00,-4.188576e-06
5.440000e-11,-5.591793e-06,-5.591793e-06,-5.006481e-05,1.593982e+00,-4.384594e-06
5.460000e-11,-5.526929e-06,-5.526929e-06,-4.995163e-05,1.590703e+00,-4.590137e-06
5.480000e-11,-4.791147e-06,-4.791147e-06,-4.984555e-05,1.587669e+00,-4.779862e-06
