time,"I(RIN)","I(RX1)","I(RX2)","I(LQ|XBFR1)","I(LQ|XBFR2)"
0.000000e+00,-2.640176e-12,3.356946e-15,5.109161e-15,9.452198e-10,9.452198e-10
2.000000e-13,-9.846532e-07,-7.286885e-08,1.393764e-07,-4.191192e-09,-4.191192e-09
4.000000e-13,-1.985554e-06,-7.845693e-08,1.575391e-07,-1.597492e-08,-1.597492e-08
6.000000e-13,-2.979639e-06,-8.670189e-08,1.728004e-07,-4.131528e-08,-4.131528e-08
8.000000e-13,-3.970553e-06,-9.622534e-08,1.914970e-07,-9.174030e-08,-9.174030e-08
1.000000e-12,-4.957847e-06,-9.828293e-08,1.963812e-07,-1.851699e-07,-1.851699e-07
1.200000e-12,-4.956098e-06,-9.164046e-08,1.839090e-07,-3.433954e-07,-3.433954e-07
1.400000e-12,-4.932323e-06,-7.975082e-08,1.606425e-07,-6.053653e-07,-6.053653e-07
1.600000e-12,-4.908175e-06,-6.796598e-08,1.373293e-07,-1.022074e-06,-1.022074e-06
1.800000e-12,-4.878063e-06,-6.112053e-08,1.238917e-07,-1.665039e-06,-1.665039e-06
2.000000e-12,-4.840150e-06,-6.144948e-08,1.253484e-07,-2.633001e-06,-2.633001e-06
2.200000e-12,-4.793034e-06,-6.764273e-08,1.400143e-07,-4.059712e-06,-4.059712e-06
2.400000e-12,-4.736368e-06,-7.534189e-08,1.606352e-07,-6.122291e-06,-6.122291e-06
2.600000e-12,-4.672443e-06,-7.887428e-08,1.777891e-07,-9.048562e-06,-9.048562e-06
2.800000e-12,-4.608431e-06,-7.381488e-08,1.839330e-07,-1.312066e-05,-1.312066e-05
3.000000e-12,-4.558344e-06,-5.989371e-08,1.763069e-07,-1.867132e-05,-1.867132e-05
3.200000e-12,-4.542084e-06,-4.291879e-08,1.575078e-07,-2.606863e-05,-2.606863e-05
3.400000e-12,-4.578586e-06,-3.287239e-08,1.336562e-07,-3.568258e-05,-3.568258e-05
3.600000e-12,-4.674595e-06,-3.716511e-08,1.111932e-07,-4.781877e-05,-4.781877e-05
3.800000e-12,-4.817501e-06,-5.448482e-08,9.404232e-08,-6.259194e-05,-6.259194e-05
4.000000e-12,-4.978697e-06,-7.567672e-08,8.289153e-08,-7.971653e-05,-7.971653e-05
4.200000e-12,-5.124563e-06,-9.055285e-08,7.728198e-08,-9.825208e-05,-9.825208e-05
4.400000e-12,-5.228212e-06,-9.443774e-08,7.857134e-08,-1.164605e-04,-1.164605e-04
4.600000e-12,-5.276771e-06,-8.975729e-08,8.975202e-08,-1.319945e-04,-1.319945e-04
4.800000e-12,-5.272017e-06,-8.267433e-08,1.113735e-07,-1.424755e-04,-1.424755e-04
5.000000e-12,-5.225811e-06,-7.833287e-08,1.388536e-07,-1.462268e-04,-1.462268e-04
5.200000e-12,-5.154012e-06,-7.808275e-08,1.651174e-07,-1.427964e-04,-1.427964e-04
5.400000e-12,-5.071978e-06,-7.963203e-08,1.856678e-07,-1.330332e-04,-1.330332e-04
5.600000e-12,-4.992602e-06,-7.918785e-08,2.007870e-07,-1.187228e-04,-1.187228e-04
5.800000e-12,-4.926069e-06,-7.410517e-08,2.132548e-07,-1.019945e-04,-1.019945e-04
6.000000e-12,-4.880135e-06,-6.474348e-08,2.244038e-07,-8.477732e-05,-8.477732e-05
6.200000e-12,-4.860084e-06,-5.462423e-08,2.320723e-07,-6.848762e-05,-6.848762e-05
6.400000e-12,-4.868143e-06,-4.865879e-08,2.317531e-07,-5.397326e-05,-5.397326e-05
6.600000e-12,-4.902606e-06,-5.030783e-08,2.198368e-07,-4.162615e-05,-4.162615e-05
6.800000e-12,-4.957419e-06,-5.946341e-08,1.967401e-07,-3.154804e-05,-3.154804e-05
7.000000e-12,-5.022981e-06,-7.255265e-08,1.679231e-07,-2.369014e-05,-2.369014e-05
7.200000e-12,-5.088247e-06,-8.475458e-08,1.420493e-07,-1.793845e-05,-1.793845e-05
7.400000e-12,-5.143346e-06,-9.268709e-08,1.271844e-07,-1.415350e-05,-1.415350e-05
7.600000e-12,-5.181652e-06,-9.579172e-08,1.270444e-07,-1.218454e-05,-1.218454e-05
7.800000e-12,-5.200619e-06,-9.581920e-08,1.392325e-07,-1.187339e-05,-1.187339e-05
8.000000e-12,-5.201328e-06,-9.515500e-08,1.563031e-07,-1.305411e-05,-1.305411e-05
8.200000e-12,-5.187204e-06,-9.523811e-08,1.690834e-07,-1.554995e-05,-1.554995e-05
8.400000e-12,-5.162539e-06,-9.592641e-08,1.706808e-07,-1.916962e-05,-1.916962e-05
8.600000e-12,-5.131311e-06,-9.590817e-08,1.593717e-07,-2.370648e-05,-2.370648e-05
8.800000e-12,-5.096529e-06,-9.369911e-08,1.391189e-07,-2.894346e-05,-2.894346e-05
9.000000e-12,-5.060105e-06,-8.859380e-08,1.175551e-07,-3.466230e-05,-3.466230e-05
9.200000e-12,-5.023083e-06,-8.109149e-08,1.024389e-07,-4.065054e-05,-4.065054e-05
9.400000e-12,-4.986049e-06,-7.264267e-08,9.827461e-08,-4.670053e-05,-4.670053e-05
9.600000e-12,-4.949567e-06,-6.491057e-08,1.046532e-07,-5.260038e-05,-5.260038e-05
9.800000e-12,-4.914541e-06,-5.896889e-08,1.169996e-07,-5.812417e-05,-5.812417e-05
1.000000e-11,-4.882449e-06,-5.487029e-08,1.292334e-07,-6.303171e-05,-6.303171e-05
1.020000e-11,-4.855418e-06,-5.182253e-08,1.369205e-07,-6.708385e-05,-6.708385e-05
1.040000e-11,-4.836097e-06,-4.888812e-08,1.392796e-07,-7.007036e-05,-7.007036e-05
1.060000e-11,-4.827347e-06,-4.581732e-08,1.390727e-07,-7.183901e-05,-7.183901e-05
1.080000e-11,-4.831752e-06,-4.348814e-08,1.406217e-07,-7.231309e-05,-7.231309e-05
1.100000e-11,-4.851029e-06,-4.359225e-08,1.471943e-07,-7.149041e-05,-7.149041e-05
1.120000e-11,-4.885384e-06,-4.766505e-08,1.592153e-07,-6.942589e-05,-6.942589e-05
1.140000e-11,-4.933033e-06,-5.605642e-08,1.741398e-07,-6.620735e-05,-6.620735e-05
1.160000e-11,-4.990164e-06,-6.756656e-08,1.878349e-07,-6.193504e-05,-6.193504e-05
1.180000e-11,-5.051553e-06,-8.003484e-08,1.965736e-07,-5.671229e-05,-5.671229e-05
1.200000e-11,-5.111715e-06,-9.147565e-08,1.985802e-07,-5.064797e-05,-5.064797e-05
1.220000e-11,-5.166178e-06,-1.009808e-07,1.944565e-07,-4.386614e-05,-4.386614e-05
1.240000e-11,-5.212412e-06,-1.088314e-07,1.864710e-07,-3.651638e-05,-3.651638e-05
1.260000e-11,-5.250085e-06,-1.158393e-07,1.772473e-07,-2.877963e-05,-2.877963e-05
1.280000e-11,-5.280556e-06,-1.223944e-07,1.685954e-07,-2.086795e-05,-2.086795e-05
1.300000e-11,-5.305748e-06,-1.277512e-07,1.610443e-07,-1.301862e-05,-1.301862e-05
1.320000e-11,-5.326718e-06,-1.298618e-07,1.541949e-07,-5.483881e-06,-5.483881e-06
1.340000e-11,-5.342447e-06,-1.258453e-07,1.475592e-07,1.483291e-06,1.483291e-06
1.360000e-11,-5.349587e-06,-1.131391e-07,1.413124e-07,7.646234e-06,7.646234e-06
1.380000e-11,-5.343717e-06,-9.124514e-08,1.364779e-07,1.280254e-05,1.280254e-05
1.400000e-11,-5.321711e-06,-6.336522e-08,1.344438e-07,1.679969e-05,1.679969e-05
1.420000e-11,-5.283562e-06,-3.652765e-08,1.361199e-07,1.954545e-05,1.954545e-05
1.440000e-11,-5.232184e-06,-1.929441e-08,1.412549e-07,2.101154e-05,2.101154e-05
1.460000e-11,-5.171520e-06,-1.791144e-08,1.483135e-07,2.123165e-05,2.123165e-05
1.480000e-11,-5.104671e-06,-3.312527e-08,1.549947e-07,2.029626e-05,2.029626e-05
1.500000e-11,-5.033339e-06,-5.961271e-08,1.591312e-07,1.834646e-05,1.834646e-05
1.520000e-11,-4.958609e-06,-8.840083e-08,1.595364e-07,1.556696e-05,1.556696e-05
1.540000e-11,-4.882271e-06,-1.108473e-07,1.564166e-07,1.217663e-05,1.217663e-05
1.560000e-11,-4.807916e-06,-1.218519e-07,1.511911e-07,8.415280e-06,8.415280e-06
1.580000e-11,-4.741306e-06,-1.206386e-07,1.458365e-07,4.526981e-06,4.526981e-06
1.600000e-11,-4.689827e-06,-1.092589e-07,1.420700e-07,7.425302e-07,7.425302e-07
1.620000e-11,-4.660923e-06,-9.060303e-08,1.407261e-07,-2.735602e-06,-2.735602e-06
1.640000e-11,-4.659773e-06,-6.777611e-08,1.415714e-07,-5.743720e-06,-5.743720e-06
1.660000e-11,-4.687224e-06,-4.493232e-08,1.435906e-07,-8.162417e-06,-8.162417e-06
1.680000e-11,-4.739452e-06,-2.777261e-08,1.455669e-07,-9.917820e-06,-9.917820e-06
1.700000e-11,-4.809747e-06,-2.215438e-08,1.466573e-07,-1.097933e-05,-1.097933e-05
1.720000e-11,-4.891083e-06,-3.130663e-08,1.466937e-07,-1.135458e-05,-1.135458e-05
1.740000e-11,-4.977749e-06,-5.362755e-08,1.461023e-07,-1.108262e-05,-1.108262e-05
1.760000e-11,-5.065371e-06,-8.270112e-08,1.455415e-07,-1.022631e-05,-1.022631e-05
1.780000e-11,-5.149691e-06,-1.095772e-07,1.454844e-07,-8.865456e-06,-8.865456e-06
1.800000e-11,-5.224975e-06,-1.259148e-07,1.459688e-07,-7.091978e-06,-7.091978e-06
1.820000e-11,-5.283151e-06,-1.264724e-07,1.466228e-07,-5.008206e-06,-5.008206e-06
1.840000e-11,-5.314935e-06,-1.105355e-07,1.469106e-07,-2.727881e-06,-2.727881e-06
1.860000e-11,-5.313243e-06,-8.262633e-08,1.464457e-07,-3.777968e-07,-3.777968e-07
1.880000e-11,-5.276854e-06,-5.206673e-08,1.452075e-07,1.902555e-06,1.902555e-06
1.900000e-11,-5.211263e-06,-3.028273e-08,1.435701e-07,3.964731e-06,3.964731e-06
1.920000e-11,-5.126106e-06,-2.615085e-08,1.421374e-07,5.658392e-06,5.658392e-06
1.940000e-11,-5.031662e-06,-4.170318e-08,1.414683e-07,6.841407e-06,6.841407e-06
1.960000e-11,-4.937035e-06,-7.066757e-08,1.418228e-07,7.393012e-06,7.393012e-06
1.980000e-11,-4.850645e-06,-1.007203e-07,1.430407e-07,7.229965e-06,7.229965e-06
2.000000e-11,-4.781593e-06,-1.184916e-07,1.445975e-07,6.324533e-06,6.324533e-06
2.020000e-11,-4.739443e-06,-4.254890e-08,6.425775e-09,4.721056e-06,4.721056e-06
2.040000e-11,-4.731641e-06,-1.537548e-08,-8.362597e-09,2.548923e-06,2.548923e-06
2.060000e-11,-4.758331e-06,2.160721e-08,-1.633814e-08,1.332682e-08,1.332682e-08
2.080000e-11,-4.812538e-06,5.268287e-08,-2.531554e-08,-2.627796e-06,-2.627796e-06
2.100000e-11,-4.883705e-06,5.899420e-08,-2.236774e-08,-5.094004e-06,-5.094004e-06
2.120000e-11,-4.961913e-06,3.807880e-08,-8.676293e-09,-7.111535e-06,-7.111535e-06
2.140000e-11,-5.039659e-06,9.624983e-10,7.133477e-09,-8.440787e-06,-8.440787e-06
2.160000e-11,-5.110849e-06,-3.473131e-08,1.673502e-08,-8.904483e-06,-8.904483e-06
2.180000e-11,-5.168941e-06,-5.315697e-08,1.641698e-08,-8.415646e-06,-8.415646e-06
2.200000e-11,-5.206653e-06,-4.723094e-08,8.131754e-09,-6.998767e-06,-6.998767e-06
2.220000e-11,-5.218128e-06,-2.137131e-08,-2.482116e-09,-4.795584e-06,-4.795584e-06
2.240000e-11,-5.201839e-06,1.118014e-08,-9.642820e-09,-2.051387e-06,-2.051387e-06
2.260000e-11,-5.161547e-06,3.510311e-08,-1.043251e-08,9.150317e-07,9.150317e-07
2.280000e-11,-5.104569e-06,4.029114e-08,-5.775506e-09,3.750631e-06,3.750631e-06
2.300000e-11,-5.039117e-06,2.607148e-08,7.781012e-10,6.110428e-06,6.110428e-06
2.320000e-11,-4.972686e-06,6.986558e-10,5.434140e-09,7.699323e-06,7.699323e-06
2.340000e-11,-4.912024e-06,-2.312648e-08,6.219326e-09,8.310378e-06,8.310378e-06
2.360000e-11,-4.863595e-06,-3.436389e-08,3.663634e-09,7.854793e-06,7.854793e-06
2.380000e-11,-4.833217e-06,-2.858743e-08,-2.899427e-11,6.377657e-06,6.377657e-06
2.400000e-11,-4.824584e-06,-9.628019e-09,-2.582620e-09,4.055255e-06,4.055255e-06
2.420000e-11,-4.837834e-06,1.276195e-08,-2.968000e-09,1.173692e-06,1.173692e-06
2.440000e-11,-4.869514e-06,2.793905e-08,-1.720784e-09,-1.907588e-06,-1.907588e-06
2.460000e-11,-4.913986e-06,2.943712e-08,-2.463334e-10,-4.801882e-06,-4.801882e-06
2.480000e-11,-4.965163e-06,1.760111e-08,2.925694e-10,-7.144941e-06,-7.144941e-06
2.500000e-11,-5.017449e-06,-1.192715e-09,-2.611264e-10,-8.642192e-06,-8.642192e-06
2.520000e-11,-5.065730e-06,-1.798907e-08,-1.092382e-09,-9.107190e-06,-9.107190e-06
2.540000e-11,-5.105097e-06,-2.554008e-08,-1.132047e-09,-8.485899e-06,-8.485899e-06
2.560000e-11,-5.131091e-06,-2.142685e-08,8.463892e-11,-6.863531e-06,-6.863531e-06
2.580000e-11,-5.140612e-06,-8.709325e-09,2.013143e-09,-4.453289e-06,-4.453289e-06
2.600000e-11,-5.132895e-06,5.993696e-09,3.415672e-09,-1.568610e-06,-1.568610e-06
2.620000e-11,-5.109770e-06,1.588264e-08,3.186472e-09,1.417811e-06,1.417811e-06
2.640000e-11,-5.075045e-06,1.708913e-08,1.142073e-09,4.123259e-06,4.123259e-06
2.660000e-11,-5.033509e-06,1.010605e-08,-1.750758e-09,6.205775e-06,6.205775e-06
2.680000e-11,-4.990160e-06,-9.157376e-10,-3.881832e-09,7.408884e-06,7.408884e-06
2.700000e-11,-4.949829e-06,-1.043320e-08,-3.946018e-09,7.593690e-06,7.593690e-06
2.720000e-11,-4.916948e-06,-1.415845e-08,-1.759670e-09,6.754511e-06,6.754511e-06
2.740000e-11,-4.895146e-06,-1.087453e-08,1.556372e-09,5.017174e-06,5.017174e-06
2.760000e-11,-4.886649e-06,-2.686614e-09,4.158629e-09,2.621017e-06,2.621017e-06
2.780000e-11,-4.891833e-06,6.261761e-09,4.512635e-09,-1.133161e-07,-1.133161e-07
2.800000e-11,-4.909227e-06,1.187261e-08,2.288996e-09,-2.826934e-06,-2.826934e-06
2.820000e-11,-4.935996e-06,1.193552e-08,-1.399666e-09,-5.171143e-06,-5.171143e-06
2.840000e-11,-4.968581e-06,6.912879e-09,-4.575176e-09,-6.853920e-06,-6.853920e-06
2.860000e-11,-5.003203e-06,-5.586970e-10,-5.470954e-09,-7.677032e-06,-7.677032e-06
2.880000e-11,-5.036126e-06,-7.069556e-09,-3.509317e-09,-7.558760e-06,-7.558760e-06
2.900000e-11,-5.063843e-06,-1.001052e-08,3.636784e-10,-6.540482e-06,-6.540482e-06
2.920000e-11,-5.083359e-06,-8.607199e-09,4.169591e-09,-4.777819e-06,-4.777819e-06
2.940000e-11,-5.092594e-06,-4.029130e-09,5.947935e-09,-2.518088e-06,-2.518088e-06
2.980000e-11,-5.078466e-06,5.164951e-09,1.349327e-09,2.255780e-06,2.255780e-06
3.000000e-11,-5.057616e-06,6.000491e-09,-2.585929e-09,4.154051e-06,4.154051e-06
3.020000e-11,-5.030978e-06,3.938545e-09,-4.987055e-09,5.399335e-06,5.399335e-06
3.040000e-11,-5.001806e-06,2.928805e-10,-4.686332e-09,5.855471e-06,5.855471e-06
3.060000e-11,-4.973479e-06,-3.099849e-09,-1.954783e-09,5.492867e-06,5.492867e-06
3.080000e-11,-4.949183e-06,-4.725394e-09,1.683580e-09,4.387912e-06,4.387912e-06
3.100000e-11,-4.931591e-06,-3.997507e-09,4.286692e-09,2.709410e-06,2.709410e-06
3.120000e-11,-4.922543e-06,-1.404383e-09,4.521048e-09,6.939699e-07,6.939699e-07
3.140000e-11,-4.922793e-06,1.808259e-09,2.336718e-09,-1.386895e-06,-1.386895e-06
3.160000e-11,-4.931942e-06,4.232762e-09,-1.051803e-09,-3.263796e-06,-3.263796e-06
3.180000e-11,-4.948560e-06,4.897999e-09,-3.844466e-09,-4.705123e-06,-4.705123e-06
3.200000e-11,-4.970455e-06,3.626757e-09,-4.612368e-09,-5.545845e-06,-5.545845e-06
3.220000e-11,-4.994987e-06,1.034839e-09,-3.020525e-09,-5.705601e-06,-5.705601e-06
3.240000e-11,-5.019346e-06,-1.787567e-09,4.730989e-11,-5.194649e-06,-5.194649e-06
3.260000e-11,-5.040813e-06,-3.750889e-09,2.996376e-09,-4.108173e-06,-4.108173e-06
3.280000e-11,-5.057012e-06,-4.194544e-09,4.368078e-09,-2.610437e-06,-2.610437e-06
3.300000e-11,-5.066167e-06,-3.107357e-09,3.574390e-09,-9.108952e-07,-9.108952e-07
3.320000e-11,-5.067345e-06,-1.075152e-09,1.148025e-09,7.648446e-07,7.648446e-07
3.340000e-11,-5.060587e-06,1.000469e-09,-1.594230e-09,2.205237e-06,2.205237e-06
3.360000e-11,-5.046899e-06,2.285955e-09,-3.268192e-09,3.239749e-06,3.239749e-06
3.380000e-11,-5.028086e-06,2.346067e-09,-3.127486e-09,3.758714e-06,3.758714e-06
3.400000e-11,-5.006501e-06,1.294056e-09,-1.396866e-09,3.723849e-06,3.723849e-06
3.420000e-11,-4.984743e-06,-2.887942e-10,9.111211e-10,3.168964e-06,3.168964e-06
3.440000e-11,-4.965366e-06,-1.622421e-09,2.566834e-09,2.191669e-06,2.191669e-06
3.460000e-11,-4.950603e-06,-2.070715e-09,2.764113e-09,9.376145e-07,9.376145e-07
3.480000e-11,-4.942098e-06,-1.414790e-09,1.499703e-09,-4.205925e-07,-4.205925e-07
3.500000e-11,-4.940712e-06,5.732527e-11,-4.834107e-10,-1.706992e-06,-1.706992e-06
3.520000e-11,-4.946409e-06,1.682680e-09,-2.128168e-09,-2.765089e-06,-2.765089e-06
3.540000e-11,-4.958294e-06,2.720024e-09,-2.622563e-09,-3.476674e-06,-3.476674e-06
3.560000e-11,-4.974765e-06,2.680343e-09,-1.791371e-09,-3.774311e-06,-3.774311e-06
3.580000e-11,-4.993751e-06,1.544073e-09,-1.351730e-10,-3.646378e-06,-3.646378e-06
3.600000e-11,-5.012965e-06,-2.314090e-10,1.474185e-09,-3.134795e-06,-3.134795e-06
3.620000e-11,-5.030160e-06,-1.915697e-09,2.259563e-09,-2.326316e-06,-2.326316e-06
3.640000e-11,-5.043352e-06,-2.827873e-09,1.917549e-09,-1.338863e-06,-1.338863e-06
3.660000e-11,-5.051043e-06,-2.633012e-09,7.270799e-10,-3.047972e-07,-3.047972e-07
3.680000e-11,-5.052410e-06,-1.480663e-09,-6.433748e-10,6.466026e-07,6.466026e-07
3.700000e-11,-5.047416e-06,7.537810e-11,-1.505673e-09,1.405079e-06,1.405079e-06
3.720000e-11,-5.036817e-06,1.337373e-09,-1.496209e-09,1.891705e-06,1.891705e-06
3.740000e-11,-5.022050e-06,1.782816e-09,-7.238604e-10,2.066237e-06,2.066237e-06
3.760000e-11,-5.005020e-06,1.294834e-09,3.333078e-10,1.929074e-06,1.929074e-06
3.780000e-11,-4.987852e-06,1.991314e-10,1.105651e-09,1.518098e-06,1.518098e-06
3.800000e-11,-4.972633e-06,-9.056760e-10,1.226946e-09,9.012476e-07,9.012476e-07
3.820000e-11,-4.961165e-06,-1.441194e-09,6.969341e-10,1.660430e-07,1.660430e-07
3.840000e-11,-4.954753e-06,-1.126184e-09,-1.565849e-10,-5.924583e-07,-5.924583e-07
3.860000e-11,-4.954044e-06,-1.066642e-10,-8.760901e-10,-1.283654e-06,-1.283654e-06
3.880000e-11,-4.958952e-06,1.120757e-09,-1.116452e-09,-1.831825e-06,-1.831825e-06
3.900000e-11,-4.968694e-06,1.952638e-09,-8.046714e-10,-2.183823e-06,-2.183823e-06
3.920000e-11,-4.981922e-06,1.969692e-09,-1.463946e-10,-2.313352e-06,-2.313352e-06
3.940000e-11,-4.996921e-06,1.134556e-09,5.068095e-10,-2.221707e-06,-2.221707e-06
3.960000e-11,-5.011834e-06,-1.957854e-10,8.472678e-10,-1.935264e-06,-1.935264e-06
3.980000e-11,-5.024870e-06,-1.443718e-09,7.568589e-10,-1.500357e-06,-1.500357e-06
4.000000e-11,-5.034503e-06,-2.083317e-09,3.411869e-10,-9.763552e-07,-9.763552e-07
4.020000e-11,-5.039648e-06,-1.880033e-09,-1.512282e-10,-4.279021e-07,-4.279021e-07
4.040000e-11,-5.039788e-06,-9.860386e-10,-4.701984e-10,8.270302e-08,8.270302e-08
4.060000e-11,-5.035045e-06,1.487142e-10,-4.874524e-10,5.021323e-07,5.021323e-07
4.080000e-11,-5.026152e-06,1.000836e-09,-2.431774e-10,7.910160e-07,7.910160e-07
4.100000e-11,-5.014339e-06,1.221406e-09,9.758478e-11,9.269339e-07,9.269339e-07
4.120000e-11,-5.001159e-06,7.886694e-10,3.448513e-10,9.053312e-07,9.053312e-07
4.140000e-11,-4.988281e-06,-2.756512e-12,3.822906e-10,7.385120e-07,7.385120e-07
4.160000e-11,-4.977280e-06,-7.033405e-10,2.152358e-10,4.530297e-07,4.530297e-07
4.180000e-11,-4.969450e-06,-9.365391e-10,-4.900091e-11,8.590195e-08,8.590195e-08
4.200000e-11,-4.965651e-06,-5.806172e-10,-2.691344e-10,-3.198634e-07,-3.198634e-07
4.220000e-11,-4.966208e-06,1.814849e-10,-3.451372e-10,-7.199383e-07,-7.199383e-07
4.240000e-11,-4.970886e-06,9.629560e-10,-2.617476e-10,-1.073092e-06,-1.073092e-06
4.260000e-11,-4.978949e-06,1.369338e-09,-8.297878e-11,-1.344985e-06,-1.344985e-06
4.280000e-11,-4.989273e-06,1.190802e-09,9.224823e-11,-1.511072e-06,-1.511072e-06
4.300000e-11,-5.000513e-06,4.976125e-10,1.849351e-10,-1.558449e-06,-1.558449e-06
4.320000e-11,-5.011270e-06,-4.026036e-10,1.717922e-10,-1.486570e-06,-1.486570e-06
4.340000e-11,-5.020256e-06,-1.118487e-09,8.670980e-11,-1.306836e-06,-1.306836e-06
4.360000e-11,-5.026441e-06,-1.360521e-09,-7.330563e-12,-1.041128e-06,-1.041128e-06
4.380000e-11,-5.029165e-06,-1.068663e-09,-5.653946e-11,-7.194436e-07,-7.194436e-07
4.400000e-11,-5.028216e-06,-4.247031e-10,-4.310036e-11,-3.768231e-07,-3.768231e-07
4.420000e-11,-5.023849e-06,2.496710e-10,1.183937e-11,-4.984422e-08,-4.984422e-08
4.440000e-11,-5.016732e-06,6.535276e-10,6.672967e-11,2.270230e-07,2.270230e-07
4.460000e-11,-5.007851e-06,6.457346e-10,8.628384e-11,4.248754e-07,4.248754e-07
4.480000e-11,-4.998369e-06,2.975723e-10,6.042661e-11,5.233279e-07,5.233279e-07
4.500000e-11,-4.989475e-06,-1.602090e-10,6.225768e-12,5.126606e-07,5.126606e-07
4.520000e-11,-4.982234e-06,-4.631397e-10,-4.578799e-11,3.949166e-07,3.949166e-07
4.540000e-11,-4.977466e-06,-4.460919e-10,-7.100046e-11,1.837966e-07,1.837966e-07
4.560000e-11,-4.975649e-06,-1.189119e-10,-6.396444e-11,-9.669386e-08,-9.669386e-08
4.580000e-11,-4.976875e-06,3.482511e-10,-3.863884e-11,-4.147536e-07,-4.147536e-07
4.600000e-11,-4.980856e-06,7.170167e-10,-1.700527e-11,-7.342260e-07,-7.342260e-07
4.620000e-11,-4.986981e-06,8.006901e-10,-1.405497e-11,-1.018620e-06,-1.018620e-06
4.640000e-11,-4.994409e-06,5.522873e-10,-2.851645e-11,-1.235275e-06,-1.235275e-06
4.660000e-11,-5.002185e-06,8.041833e-11,-4.454472e-11,-1.359187e-06,-1.359187e-06
4.680000e-11,-5.009359e-06,-4.096938e-10,-4.273359e-11,-1.376026e-06,-1.376026e-06
4.700000e-11,-5.015092e-06,-7.167679e-10,-1.335729e-11,-1.283971e-06,-1.283971e-06
4.720000e-11,-5.018756e-06,-7.349608e-10,3.628631e-11,-1.094073e-06,-1.094073e-06
4.740000e-11,-5.019999e-06,-4.938376e-10,8.483636e-11,-8.290910e-07,-8.290910e-07
4.760000e-11,-5.018775e-06,-1.321210e-10,1.084128e-10,-5.208712e-07,-5.208712e-07
4.780000e-11,-5.015343e-06,1.768673e-10,9.406491e-11,-2.065714e-07,-2.065714e-07
4.800000e-11,-5.010217e-06,3.087310e-10,4.741080e-11,7.583142e-08,7.583142e-08
4.820000e-11,-5.004094e-06,2.402711e-10,-9.906503e-12,2.921993e-07,2.921993e-07
4.840000e-11,-4.997759e-06,4.867004e-11,-5.157846e-11,4.164709e-07,4.164709e-07
4.860000e-11,-4.991983e-06,-1.370729e-10,-6.054595e-11,4.339311e-07,4.339311e-07
4.880000e-11,-4.987435e-06,-2.048885e-10,-3.783603e-11,3.430830e-07,3.430830e-07
4.900000e-11,-4.984600e-06,-1.138581e-10,-1.519651e-12,1.558643e-07,1.558643e-07
4.920000e-11,-4.983736e-06,9.079387e-11,2.359315e-11,-1.038385e-07,-1.038385e-07
4.940000e-11,-4.984850e-06,3.057320e-10,1.988054e-11,-4.032014e-07,-4.032014e-07
4.960000e-11,-4.987712e-06,4.234794e-10,-1.310944e-11,-7.046243e-07,-7.046243e-07
4.980000e-11,-4.991897e-06,3.843739e-10,-5.803008e-11,-9.705097e-07,-9.705097e-07
5.000000e-11,-4.996846e-06,2.020080e-10,-8.882858e-11,-1.168036e-06,-1.168036e-06
5.020000e-11,-5.001938e-06,-4.756265e-11,-8.473184e-11,-1.273306e-06,-1.273306e-06
5.040000e-11,-5.006569e-06,-2.645779e-10,-4.170468e-11,-1.274328e-06,-1.274328e-06
5.060000e-11,-5.010214e-06,-3.716993e-10,2.469026e-11,-1.172447e-06,-1.172447e-06
5.080000e-11,-5.012491e-06,-3.454871e-10,8.657064e-11,-9.820407e-07,-9.820407e-07
5.100000e-11,-5.013194e-06,-2.202507e-10,1.173948e-10,-7.285421e-07,-7.285421e-07
5.120000e-11,-5.012313e-06,-6.547910e-11,1.049657e-10,-4.450416e-07,-4.450416e-07
5.140000e-11,-5.010025e-06,4.983022e-11,5.714598e-11,-1.679362e-07,-1.679362e-07
5.160000e-11,-5.006661e-06,8.803527e-11,-2.516287e-12,6.780111e-08,6.780111e-08
5.180000e-11,-5.002667e-06,5.526490e-11,-4.684410e-11,2.331034e-07,2.331034e-07
5.200000e-11,-4.998538e-06,-8.126767e-12,-5.848278e-11,3.084560e-07,3.084560e-07
5.220000e-11,-4.994763e-06,-5.197978e-11,-3.789476e-11,2.862407e-07,2.862407e-07
5.240000e-11,-4.991768e-06,-4.245508e-11,-2.006351e-12,1.714909e-07,1.714909e-07
5.260000e-11,-4.989864e-06,2.256293e-11,2.550033e-11,-1.901512e-08,-1.901512e-08
5.280000e-11,-4.989225e-06,1.148075e-10,2.700784e-11,-2.591718e-07,-2.591718e-07
5.300000e-11,-4.989867e-06,1.912832e-10,2.051244e-13,-5.171308e-07,-5.171308e-07
5.320000e-11,-4.991660e-06,2.154609e-10,-4.091740e-11,-7.595564e-07,-7.595564e-07
5.340000e-11,-4.994345e-06,1.736896e-10,-7.362329e-11,-9.559752e-07,-9.559752e-07
5.360000e-11,-4.997574e-06,7.986543e-11,-7.843995e-11,-1.082646e-06,-1.082646e-06
5.380000e-11,-5.000953e-06,-3.247310e-11,-4.934960e-11,-1.125450e-06,-1.125450e-06
5.400000e-11,-5.004085e-06,-1.257105e-10,3.015196e-12,-1.081448e-06,-1.081448e-06
5.420000e-11,-5.006620e-06,-1.736631e-10,5.663797e-11,-9.589338e-07,-9.589338e-07
