time,"I(RIN)","I(RX1)","I(RX2)","I(LQ|XBFR1)","I(LQ|XBFR2)"
2.568000e-10,-4.999591e-06,-7.926005e-04,1.716024e-04,-1.792612e-05,-1.792612e-05
2.570000e-10,-5.000085e-06,-7.915056e-04,1.765792e-04,-1.825442e-05,-1.825442e-05
2.572000e-10,-5.000356e-06,-7.903794e-04,1.815491e-04,-1.856948e-05,-1.856948e-05
2.574000e-10,-5.000383e-06,-7.892221e-04,1.865118e-04,-1.886853e-05,-1.886853e-05
2.576000e-10,-5.000182e-06,-7.880335e-04,1.914671e-04,-1.915126e-05,-1.915126e-05
2.578000e-10,-4.999798e-06,-7.868139e-04,1.964149e-04,-1.941988e-05,-1.941988e-05
2.580000e-10,-4.999296e-06,-7.855632e-04,2.013549e-04,-1.967881e-05,-1.967881e-05
2.582000e-10,-4.998751e-06,-7.842815e-04,2.062870e-04,-1.993428e-05,-1.993428e-05
2.584000e-10,-4.998239e-06,-7.829688e-04,2.112109e-04,-2.019367e-05,-2.019367e-05
2.586000e-10,-4.997823e-06,-7.816253e-04,2.161264e-04,-2.046495e-05,-2.046495e-05
2.588000e-10,-4.997547e-06,-7.802508e-04,2.210333e-04,-2.075588e-05,-2.075588e-05
2.590000e-10,-4.997431e-06,-7.788456e-04,2.259315e-04,-2.107347e-05,-2.107347e-05
2.592000e-10,-4.997468e-06,-7.774096e-04,2.308208e-04,-2.142345e-05,-2.142345e-05
2.594000e-10,-4.997631e-06,-7.759429e-04,2.357009e-04,-2.180990e-05,-2.180990e-05
2.596000e-10,-4.997871e-06,-7.744456e-04,2.405718e-04,-2.223509e-05,-2.223509e-05
2.598000e-10,-4.998135e-06,-7.729177e-04,2.454331e-04,-2.269945e-05,-2.269945e-05
2.600000e-10,-4.998363e-06,-7.713593e-04,2.502847e-04,-2.320179e-05,-2.320179e-05
2.602000e-10,-4.998509e-06,-7.697705e-04,2.551265e-04,-2.373959e-05,-2.373959e-05
2.604000e-10,-4.998536e-06,-7.681513e-04,2.599582e-04,-2.430938e-05,-2.430938e-05
2.606000e-10,-4.998431e-06,-7.665017e-04,2.647796e-04,-2.490725e-05,-2.490725e-05
2.608000e-10,-4.998199e-06,-7.648219e-04,2.695906e-04,-2.552927e-05,-2.552927e-05
2.610000e-10,-4.997866e-06,-7.631119e-04,2.743909e-04,-2.617192e-05,-2.617192e-05
2.612000e-10,-4.997470e-06,-7.613717e-04,2.791805e-04,-2.683246e-05,-2.683246e-05
2.614000e-10,-4.997059e-06,-7.596015e-04,2.839590e-04,-2.750913e-05,-2.750913e-05
2.616000e-10,-4.996683e-06,-7.578013e-04,2.887263e-04,-2.820137e-05,-2.820137e-05
2.618000e-10,-4.996385e-06,-7.559712e-04,2.934822e-04,-2.890978e-05,-2.890978e-05
2.620000e-10,-4.996193e-06,-7.541112e-04,2.982265e-04,-2.963611e-05,-2.963611e-05
2.622000e-10,-4.996121e-06,-7.522215e-04,3.029590e-04,-3.038313e-05,-3.038313e-05
2.624000e-10,-4.996164e-06,-7.503021e-04,3.076796e-04,-3.115440e-05,-3.115440e-05
2.626000e-10,-4.996298e-06,-7.483530e-04,3.123879e-04,-3.195412e-05,-3.195412e-05
2.628000e-10,-4.996486e-06,-7.463745e-04,3.170839e-04,-3.278686e-05,-3.278686e-05
2.630000e-10,-4.996681e-06,-7.443664e-04,3.217674e-04,-3.365739e-05,-3.365739e-05
2.632000e-10,-4.996836e-06,-7.423290e-04,3.264381e-04,-3.457052e-05,-3.457052e-05
2.634000e-10,-4.996905e-06,-7.402623e-04,3.310959e-04,-3.553096e-05,-3.553096e-05
2.636000e-10,-4.996856e-06,-7.381663e-04,3.357407e-04,-3.654322e-05,-3.654322e-05
2.638000e-10,-4.996672e-06,-7.360412e-04,3.403721e-04,-3.761159e-05,-3.761159e-05
2.640000e-10,-4.996350e-06,-7.338870e-04,3.449900e-04,-3.874012e-05,-3.874012e-05
2.642000e-10,-4.995907e-06,-7.317039e-04,3.495943e-04,-3.993254e-05,-3.993254e-05
2.644000e-10,-4.995373e-06,-7.294918e-04,3.541848e-04,-4.119232e-05,-4.119232e-05
2.646000e-10,-4.994788e-06,-7.272510e-04,3.587613e-04,-4.252262e-05,-4.252262e-05
2.648000e-10,-4.994196e-06,-7.249814e-04,3.633235e-04,-4.392621e-05,-4.392621e-05
2.650000e-10,-4.993640e-06,-7.226833e-04,3.678714e-04,-4.540539e-05,-4.540539e-05
2.652000e-10,-4.993156e-06,-7.203566e-04,3.724048e-04,-4.696186e-05,-4.696186e-05
2.654000e-10,-4.992768e-06,-7.180014e-04,3.769234e-04,-4.859655e-05,-4.859655e-05
2.656000e-10,-4.992486e-06,-7.156179e-04,3.814272e-04,-5.030937e-05,-5.030937e-05
2.658000e-10,-4.992307e-06,-7.132062e-04,3.859159e-04,-5.209899e-05,-5.209899e-05
2.660000e-10,-4.992213e-06,-7.107663e-04,3.903893e-04,-5.396250e-05,-5.396250e-05
2.662000e-10,-4.992181e-06,-7.082984e-04,3.948474e-04,-5.589512e-05,-5.589512e-05
2.664000e-10,-4.992181e-06,-7.058025e-04,3.992900e-04,-5.788990e-05,-5.788990e-05
2.666000e-10,-4.992189e-06,-7.032787e-04,4.037168e-04,-5.993735e-05,-5.993735e-05
2.668000e-10,-4.992185e-06,-7.007272e-04,4.081278e-04,-6.202525e-05,-6.202525e-05
2.670000e-10,-4.992161e-06,-6.981480e-04,4.125229e-04,-6.413841e-05,-6.413841e-05
2.672000e-10,-4.992126e-06,-6.955412e-04,4.169018e-04,-6.625863e-05,-6.625863e-05
2.674000e-10,-4.992100e-06,-6.929070e-04,4.212644e-04,-6.836483e-05,-6.836483e-05
2.676000e-10,-4.992116e-06,-6.902454e-04,4.256107e-04,-7.043339e-05,-7.043339e-05
2.678000e-10,-4.992214e-06,-6.875566e-04,4.299403e-04,-7.243873e-05,-7.243873e-05
2.680000e-10,-4.992438e-06,-6.848406e-04,4.342532e-04,-7.435432e-05,-7.435432e-05
2.682000e-10,-4.992826e-06,-6.820977e-04,4.385491e-04,-7.615382e-05,-7.615382e-05
2.684000e-10,-4.993404e-06,-6.793277e-04,4.428279e-04,-7.781264e-05,-7.781264e-05
2.686000e-10,-4.994182e-06,-6.765310e-04,4.470893e-04,-7.930952e-05,-7.930952e-05
2.688000e-10,-4.995148e-06,-6.737076e-04,4.513332e-04,-8.062830e-05,-8.062830e-05
2.690000e-10,-4.996271e-06,-6.708576e-04,4.555593e-04,-8.175938e-05,-8.175938e-05
2.692000e-10,-4.997496e-06,-6.679811e-04,4.597674e-04,-8.270096e-05,-8.270096e-05
2.694000e-10,-4.998755e-06,-6.650783e-04,4.639572e-04,-8.345977e-05,-8.345977e-05
2.696000e-10,-4.999968e-06,-6.621492e-04,4.681285e-04,-8.405116e-05,-8.405116e-05
2.698000e-10,-5.001055e-06,-6.591940e-04,4.722812e-04,-8.449849e-05,-8.449849e-05
2.700000e-10,-5.001943e-06,-6.562127e-04,4.764150e-04,-8.483198e-05,-8.483198e-05
2.702000e-10,-5.002571e-06,-6.532055e-04,4.805297e-04,-8.508686e-05,-8.508686e-05
2.704000e-10,-5.002900e-06,-6.501725e-04,4.846252e-04,-8.530126e-05,-8.530126e-05
2.706000e-10,-5.002916e-06,-6.471139e-04,4.887013e-04,-8.551372e-05,-8.551372e-05
2.708000e-10,-5.002628e-06,-6.440296e-04,4.927579e-04,-8.576079e-05,-8.576079e-05
2.710000e-10,-5.002074e-06,-6.409199e-04,4.967949e-04,-8.607465e-05,-8.607465e-05
2.712000e-10,-5.001308e-06,-6.377850e-04,5.008121e-04,-8.648108e-05,-8.648108e-05
2.714000e-10,-5.000405e-06,-6.346248e-04,5.048095e-04,-8.699769e-05,-8.699769e-05
2.716000e-10,-4.999446e-06,-6.314395e-04,5.087870e-04,-8.763274e-05,-8.763274e-05
2.718000e-10,-4.998518e-06,-6.282294e-04,5.127444e-04,-8.838442e-05,-8.838442e-05
2.720000e-10,-4.997703e-06,-6.249944e-04,5.166817e-04,-8.924082e-05,-8.924082e-05
2.722000e-10,-4.997074e-06,-6.217347e-04,5.205988e-04,-9.018052e-05,-9.018052e-05
2.724000e-10,-4.996688e-06,-6.184506e-04,5.244956e-04,-9.117393e-05,-9.117393e-05
2.726000e-10,-4.996587e-06,-6.151420e-04,5.283719e-04,-9.218535e-05,-9.218535e-05
2.728000e-10,-4.996786e-06,-6.118092e-04,5.322275e-04,-9.317567e-05,-9.317567e-05
2.730000e-10,-4.997283e-06,-6.084522e-04,5.360624e-04,-9.410560e-05,-9.410560e-05
2.732000e-10,-4.998051e-06,-6.050713e-04,5.398762e-04,-9.493909e-05,-9.493909e-05
2.734000e-10,-4.999041e-06,-6.016664e-04,5.436689e-04,-9.564672e-05,-9.564672e-05
2.736000e-10,-5.000189e-06,-5.982378e-04,5.474401e-04,-9.620858e-05,-9.620858e-05
2.738000e-10,-5.001418e-06,-5.947857e-04,5.511898e-04,-9.661635e-05,-9.661635e-05
2.740000e-10,-5.002643e-06,-5.913100e-04,5.549175e-04,-9.687423e-05,-9.687423e-05
2.742000e-10,-5.003778e-06,-5.878110e-04,5.586232e-04,-9.699861e-05,-9.699861e-05
2.744000e-10,-5.004743e-06,-5.842888e-04,5.623067e-04,-9.701653e-05,-9.701653e-05
2.746000e-10,-5.005470e-06,-5.807435e-04,5.659678e-04,-9.696302e-05,-9.696302e-05
2.748000e-10,-5.005909e-06,-5.771753e-04,5.696063e-04,-9.687773e-05,-9.687773e-05
2.750000e-10,-5.006033e-06,-5.735842e-04,5.732221e-04,-9.680114e-05,-9.680114e-05
2.752000e-10,-5.005838e-06,-5.699705e-04,5.768151e-04,-9.677087e-05,-9.677087e-05
2.754000e-10,-5.005350e-06,-5.663343e-04,5.803853e-04,-9.681824e-05,-9.681824e-05
2.756000e-10,-5.004616e-06,-5.626756e-04,5.839324e-04,-9.696562e-05,-9.696562e-05
2.758000e-10,-5.003708e-06,-5.589948e-04,5.874565e-04,-9.722456e-05,-9.722456e-05
2.760000e-10,-5.002714e-06,-5.552918e-04,5.909575e-04,-9.759488e-05,-9.759488e-05
2.762000e-10,-5.001735e-06,-5.515670e-04,5.944352e-04,-9.806491e-05,-9.806491e-05
2.764000e-10,-5.000870e-06,-5.478203e-04,5.978896e-04,-9.861268e-05,-9.861268e-05
2.766000e-10,-5.000216e-06,-5.440521e-04,6.013206e-04,-9.920808e-05,-9.920808e-05
2.768000e-10,-4.999852e-06,-5.402624e-04,6.047280e-04,-9.981593e-05,-9.981593e-05
2.770000e-10,-4.999835e-06,-5.364514e-04,6.081116e-04,-1.003994e-04,-1.003994e-04
2.772000e-10,-5.000193e-06,-5.326192e-04,6.114714e-04,-1.009240e-04,-1.009240e-04
2.774000e-10,-5.000916e-06,-5.287661e-04,6.148072e-04,-1.013608e-04,-1.013608e-04
2.776000e-10,-5.001961e-06,-5.248921e-04,6.181187e-04,-1.016899e-04,-1.016899e-04
2.778000e-10,-5.003253e-06,-5.209975e-04,6.214058e-04,-1.019020e-04,-1.019020e-04
2.780000e-10,-5.004689e-06,-5.170823e-04,6.246683e-04,-1.019996e-04,-1.019996e-04
2.782000e-10,-5.006149e-06,-5.131467e-04,6.279060e-04,-1.019961e-04,-1.019961e-04
2.784000e-10,-5.007510e-06,-5.091908e-04,6.311189e-04,-1.019145e-04,-1.019145e-04
2.786000e-10,-5.008654e-06,-5.052148e-04,6.343067e-04,-1.017841e-04,-1.017841e-04
2.788000e-10,-5.009487e-06,-5.012188e-04,6.374693e-04,-1.016377e-04,-1.016377e-04
2.790000e-10,-5.009942e-06,-4.972031e-04,6.406066e-04,-1.015075e-04,-1.015075e-04
2.792000e-10,-5.009991e-06,-4.931676e-04,6.437186e-04,-1.014224e-04,-1.014224e-04
2.794000e-10,-5.009646e-06,-4.891127e-04,6.468051e-04,-1.014042e-04,-1.014042e-04
2.796000e-10,-5.008956e-06,-4.850383e-04,6.498661e-04,-1.014666e-04,-1.014666e-04
2.798000e-10,-5.008007e-06,-4.809448e-04,6.529014e-04,-1.016134e-04,-1.016134e-04
2.800000e-10,-5.006911e-06,-4.768323e-04,6.559110e-04,-1.018386e-04,-1.018386e-04
2.802000e-10,-5.005795e-06,-4.727010e-04,6.588947e-04,-1.021278e-04,-1.021278e-04
2.804000e-10,-5.004790e-06,-4.685509e-04,6.618526e-04,-1.024594e-04,-1.024594e-04
2.806000e-10,-5.004019e-06,-4.643825e-04,6.647844e-04,-1.028074e-04,-1.028074e-04
2.808000e-10,-5.003585e-06,-4.601957e-04,6.676901e-04,-1.031447e-04,-1.031447e-04
2.810000e-10,-5.003558e-06,-4.559908e-04,6.705695e-04,-1.034454e-04,-1.034454e-04
2.812000e-10,-5.003973e-06,-4.517679e-04,6.734224e-04,-1.036882e-04,-1.036882e-04
2.814000e-10,-5.004821e-06,-4.475273e-04,6.762488e-04,-1.038584e-04,-1.038584e-04
2.816000e-10,-5.006050e-06,-4.432691e-04,6.790484e-04,-1.039492e-04,-1.039492e-04
2.818000e-10,-5.007573e-06,-4.389934e-04,6.818212e-04,-1.039625e-04,-1.039625e-04
2.820000e-10,-5.009273e-06,-4.347004e-04,6.845671e-04,-1.039079e-04,-1.039079e-04
2.822000e-10,-5.011017e-06,-4.303903e-04,6.872859e-04,-1.038012e-04,-1.038012e-04
2.824000e-10,-5.012673e-06,-4.260632e-04,6.899774e-04,-1.036627e-04,-1.036627e-04
2.826000e-10,-5.014115e-06,-4.217192e-04,6.926417e-04,-1.035143e-04,-1.035143e-04
2.828000e-10,-5.015245e-06,-4.173586e-04,6.952786e-04,-1.033772e-04,-1.033772e-04
2.830000e-10,-5.015996e-06,-4.129815e-04,6.978880e-04,-1.032692e-04,-1.032692e-04
2.832000e-10,-5.016341e-06,-4.085879e-04,7.004698e-04,-1.032032e-04,-1.032032e-04
2.834000e-10,-5.016292e-06,-4.041782e-04,7.030240e-04,-1.031862e-04,-1.031862e-04
2.836000e-10,-5.015899e-06,-3.997525e-04,7.055504e-04,-1.032186e-04,-1.032186e-04
2.838000e-10,-5.015244e-06,-3.953110e-04,7.080491e-04,-1.032945e-04,-1.032945e-04
2.840000e-10,-5.014432e-06,-3.908538e-04,7.105198e-04,-1.034032e-04,-1.034032e-04
2.842000e-10,-5.013579e-06,-3.863811e-04,7.129624e-04,-1.035302e-04,-1.035302e-04
2.844000e-10,-5.012807e-06,-3.818932e-04,7.153770e-04,-1.036593e-04,-1.036593e-04
2.846000e-10,-5.012228e-06,-3.773903e-04,7.177634e-04,-1.037748e-04,-1.037748e-04
2.848000e-10,-5.011938e-06,-3.728725e-04,7.201214e-04,-1.038628e-04,-1.038628e-04
2.850000e-10,-5.012008e-06,-3.683401e-04,7.224511e-04,-1.039132e-04,-1.039132e-04
2.852000e-10,-5.012478e-06,-3.637931e-04,7.247522e-04,-1.039203e-04,-1.039203e-04
2.854000e-10,-5.013357e-06,-3.592319e-04,7.270247e-04,-1.038832e-04,-1.038832e-04
2.856000e-10,-5.014624e-06,-3.546566e-04,7.292684e-04,-1.038056e-04,-1.038056e-04
2.858000e-10,-5.016224e-06,-3.500673e-04,7.314834e-04,-1.036950e-04,-1.036950e-04
2.860000e-10,-5.018086e-06,-3.454643e-04,7.336694e-04,-1.035614e-04,-1.035614e-04
2.862000e-10,-5.020120e-06,-3.408477e-04,7.358265e-04,-1.034159e-04,-1.034159e-04
2.864000e-10,-5.022233e-06,-3.362176e-04,7.379545e-04,-1.032690e-04,-1.032690e-04
2.866000e-10,-5.024334e-06,-3.315743e-04,7.400533e-04,-1.031296e-04,-1.031296e-04
2.868000e-10,-5.026345e-06,-3.269179e-04,7.421230e-04,-1.030038e-04,-1.030038e-04
2.870000e-10,-5.028205e-06,-3.222486e-04,7.441633e-04,-1.028942e-04,-1.028942e-04
2.872000e-10,-5.029874e-06,-3.175665e-04,7.461743e-04,-1.027999e-04,-1.027999e-04
2.874000e-10,-5.031336e-06,-3.128718e-04,7.481558e-04,-1.027169e-04,-1.027169e-04
2.876000e-10,-5.032599e-06,-3.081648e-04,7.501078e-04,-1.026387e-04,-1.026387e-04
2.878000e-10,-5.033687e-06,-3.034455e-04,7.520302e-04,-1.025572e-04,-1.025572e-04
2.880000e-10,-5.034643e-06,-2.987142e-04,7.539229e-04,-1.024639e-04,-1.024639e-04
2.882000e-10,-5.035517e-06,-2.939712e-04,7.557859e-04,-1.023512e-04,-1.023512e-04
2.884000e-10,-5.036365e-06,-2.892164e-04,7.576190e-04,-1.022128e-04,-1.022128e-04
2.886000e-10,-5.037243e-06,-2.844503e-04,7.594222e-04,-1.020452e-04,-1.020452e-04
2.888000e-10,-5.038199e-06,-2.796730e-04,7.611955e-04,-1.018472e-04,-1.018472e-04
2.890000e-10,-5.039273e-06,-2.748846e-04,7.629387e-04,-1.016205e-04,-1.016205e-04
2.892000e-10,-5.040491e-06,-2.700854e-04,7.646517e-04,-1.013692e-04,-1.013692e-04
2.894000e-10,-5.041863e-06,-2.652756e-04,7.663346e-04,-1.010988e-04,-1.010988e-04
2.896000e-10,-5.043384e-06,-2.604553e-04,7.679872e-04,-1.008159e-04,-1.008159e-04
2.898000e-10,-5.045029e-06,-2.556247e-04,7.696094e-04,-1.005270e-04,-1.005270e-04
2.900000e-10,-5.046757e-06,-2.507841e-04,7.712013e-04,-1.002376e-04,-1.002376e-04
2.902000e-10,-5.048509e-06,-2.459335e-04,7.727627e-04,-9.995190e-05,-9.995190e-05
2.904000e-10,-5.050211e-06,-2.410732e-04,7.742937e-04,-9.967209e-05,-9.967209e-05
2.906000e-10,-5.051773e-06,-2.362033e-04,7.757940e-04,-9.939826e-05,-9.939826e-05
2.908000e-10,-5.053097e-06,-2.313240e-04,7.772638e-04,-9.912858e-05,-9.912858e-05
2.910000e-10,-5.054072e-06,-2.264355e-04,7.787028e-04,-9.885978e-05,-9.885978e-05
2.912000e-10,-5.054584e-06,-2.215379e-04,7.801112e-04,-9.858772e-05,-9.858772e-05
2.914000e-10,-5.054522e-06,-2.166314e-04,7.814887e-04,-9.830822e-05,-9.830822e-05
2.916000e-10,-5.053782e-06,-2.117162e-04,7.828354e-04,-9.801787e-05,-9.801787e-05
2.918000e-10,-5.052280e-06,-2.067926e-04,7.841511e-04,-9.771479e-05,-9.771479e-05
2.920000e-10,-5.049961e-06,-2.018607e-04,7.854360e-04,-9.739922e-05,-9.739922e-05
2.922000e-10,-5.046808e-06,-1.969206e-04,7.866898e-04,-9.707392e-05,-9.707392e-05
2.924000e-10,-5.042852e-06,-1.919728e-04,7.879125e-04,-9.674426e-05,-9.674426e-05
2.926000e-10,-5.038181e-06,-1.870173e-04,7.891041e-04,-9.641800e-05,-9.641800e-05
2.928000e-10,-5.032938e-06,-1.820544e-04,7.902646e-04,-9.610482e-05,-9.610482e-05
2.930000e-10,-5.027319e-06,-1.770844e-04,7.913939e-04,-9.581559e-05,-9.581559e-05
2.932000e-10,-5.021565e-06,-1.721074e-04,7.924919e-04,-9.556141e-05,-9.556141e-05
2.934000e-10,-5.015944e-06,-1.671237e-04,7.935586e-04,-9.535260e-05,-9.535260e-05
2.936000e-10,-5.010737e-06,-1.621335e-04,7.945940e-04,-9.519759e-05,-9.519759e-05
2.938000e-10,-5.006208e-06,-1.571370e-04,7.955981e-04,-9.510201e-05,-9.510201e-05
2.940000e-10,-5.002592e-06,-1.521344e-04,7.965707e-04,-9.506785e-05,-9.506785e-05
2.942000e-10,-5.000067e-06,-1.471259e-04,7.975119e-04,-9.509288e-05,-9.509288e-05
2.944000e-10,-4.998743e-06,-1.421118e-04,7.984216e-04,-9.517047e-05,-9.517047e-05
2.946000e-10,-4.998653e-06,-1.370921e-04,7.992998e-04,-9.528971e-05,-9.528971e-05
2.948000e-10,-4.999746e-06,-1.320672e-04,8.001465e-04,-9.543597e-05,-9.543597e-05
2.950000e-10,-5.001888e-06,-1.270372e-04,8.009615e-04,-9.559187e-05,-9.559187e-05
2.952000e-10,-5.004878e-06,-1.220023e-04,8.017450e-04,-9.573852e-05,-9.573852e-05
2.954000e-10,-5.008450e-06,-1.169627e-04,8.024968e-04,-9.585707e-05,-9.585707e-05
2.956000e-10,-5.012300e-06,-1.119185e-04,8.032169e-04,-9.593036e-05,-9.593036e-05
2.958000e-10,-5.016097e-06,-1.068698e-04,8.039053e-04,-9.594446e-05,-9.594446e-05
2.960000e-10,-5.019513e-06,-1.018168e-04,8.045620e-04,-9.589007e-05,-9.589007e-05
2.962000e-10,-5.022242e-06,-9.675973e-05,8.051869e-04,-9.576354e-05,-9.576354e-05
2.964000e-10,-5.024031e-06,-9.169866e-05,8.057801e-04,-9.556733e-05,-9.556733e-05
2.966000e-10,-5.024697e-06,-8.663383e-05,8.063414e-04,-9.531005e-05,-9.531005e-05
2.968000e-10,-5.024155e-06,-8.156544e-05,8.068709e-04,-9.500581e-05,-9.500581e-05
2.970000e-10,-5.022424e-06,-7.649373e-05,8.073685e-04,-9.467314e-05,-9.467314e-05
2.972000e-10,-5.019634e-06,-7.141892e-05,8.078342e-04,-9.433351e-05,-9.433351e-05
2.974000e-10,-5.016018e-06,-6.634127e-05,8.082681e-04,-9.400954e-05,-9.400954e-05
2.976000e-10,-5.011891e-06,-6.126100e-05,8.086700e-04,-9.372310e-05,-9.372310e-05
2.978000e-10,-5.007619e-06,-5.617834e-05,8.090400e-04,-9.349349e-05,-9.349349e-05
2.980000e-10,-5.003587e-06,-5.109350e-05,8.093781e-04,-9.333576e-05,-9.333576e-05
2.982000e-10,-5.000150e-06,-4.600671e-05,8.096842e-04,-9.325932e-05,-9.325932e-05
2.984000e-10,-4.997603e-06,-4.091816e-05,8.099583e-04,-9.326697e-05,-9.326697e-05
2.986000e-10,-4.996147e-06,-3.582807e-05,8.102005e-04,-9.335449e-05,-9.335449e-05
2.988000e-10,-4.995866e-06,-3.073665e-05,8.104107e-04,-9.351071e-05,-9.351071e-05
2.990000e-10,-4.996724e-06,-2.564411e-05,8.105889e-04,-9.371821e-05,-9.371821e-05
2.992000e-10,-4.998568e-06,-2.055065e-05,8.107351e-04,-9.395468e-05,-9.395468e-05
2.994000e-10,-5.001146e-06,-1.545645e-05,8.108493e-04,-9.419473e-05,-9.419473e-05
2.996000e-10,-5.004139e-06,-1.036169e-05,8.109315e-04,-9.441214e-05,-9.441214e-05
2.998000e-10,-5.007193e-06,-5.266524e-06,8.109817e-04,-9.458234e-05,-9.458234e-05
3.000000e-10,-5.009958e-06,-1.711124e-07,8.109998e-04,-9.468483e-05,-9.468483e-05
3.002000e-10,-5.012127e-06,4.924381e-06,8.109860e-04,-9.470532e-05,-9.470532e-05
3.004000e-10,-5.013467e-06,1.001978e-05,8.109401e-04,-9.463729e-05,-9.463729e-05
3.006000e-10,-5.013849e-06,1.511488e-05,8.108623e-04,-9.448282e-05,-9.448282e-05
3.008000e-10,-5.013257e-06,2.020946e-05,8.107524e-04,-9.425249e-05,-9.425249e-05
3.010000e-10,-5.011792e-06,2.530329e-05,8.106105e-04,-9.396442e-05,-9.396442e-05
3.012000e-10,-5.009657e-06,3.039615e-05,8.104366e-04,-9.364251e-05,-9.364251e-05
3.014000e-10,-5.007130e-06,3.548780e-05,8.102307e-04,-9.331414e-05,-9.331414e-05
3.016000e-10,-5.004525e-06,4.057804e-05,8.099928e-04,-9.300739e-05,-9.300739e-05
3.018000e-10,-5.002152e-06,4.566664e-05,8.097229e-04,-9.274838e-05,-9.274838e-05
3.020000e-10,-5.000276e-06,5.075341e-05,8.094210e-04,-9.255863e-05,-9.255863e-05
3.022000e-10,-4.999082e-06,5.583813e-05,8.090872e-04,-9.245303e-05,-9.245303e-05
3.024000e-10,-4.998655e-06,6.092062e-05,8.087215e-04,-9.243827e-05,-9.243827e-05
3.026000e-10,-4.998973e-06,6.600065e-05,8.083238e-04,-9.251220e-05,-9.251220e-05
3.028000e-10,-4.999915e-06,7.107804e-05,8.078942e-04,-9.266394e-05,-9.266394e-05
3.030000e-10,-5.001285e-06,7.615258e-05,8.074327e-04,-9.287483e-05,-9.287483e-05
3.032000e-10,-5.002843e-06,8.122410e-05,8.069394e-04,-9.312032e-05,-9.312032e-05
3.034000e-10,-5.004340e-06,8.629242e-05,8.064142e-04,-9.337235e-05,-9.337235e-05
3.036000e-10,-5.005555e-06,9.135735e-05,8.058572e-04,-9.360224e-05,-9.360224e-05
3.038000e-10,-5.006328e-06,9.641872e-05,8.052683e-04,-9.378376e-05,-9.378376e-05
3.040000e-10,-5.006578e-06,1.014763e-04,8.046477e-04,-9.389589e-05,-9.389589e-05
3.042000e-10,-5.006309e-06,1.065300e-04,8.039953e-04,-9.392509e-05,-9.392509e-05
3.044000e-10,-5.005610e-06,1.115794e-04,8.033112e-04,-9.386673e-05,-9.386673e-05
3.046000e-10,-5.004632e-06,1.166245e-04,8.025954e-04,-9.372547e-05,-9.372547e-05
3.048000e-10,-5.003560e-06,1.216650e-04,8.018479e-04,-9.351462e-05,-9.351462e-05
3.050000e-10,-5.002581e-06,1.267006e-04,8.010687e-04,-9.325449e-05,-9.325449e-05
3.052000e-10,-5.001851e-06,1.317312e-04,8.002579e-04,-9.297002e-05,-9.297002e-05
3.054000e-10,-5.001469e-06,1.367566e-04,7.994155e-04,-9.268800e-05,-9.268800e-05
3.056000e-10,-5.001464e-06,1.417766e-04,7.985415e-04,-9.243415e-05,-9.243415e-05
3.058000e-10,-5.001790e-06,1.467909e-04,7.976360e-04,-9.223045e-05,-9.223045e-05
3.060000e-10,-5.002341e-06,1.517995e-04,7.966990e-04,-9.209302e-05,-9.209302e-05
3.062000e-10,-5.002971e-06,1.568020e-04,7.957305e-04,-9.203065e-05,-9.203065e-05
3.064000e-10,-5.003522e-06,1.617984e-04,7.947306e-04,-9.204414e-05,-9.204414e-05
3.066000e-10,-5.003858e-06,1.667884e-04,7.936994e-04,-9.212655e-05,-9.212655e-05
3.068000e-10,-5.003887e-06,1.717718e-04,7.926368e-04,-9.226412e-05,-9.226412e-05
3.070000e-10,-5.003582e-06,1.767485e-04,7.915429e-04,-9.243798e-05,-9.243798e-05
3.072000e-10,-5.002984e-06,1.817182e-04,7.904178e-04,-9.262624e-05,-9.262624e-05
3.074000e-10,-5.002195e-06,1.866807e-04,7.892615e-04,-9.280635e-05,-9.280635e-05
3.076000e-10,-5.001358e-06,1.916359e-04,7.880740e-04,-9.295748e-05,-9.295748e-05
3.078000e-10,-5.000633e-06,1.965835e-04,7.868555e-04,-9.306256e-05,-9.306256e-05
3.080000e-10,-5.000161e-06,2.015233e-04,7.856059e-04,-9.310987e-05,-9.310987e-05
3.082000e-10,-5.000042e-06,2.064552e-04,7.843253e-04,-9.309401e-05,-9.309401e-05
3.084000e-10,-5.000311e-06,2.113789e-04,7.830137e-04,-9.301606e-05,-9.301606e-05
3.086000e-10,-5.000934e-06,2.162942e-04,7.816712e-04,-9.288313e-05,-9.288313e-05
3.088000e-10,-5.001806e-06,2.212010e-04,7.802979e-04,-9.270723e-05,-9.270723e-05
3.090000e-10,-5.002775e-06,2.260990e-04,7.788937e-04,-9.250377e-05,-9.250377e-05
3.092000e-10,-5.003669e-06,2.309881e-04,7.774588e-04,-9.228981e-05,-9.228981e-05
3.094000e-10,-5.004323e-06,2.358681e-04,7.759931e-04,-9.208232e-05,-9.208232e-05
3.096000e-10,-5.004611e-06,2.407388e-04,7.744968e-04,-9.189655e-05,-9.189655e-05
3.098000e-10,-5.004471e-06,2.456000e-04,7.729700e-04,-9.174475e-05,-9.174475e-05
3.100000e-10,-5.003915e-06,2.504516e-04,7.714126e-04,-9.163531e-05,-9.163531e-05
3.102000e-10,-5.003027e-06,2.552932e-04,7.698247e-04,-9.157221e-05,-9.157221e-05
3.104000e-10,-5.001951e-06,2.601248e-04,7.682064e-04,-9.155495e-05,-9.155495e-05
