time,"I(RINA)","I(RINB)","I(RINC)","I(LQ|XCOUT)","I(LQ|XSUM)"
0.000000e+00,-1.281525e-08,-1.281525e-08,-1.261755e-08,4.096980e-06,5.684227e-06
2.000000e-13,-1.016583e-06,-1.016583e-06,-1.016085e-06,4.667901e-06,6.482570e-06
4.000000e-13,-2.042201e-06,-2.042201e-06,-2.041318e-06,5.704671e-06,7.931761e-06
6.000000e-13,-3.067159e-06,-3.067159e-06,-3.065789e-06,7.359773e-06,1.024337e-05
8.000000e-13,-4.097882e-06,-4.097882e-06,-4.095885e-06,9.821687e-06,1.367514e-05
1.000000e-12,-5.137560e-06,-5.137560e-06,-5.134750e-06,1.334650e-05,1.856717e-05
1.200000e-12,-5.205226e-06,-5.205226e-06,-5.201392e-06,1.827603e-05,2.534686e-05
1.400000e-12,-5.271813e-06,-5.271813e-06,-5.266790e-06,2.503558e-05,3.447888e-05
1.600000e-12,-5.361347e-06,-5.361347e-06,-5.355196e-06,3.408357e-05,4.630678e-05
1.800000e-12,-5.464033e-06,-5.464033e-06,-5.457401e-06,4.576005e-05,6.073670e-05
2.000000e-12,-5.560971e-06,-5.560971e-06,-5.555495e-06,5.998495e-05,7.684569e-05
2.200000e-12,-5.617292e-06,-5.617292e-06,-5.615510e-06,7.587884e-05,9.274403e-05
2.400000e-12,-5.593074e-06,-5.593074e-06,-5.597201e-06,9.161659e-05,1.059884e-04
2.600000e-12,-5.468041e-06,-5.468041e-06,-5.478412e-06,1.048121e-04,1.143609e-04
2.800000e-12,-5.256955e-06,-5.256955e-06,-5.271716e-06,1.132746e-04,1.165644e-04
3.000000e-12,-5.003085e-06,-5.003085e-06,-5.019048e-06,1.156994e-04,1.125760e-04
3.200000e-12,-4.761112e-06,-4.761112e-06,-4.774883e-06,1.120264e-04,1.035913e-04
3.400000e-12,-4.579288e-06,-4.579288e-06,-4.588337e-06,1.033954e-04,9.159756e-05
3.600000e-12,-4.484294e-06,-4.484294e-06,-4.487719e-06,9.173785e-05,7.875862e-05
3.800000e-12,-4.475320e-06,-4.475320e-06,-4.473833e-06,7.917951e-05,6.689223e-05
4.000000e-12,-4.531268e-06,-4.531268e-06,-4.526460e-06,6.752465e-05,5.722051e-05
4.200000e-12,-4.624699e-06,-4.624699e-06,-4.618176e-06,5.800083e-05,5.038694e-05
4.400000e-12,-4.733026e-06,-4.733026e-06,-4.725898e-06,5.126419e-05,4.661806e-05
4.600000e-12,-4.842937e-06,-4.842937e-06,-4.835725e-06,4.755033e-05,4.590430e-05
4.800000e-12,-4.949518e-06,-4.949518e-06,-4.942297e-06,4.684882e-05,4.812492e-05
5.000000e-12,-5.053099e-06,-5.053099e-06,-5.045718e-06,4.902646e-05,5.308804e-05
5.200000e-12,-5.155743e-06,-5.155743e-06,-5.148057e-06,5.387008e-05,6.048113e-05
5.400000e-12,-5.257784e-06,-5.257784e-06,-5.249913e-06,6.104468e-05,6.974948e-05
5.600000e-12,-5.354140e-06,-5.354140e-06,-5.346775e-06,6.998533e-05,7.997096e-05
5.800000e-12,-5.431149e-06,-5.431149e-06,-5.425753e-06,7.978833e-05,8.985383e-05
6.000000e-12,-5.466998e-06,-5.466998e-06,-5.465585e-06,8.921775e-05,9.794568e-05
6.200000e-12,-5.439658e-06,-5.439658e-06,-5.443875e-06,9.690411e-05,1.029885e-04
6.400000e-12,-5.340080e-06,-5.340080e-06,-5.350132e-06,1.016737e-04,1.042510e-04
6.600000e-12,-5.180492e-06,-5.180492e-06,-5.194796e-06,1.028539e-04,1.017017e-04
6.800000e-12,-4.991327e-06,-4.991327e-06,-5.007073e-06,1.004299e-04,9.597699e-05
7.000000e-12,-4.810555e-06,-4.810555e-06,-4.824660e-06,9.500938e-05,8.817221e-05
7.200000e-12,-4.671428e-06,-4.671428e-06,-4.681500e-06,8.762677e-05,7.954305e-05
7.400000e-12,-4.592794e-06,-4.592794e-06,-4.597783e-06,7.946460e-05,7.122532e-05
7.600000e-12,-4.575589e-06,-4.575589e-06,-4.575845e-06,7.159411e-05,6.405878e-05
7.800000e-12,-4.606870e-06,-4.606870e-06,-4.603642e-06,6.481028e-05,5.853767e-05
8.000000e-12,-4.668119e-06,-4.668119e-06,-4.662849e-06,5.958279e-05,5.485786e-05
8.200000e-12,-4.742697e-06,-4.742697e-06,-4.736510e-06,5.609682e-05,5.301072e-05
8.400000e-12,-4.819618e-06,-4.819618e-06,-4.813123e-06,5.433869e-05,5.288070e-05
8.600000e-12,-4.893774e-06,-4.893774e-06,-4.887113e-06,5.418672e-05,5.431735e-05
8.800000e-12,-4.964236e-06,-4.964236e-06,-4.957243e-06,5.547986e-05,5.716598e-05
9.000000e-12,-5.032115e-06,-5.032115e-06,-5.024497e-06,5.804903e-05,6.125246e-05
9.200000e-12,-5.098738e-06,-5.098738e-06,-5.090241e-06,6.170844e-05,6.633294e-05
9.400000e-12,-5.164257e-06,-5.164257e-06,-5.154826e-06,6.621757e-05,7.203630e-05
9.600000e-12,-5.226587e-06,-5.226587e-06,-5.216542e-06,7.123850e-05,7.783875e-05
9.800000e-12,-5.280732e-06,-5.280732e-06,-5.270928e-06,7.631971e-05,8.310195e-05
1.000000e-11,-5.318774e-06,-5.318774e-06,-5.310692e-06,8.092858e-05,8.717542e-05
1.020000e-11,-5.330949e-06,-5.330949e-06,-5.326580e-06,8.453160e-05,8.952916e-05
1.040000e-11,-5.308218e-06,-5.308218e-06,-5.309613e-06,8.669606e-05,8.986699e-05
1.060000e-11,-5.246226e-06,-5.246226e-06,-5.254699e-06,8.717625e-05,8.818120e-05
1.080000e-11,-5.148968e-06,-5.148968e-06,-5.164337e-06,8.595468e-05,8.473277e-05
1.100000e-11,-5.029430e-06,-5.029430e-06,-5.049827e-06,8.322656e-05,7.996700e-05
1.120000e-11,-4.906203e-06,-4.906203e-06,-4.928605e-06,7.933547e-05,7.439495e-05
1.140000e-11,-4.797818e-06,-4.797818e-06,-4.818998e-06,7.468276e-05,6.847987e-05
1.160000e-11,-4.717478e-06,-4.717478e-06,-4.734937e-06,6.963981e-05,6.256075e-05
1.180000e-11,-4.670097e-06,-4.670097e-06,-4.682664e-06,6.448677e-05,5.682620e-05
1.200000e-11,-4.652429e-06,-4.652429e-06,-4.660322e-06,5.938816e-05,5.133209e-05
1.220000e-11,-4.655774e-06,-4.655774e-06,-4.660172e-06,5.440131e-05,4.604348e-05
1.240000e-11,-4.669811e-06,-4.669811e-06,-4.672181e-06,4.950377e-05,4.087975e-05
1.260000e-11,-4.685948e-06,-4.685948e-06,-4.687410e-06,4.462464e-05,3.574890e-05
1.280000e-11,-4.699195e-06,-4.699195e-06,-4.700142e-06,3.966945e-05,3.056714e-05
1.300000e-11,-4.708343e-06,-4.708343e-06,-4.708384e-06,3.453653e-05,2.526904e-05
1.320000e-11,-4.714823e-06,-4.714823e-06,-4.713032e-06,2.912930e-05,1.981627e-05
1.340000e-11,-4.721035e-06,-4.721035e-06,-4.716342e-06,2.337166e-05,1.421044e-05
1.360000e-11,-4.728991e-06,-4.728991e-06,-4.720540e-06,1.723119e-05,8.507927e-06
1.380000e-11,-4.739791e-06,-4.739791e-06,-4.727104e-06,1.074733e-05,2.828006e-06
1.400000e-11,-4.753837e-06,-4.753837e-06,-4.736799e-06,4.052483e-06,-2.655032e-06
1.420000e-11,-4.771324e-06,-4.771324e-06,-4.750068e-06,-2.629404e-06,-7.737567e-06
1.440000e-11,-4.792515e-06,-4.792515e-06,-4.767331e-06,-9.014235e-06,-1.222055e-05
1.460000e-11,-4.817658e-06,-4.817658e-06,-4.788988e-06,-1.480874e-05,-1.593683e-05
1.480000e-11,-4.846728e-06,-4.846728e-06,-4.815236e-06,-1.975787e-05,-1.876191e-05
1.500000e-11,-4.879285e-06,-4.879285e-06,-4.845958e-06,-2.366851e-05,-2.060897e-05
1.520000e-11,-4.914578e-06,-4.914578e-06,-4.880781e-06,-2.640514e-05,-2.141772e-05
1.540000e-11,-4.951805e-06,-4.951805e-06,-4.919255e-06,-2.786939e-05,-2.114840e-05
1.560000e-11,-4.990356e-06,-4.990356e-06,-4.960987e-06,-2.798188e-05,-1.978818e-05
1.580000e-11,-5.029865e-06,-5.029865e-06,-5.005638e-06,-2.668104e-05,-1.736894e-05
1.600000e-11,-5.070089e-06,-5.070089e-06,-5.052810e-06,-2.394405e-05,-1.398919e-05
1.620000e-11,-5.110648e-06,-5.110648e-06,-5.101894e-06,-1.982449e-05,-9.829685e-06
1.640000e-11,-5.150751e-06,-5.150751e-06,-5.151942e-06,-1.449316e-05,-5.154202e-06
1.660000e-11,-5.188954e-06,-5.188954e-06,-5.201502e-06,-8.263639e-06,-2.923166e-07
1.680000e-11,-5.222995e-06,-5.222995e-06,-5.248351e-06,-1.585157e-06,4.392682e-06
1.700000e-11,-5.249770e-06,-5.249770e-06,-5.289075e-06,5.004447e-06,8.542813e-06
1.720000e-11,-5.265610e-06,-5.265610e-06,-5.318790e-06,1.095469e-05,1.184208e-05
1.740000e-11,-5.267034e-06,-5.267034e-06,-5.331672e-06,1.578034e-05,1.404402e-05
1.760000e-11,-5.251883e-06,-5.251883e-06,-5.322763e-06,1.911467e-05,1.498839e-05
1.780000e-11,-5.220258e-06,-5.220258e-06,-5.290332e-06,2.072820e-05,1.461014e-05
1.800000e-11,-5.174601e-06,-5.174601e-06,-5.236943e-06,2.052369e-05,1.294551e-05
1.820000e-11,-5.118824e-06,-5.118824e-06,-5.168208e-06,1.852882e-05,1.013835e-05
1.840000e-11,-5.057129e-06,-5.057129e-06,-5.090327e-06,1.490385e-05,6.443268e-06
1.860000e-11,-4.993280e-06,-4.993280e-06,-5.008309e-06,9.963484e-06,2.216718e-06
1.880000e-11,-4.930680e-06,-4.930680e-06,-4.925916e-06,4.188391e-06,-2.112789e-06
1.900000e-11,-4.872995e-06,-4.872995e-06,-4.847050e-06,-1.806377e-06,-6.095419e-06
1.920000e-11,-4.824669e-06,-4.824669e-06,-4.777434e-06,-7.356526e-06,-9.319524e-06
1.940000e-11,-4.790688e-06,-4.790688e-06,-4.725046e-06,-1.185834e-05,-1.146287e-05
1.960000e-11,-4.775388e-06,-4.775388e-06,-4.698202e-06,-1.485717e-05,-1.232490e-05
1.980000e-11,-4.780909e-06,-4.780909e-06,-4.701989e-06,-1.608801e-05,-1.184094e-05
2.000000e-11,-4.806382e-06,-4.806382e-06,-4.735738e-06,-1.547651e-05,-1.008641e-05
2.020000e-11,-4.848370e-06,-4.848370e-06,-4.793640e-06,-1.312886e-05,-7.275821e-06
2.040000e-11,-4.902052e-06,-4.902052e-06,-4.867593e-06,-9.332656e-06,-3.753582e-06
2.060000e-11,-4.962289e-06,-4.962289e-06,-4.949893e-06,-4.555578e-06,3.842640e-08
2.080000e-11,-5.024191e-06,-5.024191e-06,-5.034268e-06,5.915760e-07,3.620829e-06
2.100000e-11,-5.083054e-06,-5.083054e-06,-5.115099e-06,5.444087e-06,6.551171e-06
2.120000e-11,-5.134067e-06,-5.134067e-06,-5.186023e-06,9.399834e-06,8.489236e-06
2.140000e-11,-5.172342e-06,-5.172342e-06,-5.239389e-06,1.201530e-05,9.236110e-06
2.160000e-11,-5.193576e-06,-5.193576e-06,-5.267612e-06,1.304988e-05,8.745809e-06
2.180000e-11,-5.195143e-06,-5.195143e-06,-5.265989e-06,1.246310e-05,7.119580e-06
2.200000e-11,-5.176983e-06,-5.176983e-06,-5.234943e-06,1.039251e-05,4.591601e-06
2.220000e-11,-5.141664e-06,-5.141664e-06,-5.179866e-06,7.134140e-06,1.505105e-06
2.240000e-11,-5.093600e-06,-5.093600e-06,-5.108831e-06,3.122291e-06,-1.727969e-06
2.260000e-11,-5.037987e-06,-5.037987e-06,-5.030101e-06,-1.112484e-06,-4.684660e-06
2.280000e-11,-4.980088e-06,-4.980088e-06,-4.951024e-06,-5.018194e-06,-6.994259e-06
2.300000e-11,-4.925050e-06,-4.925050e-06,-4.878400e-06,-8.111258e-06,-8.389442e-06
2.320000e-11,-4.877951e-06,-4.877951e-06,-4.819209e-06,-1.004813e-05,-8.733863e-06
2.340000e-11,-4.843577e-06,-4.843577e-06,-4.780309e-06,-1.065725e-05,-8.027083e-06
2.360000e-11,-4.825709e-06,-4.825709e-06,-4.766701e-06,-9.935302e-06,-6.395179e-06
2.380000e-11,-4.826189e-06,-4.826189e-06,-4.779519e-06,-8.027435e-06,-4.073293e-06
2.400000e-11,-4.844409e-06,-4.844409e-06,-4.815502e-06,-5.206581e-06,-1.379134e-06
2.420000e-11,-4.877607e-06,-4.877607e-06,-4.868456e-06,-1.849429e-06,1.326476e-06
2.440000e-11,-4.921737e-06,-4.921737e-06,-4.931486e-06,1.603984e-06,3.690278e-06
2.460000e-11,-4.972333e-06,-4.972333e-06,-4.998428e-06,4.711479e-06,5.417983e-06
2.480000e-11,-5.024911e-06,-5.024911e-06,-5.063883e-06,7.096537e-06,6.313230e-06
2.500000e-11,-5.074932e-06,-5.074932e-06,-5.122453e-06,8.500029e-06,6.296820e-06
2.520000e-11,-5.117702e-06,-5.117702e-06,-5.168295e-06,8.802622e-06,5.407724e-06
2.540000e-11,-5.148629e-06,-5.148629e-06,-5.195814e-06,8.021612e-06,3.791740e-06
2.560000e-11,-5.163954e-06,-5.163954e-06,-5.201272e-06,6.295511e-06,1.681521e-06
2.580000e-11,-5.161662e-06,-5.161662e-06,-5.184195e-06,3.865553e-06,-6.324842e-07
2.600000e-11,-5.142038e-06,-5.142038e-06,-5.147521e-06,1.051970e-06,-2.840729e-06
2.620000e-11,-5.107565e-06,-5.107565e-06,-5.096494e-06,-1.782353e-06,-4.658498e-06
2.640000e-11,-5.062300e-06,-5.062300e-06,-5.037242e-06,-4.281388e-06,-5.865695e-06
2.660000e-11,-5.011137e-06,-5.011137e-06,-4.975914e-06,-6.147449e-06,-6.333548e-06
2.680000e-11,-4.959311e-06,-4.959311e-06,-4.918512e-06,-7.179457e-06,-6.034796e-06
2.700000e-11,-4.912113e-06,-4.912113e-06,-4.870903e-06,-7.289900e-06,-5.039862e-06
2.720000e-11,-4.874597e-06,-4.874597e-06,-4.838374e-06,-6.503514e-06,-3.503365e-06
2.740000e-11,-4.851026e-06,-4.851026e-06,-4.824633e-06,-4.946186e-06,-1.643287e-06
2.760000e-11,-4.844121e-06,-4.844121e-06,-4.830808e-06,-2.829253e-06,2.871011e-07
2.780000e-11,-4.854442e-06,-4.854442e-06,-4.855177e-06,-4.274659e-07,2.033354e-06
2.800000e-11,-4.880297e-06,-4.880297e-06,-4.893853e-06,1.953263e-06,3.375150e-06
2.820000e-11,-4.918251e-06,-4.918251e-06,-4.941894e-06,4.016874e-06,4.155581e-06
2.840000e-11,-4.963894e-06,-4.963894e-06,-4.994182e-06,5.518088e-06,4.298779e-06
2.860000e-11,-5.012484e-06,-5.012484e-06,-5.045727e-06,6.292694e-06,3.814494e-06
2.880000e-11,-5.059255e-06,-5.059255e-06,-5.091633e-06,6.272001e-06,2.791718e-06
2.900000e-11,-5.099533e-06,-5.099533e-06,-5.127179e-06,5.483531e-06,1.384189e-06
2.920000e-11,-5.128962e-06,-5.128962e-06,-5.148345e-06,4.043188e-06,-2.106368e-07
2.940000e-11,-5.144046e-06,-5.144046e-06,-5.152644e-06,2.141664e-06,-1.778034e-06
2.980000e-11,-5.125634e-06,-5.125634e-06,-5.111838e-06,-2.041139e-06,-4.058901e-06
3.000000e-11,-5.094662e-06,-5.094662e-06,-5.072534e-06,-3.795049e-06,-4.505006e-06
3.020000e-11,-5.053870e-06,-5.053870e-06,-5.026649e-06,-5.026236e-06,-4.419208e-06
3.040000e-11,-5.008035e-06,-5.008035e-06,-4.979263e-06,-5.595290e-06,-3.836608e-06
3.060000e-11,-4.962197e-06,-4.962197e-06,-4.935398e-06,-5.448504e-06,-2.853492e-06
3.080000e-11,-4.921275e-06,-4.921275e-06,-4.899713e-06,-4.619837e-06,-1.612847e-06
3.100000e-11,-4.889740e-06,-4.889740e-06,-4.876078e-06,-3.224582e-06,-2.850221e-07
3.120000e-11,-4.871144e-06,-4.871144e-06,-4.866982e-06,-1.446136e-06,9.549547e-07
3.140000e-11,-4.867516e-06,-4.867516e-06,-4.873038e-06,4.849922e-07,1.950695e-06
3.160000e-11,-4.878918e-06,-4.878918e-06,-4.892891e-06,2.320159e-06,2.584623e-06
3.180000e-11,-4.903447e-06,-4.903447e-06,-4.923601e-06,3.826172e-06,2.791619e-06
3.200000e-11,-4.937743e-06,-4.937743e-06,-4.961307e-06,4.816853e-06,2.564501e-06
3.220000e-11,-4.977689e-06,-4.977689e-06,-5.001815e-06,5.176233e-06,1.951682e-06
3.240000e-11,-5.018972e-06,-5.018972e-06,-5.040953e-06,4.870453e-06,1.048376e-06
3.260000e-11,-5.057383e-06,-5.057383e-06,-5.074760e-06,3.949164e-06,-1.721246e-08
3.280000e-11,-5.088972e-06,-5.088972e-06,-5.099708e-06,2.538367e-06,-1.101312e-06
3.300000e-11,-5.110311e-06,-5.110311e-06,-5.113095e-06,8.254875e-07,-2.063777e-06
3.320000e-11,-5.118962e-06,-5.118962e-06,-5.113519e-06,-9.635229e-07,-2.786392e-06
3.340000e-11,-5.113991e-06,-5.113991e-06,-5.101202e-06,-2.593918e-06,-3.187414e-06
3.360000e-11,-5.096234e-06,-5.096234e-06,-5.077965e-06,-3.854525e-06,-3.230250e-06
3.380000e-11,-5.068135e-06,-5.068135e-06,-5.046857e-06,-4.586523e-06,-2.925575e-06
3.400000e-11,-5.033248e-06,-5.033248e-06,-5.011633e-06,-4.703389e-06,-2.327478e-06
3.420000e-11,-4.995659e-06,-4.995659e-06,-4.976280e-06,-4.199889e-06,-1.524718e-06
3.440000e-11,-4.959540e-06,-4.959540e-06,-4.944650e-06,-3.150809e-06,-6.282904e-07
3.460000e-11,-4.928814e-06,-4.928814e-06,-4.920140e-06,-1.700857e-06,2.433991e-07
3.480000e-11,-4.906824e-06,-4.906824e-06,-4.905334e-06,-4.647191e-08,9.800174e-07
3.500000e-11,-4.895923e-06,-4.895923e-06,-4.901644e-06,1.589751e-06,1.493298e-06
3.520000e-11,-4.897086e-06,-4.897086e-06,-4.909076e-06,2.989578e-06,1.727487e-06
3.540000e-11,-4.909741e-06,-4.909741e-06,-4.926284e-06,3.969713e-06,1.664914e-06
3.560000e-11,-4.931938e-06,-4.931938e-06,-4.950873e-06,4.406697e-06,1.326339e-06
3.580000e-11,-4.960784e-06,-4.960784e-06,-4.979831e-06,4.252095e-06,7.665546e-07
3.600000e-11,-4.992924e-06,-4.992924e-06,-5.009921e-06,3.536790e-06,6.608500e-08
3.620000e-11,-5.024899e-06,-5.024899e-06,-5.037962e-06,2.365345e-06,-6.799608e-07
3.640000e-11,-5.053387e-06,-5.053387e-06,-5.061041e-06,9.017622e-07,-1.374559e-06
3.660000e-11,-5.075403e-06,-5.075403e-06,-5.076758e-06,-6.522662e-07,-1.931333e-06
3.680000e-11,-5.088591e-06,-5.088591e-06,-5.083507e-06,-2.084899e-06,-2.285246e-06
3.700000e-11,-5.091563e-06,-5.091563e-06,-5.080736e-06,-3.203926e-06,-2.399964e-06
3.720000e-11,-5.084170e-06,-5.084170e-06,-5.069044e-06,-3.863706e-06,-2.271081e-06
3.740000e-11,-5.067539e-06,-5.067539e-06,-5.050078e-06,-3.984457e-06,-1.925167e-06
3.760000e-11,-5.043861e-06,-5.043861e-06,-5.026249e-06,-3.561247e-06,-1.415074e-06
3.780000e-11,-5.016025e-06,-5.016025e-06,-5.000385e-06,-2.662565e-06,-8.122716e-07
3.800000e-11,-4.987236e-06,-4.987236e-06,-4.975404e-06,-1.419714e-06,-1.971519e-07
3.820000e-11,-4.960688e-06,-4.960688e-06,-4.954027e-06,-8.541743e-09,3.515130e-07
3.840000e-11,-4.939270e-06,-4.939270e-06,-4.938512e-06,1.374824e-06,7.665915e-07
3.860000e-11,-4.925263e-06,-4.925263e-06,-4.930399e-06,2.541528e-06,1.000729e-06
3.880000e-11,-4.920061e-06,-4.920061e-06,-4.930323e-06,3.336672e-06,1.031553e-06
3.900000e-11,-4.923969e-06,-4.923969e-06,-4.937949e-06,3.660520e-06,8.634303e-07
3.920000e-11,-4.936198e-06,-4.936198e-06,-4.952075e-06,3.480789e-06,5.257715e-07
3.940000e-11,-4.955043e-06,-4.955043e-06,-4.970852e-06,2.834874e-06,6.831296e-08
3.960000e-11,-4.978181e-06,-4.978181e-06,-4.992056e-06,1.822730e-06,-4.459541e-07
3.980000e-11,-5.002981e-06,-5.002981e-06,-5.013340e-06,5.919717e-07,-9.492864e-07
4.000000e-11,-5.026756e-06,-5.026756e-06,-5.032441e-06,-6.830219e-07,-1.378029e-06
4.020000e-11,-5.046982e-06,-5.046982e-06,-5.047379e-06,-1.825686e-06,-1.680611e-06
4.040000e-11,-5.061518e-06,-5.061518e-06,-5.056645e-06,-2.682222e-06,-1.823641e-06
4.060000e-11,-5.068842e-06,-5.068842e-06,-5.059376e-06,-3.142907e-06,-1.795378e-06
4.080000e-11,-5.068268e-06,-5.068268e-06,-5.055470e-06,-3.156218e-06,-1.606285e-06
4.100000e-11,-5.060048e-06,-5.060048e-06,-5.045589e-06,-2.733941e-06,-1.286789e-06
4.120000e-11,-5.045330e-06,-5.045330e-06,-5.031049e-06,-1.947273e-06,-8.826478e-07
4.140000e-11,-5.025975e-06,-5.025975e-06,-5.013630e-06,-9.152292e-07,-4.485928e-07
4.160000e-11,-5.004296e-06,-5.004296e-06,-4.995348e-06,2.128575e-07,-4.104033e-08
4.180000e-11,-4.982778e-06,-4.982778e-06,-4.978235e-06,1.278648e-06,2.891665e-07
4.200000e-11,-4.963818e-06,-4.963818e-06,-4.964123e-06,2.137168e-06,5.030427e-07
4.220000e-11,-4.949477e-06,-4.949477e-06,-4.954459e-06,2.676933e-06,5.779680e-07
4.240000e-11,-4.941247e-06,-4.941247e-06,-4.950146e-06,2.834587e-06,5.099030e-07
4.260000e-11,-4.939877e-06,-4.939877e-06,-4.951452e-06,2.601929e-06,3.131479e-07
4.280000e-11,-4.945289e-06,-4.945289e-06,-4.958004e-06,2.024806e-06,1.779877e-08
4.300000e-11,-4.956626e-06,-4.956626e-06,-4.968874e-06,1.194707e-06,-3.346847e-07
4.320000e-11,-4.972402e-06,-4.972402e-06,-4.982712e-06,2.346410e-07,-6.971871e-07
4.340000e-11,-4.990725e-06,-4.990725e-06,-4.997928e-06,-7.187570e-07,-1.023164e-06
4.360000e-11,-5.009512e-06,-5.009512e-06,-5.012851e-06,-1.534594e-06,-1.272568e-06
4.380000e-11,-5.026698e-06,-5.026698e-06,-5.025898e-06,-2.105858e-06,-1.416697e-06
4.400000e-11,-5.040435e-06,-5.040435e-06,-5.035722e-06,-2.363577e-06,-1.441394e-06
4.420000e-11,-5.049273e-06,-5.049273e-06,-5.041349e-06,-2.284896e-06,-1.348235e-06
4.440000e-11,-5.052331e-06,-5.052331e-06,-5.042285e-06,-1.894201e-06,-1.153694e-06
4.460000e-11,-5.049407e-06,-5.049407e-06,-5.038565e-06,-1.257646e-06,-8.864564e-07
4.480000e-11,-5.040999e-06,-5.040999e-06,-5.030741e-06,-4.723197e-07,-5.833189e-07
4.500000e-11,-5.028229e-06,-5.028229e-06,-5.019803e-06,3.482628e-07,-2.842077e-07
4.520000e-11,-5.012682e-06,-5.012682e-06,-5.007049e-06,1.090385e-06,-2.698410e-08
4.540000e-11,-4.996200e-06,-4.996200e-06,-4.993932e-06,1.655878e-06,1.572955e-07
4.560000e-11,-4.980672e-06,-4.980672e-06,-4.981895e-06,1.975128e-06,2.480656e-07
4.580000e-11,-4.967821e-06,-4.967821e-06,-4.972225e-06,2.015469e-06,2.374481e-07
4.600000e-11,-4.959020e-06,-4.959020e-06,-4.965908e-06,1.783920e-06,1.307452e-07
4.620000e-11,-4.955135e-06,-4.955135e-06,-4.963531e-06,1.324262e-06,-5.475717e-08
4.640000e-11,-4.956439e-06,-4.956439e-06,-4.965225e-06,7.092763e-07,-2.924498e-07
4.660000e-11,-4.962591e-06,-4.962591e-06,-4.970670e-06,2.950009e-08,-5.501369e-07
4.680000e-11,-4.972719e-06,-4.972719e-06,-4.979146e-06,-6.198891e-07,-7.943397e-07
4.700000e-11,-4.985540e-06,-4.985540e-06,-4.989634e-06,-1.152279e-06,-9.945983e-07
4.720000e-11,-4.999536e-06,-4.999536e-06,-5.000937e-06,-1.501104e-06,-1.127220e-06
4.740000e-11,-5.013118e-06,-5.013118e-06,-5.011808e-06,-1.628004e-06,-1.178015e-06
4.760000e-11,-5.024795e-06,-5.024795e-06,-5.021077e-06,-1.526633e-06,-1.143709e-06
4.780000e-11,-5.033323e-06,-5.033323e-06,-5.027775e-06,-1.221819e-06,-1.031919e-06
4.800000e-11,-5.037836e-06,-5.037836e-06,-5.031231e-06,-7.645501e-07,-8.597690e-07
4.820000e-11,-5.037943e-06,-5.037943e-06,-5.031145e-06,-2.237411e-07,-6.513525e-07
4.840000e-11,-5.033770e-06,-5.033770e-06,-5.027617e-06,3.239398e-07,-4.344310e-07
4.860000e-11,-5.025930e-06,-5.025930e-06,-5.021129e-06,8.047736e-07,-2.367851e-07
4.880000e-11,-5.015438e-06,-5.015438e-06,-5.012483e-06,1.157783e-06,-8.270251e-08
4.900000e-11,-5.003571e-06,-5.003571e-06,-5.002698e-06,1.342299e-06,9.959733e-09
4.920000e-11,-4.991719e-06,-4.991719e-06,-4.992893e-06,1.342351e-06,3.178520e-08
4.940000e-11,-4.981220e-06,-4.981220e-06,-4.984159e-06,1.167434e-06,-1.733650e-08
4.960000e-11,-4.973210e-06,-4.973210e-06,-4.977440e-06,8.498096e-07,-1.285508e-07
4.980000e-11,-4.968507e-06,-4.968507e-06,-4.973429e-06,4.389459e-07,-2.854933e-07
5.000000e-11,-4.967519e-06,-4.967519e-06,-4.972495e-06,-5.972397e-09,-4.666345e-07
5.020000e-11,-4.970216e-06,-4.970216e-06,-4.974651e-06,-4.243960e-07,-6.481869e-07
5.040000e-11,-4.976148e-06,-4.976148e-06,-4.979563e-06,-7.624946e-07,-8.071896e-07
5.060000e-11,-4.984525e-06,-4.984525e-06,-4.986603e-06,-9.799186e-07,-9.243737e-07
5.080000e-11,-4.994320e-06,-4.994320e-06,-4.994925e-06,-1.054391e-06,-9.864539e-07
5.100000e-11,-5.004392e-06,-5.004392e-06,-5.003571e-06,-9.836237e-07,-9.875791e-07
5.120000e-11,-5.013612e-06,-5.013612e-06,-5.011571e-06,-7.844818e-07,-9.297935e-07
5.140000e-11,-5.020985e-06,-5.020985e-06,-5.018055e-06,-4.896841e-07,-8.224919e-07
5.160000e-11,-5.025752e-06,-5.025752e-06,-5.022336e-06,-1.426566e-07,-6.809745e-07
5.180000e-11,-5.027464e-06,-5.027464e-06,-5.023995e-06,2.086972e-07,-5.243140e-07
5.200000e-11,-5.026035e-06,-5.026035e-06,-5.022912e-06,5.184555e-07,-3.728254e-07
5.220000e-11,-5.021735e-06,-5.021735e-06,-5.019285e-06,7.485280e-07,-2.454657e-07
5.240000e-11,-5.015151e-06,-5.015151e-06,-5.013593e-06,8.731683e-07,-1.574945e-07
5.260000e-11,-5.007108e-06,-5.007108e-06,-5.006540e-06,8.816296e-07,-1.186799e-07
5.280000e-11,-4.998565e-06,-4.998565e-06,-4.998962e-06,7.787231e-07,-1.322568e-07
5.300000e-11,-4.990501e-06,-4.990501e-06,-4.991733e-06,5.833455e-07,-1.947418e-07
5.320000e-11,-4.983804e-06,-4.983804e-06,-4.985659e-06,3.252948e-07,-2.965978e-07
5.340000e-11,-4.979175e-06,-4.979175e-06,-4.981394e-06,4.088609e-08,-4.236365e-07
5.360000e-11,-4.977057e-06,-4.977057e-06,-4.979364e-06,-2.320205e-07,-5.589584e-07
