time,"I(RINA)","I(RINB)","I(RINC)","I(LQ|XCOUT)","I(LQ|XSUM)"
1.878800e-09,-4.997525e-06,-4.997525e-06,-4.999939e-06,-7.861274e-05,7.476652e-05
1.879000e-09,-5.004713e-06,-5.004713e-06,-5.007126e-06,-7.836166e-05,7.482003e-05
1.879200e-09,-5.011929e-06,-5.011929e-06,-5.014082e-06,-7.821395e-05,7.517468e-05
1.879400e-09,-5.018378e-06,-5.018378e-06,-5.020039e-06,-7.817749e-05,7.588475e-05
1.879600e-09,-5.023361e-06,-5.023361e-06,-5.024351e-06,-7.824051e-05,7.694349e-05
1.879800e-09,-5.026349e-06,-5.026349e-06,-5.026564e-06,-7.837570e-05,7.827653e-05
1.880000e-09,-5.027048e-06,-5.027048e-06,-5.026463e-06,-7.854633e-05,7.974612e-05
1.880200e-09,-5.025415e-06,-5.025415e-06,-5.024088e-06,-7.871343e-05,8.116787e-05
1.880400e-09,-5.021656e-06,-5.021656e-06,-5.019716e-06,-7.884284e-05,8.233881e-05
1.880600e-09,-5.016190e-06,-5.016190e-06,-5.013823e-06,-7.891088e-05,8.307240e-05
1.880800e-09,-5.009605e-06,-5.009605e-06,-5.007039e-06,-7.890790e-05,8.323347e-05
1.881000e-09,-5.002598e-06,-5.002598e-06,-5.000087e-06,-7.883909e-05,8.276493e-05
1.881200e-09,-4.995914e-06,-4.995914e-06,-4.993713e-06,-7.872269e-05,8.169965e-05
1.881400e-09,-4.990277e-06,-4.990277e-06,-4.988627e-06,-7.858583e-05,8.015443e-05
1.881600e-09,-4.986325e-06,-4.986325e-06,-4.985421e-06,-7.845919e-05,7.830853e-05
1.881800e-09,-4.984540e-06,-4.984540e-06,-4.984513e-06,-7.837101e-05,7.637241e-05
1.882000e-09,-4.985186e-06,-4.985186e-06,-4.986077e-06,-7.834182e-05,7.455453e-05
1.882200e-09,-4.988272e-06,-4.988272e-06,-4.990020e-06,-7.838057e-05,7.303247e-05
1.882400e-09,-4.993528e-06,-4.993528e-06,-4.995966e-06,-7.848268e-05,7.193234e-05
1.882600e-09,-5.000425e-06,-5.000425e-06,-5.003296e-06,-7.863055e-05,7.131747e-05
1.882800e-09,-5.008229e-06,-5.008229e-06,-5.011218e-06,-7.879617e-05,7.118590e-05
1.883000e-09,-5.016094e-06,-5.016094e-06,-5.018865e-06,-7.894562e-05,7.147528e-05
1.883200e-09,-5.023169e-06,-5.023169e-06,-5.025409e-06,-7.904469e-05,7.207440e-05
1.883400e-09,-5.028706e-06,-5.028706e-06,-5.030166e-06,-7.906447e-05,7.284024e-05
1.883600e-09,-5.032154e-06,-5.032154e-06,-5.032676e-06,-7.898620e-05,7.361924e-05
1.883800e-09,-5.033216e-06,-5.033216e-06,-5.032745e-06,-7.880433e-05,7.427020e-05
1.884000e-09,-5.031864e-06,-5.031864e-06,-5.030452e-06,-7.852725e-05,7.468538e-05
1.884200e-09,-5.028327e-06,-5.028327e-06,-5.026115e-06,-7.817579e-05,7.480601e-05
1.884400e-09,-5.023041e-06,-5.023041e-06,-5.020245e-06,-7.777966e-05,7.462901e-05
1.884600e-09,-5.016595e-06,-5.016595e-06,-5.013482e-06,-7.737274e-05,7.420402e-05
1.884800e-09,-5.009664e-06,-5.009664e-06,-5.006530e-06,-7.698785e-05,7.362156e-05
1.885000e-09,-5.002952e-06,-5.002952e-06,-5.000097e-06,-7.665199e-05,7.299530e-05
1.885200e-09,-4.997131e-06,-4.997131e-06,-4.994837e-06,-7.638280e-05,7.244178e-05
1.885400e-09,-4.992792e-06,-4.992792e-06,-4.991295e-06,-7.618642e-05,7.206126e-05
1.885600e-09,-4.990392e-06,-4.990392e-06,-4.989858e-06,-7.605726e-05,7.192221e-05
1.885800e-09,-4.990212e-06,-4.990212e-06,-4.990718e-06,-7.597936e-05,7.205125e-05
1.886000e-09,-4.992322e-06,-4.992322e-06,-4.993838e-06,-7.592930e-05,7.242940e-05
1.886200e-09,-4.996562e-06,-4.996562e-06,-4.998949e-06,-7.587998e-05,7.299497e-05
1.886400e-09,-5.002553e-06,-5.002553e-06,-5.005577e-06,-7.580491e-05,7.365276e-05
1.886600e-09,-5.009734e-06,-5.009734e-06,-5.013091e-06,-7.568224e-05,7.428852e-05
1.886800e-09,-5.017429e-06,-5.017429e-06,-5.020783e-06,-7.549799e-05,7.478685e-05
1.887000e-09,-5.024933e-06,-5.024933e-06,-5.027956e-06,-7.524793e-05,7.504963e-05
1.887200e-09,-5.031601e-06,-5.031601e-06,-5.034012e-06,-7.493798e-05,7.501157e-05
1.887400e-09,-5.036918e-06,-5.036918e-06,-5.038514e-06,-7.458304e-05,7.464983e-05
1.887600e-09,-5.040555e-06,-5.040555e-06,-5.041227e-06,-7.420458e-05,7.398609e-05
1.887800e-09,-5.042386e-06,-5.042386e-06,-5.042116e-06,-7.382746e-05,7.308078e-05
1.888000e-09,-5.042473e-06,-5.042473e-06,-5.041329e-06,-7.347646e-05,7.202138e-05
1.888200e-09,-5.041038e-06,-5.041038e-06,-5.039154e-06,-7.317311e-05,7.090767e-05
1.888400e-09,-5.038414e-06,-5.038414e-06,-5.035970e-06,-7.293324e-05,6.983675e-05
1.888600e-09,-5.035004e-06,-5.035004e-06,-5.032206e-06,-7.276544e-05,6.889061e-05
1.888800e-09,-5.031233e-06,-5.031233e-06,-5.028294e-06,-7.267060e-05,6.812755e-05
1.889000e-09,-5.027521e-06,-5.027521e-06,-5.024645e-06,-7.264242e-05,6.757798e-05
1.889200e-09,-5.024246e-06,-5.024246e-06,-5.021616e-06,-7.266882e-05,6.724434e-05
1.889400e-09,-5.021724e-06,-5.021724e-06,-5.019490e-06,-7.273387e-05,6.710453e-05
1.889600e-09,-5.020188e-06,-5.020188e-06,-5.018458e-06,-7.282008e-05,6.711781e-05
1.889800e-09,-5.019770e-06,-5.019770e-06,-5.018612e-06,-7.291062e-05,6.723237e-05
1.890000e-09,-5.020508e-06,-5.020508e-06,-5.019941e-06,-7.299125e-05,6.739343e-05
1.890200e-09,-5.022348e-06,-5.022348e-06,-5.022349e-06,-7.305163e-05,6.755083e-05
1.890400e-09,-5.025173e-06,-5.025173e-06,-5.025681e-06,-7.308603e-05,6.766513e-05
1.890600e-09,-5.028824e-06,-5.028824e-06,-5.029754e-06,-7.309311e-05,6.771153e-05
1.890800e-09,-5.033132e-06,-5.033132e-06,-5.034381e-06,-7.307520e-05,6.768120e-05
1.891000e-09,-5.037934e-06,-5.037934e-06,-5.039395e-06,-7.303698e-05,6.758029e-05
1.891200e-09,-5.043081e-06,-5.043081e-06,-5.044654e-06,-7.298407e-05,6.742686e-05
1.891400e-09,-5.048445e-06,-5.048445e-06,-5.050043e-06,-7.292165e-05,6.724645e-05
1.891600e-09,-5.053911e-06,-5.053911e-06,-5.055465e-06,-7.285339e-05,6.706704e-05
1.891800e-09,-5.059378e-06,-5.059378e-06,-5.060842e-06,-7.278095e-05,6.691395e-05
1.892000e-09,-5.064757e-06,-5.064757e-06,-5.066102e-06,-7.270402e-05,6.680562e-05
1.892200e-09,-5.069969e-06,-5.069969e-06,-5.071182e-06,-7.262088e-05,6.675070e-05
1.892400e-09,-5.074932e-06,-5.074932e-06,-5.076014e-06,-7.252934e-05,6.674699e-05
1.892600e-09,-5.079552e-06,-5.079552e-06,-5.080507e-06,-7.242784e-05,6.678224e-05
1.892800e-09,-5.083697e-06,-5.083697e-06,-5.084529e-06,-7.231658e-05,6.683666e-05
1.893000e-09,-5.087179e-06,-5.087179e-06,-5.087888e-06,-7.219820e-05,6.688681e-05
1.893200e-09,-5.089745e-06,-5.089745e-06,-5.090319e-06,-7.207810e-05,6.690987e-05
1.893400e-09,-5.091075e-06,-5.091075e-06,-5.091494e-06,-7.196417e-05,6.688793e-05
1.893600e-09,-5.090815e-06,-5.090815e-06,-5.091048e-06,-7.186591e-05,6.681126e-05
1.893800e-09,-5.088610e-06,-5.088610e-06,-5.088622e-06,-7.179314e-05,6.668036e-05
1.894000e-09,-5.084160e-06,-5.084160e-06,-5.083916e-06,-7.175441e-05,6.650622e-05
1.894200e-09,-5.077278e-06,-5.077278e-06,-5.076752e-06,-7.175534e-05,6.630878e-05
1.894400e-09,-5.067942e-06,-5.067942e-06,-5.067127e-06,-7.179733e-05,6.611361e-05
1.894600e-09,-5.056339e-06,-5.056339e-06,-5.055252e-06,-7.187661e-05,6.594752e-05
1.894800e-09,-5.042877e-06,-5.042877e-06,-5.041565e-06,-7.198418e-05,6.583382e-05
1.895000e-09,-5.028187e-06,-5.028187e-06,-5.026724e-06,-7.210637e-05,6.578818e-05
1.895200e-09,-5.013073e-06,-5.013073e-06,-5.011558e-06,-7.222632e-05,6.581574e-05
1.895400e-09,-4.998455e-06,-4.998455e-06,-4.997004e-06,-7.232603e-05,6.590997e-05
1.895600e-09,-4.985286e-06,-4.985286e-06,-4.984018e-06,-7.238880e-05,6.605328e-05
1.895800e-09,-4.974457e-06,-4.974457e-06,-4.973481e-06,-7.240164e-05,6.621929e-05
1.896000e-09,-4.966710e-06,-4.966710e-06,-4.966114e-06,-7.235737e-05,6.637661e-05
1.896200e-09,-4.962560e-06,-4.962560e-06,-4.962403e-06,-7.225594e-05,6.649361e-05
1.896400e-09,-4.962253e-06,-4.962253e-06,-4.962554e-06,-7.210483e-05,6.654353e-05
1.896600e-09,-4.965736e-06,-4.965736e-06,-4.966477e-06,-7.191839e-05,6.650915e-05
1.896800e-09,-4.972681e-06,-4.972681e-06,-4.973804e-06,-7.171615e-05,6.638598e-05
1.897000e-09,-4.982510e-06,-4.982510e-06,-4.983929e-06,-7.152042e-05,6.618342e-05
1.897200e-09,-4.994450e-06,-4.994450e-06,-4.996057e-06,-7.135344e-05,6.592367e-05
1.897400e-09,-5.007588e-06,-5.007588e-06,-5.009255e-06,-7.123441e-05,6.563859e-05
1.897600e-09,-5.020916e-06,-5.020916e-06,-5.022509e-06,-7.117696e-05,6.536511e-05
1.897800e-09,-5.033388e-06,-5.033388e-06,-5.034773e-06,-7.118712e-05,6.513996e-05
1.898000e-09,-5.043976e-06,-5.043976e-06,-5.045031e-06,-7.126239e-05,6.499413e-05
1.898200e-09,-5.051742e-06,-5.051742e-06,-5.052367e-06,-7.139172e-05,6.494820e-05
1.898400e-09,-5.055924e-06,-5.055924e-06,-5.056057e-06,-7.155680e-05,6.500881e-05
1.898600e-09,-5.056029e-06,-5.056029e-06,-5.055656e-06,-7.173425e-05,6.516720e-05
1.898800e-09,-5.051925e-06,-5.051925e-06,-5.051086e-06,-7.189862e-05,6.539993e-05
1.899000e-09,-5.043894e-06,-5.043894e-06,-5.042682e-06,-7.202590e-05,6.567182e-05
1.899200e-09,-5.032641e-06,-5.032641e-06,-5.031196e-06,-7.209678e-05,6.594074e-05
1.899400e-09,-5.019246e-06,-5.019246e-06,-5.017734e-06,-7.209943e-05,6.616363e-05
1.899600e-09,-5.005046e-06,-5.005046e-06,-5.003645e-06,-7.203126e-05,6.630297e-05
1.899800e-09,-4.991493e-06,-4.991493e-06,-4.990363e-06,-7.189930e-05,6.633267e-05
1.900000e-09,-4.979975e-06,-4.979975e-06,-4.979244e-06,-7.171925e-05,6.624245e-05
1.900200e-09,-4.971655e-06,-4.971655e-06,-4.971400e-06,-7.151330e-05,6.603975e-05
1.900400e-09,-4.967328e-06,-4.967328e-06,-4.967567e-06,-7.130701e-05,6.574882e-05
1.900600e-09,-4.967329e-06,-4.967329e-06,-4.968019e-06,-7.112587e-05,6.540715e-05
1.900800e-09,-4.971504e-06,-4.971504e-06,-4.972552e-06,-7.099182e-05,6.505990e-05
1.901000e-09,-4.979249e-06,-4.979249e-06,-4.980523e-06,-7.092031e-05,6.475330e-05
1.901200e-09,-4.989598e-06,-4.989598e-06,-4.990948e-06,-7.091834e-05,6.452804e-05
1.901400e-09,-5.001347e-06,-5.001347e-06,-5.002618e-06,-7.098347e-05,6.441345e-05
1.901600e-09,-5.013182e-06,-5.013182e-06,-5.014234e-06,-7.110429e-05,6.442330e-05
1.901800e-09,-5.023801e-06,-5.023801e-06,-5.024522e-06,-7.126190e-05,6.455373e-05
1.902000e-09,-5.032035e-06,-5.032035e-06,-5.032351e-06,-7.143254e-05,6.478360e-05
1.902200e-09,-5.036963e-06,-5.036963e-06,-5.036853e-06,-7.159089e-05,6.507729e-05
1.902400e-09,-5.038027e-06,-5.038027e-06,-5.037521e-06,-7.171362e-05,6.538977e-05
1.902600e-09,-5.035118e-06,-5.035118e-06,-5.034300e-06,-7.178266e-05,6.567302e-05
1.902800e-09,-5.028619e-06,-5.028619e-06,-5.027615e-06,-7.178773e-05,6.588327e-05
1.903000e-09,-5.019377e-06,-5.019377e-06,-5.018337e-06,-7.172769e-05,6.598761e-05
1.903200e-09,-5.008598e-06,-5.008598e-06,-5.007676e-06,-7.161051e-05,6.596904e-05
1.903400e-09,-4.997686e-06,-4.997686e-06,-4.997015e-06,-7.145196e-05,6.582900e-05
1.903600e-09,-4.988047e-06,-4.988047e-06,-4.987722e-06,-7.127316e-05,6.558688e-05
1.903800e-09,-4.980888e-06,-4.980888e-06,-4.980949e-06,-7.109741e-05,6.527669e-05
1.904000e-09,-4.977051e-06,-4.977051e-06,-4.977484e-06,-7.094691e-05,6.494155e-05
1.904200e-09,-4.976903e-06,-4.976903e-06,-4.977638e-06,-7.083971e-05,6.462703e-05
1.904400e-09,-4.980297e-06,-4.980297e-06,-4.981224e-06,-7.078730e-05,6.437439e-05
1.904600e-09,-4.986621e-06,-4.986621e-06,-4.987606e-06,-7.079330e-05,6.421484e-05
1.904800e-09,-4.994899e-06,-4.994899e-06,-4.995805e-06,-7.085320e-05,6.416534e-05
1.905000e-09,-5.003941e-06,-5.003941e-06,-5.004645e-06,-7.095518e-05,6.422669e-05
1.905200e-09,-5.012499e-06,-5.012499e-06,-5.012912e-06,-7.108200e-05,6.438385e-05
1.905400e-09,-5.019424e-06,-5.019424e-06,-5.019500e-06,-7.121349e-05,6.460849e-05
1.905600e-09,-5.023808e-06,-5.023808e-06,-5.023552e-06,-7.132953e-05,6.486346e-05
1.905800e-09,-5.025102e-06,-5.025102e-06,-5.024569e-06,-7.141279e-05,6.510843e-05
1.906000e-09,-5.023196e-06,-5.023196e-06,-5.022487e-06,-7.145118e-05,6.530597e-05
1.906200e-09,-5.018445e-06,-5.018445e-06,-5.017688e-06,-7.143932e-05,6.542703e-05
1.906400e-09,-5.011614e-06,-5.011614e-06,-5.010951e-06,-7.137904e-05,6.545506e-05
1.906600e-09,-5.003771e-06,-5.003771e-06,-5.003327e-06,-7.127885e-05,6.538787e-05
1.906800e-09,-4.996110e-06,-4.996110e-06,-4.995977e-06,-7.115237e-05,6.523727e-05
1.907000e-09,-4.989766e-06,-4.989766e-06,-4.989989e-06,-7.101617e-05,6.502641e-05
1.907200e-09,-4.985633e-06,-4.985633e-06,-4.986200e-06,-7.088730e-05,6.478557e-05
1.907400e-09,-4.984235e-06,-4.984235e-06,-4.985081e-06,-7.078091e-05,6.454716e-05
1.907600e-09,-4.985650e-06,-4.985650e-06,-4.986664e-06,-7.070820e-05,6.434083e-05
1.907800e-09,-4.989518e-06,-4.989518e-06,-4.990565e-06,-7.067520e-05,6.418938e-05
1.908000e-09,-4.995119e-06,-4.995119e-06,-4.996058e-06,-7.068218e-05,6.410612e-05
1.908200e-09,-5.001501e-06,-5.001501e-06,-5.002208e-06,-7.072393e-05,6.409376e-05
1.908400e-09,-5.007637e-06,-5.007637e-06,-5.008021e-06,-7.079079e-05,6.414498e-05
1.908600e-09,-5.012579e-06,-5.012579e-06,-5.012598e-06,-7.087018e-05,6.424433e-05
1.908800e-09,-5.015599e-06,-5.015599e-06,-5.015265e-06,-7.094842e-05,6.437112e-05
1.909000e-09,-5.016296e-06,-5.016296e-06,-5.015675e-06,-7.101265e-05,6.450286e-05
1.909200e-09,-5.014644e-06,-5.014644e-06,-5.013849e-06,-7.105254e-05,6.461853e-05
1.909400e-09,-5.011000e-06,-5.011000e-06,-5.010171e-06,-7.106152e-05,6.470139e-05
1.909600e-09,-5.006028e-06,-5.006028e-06,-5.005315e-06,-7.103746e-05,6.474082e-05
1.909800e-09,-5.000590e-06,-5.000590e-06,-5.000126e-06,-7.098270e-05,6.473301e-05
1.910000e-09,-4.995589e-06,-4.995589e-06,-4.995474e-06,-7.090350e-05,6.468061e-05
1.910200e-09,-4.991820e-06,-4.991820e-06,-4.992100e-06,-7.080890e-05,6.459146e-05
1.910400e-09,-4.989832e-06,-4.989832e-06,-4.990498e-06,-7.070941e-05,6.447672e-05
1.910600e-09,-4.989843e-06,-4.989843e-06,-4.990832e-06,-7.061549e-05,6.434890e-05
1.910800e-09,-4.991724e-06,-4.991724e-06,-4.992929e-06,-7.053623e-05,6.422007e-05
1.911000e-09,-4.995030e-06,-4.995030e-06,-4.996318e-06,-7.047819e-05,6.410047e-05
1.911200e-09,-4.999099e-06,-4.999099e-06,-5.000332e-06,-7.044478e-05,6.399770e-05
1.911400e-09,-5.003178e-06,-5.003178e-06,-5.004232e-06,-7.043596e-05,6.391649e-05
1.911600e-09,-5.006553e-06,-5.006553e-06,-5.007338e-06,-7.044844e-05,6.385884e-05
1.911800e-09,-5.008674e-06,-5.008674e-06,-5.009144e-06,-7.047625e-05,6.382443e-05
1.912000e-09,-5.009241e-06,-5.009241e-06,-5.009398e-06,-7.051161e-05,6.381118e-05
1.912200e-09,-5.008241e-06,-5.008241e-06,-5.008137e-06,-7.054603e-05,6.381569e-05
1.912400e-09,-5.005942e-06,-5.005942e-06,-5.005664e-06,-7.057133e-05,6.383356e-05
1.912600e-09,-5.002828e-06,-5.002828e-06,-5.002487e-06,-7.058072e-05,6.385962e-05
1.912800e-09,-4.999506e-06,-4.999506e-06,-4.999216e-06,-7.056958e-05,6.388809e-05
1.913000e-09,-4.996590e-06,-4.996590e-06,-4.996449e-06,-7.053597e-05,6.391273e-05
1.913200e-09,-4.994583e-06,-4.994583e-06,-4.994657e-06,-7.048078e-05,6.392717e-05
1.913400e-09,-4.993797e-06,-4.993797e-06,-4.994109e-06,-7.040750e-05,6.392534e-05
1.913600e-09,-4.994300e-06,-4.994300e-06,-4.994827e-06,-7.032172e-05,6.390214e-05
1.913800e-09,-4.995916e-06,-4.995916e-06,-4.996592e-06,-7.023032e-05,6.385410e-05
1.914000e-09,-4.998275e-06,-4.998275e-06,-4.999004e-06,-7.014052e-05,6.378007e-05
1.914200e-09,-5.000893e-06,-5.000893e-06,-5.001562e-06,-7.005898e-05,6.368168e-05
1.914400e-09,-5.003270e-06,-5.003270e-06,-5.003765e-06,-6.999095e-05,6.356345e-05
1.914600e-09,-5.004986e-06,-5.004986e-06,-5.005214e-06,-6.993962e-05,6.343249e-05
1.914800e-09,-5.005777e-06,-5.005777e-06,-5.005676e-06,-6.990578e-05,6.329776e-05
1.915000e-09,-5.005575e-06,-5.005575e-06,-5.005126e-06,-6.988776e-05,6.316897e-05
1.915200e-09,-5.004512e-06,-5.004512e-06,-5.003739e-06,-6.988172e-05,6.305525e-05
1.915400e-09,-5.002875e-06,-5.002875e-06,-5.001845e-06,-6.988219e-05,6.296379e-05
1.915600e-09,-5.001047e-06,-5.001047e-06,-4.999855e-06,-6.988280e-05,6.289878e-05
1.915800e-09,-4.999418e-06,-4.999418e-06,-4.998177e-06,-6.987711e-05,6.286064e-05
1.916000e-09,-4.998310e-06,-4.998310e-06,-4.997131e-06,-6.985949e-05,6.284586e-05
1.916200e-09,-4.997914e-06,-4.997914e-06,-4.996890e-06,-6.982579e-05,6.284741e-05
1.916400e-09,-4.998255e-06,-4.998255e-06,-4.997452e-06,-6.977383e-05,6.285570e-05
1.916600e-09,-4.999202e-06,-4.999202e-06,-4.998646e-06,-6.970363e-05,6.285994e-05
1.916800e-09,-5.000500e-06,-5.000500e-06,-5.000177e-06,-6.961735e-05,6.284969e-05
1.917000e-09,-5.001828e-06,-5.001828e-06,-5.001692e-06,-6.951888e-05,6.281635e-05
1.917200e-09,-5.002876e-06,-5.002876e-06,-5.002856e-06,-6.941330e-05,6.275436e-05
1.917400e-09,-5.003410e-06,-5.003410e-06,-5.003422e-06,-6.930611e-05,6.266190e-05
1.917600e-09,-5.003314e-06,-5.003314e-06,-5.003283e-06,-6.920254e-05,6.254101e-05
1.917800e-09,-5.002621e-06,-5.002621e-06,-5.002486e-06,-6.910686e-05,6.239709e-05
1.918000e-09,-5.001491e-06,-5.001491e-06,-5.001223e-06,-6.902187e-05,6.223800e-05
1.918200e-09,-5.000183e-06,-5.000183e-06,-4.999783e-06,-6.894862e-05,6.207279e-05
1.918400e-09,-4.998987e-06,-4.998987e-06,-4.998489e-06,-6.888633e-05,6.191040e-05
1.918600e-09,-4.998168e-06,-4.998168e-06,-4.997631e-06,-6.883264e-05,6.175848e-05
1.918800e-09,-4.997905e-06,-4.997905e-06,-4.997404e-06,-6.878397e-05,6.162252e-05
1.919000e-09,-4.998258e-06,-4.998258e-06,-4.997867e-06,-6.873601e-05,6.150529e-05
1.919200e-09,-4.999154e-06,-4.999154e-06,-4.998936e-06,-6.868439e-05,6.140684e-05
1.919400e-09,-5.000407e-06,-5.000407e-06,-5.000401e-06,-6.862518e-05,6.132473e-05
1.919600e-09,-5.001761e-06,-5.001761e-06,-5.001974e-06,-6.855540e-05,6.125461e-05
1.919800e-09,-5.002938e-06,-5.002938e-06,-5.003346e-06,-6.847330e-05,6.119094e-05
1.920000e-09,-5.003706e-06,-5.003706e-06,-5.004254e-06,-6.837853e-05,6.112772e-05
1.920200e-09,-5.003917e-06,-5.003917e-06,-5.004531e-06,-6.827208e-05,6.105914e-05
1.920400e-09,-5.003541e-06,-5.003541e-06,-5.004137e-06,-6.815606e-05,6.098012e-05
1.920600e-09,-5.002667e-06,-5.002667e-06,-5.003166e-06,-6.803332e-05,6.088669e-05
1.920800e-09,-5.001482e-06,-5.001482e-06,-5.001819e-06,-6.790709e-05,6.077609e-05
1.921000e-09,-5.000229e-06,-5.000229e-06,-5.000364e-06,-6.778048e-05,6.064686e-05
1.921200e-09,-4.999153e-06,-4.999153e-06,-4.999076e-06,-6.765612e-05,6.049873e-05
1.921400e-09,-4.998456e-06,-4.998456e-06,-4.998183e-06,-6.753583e-05,6.033253e-05
1.921600e-09,-4.998250e-06,-4.998250e-06,-4.997823e-06,-6.742039e-05,6.014993e-05
1.921800e-09,-4.998546e-06,-4.998546e-06,-4.998021e-06,-6.730947e-05,5.995335e-05
1.922000e-09,-4.999251e-06,-4.999251e-06,-4.998690e-06,-6.720172e-05,5.974572e-05
1.922200e-09,-5.000195e-06,-5.000195e-06,-4.999657e-06,-6.709490e-05,5.953029e-05
1.922400e-09,-5.001171e-06,-5.001171e-06,-5.000704e-06,-6.698622e-05,5.931045e-05
1.922600e-09,-5.001980e-06,-5.001980e-06,-5.001616e-06,-6.687263e-05,5.908950e-05
1.922800e-09,-5.002471e-06,-5.002471e-06,-5.002224e-06,-6.675125e-05,5.887036e-05
1.923000e-09,-5.002573e-06,-5.002573e-06,-5.002440e-06,-6.661967e-05,5.865536e-05
1.923200e-09,-5.002299e-06,-5.002299e-06,-5.002268e-06,-6.647621e-05,5.844599e-05
1.923400e-09,-5.001746e-06,-5.001746e-06,-5.001798e-06,-6.632012e-05,5.824267e-05
1.923600e-09,-5.001062e-06,-5.001062e-06,-5.001177e-06,-6.615161e-05,5.804469e-05
1.923800e-09,-5.000415e-06,-5.000415e-06,-5.000576e-06,-6.597178e-05,5.785019e-05
1.924000e-09,-4.999949e-06,-4.999949e-06,-5.000147e-06,-6.578243e-05,5.765622e-05
1.924200e-09,-4.999760e-06,-4.999760e-06,-4.999987e-06,-6.558577e-05,5.745901e-05
1.924400e-09,-4.999872e-06,-4.999872e-06,-5.000125e-06,-6.538416e-05,5.725427e-05
1.924600e-09,-5.000236e-06,-5.000236e-06,-5.000512e-06,-6.517976e-05,5.703753e-05
1.924800e-09,-5.000749e-06,-5.000749e-06,-5.001039e-06,-6.497430e-05,5.680462e-05
1.925000e-09,-5.001274e-06,-5.001274e-06,-5.001566e-06,-6.476889e-05,5.655199e-05
1.925200e-09,-5.001680e-06,-5.001680e-06,-5.001950e-06,-6.456397e-05,5.627704e-05
1.925400e-09,-5.001865e-06,-5.001865e-06,-5.002084e-06,-6.435918e-05,5.597825e-05
1.925600e-09,-5.001784e-06,-5.001784e-06,-5.001920e-06,-6.415348e-05,5.565518e-05
1.925800e-09,-5.001453e-06,-5.001453e-06,-5.001478e-06,-6.394513e-05,5.530833e-05
1.926000e-09,-5.000952e-06,-5.000952e-06,-5.000843e-06,-6.373186e-05,5.493881e-05
1.926200e-09,-5.000397e-06,-5.000397e-06,-5.000146e-06,-6.351100e-05,5.454809e-05
1.926400e-09,-4.999921e-06,-4.999921e-06,-4.999536e-06,-6.327972e-05,5.413765e-05
1.926600e-09,-4.999640e-06,-4.999640e-06,-4.999148e-06,-6.303527e-05,5.370878e-05
1.926800e-09,-4.999626e-06,-4.999626e-06,-4.999072e-06,-6.277524e-05,5.326241e-05
1.927000e-09,-4.999895e-06,-4.999895e-06,-4.999336e-06,-6.249780e-05,5.279905e-05
1.927200e-09,-5.000400e-06,-5.000400e-06,-4.999901e-06,-6.220180e-05,5.231873e-05
1.927400e-09,-5.001043e-06,-5.001043e-06,-5.000667e-06,-6.188685e-05,5.182101e-05
1.927600e-09,-5.001697e-06,-5.001697e-06,-5.001497e-06,-6.155320e-05,5.130490e-05
1.927800e-09,-5.002234e-06,-5.002234e-06,-5.002242e-06,-6.120159e-05,5.076880e-05
1.928000e-09,-5.002548e-06,-5.002548e-06,-5.002775e-06,-6.083303e-05,5.021050e-05
1.928200e-09,-5.002583e-06,-5.002583e-06,-5.003013e-06,-6.044856e-05,4.962703e-05
1.928400e-09,-5.002338e-06,-5.002338e-06,-5.002929e-06,-6.004904e-05,4.901475e-05
1.928600e-09,-5.001867e-06,-5.001867e-06,-5.002557e-06,-5.963507e-05,4.836932e-05
1.928800e-09,-5.001267e-06,-5.001267e-06,-5.001983e-06,-5.920681e-05,4.768579e-05
1.929000e-09,-5.000657e-06,-5.000657e-06,-5.001321e-06,-5.876395e-05,4.695861e-05
1.929200e-09,-5.000153e-06,-5.000153e-06,-5.000691e-06,-5.830562e-05,4.618169e-05
1.929400e-09,-4.999844e-06,-4.999844e-06,-5.000198e-06,-5.783036e-05,4.534828e-05
1.929600e-09,-4.999777e-06,-4.999777e-06,-4.999911e-06,-5.733603e-05,4.445096e-05
1.929800e-09,-4.999953e-06,-4.999953e-06,-4.999853e-06,-5.681986e-05,4.348147e-05
1.930000e-09,-5.000324e-06,-5.000324e-06,-5.000004e-06,-5.627845e-05,4.243057e-05
1.930200e-09,-5.000815e-06,-5.000815e-06,-5.000310e-06,-5.570787e-05,4.128794e-05
1.930400e-09,-5.001332e-06,-5.001332e-06,-5.000697e-06,-5.510380e-05,4.004200e-05
1.930600e-09,-5.001788e-06,-5.001788e-06,-5.001090e-06,-5.446161e-05,3.867987e-05
1.930800e-09,-5.002118e-06,-5.002118e-06,-5.001429e-06,-5.377652e-05,3.718713e-05
1.931000e-09,-5.002288e-06,-5.002288e-06,-5.001678e-06,-5.304349e-05,3.554778e-05
1.931200e-09,-5.002301e-06,-5.002301e-06,-5.001829e-06,-5.225724e-05,3.374410e-05
1.931400e-09,-5.002190e-06,-5.002190e-06,-5.001901e-06,-5.141207e-05,3.175671e-05
1.931600e-09,-5.002010e-06,-5.002010e-06,-5.001929e-06,-5.050162e-05,2.956488e-05
1.931800e-09,-5.001819e-06,-5.001819e-06,-5.001954e-06,-4.951869e-05,2.714721e-05
1.932000e-09,-5.001671e-06,-5.001671e-06,-5.002006e-06,-4.845503e-05,2.448304e-05
1.932200e-09,-5.001602e-06,-5.001602e-06,-5.002104e-06,-4.730108e-05,2.155461e-05
