time,"I(RINA)","I(RINB)","I(LQ|XCOUT)","I(LQ|XSUM)"
0.000000e+00,-1.114118e-08,-1.114118e-08,4.423837e-08,3.005578e-08
2.000000e-13,-1.012606e-06,-1.012606e-06,5.040994e-08,3.420175e-08
4.000000e-13,-2.035176e-06,-2.035176e-06,6.164323e-08,4.175301e-08
6.000000e-13,-3.056510e-06,-3.056510e-06,7.966089e-08,5.387766e-08
8.000000e-13,-4.082780e-06,-4.082780e-06,1.066142e-07,7.202992e-08
1.000000e-12,-5.116895e-06,-5.116895e-06,1.454823e-07,9.821821e-08
1.200000e-12,-5.177475e-06,-5.177475e-06,2.004191e-07,1.352428e-07
1.400000e-12,-5.235805e-06,-5.235805e-06,2.771261e-07,1.869615e-07
1.600000e-12,-5.316786e-06,-5.316786e-06,3.832893e-07,2.586240e-07
1.800000e-12,-5.413754e-06,-5.413754e-06,5.290888e-07,3.572999e-07
2.000000e-12,-5.513645e-06,-5.513645e-06,7.277691e-07,4.923934e-07
2.200000e-12,-5.587904e-06,-5.587904e-06,9.963087e-07,6.762132e-07
2.400000e-12,-5.596483e-06,-5.596483e-06,1.356322e-06,9.245803e-07
2.600000e-12,-5.508507e-06,-5.508507e-06,1.835240e-06,1.257532e-06
2.800000e-12,-5.324664e-06,-5.324664e-06,2.467647e-06,1.700175e-06
3.000000e-12,-5.079620e-06,-5.079620e-06,3.296629e-06,2.283657e-06
3.200000e-12,-4.827167e-06,-4.827167e-06,4.375203e-06,3.046228e-06
3.400000e-12,-4.620837e-06,-4.620837e-06,5.768039e-06,4.034535e-06
3.600000e-12,-4.495996e-06,-4.495996e-06,7.553937e-06,5.305492e-06
3.800000e-12,-4.459837e-06,-4.459837e-06,9.829443e-06,6.929069e-06
4.000000e-12,-4.495323e-06,-4.495323e-06,1.271347e-05,8.992046e-06
4.200000e-12,-4.574889e-06,-4.574889e-06,1.635168e-05,1.160215e-05
4.400000e-12,-4.673599e-06,-4.673599e-06,2.091784e-05,1.489118e-05
4.600000e-12,-4.775642e-06,-4.775642e-06,2.660814e-05,1.901494e-05
4.800000e-12,-4.874510e-06,-4.874510e-06,3.362282e-05,2.414729e-05
5.000000e-12,-4.970094e-06,-4.970094e-06,4.212926e-05,3.046517e-05
5.200000e-12,-5.065326e-06,-5.065326e-06,5.220183e-05,3.812215e-05
5.400000e-12,-5.163378e-06,-5.163378e-06,6.373817e-05,4.720839e-05
5.600000e-12,-5.265101e-06,-5.265101e-06,7.636113e-05,5.769559e-05
5.800000e-12,-5.365968e-06,-5.365968e-06,8.933477e-05,6.936541e-05
6.000000e-12,-5.452600e-06,-5.452600e-06,1.015548e-04,8.172669e-05
6.200000e-12,-5.501520e-06,-5.501520e-06,1.116855e-04,9.395454e-05
6.400000e-12,-5.485457e-06,-5.485457e-06,1.184512e-04,1.049208e-04
6.600000e-12,-5.388420e-06,-5.388420e-06,1.209773e-04,1.133750e-04
6.800000e-12,-5.218973e-06,-5.218973e-06,1.190283e-04,1.182439e-04
7.000000e-12,-5.009754e-06,-5.009754e-06,1.130422e-04,1.189236e-04
7.200000e-12,-4.805016e-06,-4.805016e-06,1.039660e-04,1.154346e-04
7.400000e-12,-4.644761e-06,-4.644761e-06,9.297584e-05,1.083827e-04
7.600000e-12,-4.551915e-06,-4.551915e-06,8.119212e-05,9.876028e-05
7.800000e-12,-4.527656e-06,-4.527656e-06,6.947864e-05,8.767481e-05
8.000000e-12,-4.556577e-06,-4.556577e-06,5.835945e-05,7.610288e-05
8.200000e-12,-4.617158e-06,-4.617158e-06,4.804064e-05,6.473670e-05
8.400000e-12,-4.690838e-06,-4.690838e-06,3.849789e-05,5.394199e-05
8.600000e-12,-4.766128e-06,-4.766128e-06,2.958630e-05,4.380724e-05
8.800000e-12,-4.838244e-06,-4.838244e-06,2.113760e-05,3.424500e-05
9.000000e-12,-4.906595e-06,-4.906595e-06,1.302316e-05,2.510335e-05
9.200000e-12,-4.972251e-06,-4.972251e-06,5.177594e-06,1.625389e-05
9.400000e-12,-5.036344e-06,-5.036344e-06,-2.407516e-06,7.637094e-06
9.600000e-12,-5.099284e-06,-5.099284e-06,-9.701789e-06,-7.344124e-07
9.800000e-12,-5.160310e-06,-5.160310e-06,-1.665021e-05,-8.798224e-06
1.000000e-11,-5.217150e-06,-5.217150e-06,-2.317652e-05,-1.646747e-05
1.020000e-11,-5.265996e-06,-5.265996e-06,-2.917949e-05,-2.364361e-05
1.040000e-11,-5.301976e-06,-5.301976e-06,-3.453108e-05,-3.021465e-05
1.060000e-11,-5.319818e-06,-5.319818e-06,-3.908381e-05,-3.604763e-05
1.080000e-11,-5.314185e-06,-5.314185e-06,-4.268728e-05,-4.098750e-05
1.100000e-11,-5.280228e-06,-5.280228e-06,-4.520752e-05,-4.486828e-05
1.120000e-11,-5.215711e-06,-5.215711e-06,-4.654027e-05,-4.753389e-05
1.140000e-11,-5.124087e-06,-5.124087e-06,-4.661352e-05,-4.885882e-05
1.160000e-11,-5.015630e-06,-5.015630e-06,-4.538110e-05,-4.875962e-05
1.180000e-11,-4.905038e-06,-4.905038e-06,-4.281433e-05,-4.719378e-05
1.200000e-11,-4.806934e-06,-4.806934e-06,-3.890088e-05,-4.415088e-05
1.220000e-11,-4.731720e-06,-4.731720e-06,-3.365771e-05,-3.964656e-05
1.240000e-11,-4.683286e-06,-4.683286e-06,-2.715953e-05,-3.373026e-05
1.260000e-11,-4.659092e-06,-4.659092e-06,-1.957584e-05,-2.651300e-05
1.280000e-11,-4.652350e-06,-4.652350e-06,-1.120143e-05,-1.820936e-05
1.300000e-11,-4.655400e-06,-4.655400e-06,-2.460870e-06,-9.173738e-06
1.320000e-11,-4.662839e-06,-4.662839e-06,6.125613e-06,9.771368e-08
1.340000e-11,-4.673068e-06,-4.673068e-06,1.400901e-05,9.016213e-06
1.360000e-11,-4.687531e-06,-4.687531e-06,2.068646e-05,1.698791e-05
1.380000e-11,-4.708252e-06,-4.708252e-06,2.575572e-05,2.350143e-05
1.400000e-11,-4.735513e-06,-4.735513e-06,2.893537e-05,2.817897e-05
1.420000e-11,-4.767348e-06,-4.767348e-06,3.005812e-05,3.078095e-05
1.440000e-11,-4.800856e-06,-4.800856e-06,2.905832e-05,3.118349e-05
1.460000e-11,-4.833910e-06,-4.833910e-06,2.597473e-05,2.936001e-05
1.480000e-11,-4.865960e-06,-4.865960e-06,2.097694e-05,2.539158e-05
1.500000e-11,-4.897622e-06,-4.897622e-06,1.440406e-05,1.950851e-05
1.520000e-11,-4.929656e-06,-4.929656e-06,6.785733e-06,1.213821e-05
1.540000e-11,-4.962127e-06,-4.962127e-06,-1.186442e-06,3.916219e-06
1.560000e-11,-4.994283e-06,-4.994283e-06,-8.745292e-06,-4.371739e-06
1.580000e-11,-5.025108e-06,-5.025108e-06,-1.516392e-05,-1.190736e-05
1.600000e-11,-5.054077e-06,-5.054077e-06,-1.985528e-05,-1.796834e-05
1.620000e-11,-5.081545e-06,-5.081545e-06,-2.242547e-05,-2.201684e-05
1.640000e-11,-5.108472e-06,-5.108472e-06,-2.268434e-05,-2.373061e-05
1.660000e-11,-5.135609e-06,-5.135609e-06,-2.064034e-05,-2.299804e-05
1.680000e-11,-5.162563e-06,-5.162563e-06,-1.650565e-05,-1.991320e-05
1.700000e-11,-5.187294e-06,-5.187294e-06,-1.071284e-05,-1.479099e-05
1.720000e-11,-5.206399e-06,-5.206399e-06,-3.913772e-06,-8.186870e-06
1.740000e-11,-5.216087e-06,-5.216087e-06,3.077256e-06,-8.765572e-07
1.760000e-11,-5.213287e-06,-5.213287e-06,9.403039e-06,6.237722e-06
1.780000e-11,-5.196332e-06,-5.196332e-06,1.430645e-05,1.227714e-05
1.800000e-11,-5.165049e-06,-5.165049e-06,1.724180e-05,1.653247e-05
1.820000e-11,-5.120487e-06,-5.120487e-06,1.792655e-05,1.855395e-05
1.840000e-11,-5.064649e-06,-5.064649e-06,1.634628e-05,1.817645e-05
1.860000e-11,-5.000433e-06,-5.000433e-06,1.274466e-05,1.551087e-05
1.880000e-11,-4.931847e-06,-4.931847e-06,7.613471e-06,1.093384e-05
1.900000e-11,-4.864304e-06,-4.864304e-06,1.663321e-06,5.074746e-06
1.920000e-11,-4.804673e-06,-4.804673e-06,-4.258196e-06,-1.235771e-06
1.940000e-11,-4.760716e-06,-4.760716e-06,-9.303985e-06,-7.083871e-06
1.960000e-11,-4.739675e-06,-4.739675e-06,-1.277839e-05,-1.163519e-05
1.980000e-11,-4.746249e-06,-4.746249e-06,-1.424727e-05,-1.428158e-05
2.000000e-11,-4.780945e-06,-4.780945e-06,-1.358296e-05,-1.472390e-05
2.020000e-11,-4.839919e-06,-4.839919e-06,-1.095830e-05,-1.298723e-05
2.040000e-11,-4.916046e-06,-4.916046e-06,-6.819152e-06,-9.401698e-06
2.060000e-11,-5.000765e-06,-5.000765e-06,-1.830139e-06,-4.557845e-06
2.080000e-11,-5.085786e-06,-5.085786e-06,3.220825e-06,7.715562e-07
2.100000e-11,-5.163409e-06,-5.163409e-06,7.556137e-06,5.752432e-06
2.120000e-11,-5.225863e-06,-5.225863e-06,1.054635e-05,9.635102e-06
2.140000e-11,-5.264955e-06,-5.264955e-06,1.180865e-05,1.188185e-05
2.160000e-11,-5.273554e-06,-5.273554e-06,1.124424e-05,1.223931e-05
2.180000e-11,-5.248668e-06,-5.248668e-06,9.024209e-06,1.074880e-05
2.200000e-11,-5.193525e-06,-5.193525e-06,5.546875e-06,7.714127e-06
2.220000e-11,-5.116524e-06,-5.116524e-06,1.379258e-06,3.647799e-06
2.240000e-11,-5.028038e-06,-5.028038e-06,-2.821557e-06,-7.999624e-07
2.260000e-11,-4.937768e-06,-4.937768e-06,-6.410018e-06,-4.935811e-06
2.280000e-11,-4.854270e-06,-4.854270e-06,-8.860475e-06,-8.135940e-06
2.300000e-11,-4.786076e-06,-4.786076e-06,-9.851954e-06,-9.950733e-06
2.320000e-11,-4.742247e-06,-4.742247e-06,-9.306604e-06,-1.017085e-05
2.340000e-11,-4.730379e-06,-4.730379e-06,-7.380874e-06,-8.841528e-06
2.360000e-11,-4.752919e-06,-4.752919e-06,-4.424744e-06,-6.234283e-06
2.380000e-11,-4.805357e-06,-4.805357e-06,-9.238754e-07,-2.793979e-06
2.400000e-11,-4.878268e-06,-4.878268e-06,2.570730e-06,9.281507e-07
2.420000e-11,-4.961272e-06,-4.961272e-06,5.524952e-06,4.354510e-06
2.440000e-11,-5.045724e-06,-5.045724e-06,7.506552e-06,6.970484e-06
2.460000e-11,-5.124652e-06,-5.124652e-06,8.253713e-06,8.407466e-06
2.480000e-11,-5.190948e-06,-5.190948e-06,7.709297e-06,8.498147e-06
2.500000e-11,-5.236247e-06,-5.236247e-06,6.016016e-06,7.291284e-06
2.520000e-11,-5.252573e-06,-5.252573e-06,3.480978e-06,5.028752e-06
2.540000e-11,-5.236110e-06,-5.236110e-06,5.221134e-07,2.097497e-06
2.560000e-11,-5.189667e-06,-5.189667e-06,-2.395379e-06,-1.032246e-06
2.580000e-11,-5.121493e-06,-5.121493e-06,-4.828189e-06,-3.876756e-06
2.600000e-11,-5.041789e-06,-5.041789e-06,-6.422643e-06,-6.011717e-06
2.620000e-11,-4.959962e-06,-4.959962e-06,-6.968749e-06,-7.137801e-06
2.640000e-11,-4.884208e-06,-4.884208e-06,-6.428212e-06,-7.124814e-06
2.660000e-11,-4.822552e-06,-4.822552e-06,-4.931347e-06,-6.024487e-06
2.680000e-11,-4.783125e-06,-4.783125e-06,-2.747140e-06,-4.051863e-06
2.700000e-11,-4.772205e-06,-4.772205e-06,-2.356443e-07,-1.543341e-06
2.720000e-11,-4.791259e-06,-4.791259e-06,2.208711e-06,1.098724e-06
2.740000e-11,-4.835887e-06,-4.835887e-06,4.216407e-06,3.467324e-06
2.760000e-11,-4.897791e-06,-4.897791e-06,5.498009e-06,5.211649e-06
2.780000e-11,-4.967971e-06,-4.967971e-06,5.886713e-06,6.089472e-06
2.800000e-11,-5.038705e-06,-5.038705e-06,5.360094e-06,6.001664e-06
2.820000e-11,-5.103441e-06,-5.103441e-06,4.037193e-06,5.001966e-06
2.840000e-11,-5.155686e-06,-5.155686e-06,2.153133e-06,3.281256e-06
2.860000e-11,-5.188759e-06,-5.188759e-06,1.774810e-08,1.131437e-06
2.880000e-11,-5.197407e-06,-5.197407e-06,-2.034109e-06,-1.103176e-06
2.900000e-11,-5.180198e-06,-5.180198e-06,-3.693563e-06,-3.079324e-06
2.920000e-11,-5.140498e-06,-5.140498e-06,-4.723382e-06,-4.506207e-06
2.940000e-11,-5.085173e-06,-5.085173e-06,-4.991764e-06,-5.187932e-06
2.980000e-11,-4.959387e-06,-4.959387e-06,-3.322966e-06,-4.147948e-06
3.000000e-11,-4.903456e-06,-4.903456e-06,-1.699411e-06,-2.649728e-06
3.020000e-11,-4.860899e-06,-4.860899e-06,1.157929e-07,-8.084093e-07
3.040000e-11,-4.837170e-06,-4.837170e-06,1.838537e-06,1.081760e-06
3.060000e-11,-4.835316e-06,-4.835316e-06,3.210374e-06,2.731162e-06
3.080000e-11,-4.854704e-06,-4.854704e-06,4.036642e-06,3.898383e-06
3.100000e-11,-4.891165e-06,-4.891165e-06,4.213612e-06,4.425011e-06
3.120000e-11,-4.938514e-06,-4.938514e-06,3.740764e-06,4.256638e-06
3.140000e-11,-4.990287e-06,-4.990287e-06,2.716724e-06,3.447105e-06
3.160000e-11,-5.040636e-06,-5.040636e-06,1.320117e-06,2.145872e-06
3.180000e-11,-5.084314e-06,-5.084314e-06,-2.210159e-07,5.712170e-07
3.200000e-11,-5.116503e-06,-5.116503e-06,-1.666007e-06,-1.025898e-06
3.220000e-11,-5.133248e-06,-5.133248e-06,-2.798735e-06,-2.401365e-06
3.240000e-11,-5.132493e-06,-5.132493e-06,-3.459513e-06,-3.354781e-06
3.260000e-11,-5.114911e-06,-5.114911e-06,-3.567068e-06,-3.758158e-06
3.280000e-11,-5.083805e-06,-5.083805e-06,-3.127685e-06,-3.572455e-06
3.300000e-11,-5.044124e-06,-5.044124e-06,-2.230657e-06,-2.849907e-06
3.320000e-11,-5.001330e-06,-5.001330e-06,-1.031343e-06,-1.722378e-06
3.340000e-11,-4.960671e-06,-4.960671e-06,2.751439e-07,-3.780931e-07
3.360000e-11,-4.926868e-06,-4.926868e-06,1.485302e-06,9.693146e-07
3.380000e-11,-4.903821e-06,-4.903821e-06,2.418671e-06,2.114435e-06
3.400000e-11,-4.894069e-06,-4.894069e-06,2.944459e-06,2.891117e-06
3.420000e-11,-4.898203e-06,-4.898203e-06,2.999398e-06,3.196195e-06
3.440000e-11,-4.914721e-06,-4.914721e-06,2.594516e-06,3.002548e-06
3.460000e-11,-4.940498e-06,-4.940498e-06,1.810352e-06,2.360047e-06
3.480000e-11,-4.971599e-06,-4.971599e-06,7.818835e-07,1.384817e-06
3.500000e-11,-5.003999e-06,-5.003999e-06,-3.241631e-07,2.389476e-07
3.520000e-11,-5.033957e-06,-5.033957e-06,-1.335989e-06,-8.960007e-07
3.540000e-11,-5.058187e-06,-5.058187e-06,-2.103193e-06,-1.847490e-06
3.560000e-11,-5.074073e-06,-5.074073e-06,-2.518909e-06,-2.478032e-06
3.580000e-11,-5.080020e-06,-5.080020e-06,-2.534316e-06,-2.704760e-06
3.600000e-11,-5.075791e-06,-5.075791e-06,-2.163602e-06,-2.509753e-06
3.620000e-11,-5.062572e-06,-5.062572e-06,-1.479133e-06,-1.940016e-06
3.640000e-11,-5.042681e-06,-5.042681e-06,-5.980689e-07,-1.097635e-06
3.660000e-11,-5.019076e-06,-5.019076e-06,3.372476e-07,-1.220582e-07
3.680000e-11,-4.994877e-06,-4.994877e-06,1.181966e-06,8.325979e-07
3.700000e-11,-4.973010e-06,-4.973010e-06,1.810961e-06,1.621640e-06
3.720000e-11,-4.955931e-06,-4.955931e-06,2.137184e-06,2.131552e-06
3.740000e-11,-4.945375e-06,-4.945375e-06,2.123396e-06,2.296084e-06
3.760000e-11,-4.942140e-06,-4.942140e-06,1.785742e-06,2.104384e-06
3.780000e-11,-4.946013e-06,-4.946013e-06,1.189028e-06,1.600299e-06
3.800000e-11,-4.955886e-06,-4.955886e-06,4.348410e-07,8.734215e-07
3.820000e-11,-4.970035e-06,-4.970035e-06,-3.553809e-07,4.361035e-08
3.840000e-11,-4.986444e-06,-4.986444e-06,-1.059636e-06,-7.584419e-07
3.860000e-11,-5.003072e-06,-5.003072e-06,-1.574001e-06,-1.411563e-06
3.880000e-11,-5.018045e-06,-5.018045e-06,-1.827801e-06,-1.822238e-06
3.900000e-11,-5.029810e-06,-5.029810e-06,-1.793049e-06,-1.937790e-06
3.920000e-11,-5.037280e-06,-5.037280e-06,-1.486937e-06,-1.752733e-06
3.940000e-11,-5.039944e-06,-5.039944e-06,-9.673121e-07,-1.307619e-06
3.960000e-11,-5.037906e-06,-5.037906e-06,-3.221740e-07,-6.809448e-07
3.980000e-11,-5.031822e-06,-5.031822e-06,3.449450e-07,2.434728e-08
4.000000e-11,-5.022754e-06,-5.022754e-06,9.313729e-07,6.975139e-07
4.020000e-11,-5.011988e-06,-5.011988e-06,1.350927e-06,1.237197e-06
4.040000e-11,-5.000857e-06,-5.000857e-06,1.546418e-06,1.566526e-06
4.060000e-11,-4.990592e-06,-4.990592e-06,1.497213e-06,1.643877e-06
4.080000e-11,-4.982202e-06,-4.982202e-06,1.220875e-06,1.467782e-06
4.100000e-11,-4.976391e-06,-4.976391e-06,7.688870e-07,1.075483e-06
4.120000e-11,-4.973509e-06,-4.973509e-06,2.173997e-07,5.356419e-07
4.140000e-11,-4.973559e-06,-4.973559e-06,-3.453800e-07,-6.340118e-08
4.160000e-11,-4.976253e-06,-4.976253e-06,-8.331175e-07,-6.278769e-07
4.180000e-11,-4.981079e-06,-4.981079e-06,-1.174443e-06,-1.073092e-06
4.200000e-11,-4.987388e-06,-4.987388e-06,-1.323244e-06,-1.335990e-06
4.220000e-11,-4.994467e-06,-4.994467e-06,-1.264691e-06,-1.383907e-06
4.240000e-11,-5.001600e-06,-5.001600e-06,-1.016210e-06,-1.218319e-06
4.260000e-11,-5.008127e-06,-5.008127e-06,-6.235001e-07,-8.732125e-07
4.280000e-11,-5.013496e-06,-5.013496e-06,-1.523887e-07,-4.085552e-07
4.300000e-11,-5.017298e-06,-5.017298e-06,3.220266e-07,9.990717e-08
4.320000e-11,-5.019287e-06,-5.019287e-06,7.272052e-07,5.728335e-07
4.340000e-11,-5.019385e-06,-5.019385e-06,1.004125e-06,9.395248e-07
4.360000e-11,-5.017669e-06,-5.017669e-06,1.115747e-06,1.148361e-06
4.380000e-11,-5.014358e-06,-5.014358e-06,1.051777e-06,1.173910e-06
4.400000e-11,-5.009790e-06,-5.009790e-06,8.291501e-07,1.019745e-06
4.420000e-11,-5.004397e-06,-5.004397e-06,4.883259e-07,7.167127e-07
4.440000e-11,-4.998679e-06,-4.998679e-06,8.615162e-08,3.171077e-07
4.460000e-11,-4.993162e-06,-4.993162e-06,-3.134818e-07,-1.141783e-07
4.480000e-11,-4.988362e-06,-4.988362e-06,-6.496727e-07,-5.100616e-07
4.500000e-11,-4.984739e-06,-4.984739e-06,-8.736802e-07,-8.115838e-07
4.520000e-11,-4.982657e-06,-4.982657e-06,-9.558712e-07,-9.765761e-07
4.540000e-11,-4.982339e-06,-4.982339e-06,-8.894694e-07,-9.854148e-07
4.560000e-11,-4.983846e-06,-4.983846e-06,-6.906610e-07,-8.431015e-07
4.580000e-11,-4.987052e-06,-4.987052e-06,-3.951875e-07,-5.774967e-07
4.600000e-11,-4.991649e-06,-4.991649e-06,-5.209269e-08,-2.341364e-07
4.620000e-11,-4.997174e-06,-4.997174e-06,2.843048e-07,1.314337e-07
4.640000e-11,-5.003050e-06,-5.003050e-06,5.629158e-07,4.625364e-07
4.660000e-11,-5.008643e-06,-5.008643e-06,7.435475e-07,7.100533e-07
4.680000e-11,-5.013333e-06,-5.013333e-06,8.025975e-07,8.396112e-07
4.700000e-11,-5.016579e-06,-5.016579e-06,7.359842e-07,8.362295e-07
4.720000e-11,-5.017984e-06,-5.017984e-06,5.589780e-07,7.058191e-07
4.740000e-11,-5.017354e-06,-5.017354e-06,3.030847e-07,4.734326e-07
4.760000e-11,-5.014724e-06,-5.014724e-06,1.057693e-08,1.786638e-07
4.780000e-11,-5.010369e-06,-5.010369e-06,-2.723959e-07,-1.309825e-07
4.800000e-11,-5.004777e-06,-5.004777e-06,-5.030102e-07,-4.076584e-07
4.820000e-11,-4.998595e-06,-4.998595e-06,-6.481711e-07,-6.104859e-07
4.840000e-11,-4.992552e-06,-4.992552e-06,-6.891713e-07,-7.115106e-07
4.860000e-11,-4.987374e-06,-4.987374e-06,-6.239646e-07,-6.994433e-07
4.880000e-11,-4.983692e-06,-4.983692e-06,-4.668037e-07,-5.807064e-07
4.900000e-11,-4.981958e-06,-4.981958e-06,-2.454053e-07,-3.777367e-07
4.920000e-11,-4.982392e-06,-4.982392e-06,3.825963e-09,-1.249131e-07
4.940000e-11,-4.984944e-06,-4.984944e-06,2.417061e-07,1.371717e-07
4.960000e-11,-4.989305e-06,-4.989305e-06,4.323670e-07,3.681555e-07
4.980000e-11,-4.994939e-06,-4.994939e-06,5.485992e-07,5.340549e-07
5.000000e-11,-5.001157e-06,-5.001157e-06,5.756560e-07,6.121921e-07
5.020000e-11,-5.007194e-06,-5.007194e-06,5.130020e-07,5.941964e-07
5.040000e-11,-5.012313e-06,-5.012313e-06,3.738207e-07,4.867020e-07
5.060000e-11,-5.015886e-06,-5.015886e-06,1.824484e-07,3.097279e-07
5.080000e-11,-5.017480e-06,-5.017480e-06,-2.979002e-08,9.308335e-08
5.100000e-11,-5.016910e-06,-5.016910e-06,-2.296450e-07,-1.285760e-07
5.120000e-11,-5.014264e-06,-5.014264e-06,-3.870963e-07,-3.212301e-07
5.140000e-11,-5.009891e-06,-5.009891e-06,-4.798062e-07,-4.566595e-07
5.160000e-11,-5.004357e-06,-5.004357e-06,-4.962210e-07,-5.165156e-07
5.180000e-11,-4.998369e-06,-4.998369e-06,-4.369004e-07,-4.947207e-07
5.200000e-11,-4.992681e-06,-4.992681e-06,-3.139441e-07,-3.978982e-07
5.220000e-11,-4.988002e-06,-4.988002e-06,-1.486810e-07,-2.438489e-07
5.240000e-11,-4.984899e-06,-4.984899e-06,3.195785e-08,-5.838387e-08
5.260000e-11,-4.983733e-06,-4.983733e-06,1.997747e-07,1.289359e-07
5.280000e-11,-4.984612e-06,-4.984612e-06,3.296608e-07,2.894604e-07
5.300000e-11,-4.987380e-06,-4.987380e-06,4.033054e-07,3.997839e-07
5.320000e-11,-4.991650e-06,-4.991650e-06,4.117186e-07,4.451041e-07
5.340000e-11,-4.996851e-06,-4.996851e-06,3.562286e-07,4.211320e-07
5.360000e-11,-5.002313e-06,-5.002313e-06,2.478653e-07,3.343211e-07
5.380000e-11,-5.007346e-06,-5.007346e-06,1.052869e-07,2.004489e-07
5.400000e-11,-5.011334e-06,-5.011334e-06,-4.837248e-08,4.183376e-08
5.420000e-11,-5.013806e-06,-5.013806e-06,-1.892137e-07,-1.163326e-07
5.440000e-11,-5.014491e-06,-5.014491e-06,-2.962500e-07,-2.499437e-07
5.460000e-11,-5.013354e-06,-5.013354e-06,-3.544943e-07,-3.396110e-07
5.480000e-11,-5.010589e-06,-5.010589e-06,-3.570055e-07,-3.734312e-07
5.500000e-11,-5.006593e-06,-5.006593e-06,-3.056264e-07,-3.484992e-07
5.520000e-11,-5.001906e-06,-5.001906e-06,-2.103498e-07,-2.709877e-07
5.540000e-11,-4.997138e-06,-4.997138e-06,-8.746815e-08,-1.548391e-07
5.560000e-11,-4.992890e-06,-4.992890e-06,4.316458e-08,-1.932547e-08
5.580000e-11,-4.989678e-06,-4.989678e-06,1.613045e-07,1.141054e-07
5.600000e-11,-4.987865e-06,-4.987865e-06,2.494223e-07,2.251885e-07
5.620000e-11,-4.987627e-06,-4.987627e-06,2.952692e-07,2.978848e-07
5.640000e-11,-4.988932e-06,-4.988932e-06,2.935346e-07,3.226564e-07
5.660000e-11,-4.991557e-06,-4.991557e-06,2.463796e-07,2.976588e-07
5.680000e-11,-4.995119e-06,-4.995119e-06,1.628079e-07,2.287116e-07
5.700000e-11,-4.999138e-06,-4.999138e-06,5.701928e-08,1.281013e-07
5.720000e-11,-5.003096e-06,-5.003096e-06,-5.396385e-08,1.244677e-08
5.740000e-11,-5.006503e-06,-5.006503e-06,-1.530056e-07,-1.000096e-07
5.760000e-11,-5.008963e-06,-5.008963e-06,-2.254746e-07,-1.922492e-07
5.780000e-11,-5.010210e-06,-5.010210e-06,-2.613757e-07,-2.510226e-07
5.800000e-11,-5.010145e-06,-5.010145e-06,-2.566894e-07,-2.687183e-07
5.820000e-11,-5.008835e-06,-5.008835e-06,-2.137460e-07,-2.442954e-07
5.840000e-11,-5.006500e-06,-5.006500e-06,-1.406168e-07,-1.831770e-07
5.860000e-11,-5.003478e-06,-5.003478e-06,-4.965422e-08,-9.616227e-08
5.880000e-11,-5.000177e-06,-5.000177e-06,4.456272e-08,2.437030e-09
5.900000e-11,-4.997018e-06,-4.997018e-06,1.275398e-07,9.712055e-08
5.920000e-11,-4.994383e-06,-4.994383e-06,1.870742e-07,1.736106e-07
5.940000e-11,-4.992569e-06,-4.992569e-06,2.150233e-07,2.209796e-07
5.960000e-11,-4.991756e-06,-4.991756e-06,2.083841e-07,2.331811e-07
5.980000e-11,-4.991988e-06,-4.991988e-06,1.695454e-07,2.097743e-07
6.000000e-11,-4.993178e-06,-4.993178e-06,1.057089e-07,1.557651e-07
6.020000e-11,-4.995128e-06,-4.995128e-06,2.759896e-08,8.062270e-08
6.040000e-11,-4.997557e-06,-4.997557e-06,-5.231260e-08,-3.344398e-09
6.060000e-11,-5.000142e-06,-5.000142e-06,-1.217768e-07,-8.297930e-08
6.080000e-11,-5.002562e-06,-5.002562e-06,-1.706252e-07,-1.463169e-07
6.100000e-11,-5.004535e-06,-5.004535e-06,-1.922367e-07,-1.843600e-07
6.120000e-11,-5.005851e-06,-5.005851e-06,-1.844042e-07,-1.923306e-07
6.140000e-11,-5.006391e-06,-5.006391e-06,-1.494948e-07,-1.702284e-07
6.160000e-11,-5.006139e-06,-5.006139e-06,-9.390630e-08,-1.226375e-07
6.180000e-11,-5.005175e-06,-5.005175e-06,-2.693089e-08,-5.784211e-08
6.200000e-11,-5.003659e-06,-5.003659e-06,4.077578e-08,1.358553e-08
6.220000e-11,-5.001806e-06,-5.001806e-06,9.887250e-08,8.048944e-08
6.240000e-11,-4.999859e-06,-4.999859e-06,1.388952e-07,1.328541e-07
6.260000e-11,-4.998053e-06,-4.998053e-06,1.554710e-07,1.632850e-07
6.280000e-11,-4.996591e-06,-4.996591e-06,1.470128e-07,1.680303e-07
6.300000e-11,-4.995619e-06,-4.995619e-06,1.158093e-07,1.474047e-07
6.320000e-11,-4.995218e-06,-4.995218e-06,6.752109e-08,1.055781e-07
6.340000e-11,-4.995393e-06,-4.995393e-06,1.018363e-08,4.978299e-08
6.360000e-11,-4.996083e-06,-4.996083e-06,-4.711190e-08,-1.091114e-08
6.380000e-11,-4.997172e-06,-4.997172e-06,-9.564507e-08,-6.705489e-08
6.400000e-11,-4.998508e-06,-4.998508e-06,-1.283792e-07,-1.102747e-07
6.420000e-11,-4.999921e-06,-4.999921e-06,-1.409652e-07,-1.345055e-07
6.440000e-11,-5.001248e-06,-5.001248e-06,-1.322956e-07,-1.368223e-07
6.460000e-11,-5.002346e-06,-5.002346e-06,-1.045431e-07,-1.177585e-07
6.480000e-11,-5.003111e-06,-5.003111e-06,-6.269761e-08,-8.108487e-08
6.500000e-11,-5.003482e-06,-5.003482e-06,-1.369362e-08,-3.310385e-08
