time,"I(LOUT1)","I(LOUT2)","I(RIN)"
0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00
2.500000e-13,-3.381223e-08,-3.381223e-08,-1.234010e-06
5.000000e-13,-8.781245e-08,-8.781245e-08,-2.485004e-06
7.500000e-13,-1.666827e-07,-1.666827e-07,-3.731269e-06
1.000000e-12,-2.681854e-07,-2.681854e-07,-4.978247e-06
1.250000e-12,-3.495945e-07,-3.495945e-07,-4.993062e-06
1.500000e-12,-4.121400e-07,-4.121400e-07,-4.992716e-06
1.750000e-12,-4.394282e-07,-4.394282e-07,-4.998704e-06
2.000000e-12,-4.264590e-07,-4.264590e-07,-5.004694e-06
2.250000e-12,-3.812614e-07,-3.812614e-07,-5.008651e-06
2.500000e-12,-3.212888e-07,-3.212888e-07,-5.009514e-06
2.750000e-12,-2.670777e-07,-2.670777e-07,-5.007290e-06
3.000000e-12,-2.354820e-07,-2.354820e-07,-5.002960e-06
3.250000e-12,-2.346957e-07,-2.346957e-07,-4.998081e-06
3.500000e-12,-2.624706e-07,-2.624706e-07,-4.994238e-06
3.750000e-12,-3.077933e-07,-3.077933e-07,-4.992542e-06
4.000000e-12,-3.551605e-07,-3.551605e-07,-4.993327e-06
4.250000e-12,-3.898494e-07,-3.898494e-07,-4.996119e-06
4.500000e-12,-4.024311e-07,-4.024311e-07,-4.999865e-06
4.750000e-12,-3.912062e-07,-3.912062e-07,-5.003315e-06
5.000000e-12,-3.620193e-07,-3.620193e-07,-5.005425e-06
5.250000e-12,-3.257658e-07,-3.257658e-07,-5.005662e-06
5.500000e-12,-2.945748e-07,-2.945748e-07,-5.004115e-06
5.750000e-12,-2.779702e-07,-2.779702e-07,-5.001416e-06
6.000000e-12,-2.801929e-07,-2.801929e-07,-4.998487e-06
6.250000e-12,-2.993911e-07,-2.993911e-07,-4.996239e-06
6.500000e-12,-3.287401e-07,-3.287401e-07,-4.995290e-06
6.750000e-12,-3.589619e-07,-3.589619e-07,-4.995809e-06
7.000000e-12,-3.813454e-07,-3.813454e-07,-4.997507e-06
7.250000e-12,-3.903082e-07,-3.903082e-07,-4.999771e-06
7.500000e-12,-3.847760e-07,-3.847760e-07,-5.001874e-06
8.000000e-12,-3.466026e-07,-3.466026e-07,-5.003437e-06
8.250000e-12,-3.275646e-07,-3.275646e-07,-5.002595e-06
8.500000e-12,-3.169065e-07,-3.169065e-07,-5.001012e-06
8.750000e-12,-3.176549e-07,-3.176549e-07,-4.999206e-06
9.000000e-12,-3.293246e-07,-3.293246e-07,-4.997711e-06
9.250000e-12,-3.483774e-07,-3.483774e-07,-4.996923e-06
9.500000e-12,-3.695036e-07,-3.695036e-07,-4.996999e-06
9.750000e-12,-3.872802e-07,-3.872802e-07,-4.997843e-06
1.000000e-11,-3.976997e-07,-3.976997e-07,-4.999149e-06
1.025000e-11,-3.991576e-07,-3.991576e-07,-5.000514e-06
1.050000e-11,-3.926819e-07,-3.926819e-07,-5.001554e-06
1.075000e-11,-3.814187e-07,-3.814187e-07,-5.002006e-06
1.100000e-11,-3.695906e-07,-3.695906e-07,-5.001794e-06
1.125000e-11,-3.612662e-07,-3.612662e-07,-5.001022e-06
1.150000e-11,-3.592899e-07,-3.592899e-07,-4.999937e-06
1.175000e-11,-3.646405e-07,-3.646405e-07,-4.998844e-06
1.200000e-11,-3.763426e-07,-3.763426e-07,-4.998023e-06
1.225000e-11,-3.918955e-07,-3.918955e-07,-4.997657e-06
1.250000e-11,-4.080525e-07,-4.080525e-07,-4.997797e-06
1.275000e-11,-4.217129e-07,-4.217129e-07,-4.998360e-06
1.300000e-11,-4.306902e-07,-4.306902e-07,-4.999167e-06
1.325000e-11,-4.341752e-07,-4.341752e-07,-4.999991e-06
1.350000e-11,-4.328149e-07,-4.328149e-07,-5.000625e-06
1.375000e-11,-4.284293e-07,-4.284293e-07,-5.000922e-06
1.400000e-11,-4.234754e-07,-4.234754e-07,-5.000832e-06
1.425000e-11,-4.204132e-07,-4.204132e-07,-5.000397e-06
1.450000e-11,-4.211358e-07,-4.211358e-07,-4.999737e-06
1.475000e-11,-4.265882e-07,-4.265882e-07,-4.999010e-06
1.500000e-11,-4.366416e-07,-4.366416e-07,-4.998375e-06
1.525000e-11,-4.502228e-07,-4.502228e-07,-4.997956e-06
1.550000e-11,-4.656398e-07,-4.656398e-07,-4.997816e-06
1.575000e-11,-4.810096e-07,-4.810096e-07,-4.997953e-06
1.600000e-11,-4.946823e-07,-4.946823e-07,-4.998304e-06
1.625000e-11,-5.055714e-07,-5.055714e-07,-4.998769e-06
1.650000e-11,-5.133318e-07,-5.133318e-07,-4.999231e-06
1.675000e-11,-5.183676e-07,-5.183676e-07,-4.999584e-06
1.700000e-11,-5.216883e-07,-5.216883e-07,-4.999754e-06
1.725000e-11,-5.246638e-07,-5.246638e-07,-4.999708e-06
1.750000e-11,-5.287363e-07,-5.287363e-07,-4.999455e-06
1.775000e-11,-5.351538e-07,-5.351538e-07,-4.999040e-06
1.800000e-11,-5.447701e-07,-5.447701e-07,-4.998534e-06
1.825000e-11,-5.579428e-07,-5.579428e-07,-4.998012e-06
1.850000e-11,-5.745325e-07,-5.745325e-07,-4.997544e-06
1.875000e-11,-5.939907e-07,-5.939907e-07,-4.997181e-06
1.900000e-11,-6.155090e-07,-6.155090e-07,-4.996949e-06
1.925000e-11,-6.381945e-07,-6.381945e-07,-4.996847e-06
1.950000e-11,-6.612388e-07,-6.612388e-07,-4.996853e-06
1.975000e-11,-6.840538e-07,-6.840538e-07,-4.996926e-06
2.000000e-11,-7.063577e-07,-7.063577e-07,-4.997017e-06
2.025000e-11,-7.281541e-07,-7.281541e-07,-4.996959e-06
2.050000e-11,-7.478802e-07,-7.478802e-07,-4.997378e-06
2.075000e-11,-7.625171e-07,-7.625171e-07,-4.998306e-06
2.100000e-11,-7.687923e-07,-7.687923e-07,-4.999699e-06
2.125000e-11,-7.649374e-07,-7.649374e-07,-5.001237e-06
2.150000e-11,-7.516542e-07,-7.516542e-07,-5.002508e-06
2.175000e-11,-7.318615e-07,-7.318615e-07,-5.003218e-06
2.200000e-11,-7.095442e-07,-7.095442e-07,-5.003297e-06
2.225000e-11,-6.884700e-07,-6.884700e-07,-5.002863e-06
2.250000e-11,-6.714034e-07,-6.714034e-07,-5.002110e-06
2.275000e-11,-6.599800e-07,-6.599800e-07,-5.001207e-06
2.300000e-11,-6.549911e-07,-6.549911e-07,-5.000252e-06
2.325000e-11,-6.566916e-07,-6.566916e-07,-4.999299e-06
2.350000e-11,-6.648701e-07,-6.648701e-07,-4.998408e-06
2.375000e-11,-6.786798e-07,-6.786798e-07,-4.997680e-06
2.400000e-11,-6.964298e-07,-6.964298e-07,-4.997246e-06
2.425000e-11,-7.155946e-07,-7.155946e-07,-4.997223e-06
2.450000e-11,-7.331860e-07,-7.331860e-07,-4.997649e-06
2.475000e-11,-7.464066e-07,-7.464066e-07,-4.998453e-06
2.500000e-11,-7.533111e-07,-7.533111e-07,-4.999471e-06
2.525000e-11,-7.531859e-07,-7.531859e-07,-5.000503e-06
2.550000e-11,-7.465299e-07,-7.465299e-07,-5.001382e-06
2.575000e-11,-7.347384e-07,-7.347384e-07,-5.002004e-06
2.600000e-11,-7.197078e-07,-7.197078e-07,-5.002326e-06
2.625000e-11,-7.035262e-07,-7.035262e-07,-5.002342e-06
2.650000e-11,-6.882806e-07,-6.882806e-07,-5.002067e-06
2.675000e-11,-6.759109e-07,-6.759109e-07,-5.001531e-06
2.700000e-11,-6.680306e-07,-6.680306e-07,-5.000791e-06
2.725000e-11,-6.657004e-07,-6.657004e-07,-4.999942e-06
2.750000e-11,-6.692137e-07,-6.692137e-07,-4.999105e-06
2.775000e-11,-6.779867e-07,-6.779867e-07,-4.998410e-06
2.800000e-11,-6.906211e-07,-6.906211e-07,-4.997966e-06
2.825000e-11,-7.051484e-07,-7.051484e-07,-4.997838e-06
2.850000e-11,-7.193912e-07,-7.193912e-07,-4.998028e-06
2.875000e-11,-7.313375e-07,-7.313375e-07,-4.998488e-06
2.900000e-11,-7.394339e-07,-7.394339e-07,-4.999134e-06
2.925000e-11,-7.427517e-07,-7.427517e-07,-4.999867e-06
2.950000e-11,-7.410378e-07,-7.410378e-07,-5.000588e-06
2.975000e-11,-7.346914e-07,-7.346914e-07,-5.001208e-06
3.000000e-11,-7.246926e-07,-7.246926e-07,-5.001651e-06
3.025000e-11,-7.124854e-07,-7.124854e-07,-5.001860e-06
3.050000e-11,-6.998022e-07,-6.998022e-07,-5.001806e-06
3.075000e-11,-6.884299e-07,-6.884299e-07,-5.001500e-06
3.100000e-11,-6.799471e-07,-6.799471e-07,-5.000986e-06
3.125000e-11,-6.754829e-07,-6.754829e-07,-5.000346e-06
3.150000e-11,-6.755508e-07,-6.755508e-07,-4.999677e-06
3.175000e-11,-6.799902e-07,-6.799902e-07,-4.999077e-06
3.200000e-11,-6.880224e-07,-6.880224e-07,-4.998628e-06
3.225000e-11,-6.983979e-07,-6.983979e-07,-4.998387e-06
3.250000e-11,-7.095986e-07,-7.095986e-07,-4.998377e-06
3.275000e-11,-7.200565e-07,-7.200565e-07,-4.998589e-06
3.300000e-11,-7.283614e-07,-7.283614e-07,-4.998988e-06
3.325000e-11,-7.334364e-07,-7.334364e-07,-4.999514e-06
3.350000e-11,-7.346704e-07,-7.346704e-07,-5.000093e-06
3.375000e-11,-7.319936e-07,-7.319936e-07,-5.000645e-06
3.400000e-11,-7.258819e-07,-7.258819e-07,-5.001092e-06
3.425000e-11,-7.172839e-07,-7.172839e-07,-5.001374e-06
3.450000e-11,-7.074767e-07,-7.074767e-07,-5.001455e-06
3.475000e-11,-6.978728e-07,-6.978728e-07,-5.001329e-06
3.500000e-11,-6.898110e-07,-6.898110e-07,-5.001021e-06
3.525000e-11,-6.843675e-07,-6.843675e-07,-5.000580e-06
3.550000e-11,-6.822149e-07,-6.822149e-07,-5.000074e-06
3.575000e-11,-6.835449e-07,-6.835449e-07,-4.999573e-06
3.600000e-11,-6.880621e-07,-6.880621e-07,-4.999148e-06
3.625000e-11,-6.950422e-07,-6.950422e-07,-4.998854e-06
3.650000e-11,-7.034444e-07,-7.034444e-07,-4.998727e-06
3.675000e-11,-7.120619e-07,-7.120619e-07,-4.998780e-06
3.700000e-11,-7.196914e-07,-7.196914e-07,-4.999001e-06
3.725000e-11,-7.252994e-07,-7.252994e-07,-4.999356e-06
3.750000e-11,-7.281627e-07,-7.281627e-07,-4.999789e-06
3.775000e-11,-7.279627e-07,-7.279627e-07,-5.000240e-06
3.800000e-11,-7.248197e-07,-7.248197e-07,-5.000643e-06
3.825000e-11,-7.192625e-07,-7.192625e-07,-5.000944e-06
3.850000e-11,-7.121404e-07,-7.121404e-07,-5.001104e-06
3.875000e-11,-7.044936e-07,-7.044936e-07,-5.001106e-06
3.900000e-11,-6.974015e-07,-6.974015e-07,-5.000953e-06
3.925000e-11,-6.918321e-07,-6.918321e-07,-5.000674e-06
3.950000e-11,-6.885122e-07,-6.885122e-07,-5.000309e-06
3.975000e-11,-6.878348e-07,-6.878348e-07,-4.999912e-06
4.000000e-11,-6.898148e-07,-6.898148e-07,-4.999539e-06
4.025000e-11,-6.940977e-07,-6.940977e-07,-4.999242e-06
4.050000e-11,-7.000188e-07,-7.000188e-07,-4.999059e-06
4.075000e-11,-7.067047e-07,-7.067047e-07,-4.999012e-06
4.100000e-11,-7.132011e-07,-7.132011e-07,-4.999105e-06
4.125000e-11,-7.186086e-07,-7.186086e-07,-4.999319e-06
4.150000e-11,-7.222074e-07,-7.222074e-07,-4.999622e-06
4.175000e-11,-7.235519e-07,-7.235519e-07,-4.999968e-06
4.200000e-11,-7.225241e-07,-7.225241e-07,-5.000308e-06
4.225000e-11,-7.193399e-07,-7.193399e-07,-5.000594e-06
4.250000e-11,-7.145078e-07,-7.145078e-07,-5.000790e-06
4.275000e-11,-7.087497e-07,-7.087497e-07,-5.000869e-06
4.300000e-11,-7.028941e-07,-7.028941e-07,-5.000826e-06
4.325000e-11,-6.977583e-07,-6.977583e-07,-5.000668e-06
4.350000e-11,-6.940351e-07,-6.940351e-07,-5.000423e-06
4.375000e-11,-6.921999e-07,-6.921999e-07,-5.000126e-06
4.400000e-11,-6.924515e-07,-6.924515e-07,-4.999821e-06
4.425000e-11,-6.946917e-07,-6.946917e-07,-4.999549e-06
4.450000e-11,-6.985485e-07,-6.985485e-07,-4.999349e-06
4.475000e-11,-7.034357e-07,-7.034357e-07,-4.999245e-06
4.500000e-11,-7.086418e-07,-7.086418e-07,-4.999250e-06
4.525000e-11,-7.134327e-07,-7.134327e-07,-4.999359e-06
4.550000e-11,-7.171546e-07,-7.171546e-07,-4.999553e-06
4.575000e-11,-7.193224e-07,-7.193224e-07,-4.999804e-06
4.600000e-11,-7.196818e-07,-7.196818e-07,-5.000075e-06
4.625000e-11,-7.182376e-07,-7.182376e-07,-5.000327e-06
4.650000e-11,-7.152454e-07,-7.152454e-07,-5.000525e-06
4.675000e-11,-7.111682e-07,-7.111682e-07,-5.000645e-06
4.700000e-11,-7.066059e-07,-7.066059e-07,-5.000671e-06
4.725000e-11,-7.022081e-07,-7.022081e-07,-5.000604e-06
4.750000e-11,-6.985818e-07,-6.985818e-07,-5.000454e-06
4.775000e-11,-6.962084e-07,-6.962084e-07,-5.000245e-06
4.800000e-11,-6.953801e-07,-6.953801e-07,-5.000009e-06
4.825000e-11,-6.961654e-07,-6.961654e-07,-4.999779e-06
4.850000e-11,-6.984058e-07,-6.984058e-07,-4.999586e-06
4.875000e-11,-7.017454e-07,-7.017454e-07,-4.999457e-06
4.900000e-11,-7.056863e-07,-7.056863e-07,-4.999407e-06
4.925000e-11,-7.096618e-07,-7.096618e-07,-4.999442e-06
4.950000e-11,-7.131179e-07,-7.131179e-07,-4.999553e-06
4.975000e-11,-7.155895e-07,-7.155895e-07,-4.999722e-06
5.000000e-11,-7.167627e-07,-7.167627e-07,-4.999926e-06
5.025000e-11,-7.165135e-07,-7.165135e-07,-5.000133e-06
5.050000e-11,-7.149198e-07,-7.149198e-07,-5.000316e-06
5.075000e-11,-7.122439e-07,-7.122439e-07,-5.000449e-06
5.100000e-11,-7.088910e-07,-7.088910e-07,-5.000516e-06
5.125000e-11,-7.053481e-07,-7.053481e-07,-5.000509e-06
5.150000e-11,-7.021140e-07,-7.021140e-07,-5.000431e-06
5.175000e-11,-6.996293e-07,-6.996293e-07,-5.000296e-06
5.200000e-11,-6.982170e-07,-6.982170e-07,-5.000123e-06
5.225000e-11,-6.980410e-07,-6.980410e-07,-4.999939e-06
5.250000e-11,-6.990884e-07,-6.990884e-07,-4.999769e-06
5.275000e-11,-7.011763e-07,-7.011763e-07,-4.999636e-06
5.300000e-11,-7.039826e-07,-7.039826e-07,-4.999558e-06
5.325000e-11,-7.070951e-07,-7.070951e-07,-4.999544e-06
5.350000e-11,-7.100714e-07,-7.100714e-07,-4.999593e-06
5.375000e-11,-7.125016e-07,-7.125016e-07,-4.999698e-06
5.400000e-11,-7.140641e-07,-7.140641e-07,-4.999841e-06
5.425000e-11,-7.145679e-07,-7.145679e-07,-5.000003e-06
5.450000e-11,-7.139750e-07,-7.139750e-07,-5.000159e-06
5.475000e-11,-7.124010e-07,-7.124010e-07,-5.000288e-06
5.500000e-11,-7.100948e-07,-7.100948e-07,-5.000373e-06
5.525000e-11,-7.073994e-07,-7.073994e-07,-5.000404e-06
5.550000e-11,-7.047017e-07,-7.047017e-07,-5.000377e-06
5.575000e-11,-7.023769e-07,-7.023769e-07,-5.000299e-06
5.600000e-11,-7.007374e-07,-7.007374e-07,-5.000182e-06
5.625000e-11,-6.999904e-07,-6.999904e-07,-5.000043e-06
5.650000e-11,-7.002129e-07,-7.002129e-07,-4.999902e-06
5.675000e-11,-7.013444e-07,-7.013444e-07,-4.999779e-06
5.700000e-11,-7.031999e-07,-7.031999e-07,-4.999690e-06
5.725000e-11,-7.054994e-07,-7.054994e-07,-4.999648e-06
5.750000e-11,-7.079094e-07,-7.079094e-07,-4.999655e-06
5.775000e-11,-7.100912e-07,-7.100912e-07,-4.999711e-06
5.800000e-11,-7.117482e-07,-7.117482e-07,-4.999805e-06
5.825000e-11,-7.126658e-07,-7.126658e-07,-4.999923e-06
5.850000e-11,-7.127387e-07,-7.127387e-07,-5.000048e-06
5.875000e-11,-7.119825e-07,-7.119825e-07,-5.000163e-06
5.900000e-11,-7.105275e-07,-7.105275e-07,-5.000252e-06
5.925000e-11,-7.085972e-07,-7.085972e-07,-5.000303e-06
5.950000e-11,-7.064747e-07,-7.064747e-07,-5.000310e-06
5.975000e-11,-7.044611e-07,-7.044611e-07,-5.000274e-06
6.000000e-11,-7.028333e-07,-7.028333e-07,-5.000201e-06
6.025000e-11,-7.018060e-07,-7.018060e-07,-5.000102e-06
6.050000e-11,-7.015040e-07,-7.015040e-07,-4.999992e-06
6.075000e-11,-7.019474e-07,-7.019474e-07,-4.999886e-06
6.100000e-11,-7.030517e-07,-7.030517e-07,-4.999800e-06
6.125000e-11,-7.046434e-07,-7.046434e-07,-4.999744e-06
6.150000e-11,-7.064861e-07,-7.064861e-07,-4.999725e-06
6.175000e-11,-7.083159e-07,-7.083159e-07,-4.999745e-06
6.200000e-11,-7.098786e-07,-7.098786e-07,-4.999800e-06
6.225000e-11,-7.109648e-07,-7.109648e-07,-4.999881e-06
6.250000e-11,-7.114379e-07,-7.114379e-07,-4.999976e-06
6.275000e-11,-7.112507e-07,-7.112507e-07,-5.000072e-06
6.300000e-11,-7.104492e-07,-7.104492e-07,-5.000155e-06
6.325000e-11,-7.091636e-07,-7.091636e-07,-5.000213e-06
6.350000e-11,-7.075873e-07,-7.075873e-07,-5.000240e-06
6.375000e-11,-7.059487e-07,-7.059487e-07,-5.000233e-06
6.400000e-11,-7.044774e-07,-7.044774e-07,-5.000194e-06
6.425000e-11,-7.033732e-07,-7.033732e-07,-5.000129e-06
6.450000e-11,-7.027786e-07,-7.027786e-07,-5.000048e-06
6.475000e-11,-7.027608e-07,-7.027608e-07,-4.999963e-06
6.500000e-11,-7.033048e-07,-7.033048e-07,-4.999885e-06
6.525000e-11,-7.043179e-07,-7.043179e-07,-4.999826e-06
6.550000e-11,-7.056450e-07,-7.056450e-07,-4.999793e-06
6.575000e-11,-7.070917e-07,-7.070917e-07,-4.999789e-06
6.600000e-11,-7.084533e-07,-7.084533e-07,-4.999815e-06
6.625000e-11,-7.095428e-07,-7.095428e-07,-4.999866e-06
6.650000e-11,-7.102170e-07,-7.102170e-07,-4.999934e-06
6.675000e-11,-7.103946e-07,-7.103946e-07,-5.000009e-06
6.700000e-11,-7.100659e-07,-7.100659e-07,-5.000081e-06
6.725000e-11,-7.092922e-07,-7.092922e-07,-5.000139e-06
6.750000e-11,-7.081944e-07,-7.081944e-07,-5.000176e-06
6.775000e-11,-7.069351e-07,-7.069351e-07,-5.000187e-06
6.800000e-11,-7.056946e-07,-7.056946e-07,-5.000172e-06
6.825000e-11,-7.046447e-07,-7.046447e-07,-5.000134e-06
6.850000e-11,-7.039259e-07,-7.039259e-07,-5.000078e-06
6.875000e-11,-7.036280e-07,-7.036280e-07,-5.000013e-06
6.900000e-11,-7.037798e-07,-7.037798e-07,-4.999948e-06
6.925000e-11,-7.043464e-07,-7.043464e-07,-4.999892e-06
6.950000e-11,-7.052366e-07,-7.052366e-07,-4.999853e-06
6.975000e-11,-7.063165e-07,-7.063165e-07,-4.999836e-06
7.000000e-11,-7.074303e-07,-7.074303e-07,-4.999842e-06
7.025000e-11,-7.084218e-07,-7.084218e-07,-4.999870e-06
7.050000e-11,-7.091570e-07,-7.091570e-07,-4.999915e-06
7.075000e-11,-7.095411e-07,-7.095411e-07,-4.999971e-06
7.100000e-11,-7.095316e-07,-7.095316e-07,-5.000029e-06
7.125000e-11,-7.091415e-07,-7.091415e-07,-5.000081e-06
7.150000e-11,-7.084368e-07,-7.084368e-07,-5.000120e-06
7.175000e-11,-7.075250e-07,-7.075250e-07,-5.000142e-06
7.200000e-11,-7.065392e-07,-7.065392e-07,-5.000143e-06
7.225000e-11,-7.056189e-07,-7.056189e-07,-5.000124e-06
7.250000e-11,-7.048902e-07,-7.048902e-07,-5.000089e-06
7.275000e-11,-7.044485e-07,-7.044485e-07,-5.000042e-06
7.300000e-11,-7.043467e-07,-7.043467e-07,-4.999991e-06
7.325000e-11,-7.045886e-07,-7.045886e-07,-4.999942e-06
7.350000e-11,-7.051301e-07,-7.051301e-07,-4.999904e-06
7.375000e-11,-7.058868e-07,-7.058868e-07,-4.999879e-06
7.400000e-11,-7.067469e-07,-7.067469e-07,-4.999873e-06
7.425000e-11,-7.075876e-07,-7.075876e-07,-4.999884e-06
7.450000e-11,-7.082925e-07,-7.082925e-07,-4.999911e-06
7.475000e-11,-7.087676e-07,-7.087676e-07,-4.999949e-06
7.500000e-11,-7.089539e-07,-7.089539e-07,-4.999994e-06
7.525000e-11,-7.088341e-07,-7.088341e-07,-5.000038e-06
7.550000e-11,-7.084342e-07,-7.084342e-07,-5.000075e-06
7.575000e-11,-7.078183e-07,-7.078183e-07,-5.000101e-06
7.600000e-11,-7.070787e-07,-7.070787e-07,-5.000112e-06
7.625000e-11,-7.063221e-07,-7.063221e-07,-5.000107e-06
7.650000e-11,-7.056541e-07,-7.056541e-07,-5.000087e-06
7.675000e-11,-7.051652e-07,-7.051652e-07,-5.000056e-06
7.700000e-11,-7.049178e-07,-7.049178e-07,-5.000018e-06
7.725000e-11,-7.049390e-07,-7.049390e-07,-4.999978e-06
7.750000e-11,-7.052179e-07,-7.052179e-07,-4.999943e-06
7.775000e-11,-7.057077e-07,-7.057077e-07,-4.999917e-06
7.800000e-11,-7.063338e-07,-7.063338e-07,-4.999903e-06
7.825000e-11,-7.070052e-07,-7.070052e-07,-4.999903e-06
7.850000e-11,-7.076269e-07,-7.076269e-07,-4.999916e-06
7.875000e-11,-7.081140e-07,-7.081140e-07,-4.999941e-06
7.900000e-11,-7.084028e-07,-7.084028e-07,-4.999973e-06
7.925000e-11,-7.084591e-07,-7.084591e-07,-5.000008e-06
7.950000e-11,-7.082821e-07,-7.082821e-07,-5.000041e-06
7.975000e-11,-7.079036e-07,-7.079036e-07,-5.000067e-06
8.000000e-11,-7.073823e-07,-7.073823e-07,-5.000083e-06
8.025000e-11,-7.067950e-07,-7.067950e-07,-5.000087e-06
8.050000e-11,-7.062256e-07,-7.062256e-07,-5.000078e-06
8.075000e-11,-7.057526e-07,-7.057526e-07,-5.000059e-06
8.100000e-11,-7.054390e-07,-7.054390e-07,-5.000033e-06
8.125000e-11,-7.053235e-07,-7.053235e-07,-5.000002e-06
8.150000e-11,-7.054162e-07,-7.054162e-07,-4.999973e-06
8.175000e-11,-7.056980e-07,-7.056980e-07,-4.999948e-06
8.200000e-11,-7.061238e-07,-7.061238e-07,-4.999930e-06
8.225000e-11,-7.066300e-07,-7.066300e-07,-4.999924e-06
8.250000e-11,-7.071439e-07,-7.071439e-07,-4.999928e-06
8.275000e-11,-7.075935e-07,-7.075935e-07,-4.999942e-06
8.300000e-11,-7.079185e-07,-7.079185e-07,-4.999963e-06
8.325000e-11,-7.080772e-07,-7.080772e-07,-4.999989e-06
8.350000e-11,-7.080527e-07,-7.080527e-07,-5.000016e-06
8.375000e-11,-7.078539e-07,-7.078539e-07,-5.000040e-06
8.400000e-11,-7.075138e-07,-7.075138e-07,-5.000057e-06
8.425000e-11,-7.070840e-07,-7.070840e-07,-5.000066e-06
8.450000e-11,-7.066270e-07,-7.066270e-07,-5.000066e-06
8.475000e-11,-7.062071e-07,-7.062071e-07,-5.000056e-06
8.500000e-11,-7.058818e-07,-7.058818e-07,-5.000039e-06
8.525000e-11,-7.056934e-07,-7.056934e-07,-5.000017e-06
8.550000e-11,-7.056640e-07,-7.056640e-07,-4.999993e-06
8.575000e-11,-7.057927e-07,-7.057927e-07,-4.999971e-06
8.600000e-11,-7.060570e-07,-7.060570e-07,-4.999954e-06
8.625000e-11,-7.064160e-07,-7.064160e-07,-4.999943e-06
8.650000e-11,-7.068167e-07,-7.068167e-07,-4.999941e-06
8.675000e-11,-7.072023e-07,-7.072023e-07,-4.999947e-06
8.700000e-11,-7.075194e-07,-7.075194e-07,-4.999960e-06
8.725000e-11,-7.077262e-07,-7.077262e-07,-4.999979e-06
8.750000e-11,-7.077971e-07,-7.077971e-07,-4.999999e-06
8.775000e-11,-7.077263e-07,-7.077263e-07,-5.000020e-06
8.800000e-11,-7.075282e-07,-7.075282e-07,-5.000037e-06
8.825000e-11,-7.072340e-07,-7.072340e-07,-5.000048e-06
8.850000e-11,-7.068876e-07,-7.068876e-07,-5.000052e-06
8.875000e-11,-7.065388e-07,-7.065388e-07,-5.000049e-06
8.900000e-11,-7.062362e-07,-7.062362e-07,-5.000039e-06
8.925000e-11,-7.060205e-07,-7.060205e-07,-5.000024e-06
8.950000e-11,-7.059191e-07,-7.059191e-07,-5.000006e-06
8.975000e-11,-7.059426e-07,-7.059426e-07,-4.999988e-06
9.000000e-11,-7.060840e-07,-7.060840e-07,-4.999972e-06
9.025000e-11,-7.063199e-07,-7.063199e-07,-4.999960e-06
9.050000e-11,-7.066148e-07,-7.066148e-07,-4.999955e-06
9.075000e-11,-7.069258e-07,-7.069258e-07,-4.999955e-06
9.100000e-11,-7.072091e-07,-7.072091e-07,-4.999962e-06
9.125000e-11,-7.074262e-07,-7.074262e-07,-4.999974e-06
9.150000e-11,-7.075489e-07,-7.075489e-07,-4.999989e-06
9.175000e-11,-7.075629e-07,-7.075629e-07,-5.000006e-06
9.200000e-11,-7.074696e-07,-7.074696e-07,-5.000020e-06
9.225000e-11,-7.072853e-07,-7.072853e-07,-5.000032e-06
9.250000e-11,-7.070383e-07,-7.070383e-07,-5.000039e-06
9.275000e-11,-7.067649e-07,-7.067649e-07,-5.000040e-06
9.300000e-11,-7.065040e-07,-7.065040e-07,-5.000036e-06
9.325000e-11,-7.062914e-07,-7.062914e-07,-5.000026e-06
9.350000e-11,-7.061554e-07,-7.061554e-07,-5.000014e-06
9.375000e-11,-7.061124e-07,-7.061124e-07,-5.000000e-06
9.400000e-11,-7.061657e-07,-7.061657e-07,-4.999986e-06
9.425000e-11,-7.063049e-07,-7.063049e-07,-4.999975e-06
9.450000e-11,-7.065080e-07,-7.065080e-07,-4.999967e-06
9.475000e-11,-7.067449e-07,-7.067449e-07,-4.999965e-06
9.500000e-11,-7.069815e-07,-7.069815e-07,-4.999967e-06
9.525000e-11,-7.071850e-07,-7.071850e-07,-4.999974e-06
9.550000e-11,-7.073281e-07,-7.073281e-07,-4.999984e-06
9.575000e-11,-7.073926e-07,-7.073926e-07,-4.999996e-06
9.600000e-11,-7.073719e-07,-7.073719e-07,-5.000009e-06
9.625000e-11,-7.072716e-07,-7.072716e-07,-5.000020e-06
9.650000e-11,-7.071080e-07,-7.071080e-07,-5.000027e-06
9.675000e-11,-7.069058e-07,-7.069058e-07,-5.000031e-06
9.700000e-11,-7.066943e-07,-7.066943e-07,-5.000030e-06
9.725000e-11,-7.065032e-07,-7.065032e-07,-5.000025e-06
9.750000e-11,-7.063584e-07,-7.063584e-07,-5.000017e-06
9.775000e-11,-7.062788e-07,-7.062788e-07,-5.000007e-06
9.800000e-11,-7.062733e-07,-7.062733e-07,-4.999996e-06
9.825000e-11,-7.063406e-07,-7.063406e-07,-4.999986e-06
9.850000e-11,-7.064691e-07,-7.064691e-07,-4.999978e-06
9.875000e-11,-7.066389e-07,-7.066389e-07,-4.999973e-06
9.900000e-11,-7.068253e-07,-7.068253e-07,-4.999973e-06
9.925000e-11,-7.070018e-07,-7.070018e-07,-4.999976e-06
9.950000e-11,-7.071442e-07,-7.071442e-07,-4.999982e-06
9.975000e-11,-7.072336e-07,-7.072336e-07,-4.999991e-06
