time,"I(LOUT1)","I(LOUT2)","I(RIN)"
5.780000e-10,1.285283e-05,1.285283e-05,-4.988801e-06
5.782500e-10,1.279190e-05,1.279190e-05,-4.992627e-06
5.785000e-10,1.275904e-05,1.275904e-05,-4.996921e-06
5.787500e-10,1.275492e-05,1.275492e-05,-5.000986e-06
5.790000e-10,1.277566e-05,1.277566e-05,-5.004191e-06
5.792500e-10,1.281354e-05,1.281354e-05,-5.006051e-06
5.795000e-10,1.285826e-05,1.285826e-05,-5.006294e-06
5.797500e-10,1.289857e-05,1.289857e-05,-5.004897e-06
5.800000e-10,1.292397e-05,1.292397e-05,-5.002083e-06
5.802500e-10,1.292624e-05,1.292624e-05,-4.998279e-06
5.805000e-10,1.290060e-05,1.290060e-05,-4.994044e-06
5.807500e-10,1.284625e-05,1.284625e-05,-4.989971e-06
5.810000e-10,1.276624e-05,1.276624e-05,-4.986590e-06
5.812500e-10,1.266674e-05,1.266674e-05,-4.984289e-06
5.815000e-10,1.255590e-05,1.255590e-05,-4.983266e-06
5.817500e-10,1.244253e-05,1.244253e-05,-4.983520e-06
5.820000e-10,1.233480e-05,1.233480e-05,-4.984870e-06
5.822500e-10,1.223916e-05,1.223916e-05,-4.987006e-06
5.825000e-10,1.215965e-05,1.215965e-05,-4.989537e-06
5.827500e-10,1.209750e-05,1.209750e-05,-4.992051e-06
5.830000e-10,1.205124e-05,1.205124e-05,-4.994166e-06
5.832500e-10,1.201698e-05,1.201698e-05,-4.995574e-06
5.835000e-10,1.198905e-05,1.198905e-05,-4.996067e-06
5.837500e-10,1.196078e-05,1.196078e-05,-4.995555e-06
5.840000e-10,1.192531e-05,1.192531e-05,-4.994071e-06
5.842500e-10,1.187635e-05,1.187635e-05,-4.991751e-06
5.845000e-10,1.180890e-05,1.180890e-05,-4.988817e-06
5.847500e-10,1.171963e-05,1.171963e-05,-4.985533e-06
5.850000e-10,1.160705e-05,1.160705e-05,-4.982172e-06
5.852500e-10,1.147147e-05,1.147147e-05,-4.978974e-06
5.855000e-10,1.131462e-05,1.131462e-05,-4.976122e-06
5.857500e-10,1.113927e-05,1.113927e-05,-4.973723e-06
5.860000e-10,1.094862e-05,1.094862e-05,-4.971804e-06
5.862500e-10,1.074579e-05,1.074579e-05,-4.970319e-06
5.865000e-10,1.053342e-05,1.053342e-05,-4.969166e-06
5.867500e-10,1.031327e-05,1.031327e-05,-4.968199e-06
5.870000e-10,1.008602e-05,1.008602e-05,-4.967255e-06
5.872500e-10,9.851204e-06,9.851204e-06,-4.966162e-06
5.875000e-10,9.607155e-06,9.607155e-06,-4.964757e-06
5.877500e-10,9.351112e-06,9.351112e-06,-4.962889e-06
5.880000e-10,9.079301e-06,9.079301e-06,-4.960424e-06
5.882500e-10,8.787052e-06,8.787052e-06,-4.957244e-06
5.885000e-10,8.468895e-06,8.468895e-06,-4.953244e-06
5.887500e-10,8.118629e-06,8.118629e-06,-4.948327e-06
5.890000e-10,7.729356e-06,7.729356e-06,-4.942398e-06
5.892500e-10,7.293498e-06,7.293498e-06,-4.935364e-06
5.895000e-10,6.802813e-06,6.802813e-06,-4.927131e-06
5.897500e-10,6.248467e-06,6.248467e-06,-4.917623e-06
5.900000e-10,5.621242e-06,5.621242e-06,-4.906801e-06
5.902500e-10,4.911994e-06,4.911994e-06,-4.894705e-06
5.905000e-10,4.112513e-06,4.112513e-06,-4.881526e-06
5.907500e-10,3.216898e-06,3.216898e-06,-4.867682e-06
5.910000e-10,2.223504e-06,2.223504e-06,-4.853900e-06
5.912500e-10,1.137246e-06,1.137246e-06,-4.841258e-06
5.915000e-10,-2.825268e-08,-2.825268e-08,-4.831120e-06
5.917500e-10,-1.249513e-06,-1.249513e-06,-4.824944e-06
5.920000e-10,-2.493738e-06,-2.493738e-06,-4.823997e-06
5.922500e-10,-3.721076e-06,-3.721076e-06,-4.829109e-06
5.925000e-10,-4.887698e-06,-4.887698e-06,-4.840622e-06
5.927500e-10,-5.948423e-06,-5.948423e-06,-4.858544e-06
5.930000e-10,-6.858298e-06,-6.858298e-06,-4.882733e-06
5.932500e-10,-7.573689e-06,-7.573689e-06,-4.912929e-06
5.935000e-10,-8.054012e-06,-8.054012e-06,-4.948585e-06
5.937500e-10,-8.264705e-06,-8.264705e-06,-4.988657e-06
5.940000e-10,-8.180836e-06,-8.180836e-06,-5.031549e-06
5.942500e-10,-7.790133e-06,-7.790133e-06,-5.075281e-06
5.945000e-10,-7.094699e-06,-7.094699e-06,-5.117727e-06
5.947500e-10,-6.112062e-06,-6.112062e-06,-5.156656e-06
5.950000e-10,-4.877289e-06,-4.877289e-06,-5.189473e-06
5.952500e-10,-3.447204e-06,-3.447204e-06,-5.212848e-06
5.955000e-10,-1.904624e-06,-1.904624e-06,-5.222854e-06
5.957500e-10,-3.571792e-07,-3.571792e-07,-5.216103e-06
5.960000e-10,1.073607e-06,1.073607e-06,-5.191401e-06
5.962500e-10,2.270289e-06,2.270289e-06,-5.150558e-06
5.965000e-10,3.135965e-06,3.135965e-06,-5.097585e-06
5.967500e-10,3.602945e-06,3.602945e-06,-5.037169e-06
5.970000e-10,3.634804e-06,3.634804e-06,-4.973827e-06
5.972500e-10,3.227802e-06,3.227802e-06,-4.912220e-06
5.975000e-10,2.415966e-06,2.415966e-06,-4.857977e-06
5.977500e-10,1.277869e-06,1.277869e-06,-4.817791e-06
5.980000e-10,-6.287861e-08,-6.287861e-08,-4.797993e-06
5.982500e-10,-1.450774e-06,-1.450774e-06,-4.802144e-06
5.985000e-10,-2.723356e-06,-2.723356e-06,-4.829497e-06
5.987500e-10,-3.736842e-06,-3.736842e-06,-4.875667e-06
5.990000e-10,-4.382307e-06,-4.382307e-06,-4.934656e-06
5.992500e-10,-4.591643e-06,-4.591643e-06,-5.000340e-06
5.995000e-10,-4.339980e-06,-4.339980e-06,-5.066508e-06
5.997500e-10,-3.650799e-06,-3.650799e-06,-5.126052e-06
6.000000e-10,-2.603135e-06,-2.603135e-06,-5.170714e-06
6.002500e-10,-1.332629e-06,-1.332629e-06,-5.192506e-06
6.005000e-10,-1.694658e-08,-1.694658e-08,-5.186552e-06
6.007500e-10,1.154695e-06,1.154695e-06,-5.153337e-06
6.010000e-10,2.016313e-06,2.016313e-06,-5.098512e-06
6.012500e-10,2.451231e-06,2.451231e-06,-5.030779e-06
6.015000e-10,2.405892e-06,2.405892e-06,-4.959921e-06
6.017500e-10,1.896171e-06,1.896171e-06,-4.896081e-06
6.020000e-10,1.009548e-06,1.009548e-06,-4.849417e-06
6.022500e-10,-1.019073e-07,-1.019073e-07,-4.828477e-06
6.025000e-10,-1.245478e-06,-1.245478e-06,-4.837298e-06
6.027500e-10,-2.226084e-06,-2.226084e-06,-4.873572e-06
6.030000e-10,-2.884122e-06,-2.884122e-06,-4.929721e-06
6.032500e-10,-3.119896e-06,-3.119896e-06,-4.995670e-06
6.035000e-10,-2.903992e-06,-2.903992e-06,-5.060871e-06
6.037500e-10,-2.280416e-06,-2.280416e-06,-5.114842e-06
6.040000e-10,-1.364536e-06,-1.364536e-06,-5.147753e-06
6.042500e-10,-3.286580e-07,-3.286580e-07,-5.152635e-06
6.045000e-10,6.304907e-07,6.304907e-07,-5.128313e-06
6.047500e-10,1.334519e-06,1.334519e-06,-5.080304e-06
6.050000e-10,1.660088e-06,1.660088e-06,-5.018846e-06
6.052500e-10,1.559936e-06,1.559936e-06,-4.956035e-06
6.055000e-10,1.069226e-06,1.069226e-06,-4.903837e-06
6.057500e-10,2.997880e-07,2.997880e-07,-4.872575e-06
6.060000e-10,-5.803217e-07,-5.803217e-07,-4.868701e-06
6.062500e-10,-1.383186e-06,-1.383186e-06,-4.892489e-06
6.065000e-10,-1.944056e-06,-1.944056e-06,-4.937726e-06
6.067500e-10,-2.156147e-06,-2.156147e-06,-4.993898e-06
6.070000e-10,-1.988906e-06,-1.988906e-06,-5.049075e-06
6.072500e-10,-1.490804e-06,-1.490804e-06,-5.092009e-06
6.075000e-10,-7.792038e-07,-7.792038e-07,-5.113768e-06
6.077500e-10,-1.633401e-08,-1.633401e-08,-5.109734e-06
6.080000e-10,6.276600e-07,6.276600e-07,-5.081351e-06
6.082500e-10,1.015224e-06,1.015224e-06,-5.035975e-06
6.085000e-10,1.072477e-06,1.072477e-06,-4.984661e-06
6.087500e-10,8.033258e-07,8.033258e-07,-4.939269e-06
6.090000e-10,2.860254e-07,2.860254e-07,-4.909959e-06
6.092500e-10,-3.461755e-07,-3.461755e-07,-4.903089e-06
6.095000e-10,-9.375647e-07,-9.375647e-07,-4.919555e-06
6.097500e-10,-1.348564e-06,-1.348564e-06,-4.954437e-06
6.100000e-10,-1.489241e-06,-1.489241e-06,-4.998473e-06
6.102500e-10,-1.338579e-06,-1.338579e-06,-5.040689e-06
6.105000e-10,-9.463034e-07,-9.463034e-07,-5.071061e-06
6.107500e-10,-4.185224e-07,-4.185224e-07,-5.082692e-06
6.110000e-10,1.096461e-07,1.096461e-07,-5.073414e-06
6.112500e-10,5.086339e-07,5.086339e-07,-5.046390e-06
6.115000e-10,6.871424e-07,6.871424e-07,-5.009235e-06
6.117500e-10,6.138264e-07,6.138264e-07,-4.971835e-06
6.120000e-10,3.226037e-07,3.226037e-07,-4.943690e-06
6.122500e-10,-9.879519e-08,-9.879519e-08,-4.931536e-06
6.125000e-10,-5.335621e-07,-5.335621e-07,-4.937735e-06
6.127500e-10,-8.673283e-07,-8.673283e-07,-4.959770e-06
6.130000e-10,-1.017956e-06,-1.017956e-06,-4.991072e-06
6.132500e-10,-9.555391e-07,-9.555391e-07,-5.022951e-06
6.135000e-10,-7.077093e-07,-7.077093e-07,-5.046990e-06
6.137500e-10,-3.495878e-07,-3.495878e-07,-5.057236e-06
6.140000e-10,1.840725e-08,1.840725e-08,-5.051684e-06
6.142500e-10,2.986756e-07,2.986756e-07,-5.032668e-06
6.145000e-10,4.226495e-07,4.226495e-07,-5.006062e-06
6.147500e-10,3.679184e-07,3.679184e-07,-4.979508e-06
6.150000e-10,1.619132e-07,1.619132e-07,-4.960235e-06
6.152500e-10,-1.282593e-07,-1.282593e-07,-4.953094e-06
6.155000e-10,-4.164207e-07,-4.164207e-07,-4.959329e-06
6.157500e-10,-6.221651e-07,-6.221651e-07,-4.976419e-06
6.160000e-10,-6.927945e-07,-6.927945e-07,-4.998970e-06
6.162500e-10,-6.163749e-07,-6.163749e-07,-5.020375e-06
6.165000e-10,-4.227434e-07,-4.227434e-07,-5.034720e-06
6.167500e-10,-1.727597e-07,-1.727597e-07,-5.038405e-06
6.170000e-10,6.065123e-08,6.065123e-08,-5.031051e-06
6.172500e-10,2.138831e-07,2.138831e-07,-5.015439e-06
6.175000e-10,2.501902e-07,2.501902e-07,-4.996539e-06
6.177500e-10,1.685377e-07,1.685377e-07,-4.979961e-06
6.180000e-10,1.688069e-09,1.688069e-09,-4.970303e-06
6.182500e-10,-1.953401e-07,-1.953401e-07,-4.969881e-06
6.185000e-10,-3.625633e-07,-3.625633e-07,-4.978198e-06
6.187500e-10,-4.527048e-07,-4.527048e-07,-4.992254e-06
6.190000e-10,-4.440755e-07,-4.440755e-07,-5.007578e-06
6.192500e-10,-3.452074e-07,-3.452074e-07,-5.019621e-06
6.195000e-10,-1.903825e-07,-1.903825e-07,-5.025087e-06
6.197500e-10,-2.788916e-08,-2.788916e-08,-5.022828e-06
6.200000e-10,9.511435e-08,9.511435e-08,-5.014046e-06
6.202500e-10,1.464381e-07,1.464381e-07,-5.001793e-06
6.205000e-10,1.173615e-07,1.173615e-07,-4.989940e-06
6.207500e-10,2.359953e-08,2.359953e-08,-4.981975e-06
6.210000e-10,-1.010762e-07,-1.010762e-07,-4.979983e-06
6.212500e-10,-2.161768e-07,-2.161768e-07,-4.984122e-06
6.215000e-10,-2.870700e-07,-2.870700e-07,-4.992704e-06
6.217500e-10,-2.949290e-07,-2.949290e-07,-5.002830e-06
6.220000e-10,-2.412453e-07,-2.412453e-07,-5.011344e-06
6.222500e-10,-1.459143e-07,-1.459143e-07,-5.015802e-06
6.225000e-10,-3.989916e-08,-3.989916e-08,-5.015161e-06
6.227500e-10,4.494094e-08,4.494094e-08,-5.010000e-06
6.230000e-10,8.557394e-08,8.557394e-08,-5.002224e-06
6.232500e-10,7.413535e-08,7.413535e-08,-4.994396e-06
6.235000e-10,1.918709e-08,1.918709e-08,-4.988900e-06
6.237500e-10,-5.813098e-08,-5.813098e-08,-4.987231e-06
6.240000e-10,-1.315123e-07,-1.315123e-07,-4.989602e-06
6.242500e-10,-1.779255e-07,-1.779255e-07,-4.994971e-06
6.245000e-10,-1.844206e-07,-1.844206e-07,-5.001455e-06
6.247500e-10,-1.513267e-07,-1.513267e-07,-5.006977e-06
6.250000e-10,-9.112525e-08,-9.112525e-08,-5.009913e-06
6.252500e-10,-2.366201e-08,-2.366201e-08,-5.009561e-06
6.255000e-10,3.055199e-08,3.055199e-08,-5.006293e-06
6.257500e-10,5.673288e-08,5.673288e-08,-5.001352e-06
6.260000e-10,4.994932e-08,4.994932e-08,-4.996400e-06
6.262500e-10,1.587015e-08,1.587015e-08,-4.992974e-06
6.265000e-10,-3.184009e-08,-3.184009e-08,-4.992013e-06
6.267500e-10,-7.640830e-08,-7.640830e-08,-4.993614e-06
6.270000e-10,-1.034219e-07,-1.034219e-07,-4.997070e-06
6.272500e-10,-1.051280e-07,-1.051280e-07,-5.001151e-06
6.275000e-10,-8.231273e-08,-8.231273e-08,-5.004532e-06
6.277500e-10,-4.336247e-08,-4.336247e-08,-5.006215e-06
6.280000e-10,-1.022919e-09,-1.022919e-09,-5.005813e-06
6.282500e-10,3.194733e-08,3.194733e-08,-5.003623e-06
6.285000e-10,4.677658e-08,4.677658e-08,-5.000481e-06
6.287500e-10,4.110376e-08,4.110376e-08,-4.997452e-06
6.290000e-10,1.919011e-08,1.919011e-08,-4.995476e-06
6.292500e-10,-9.969315e-09,-9.969315e-09,-4.995086e-06
6.295000e-10,-3.586909e-08,-3.586909e-08,-4.996272e-06
6.297500e-10,-4.992659e-08,-4.992659e-08,-4.998525e-06
6.300000e-10,-4.802526e-08,-4.802526e-08,-5.001047e-06
6.302500e-10,-3.143819e-08,-3.143819e-08,-5.003018e-06
6.305000e-10,-5.973578e-09,-5.973578e-09,-5.003864e-06
6.307500e-10,2.024158e-08,2.024158e-08,-5.003411e-06
6.310000e-10,3.952614e-08,3.952614e-08,-5.001914e-06
6.312500e-10,4.703672e-08,4.703672e-08,-4.999935e-06
6.315000e-10,4.206006e-08,4.206006e-08,-4.998141e-06
6.317500e-10,2.788765e-08,2.788765e-08,-4.997085e-06
6.320000e-10,1.043127e-08,1.043127e-08,-4.997037e-06
6.322500e-10,-3.875150e-09,-3.875150e-09,-4.997926e-06
6.325000e-10,-1.016114e-08,-1.016114e-08,-4.999388e-06
6.327500e-10,-6.531327e-09,-6.531327e-09,-5.000911e-06
6.330000e-10,5.588169e-09,5.588169e-09,-5.002005e-06
6.332500e-10,2.218850e-08,2.218850e-08,-5.002359e-06
6.335000e-10,3.817478e-08,3.817478e-08,-5.001925e-06
6.337500e-10,4.907997e-08,4.907997e-08,-5.000909e-06
6.340000e-10,5.243184e-08,5.243184e-08,-4.999684e-06
6.342500e-10,4.836711e-08,4.836711e-08,-4.998659e-06
6.345000e-10,3.936180e-08,3.936180e-08,-4.998143e-06
6.347500e-10,2.923964e-08,2.923964e-08,-4.998254e-06
6.350000e-10,2.183682e-08,2.183682e-08,-4.998903e-06
6.352500e-10,1.977852e-08,1.977852e-08,-4.999837e-06
6.355000e-10,2.374773e-08,2.374773e-08,-5.000732e-06
6.357500e-10,3.243684e-08,3.243684e-08,-5.001306e-06
6.360000e-10,4.313852e-08,4.313852e-08,-5.001404e-06
6.362500e-10,5.273167e-08,5.273167e-08,-5.001038e-06
6.365000e-10,5.871362e-08,5.871362e-08,-5.000363e-06
6.367500e-10,5.994471e-08,5.994471e-08,-4.999623e-06
6.370000e-10,5.689273e-08,5.689273e-08,-4.999060e-06
6.372500e-10,5.134258e-08,5.134258e-08,-4.998837e-06
6.375000e-10,4.571070e-08,4.571070e-08,-4.998997e-06
6.377500e-10,4.221788e-08,4.221788e-08,-4.999454e-06
6.380000e-10,4.219719e-08,4.219719e-08,-5.000036e-06
6.382500e-10,4.574620e-08,4.574620e-08,-5.000546e-06
6.385000e-10,5.180460e-08,5.180460e-08,-5.000828e-06
6.387500e-10,5.859502e-08,5.859502e-08,-5.000812e-06
6.390000e-10,6.425421e-08,6.425421e-08,-5.000529e-06
6.392500e-10,6.743618e-08,6.743618e-08,-5.000093e-06
6.395000e-10,6.769683e-08,6.769683e-08,-4.999658e-06
6.397500e-10,6.555634e-08,6.555634e-08,-4.999362e-06
6.400000e-10,6.224781e-08,6.224781e-08,-4.999287e-06
6.402500e-10,5.926006e-08,5.926006e-08,-4.999439e-06
6.405000e-10,5.783912e-08,5.783912e-08,-4.999749e-06
6.407500e-10,5.861132e-08,5.861132e-08,-5.000103e-06
6.410000e-10,6.143787e-08,6.143787e-08,-5.000385e-06
6.412500e-10,6.552691e-08,6.552691e-08,-5.000511e-06
6.415000e-10,6.974449e-08,6.974449e-08,-5.000455e-06
6.417500e-10,7.300749e-08,7.300749e-08,-5.000251e-06
6.420000e-10,7.462549e-08,7.462549e-08,-4.999977e-06
6.422500e-10,7.448682e-08,7.448682e-08,-4.999728e-06
6.425000e-10,7.304307e-08,7.304307e-08,-4.999580e-06
6.427500e-10,7.111481e-08,7.111481e-08,-4.999573e-06
6.430000e-10,6.959657e-08,6.959657e-08,-4.999697e-06
6.432500e-10,6.916424e-08,6.916424e-08,-4.999899e-06
6.435000e-10,7.007836e-08,7.007836e-08,-5.000110e-06
6.437500e-10,7.213757e-08,7.213757e-08,-5.000261e-06
6.440000e-10,7.478400e-08,7.478400e-08,-5.000309e-06
6.442500e-10,7.731321e-08,7.731321e-08,-5.000248e-06
6.445000e-10,7.911251e-08,7.911251e-08,-5.000107e-06
6.447500e-10,7.984870e-08,7.984870e-08,-4.999940e-06
6.450000e-10,7.954994e-08,7.954994e-08,-4.999801e-06
6.452500e-10,7.856469e-08,7.856469e-08,-4.999733e-06
6.455000e-10,7.742198e-08,7.742198e-08,-4.999752e-06
6.457500e-10,7.664621e-08,7.664621e-08,-4.999844e-06
6.460000e-10,7.658999e-08,7.658999e-08,-4.999973e-06
6.462500e-10,7.733657e-08,7.733657e-08,-5.000096e-06
6.465000e-10,7.869713e-08,7.869713e-08,-5.000173e-06
6.467500e-10,8.029527e-08,8.029527e-08,-5.000184e-06
6.470000e-10,8.170398e-08,8.170398e-08,-5.000133e-06
6.472500e-10,8.258665e-08,8.258665e-08,-5.000040e-06
6.475000e-10,8.279669e-08,8.279669e-08,-4.999940e-06
6.477500e-10,8.240759e-08,8.240759e-08,-4.999865e-06
6.480000e-10,8.166992e-08,8.166992e-08,-4.999838e-06
6.482500e-10,8.091556e-08,8.091556e-08,-4.999863e-06
6.485000e-10,8.044441e-08,8.044441e-08,-4.999928e-06
6.487500e-10,8.043133e-08,8.043133e-08,-5.000008e-06
6.490000e-10,8.088136e-08,8.088136e-08,-5.000078e-06
6.492500e-10,8.164313e-08,8.164313e-08,-5.000115e-06
6.495000e-10,8.247109e-08,8.247109e-08,-5.000112e-06
6.497500e-10,8.311238e-08,8.311238e-08,-5.000072e-06
6.500000e-10,8.338829e-08,8.338829e-08,-5.000013e-06
6.502500e-10,8.324486e-08,8.324486e-08,-4.999955e-06
6.505000e-10,8.275903e-08,8.275903e-08,-4.999917e-06
6.507500e-10,8.210251e-08,8.210251e-08,-4.999909e-06
6.510000e-10,8.147848e-08,8.147848e-08,-4.999932e-06
6.512500e-10,8.105381e-08,8.105381e-08,-4.999976e-06
6.515000e-10,8.090899e-08,8.090899e-08,-5.000025e-06
6.517500e-10,8.101998e-08,8.101998e-08,-5.000063e-06
6.520000e-10,8.127518e-08,8.127518e-08,-5.000080e-06
6.522500e-10,8.151883e-08,8.151883e-08,-5.000072e-06
6.525000e-10,8.160473e-08,8.160473e-08,-5.000044e-06
6.527500e-10,8.144211e-08,8.144211e-08,-5.000007e-06
6.530000e-10,8.101973e-08,8.101973e-08,-4.999974e-06
6.532500e-10,8.040245e-08,8.040245e-08,-4.999956e-06
6.535000e-10,7.970372e-08,7.970372e-08,-4.999956e-06
6.537500e-10,7.904500e-08,7.904500e-08,-4.999975e-06
6.540000e-10,7.851623e-08,7.851623e-08,-5.000003e-06
6.542500e-10,7.814980e-08,7.814980e-08,-5.000032e-06
6.545000e-10,7.791532e-08,7.791532e-08,-5.000053e-06
6.547500e-10,7.773483e-08,7.773483e-08,-5.000059e-06
6.550000e-10,7.751199e-08,7.751199e-08,-5.000051e-06
6.552500e-10,7.716443e-08,7.716443e-08,-5.000032e-06
6.555000e-10,7.664887e-08,7.664887e-08,-5.000010e-06
6.557500e-10,7.597147e-08,7.597147e-08,-4.999992e-06
6.560000e-10,7.518147e-08,7.518147e-08,-4.999984e-06
6.562500e-10,7.435158e-08,7.435158e-08,-4.999987e-06
6.565000e-10,7.355268e-08,7.355268e-08,-5.000001e-06
6.567500e-10,7.283126e-08,7.283126e-08,-5.000019e-06
6.570000e-10,7.219668e-08,7.219668e-08,-5.000036e-06
6.572500e-10,7.162148e-08,7.162148e-08,-5.000047e-06
6.575000e-10,7.105336e-08,7.105336e-08,-5.000048e-06
6.577500e-10,7.043413e-08,7.043413e-08,-5.000041e-06
6.580000e-10,6.971874e-08,6.971874e-08,-5.000029e-06
6.582500e-10,6.888856e-08,6.888856e-08,-5.000016e-06
6.585000e-10,6.795495e-08,6.795495e-08,-5.000006e-06
6.587500e-10,6.695293e-08,6.695293e-08,-5.000003e-06
6.590000e-10,6.592785e-08,6.592785e-08,-5.000007e-06
6.592500e-10,6.491998e-08,6.491998e-08,-5.000016e-06
6.595000e-10,6.395204e-08,6.395204e-08,-5.000028e-06
6.597500e-10,6.302344e-08,6.302344e-08,-5.000037e-06
6.600000e-10,6.211254e-08,6.211254e-08,-5.000042e-06
6.602500e-10,6.118537e-08,6.118537e-08,-5.000042e-06
6.605000e-10,6.020760e-08,6.020760e-08,-5.000036e-06
6.607500e-10,5.915543e-08,5.915543e-08,-5.000028e-06
6.610000e-10,5.802233e-08,5.802233e-08,-5.000021e-06
6.612500e-10,5.681947e-08,5.681947e-08,-5.000016e-06
6.615000e-10,5.557060e-08,5.557060e-08,-5.000015e-06
6.617500e-10,5.430331e-08,5.430331e-08,-5.000018e-06
6.620000e-10,5.303980e-08,5.303980e-08,-5.000024e-06
6.622500e-10,5.179029e-08,5.179029e-08,-5.000031e-06
6.625000e-10,5.055074e-08,5.055074e-08,-5.000036e-06
6.627500e-10,4.930539e-08,4.930539e-08,-5.000038e-06
6.630000e-10,4.803280e-08,4.803280e-08,-5.000037e-06
6.632500e-10,4.671313e-08,4.671313e-08,-5.000033e-06
6.635000e-10,4.533434e-08,4.533434e-08,-5.000027e-06
6.637500e-10,4.389525e-08,4.389525e-08,-5.000023e-06
6.640000e-10,4.240495e-08,4.240495e-08,-5.000020e-06
6.642500e-10,4.087894e-08,4.087894e-08,-5.000020e-06
6.645000e-10,3.933356e-08,3.933356e-08,-5.000022e-06
6.647500e-10,3.778072e-08,3.778072e-08,-5.000026e-06
6.650000e-10,3.622440e-08,3.622440e-08,-5.000030e-06
6.652500e-10,3.466008e-08,3.466008e-08,-5.000032e-06
6.655000e-10,3.307690e-08,3.307690e-08,-5.000032e-06
6.657500e-10,3.146160e-08,3.146160e-08,-5.000031e-06
6.660000e-10,2.980296e-08,2.980296e-08,-5.000028e-06
6.662500e-10,2.809511e-08,2.809511e-08,-5.000024e-06
6.665000e-10,2.633889e-08,2.633889e-08,-5.000021e-06
6.667500e-10,2.454095e-08,2.454095e-08,-5.000020e-06
6.670000e-10,2.271107e-08,2.271107e-08,-5.000019e-06
6.672500e-10,2.085873e-08,2.085873e-08,-5.000021e-06
6.675000e-10,1.899011e-08,1.899011e-08,-5.000023e-06
6.677500e-10,1.710636e-08,1.710636e-08,-5.000024e-06
6.680000e-10,1.520362e-08,1.520362e-08,-5.000025e-06
6.682500e-10,1.327467e-08,1.327467e-08,-5.000024e-06
6.685000e-10,1.131147e-08,1.131147e-08,-5.000023e-06
6.687500e-10,9.307703e-09,9.307703e-09,-5.000020e-06
6.690000e-10,7.260583e-09,7.260583e-09,-5.000017e-06
6.692500e-10,5.171387e-09,5.171387e-09,-5.000015e-06
6.695000e-10,3.044629e-09,3.044629e-09,-5.000014e-06
6.697500e-10,8.863071e-10,8.863071e-10,-5.000013e-06
6.700000e-10,-1.298170e-09,-1.298170e-09,-5.000013e-06
6.702500e-10,-3.505683e-09,-3.505683e-09,-5.000014e-06
6.705000e-10,-5.736235e-09,-5.736235e-09,-5.000014e-06
6.707500e-10,-7.992725e-09,-7.992725e-09,-5.000014e-06
6.710000e-10,-1.027983e-08,-1.027983e-08,-5.000012e-06
6.712500e-10,-1.260245e-08,-1.260245e-08,-5.000010e-06
6.715000e-10,-1.496419e-08,-1.496419e-08,-5.000008e-06
6.717500e-10,-1.736641e-08,-1.736641e-08,-5.000006e-06
6.720000e-10,-1.980804e-08,-1.980804e-08,-5.000004e-06
6.722500e-10,-2.228622e-08,-2.228622e-08,-5.000002e-06
6.725000e-10,-2.479736e-08,-2.479736e-08,-5.000001e-06
6.727500e-10,-2.733844e-08,-2.733844e-08,-5.000000e-06
6.730000e-10,-2.990791e-08,-2.990791e-08,-4.999999e-06
6.732500e-10,-3.250614e-08,-3.250614e-08,-4.999999e-06
6.735000e-10,-3.513518e-08,-3.513518e-08,-4.999997e-06
6.737500e-10,-3.779806e-08,-3.779806e-08,-4.999996e-06
6.740000e-10,-4.049782e-08,-4.049782e-08,-4.999993e-06
6.742500e-10,-4.323665e-08,-4.323665e-08,-4.999991e-06
6.745000e-10,-4.601535e-08,-4.601535e-08,-4.999988e-06
6.747500e-10,-4.883327e-08,-4.883327e-08,-4.999986e-06
6.750000e-10,-5.168874e-08,-5.168874e-08,-4.999984e-06
6.752500e-10,-5.457972e-08,-5.457972e-08,-4.999982e-06
6.755000e-10,-5.750453e-08,-5.750453e-08,-4.999980e-06
6.757500e-10,-6.046245e-08,-6.046245e-08,-4.999979e-06
6.760000e-10,-6.345391e-08,-6.345391e-08,-4.999977e-06
6.762500e-10,-6.648036e-08,-6.648036e-08,-4.999975e-06
6.765000e-10,-6.954381e-08,-6.954381e-08,-4.999973e-06
6.767500e-10,-7.264628e-08,-7.264628e-08,-4.999970e-06
6.770000e-10,-7.578928e-08,-7.578928e-08,-4.999967e-06
6.772500e-10,-7.897347e-08,-7.897347e-08,-4.999964e-06
6.775000e-10,-8.219866e-08,-8.219866e-08,-4.999961e-06
6.777500e-10,-8.546403e-08,-8.546403e-08,-4.999958e-06
6.780000e-10,-8.876854e-08,-8.876854e-08,-4.999956e-06
6.782500e-10,-9.211136e-08,-9.211136e-08,-4.999953e-06
6.785000e-10,-9.549223e-08,-9.549223e-08,-4.999950e-06
6.787500e-10,-9.891160e-08,-9.891160e-08,-4.999948e-06
6.790000e-10,-1.023705e-07,-1.023705e-07,-4.999945e-06
6.792500e-10,-1.058705e-07,-1.058705e-07,-4.999941e-06
6.795000e-10,-1.094130e-07,-1.094130e-07,-4.999938e-06
6.797500e-10,-1.129993e-07,-1.129993e-07,-4.999934e-06
6.800000e-10,-1.166302e-07,-1.166302e-07,-4.999931e-06
6.802500e-10,-1.203059e-07,-1.203059e-07,-4.999927e-06
6.805000e-10,-1.240263e-07,-1.240263e-07,-4.999923e-06
6.807500e-10,-1.277910e-07,-1.277910e-07,-4.999919e-06
6.810000e-10,-1.315999e-07,-1.315999e-07,-4.999916e-06
6.812500e-10,-1.354530e-07,-1.354530e-07,-4.999912e-06
