time,"I(RINA)","I(RINB)","I(RINC)","I(LQ|XBS)","I(LQ|XBC)"
2.018000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.033313e-07,-1.177136e-06
2.020000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.137009e-07,-1.181846e-06
2.022000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.260852e-07,-1.186049e-06
2.024000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.413196e-07,-1.189787e-06
2.026000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.599623e-07,-1.193147e-06
2.028000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.821885e-07,-1.196261e-06
2.030000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.077324e-07,-1.199286e-06
2.032000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.358864e-07,-1.202391e-06
2.034000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.655578e-07,-1.205744e-06
2.036000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.953791e-07,-1.209501e-06
2.038000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.238593e-07,-1.213791e-06
2.040000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.495604e-07,-1.218713e-06
2.042000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.712773e-07,-1.224333e-06
2.044000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.882026e-07,-1.230676e-06
2.046000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.000542e-07,-1.237732e-06
2.048000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.071516e-07,-1.245454e-06
2.050000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.104287e-07,-1.253764e-06
2.052000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.113797e-07,-1.262560e-06
2.054000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.119421e-07,-1.271723e-06
2.056000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.143282e-07,-1.281127e-06
2.058000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.208215e-07,-1.290646e-06
2.060000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.335611e-07,-1.300172e-06
2.062000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.543362e-07,-1.309613e-06
2.064000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.844133e-07,-1.318913e-06
2.066000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.244148e-07,-1.328044e-06
2.068000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.742612e-07,-1.337020e-06
2.070000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.331845e-07,-1.345884e-06
2.072000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.998102e-07,-1.354714e-06
2.074000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.722982e-07,-1.363611e-06
2.076000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.485296e-07,-1.372693e-06
2.078000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.026317e-06,-1.382090e-06
2.080000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.103617e-06,-1.391934e-06
2.082000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.178727e-06,-1.402355e-06
2.084000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.250441e-06,-1.413474e-06
2.086000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.318160e-06,-1.425400e-06
2.088000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.381939e-06,-1.438224e-06
2.090000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.442481e-06,-1.452019e-06
2.092000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.501076e-06,-1.466834e-06
2.094000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.559493e-06,-1.482696e-06
2.096000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.619842e-06,-1.499605e-06
2.098000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.684428e-06,-1.517537e-06
2.100000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.755592e-06,-1.536448e-06
2.102000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.835575e-06,-1.556276e-06
2.104000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.926404e-06,-1.576947e-06
2.106000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.029804e-06,-1.598387e-06
2.108000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.147150e-06,-1.620523e-06
2.110000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.279448e-06,-1.643299e-06
2.112000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.427347e-06,-1.666677e-06
2.114000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.591167e-06,-1.690644e-06
2.116000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.770951e-06,-1.715212e-06
2.118000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.966516e-06,-1.740420e-06
2.120000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.177502e-06,-1.766325e-06
2.122000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.403407e-06,-1.792999e-06
2.124000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.643618e-06,-1.820523e-06
2.126000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.897406e-06,-1.848977e-06
2.128000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.163909e-06,-1.878431e-06
2.130000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.442095e-06,-1.908941e-06
2.132000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.730708e-06,-1.940541e-06
2.134000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.028200e-06,-1.973238e-06
2.136000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.332680e-06,-2.007007e-06
2.138000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.641862e-06,-2.041790e-06
2.140000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.953050e-06,-2.077490e-06
2.142000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.263153e-06,-2.113968e-06
2.144000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.568759e-06,-2.151041e-06
2.146000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.866257e-06,-2.188484e-06
2.148000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.152015e-06,-2.226023e-06
2.150000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.422608e-06,-2.263343e-06
2.152000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.675084e-06,-2.300092e-06
2.154000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.907241e-06,-2.335889e-06
2.156000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.117898e-06,-2.370338e-06
2.158000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.307136e-06,-2.403044e-06
2.160000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.476475e-06,-2.433634e-06
2.162000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.628963e-06,-2.461781e-06
2.164000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.769184e-06,-2.487226e-06
2.166000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.903148e-06,-2.509804e-06
2.168000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.038086e-06,-2.529464e-06
2.170000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.182162e-06,-2.546283e-06
2.172000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.344113e-06,-2.560474e-06
2.174000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.532848e-06,-2.572382e-06
2.176000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-9.757035e-06,-2.582470e-06
2.178000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.002470e-05,-2.591295e-06
2.180000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.034290e-05,-2.599467e-06
2.182000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.071740e-05,-2.607615e-06
2.184000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.115252e-05,-2.616328e-06
2.186000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.165105e-05,-2.626121e-06
2.188000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.221423e-05,-2.637385e-06
2.190000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.284193e-05,-2.650358e-06
2.192000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.353289e-05,-2.665109e-06
2.194000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.428499e-05,-2.681532e-06
2.196000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.509570e-05,-2.699354e-06
2.198000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.596242e-05,-2.718167e-06
2.200000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.688300e-05,-2.737454e-06
2.202000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.785604e-05,-2.756637e-06
2.204000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.888125e-05,-2.775123e-06
2.206000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-1.995969e-05,-2.792349e-06
2.208000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.109390e-05,-2.807828e-06
2.210000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.228792e-05,-2.821186e-06
2.212000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.354715e-05,-2.832197e-06
2.214000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.487819e-05,-2.840801e-06
2.216000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.628854e-05,-2.847118e-06
2.218000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.778617e-05,-2.851441e-06
2.220000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-2.937917e-05,-2.854223e-06
2.222000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.107523e-05,-2.856036e-06
2.224000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.288112e-05,-2.857529e-06
2.226000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.480215e-05,-2.859367e-06
2.228000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.684153e-05,-2.862164e-06
2.230000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-3.899975e-05,-2.866418e-06
2.232000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.127379e-05,-2.872459e-06
2.234000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.365637e-05,-2.880409e-06
2.236000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.613513e-05,-2.890167e-06
2.238000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-4.869182e-05,-2.901420e-06
2.240000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.130153e-05,-2.913684e-06
2.242000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.393213e-05,-2.926361e-06
2.244000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.654398e-05,-2.938813e-06
2.246000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-5.909033e-05,-2.950442e-06
2.248000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.151832e-05,-2.960754e-06
2.250000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.377111e-05,-2.969419e-06
2.252000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.579093e-05,-2.976296e-06
2.254000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.752320e-05,-2.981442e-06
2.256000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.892118e-05,-2.985086e-06
2.258000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.995088e-05,-2.987591e-06
2.260000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.059525e-05,-2.989402e-06
2.262000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.085732e-05,-2.990986e-06
2.264000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.076144e-05,-2.992783e-06
2.266000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.035255e-05,-2.995157e-06
2.268000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.969347e-05,-2.998366e-06
2.270000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.886059e-05,-3.002552e-06
2.272000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.793861e-05,-3.007736e-06
2.274000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.701481e-05,-3.013829e-06
2.276000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.617362e-05,-3.020657e-06
2.278000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.549180e-05,-3.027979e-06
2.280000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.503451e-05,-3.035527e-06
2.282000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.485229e-05,-3.043024e-06
2.284000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.497904e-05,-3.050220e-06
2.286000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.543072e-05,-3.056909e-06
2.288000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.620479e-05,-3.062952e-06
2.290000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.728020e-05,-3.068289e-06
2.292000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-6.861803e-05,-3.072936e-06
2.294000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.016282e-05,-3.076988e-06
2.296000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.184479e-05,-3.080598e-06
2.298000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.358315e-05,-3.083956e-06
2.300000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.529070e-05,-3.087262e-06
2.302000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.687959e-05,-3.090699e-06
2.304000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.826810e-05,-3.094408e-06
2.306000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.938769e-05,-3.098467e-06
2.308000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.018946e-05,-3.102884e-06
2.310000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.064900e-05,-3.107604e-06
2.312000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.076881e-05,-3.112517e-06
2.314000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.057781e-05,-3.117482e-06
2.316000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.012788e-05,-3.122355e-06
2.318000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.948805e-05,-3.127012e-06
2.320000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.873729e-05,-3.131375e-06
2.322000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.795685e-05,-3.135421e-06
2.324000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.722321e-05,-3.139186e-06
2.326000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.660234e-05,-3.142757e-06
2.328000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.614561e-05,-3.146255e-06
2.330000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.588756e-05,-3.149812e-06
2.332000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.584519e-05,-3.153546e-06
2.334000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.601880e-05,-3.157540e-06
2.336000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.639368e-05,-3.161828e-06
2.338000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.694270e-05,-3.166385e-06
2.340000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.762926e-05,-3.171129e-06
2.342000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.841050e-05,-3.175935e-06
2.344000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-7.924057e-05,-3.180651e-06
2.346000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.007373e-05,-3.185118e-06
2.348000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.086721e-05,-3.189191e-06
2.350000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.158360e-05,-3.192761e-06
2.352000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.219270e-05,-3.195762e-06
2.354000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.267272e-05,-3.198184e-06
2.356000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.301077e-05,-3.200064e-06
2.358000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.320284e-05,-3.201481e-06
2.360000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.325312e-05,-3.202544e-06
2.362000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.317305e-05,-3.203374e-06
2.364000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.298006e-05,-3.204089e-06
2.366000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.269628e-05,-3.204791e-06
2.368000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.234722e-05,-3.205560e-06
2.370000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.196052e-05,-3.206445e-06
2.372000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.156480e-05,-3.207465e-06
2.374000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.118851e-05,-3.208619e-06
2.376000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.085892e-05,-3.209884e-06
2.378000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.060095e-05,-3.211234e-06
2.380000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.043609e-05,-3.212644e-06
2.382000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.038117e-05,-3.214105e-06
2.384000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.044716e-05,-3.215631e-06
2.386000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.063803e-05,-3.217264e-06
2.388000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.094975e-05,-3.219083e-06
2.390000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.136967e-05,-3.221200e-06
2.392000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.187644e-05,-3.223760e-06
2.394000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.244064e-05,-3.226932e-06
2.396000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.302624e-05,-3.230907e-06
2.398000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.359303e-05,-3.235885e-06
2.400000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.409978e-05,-3.242066e-06
2.402000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.450801e-05,-3.249642e-06
2.404000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.478585e-05,-3.258780e-06
2.406000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.491163e-05,-3.269619e-06
2.408000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.487654e-05,-3.282256e-06
2.410000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.468608e-05,-3.296734e-06
2.412000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.435999e-05,-3.313041e-06
2.414000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.393065e-05,-3.331104e-06
2.416000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.344011e-05,-3.350782e-06
2.418000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.293616e-05,-3.371876e-06
2.420000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.246791e-05,-3.394128e-06
2.422000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.208122e-05,-3.417237e-06
2.424000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.181464e-05,-3.440869e-06
2.426000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.169593e-05,-3.464679e-06
2.428000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.173960e-05,-3.488329e-06
2.430000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.194567e-05,-3.511519e-06
2.432000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.229947e-05,-3.534008e-06
2.434000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.277294e-05,-3.555644e-06
2.436000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.332707e-05,-3.576384e-06
2.438000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.391541e-05,-3.596312e-06
2.440000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.448858e-05,-3.615646e-06
2.442000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.499910e-05,-3.634739e-06
2.444000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.540620e-05,-3.654064e-06
2.446000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.568001e-05,-3.674193e-06
2.448000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.580450e-05,-3.695759e-06
2.450000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.577886e-05,-3.719416e-06
2.452000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.561713e-05,-3.745785e-06
2.454000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.534614e-05,-3.775412e-06
2.456000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.500212e-05,-3.808710e-06
2.458000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.462651e-05,-3.845923e-06
2.460000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.426140e-05,-3.887094e-06
2.462000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.394538e-05,-3.932048e-06
2.464000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.370998e-05,-3.980393e-06
2.466000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.357713e-05,-4.031541e-06
2.468000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.355784e-05,-4.084746e-06
2.470000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.365194e-05,-4.139157e-06
2.472000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.384895e-05,-4.193885e-06
2.474000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.412987e-05,-4.248078e-06
2.476000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.446962e-05,-4.300997e-06
2.478000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.483991e-05,-4.352092e-06
2.480000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.521226e-05,-4.401065e-06
2.482000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.556074e-05,-4.447919e-06
2.484000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.586433e-05,-4.492983e-06
2.486000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.610849e-05,-4.536916e-06
2.488000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.628596e-05,-4.580679e-06
2.490000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.639663e-05,-4.625479e-06
2.492000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.644664e-05,-4.672692e-06
2.494000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.644693e-05,-4.723756e-06
2.496000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.641134e-05,-4.780062e-06
2.498000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.635480e-05,-4.842829e-06
2.500000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.629150e-05,-4.912995e-06
2.502000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.623364e-05,-4.991125e-06
2.504000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.619058e-05,-5.077339e-06
2.506000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.616850e-05,-5.171287e-06
2.508000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.617068e-05,-5.272157e-06
2.510000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.619802e-05,-5.378736e-06
2.512000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.624992e-05,-5.489501e-06
2.514000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.632504e-05,-5.602754e-06
2.516000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.642213e-05,-5.716780e-06
2.518000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.654050e-05,-5.830011e-06
2.520000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.668014e-05,-5.941193e-06
2.522000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.684162e-05,-6.049526e-06
2.524000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.702558e-05,-6.154774e-06
2.526000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.723209e-05,-6.257324e-06
2.528000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.745993e-05,-6.358199e-06
2.530000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.770594e-05,-6.459004e-06
2.532000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.796472e-05,-6.561825e-06
2.534000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.822852e-05,-6.669084e-06
2.536000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.848768e-05,-6.783350e-06
2.538000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.873144e-05,-6.907149e-06
2.540000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.894901e-05,-7.042761e-06
2.542000e-10,-0.000000e+00,-0.000000e+00,-0.000000e+00,-8.913095e-05,-7.192046e-06
