time,"I(RIN2)","I(RIN1)","I(LQ|X11)"
0.000000e+00,-1.117817e-08,-1.117817e-08,5.393908e-07
2.000000e-13,-1.012706e-06,-1.012706e-06,6.112308e-07
4.000000e-13,-2.035346e-06,-2.035346e-06,7.413835e-07
6.000000e-13,-3.056765e-06,-3.056765e-06,9.486156e-07
8.000000e-13,-4.083141e-06,-4.083141e-06,1.256107e-06
1.000000e-12,-5.117380e-06,-5.117380e-06,1.695828e-06
1.200000e-12,-5.178095e-06,-5.178095e-06,2.312288e-06
1.400000e-12,-5.236560e-06,-5.236560e-06,3.166783e-06
1.600000e-12,-5.317654e-06,-5.317654e-06,4.343039e-06
1.800000e-12,-5.414654e-06,-5.414654e-06,5.955050e-06
2.000000e-12,-5.514369e-06,-5.514369e-06,8.157614e-06
2.200000e-12,-5.588093e-06,-5.588093e-06,1.115936e-05
2.400000e-12,-5.595776e-06,-5.595776e-06,1.523667e-05
2.600000e-12,-5.506814e-06,-5.506814e-06,2.074404e-05
2.800000e-12,-5.322276e-06,-5.322276e-06,2.811041e-05
3.000000e-12,-5.077073e-06,-5.077073e-06,3.780123e-05
3.200000e-12,-4.825025e-06,-4.825025e-06,5.021427e-05
3.400000e-12,-4.619508e-06,-4.619508e-06,6.547569e-05
3.600000e-12,-4.495600e-06,-4.495600e-06,8.313776e-05
3.800000e-12,-4.460205e-06,-4.460205e-06,1.018803e-04
4.000000e-12,-4.496118e-06,-4.496118e-06,1.194644e-04
4.200000e-12,-4.575768e-06,-4.575768e-06,1.331762e-04
4.400000e-12,-4.674315e-06,-4.674315e-06,1.406497e-04
4.600000e-12,-4.776067e-06,-4.776067e-06,1.406453e-04
4.800000e-12,-4.874609e-06,-4.874609e-06,1.334108e-04
5.000000e-12,-4.969876e-06,-4.969876e-06,1.205030e-04
5.200000e-12,-5.064810e-06,-5.064810e-06,1.041965e-04
5.400000e-12,-5.162573e-06,-5.162573e-06,8.678226e-05
5.600000e-12,-5.264014e-06,-5.264014e-06,7.005481e-05
5.800000e-12,-5.364648e-06,-5.364648e-06,5.511730e-05
6.000000e-12,-5.451238e-06,-5.451238e-06,4.245521e-05
6.200000e-12,-5.500537e-06,-5.500537e-06,3.214451e-05
6.400000e-12,-5.485416e-06,-5.485416e-06,2.407126e-05
6.600000e-12,-5.389706e-06,-5.389706e-06,1.809171e-05
6.800000e-12,-5.221518e-06,-5.221518e-06,1.411415e-05
7.000000e-12,-5.013055e-06,-5.013055e-06,1.211805e-05
7.200000e-12,-4.808344e-06,-4.808344e-06,1.213949e-05
7.400000e-12,-4.647417e-06,-4.647417e-06,1.424561e-05
7.600000e-12,-4.553447e-06,-4.553447e-06,1.850602e-05
7.800000e-12,-4.527960e-06,-4.527960e-06,2.495557e-05
8.000000e-12,-4.555824e-06,-4.555824e-06,3.354116e-05
8.200000e-12,-4.615630e-06,-4.615630e-06,4.406011e-05
8.400000e-12,-4.688781e-06,-4.688781e-06,5.611567e-05
8.600000e-12,-4.763683e-06,-4.763683e-06,6.910887e-05
8.800000e-12,-4.835449e-06,-4.835449e-06,8.224547e-05
9.000000e-12,-4.903421e-06,-4.903421e-06,9.453010e-05
9.200000e-12,-4.968643e-06,-4.968643e-06,1.047953e-04
9.400000e-12,-5.032248e-06,-5.032248e-06,1.118587e-04
9.600000e-12,-5.094675e-06,-5.094675e-06,1.147989e-04
9.800000e-12,-5.155231e-06,-5.155231e-06,1.132062e-04
1.000000e-11,-5.211776e-06,-5.211776e-06,1.072726e-04
1.020000e-11,-5.260677e-06,-5.260677e-06,9.769354e-05
1.040000e-11,-5.297266e-06,-5.297266e-06,8.544730e-05
1.060000e-11,-5.316494e-06,-5.316494e-06,7.154997e-05
1.080000e-11,-5.313228e-06,-5.313228e-06,5.687168e-05
1.100000e-11,-5.282649e-06,-5.282649e-06,4.207130e-05
1.120000e-11,-5.222116e-06,-5.222116e-06,2.765845e-05
1.140000e-11,-5.134208e-06,-5.134208e-06,1.412352e-05
1.160000e-11,-5.028226e-06,-5.028226e-06,2.024501e-06
1.180000e-11,-4.918246e-06,-4.918246e-06,-8.051792e-06
1.200000e-11,-4.818860e-06,-4.818860e-06,-1.562509e-05
1.220000e-11,-4.740960e-06,-4.740960e-06,-2.044445e-05
1.240000e-11,-4.689216e-06,-4.689216e-06,-2.251776e-05
1.260000e-11,-4.661834e-06,-4.661834e-06,-2.205308e-05
1.280000e-11,-4.652490e-06,-4.652490e-06,-1.937503e-05
1.300000e-11,-4.653604e-06,-4.653604e-06,-1.488175e-05
1.320000e-11,-4.659571e-06,-4.659571e-06,-9.064682e-06
1.340000e-11,-4.668532e-06,-4.668532e-06,-2.550366e-06
1.360000e-11,-4.681851e-06,-4.681851e-06,3.912706e-06
1.380000e-11,-4.701705e-06,-4.701705e-06,9.558899e-06
1.400000e-11,-4.728603e-06,-4.728603e-06,1.375249e-05
1.420000e-11,-4.760681e-06,-4.760681e-06,1.609073e-05
1.440000e-11,-4.794945e-06,-4.794945e-06,1.642068e-05
1.460000e-11,-4.829072e-06,-4.829072e-06,1.479642e-05
1.480000e-11,-4.862338e-06,-4.862338e-06,1.143573e-05
1.500000e-11,-4.895282e-06,-4.895282e-06,6.714069e-06
1.520000e-11,-4.928671e-06,-4.928671e-06,1.178327e-06
1.540000e-11,-4.962595e-06,-4.962595e-06,-4.478753e-06
1.560000e-11,-4.996277e-06,-4.996277e-06,-9.520222e-06
1.580000e-11,-5.028605e-06,-5.028605e-06,-1.330909e-05
1.600000e-11,-5.058920e-06,-5.058920e-06,-1.542111e-05
1.620000e-11,-5.087447e-06,-5.087447e-06,-1.568077e-05
1.640000e-11,-5.115053e-06,-5.115053e-06,-1.413487e-05
1.660000e-11,-5.142416e-06,-5.142416e-06,-1.101215e-05
1.680000e-11,-5.169072e-06,-5.169072e-06,-6.703475e-06
1.700000e-11,-5.192902e-06,-5.192902e-06,-1.750983e-06
1.720000e-11,-5.210454e-06,-5.210454e-06,3.196907e-06
1.740000e-11,-5.217997e-06,-5.217997e-06,7.486294e-06
1.760000e-11,-5.212686e-06,-5.212686e-06,1.058244e-05
1.780000e-11,-5.193211e-06,-5.193211e-06,1.216074e-05
1.800000e-11,-5.159770e-06,-5.159770e-06,1.213228e-05
1.820000e-11,-5.113668e-06,-5.113668e-06,1.061735e-05
1.840000e-11,-5.056979e-06,-5.056979e-06,7.902143e-06
1.860000e-11,-4.992553e-06,-4.992553e-06,4.400535e-06
1.880000e-11,-4.924348e-06,-4.924348e-06,6.127343e-07
1.900000e-11,-4.857815e-06,-4.857815e-06,-2.937990e-06
1.920000e-11,-4.799934e-06,-4.799934e-06,-5.789472e-06
1.940000e-11,-4.758482e-06,-4.758482e-06,-7.618448e-06
1.960000e-11,-4.740445e-06,-4.740445e-06,-8.282197e-06
1.980000e-11,-4.749978e-06,-4.749978e-06,-7.815377e-06
2.000000e-11,-4.787011e-06,-4.787011e-06,-6.396201e-06
2.020000e-11,-4.847383e-06,-4.847383e-06,-4.302333e-06
2.040000e-11,-4.923954e-06,-4.923954e-06,-1.868011e-06
2.060000e-11,-5.008323e-06,-5.008323e-06,5.632267e-07
2.080000e-11,-5.092381e-06,-5.092381e-06,2.688454e-06
2.100000e-11,-5.168495e-06,-5.168495e-06,4.286626e-06
2.120000e-11,-5.228855e-06,-5.228855e-06,5.238688e-06
2.140000e-11,-5.265326e-06,-5.265326e-06,5.522839e-06
2.160000e-11,-5.271128e-06,-5.271128e-06,5.192463e-06
2.180000e-11,-5.243853e-06,-5.243853e-06,4.349381e-06
2.200000e-11,-5.187202e-06,-5.187202e-06,3.122195e-06
2.220000e-11,-5.109679e-06,-5.109679e-06,1.652508e-06
2.240000e-11,-5.021443e-06,-5.021443e-06,8.639824e-08
2.260000e-11,-4.931935e-06,-4.931935e-06,-1.432671e-06
2.280000e-11,-4.849621e-06,-4.849621e-06,-2.771109e-06
2.300000e-11,-4.783111e-06,-4.783111e-06,-3.811646e-06
2.320000e-11,-4.741455e-06,-4.741455e-06,-4.457920e-06
2.340000e-11,-4.731914e-06,-4.731914e-06,-4.638476e-06
2.360000e-11,-4.756386e-06,-4.756386e-06,-4.313266e-06
2.380000e-11,-4.809973e-06,-4.809973e-06,-3.484423e-06
2.400000e-11,-4.883248e-06,-4.883248e-06,-2.208694e-06
2.420000e-11,-4.966111e-06,-4.966111e-06,-6.047639e-07
2.440000e-11,-5.050178e-06,-5.050178e-06,1.151133e-06
2.460000e-11,-5.128515e-06,-5.128515e-06,2.843132e-06
2.480000e-11,-5.193858e-06,-5.193858e-06,4.243584e-06
2.500000e-11,-5.237733e-06,-5.237733e-06,5.145025e-06
2.520000e-11,-5.252336e-06,-5.252336e-06,5.391629e-06
2.540000e-11,-5.234254e-06,-5.234254e-06,4.907066e-06
2.560000e-11,-5.186654e-06,-5.186654e-06,3.715215e-06
2.580000e-11,-5.117874e-06,-5.117874e-06,1.948298e-06
2.600000e-11,-5.037990e-06,-5.037990e-06,-1.631045e-07
2.620000e-11,-4.956271e-06,-4.956271e-06,-2.319892e-06
2.640000e-11,-4.880899e-06,-4.880899e-06,-4.199732e-06
2.660000e-11,-4.819981e-06,-4.819981e-06,-5.508723e-06
2.680000e-11,-4.781647e-06,-4.781647e-06,-6.029500e-06
2.700000e-11,-4.771987e-06,-4.771987e-06,-5.658088e-06
2.720000e-11,-4.792177e-06,-4.792177e-06,-4.424682e-06
2.740000e-11,-4.837620e-06,-4.837620e-06,-2.495095e-06
2.760000e-11,-4.900008e-06,-4.900008e-06,-1.507630e-07
2.780000e-11,-4.970448e-06,-4.970448e-06,2.252221e-06
2.800000e-11,-5.041293e-06,-5.041293e-06,4.339711e-06
2.820000e-11,-5.105966e-06,-5.105966e-06,5.781450e-06
2.840000e-11,-5.157893e-06,-5.157893e-06,6.346050e-06
2.860000e-11,-5.190364e-06,-5.190364e-06,5.938976e-06
2.880000e-11,-5.198219e-06,-5.198219e-06,4.618192e-06
2.900000e-11,-5.180193e-06,-5.180193e-06,2.586294e-06
2.920000e-11,-5.139787e-06,-5.139787e-06,1.603220e-07
2.940000e-11,-5.083919e-06,-5.083919e-06,-2.277562e-06
2.980000e-11,-4.957502e-06,-4.957502e-06,-5.708455e-06
3.000000e-11,-4.901502e-06,-4.901502e-06,-6.166656e-06
3.020000e-11,-4.859078e-06,-4.859078e-06,-5.653755e-06
3.040000e-11,-4.835677e-06,-4.835677e-06,-4.262136e-06
3.060000e-11,-4.834282e-06,-4.834282e-06,-2.222590e-06
3.080000e-11,-4.854179e-06,-4.854179e-06,1.336136e-07
3.100000e-11,-4.891137e-06,-4.891137e-06,2.428402e-06
3.120000e-11,-4.938947e-06,-4.938947e-06,4.298702e-06
3.140000e-11,-4.991135e-06,-4.991135e-06,5.456067e-06
3.160000e-11,-5.041834e-06,-5.041834e-06,5.732964e-06
3.180000e-11,-5.085763e-06,-5.085763e-06,5.107222e-06
3.200000e-11,-5.118063e-06,-5.118063e-06,3.701448e-06
3.220000e-11,-5.134759e-06,-5.134759e-06,1.759273e-06
3.240000e-11,-5.133802e-06,-5.133802e-06,-3.965905e-07
3.260000e-11,-5.115895e-06,-5.115895e-06,-2.417854e-06
3.280000e-11,-5.084376e-06,-5.084376e-06,-3.987626e-06
3.300000e-11,-5.044234e-06,-5.044234e-06,-4.871430e-06
3.320000e-11,-5.000970e-06,-5.000970e-06,-4.953145e-06
3.340000e-11,-4.959871e-06,-4.959871e-06,-4.249712e-06
3.360000e-11,-4.925702e-06,-4.925702e-06,-2.903127e-06
3.380000e-11,-4.902406e-06,-4.902406e-06,-1.152578e-06
3.400000e-11,-4.892552e-06,-4.892552e-06,7.076536e-07
3.420000e-11,-4.896748e-06,-4.896748e-06,2.377542e-06
3.440000e-11,-4.913487e-06,-4.913487e-06,3.600069e-06
3.460000e-11,-4.939616e-06,-4.939616e-06,4.201384e-06
3.480000e-11,-4.971164e-06,-4.971164e-06,4.115594e-06
3.500000e-11,-5.004058e-06,-5.004058e-06,3.390399e-06
3.520000e-11,-5.034512e-06,-5.034512e-06,2.173666e-06
3.540000e-11,-5.059187e-06,-5.059187e-06,6.844321e-07
3.560000e-11,-5.075416e-06,-5.075416e-06,-8.260125e-07
3.580000e-11,-5.081556e-06,-5.081556e-06,-2.116321e-06
3.600000e-11,-5.077342e-06,-5.077342e-06,-2.993710e-06
3.620000e-11,-5.063953e-06,-5.063953e-06,-3.342769e-06
3.640000e-11,-5.043727e-06,-5.043727e-06,-3.139962e-06
3.660000e-11,-5.019664e-06,-5.019664e-06,-2.452058e-06
3.680000e-11,-4.994937e-06,-4.994937e-06,-1.419735e-06
3.700000e-11,-4.972533e-06,-4.972533e-06,-2.301159e-07
3.720000e-11,-4.954972e-06,-4.954972e-06,9.165429e-07
3.740000e-11,-4.944048e-06,-4.944048e-06,1.840249e-06
3.760000e-11,-4.940610e-06,-4.940610e-06,2.409310e-06
3.780000e-11,-4.944469e-06,-4.944469e-06,2.558648e-06
3.800000e-11,-4.954518e-06,-4.954518e-06,2.295863e-06
3.820000e-11,-4.969006e-06,-4.969006e-06,1.694781e-06
3.840000e-11,-4.985873e-06,-4.985873e-06,8.784694e-07
3.860000e-11,-5.003020e-06,-5.003020e-06,-4.657827e-09
3.880000e-11,-5.018514e-06,-5.018514e-06,-8.071629e-07
3.900000e-11,-5.030741e-06,-5.030741e-06,-1.406781e-06
3.920000e-11,-5.038557e-06,-5.038557e-06,-1.724611e-06
3.940000e-11,-5.041405e-06,-5.041405e-06,-1.734659e-06
3.960000e-11,-5.039366e-06,-5.039366e-06,-1.463740e-06
3.980000e-11,-5.033099e-06,-5.033099e-06,-9.824796e-07
4.000000e-11,-5.023692e-06,-5.023692e-06,-3.896789e-07
4.020000e-11,-5.012476e-06,-5.012476e-06,2.067632e-07
4.040000e-11,-5.000843e-06,-5.000843e-06,7.088133e-07
4.060000e-11,-4.990088e-06,-4.990088e-06,1.043928e-06
4.080000e-11,-4.981283e-06,-4.981283e-06,1.174932e-06
4.100000e-11,-4.975182e-06,-4.975182e-06,1.102920e-06
4.120000e-11,-4.972169e-06,-4.972169e-06,8.632776e-07
4.140000e-11,-4.972262e-06,-4.972262e-06,5.161095e-07
4.160000e-11,-4.975157e-06,-4.975157e-06,1.332577e-07
4.180000e-11,-4.980314e-06,-4.980314e-06,-2.154857e-07
4.200000e-11,-4.987039e-06,-4.987039e-06,-4.744546e-07
4.220000e-11,-4.994563e-06,-4.994563e-06,-6.104726e-07
4.240000e-11,-5.002115e-06,-5.002115e-06,-6.163409e-07
4.260000e-11,-5.008984e-06,-5.008984e-06,-5.092658e-07
4.280000e-11,-5.014579e-06,-5.014579e-06,-3.249763e-07
4.300000e-11,-5.018463e-06,-5.018463e-06,-1.090125e-07
4.320000e-11,-5.020387e-06,-5.020387e-06,9.294168e-08
4.340000e-11,-5.020284e-06,-5.020284e-06,2.437843e-07
4.360000e-11,-5.018262e-06,-5.018262e-06,3.212213e-07
4.380000e-11,-5.014582e-06,-5.014582e-06,3.205304e-07
4.400000e-11,-5.009633e-06,-5.009633e-06,2.536325e-07
4.420000e-11,-5.003894e-06,-5.003894e-06,1.449635e-07
4.440000e-11,-4.997908e-06,-4.997908e-06,2.521230e-08
4.460000e-11,-4.992232e-06,-4.992232e-06,-7.567445e-08
4.480000e-11,-4.987395e-06,-4.987395e-06,-1.347802e-07
4.500000e-11,-4.983858e-06,-4.983858e-06,-1.405959e-07
4.520000e-11,-4.981965e-06,-4.981965e-06,-9.473883e-08
4.540000e-11,-4.981914e-06,-4.981914e-06,-1.083300e-08
4.560000e-11,-4.983726e-06,-4.983726e-06,8.905759e-08
4.580000e-11,-4.987235e-06,-4.987235e-06,1.795923e-07
4.600000e-11,-4.992099e-06,-4.992099e-06,2.377905e-07
4.620000e-11,-4.997821e-06,-4.997821e-06,2.479798e-07
4.640000e-11,-5.003804e-06,-5.003804e-06,2.050806e-07
4.660000e-11,-5.009407e-06,-5.009407e-06,1.156240e-07
4.680000e-11,-5.014013e-06,-5.014013e-06,-3.631522e-09
4.700000e-11,-5.017095e-06,-5.017095e-06,-1.291446e-07
4.720000e-11,-5.018284e-06,-5.018284e-06,-2.353629e-07
4.740000e-11,-5.017413e-06,-5.017413e-06,-2.998564e-07
4.760000e-11,-5.014550e-06,-5.014550e-06,-3.078043e-07
4.780000e-11,-5.009997e-06,-5.009997e-06,-2.549747e-07
4.800000e-11,-5.004265e-06,-5.004265e-06,-1.486510e-07
4.820000e-11,-4.998012e-06,-4.998012e-06,-6.359340e-09
4.840000e-11,-4.991974e-06,-4.991974e-06,1.473317e-07
4.860000e-11,-4.986869e-06,-4.986869e-06,2.853100e-07
4.880000e-11,-4.983315e-06,-4.983315e-06,3.828655e-07
4.900000e-11,-4.981746e-06,-4.981746e-06,4.221659e-07
4.920000e-11,-4.982358e-06,-4.982358e-06,3.954546e-07
4.940000e-11,-4.985081e-06,-4.985081e-06,3.064137e-07
4.960000e-11,-4.989583e-06,-4.989583e-06,1.694810e-07
4.980000e-11,-4.995317e-06,-4.995317e-06,7.281220e-09
5.000000e-11,-5.001583e-06,-5.001583e-06,-1.533373e-07
5.020000e-11,-5.007617e-06,-5.007617e-06,-2.859333e-07
5.040000e-11,-5.012683e-06,-5.012683e-06,-3.689500e-07
5.060000e-11,-5.016166e-06,-5.016166e-06,-3.892674e-07
5.080000e-11,-5.017644e-06,-5.017644e-06,-3.442447e-07
5.100000e-11,-5.016948e-06,-5.016948e-06,-2.419480e-07
5.120000e-11,-5.014180e-06,-5.014180e-06,-9.958059e-08
5.140000e-11,-5.009705e-06,-5.009705e-06,5.956183e-08
5.160000e-11,-5.004097e-06,-5.004097e-06,2.100495e-07
5.180000e-11,-4.998068e-06,-4.998068e-06,3.284977e-07
5.200000e-11,-4.992376e-06,-4.992376e-06,3.972654e-07
5.220000e-11,-4.987725e-06,-4.987725e-06,4.070830e-07
5.240000e-11,-4.984679e-06,-4.984679e-06,3.582240e-07
5.260000e-11,-4.983590e-06,-4.983590e-06,2.600961e-07
5.280000e-11,-4.984554e-06,-4.984554e-06,1.293902e-07
5.300000e-11,-4.987409e-06,-4.987409e-06,-1.284133e-08
5.320000e-11,-4.991755e-06,-4.991755e-06,-1.446551e-07
5.340000e-11,-4.997018e-06,-4.997018e-06,-2.466534e-07
5.360000e-11,-5.002519e-06,-5.002519e-06,-3.048434e-07
5.380000e-11,-5.007570e-06,-5.007570e-06,-3.125013e-07
5.400000e-11,-5.011551e-06,-5.011551e-06,-2.708083e-07
5.420000e-11,-5.013994e-06,-5.013994e-06,-1.882375e-07
5.440000e-11,-5.014633e-06,-5.014633e-06,-7.886616e-08
5.460000e-11,-5.013438e-06,-5.013438e-06,4.005263e-08
5.480000e-11,-5.010609e-06,-5.010609e-06,1.508385e-07
5.500000e-11,-5.006549e-06,-5.006549e-06,2.380104e-07
5.520000e-11,-5.001805e-06,-5.001805e-06,2.904060e-07
5.540000e-11,-4.996992e-06,-4.996992e-06,3.025141e-07
5.560000e-11,-4.992716e-06,-4.992716e-06,2.748862e-07
5.580000e-11,-4.989494e-06,-4.989494e-06,2.136405e-07
5.600000e-11,-4.987691e-06,-4.987691e-06,1.292080e-07
5.620000e-11,-4.987480e-06,-4.987480e-06,3.456618e-08
5.640000e-11,-4.988828e-06,-4.988828e-06,-5.674278e-08
5.660000e-11,-4.991505e-06,-4.991505e-06,-1.325099e-07
5.680000e-11,-4.995124e-06,-4.995124e-06,-1.834180e-07
5.700000e-11,-4.999199e-06,-4.999199e-06,-2.040794e-07
5.720000e-11,-5.003206e-06,-5.003206e-06,-1.934617e-07
5.740000e-11,-5.006649e-06,-5.006649e-06,-1.547053e-07
5.760000e-11,-5.009129e-06,-5.009129e-06,-9.441641e-08
5.780000e-11,-5.010378e-06,-5.010378e-06,-2.157620e-08
5.800000e-11,-5.010295e-06,-5.010295e-06,5.375753e-08
5.820000e-11,-5.008951e-06,-5.008951e-06,1.217789e-07
5.840000e-11,-5.006568e-06,-5.006568e-06,1.741298e-07
5.860000e-11,-5.003492e-06,-5.003492e-06,2.048359e-07
5.880000e-11,-5.000135e-06,-5.000135e-06,2.108975e-07
5.900000e-11,-4.996925e-06,-4.996925e-06,1.924978e-07
5.920000e-11,-4.994250e-06,-4.994250e-06,1.528333e-07
5.940000e-11,-4.992413e-06,-4.992413e-06,9.760903e-08
5.960000e-11,-4.991595e-06,-4.991595e-06,3.426952e-08
5.980000e-11,-4.991841e-06,-4.991841e-06,-2.894033e-08
6.000000e-11,-4.993063e-06,-4.993063e-06,-8.398173e-08
6.020000e-11,-4.995058e-06,-4.995058e-06,-1.239863e-07
6.040000e-11,-4.997540e-06,-4.997540e-06,-1.440745e-07
6.060000e-11,-5.000179e-06,-5.000179e-06,-1.419379e-07
6.080000e-11,-5.002648e-06,-5.002648e-06,-1.181164e-07
6.100000e-11,-5.004659e-06,-5.004659e-06,-7.593176e-08
6.120000e-11,-5.005997e-06,-5.005997e-06,-2.107781e-08
6.140000e-11,-5.006541e-06,-5.006541e-06,3.909559e-08
6.160000e-11,-5.006274e-06,-5.006274e-06,9.652441e-08
6.180000e-11,-5.005278e-06,-5.005278e-06,1.434865e-07
6.200000e-11,-5.003718e-06,-5.003718e-06,1.736373e-07
6.220000e-11,-5.001816e-06,-5.001816e-06,1.828862e-07
6.240000e-11,-4.999818e-06,-4.999818e-06,1.699866e-07
6.260000e-11,-4.997968e-06,-4.997968e-06,1.367478e-07
6.280000e-11,-4.996474e-06,-4.996474e-06,8.782506e-08
6.300000e-11,-4.995486e-06,-4.995486e-06,3.010159e-08
6.320000e-11,-4.995085e-06,-4.995085e-06,-2.826056e-08
6.340000e-11,-4.995278e-06,-4.995278e-06,-7.897365e-08
6.360000e-11,-4.995999e-06,-4.995999e-06,-1.148176e-07
6.380000e-11,-4.997130e-06,-4.997130e-06,-1.306976e-07
6.400000e-11,-4.998510e-06,-4.998510e-06,-1.244048e-07
6.420000e-11,-4.999967e-06,-4.999967e-06,-9.695999e-08
6.440000e-11,-5.001330e-06,-5.001330e-06,-5.247900e-08
6.460000e-11,-5.002452e-06,-5.002452e-06,2.426176e-09
6.480000e-11,-5.003227e-06,-5.003227e-06,5.962701e-08
6.500000e-11,-5.003593e-06,-5.003593e-06,1.106929e-07
6.520000e-11,-5.003539e-06,-5.003539e-06,1.481565e-07
6.540000e-11,-5.003101e-06,-5.003101e-06,1.666346e-07
6.560000e-11,-5.002355e-06,-5.002355e-06,1.636315e-07
6.580000e-11,-5.001404e-06,-5.001404e-06,1.398990e-07
6.600000e-11,-5.000363e-06,-5.000363e-06,9.929580e-08
6.620000e-11,-4.999349e-06,-4.999349e-06,4.817140e-08
6.640000e-11,-4.998467e-06,-4.998467e-06,-5.630441e-09
6.660000e-11,-4.997801e-06,-4.997801e-06,-5.398900e-08
6.680000e-11,-4.997405e-06,-4.997405e-06,-8.975343e-08
6.700000e-11,-4.997302e-06,-4.997302e-06,-1.078232e-07
6.720000e-11,-4.997485e-06,-4.997485e-06,-1.058945e-07
6.740000e-11,-4.997918e-06,-4.997918e-06,-8.476022e-08
6.760000e-11,-4.998543e-06,-4.998543e-06,-4.812225e-08
6.780000e-11,-4.999287e-06,-4.999287e-06,-1.955306e-09
6.800000e-11,-5.000070e-06,-5.000070e-06,4.647026e-08
6.820000e-11,-5.000812e-06,-5.000812e-06,8.974477e-08
6.840000e-11,-5.001441e-06,-5.001441e-06,1.214686e-07
6.860000e-11,-5.001899e-06,-5.001899e-06,1.372128e-07
6.880000e-11,-5.002147e-06,-5.002147e-06,1.351452e-07
6.900000e-11,-5.002167e-06,-5.002167e-06,1.162300e-07
6.920000e-11,-5.001964e-06,-5.001964e-06,8.398460e-08
6.940000e-11,-5.001564e-06,-5.001564e-06,4.384339e-08
6.960000e-11,-5.001012e-06,-5.001012e-06,2.243276e-09
6.980000e-11,-5.000366e-06,-5.000366e-06,-3.441472e-08
7.000000e-11,-4.999694e-06,-4.999694e-06,-6.075907e-08
7.020000e-11,-4.999066e-06,-4.999066e-06,-7.324027e-08
7.040000e-11,-4.998545e-06,-4.998545e-06,-7.060458e-08
7.060000e-11,-4.998186e-06,-4.998186e-06,-5.398648e-08
7.080000e-11,-4.998026e-06,-4.998026e-06,-2.662141e-08
7.100000e-11,-4.998080e-06,-4.998080e-06,6.758960e-09
7.120000e-11,-4.998342e-06,-4.998342e-06,4.073835e-08
7.140000e-11,-4.998784e-06,-4.998784e-06,7.009539e-08
7.160000e-11,-4.999357e-06,-4.999357e-06,9.060785e-08
7.180000e-11,-4.999997e-06,-4.999997e-06,9.965710e-08
7.200000e-11,-5.000635e-06,-5.000635e-06,9.654688e-08
7.220000e-11,-5.001199e-06,-5.001199e-06,8.250081e-08
7.240000e-11,-5.001624e-06,-5.001624e-06,6.035682e-08
7.260000e-11,-5.001864e-06,-5.001864e-06,3.402442e-08
7.280000e-11,-5.001889e-06,-5.001889e-06,7.805663e-09
7.300000e-11,-5.001697e-06,-5.001697e-06,-1.430359e-08
7.320000e-11,-5.001311e-06,-5.001311e-06,-2.921878e-08
7.340000e-11,-5.000773e-06,-5.000773e-06,-3.518716e-08
7.360000e-11,-5.000149e-06,-5.000149e-06,-3.196844e-08
7.380000e-11,-4.999510e-06,-4.999510e-06,-2.076249e-08
7.400000e-11,-4.998933e-06,-4.998933e-06,-3.913308e-09
7.420000e-11,-4.998486e-06,-4.998486e-06,1.554715e-08
7.440000e-11,-4.998220e-06,-4.998220e-06,3.443017e-08
7.460000e-11,-4.998169e-06,-4.998169e-06,4.990494e-08
7.480000e-11,-4.998336e-06,-4.998336e-06,5.991474e-08
7.500000e-11,-4.998700e-06,-4.998700e-06,6.343483e-08
7.520000e-11,-4.999217e-06,-4.999217e-06,6.054308e-08
7.540000e-11,-4.999822e-06,-4.999822e-06,5.230707e-08
7.560000e-11,-5.000442e-06,-5.000442e-06,4.052203e-08
7.580000e-11,-5.001002e-06,-5.001002e-06,2.735524e-08
7.600000e-11,-5.001433e-06,-5.001433e-06,1.496386e-08
7.620000e-11,-5.001685e-06,-5.001685e-06,5.151572e-09
7.640000e-11,-5.001729e-06,-5.001729e-06,-8.828104e-10
7.660000e-11,-5.001561e-06,-5.001561e-06,-2.671776e-09
7.680000e-11,-5.001206e-06,-5.001206e-06,-4.718985e-10
7.700000e-11,-5.000709e-06,-5.000709e-06,4.862337e-09
7.720000e-11,-5.000135e-06,-5.000135e-06,1.209000e-08
7.740000e-11,-4.999554e-06,-4.999554e-06,1.983544e-08
7.760000e-11,-4.999039e-06,-4.999039e-06,2.683281e-08
7.780000e-11,-4.998651e-06,-4.998651e-06,3.212197e-08
7.800000e-11,-4.998438e-06,-4.998438e-06,3.516708e-08
7.820000e-11,-4.998421e-06,-4.998421e-06,3.588616e-08
7.840000e-11,-4.998598e-06,-4.998598e-06,3.459673e-08
7.860000e-11,-4.998944e-06,-4.998944e-06,3.189751e-08
7.880000e-11,-4.999412e-06,-4.999412e-06,2.851573e-08
7.900000e-11,-4.999941e-06,-4.999941e-06,2.515243e-08
7.920000e-11,-5.000464e-06,-5.000464e-06,2.235555e-08
7.940000e-11,-5.000916e-06,-5.000916e-06,2.044148e-08
7.960000e-11,-5.001243e-06,-5.001243e-06,1.947468e-08
7.980000e-11,-5.001408e-06,-5.001408e-06,1.930227e-08
8.000000e-11,-5.001394e-06,-5.001394e-06,1.963003e-08
8.020000e-11,-5.001208e-06,-5.001208e-06,2.011900e-08
8.040000e-11,-5.000879e-06,-5.000879e-06,2.047982e-08
8.060000e-11,-5.000451e-06,-5.000451e-06,2.054418e-08
8.080000e-11,-4.999980e-06,-4.999980e-06,2.029934e-08
8.100000e-11,-4.999528e-06,-4.999528e-06,1.988063e-08
8.120000e-11,-4.999148e-06,-4.999148e-06,1.952612e-08
