time,"I(LQ|X1)","I(LQ|X2)"
4.382000e-10,-2.391676e-05,-2.915742e-06
4.384000e-10,-2.388985e-05,-2.904475e-06
4.386000e-10,-2.383546e-05,-2.886213e-06
4.388000e-10,-2.376961e-05,-2.865058e-06
4.390000e-10,-2.371136e-05,-2.845509e-06
4.392000e-10,-2.367976e-05,-2.831727e-06
4.394000e-10,-2.369080e-05,-2.826926e-06
4.396000e-10,-2.375489e-05,-2.832941e-06
4.398000e-10,-2.387513e-05,-2.850042e-06
4.400000e-10,-2.404672e-05,-2.876972e-06
4.402000e-10,-2.425742e-05,-2.911192e-06
4.404000e-10,-2.448919e-05,-2.949273e-06
4.406000e-10,-2.472054e-05,-2.987363e-06
4.408000e-10,-2.492946e-05,-3.021670e-06
4.410000e-10,-2.509636e-05,-3.048917e-06
4.412000e-10,-2.520669e-05,-3.066694e-06
4.414000e-10,-2.525291e-05,-3.073723e-06
4.416000e-10,-2.523554e-05,-3.069973e-06
4.418000e-10,-2.516309e-05,-3.056659e-06
4.420000e-10,-2.505106e-05,-3.036104e-06
4.422000e-10,-2.491998e-05,-3.011490e-06
4.424000e-10,-2.479286e-05,-2.986505e-06
4.426000e-10,-2.469232e-05,-2.964939e-06
4.428000e-10,-2.463793e-05,-2.950251e-06
4.430000e-10,-2.464384e-05,-2.945163e-06
4.432000e-10,-2.471730e-05,-2.951331e-06
4.434000e-10,-2.485794e-05,-2.969136e-06
4.436000e-10,-2.505808e-05,-2.997629e-06
4.438000e-10,-2.530383e-05,-3.034640e-06
4.440000e-10,-2.557690e-05,-3.077044e-06
4.442000e-10,-2.585671e-05,-3.121147e-06
4.444000e-10,-2.612272e-05,-3.163143e-06
4.446000e-10,-2.635657e-05,-3.199578e-06
4.448000e-10,-2.654389e-05,-3.227752e-06
4.450000e-10,-2.667567e-05,-3.246013e-06
4.452000e-10,-2.674895e-05,-3.253909e-06
4.454000e-10,-2.676705e-05,-3.252181e-06
4.456000e-10,-2.673907e-05,-3.242614e-06
4.458000e-10,-2.667892e-05,-3.227781e-06
4.460000e-10,-2.660388e-05,-3.210718e-06
4.462000e-10,-2.653288e-05,-3.194575e-06
4.464000e-10,-2.648453e-05,-3.182298e-06
4.466000e-10,-2.647533e-05,-3.176356e-06
4.468000e-10,-2.651797e-05,-3.178543e-06
4.470000e-10,-2.662005e-05,-3.189858e-06
4.472000e-10,-2.678336e-05,-3.210458e-06
4.474000e-10,-2.700367e-05,-3.239681e-06
4.476000e-10,-2.727111e-05,-3.276120e-06
4.478000e-10,-2.757118e-05,-3.317742e-06
4.480000e-10,-2.788615e-05,-3.362057e-06
4.482000e-10,-2.819680e-05,-3.406310e-06
4.484000e-10,-2.848432e-05,-3.447713e-06
4.486000e-10,-2.873228e-05,-3.483686e-06
4.488000e-10,-2.892829e-05,-3.512108e-06
4.490000e-10,-2.906550e-05,-3.531555e-06
4.492000e-10,-2.914342e-05,-3.541481e-06
4.494000e-10,-2.916826e-05,-3.542350e-06
4.496000e-10,-2.915254e-05,-3.535653e-06
4.498000e-10,-2.911401e-05,-3.523830e-06
4.500000e-10,-2.907401e-05,-3.510070e-06
4.502000e-10,-2.905522e-05,-3.498004e-06
4.504000e-10,-2.907928e-05,-3.491326e-06
4.506000e-10,-2.916430e-05,-3.493370e-06
4.508000e-10,-2.932263e-05,-3.506697e-06
4.510000e-10,-2.955925e-05,-3.532749e-06
4.512000e-10,-2.987088e-05,-3.571615e-06
4.514000e-10,-3.024603e-05,-3.621950e-06
4.516000e-10,-3.066603e-05,-3.681060e-06
4.518000e-10,-3.110692e-05,-3.745166e-06
4.520000e-10,-3.154207e-05,-3.809807e-06
4.522000e-10,-3.194520e-05,-3.870354e-06
4.524000e-10,-3.229342e-05,-3.922559e-06
4.526000e-10,-3.256998e-05,-3.963078e-06
4.528000e-10,-3.276645e-05,-3.989909e-06
4.530000e-10,-3.288399e-05,-4.002673e-06
4.532000e-10,-3.293351e-05,-4.002710e-06
4.534000e-10,-3.293489e-05,-3.992981e-06
4.536000e-10,-3.291493e-05,-3.977765e-06
4.538000e-10,-3.290464e-05,-3.962196e-06
4.540000e-10,-3.293571e-05,-3.951695e-06
4.542000e-10,-3.303691e-05,-3.951345e-06
4.544000e-10,-3.323063e-05,-3.965297e-06
4.546000e-10,-3.353001e-05,-3.996264e-06
4.548000e-10,-3.393728e-05,-4.045175e-06
4.550000e-10,-3.444321e-05,-4.111027e-06
4.552000e-10,-3.502808e-05,-4.190961e-06
4.554000e-10,-3.566396e-05,-4.280567e-06
4.556000e-10,-3.631786e-05,-4.374371e-06
4.558000e-10,-3.695561e-05,-4.466465e-06
4.560000e-10,-3.754569e-05,-4.551194e-06
4.562000e-10,-3.806279e-05,-4.623823e-06
4.564000e-10,-3.849054e-05,-4.681093e-06
4.566000e-10,-3.882323e-05,-4.721604e-06
4.568000e-10,-3.906638e-05,-4.745971e-06
4.570000e-10,-3.923615e-05,-4.756746e-06
4.572000e-10,-3.935771e-05,-4.758119e-06
4.574000e-10,-3.946266e-05,-4.755432e-06
4.576000e-10,-3.958585e-05,-4.754584e-06
4.578000e-10,-3.976184e-05,-4.761389e-06
4.580000e-10,-4.002136e-05,-4.780965e-06
4.582000e-10,-4.038819e-05,-4.817225e-06
4.584000e-10,-4.087686e-05,-4.872512e-06
4.586000e-10,-4.149131e-05,-4.947419e-06
4.588000e-10,-4.222485e-05,-5.040798e-06
4.590000e-10,-4.306127e-05,-5.149956e-06
4.592000e-10,-4.397698e-05,-5.270996e-06
4.594000e-10,-4.494384e-05,-5.399277e-06
4.596000e-10,-4.593227e-05,-5.529923e-06
4.598000e-10,-4.691427e-05,-5.658330e-06
4.600000e-10,-4.786601e-05,-5.780616e-06
4.602000e-10,-4.876971e-05,-5.893965e-06
4.604000e-10,-4.961480e-05,-5.996828e-06
4.606000e-10,-5.039830e-05,-6.088984e-06
4.608000e-10,-5.112456e-05,-6.171450e-06
4.610000e-10,-5.180438e-05,-6.246279e-06
4.612000e-10,-5.245378e-05,-6.316270e-06
4.614000e-10,-5.309236e-05,-6.384651e-06
4.616000e-10,-5.374154e-05,-6.454748e-06
4.618000e-10,-5.442271e-05,-6.529702e-06
4.620000e-10,-5.515543e-05,-6.612240e-06
4.622000e-10,-5.595599e-05,-6.704503e-06
4.624000e-10,-5.683619e-05,-6.807961e-06
4.626000e-10,-5.780268e-05,-6.923364e-06
4.628000e-10,-5.885674e-05,-7.050766e-06
4.630000e-10,-5.999449e-05,-7.189568e-06
4.632000e-10,-6.120748e-05,-7.338596e-06
4.634000e-10,-6.248341e-05,-7.496194e-06
4.636000e-10,-6.380700e-05,-7.660322e-06
4.638000e-10,-6.516084e-05,-7.828669e-06
4.640000e-10,-6.652610e-05,-7.998751e-06
4.642000e-10,-6.788329e-05,-8.168009e-06
4.644000e-10,-6.921287e-05,-8.333908e-06
4.646000e-10,-7.049596e-05,-8.494015e-06
4.648000e-10,-7.171497e-05,-8.646074e-06
4.650000e-10,-7.285434e-05,-8.788083e-06
4.652000e-10,-7.390129e-05,-8.918362e-06
4.654000e-10,-7.484644e-05,-9.035620e-06
4.656000e-10,-7.568448e-05,-9.139031e-06
4.658000e-10,-7.641457e-05,-9.228297e-06
4.660000e-10,-7.704065e-05,-9.303705e-06
4.662000e-10,-7.757140e-05,-9.366170e-06
4.664000e-10,-7.802003e-05,-9.417237e-06
4.666000e-10,-7.840367e-05,-9.459045e-06
4.668000e-10,-7.874247e-05,-9.494250e-06
4.670000e-10,-7.905845e-05,-9.525877e-06
4.672000e-10,-7.937401e-05,-9.557142e-06
4.674000e-10,-7.971038e-05,-9.591217e-06
4.676000e-10,-8.008595e-05,-9.630983e-06
4.678000e-10,-8.051467e-05,-9.678778e-06
4.680000e-10,-8.100474e-05,-9.736163e-06
4.682000e-10,-8.155765e-05,-9.803744e-06
4.684000e-10,-8.216770e-05,-9.881061e-06
4.686000e-10,-8.282213e-05,-9.966564e-06
4.688000e-10,-8.350205e-05,-1.005770e-05
4.690000e-10,-8.418388e-05,-1.015107e-05
4.692000e-10,-8.484160e-05,-1.024277e-05
4.694000e-10,-8.544935e-05,-1.032869e-05
4.696000e-10,-8.598424e-05,-1.040497e-05
4.698000e-10,-8.642909e-05,-1.046841e-05
4.700000e-10,-8.677458e-05,-1.051689e-05
4.702000e-10,-8.702064e-05,-1.054964e-05
4.704000e-10,-8.717668e-05,-1.056745e-05
4.706000e-10,-8.726077e-05,-1.057263e-05
4.708000e-10,-8.729761e-05,-1.056884e-05
4.710000e-10,-8.731580e-05,-1.056073e-05
4.712000e-10,-8.734454e-05,-1.055339e-05
4.714000e-10,-8.741034e-05,-1.055176e-05
4.716000e-10,-8.753395e-05,-1.056006e-05
4.718000e-10,-8.772809e-05,-1.058120e-05
4.720000e-10,-8.799600e-05,-1.061641e-05
4.722000e-10,-8.833113e-05,-1.066508e-05
4.724000e-10,-8.871796e-05,-1.072483e-05
4.726000e-10,-8.913384e-05,-1.079175e-05
4.728000e-10,-8.955183e-05,-1.086097e-05
4.730000e-10,-8.994398e-05,-1.092723e-05
4.732000e-10,-9.028496e-05,-1.098558e-05
4.734000e-10,-9.055522e-05,-1.103203e-05
4.736000e-10,-9.074359e-05,-1.106404e-05
4.738000e-10,-9.084857e-05,-1.108087e-05
4.740000e-10,-9.087842e-05,-1.108366e-05
4.742000e-10,-9.084986e-05,-1.107523e-05
4.744000e-10,-9.078562e-05,-1.105976e-05
4.746000e-10,-9.071126e-05,-1.104213e-05
4.748000e-10,-9.065172e-05,-1.102732e-05
4.750000e-10,-9.062807e-05,-1.101973e-05
4.752000e-10,-9.065488e-05,-1.102256e-05
4.754000e-10,-9.073858e-05,-1.103748e-05
4.756000e-10,-9.087692e-05,-1.106435e-05
4.758000e-10,-9.105959e-05,-1.110135e-05
4.760000e-10,-9.126990e-05,-1.114525e-05
4.762000e-10,-9.148726e-05,-1.119188e-05
4.764000e-10,-9.169015e-05,-1.123677e-05
4.766000e-10,-9.185904e-05,-1.127575e-05
4.768000e-10,-9.197914e-05,-1.130555e-05
4.770000e-10,-9.204216e-05,-1.132422e-05
4.772000e-10,-9.204725e-05,-1.133133e-05
4.774000e-10,-9.200075e-05,-1.132806e-05
4.776000e-10,-9.191486e-05,-1.131688e-05
4.778000e-10,-9.180558e-05,-1.130121e-05
4.780000e-10,-9.169016e-05,-1.128486e-05
4.782000e-10,-9.158448e-05,-1.127147e-05
4.784000e-10,-9.150086e-05,-1.126396e-05
4.786000e-10,-9.144639e-05,-1.126415e-05
4.788000e-10,-9.142227e-05,-1.127253e-05
4.790000e-10,-9.142389e-05,-1.128821e-05
4.792000e-10,-9.144187e-05,-1.130914e-05
4.794000e-10,-9.146371e-05,-1.133245e-05
4.796000e-10,-9.147578e-05,-1.135492e-05
4.798000e-10,-9.146539e-05,-1.137346e-05
4.800000e-10,-9.142263e-05,-1.138561e-05
4.802000e-10,-9.134167e-05,-1.138983e-05
4.804000e-10,-9.122129e-05,-1.138576e-05
4.806000e-10,-9.106477e-05,-1.137414e-05
4.808000e-10,-9.087900e-05,-1.135668e-05
4.810000e-10,-9.067309e-05,-1.133574e-05
4.812000e-10,-9.045666e-05,-1.131388e-05
4.814000e-10,-9.023823e-05,-1.129349e-05
4.816000e-10,-9.002374e-05,-1.127634e-05
4.818000e-10,-8.981560e-05,-1.126336e-05
4.820000e-10,-8.961229e-05,-1.125446e-05
4.822000e-10,-8.940858e-05,-1.124860e-05
4.824000e-10,-8.919625e-05,-1.124392e-05
4.826000e-10,-8.896525e-05,-1.123806e-05
4.828000e-10,-8.870498e-05,-1.122849e-05
4.830000e-10,-8.840561e-05,-1.121289e-05
4.832000e-10,-8.805913e-05,-1.118942e-05
4.834000e-10,-8.766000e-05,-1.115694e-05
4.836000e-10,-8.720541e-05,-1.111508e-05
4.838000e-10,-8.669495e-05,-1.106422e-05
4.840000e-10,-8.613001e-05,-1.100527e-05
4.842000e-10,-8.551284e-05,-1.093944e-05
4.844000e-10,-8.484561e-05,-1.086796e-05
4.846000e-10,-8.412954e-05,-1.079181e-05
4.848000e-10,-8.336435e-05,-1.071145e-05
4.850000e-10,-8.254812e-05,-1.062680e-05
4.852000e-10,-8.167767e-05,-1.053715e-05
4.854000e-10,-8.074935e-05,-1.044137e-05
4.856000e-10,-7.976036e-05,-1.033810e-05
4.858000e-10,-7.871022e-05,-1.022609e-05
4.860000e-10,-7.760232e-05,-1.010454e-05
4.862000e-10,-7.644535e-05,-9.973467e-06
4.864000e-10,-7.525422e-05,-9.833949e-06
4.866000e-10,-7.405049e-05,-9.688319e-06
4.868000e-10,-7.286202e-05,-9.540205e-06
4.870000e-10,-7.172193e-05,-9.394423e-06
4.872000e-10,-7.066687e-05,-9.256733e-06
4.874000e-10,-6.973468e-05,-9.133457e-06
4.876000e-10,-6.896154e-05,-9.031013e-06
4.878000e-10,-6.837878e-05,-8.955367e-06
4.880000e-10,-6.800940e-05,-8.911464e-06
4.882000e-10,-6.786460e-05,-8.902665e-06
4.884000e-10,-6.794053e-05,-8.930224e-06
4.886000e-10,-6.821579e-05,-8.992845e-06
4.888000e-10,-6.864999e-05,-9.086366e-06
4.890000e-10,-6.918405e-05,-9.203619e-06
4.892000e-10,-6.974268e-05,-9.334517e-06
4.894000e-10,-7.023929e-05,-9.466447e-06
4.896000e-10,-7.058332e-05,-9.584984e-06
4.898000e-10,-7.068923e-05,-9.674958e-06
4.900000e-10,-7.048616e-05,-9.721819e-06
4.902000e-10,-6.992663e-05,-9.713175e-06
4.904000e-10,-6.899285e-05,-9.640353e-06
4.906000e-10,-6.769955e-05,-9.499736e-06
4.908000e-10,-6.609287e-05,-9.293679e-06
4.910000e-10,-6.424581e-05,-9.030804e-06
4.912000e-10,-6.225134e-05,-8.725591e-06
4.914000e-10,-6.021451e-05,-8.397267e-06
4.916000e-10,-5.824485e-05,-8.068129e-06
4.918000e-10,-5.644996e-05,-7.761522e-06
4.920000e-10,-5.493056e-05,-7.499761e-06
4.922000e-10,-5.377669e-05,-7.302285e-06
4.924000e-10,-5.306451e-05,-7.184259e-06
4.926000e-10,-5.285282e-05,-7.155751e-06
4.928000e-10,-5.317874e-05,-7.221462e-06
4.930000e-10,-5.405198e-05,-7.380870e-06
4.932000e-10,-5.544816e-05,-7.628555e-06
4.934000e-10,-5.730179e-05,-7.954473e-06
4.936000e-10,-5.950106e-05,-8.344008e-06
4.938000e-10,-6.188688e-05,-8.777814e-06
4.940000e-10,-6.425944e-05,-9.231616e-06
4.942000e-10,-6.639427e-05,-9.676373e-06
4.944000e-10,-6.806782e-05,-1.007921e-05
4.946000e-10,-6.908880e-05,-1.040544e-05
4.948000e-10,-6.932850e-05,-1.062176e-05
4.950000e-10,-6.874242e-05,-1.070035e-05
4.952000e-10,-6.737720e-05,-1.062317e-05
4.954000e-10,-6.536138e-05,-1.038588e-05
4.956000e-10,-6.288310e-05,-1.000033e-05
4.958000e-10,-6.016133e-05,-9.495053e-06
4.960000e-10,-5.741753e-05,-8.913470e-06
4.962000e-10,-5.485325e-05,-8.309698e-06
4.964000e-10,-5.263606e-05,-7.742570e-06
4.966000e-10,-5.089348e-05,-7.268691e-06
4.968000e-10,-4.971279e-05,-6.935615e-06
4.970000e-10,-4.914368e-05,-6.776243e-06
4.972000e-10,-4.920143e-05,-6.805318e-06
4.974000e-10,-4.986874e-05,-7.018467e-06
4.976000e-10,-5.109569e-05,-7.393768e-06
4.978000e-10,-5.279846e-05,-7.895381e-06
4.980000e-10,-5.485846e-05,-8.478463e-06
4.982000e-10,-5.712404e-05,-9.094481e-06
4.984000e-10,-5.941746e-05,-9.696120e-06
4.986000e-10,-6.154826e-05,-1.024124e-05
4.988000e-10,-6.333278e-05,-1.069558e-05
4.990000e-10,-6.461677e-05,-1.103436e-05
4.992000e-10,-6.529626e-05,-1.124275e-05
4.994000e-10,-6.533159e-05,-1.131579e-05
4.996000e-10,-6.475082e-05,-1.125778e-05
4.998000e-10,-6.364191e-05,-1.108142e-05
5.000000e-10,-6.213610e-05,-1.080670e-05
5.002000e-10,-6.038681e-05,-1.045961e-05
5.004000e-10,-5.854888e-05,-1.007043e-05
5.006000e-10,-5.676195e-05,-9.671762e-06
5.008000e-10,-5.513980e-05,-9.296160e-06
5.010000e-10,-5.376595e-05,-8.973658e-06
5.012000e-10,-5.269417e-05,-8.729367e-06
5.014000e-10,-5.195233e-05,-8.581476e-06
5.016000e-10,-5.154772e-05,-8.539934e-06
5.018000e-10,-5.147231e-05,-8.606015e-06
5.020000e-10,-5.170704e-05,-8.772818e-06
5.022000e-10,-5.222436e-05,-9.026631e-06
5.024000e-10,-5.298931e-05,-9.348898e-06
5.026000e-10,-5.395901e-05,-9.718494e-06
5.028000e-10,-5.508166e-05,-1.011392e-05
5.030000e-10,-5.629547e-05,-1.051512e-05
5.032000e-10,-5.752886e-05,-1.090472e-05
5.034000e-10,-5.870241e-05,-1.126853e-05
5.036000e-10,-5.973326e-05,-1.159550e-05
5.038000e-10,-6.054187e-05,-1.187718e-05
5.040000e-10,-6.106016e-05,-1.210702e-05
5.042000e-10,-6.123991e-05,-1.227977e-05
5.044000e-10,-6.105971e-05,-1.239110e-05
5.046000e-10,-6.052871e-05,-1.243777e-05
5.048000e-10,-5.968665e-05,-1.241807e-05
5.050000e-10,-5.859961e-05,-1.233276e-05
5.052000e-10,-5.735275e-05,-1.218594e-05
5.054000e-10,-5.604099e-05,-1.198602e-05
5.056000e-10,-5.475953e-05,-1.174616e-05
5.058000e-10,-5.359531e-05,-1.148429e-05
5.060000e-10,-5.262047e-05,-1.122240e-05
5.062000e-10,-5.188809e-05,-1.098525e-05
5.064000e-10,-5.143012e-05,-1.079845e-05
5.066000e-10,-5.125729e-05,-1.068624e-05
5.068000e-10,-5.136037e-05,-1.066914e-05
5.070000e-10,-5.171257e-05,-1.076189e-05
5.072000e-10,-5.227259e-05,-1.097172e-05
5.074000e-10,-5.298827e-05,-1.129739e-05
5.076000e-10,-5.380053e-05,-1.172897e-05
5.078000e-10,-5.464760e-05,-1.224848e-05
5.080000e-10,-5.546918e-05,-1.283126e-05
5.082000e-10,-5.621041e-05,-1.344795e-05
5.084000e-10,-5.682527e-05,-1.406685e-05
5.086000e-10,-5.727904e-05,-1.465646e-05
5.088000e-10,-5.754978e-05,-1.518789e-05
5.090000e-10,-5.762857e-05,-1.563693e-05
5.092000e-10,-5.751869e-05,-1.598574e-05
5.094000e-10,-5.723406e-05,-1.622390e-05
5.096000e-10,-5.679703e-05,-1.634884e-05
5.098000e-10,-5.623617e-05,-1.636581e-05
5.100000e-10,-5.558399e-05,-1.628716e-05
5.102000e-10,-5.487501e-05,-1.613135e-05
5.104000e-10,-5.414407e-05,-1.592149e-05
5.106000e-10,-5.342494e-05,-1.568373e-05
5.108000e-10,-5.274912e-05,-1.544554e-05
5.110000e-10,-5.214470e-05,-1.523403e-05
5.112000e-10,-5.163536e-05,-1.507431e-05
5.114000e-10,-5.123936e-05,-1.498827e-05
5.116000e-10,-5.096859e-05,-1.499346e-05
5.118000e-10,-5.082790e-05,-1.510253e-05
5.120000e-10,-5.081461e-05,-1.532283e-05
5.122000e-10,-5.091850e-05,-1.565649e-05
5.124000e-10,-5.112226e-05,-1.610072e-05
5.126000e-10,-5.140258e-05,-1.664833e-05
5.128000e-10,-5.173167e-05,-1.728844e-05
5.130000e-10,-5.207929e-05,-1.800730e-05
5.132000e-10,-5.241509e-05,-1.878917e-05
5.134000e-10,-5.271087e-05,-1.961714e-05
5.136000e-10,-5.294265e-05,-2.047404e-05
5.138000e-10,-5.309226e-05,-2.134315e-05
5.140000e-10,-5.314823e-05,-2.220901e-05
5.142000e-10,-5.310598e-05,-2.305793e-05
5.144000e-10,-5.296735e-05,-2.387854e-05
5.146000e-10,-5.273959e-05,-2.466216e-05
5.148000e-10,-5.243413e-05,-2.540300e-05
5.150000e-10,-5.206516e-05,-2.609835e-05
5.152000e-10,-5.164844e-05,-2.674854e-05
5.154000e-10,-5.120027e-05,-2.735687e-05
5.156000e-10,-5.073664e-05,-2.792946e-05
5.158000e-10,-5.027274e-05,-2.847501e-05
5.160000e-10,-4.982243e-05,-2.900452e-05
5.162000e-10,-4.939789e-05,-2.953098e-05
5.164000e-10,-4.900922e-05,-3.006903e-05
5.166000e-10,-4.866403e-05,-3.063460e-05
5.168000e-10,-4.836700e-05,-3.124451e-05
5.170000e-10,-4.811953e-05,-3.191614e-05
5.172000e-10,-4.791957e-05,-3.266703e-05
5.174000e-10,-4.776160e-05,-3.351457e-05
5.176000e-10,-4.763697e-05,-3.447568e-05
5.178000e-10,-4.753452e-05,-3.556653e-05
5.180000e-10,-4.744147e-05,-3.680229e-05
5.182000e-10,-4.734458e-05,-3.819690e-05
5.184000e-10,-4.723131e-05,-3.976281e-05
5.186000e-10,-4.709100e-05,-4.151071e-05
5.188000e-10,-4.691588e-05,-4.344910e-05
5.190000e-10,-4.670170e-05,-4.558380e-05
5.192000e-10,-4.644817e-05,-4.791713e-05
5.194000e-10,-4.615894e-05,-5.044680e-05
5.196000e-10,-4.584133e-05,-5.316448e-05
5.198000e-10,-4.550586e-05,-5.605381e-05
5.200000e-10,-4.516561e-05,-5.908825e-05
5.202000e-10,-4.483558e-05,-6.222866e-05
5.204000e-10,-4.453182e-05,-6.542122e-05
5.206000e-10,-4.427049e-05,-6.859634e-05
5.208000e-10,-4.406664e-05,-7.166925e-05
5.210000e-10,-4.393251e-05,-7.454322e-05
5.212000e-10,-4.387554e-05,-7.711586e-05
5.214000e-10,-4.389608e-05,-7.928837e-05
5.216000e-10,-4.398527e-05,-8.097680e-05
5.218000e-10,-4.412368e-05,-8.212329e-05
5.220000e-10,-4.428118e-05,-8.270533e-05
5.222000e-10,-4.441851e-05,-8.274072e-05
5.224000e-10,-4.449051e-05,-8.228716e-05
5.226000e-10,-4.445080e-05,-8.143663e-05
5.228000e-10,-4.425692e-05,-8.030554e-05
5.230000e-10,-4.387525e-05,-7.902284e-05
5.232000e-10,-4.328487e-05,-7.771795e-05
5.234000e-10,-4.247970e-05,-7.651037e-05
5.236000e-10,-4.146904e-05,-7.550176e-05
5.238000e-10,-4.027639e-05,-7.477086e-05
5.240000e-10,-3.893728e-05,-7.437083e-05
5.242000e-10,-3.749640e-05,-7.432845e-05
5.244000e-10,-3.600458e-05,-7.464451e-05
5.246000e-10,-3.451589e-05,-7.529507e-05
5.248000e-10,-3.308494e-05,-7.623344e-05
5.250000e-10,-3.176431e-05,-7.739309e-05
5.252000e-10,-3.060199e-05,-7.869174e-05
5.254000e-10,-2.963870e-05,-8.003707e-05
5.256000e-10,-2.890503e-05,-8.133398e-05
5.258000e-10,-2.841859e-05,-8.249303e-05
5.260000e-10,-2.818142e-05,-8.343919e-05
5.262000e-10,-2.817827e-05,-8.411965e-05
5.264000e-10,-2.837595e-05,-8.450934e-05
5.266000e-10,-2.872445e-05,-8.461324e-05
5.268000e-10,-2.915959e-05,-8.446482e-05
5.270000e-10,-2.960745e-05,-8.412108e-05
5.272000e-10,-2.998989e-05,-8.365484e-05
5.274000e-10,-3.023059e-05,-8.314562e-05
5.276000e-10,-3.026112e-05,-8.267033e-05
5.278000e-10,-3.002607e-05,-8.229499e-05
5.280000e-10,-2.948694e-05,-8.206803e-05
5.282000e-10,-2.862432e-05,-8.201588e-05
5.284000e-10,-2.743833e-05,-8.214084e-05
5.286000e-10,-2.594731e-05,-8.242140e-05
5.288000e-10,-2.418508e-05,-8.281485e-05
5.290000e-10,-2.219725e-05,-8.326206e-05
5.292000e-10,-2.003678e-05,-8.369413e-05
5.294000e-10,-1.775951e-05,-8.404027e-05
5.296000e-10,-1.542003e-05,-8.423614e-05
5.298000e-10,-1.306819e-05,-8.423163e-05
5.300000e-10,-1.074674e-05,-8.399691e-05
5.302000e-10,-8.490030e-06,-8.352595e-05
5.304000e-10,-6.324040e-06,-8.283703e-05
5.306000e-10,-4.267300e-06,-8.197021e-05
5.308000e-10,-2.332616e-06,-8.098250e-05
5.310000e-10,-5.291296e-07,-7.994142e-05
5.312000e-10,1.135632e-06,-7.891812e-05
5.314000e-10,2.654049e-06,-7.798095e-05
5.316000e-10,4.017281e-06,-7.718999e-05
5.318000e-10,5.214821e-06,-7.659303e-05
5.320000e-10,6.234786e-06,-7.622296e-05
5.322000e-10,7.064828e-06,-7.609638e-05
5.324000e-10,7.693579e-06,-7.621340e-05
5.326000e-10,8.112428e-06,-7.655828e-05
5.328000e-10,8.317455e-06,-7.710089e-05
5.330000e-10,8.311339e-06,-7.779901e-05
5.332000e-10,8.105021e-06,-7.860128e-05
5.334000e-10,7.718944e-06,-7.945097e-05
5.336000e-10,7.183668e-06,-8.029025e-05
5.338000e-10,6.539690e-06,-8.106475e-05
5.340000e-10,5.836358e-06,-8.172798e-05
5.342000e-10,5.129827e-06,-8.224498e-05
5.344000e-10,4.480115e-06,-8.259487e-05
5.346000e-10,3.947424e-06,-8.277180e-05
5.348000e-10,3.587953e-06,-8.278422e-05
5.350000e-10,3.449510e-06,-8.265265e-05
5.352000e-10,3.567248e-06,-8.240633e-05
5.354000e-10,3.959871e-06,-8.207919e-05
5.356000e-10,4.626675e-06,-8.170592e-05
5.358000e-10,5.545820e-06,-8.131852e-05
5.360000e-10,6.674206e-06,-8.094371e-05
5.362000e-10,7.949276e-06,-8.060151e-05
5.364000e-10,9.292923e-06,-8.030501e-05
5.366000e-10,1.061742e-05,-8.006098e-05
5.368000e-10,1.183295e-05,-7.987134e-05
5.370000e-10,1.285602e-05,-7.973502e-05
5.372000e-10,1.361787e-05,-7.964974e-05
5.374000e-10,1.407169e-05,-7.961364e-05
5.376000e-10,1.419796e-05,-7.962625e-05
5.378000e-10,1.400712e-05,-7.968876e-05
5.380000e-10,1.353915e-05,-7.980354e-05
5.382000e-10,1.286002e-05,-7.997292e-05
5.384000e-10,1.205526e-05,-8.019756e-05
5.386000e-10,1.122130e-05,-8.047464e-05
5.388000e-10,1.045541e-05,-8.079628e-05
5.390000e-10,9.845657e-06,-8.114845e-05
5.392000e-10,9.461865e-06,-8.151080e-05
5.394000e-10,9.348801e-06,-8.185754e-05
5.396000e-10,9.522038e-06,-8.215945e-05
5.398000e-10,9.966850e-06,-8.238679e-05
5.400000e-10,1.064008e-05,-8.251294e-05
5.402000e-10,1.147481e-05,-8.251816e-05
5.404000e-10,1.238757e-05,-8.239292e-05
5.406000e-10,1.328745e-05,-8.214023e-05
5.408000e-10,1.408642e-05,-8.177659e-05
5.410000e-10,1.470953e-05,-8.133122e-05
5.412000e-10,1.510385e-05,-8.084378e-05
5.414000e-10,1.524466e-05,-8.036062e-05
5.416000e-10,1.513826e-05,-7.993019e-05
5.418000e-10,1.482078e-05,-7.959804e-05
5.420000e-10,1.435325e-05,-7.940187e-05
5.422000e-10,1.381334e-05,-7.936718e-05
5.424000e-10,1.328500e-05,-7.950396e-05
5.426000e-10,1.284722e-05,-7.980466e-05
5.428000e-10,1.256363e-05,-8.024392e-05
5.430000e-10,1.247435e-05,-8.078017e-05
5.432000e-10,1.259136e-05,-8.135920e-05
5.434000e-10,1.289784e-05,-8.191966e-05
5.436000e-10,1.335145e-05,-8.239985e-05
5.438000e-10,1.389104e-05,-8.274519e-05
5.440000e-10,1.444576e-05,-8.291527e-05
5.442000e-10,1.494531e-05,-8.288927e-05
5.444000e-10,1.532993e-05,-8.266898e-05
5.446000e-10,1.555881e-05,-8.227880e-05
5.448000e-10,1.561543e-05,-8.176273e-05
5.450000e-10,1.550934e-05,-8.117884e-05
5.452000e-10,1.527396e-05,-8.059223e-05
5.454000e-10,1.496084e-05,-8.006735e-05
5.456000e-10,1.463132e-05,-7.966074e-05
5.458000e-10,1.434676e-05,-7.941496e-05
5.460000e-10,1.415902e-05,-7.935421e-05
